negatives
"('Q04771', 'Q02790')"
"('Q14145', 'Q8IY92')"
"('P41091', 'B5ME19')"
"('P05771', 'P16144')"
"('O75376', 'Q8WXU2')"
"('Q8N9P6', 'P21796')"
"('Q9UJX5', 'Q96DE5')"
"('Q6P1M3', 'Q9BYG4')"
"('Q9H2G2', 'Q96GP6')"
"('P04234', 'O00329')"
"('Q13907', 'O75807')"
"('P62993', 'Q13330')"
"('O00463', 'Q13546')"
"('O14576', 'Q8NFZ8')"
"('P49641', 'Q99570')"
"('P11142', 'P61106')"
"('Q0VF96', 'P62258')"
"('Q9H2G2', 'O15117')"
"('Q8ND25', 'Q9Y2X8')"
"('Q9UBN6', 'P34897')"
"('Q9Y5I7', 'O75508')"
"('Q9BUV8', 'P17844')"
"('P55072', 'O75688')"
"('P25788', 'P19532')"
"('P20073', 'P13942')"
"('P28698', 'P08571')"
"('Q13227', 'Q96KB5')"
"('Q15349', 'P01112')"
"('Q9UN19', 'Q92918')"
"('Q9UBP5', 'Q96ST3')"
"('O15160', '100008588')"
"('P04049', 'Q9C004')"
"('O00291', 'Q16659')"
"('P28838', 'Q15750')"
"('Q9UJC3', 'Q99459')"
"('Q99558', 'Q04206')"
"('O15335', 'O75578')"
"('Q8NI35', 'P56746')"
"('Q9HCM9', 'P51668')"
"('P63215', 'Q9NQ66')"
"('Q09161', 'Q9BY77')"
"('Q86UT6', 'P30048')"
"('Q13885', 'Q96L34')"
"('Q13573', 'P51843')"
"('Q5VT52', 'Q9NZC7')"
"('Q12906', 'Q99750')"
"('P08754', 'Q9NQ66')"
"('P11487', 'P11362')"
"('Q3ZAQ7', 'P40337')"
"('Q99683', 'P49407')"
"('P49450', 'P00519')"
"('Q9GZU2', 'Q8IUQ4')"
"('P0CG48', 'P15976')"
"('Q14164', 'Q02543')"
"('Q99469', 'Q9NZQ3')"
"('Q96RL1', 'P63279')"
"('P14778', 'Q9NWZ3')"
"('O43395', 'Q15287')"
"('Q5EB52', 'Q8WYH8')"
"('Q9H469', 'Q9HAU4')"
"('P61353', 'Q9UNX3')"
"('P27482', 'P11217')"
"('Q14055', 'Q8NC60')"
"('Q03001', 'P62993')"
"('O15400', 'Q9BV40')"
"('O43295', 'Q9UKE5')"
"('O94819', 'P12980')"
"('Q12933', 'Q8N9N5')"
"('P29460', 'Q99650')"
"('P63104', 'Q6DD88')"
"('Q8IVS8', 'Q15645')"
"('P61978', 'Q7L2J0')"
"('P15391', 'P42336')"
"('O15111', 'Q12778')"
"('P06729', 'P06241')"
"('P40938', 'Q9Y5J5')"
"('O75529', 'Q16531')"
"('PI3KR2', 'PI3KR1')"
"('P60709', 'P42704')"
"('Q8WXI9', 'Q9BTC8')"
"('P05412', 'Q15788')"
"('Q13573', 'Q8N1G4')"
"('Q96RT8', 'P68366')"
"('P46459', 'P18505')"
"('Q9BY41', 'P06899')"
"('P25445', 'Q9BWQ8')"
"('P63208', 'Q8IYD8')"
"('P43405', 'P31749')"
"('P83916', 'Q92793')"
"('Q13568', 'P01574')"
"('Q96CG3', 'Q6ZVK8')"
"('Q8IZJ0', 'P01589')"
"('Q99759', 'P25705')"
"('O75533', 'P26368')"
"('P09603', 'P17948')"
"('Q09472', 'P41182')"
"('Q13501', 'P51617')"
"('P32121', 'Q15172')"
"('P51159', 'Q5UIP0')"
"('P28223', 'Q13936')"
"('P16220', 'P01375')"
"('P17252', 'P42345')"
"('P35249', 'Q9NRD5')"
"('P24385', 'P19447')"
"('Q6PEY2', 'O43237')"
"('Q14331', 'Q9HCG8')"
"('P17844', 'O95819')"
"('P62140', 'Q6UN15')"
"('O75365', 'Q9UBB4')"
"('Q09472', 'O15105')"
"('P61981', 'Q0VF96')"
"('P16220', 'P10275')"
"('P10828', 'Q96HR3')"
"('Q14344', 'O15085')"
"('P51003', 'O95639')"
"('Q9HC24', 'O95470')"
"('Q9Y6G9', 'P07437')"
"('O75385', 'Q8TDY2')"
"('P45973', 'Q13472')"
"('P84090', 'O43809')"
"('P62873', 'P63096')"
"('P61981', 'Q9UQ35')"
"('Q00610', 'P14672')"
"('Q8IZ83', 'Q9BRP4')"
"('Q9Y2T4', 'Q8IZS8')"
"('P78369', 'O15551')"
"('P61586', 'Q8IW93')"
"('Q13352', 'P05091')"
"('P35609', 'Q92831')"
"('P28340', 'P05060')"
"('P21673', 'Q8IY81')"
"('P29083', 'P08243')"
"('P01563', 'P15260')"
"('O94910', 'P25054')"
"('P35638', 'Q07890')"
"('P05106', 'Q9P212')"
"('O00193', 'Q8WWI5')"
"('O95751', 'Q96PV7')"
"('P10275', 'Q99933')"
"('Q9NWZ3', 'Q9HAT8')"
"('O43597', 'Q12933')"
"('Q16514', 'Q96BN2')"
"('O94762', 'Q92878')"
"('P22681', 'Q6UXL0')"
"('P01106', 'O60566')"
"('P08754', 'Q13698')"
"('347745', 'P11021')"
"('O95816', 'O75365')"
"('O76074', 'Q13976')"
"('P62993', 'P68104')"
"('P62140', 'O14965')"
"('P50616', 'P22626')"
"('P22681', 'Q04912')"
"('Q13596', 'P20366')"
"('P62736', 'P26232')"
"('O00257', 'Q9Y4K3')"
"('Q8IWX8', 'P26368')"
"('P06241', 'Q9Y2H0')"
"('Q99828', 'P24385')"
"('P16591', 'P04626')"
"('Q9BZZ5', 'Q9UKV3')"
"('Q5UIP0', 'P05026')"
"('Q92905', 'Q02556')"
"('Q8TAX7', 'P04745')"
"('P29353', 'Q14155')"
"('Q8NH18', 'P38405')"
"('P62316', 'P53680')"
"('P43146', 'P62266')"
"('O60264', '100008589')"
"('Q9HAV0', 'Q9UBY5')"
"('Q01105', 'P29372')"
"('Q9NRR5', 'P51681')"
"('P84103', 'Q13151')"
"('P68400', 'Q96EZ8')"
"('P06241', 'Q8IWN7')"
"('Q9HAU4', 'Q15155')"
"('Q9ULH1', 'P42680')"
"('P22681', 'P09619')"
"('P12814', 'Q5TCQ9')"
"('O15350', 'Q15796')"
"('P20042', 'O15371')"
"('Q12809', 'O95816')"
"('Q04724', 'Q13620')"
"('O43900', 'P00519')"
"('Q13643', 'Q8IXK0')"
"('P11021', 'P56945')"
"('Q04206', 'Q3ZCQ8')"
"('P12931', 'Q9H204')"
"('Q96GD4', 'Q02241')"
"('Q8NC60', 'Q9UMX3')"
"('P13569', 'P98082')"
"('P51610', 'P25490')"
"('Q13554', 'Q8IZS8')"
"('Q08379', 'Q14134')"
"('Q9BTT4', 'O94762')"
"('Q92988', 'P06241')"
"('Q00577', 'P62633')"
"('Q9BQ66', 'P26992')"
"('P84243', 'O14929')"
"('P39023', 'P83731')"
"('P55075', 'P35968')"
"('P31260', 'Q92769')"
"('Q9UHR5', 'Q70Z53')"
"('Q9Y239', 'Q676U5')"
"('Q13237', 'Q01668')"
"('P58876', 'Q96QV6')"
"('P27986', 'P29353')"
"('P34947', 'P08588')"
"('O43747', 'P84077')"
"('P29274', 'P43490')"
"('P37235', 'Q9UJA2')"
"('O00221', 'P62158')"
"('Q9Y678', 'Q9Y2Q3')"
"('Q9H270', 'Q99816')"
"('P54257', 'Q16445')"
"('P03923', 'Q16795')"
"('Q01167', 'P14316')"
"('Q9NZI8', 'O75569')"
"('Q92993', 'P04406')"
"('Q7RTN6', 'Q9H9S4')"
"('Q10586', 'P12004')"
"('Q9Y4K3', 'Q13114')"
"('P62312', 'P62310')"
"('Q13315', 'Q8N3A8')"
"('O43318', 'P18146')"
"('P12814', 'P26038')"
"('P46977', 'P04843')"
"('Q14773', 'P11215')"
"('O00506', 'P61077')"
"('Q9Y6X2', 'P29590')"
"('Q13237', 'A8MYU2')"
"('P17252', 'P08754')"
"('O75496', 'P42771')"
"('Q99836', 'Q9NYJ8')"
"('P34932', 'Q99759')"
"('O43707', 'P16144')"
"('Q15287', 'P84103')"
"('P00533', 'P18031')"
"('P20963', 'P62993')"
"('Q8TDY2', 'Q15714')"
"('Q9H1K0', 'P51148')"
"('P78324', 'Q9NPH3')"
"('Q9UKE5', 'P30085')"
"('P43628', 'P30486')"
"('Q9Y566', 'Q9BYB0')"
"('P13984', 'P35269')"
"('P05388', 'Q9UNX3')"
"('P55347', 'P22466')"
"('P16234', 'Q99961')"
"('Q9NXR7', 'Q5VTD9')"
"('Q9BZV1', 'P55072')"
"('P05412', 'Q13485')"
"('P63104', 'Q7KZ85')"
"('P67809', 'P31943')"
"('O95178', 'P51970')"
"('P17612', 'Q03060')"
"('Q13127', 'Q8TAQ2')"
"('Q8IWX8', 'P08621')"
"('P35609', 'P17301')"
"('P01137', 'Q8NER5')"
"('Q9P1W9', 'P31942')"
"('P08567', 'P12814')"
"('P04150', 'P10914')"
"('P63211', 'P16499')"
"('P24071', 'O75015')"
"('O43143', 'Q8IWZ8')"
"('P41235', 'P55157')"
"('P01106', 'P54819')"
"('O95831', 'Q92956')"
"('Q86YF9', 'Q15173')"
"('Q96BY6', 'P60763')"
"('Q13064', 'P62256')"
"('Q03060', 'Q16649')"
"('Q15796', 'Q15797')"
"('Q9BUJ2', 'P62633')"
"('Q9Y5P4', 'O95197')"
"('O14735', 'P20333')"
"('O14827', 'P16333')"
"('Q9UL18', 'O60506')"
"('P16220', 'Q13794')"
"('Q9NXR8', 'Q9H0E9')"
"('Q13573', 'Q68E01')"
"('P20226', 'P17480')"
"('Q7Z3J3', 'P46060')"
"('P35249', 'O75943')"
"('Q96A65', 'P01106')"
"('P27361', 'P13637')"
"('P63218', 'Q13972')"
"('P01106', 'Q9UK22')"
"('Q99759', 'P0CG47')"
"('Q71U36', 'P10144')"
"('P04637', 'Q9Y2A0')"
"('P59998', 'Q9P1U1')"
"('O14775', 'P62879')"
"('Q9HCK5', 'P05141')"
"('Q9H4Z3', 'O15379')"
"('P35626', 'A6NF89')"
"('P12314', 'O43561')"
"('O95967', 'Q9UHD9')"
"('P22681', 'P0CG47')"
"('O43913', 'Q99459')"
"('Q4LDE5', 'O15198')"
"('Q09161', 'Q15428')"
"('Q5TCQ9', 'Q92823')"
"('Q9UET6', 'O43765')"
"('Q15797', 'Q01844')"
"('P22694', 'Q7Z2W7')"
"('P41567', 'Q13347')"
"('P14678', 'P62308')"
"('O95178', 'P03897')"
"('Q92519', 'Q14191')"
"('Q96GD4', 'O75410')"
"('P46776', 'P05388')"
"('P56537', 'P55786')"
"('Q9Y478', 'Q9UKK9')"
"('Q8NBV4', 'P54253')"
"('Q14444', 'Q13283')"
"('P41236', 'Q16821')"
"('O14645', 'Q12929')"
"('P35579', 'Q96QT4')"
"('Q15286', 'P60709')"
"('P06400', 'Q14209')"
"('Q9C0J8', 'O95639')"
"('Q93009', 'P51784')"
"('Q13868', 'Q15024')"
"('Q92793', 'P04637')"
"('Q96PU8', 'Q9NX55')"
"('Q12913', 'P04626')"
"('P22459', 'Q96RT1')"
"('Q13469', 'P51692')"
"('406942', 'P11161')"
"('Q9UQP3', 'P18564')"
"('Q92530', 'O75525')"
"('Q9NRI5', 'Q8TF05')"
"('Q96QV1', 'Q92956')"
"('Q9BZL4', 'P19105')"
"('Q13153', 'P14598')"
"('Q9UIA9', 'Q13418')"
"('Q04206', 'O43353')"
"('Q13315', 'P33993')"
"('P32121', 'Q8NH74')"
"('Q15428', 'O75533')"
"('Q9Y478', 'P13807')"
"('Q92993', 'Q5T3J3')"
"('Q9UKE5', 'Q00059')"
"('O96017', 'Q9H4B4')"
"('P28340', 'Q9HCU8')"
"('Q13546', 'P01375')"
"('P62258', 'P05129')"
"('Q86UQ8', 'P54105')"
"('P25788', 'Q92956')"
"('Q969T4', 'Q9Y3C5')"
"('O00560', 'P12931')"
"('P05107', 'P63244')"
"('P18621', 'Q9UKV8')"
"('Q9Y2T4', 'Q13188')"
"('Q96ER3', 'Q9Y5J5')"
"('407028', 'P24385')"
"('Q5T9A4', 'Q9UL18')"
"('Q06609', 'Q9UI08')"
"('Q16821', 'Q96SB3')"
"('Q14194', 'Q9Y3A3')"
"('Q08380', 'P28065')"
"('P49902', 'Q86TA1')"
"('Q13315', 'Q76L83')"
"('P46776', 'P62829')"
"('Q16891', 'O95295')"
"('P16220', 'Q9H422')"
"('P62241', 'P62269')"
"('Q08050', 'P08047')"
"('P55157', 'Q15788')"
"('Q07866', 'Q9UPT6')"
"('O60925', 'Q5R3I4')"
"('Q06643', 'O43557')"
"('P42336', 'Q13153')"
"('P06213', 'Q9Y4H2')"
"('P56182', 'O43809')"
"('P09493', 'P63104')"
"('Q13164', 'P28324')"
"('Q9Y3D3', 'Q9Y5J5')"
"('P63261', 'P16144')"
"('Q07866', 'Q9UQF2')"
"('Q9UDY8', 'Q13501')"
"('Q16665', 'Q00987')"
"('P22105', 'P31431')"
"('P78368', 'Q13330')"
"('O43914', 'Q07444')"
"('P61981', 'Q13043')"
"('Q9UQF2', 'P04626')"
"('P01584', 'Q15306')"
"('Q5VWQ8', 'Q99961')"
"('Q9UKV8', 'P61513')"
"('Q5VU43', 'Q5VTD9')"
"('Q15942', 'P63261')"
"('Q13936', 'P54284')"
"('Q96KR4', 'Q9NWT6')"
"('P00533', 'P43403')"
"('Q13202', 'P53778')"
"('P51532', 'P35222')"
"('O43318', 'P78537')"
"('Q13888', 'Q92759')"
"('Q9Y6Y9', 'O00206')"
"('Q5T3J3', 'Q96D09')"
"('P60520', 'Q9BXK5')"
"('P13942', 'Q13797')"
"('Q06481', 'O95704')"
"('P21583', 'Q02763')"
"('Q15599', 'P84022')"
"('P53350', 'P25786')"
"('Q96PM5', 'P35790')"
"('P01571', 'P42701')"
"('P25098', 'P51686')"
"('P16220', 'P56279')"
"('Q99683', 'P09211')"
"('P62910', 'P47914')"
"('O95400', 'Q53GS9')"
"('P63165', 'O43309')"
"('P08246', 'P10145')"
"('P10914', 'P68400')"
"('Q9NZC2', 'O43914')"
"('P62191', 'Q15008')"
"('P43364', 'Q05516')"
"('Q15843', 'P15880')"
"('P48169', 'O95166')"
"('Q8WYL5', 'P60709')"
"('Q92569', 'P05023')"
"('Q9UBC1', 'Q7Z794')"
"('P11142', 'Q9Y375')"
"('Q9UQL6', 'P33778')"
"('Q96T60', 'Q9NP98')"
"('Q15654', 'Q14160')"
"('P25787', 'P22392')"
"('Q5UIP0', 'P18146')"
"('P01243', 'P28300')"
"('P62875', 'O95602')"
"('P12034', 'P11362')"
"('Q92833', 'P52952')"
"('Q13216', 'P32780')"
"('Q01082', 'P63165')"
"('Q9NPF7', 'Q13651')"
"('Q13464', 'Q99755')"
"('Q9ULV8', 'Q99961')"
"('Q92793', 'P14780')"
"('Q12972', 'Q96SB3')"
"('P07900', 'P14625')"
"('O95400', 'Q8IYB3')"
"('Q8IY92', 'Q5T3I0')"
"('P04637', 'P19544')"
"('Q5TD97', 'P38432')"
"('Q92747', 'O15143')"
"('Q05086', 'P51668')"
"('Q9NZT1', 'P15735')"
"('Q9BTT4', 'Q9NPJ6')"
"('P10827', 'Q9NVC6')"
"('P12110', 'P26012')"
"('Q04206', 'Q9H9B1')"
"('Q9HCE9', 'O75208')"
"('P05013', 'Q08334')"
"('P09651', 'Q13268')"
"('O60675', 'O14867')"
"('Q9UKG9', 'Q01082')"
"('P04792', 'P19838')"
"('P19438', 'Q13797')"
"('Q70Z53', 'Q13123')"
"('P78536', 'P28482')"
"('P04004', 'P53708')"
"('Q9HB58', 'P19404')"
"('P67870', 'P20226')"
"('Q9UHA4', 'Q03701')"
"('Q96IF1', 'Q05513')"
"('Q9Y297', 'P25054')"
"('P55769', 'Q9Y333')"
"('Q9Y6X6', 'P58400')"
"('O15239', 'Q9NX14')"
"('Q9UGP4', 'Q9Y4K3')"
"('Q92900', 'P02787')"
"('Q99767', 'Q16659')"
"('P35544', 'P46781')"
"('P25391', 'Q14118')"
"('P10767', 'P08069')"
"('P20393', 'O15055')"
"('P13569', 'P31483')"
"('P62899', 'O43586')"
"('P43403', 'P07437')"
"('P01588', 'P31785')"
"('Q9UQE7', 'P25054')"
"('O15371', 'P20042')"
"('Q99459', 'O95613')"
"('Q8WVM8', 'Q9P2Y5')"
"('P10275', 'Q15648')"
"('P50591', 'P25445')"
"('Q68DV7', 'P23246')"
"('P62910', 'P18124')"
"('P10828', 'Q92569')"
"('Q96LR5', 'Q8TDB6')"
"('Q07890', 'P52735')"
"('Q9UNF1', 'Q9BV47')"
"('O15479', 'Q9UJX6')"
"('P08670', 'P60709')"
"('Q96KQ7', 'P25791')"
"('Q9HCK5', 'P51570')"
"('Q8IYI8', 'Q9BQ66')"
"('P14136', 'O00255')"
"('P18124', 'P05388')"
"('P01571', 'P23458')"
"('Q69YQ0', 'Q9Y572')"
"('P12980', 'P32969')"
"('P33993', 'P62805')"
"('Q13976', 'P41220')"
"('P62891', 'Q07021')"
"('P30480', 'Q9Y230')"
"('Q9Y5V3', 'P56178')"
"('406999', 'P35568')"
"('P16144', 'Q9HBI1')"
"('Q8NEU8', 'Q92870')"
"('P63165', 'O15294')"
"('Q71DI3', 'Q14781')"
"('Q9NX14', 'O75251')"
"('Q14164', 'Q9BQ67')"
"('O14920', 'P04350')"
"('P28482', 'P10636')"
"('O60896', 'P63092')"
"('O95136', 'P04899')"
"('Q01085', 'Q15717')"
"('P00488', 'P04792')"
"('Q9Y4K3', 'P26583')"
"('Q99717', 'Q9UIS9')"
"('Q6UY14', 'P27658')"
"('P12814', 'P68032')"
"('Q92793', 'Q9Y6X2')"
"('P43351', 'O43542')"
"('O00505', 'P13010')"
"('O60220', 'Q92783')"
"('O43678', 'P56556')"
"('P01106', 'Q13347')"
"('Q16611', 'P21796')"
"('Q96EE3', 'Q8N1F7')"
"('Q92844', 'P62158')"
"('P68431', 'P0C0S5')"
"('Q06546', 'Q16881')"
"('P40337', 'Q92839')"
"('Q16787', 'Q7L0J3')"
"('Q15029', 'P14678')"
"('P51636', 'P26012')"
"('P62854', 'P22090')"
"('P00519', 'Q00987')"
"('P23919', 'Q99459')"
"('P62244', 'P25398')"
"('P04731', 'P49407')"
"('P06241', 'Q9BZW8')"
"('P61326', 'Q96BK5')"
"('P16581', 'Q05397')"
"('P25054', 'Q96KQ4')"
"('O43676', 'O15239')"
"('Q12841', 'Q92624')"
"('P18124', 'P62829')"
"('O95359', 'Q92831')"
"('Q96JQ0', 'O00159')"
"('Q9HC38', 'Q07817')"
"('Q14134', 'Q08379')"
"('Q9Y265', 'Q9UKV8')"
"('Q96B02', 'Q8N8N0')"
"('O43242', 'O00232')"
"('Q86V81', 'Q9H1B4')"
"('P16333', 'P38398')"
"('Q71U36', 'P02766')"
"('P05121', 'P02763')"
"('P15056', 'P45984')"
"('O00401', 'O15143')"
"('Q99962', 'Q8IVF5')"
"('Q15628', 'P31689')"
"('Q96BQ3', 'P61077')"
"('Q9HAU5', 'Q8IYD1')"
"('P18146', 'Q9HBI6')"
"('Q9UKV8', 'P62906')"
"('P04626', 'P35354')"
"('Q13315', 'A6H8Y1')"
"('Q4KWH8', 'Q13555')"
"('Q07666', 'O75791')"
"('O43889', 'Q16649')"
"('Q9ULI4', 'P53779')"
"('P30559', 'P63092')"
"('O15126', 'P04637')"
"('Q00005', 'P14923')"
"('P46940', 'P63261')"
"('Q9NPG1', 'O75581')"
"('O94776', 'Q9C0K0')"
"('P16871', 'Q9BQE3')"
"('P54259', 'O43439')"
"('Q5JWF2', 'O60266')"
"('Q8WWW0', 'P11215')"
"('P62847', 'P62851')"
"('P03923', 'P17568')"
"('P14618', 'Q92597')"
"('Q6P2C8', 'Q9BTT4')"
"('Q96IF1', 'Q13501')"
"('Q96A65', 'O60645')"
"('Q9Y5S9', 'Q9HAU5')"
"('O43678', 'Q9Y6M9')"
"('Q13233', 'P05141')"
"('Q16891', 'Q99689')"
"('P01106', 'Q9BV20')"
"('Q9Y6Q9', 'P20226')"
"('P52756', 'P04406')"
"('O43921', 'P08581')"
"('P57058', 'P67775')"
"('Q70SY1', 'Q92793')"
"('P04183', 'Q9Y265')"
"('O00221', 'Q92974')"
"('P20042', 'P16104')"
"('P13569', 'Q9UBA6')"
"('Q15714', 'P51668')"
"('Q15788', 'Q9Y6Q9')"
"('P41091', 'O15372')"
"('Q9H7D0', 'Q99832')"
"('Q8N6T3', 'Q9GZQ8')"
"('Q13123', 'Q12873')"
"('Q13490', 'P01375')"
"('Q00597', 'Q9H5J4')"
"('P61981', 'Q9UBF8')"
"('P03923', 'Q9UI09')"
"('P62633', 'P51991')"
"('P42858', 'Q9BVJ6')"
"('Q15654', 'Q8NC51')"
"('P62826', 'O43592')"
"('Q00722', 'Q9UM73')"
"('P18621', 'P62750')"
"('Q96RJ3', 'Q12933')"
"('P48736', 'P23443')"
"('Q13671', 'P51148')"
"('P10276', 'P55075')"
"('P62750', 'P62633')"
"('Q00536', 'P63104')"
"('P68371', 'Q9BQE3')"
"('P41159', 'Q14627')"
"('Q9H1C4', 'Q9HD45')"
"('Q14669', 'Q6VMQ6')"
"('P06730', 'P60842')"
"('O00264', 'O60739')"
"('P62993', 'Q06830')"
"('O75970', 'Q9HB19')"
"('O14531', 'Q16555')"
"('Q9BRQ0', 'O75486')"
"('P49407', 'P32298')"
"('Q9NZL4', 'Q5T3J3')"
"('O14788', 'Q9P2H0')"
"('P56945', 'Q07912')"
"('406982', 'Q4LE39')"
"('P16403', 'Q86U86')"
"('O43264', 'Q9HAW0')"
"('P10145', 'P51685')"
"('P21741', 'P98164')"
"('Q14832', 'P59768')"
"('Q8WTW4', 'P12931')"
"('P51668', 'Q8IUQ4')"
"('Q9Y5P1', 'P38405')"
"('P32121', 'Q8NGK6')"
"('Q99933', 'P11142')"
"('P01106', 'P29401')"
"('P01857', 'Q14773')"
"('O75376', 'P10276')"
"('P13725', 'P13805')"
"('O95757', 'P05787')"
"('O75674', 'Q8IZL8')"
"('Q13526', 'Q9UKT4')"
"('P13612', 'P26006')"
"('Q13247', 'P61981')"
"('P62937', 'Q16849')"
"('O00273', 'Q16611')"
"('P08908', 'Q9HAV0')"
"('O43390', 'Q15428')"
"('Q13402', 'O75445')"
"('P62993', 'Q92934')"
"('P49746', 'P13612')"
"('Q13573', 'Q7L1Q6')"
"('Q13415', 'P20248')"
"('Q15645', 'P07902')"
"('P46776', 'P84098')"
"('Q06547', 'O60241')"
"('Q9P0U4', 'Q93079')"
"('Q9UGN5', 'Q5W0V3')"
"('Q8WZ42', 'Q9NVP2')"
"('P42680', 'Q05209')"
"('Q71U36', 'P63104')"
"('P16104', 'O14929')"
"('Q15759', 'Q12968')"
"('O14543', 'Q9HC73')"
"('Q96HP0', 'Q7L0Q8')"
"('Q9UBY5', 'P63092')"
"('Q9Y333', 'Q96DI7')"
"('P06400', 'Q09028')"
"('P04083', 'Q99832')"
"('Q13148', 'Q13573')"
"('P15336', 'O60934')"
"('Q12933', 'Q13748')"
"('Q92901', 'P30050')"
"('P16144', 'P56945')"
"('P51817', 'Q13224')"
"('P34969', 'O60262')"
"('P23396', 'P62266')"
"('Q7L0Q8', 'P62993')"
"('Q15653', 'O43663')"
"('Q86WV6', 'O95470')"
"('P06753', 'P01116')"
"('P42224', 'Q9Y566')"
"('Q00005', 'P62714')"
"('O15379', 'P62805')"
"('P60660', 'P40337')"
"('406906', 'Q92843')"
"('P06239', 'P32927')"
"('Q15047', 'P08670')"
"('P15056', 'Q16539')"
"('Q9BV79', 'P10276')"
"('O14640', 'Q9NR80')"
"('O96019', 'Q9NXR8')"
"('O15131', 'P36957')"
"('P62837', 'Q969V5')"
"('P62993', 'Q86WV1')"
"('Q15370', 'Q99619')"
"('P15311', 'Q9NZA1')"
"('P60983', 'P16220')"
"('P01106', 'O75643')"
"('P31946', 'O00459')"
"('P08758', 'Q04637')"
"('Q8IYD8', 'Q8NB91')"
"('Q8IZL8', 'Q00653')"
"('P05771', 'Q96B18')"
"('O75508', 'P56746')"
"('Q9H160', 'P68431')"
"('Q9UMX0', 'P55036')"
"('P0CG48', 'Q9UNE7')"
"('Q8WVC0', 'P61218')"
"('Q00653', 'P62333')"
"('P20701', 'P36941')"
"('Q99962', 'P84090')"
"('Q5JSL3', 'P62745')"
"('Q7L266', 'Q13163')"
"('O75529', 'Q9UPT9')"
"('P04156', 'Q9HBG4')"
"('Q8IWV7', 'P58753')"
"('Q15771', 'P41182')"
"('O14920', 'P19525')"
"('O94805', 'Q8NFD5')"
"('Q9NRR5', 'Q14512')"
"('O14497', 'Q68CP9')"
"('P52756', 'Q5T3J3')"
"('Q15323', 'Q96CS7')"
"('Q9ULC4', 'P30480')"
"('O75084', 'Q00722')"
"('O75173', 'P01009')"
"('O15553', 'Q9ULZ3')"
"('Q9NWF9', 'Q5BIV9')"
"('Q92597', 'P13639')"
"('Q14164', 'P47756')"
"('Q01196', 'Q9Y4K3')"
"('P62249', 'P40337')"
"('P62241', 'P42677')"
"('O75448', 'O14788')"
"('O15297', 'Q99459')"
"('P84022', 'Q9H0E3')"
"('P63151', 'P62955')"
"('P68366', 'Q8NDZ2')"
"('P01033', 'P08962')"
"('P04085', 'P10721')"
"('O75365', 'Q92616')"
"('Q96BD8', 'Q8WVK7')"
"('Q92844', 'P54136')"
"('Q86V88', 'Q9BSW7')"
"('Q9BXW4', 'Q15459')"
"('P68104', 'P78527')"
"('Q9BUV8', 'Q9NVI1')"
"('2310', 'P84022')"
"('Q68EM7', 'P08134')"
"('O15047', 'O60814')"
"('P49247', 'Q9GZT8')"
"('P31749', 'P10415')"
"('Q03518', 'Q13158')"
"('P06899', 'P51610')"
"('P31321', 'Q9H4A3')"
"('Q8IYB3', 'P51991')"
"('P55201', 'P33993')"
"('Q8NGE9', 'P38405')"
"('Q8IY31', 'Q9BQD3')"
"('P50750', 'O94992')"
"('Q9Y3C7', 'P22736')"
"('Q14192', 'P54253')"
"('P0CG48', 'O76080')"
"('P29353', 'Q13191')"
"('Q14164', 'P11177')"
"('Q9Y3F4', 'P62316')"
"('Q8NH37', 'P38405')"
"('O95786', 'P05161')"
"('P51679', 'P49407')"
"('Q16658', 'O00141')"
"('Q9GZN1', 'Q7L2H7')"
"('P26373', 'P19174')"
"('Q06124', 'O00459')"
"('P06576', 'P16871')"
"('P09914', 'P35222')"
"('Q9GZY6', 'Q8WV28')"
"('P16220', 'P00813')"
"('P61313', 'P62424')"
"('P17612', 'Q13698')"
"('P62945', 'P26373')"
"('P02458', 'O43405')"
"('Q6VMQ6', 'Q08174')"
"('O43306', 'P22694')"
"('P62854', 'Q15843')"
"('Q14197', 'Q99551')"
"('Q8WUI4', 'P23527')"
"('Q8IWS0', 'Q9NX58')"
"('Q7Z5J4', 'P02766')"
"('Q14247', 'P50570')"
"('P17301', 'P13612')"
"('P62714', 'Q13033')"
"('P61601', 'P60709')"
"('P62877', 'Q9NXK8')"
"('Q9Y2I6', 'O60293')"
"('P55157', 'Q12947')"
"('Q8WYR1', 'Q13393')"
"('A0JLT2', 'P31689')"
"('P57727', 'P68104')"
"('P62330', 'Q92538')"
"('Q71U36', 'Q9NQC7')"
"('P51685', 'P49407')"
"('Q9BRR9', 'P17081')"
"('Q05513', 'O60603')"
"('Q14164', 'Q8WUM4')"
"('P17096', 'P60568')"
"('Q15654', 'Q12906')"
"('P09012', 'Q99717')"
"('P11171', 'Q01081')"
"('P09619', 'Q07890')"
"('P10914', 'Q8IYT8')"
"('Q14683', 'Q29RF7')"
"('Q13315', 'Q969H0')"
"('Q9Y478', 'Q16526')"
"('P14625', 'Q16665')"
"('Q8NH03', 'P38405')"
"('P62191', 'P30480')"
"('P67936', 'P16871')"
"('Q13409', 'Q13748')"
"('P10828', 'P27986')"
"('P18146', 'Q04727')"
"('Q14164', 'P60228')"
"('P83916', 'Q02539')"
"('P35368', 'P02768')"
"('Q14457', 'P15170')"
"('P28482', 'P24941')"
"('Q6P2C8', 'Q9BWU1')"
"('Q9Y4K3', 'P31941')"
"('Q92966', 'O75971')"
"('P35637', 'P61978')"
"('P01566', 'P42701')"
"('P11802', 'P06400')"
