negatives
"('P10909', 'P17028')"
"('P03372', 'P67775')"
"('O43396', 'P25786')"
"('Q9NUJ3', 'P05067')"
"('Q6ZQN5', 'P10253')"
"('Q99853', 'Q9NXE4')"
"('P63162', 'Q07666')"
"('Q12929', 'P62993')"
"('Q9NQ79', 'Q15555')"
"('Q9H492', 'Q9NT62')"
"('O95235', 'P62807')"
"('P63244', 'P17181')"
"('Q9UJY4', 'P61088')"
"('P62701', 'P62913')"
"('P51587', 'Q8N344')"
"('Q8N122', 'Q96S53')"
"('P56182', 'P21673')"
"('Q99661', 'Q5XKE5')"
"('P05423', 'P35548')"
"('Q5VWQ8', 'Q9Y3M2')"
"('O95817', 'P11940')"
"('Q9UKM9', 'O00329')"
"('Q4VC05', 'Q12824')"
"('Q92731', 'O94776')"
"('P01160', 'P17342')"
"('Q08999', 'P17861')"
"('Q9Y547', 'Q9BW83')"
"('P54725', 'Q00987')"
"('Q9NR21', 'Q99750')"
"('Q9HCN4', 'Q15029')"
"('P10415', 'Q86Y07')"
"('P60981', 'O15198')"
"('O43463', 'Q68G74')"
"('P62424', 'P18124')"
"('P17081', 'Q13177')"
"('Q8NHQ1', 'Q9UQR1')"
"('Q8N3C0', 'P46940')"
"('O43463', 'Q9UBC3')"
"('P31751', 'Q12778')"
"('P51668', 'Q9Y675')"
"('P50222', 'Q13895')"
"('P98088', 'P01106')"
"('Q5JR59', 'Q6ZN57')"
"('Q00839', 'P55769')"
"('P13489', 'P25705')"
"('Q9P209', 'Q5TB80')"
"('O75165', 'Q86U38')"
"('Q9P212', 'Q16512')"
"('Q96BR9', 'Q8TBK6')"
"('Q13619', 'Q8TC44')"
"('Q00987', 'P31749')"
"('P14784', 'P04049')"
"('Q96FZ7', 'P40818')"
"('P57775', 'Q15477')"
"('P35232', 'Q9P013')"
"('Q9H9S0', 'Q14697')"
"('Q8NI37', 'P00558')"
"('P43220', 'Q8N697')"
"('P33992', 'P04350')"
"('O00401', 'Q9H4E5')"
"('P62841', 'Q9Y3E5')"
"('Q8NGT1', 'P62873')"
"('O94888', 'P51668')"
"('Q96IX5', 'Q9H2H9')"
"('O00213', 'Q96F07')"
"('Q6ZW49', 'Q96BR9')"
"('Q9UPN4', 'Q96KN7')"
"('P41227', 'Q14203')"
"('Q10570', 'O95793')"
"('P41002', 'Q14493')"
"('Q8WTT2', 'Q9GZR7')"
"('Q86TI2', 'Q8TAT6')"
"('P69905', 'P02768')"
"('O43559', 'P49639')"
"('Q13683', 'O43707')"
"('P21333', 'O14810')"
"('Q5VVX9', 'Q8NEG5')"
"('P29474', 'P0DP25')"
"('Q14999', 'P50990')"
"('Q13469', 'Q16594')"
"('P06493', 'Q9UJ70')"
"('O95292', 'Q9BPY3')"
"('P63104', 'Q92934')"
"('Q96AE4', 'P40121')"
"('P31269', 'P04839')"
"('Q9H0M0', 'Q5JRV8')"
"('Q9Y337', 'Q5SZK8')"
"('Q15717', 'Q9BZ67')"
"('P08138', 'Q9NZS9')"
"('P27361', 'Q16559')"
"('Q9P209', 'Q9BQE3')"
"('P61978', 'P05412')"
"('P56524', 'P16860')"
"('O43251', 'Q9UPV0')"
"('O95714', 'Q13867')"
"('Q93045', 'Q96D09')"
"('Q13126', 'Q96NL6')"
"('O75534', 'P0CB38')"
"('Q96MX3', 'Q02539')"
"('Q8IYX4', 'P34931')"
"('Q7Z698', 'Q99598')"
"('P25705', 'O95718')"
"('P41273', 'O43187')"
"('Q9HC52', 'P35227')"
"('P40763', 'O43439')"
"('P02765', 'P06213')"
"('O60573', 'Q8TCJ0')"
"('P56537', 'P62714')"
"('Q9BTX3', 'O14867')"
"('Q9BUJ2', 'P17661')"
"('Q9HCE7', 'P42224')"
"('P46063', 'P09874')"
"('Q00688', 'P63167')"
"('P49768', 'Q9NZM3')"
"('Q9H257', 'Q6B8I1')"
"('Q6Q0C0', 'Q8N2W9')"
"('Q9HCE1', 'Q9NX70')"
"('P21333', 'P49450')"
"('Q6PD74', 'O75843')"
"('P52701', 'P43246')"
"('Q96LM5', 'P41182')"
"('P18146', 'P63218')"
"('Q8N490', 'Q8NFH4')"
"('Q7Z5Q5', 'Q9BXW9')"
"('O15379', 'Q99879')"
"('P00533', 'Q6YHU6')"
"('P43657', 'O00258')"
"('P41220', 'Q9NZC3')"
"('Q8NCM8', 'A6NHL2')"
"('O60269', 'Q15645')"
"('P17014', 'Q9BWT7')"
"('P38159', 'Q7L2J0')"
"('P48681', 'Q6IN84')"
"('Q08426', 'P04040')"
"('Q9UKW4', 'Q9Y6Q6')"
"('Q8TBC4', 'P61081')"
"('O14757', 'Q9Y3M2')"
"('O15084', 'Q01167')"
"('Q7L0Y3', 'Q13618')"
"('P50616', 'Q13485')"
"('P46459', 'P49407')"
"('Q92522', 'P60520')"
"('O14544', 'Q08334')"
"('O95817', 'Q96BF3')"
"('P09661', 'Q00839')"
"('P78509', 'Q14114')"
"('Q01844', 'P67809')"
"('Q9C0F1', 'Q8IYE0')"
"('P36578', 'Q9BX66')"
"('Q99750', 'Q15583')"
"('Q8NE01', 'Q9ULX6')"
"('Q9Y468', 'P41229')"
"('Q9UQ35', 'Q01081')"
"('P27824', 'Q6DD88')"
"('Q02221', 'Q9Y2R0')"
"('O95714', 'P22413')"
"('Q92784', 'O14497')"
"('Q9HCG8', 'Q9UJV9')"
"('Q8NCP5', 'Q8NB12')"
"('Q8TCJ0', 'P33993')"
"('O75534', 'O00308')"
"('Q8N0X7', 'P10809')"
"('Q9H4L5', 'Q9H0R8')"
"('Q01094', 'Q9UBU9')"
"('Q04917', 'P62136')"
"('Q96KV7', 'Q13618')"
"('O00244', 'P30711')"
"('Q99598', 'Q08378')"
"('Q08043', 'P78358')"
"('Q12959', 'Q2KJY2')"
"('Q99683', 'P27986')"
"('Q9UFD9', 'P56545')"
"('Q13541', 'O43683')"
"('P41235', 'P24468')"
"('P62913', 'P35637')"
"('P27348', 'Q96C86')"
"('P41279', 'P38646')"
"('P63244', 'P06241')"
"('Q4V328', 'Q6NYC8')"
"('P42704', 'P06730')"
"('Q16181', 'P53999')"
"('P43358', 'O43423')"
"('P13612', 'Q06830')"
"('Q6P1S2', 'Q9BQ90')"
"('P0C7H8', 'Q14781')"
"('Q00839', 'Q9NVX0')"
"('O15530', 'P78536')"
"('Q5VT25', 'Q13547')"
"('P29401', 'P13929')"
"('O00560', 'O75828')"
"('O15155', 'Q8N6Y0')"
"('Q8IWL3', 'Q8IY17')"
"('Q99741', 'Q9UJX2')"
"('P11388', 'Q15554')"
"('P60228', 'Q9Y6G9')"
"('Q15434', 'Q5VUD6')"
"('Q5TGY3', 'Q13185')"
"('Q96LR5', 'Q96A37')"
"('P43657', 'P98198')"
"('P04637', 'P24844')"
"('P49736', 'Q16778')"
"('Q9UHA4', 'Q9Y277')"
"('Q9Y242', 'Q8TAP6')"
"('Q96IC2', 'Q86WV1')"
"('Q8N159', 'Q9GZU3')"
"('Q3KNV8', 'P61289')"
"('Q99612', 'P35228')"
"('P11308', 'Q99459')"
"('P49716', 'P20292')"
"('Q96MH2', 'O43597')"
"('P27694', 'Q5UIP0')"
"('Q92522', 'Q6NUN9')"
"('Q9Y383', 'Q15047')"
"('O95833', 'Q5JST6')"
"('P37173', 'Q14689')"
"('P57078', 'Q6IAN0')"
"('Q9NRD5', 'Q96RT1')"
"('P46934', 'O15105')"
"('Q13526', 'P55198')"
"('O00483', 'P18859')"
"('Q13616', 'P49406')"
"('Q9P2N7', 'P08238')"
"('Q3LI66', 'Q9P2R6')"
"('Q9Y2I6', 'P13994')"
"('P19174', 'Q9NX09')"
"('P35268', 'P62851')"
"('Q13751', 'P12532')"
"('P25963', 'P42345')"
"('P07900', 'O95801')"
"('Q07002', 'Q9BWF3')"
"('O00555', 'Q9UHX1')"
"('P62906', 'P32969')"
"('Q7L576', 'Q9BSM1')"
"('Q96GD3', 'Q9UHJ3')"
"('Q9ULV4', 'Q96CW1')"
"('P78527', 'O60583')"
"('Q9Y4E8', 'P25942')"
"('Q9H299', 'Q9Y6I4')"
"('P49759', 'Q92797')"
"('Q08945', 'Q16777')"
"('P06400', 'Q13574')"
"('P84101', 'Q9BQY4')"
"('O75807', 'Q13618')"
"('P06746', 'Q9BPX3')"
"('Q12834', 'Q9NYG5')"
"('Q9BTC8', 'Q14687')"
"('P10599', 'O60739')"
"('Q5W0Q7', 'P12273')"
"('O00303', 'O43808')"
"('P22735', 'Q9BYJ1')"
"('P02751', 'P78527')"
"('O15084', 'O15371')"
"('Q14CS0', 'O75360')"
"('Q9UQL6', 'Q9UKG1')"
"('Q96EV8', 'Q9Y2D4')"
"('P45983', 'P02686')"
"('Q16654', 'Q01094')"
"('P36897', 'O75330')"
"('Q96SW2', 'P62979')"
"('P27361', 'P49675')"
"('P30084', 'P40337')"
"('Q5JTV8', 'Q96IR7')"
"('P04899', 'P35498')"
"('Q13315', 'O14497')"
"('P62917', 'P61513')"
"('Q08345', 'P02452')"
"('O75570', 'Q16740')"
"('Q86V81', 'Q96SB4')"
"('Q96LM6', 'Q93062')"
"('P28908', 'P41182')"
"('Q9P286', 'P31151')"
"('Q13950', 'P36894')"
"('P51571', 'Q13418')"
"('P17252', 'P18848')"
"('O75147', 'Q562R1')"
"('Q14690', 'P22087')"
"('P63104', 'Q06413')"
"('Q14525', 'P29972')"
"('O75419', 'P33992')"
"('Q52LR7', 'Q15014')"
"('Q08117', 'P54646')"
"('Q96AH0', 'P24928')"
"('Q15717', 'Q8NEN9')"
"('P10276', 'Q86X55')"
"('Q01860', 'Q8IWZ8')"
"('Q9BRR9', 'P15153')"
"('Q9UKE5', 'Q14204')"
"('P35908', 'Q6A162')"
"('Q10567', 'Q9NV88')"
"('Q99816', 'P31350')"
"('O75365', 'Q9UNL2')"
"('O95347', 'P50750')"
"('Q9C029', 'Q8TBZ6')"
"('Q9H4G0', 'Q13347')"
"('Q16619', 'P16471')"
"('Q9NRM7', 'Q86SQ0')"
"('Q9BXP5', 'Q01844')"
"('Q0ZGT2', 'P04792')"
"('P0CJ73', 'P25090')"
"('Q01081', 'O00422')"
"('Q9UM73', 'Q00722')"
"('Q9HBH7', 'Q15323')"
"('O75436', 'Q5TDH0')"
"('Q92904', 'Q8TB72')"
"('P01569', 'P16234')"
"('P61981', 'Q9NQG6')"
"('O14757', 'Q9HB96')"
"('Q16659', 'Q15388')"
"('Q9UIG0', 'Q9NRL2')"
"('P27708', 'O14829')"
"('Q96I51', 'Q6IPR1')"
"('Q9HCE1', 'Q96P16')"
"('Q9Y265', 'Q13618')"
"('Q86Y33', 'Q2TAC2')"
"('O95816', 'Q9H967')"
"('Q96EK4', 'Q6P5Z2')"
"('Q14119', 'Q3LI72')"
"('Q92630', 'Q9Y2V2')"
"('O43559', 'Q14525')"
"('Q9Y664', 'Q9NZ56')"
"('P35222', 'P02511')"
"('P10914', 'P17676')"
"('P61218', 'Q92570')"
"('P52756', 'Q92620')"
"('Q7Z6Z7', 'P63104')"
"('Q8N6C5', 'Q13705')"
"('P04626', 'P55795')"
"('Q16666', 'Q07157')"
"('Q15438', 'O60759')"
"('Q8WXH4', 'O75477')"
"('P17612', 'Q8NGL3')"
"('P07942', 'Q13683')"
"('Q13387', 'P23528')"
"('P68133', 'P11441')"
"('P46108', 'P09669')"
"('Q96QZ7', 'O75420')"
"('O14936', 'Q8IYM9')"
"('Q9H063', 'Q96JH7')"
"('P21980', 'P84022')"
"('P61978', 'O95433')"
"('P01106', 'Q9NZW5')"
"('Q9NQ33', 'P05067')"
"('O60502', 'Q9HC52')"
"('Q53EZ4', 'Q8TAB5')"
"('Q15021', 'Q8N960')"
"('Q96EG3', 'Q9Y5A6')"
"('Q92542', 'O75934')"
"('Q5S007', 'Q92997')"
"('P62993', 'P54762')"
"('O15084', 'Q8WVC0')"
"('Q99624', 'O75935')"
"('P04075', 'Q01469')"
"('Q58EX7', 'P43115')"
"('Q9Y3B2', 'P46776')"
"('P18146', 'P48065')"
"('P54646', 'O00418')"
"('P27694', 'Q5TB80')"
"('P55081', 'Q8IXK0')"
"('O95070', 'O75956')"
"('Q8IZW8', 'P14373')"
"('Q9NSC5', 'Q96MY7')"
"('Q92905', 'Q14103')"
"('Q8TCJ0', 'O14668')"
"('Q9H410', 'P58340')"
"('P11217', 'Q96HW7')"
"('Q9BYV2', 'Q86UW9')"
"('P33121', 'P08235')"
"('P49459', 'Q8N531')"
"('P36873', 'P61221')"
"('Q13347', 'P49407')"
"('Q02750', 'Q13322')"
"('P05067', 'Q9ULQ0')"
"('Q01860', 'P46459')"
"('Q00839', 'P61978')"
"('Q8IWZ8', 'Q9BQ15')"
"('P01023', 'P41159')"
"('P12277', 'Q7Z7A1')"
"('Q96GA3', 'Q9C0F1')"
"('P35244', 'O95782')"
"('O75626', 'Q14938')"
"('P06733', 'Q9Y5U4')"
"('P16455', 'P17252')"
"('P10645', 'O60925')"
"('P07900', 'Q12866')"
"('P49721', 'P63208')"
"('Q92608', 'P61586')"
"('Q14929', 'P60371')"
"('P39687', 'P46821')"
"('Q8NHY2', 'P17275')"
"('Q04917', 'Q15843')"
"('O60925', 'O43172')"
"('Q8TAB5', 'Q8N6Y0')"
"('P08559', 'P18206')"
"('Q16659', 'O95816')"
"('P59990', 'Q9BYR7')"
"('Q9H078', 'P57078')"
"('P27348', 'Q9UBF8')"
"('P19174', 'O15360')"
"('Q96KC2', 'Q9Y5M8')"
"('O60504', 'P60006')"
"('Q15637', 'P09012')"
"('Q9NW08', 'O15318')"
"('P25311', 'P60520')"
"('P61968', 'Q5VU43')"
"('O95630', 'P09496')"
"('Q8N1G4', 'P51884')"
"('Q96GE6', 'P15735')"
"('Q15003', 'Q6P2H3')"
"('P61970', 'Q6ICL3')"
"('Q9NX58', 'Q8N7W2')"
"('Q6EMK4', 'O00469')"
"('Q6NUN9', 'O43242')"
"('P52272', 'O60307')"
"('Q15149', 'Q8WZ19')"
"('Q9Y2R0', 'Q9P0S2')"
"('O14958', 'Q9H329')"
"('Q9BSD3', 'Q08379')"
"('Q9H0E2', 'Q5VYS4')"
"('Q9Y585', 'Q9P2W3')"
"('P35226', 'P0C0S8')"
"('P35548', 'Q96K80')"
"('P09211', 'Q6AHZ1')"
"('Q96P31', 'P29350')"
"('Q16787', 'P25054')"
"('P15313', 'Q9UNK0')"
"('Q92804', 'Q92731')"
"('Q13287', 'O75436')"
"('P24928', 'Q9BXP5')"
"('P02647', 'Q15388')"
"('Q9Y6F8', 'O15131')"
"('Q9BV57', 'O95817')"
"('P51617', 'Q15293')"
"('Q9H4B7', 'P30622')"
"('Q9NZM3', 'Q8N3X1')"
"('P34931', 'Q96GG9')"
"('P21145', 'P26715')"
"('P00533', 'Q8NFM7')"
"('Q7L2H7', 'O75478')"
"('P78543', 'Q9UKB1')"
"('P04632', 'P62258')"
"('Q9BV73', 'Q9BQE3')"
"('Q9Y3B7', 'A1L4K1')"
"('Q9UP52', 'P20648')"
"('Q15562', 'Q9HCS4')"
"('Q5JTZ9', 'Q9H0W5')"
"('Q92543', 'P01106')"
"('Q99558', 'P62847')"
"('Q9Y5K5', 'P60842')"
"('Q12904', 'Q504Q3')"
"('Q00587', 'Q9BQ66')"
"('Q7Z2F6', 'Q08AM6')"
"('Q96EA4', 'Q96EB6')"
"('Q9NVC6', 'Q96G25')"
"('Q9H3U5', 'Q9UBU9')"
"('P01106', 'Q92878')"
"('Q96CS3', 'Q9H845')"
"('P62851', 'P62753')"
"('Q0VGL1', 'P37840')"
"('Q96NZ9', 'Q9UHD9')"
"('O00425', 'Q9H0R8')"
"('P60709', 'Q01968')"
"('P51991', 'Q6FIF0')"
"('Q16186', 'P54727')"
"('Q8N344', 'Q14186')"
"('P45954', 'Q06136')"
"('Q05086', 'Q9Y5M8')"
"('Q16718', 'Q9NWV8')"
"('Q9Y2R9', 'P82663')"
"('Q9BSJ6', 'P04637')"
"('Q04206', 'P01574')"
"('P07550', 'P04843')"
"('Q3B820', 'A6NC98')"
"('Q96LB3', 'Q9Y547')"
"('Q5JNZ5', 'Q86VP6')"
"('Q9UJW0', 'Q9BTE1')"
"('P52333', 'P62491')"
"('P62424', 'P25398')"
"('Q86YP4', 'O95983')"
"('Q13191', 'P20138')"
"('P46783', 'P19320')"
"('Q9Y248', 'Q9BTE3')"
"('P05161', 'P22083')"
"('P57078', 'Q13077')"
"('P62081', 'Q15050')"
"('P52756', 'P07910')"
"('P05067', 'Q12829')"
"('Q9BT49', 'Q53T94')"
"('O95373', 'Q8IY92')"
"('P46379', 'P61006')"
"('Q9BT67', 'P00533')"
"('Q5JTW2', 'Q13501')"
"('Q9Y478', 'P04637')"
"('Q15286', 'Q9H0W5')"
"('O95619', 'O96019')"
"('P62993', 'Q96JJ3')"
"('P06400', 'P56962')"
"('P61244', 'Q8N488')"
"('Q96HE9', 'Q9NUL3')"
"('P01106', 'Q96QU8')"
"('O60814', 'Q9UBN7')"
"('O76031', 'Q99496')"
"('Q8NHQ1', 'Q9NR11')"
"('P09467', 'Q9BVH7')"
"('Q96H55', 'P16144')"
"('O43808', 'O00303')"
"('Q9UBS4', 'Q13438')"
"('O95758', 'O43615')"
"('Q92544', 'P29375')"
"('Q9GZP0', 'P14616')"
"('Q9Y3M2', 'Q9P0V3')"
"('Q6NUJ2', 'Q6A162')"
"('Q15029', 'O75934')"
"('P10909', 'Q86TM6')"
"('P58005', 'Q9Y478')"
"('P19320', 'Q9H444')"
"('Q8IYE1', 'A6H8Z2')"
"('Q96FQ7', 'Q15323')"
"('Q15906', 'Q6PJQ5')"
"('P13497', 'O14793')"
"('Q13509', 'P18858')"
"('Q96B97', 'O15357')"
"('Q07020', 'P02751')"
"('Q8TCJ0', 'P35568')"
"('P21333', 'Q01974')"
"('Q96KQ4', 'Q9UKE5')"
"('P40227', 'Q9NVX2')"
"('P22612', 'P35498')"
"('Q9Y3Y2', 'Q9H0W5')"
"('Q03252', 'Q9NX55')"
"('Q71DI3', 'Q15047')"
"('Q3L8U1', 'Q92611')"
"('O75446', 'Q86X95')"
"('P54920', 'Q9H3U1')"
"('P24941', 'P61081')"
"('Q99576', 'Q14790')"
"('Q7L7L0', 'Q16695')"
"('Q13185', 'Q68DK7')"
"('P68366', 'O14498')"
"('Q5MJ10', 'P10074')"
"('Q13554', 'Q8WXS5')"
"('Q9NRY5', 'O60939')"
"('Q9Y478', 'P62899')"
"('Q8N0Y3', 'P38405')"
"('P62917', 'O00541')"
"('Q9BXM7', 'Q9UJA2')"
"('Q9UBT6', 'Q9BWF3')"
"('Q96GQ7', 'Q99496')"
"('Q9BVV2', 'Q3V5L5')"
"('P11233', 'Q8IYI6')"
"('Q14517', 'Q9Y5A7')"
"('P62701', 'P55209')"
"('Q9HBU9', 'Q9Y666')"
"('Q99590', 'Q96RT8')"
"('Q08379', 'Q96MU7')"
"('P78413', 'P10276')"
"('P35580', 'P08047')"
"('P24588', 'Q8N6M0')"
"('P49588', 'O75674')"
"('Q96JN2', 'Q8TD31')"
"('P40938', 'P35251')"
"('P62195', 'P28072')"
"('Q9HCK5', 'P19474')"
"('Q9H0I2', 'Q96A09')"
"('P15924', 'P14923')"
"('O60404', 'Q14847')"
"('P30101', 'P54727')"
"('O75925', 'P12757')"
"('Q8NGJ1', 'P62873')"
"('P19388', 'P32121')"
"('Q8WWW0', 'Q9GZQ8')"
"('P22681', 'Q15303')"
"('Q96DX5', 'Q9Y490')"
"('Q92879', 'P35244')"
"('Q9Y4X5', 'O14933')"
"('P61313', 'P15880')"
"('Q92769', 'Q3KNW1')"
"('Q9HB40', 'Q99426')"
"('Q9BYQ2', 'Q02930')"
"('Q71U36', 'Q92598')"
"('P16144', 'Q99500')"
"('P50222', 'Q99731')"
"('Q9NWV8', 'Q96EL3')"
"('P07947', 'Q9NR12')"
"('P47897', 'O75131')"
"('P22304', 'Q6Y288')"
"('Q9Y5L4', 'P02768')"
"('P03372', 'P62879')"
"('O14757', 'Q9UQ35')"
"('Q9H0W5', 'Q96N67')"
"('A6NK59', 'Q15370')"
"('P15498', 'P61586')"
"('P62424', 'P11308')"
"('Q9P281', 'O94985')"
"('Q8IVT5', 'P40222')"
"('Q01094', 'O96020')"
"('P22681', 'Q02556')"
"('P15884', 'P50151')"
"('P61201', 'P78395')"
"('Q8N3V7', 'P09493')"
"('P22612', 'Q15612')"
"('Q6NT76', 'P08579')"
"('Q99607', 'P06748')"
"('Q13569', 'P04637')"
"('P19022', 'Q9BTC8')"
"('Q92506', 'Q9UH03')"
"('Q99816', 'Q96IF1')"
"('Q969G3', 'Q8N0S2')"
"('P30153', 'Q9GZV5')"
"('P14174', 'O75340')"
"('Q14CX5', 'P29992')"
"('P04844', 'Q9Y679')"
"('P63104', 'P10398')"
"('Q9C029', 'P62837')"
"('Q8ND90', 'Q9BY77')"
"('O75716', 'P27918')"
"('P31948', 'P02751')"
"('Q16643', 'P03372')"
"('Q8NE22', 'P16220')"
"('Q9GZR7', 'Q8TDN6')"
"('Q9GZQ8', 'P34932')"
"('Q5T3I0', 'Q96HE9')"
"('Q6NUN9', 'P53621')"
"('P00533', 'P62701')"
"('Q13191', 'O43639')"
"('Q53HL2', 'O75147')"
"('Q9BYC8', 'Q9NQ50')"
"('P62906', 'Q15843')"
"('P84022', 'Q9H3D4')"
"('P08865', 'P38398')"
"('P35228', 'Q16637')"
"('Q9Y2D8', 'P25791')"
"('P21796', 'P49675')"
"('P15880', 'Q9BTT0')"
"('Q13616', 'P20248')"
"('O95167', 'O75251')"
"('P62993', 'P09493')"
"('O76014', 'Q13526')"
"('Q14416', 'P50150')"
"('P09651', 'Q9NP92')"
"('Q6IQ23', 'P38606')"
"('Q13555', 'Q13936')"
"('P67775', 'P28472')"
"('Q9P2S5', 'Q7L5D6')"
"('Q9NR09', 'P18206')"
"('Q12830', 'Q71DI3')"
"('Q99442', 'Q86VR2')"
"('P03923', 'Q9NX14')"
"('P20020', 'O14756')"
"('P06454', 'P25786')"
"('Q9BTC8', 'Q9Y2W1')"
"('Q9H0C8', 'Q15118')"
"('Q15653', 'P52272')"
"('P11473', 'Q9Y5X4')"
"('Q9H1K1', 'Q6A162')"
"('P37802', 'P26368')"
"('Q8WZ79', 'P34059')"
"('P07864', 'O60885')"
"('Q15018', 'O60271')"
"('P49327', 'Q99615')"
"('P83731', 'P83881')"
"('P43628', 'Q29963')"
"('P49454', 'P43034')"
"('O14980', 'P31153')"
"('Q9NZM3', 'Q13464')"
"('Q86YD7', 'P40425')"
"('Q7Z406', 'Q14676')"
"('Q9H2F5', 'Q13315')"
"('Q8WTU0', 'Q96K76')"
"('P78371', 'Q9NPJ1')"
"('Q9Y2W1', 'Q9UKB1')"
"('Q8TBB0', 'O75031')"
"('P27824', 'O94966')"
"('Q8IXW5', 'Q9H6T3')"
"('Q13087', 'P37231')"
"('Q9UBK2', 'P11474')"
"('O75015', 'Q8IYS5')"
"('Q9UN37', 'Q5S007')"
"('Q8WWC4', 'Q9BVV7')"
"('O15511', 'Q16643')"
"('Q31612', 'P43627')"
"('Q00839', 'P27694')"
"('Q8WV44', 'Q9Y577')"
"('Q96FN4', 'P38936')"
"('P06733', 'Q92966')"
"('Q5HYK3', 'Q9UBN1')"
"('Q00987', 'P28072')"
"('Q9Y3M2', 'Q9BZ23')"
"('Q92905', 'Q9UNS2')"
"('Q96QT6', 'Q9UBU8')"
"('O60573', 'P21359')"
"('Q9BZQ8', 'Q9H0W5')"
"('Q5T752', 'P49639')"
"('P41970', 'Q02446')"
"('P60411', 'P49639')"
"('P51813', 'Q13490')"
"('Q9BTV5', 'Q96M27')"
"('Q00526', 'Q13188')"
"('Q12905', 'Q969G5')"
"('Q9H0M0', 'P36897')"
"('P42574', 'O76075')"
"('Q53HC0', 'P48556')"
"('Q9NP92', 'Q02878')"
"('O14531', 'Q99962')"
"('O96017', 'P30307')"
"('P67870', 'P08572')"
"('Q86XL3', 'Q9Y2M0')"
"('Q96NJ5', 'P11802')"
"('Q8TCJ0', 'Q09472')"
"('Q71U36', 'Q6XZF7')"
"('Q96RP9', 'Q9Y2R9')"
"('O15516', 'P36873')"
"('O00444', 'Q96A09')"
"('P51693', 'Q16637')"
"('Q9Y5Y2', 'P67775')"
"('Q16891', 'Q9P0L0')"
"('Q02878', 'P46782')"
"('Q5H9J7', 'Q15014')"
"('Q7Z624', 'P07900')"
"('Q04206', 'Q9NYL4')"
"('P02751', 'P42229')"
"('Q93034', 'Q92905')"
"('P01889', 'Q8N109')"
"('Q9UPT9', 'P29016')"
"('Q15788', 'Q92731')"
"('P39210', 'Q9Y6M9')"
"('P03950', 'P60484')"
"('Q5C9Z4', 'P15880')"
"('P30153', 'Q5TA45')"
"('P54762', 'Q8N5V2')"
"('P46777', 'P42677')"
"('P49736', 'P08708')"
"('P02787', 'P27824')"
"('P11021', 'P30040')"
"('Q03519', 'P28062')"
"('P35244', 'Q8NG08')"
"('P41221', 'P50750')"
"('Q969G3', 'P38936')"
"('Q9NPJ3', 'Q15084')"
"('Q15717', 'Q9UBI9')"
"('P0DP23', 'Q15653')"
"('Q96HR9', 'Q9NZS2')"
"('P21741', 'Q14112')"
"('P35227', 'P02545')"
"('P35998', 'P04843')"
"('Q9NV70', 'Q3V6T2')"
"('Q8WTQ7', 'P51679')"
"('Q9Y5N6', 'P12956')"
"('Q96P16', 'Q9UBU9')"
"('P30291', 'Q9ULD4')"
"('P63000', 'P53365')"
"('Q8TF42', 'P10636')"
"('O43242', 'Q9P1U1')"
"('P12956', 'P49715')"
"('Q92574', 'P07196')"
"('P61513', 'P47914')"
"('Q92844', 'Q9Y4K4')"
"('O75182', 'Q08999')"
"('Q92769', 'Q12873')"
