negatives
"('P23193', 'Q8WVC0')"
"('Q969H0', 'Q9Y6Q9')"
"('Q9NQB0', 'Q02363')"
"('P49023', 'Q12913')"
"('Q13094', 'P16333')"
"('O43390', 'Q01081')"
"('P28749', 'P24864')"
"('P22694', 'P62158')"
"('O43543', 'Q06609')"
"('Q9UKG9', 'P11142')"
"('O15530', 'P51812')"
"('P51512', 'P08123')"
"('P62987', 'P84098')"
"('Q07890', 'P12830')"
"('O00571', 'Q9Y572')"
"('Q9Y6K9', 'P62263')"
"('Q9UKM9', 'Q07666')"
"('O75940', 'Q8N8D1')"
"('Q93008', 'P01106')"
"('P55273', 'P24385')"
"('O60739', 'P59998')"
"('Q9BWU1', 'Q9P086')"
"('P62310', 'Q9UK45')"
"('Q70Z53', 'Q96NB3')"
"('Q9Y618', 'P54253')"
"('P62191', 'Q15834')"
"('P01243', 'P35998')"
"('Q07890', 'P27361')"
"('P12757', 'Q8N3C0')"
"('P13747', 'P26715')"
"('P49674', 'P04637')"
"('O75506', 'Q9BSB4')"
"('O43464', 'Q13490')"
"('Q9UJX2', 'P06400')"
"('P35442', 'P13612')"
"('Q13573', 'O75821')"
"('P63220', 'P11171')"
"('O94906', 'P55769')"
"('O00231', 'Q13573')"
"('P62140', 'O15169')"
"('O60784', 'Q9H0E2')"
"('P11171', 'P22061')"
"('P05231', 'Q969J5')"
"('P05771', 'Q8IV61')"
"('Q9UIF7', 'P52701')"
"('Q02543', 'P30050')"
"('O75150', 'Q9BU64')"
"('Q9HAU4', 'O75369')"
"('O43809', 'Q05048')"
"('P59768', 'Q99677')"
"('Q9ULH1', 'P16333')"
"('P54253', 'P22736')"
"('Q05655', 'P04049')"
"('Q13554', 'Q07699')"
"('P63261', 'Q01201')"
"('P02766', 'Q15109')"
"('P42345', 'Q9BPX7')"
"('O15169', 'P36897')"
"('P04899', 'P62879')"
"('P00746', 'P02768')"
"('P55072', 'P38398')"
"('Q9UQ80', 'Q9UM73')"
"('Q9NZS9', 'Q5VVX9')"
"('Q9NXU5', 'O60512')"
"('P50914', 'Q9UNX3')"
"('Q9UIS9', 'Q99717')"
"('O75800', 'Q86UW7')"
"('Q9HCE7', 'Q96AE7')"
"('Q13191', 'P16333')"
"('P42224', 'Q6NXR0')"
"('Q8N163', 'Q04206')"
"('Q9P2D1', 'Q92925')"
"('Q3SXM5', 'Q00169')"
"('P32780', 'P51946')"
"('P56192', 'Q9BUJ2')"
"('Q00722', 'P46734')"
"('P38398', 'P00519')"
"('Q9UBU3', 'P28566')"
"('P62140', 'P42771')"
"('Q9H8T0', 'Q96ED9')"
"('Q16254', 'Q14207')"
"('Q9Y4K3', 'P07910')"
"('P24864', 'P38398')"
"('P08047', 'Q9ULW8')"
"('P29400', 'P56199')"
"('P35626', 'O95222')"
"('P12004', 'P28340')"
"('P55854', 'P05187')"
"('Q9UIS9', 'O15198')"
"('Q9H257', 'Q9UDY8')"
"('Q8WWF5', 'O75800')"
"('Q8IU54', 'Q969J5')"
"('Q9NZV5', 'P62993')"
"('P09038', 'P08069')"
"('Q08881', 'P15498')"
"('P14923', 'Q7Z6J6')"
"('Q15648', 'P10276')"
"('Q9UBD5', 'P33992')"
"('Q08881', 'O43561')"
"('P18077', 'P05388')"
"('O75436', 'Q96QK1')"
"('P13385', 'P03950')"
"('Q15759', 'P99999')"
"('Q96BY2', 'Q9NRR5')"
"('Q9UMS4', 'Q15428')"
"('Q9Y478', 'Q8NDZ4')"
"('P61966', 'P61026')"
"('O14746', 'Q9Y265')"
"('Q9H2X0', 'P12643')"
"('Q9ULZ3', 'O14862')"
"('Q9Y265', 'Q14164')"
"('P22694', 'P19429')"
"('P55316', 'Q12778')"
"('Q9H1R3', 'Q12933')"
"('Q5UIP0', 'P45973')"
"('P26639', 'Q9Y4K3')"
"('P10276', 'P48443')"
"('O43187', 'O15455')"
"('Q9Y2U5', 'P31947')"
"('O95782', 'Q04695')"
"('Q01105', 'P40337')"
"('P14866', 'P52597')"
"('Q15303', 'Q9Y371')"
"('P35241', 'O14745')"
"('O14920', 'P07900')"
"('O95644', 'P14921')"
"('Q93009', 'Q9HAW4')"
"('P62191', 'P62195')"
"('Q9Y243', 'P14672')"
"('P30101', 'Q8N8Z6')"
"('Q99879', 'Q96QV6')"
"('Q15139', 'P12931')"
"('P35626', 'Q5JRS4')"
"('A0JLT2', 'Q13148')"
"('P67870', 'Q8IV63')"
"('Q7L5N1', 'Q9Y239')"
"('O43920', 'Q9Y375')"
"('Q99547', 'O95453')"
"('P60709', 'P11055')"
"('Q15628', 'Q9NR12')"
"('P83881', 'P61353')"
"('Q9UJ70', 'Q8N205')"
"('O95182', 'P03923')"
"('Q9H9J2', 'Q8IY92')"
"('P01106', 'P49281')"
"('Q99459', 'Q9UJV9')"
"('P78352', 'P22459')"
"('P63279', 'P56537')"
"('Q13315', 'Q99504')"
"('Q9C086', 'Q6PI98')"
"('Q13573', 'Q01082')"
"('O15304', 'O43318')"
"('O15162', 'P03973')"
"('Q9P2H0', 'P78417')"
"('Q16594', 'Q13573')"
"('Q8WUF5', 'O15350')"
"('Q00653', 'Q04864')"
"('P46199', 'Q14197')"
"('P25398', 'P62244')"
"('P41271', 'P46379')"
"('P06239', 'P28827')"
"('Q9H063', 'O43504')"
"('Q9Y3C7', 'P11161')"
"('Q13422', 'P63279')"
"('Q96DB2', 'Q99877')"
"('P17947', 'P10242')"
"('Q9H4A3', 'Q92905')"
"('Q00653', 'P61247')"
"('P35626', 'O95007')"
"('Q9UGJ0', 'P36956')"
"('O00401', 'Q9BY11')"
"('Q15811', 'Q9BYC9')"
"('P62805', 'O75164')"
"('Q969V3', 'O00422')"
"('Q13315', 'Q15020')"
"('P50150', 'P27361')"
"('P46777', 'P50914')"
"('P05388', 'P50914')"
"('O60880', 'Q13291')"
"('P40933', 'P16871')"
"('Q8N111', 'Q9NRR5')"
"('P46531', 'Q06710')"
"('P21246', 'Q13332')"
"('O43318', 'P04350')"
"('P60953', 'Q96L34')"
"('P55010', 'O15372')"
"('P51812', 'Q13393')"
"('Q9BQ66', 'Q8IYI8')"
"('Q9NRC8', 'Q9Y5V3')"
"('P00533', 'P27986')"
"('Q13625', 'Q04206')"
"('P62266', 'P62249')"
"('P22681', 'Q8IU57')"
"('Q9H5V8', 'Q05655')"
"('P61077', 'Q96FW1')"
"('Q9HAU5', 'Q9UL03')"
"('Q01844', 'Q92793')"
"('P08151', 'P30279')"
"('O95872', 'Q9NQ84')"
"('Q96DF8', 'Q9Y6D9')"
"('Q9BSL1', 'Q13576')"
"('Q9H1Y0', 'P00505')"
"('P78362', 'P31946')"
"('Q15118', 'P11177')"
"('Q8TF42', 'P43405')"
"('P63267', 'P60660')"
"('Q9NPD8', 'Q9NX47')"
"('P62879', 'P48051')"
"('P62330', 'P30480')"
"('P14618', 'P10398')"
"('P49711', 'Q9BQS6')"
"('Q99832', 'P50570')"
"('P78314', 'Q9UJU6')"
"('O14561', 'O95167')"
"('Q99816', 'P46940')"
"('O43677', 'Q9P0J0')"
"('Q14011', 'Q9Y490')"
"('Q13094', 'P07948')"
"('Q9Y243', 'Q86XI6')"
"('P05156', 'P01024')"
"('P00519', 'Q96AC6')"
"('Q9H840', 'Q8WXD5')"
"('P16333', 'Q13444')"
"('P08107', 'O95817')"
"('Q9NWX5', 'Q9UBF6')"
"('P35222', 'Q15233')"
"('P45973', 'P07437')"
"('Q13547', 'O94776')"
"('P33076', 'Q96KQ7')"
"('O43292', 'Q92643')"
"('Q53QZ3', 'P62745')"
"('Q9NR30', 'P09958')"
"('Q93097', 'O75084')"
"('Q16512', 'P46527')"
"('Q9H4D5', 'P52948')"
"('Q13185', 'P63165')"
"('P62993', 'P51816')"
"('Q92997', 'Q8TBE0')"
"('Q9HAT8', 'O43318')"
"('Q8NF50', 'Q07889')"
"('Q96B02', 'Q9H6Y7')"
"('P26599', 'Q00839')"
"('O75643', 'P58753')"
"('Q9Y5B0', 'Q9BQA1')"
"('P51825', 'Q03111')"
"('Q15796', 'O15230')"
"('P01106', 'Q9UQ84')"
"('P00519', 'Q9NZQ3')"
"('P54259', 'P61204')"
"('Q9P2A4', 'Q9C0F1')"
"('Q8TDH9', 'Q6QNY1')"
"('Q99459', 'O43823')"
"('Q8N392', 'P60953')"
"('Q13950', 'P40763')"
"('P10275', 'Q8NF64')"
"('O14920', 'Q9BVA1')"
"('O96020', 'Q9UBD5')"
"('Q12933', 'O14836')"
"('P26368', 'Q14103')"
"('P12757', 'Q96C36')"
"('P39656', 'Q9Y2Q3')"
"('P04435', 'P04234')"
"('P12931', 'P31995')"
"('Q14185', 'Q9H2G2')"
"('Q9Y618', 'P25963')"
"('Q92597', 'P08473')"
"('Q9NRG4', 'Q8IZT6')"
"('O95831', 'P30480')"
"('Q8NH48', 'P38405')"
"('P02452', 'P26010')"
"('P30291', 'P53350')"
"('Q9UBS5', 'P62993')"
"('P55345', 'P06401')"
"('Q9Y5K5', 'P49720')"
"('P68400', 'P09038')"
"('Q15366', 'Q10570')"
"('P35080', 'P63267')"
"('Q9Y2X7', 'P25098')"
"('O00151', 'Q16659')"
"('Q96CW9', 'Q01844')"
"('Q99426', 'Q93009')"
"('Q9P2G9', 'O14733')"
"('Q15796', 'Q9NWK9')"
"('Q9Y5I7', 'Q07157')"
"('Q6IBS0', 'P52565')"
"('Q9UNM6', 'O43242')"
"('Q5UIP0', 'Q13352')"
"('P0C1H6', 'Q93077')"
"('P04637', 'Q9UI32')"
"('P56945', 'O15259')"
"('P62837', 'P62979')"
"('O15552', 'P63096')"
"('P01236', 'Q14627')"
"('Q7L0Q8', 'Q13177')"
"('P06493', 'P33552')"
"('Q99683', 'P53778')"
"('P14136', 'Q9NR12')"
"('P98171', 'P63000')"
"('PB_10', 'P23458')"
"('P30968', 'P50148')"
"('Q16531', 'Q9Y6J9')"
"('P04637', 'P42224')"
"('P28562', 'Q13309')"
"('Q15788', 'Q9BTK6')"
"('P50613', 'Q9BWU1')"
"('Q13616', 'P04217')"
"('Q9Y5X1', 'Q9P0L1')"
"('O75478', 'O75529')"
"('Q99523', 'P14672')"
"('P04629', 'Q9ULH0')"
"('Q9H0E2', 'Q9NVW2')"
"('P18124', 'P35268')"
"('O15160', '100008589')"
"('P10242', 'P02452')"
"('O15519', 'Q9UER7')"
"('P55157', 'Q9H0X9')"
"('P67870', 'P61956')"
"('P60228', 'Q9HAU4')"
"('Q00005', 'P62888')"
"('Q9Y5Q3', 'P49716')"
"('Q16619', 'P32927')"
"('Q15796', 'P30626')"
"('P13501', 'P15336')"
"('Q9Y4I1', 'P01106')"
"('P67812', 'P62330')"
"('Q07157', 'O95832')"
"('Q15075', 'Q9Y2X7')"
"('Q8N3U4', 'O95072')"
"('Q07820', 'Q07812')"
"('Q96EB6', 'P16403')"
"('Q9H6U8', 'P16104')"
"('Q9NRI5', 'Q9Y496')"
"('Q49AN0', 'P56645')"
"('P63279', 'O00257')"
"('P33076', 'P15923')"
"('P52294', 'P52630')"
"('Q13617', 'Q16665')"
"('P01889', 'P30504')"
"('P10767', 'P22455')"
"('Q9H173', 'Q14204')"
"('Q96S96', 'P31749')"
"('Q04724', 'P24522')"
"('Q01860', 'Q9UJU5')"
"('P51965', 'Q9ULK6')"
"('P01100', 'P35228')"
"('P63098', 'P10415')"
"('Q9Y6X6', 'P58400')"
"('P56524', 'Q93077')"
"('Q13952', 'P12107')"
"('Q13464', 'P19838')"
"('Q96EK4', 'Q15365')"
"('P18615', 'O75376')"
"('Q07021', 'P05386')"
"('P02452', 'P07237')"
"('P12268', 'P31749')"
"('O14776', 'P62993')"
"('Q9Y572', 'Q9Y230')"
"('P63010', 'Q13191')"
"('P38936', 'P05452')"
"('O94885', 'P12757')"
"('Q13535', 'P49321')"
"('Q8NGS0', 'P38405')"
"('P00533', 'O60674')"
"('Q9Y5N6', 'Q9UJX2')"
"('O15350', 'P54278')"
"('P58107', 'Q9H173')"
"('Q99759', 'P04899')"
"('P58012', 'P11511')"
"('P02458', 'P18827')"
"('P51965', 'Q8N5U6')"
"('Q8IVH8', 'P16333')"
"('P16104', 'P11388')"
"('P63104', 'Q9UKX2')"
"('Q9H7D0', 'P78371')"
"('Q13555', 'Q13370')"
"('O00264', 'Q13177')"
"('Q07817', 'Q9H6X2')"
"('P40305', 'Q00978')"
"('Q00005', 'Q9Y580')"
"('P25054', 'O15020')"
"('Q969H0', 'Q9UBK2')"
"('Q13243', 'Q07955')"
"('P51531', 'Q12824')"
"('Q8TAQ2', 'P62993')"
"('P15170', 'Q92900')"
"('P05387', 'Q00005')"
"('P56134', 'Q9NVJ2')"
"('O75159', 'Q969J5')"
"('P15407', 'P23025')"
"('Q5M7Z0', 'Q5VVX9')"
"('Q14194', 'P12931')"
"('Q969D9', 'Q13651')"
"('Q16778', 'Q9UKV0')"
"('Q08945', 'Q01780')"
"('Q14644', 'P20333')"
"('P11171', 'Q99623')"
"('P40189', 'P40763')"
"('P17252', 'P35568')"
"('O96013', 'P46734')"
"('Q07666', 'P26368')"
"('Q13200', 'O75832')"
"('P0C5Y9', 'Q96DB2')"
"('Q15291', 'Q9Y5Z7')"
"('Q92569', 'Q06323')"
"('Q68CZ2', 'P04626')"
"('Q9NVV9', 'P51116')"
"('P12757', 'P07951')"
"('P25685', 'Q14289')"
"('O43294', 'P31431')"
"('P14625', 'P11142')"
"('Q9UBI6', 'P45983')"
"('Q9BVC4', 'Q14318')"
"('Q9H0K1', 'Q00005')"
"('P62879', 'P63092')"
"('P26373', 'P04183')"
"('O95239', 'O43663')"
"('O95819', 'P38646')"
"('Q92879', 'Q9BX46')"
"('Q96MF7', 'Q8IY18')"
"('Q9NX70', 'P52434')"
"('Q92752', 'P05106')"
"('Q9Y2J2', 'Q8IY92')"
"('Q01113', 'Q92993')"
"('Q13188', 'Q9GZQ8')"
"('Q969H0', 'Q15041')"
"('P19784', 'P25963')"
"('P62195', 'Q15008')"
"('O15169', 'P20823')"
"('P05062', 'Q13621')"
"('Q9Y3I0', 'P63104')"
"('Q15714', 'Q14156')"
"('O75474', 'P49841')"
"('Q92997', 'Q53G59')"
"('Q9Y297', 'P19438')"
"('P10451', 'P56199')"
"('Q92793', 'Q07666')"
"('P61201', 'P55789')"
"('O95400', 'P23246')"
"('Q00987', 'P29590')"
"('Q15788', 'Q14994')"
"('P12956', 'Q15011')"
"('P51681', 'P25445')"
"('Q15797', 'Q9Y466')"
"('P24863', 'Q15648')"
"('P62070', 'P48736')"
"('P63165', 'Q9P0U3')"
"('Q7Z794', 'O60285')"
"('P27361', 'O43623')"
"('Q8TEY7', 'P56537')"
"('P51817', 'Q14571')"
"('Q05639', 'Q04206')"
"('Q9GZT6', 'O43261')"
"('O60783', 'Q9NY93')"
"('O75400', 'Q9UKY1')"
"('P43686', '343477')"
"('P25791', 'Q15038')"
"('Q14653', 'P01567')"
"('Q86V81', 'Q14103')"
"('Q9P2I0', 'P36873')"
"('P43628', 'P04222')"
"('Q9BU76', 'Q15287')"
"('P13727', 'P15976')"
"('Q96ST3', 'Q9Y6D9')"
"('O43889', 'P51681')"
"('P46937', 'Q15561')"
"('P40189', 'P62993')"
"('Q13501', 'Q16543')"
"('Q5QNW6', 'P0C5Y9')"
"('P13796', 'P28676')"
"('P61586', 'P49023')"
"('Q92614', 'Q5VT25')"
"('P47736', 'P35080')"
"('Q96LZ3', 'P62158')"
"('Q9NY93', 'P46781')"
"('Q9UBC3', 'Q15672')"
"('Q9HCP0', 'P08151')"
"('Q14653', 'P10145')"
"('Q14566', 'Q12905')"
"('Q9H2X0', 'P12644')"
"('O43915', 'P07333')"
"('Q8WVF5', 'P51116')"
"('P05783', 'P63010')"
"('A4D0S4', 'Q13797')"
"('Q96PG8', 'Q07817')"
"('Q12972', 'Q15047')"
"('O95467', 'P50150')"
"('Q9UN37', 'Q9BY43')"
"('Q9NRA1', 'P16234')"
"('Q96RT8', 'Q9NY65')"
"('Q8TDG2', 'Q9ULL4')"
"('Q15797', 'O00231')"
"('P22090', 'P15880')"
"('P10145', 'P41597')"
"('P61956', 'Q9P2R6')"
"('O95704', 'Q06481')"
"('O15258', 'Q99963')"
"('Q7L0Q8', 'O43639')"
"('P31749', 'P15336')"
"('P19838', 'P19320')"
"('Q06609', 'Q86YC2')"
"('Q9UHX1', 'Q9UHR5')"
"('Q9HC24', 'P51571')"
"('P24539', 'Q14197')"
"('P49662', 'Q969L4')"
"('P36873', 'P10415')"
"('Q9GZU2', 'Q93009')"
"('P53675', 'Q9NZN4')"
"('P11532', 'P63261')"
"('P08253', 'Q99075')"
"('Q9BZR8', 'P18146')"
"('Q8WTS6', 'P26358')"
"('Q96LR5', 'Q6ZNA4')"
"('P07948', 'P15941')"
"('Q99459', 'Q9H9A5')"
"('P11177', 'P37235')"
"('Q03405', 'P51681')"
"('P83731', 'P62888')"
"('P03372', 'O15111')"
"('P68366', 'P62993')"
"('O43791', 'O60496')"
"('Q9Y4K3', 'Q9UKD2')"
"('Q8TDB6', 'Q712K3')"
"('P49023', 'P27658')"
"('Q6PJ69', 'Q9H832')"
"('Q92922', 'Q8NFD5')"
"('Q6ZUT1', 'P16220')"
"('P62875', 'O15514')"
"('O95049', 'P56746')"
"('Q5SW96', 'P05549')"
"('O43921', 'P29317')"
"('Q9UBC5', 'P62993')"
"('P55157', 'Q86SG6')"
"('Q9NVC6', 'Q9BTT4')"
"('Q96CW1', 'Q13435')"
"('Q9HC52', 'Q9BSM1')"
"('Q5VST9', 'O60641')"
"('P22694', 'P36507')"
"('P50570', 'P00519')"
"('Q07020', 'Q9UKV8')"
"('Q9UBC3', 'Q9NX76')"
"('Q12884', 'P01286')"
"('Q9P1U0', 'Q5VTD9')"
"('Q9NYY1', 'Q08334')"
"('P16333', 'P21917')"
"('Q09472', 'Q9UBG7')"
"('P46934', 'P35968')"
"('Q9UHX1', 'P51991')"
"('P57739', 'O14493')"
"('Q15311', 'O94973')"
"('P98175', 'Q9UKA9')"
"('P36894', 'P27361')"
"('P56945', 'P50281')"
"('Q13564', 'Q8TBC4')"
"('P27986', 'PB_10')"
"('Q9HC24', 'Q9P035')"
"('P22626', 'Q13573')"
"('Q04206', 'Q14116')"
"('Q08945', 'Q6DRA6')"
"('P07910', 'P52597')"
"('P62879', 'P04899')"
"('P63173', 'P18621')"
"('P55072', 'O75674')"
"('P56524', 'P33778')"
"('P68400', 'Q16236')"
"('P98164', 'O60331')"
"('P46109', 'Q14511')"
"('P63000', 'P42338')"
"('Q9H293', 'Q9NRM6')"
"('P53350', 'Q13885')"
"('Q8N1F7', 'Q9Y2Q3')"
"('Q96N67', 'O00212')"
"('Q13620', 'Q86VZ2')"
"('P05067', 'Q53HV7')"
"('P62136', 'O75864')"
"('Q9Y6D9', 'Q96ST3')"
"('P01040', 'P07858')"
"('P14635', 'Q86WB0')"
"('P62993', 'Q92918')"
"('P19878', 'P10914')"
"('P51817', 'P54709')"
"('Q9H2W6', 'Q14197')"
"('P54257', 'Q9BQD7')"
"('Q9NZQ3', 'O75909')"
"('P62269', 'P60709')"
"('P23458', 'Q15464')"
"('Q8WVN8', 'P98170')"
"('P39023', 'P61927')"
"('Q9GZT6', 'Q16637')"
"('Q16082', 'Q9Y3C7')"
"('O60925', 'O95936')"
"('P22612', 'P51828')"
"('P10644', 'P82279')"
"('Q16539', 'O75030')"
"('P20916', 'P02686')"
"('Q13158', 'P51617')"
"('Q9UL45', 'O95295')"
"('Q15633', 'P19525')"
"('P60568', 'Q9UKT9')"
"('Q12905', 'P13010')"
"('Q96D71', 'P46108')"
"('P32121', 'Q96R67')"
"('O94973', 'P53675')"
"('P41182', 'Q9HBZ2')"
"('O60216', 'Q13573')"
"('Q13123', 'Q12873')"
"('Q9BZR9', 'P62837')"
"('Q01658', 'P78537')"
"('O14737', 'O60739')"
"('Q13535', 'Q92575')"
"('Q92905', 'P01106')"
"('P49715', '407008')"
"('Q16665', 'P68400')"
"('P35408', 'O95467')"
"('P05412', 'P37173')"
"('P35998', 'P01106')"
"('Q9Y3A3', 'Q96KS0')"
"('P08238', 'P61247')"
"('P05026', 'O00168')"
"('P40337', 'P61081')"
"('P42771', 'Q7L590')"
"('P49703', 'Q8IWV7')"
"('O43157', 'P60763')"
"('Q9HAU5', 'O95057')"
"('Q9H2G2', 'Q9UBN7')"
"('P04406', 'Q6DN03')"
"('P12830', 'P10809')"
"('P42224', 'P05161')"
"('Q92876', 'Q9HBG4')"
"('Q13813', 'P62993')"
"('Q8WTS6', 'O43524')"
"('Q9BQD7', 'P04637')"
"('Q9P258', 'P62330')"
"('Q16659', 'P01106')"
"('P56693', 'P16234')"
"('O96020', 'Q8NHZ8')"
"('Q92797', 'Q9P2I0')"
"('P17980', 'Q7L5Y9')"
"('P19438', 'Q96AG4')"
"('Q99877', 'P0C0S5')"
"('P31947', 'Q99959')"
"('O14933', 'Q9UII4')"
"('P03915', 'Q9Y6M9')"
"('Q15599', 'P23508')"
"('Q7Z4W1', 'Q9Y2Q3')"
"('Q9GZT8', 'Q96GX9')"
"('P62158', 'P63104')"
"('Q16828', 'Q99750')"
"('P14618', 'O95897')"
"('Q96A08', 'O15047')"
"('Q9NR55', 'P17544')"
"('P63104', 'P48730')"
"('O75937', 'P22626')"
"('O15392', 'Q13489')"
"('Q9BPZ7', 'Q92574')"
"('Q14680', 'Q99459')"
"('O95373', 'P62993')"
"('Q5JSH3', 'P55735')"
"('O60701', 'Q9Y6K8')"
"('P36873', 'O15399')"
"('Q9GZN1', 'P31153')"
"('P81605', 'O75771')"
"('O75928', 'Q13426')"
"('O14744', 'P08621')"
"('P09619', 'Q9BQ66')"
"('P04626', 'O60716')"
"('Q9UKS6', 'Q9BQ67')"
"('Q9Y2G2', 'P57730')"
"('O00212', 'Q15796')"
"('Q8IYF3', 'Q5JVL4')"
"('Q15797', 'Q14511')"
"('P51948', 'P14859')"
"('Q9Y230', 'Q9NYJ8')"
"('P36873', 'Q8WXS5')"
"('Q01844', 'Q96D59')"
"('Q16620', 'Q13009')"
"('P59768', 'O43306')"
"('Q93077', 'Q93079')"
"('P06753', 'P23467')"
"('P78318', 'O00743')"
"('Q92844', 'P04264')"
"('P35590', 'P23470')"
"('P18031', 'P04632')"
"('Q02224', 'O95359')"
"('Q8IVF5', 'P60953')"
"('P49841', 'Q92945')"
"('P37198', 'Q9Y6D6')"
"('Q9NX70', 'Q96G25')"
"('P03928', 'P56134')"
"('O76021', 'O95819')"
"('Q9Y478', 'Q9Y3U8')"
"('Q14766', 'P01137')"
"('P55957', 'P10415')"
"('P27448', 'P21283')"
"('Q6ZVK8', 'P61457')"
"('Q9NY65', 'Q8NCM8')"
"('Q9UL18', 'Q92988')"
"('P29372', 'P18077')"
"('O00141', 'O15067')"
"('P61224', 'P61586')"
"('O14920', 'P25963')"
"('P06132', 'Q9UGU5')"
"('Q9H974', 'P02768')"
"('P00519', 'P42226')"
"('Q9UPT5', 'Q8WWV3')"
"('O60232', 'Q9NP79')"
"('O95670', 'P36543')"
"('P40763', 'P17676')"
"('Q9GZQ8', 'Q9Y4P1')"
"('Q8NDP4', 'Q9BQ66')"
"('Q99856', 'Q14186')"
"('P23497', 'Q8TAD8')"
"('Q9UBY5', 'P16520')"
"('O95782', 'O60331')"
"('O95793', 'P46779')"
"('P63279', 'Q92754')"
"('Q01196', 'P15509')"
"('P42768', 'P27986')"
"('P10244', 'Q6MZP7')"
"('P00797', 'Q96SI1')"
"('P61803', 'P46977')"
"('O94967', 'O95990')"
"('Q99963', 'O43426')"
"('Q96KM6', 'Q9NRG4')"
"('Q92876', 'P47710')"
"('Q9BXL7', 'Q9Y6K9')"
"('Q9P0J0', 'P03891')"
"('Q14192', 'Q9NP73')"
"('Q05639', 'Q99759')"
"('P60953', 'P45984')"
"('P31946', 'O14757')"
"('Q9Y2Q3', 'Q15042')"
"('Q96BR1', 'Q96J02')"
"('P19438', 'Q92597')"
"('Q99558', 'P25398')"
"('Q9H0A0', 'P11387')"
"('P30480', 'Q9Y5B9')"
"('P26442', 'P61088')"
"('P08670', 'Q96AE4')"
"('Q66LE6', 'Q13698')"
"('P23528', 'P60709')"
"('Q9P2G9', 'P28066')"
"('P36873', 'P05198')"
"('P62380', 'Q9NUQ8')"
"('P08311', 'P07359')"
"('P01889', 'O75694')"
"('P43487', 'Q9Y4K3')"
"('Q9UHD8', 'Q14141')"
"('P55072', 'Q15418')"
"('Q02878', 'P26373')"
"('Q5T7V8', 'P54257')"
"('Q9Y2X7', 'Q05397')"
"('P08620', 'P10721')"
"('Q9HBE4', 'P38484')"
"('P00451', 'P00740')"
"('P08238', 'Q9UKV8')"
"('Q03135', 'Q14451')"
"('P33778', 'P0C5Y9')"
"('Q13887', 'P84022')"
"('P61927', 'P46776')"
"('P07947', 'PI3KR1')"
"('Q15303', 'Q99963')"
"('P01135', 'P11362')"
"('Q7Z3C6', 'O43493')"
"('O60383', 'Q96SN7')"
"('Q969X6', 'P04156')"
"('O15105', 'Q9H0M0')"
"('P78527', 'P00519')"
"('Q05707', 'P16220')"
"('P31751', 'P56277')"
"('P56747', 'C9JDP6')"
"('Q7Z3B3', 'Q15834')"
"('Q9GZX7', 'O60884')"
"('Q06190', 'Q13522')"
"('Q13535', 'Q9H939')"
"('Q92569', 'Q9H0B6')"
"('Q92918', 'P12931')"
"('Q8IXK0', 'P35227')"
"('P05452', 'Q9UK32')"
"('P61160', 'O15511')"
"('Q13418', 'O94832')"
"('Q9BV68', 'P53350')"
"('Q10570', 'P06748')"
"('P05000', 'Q99665')"
"('P98164', 'P08519')"
"('Q9H3R5', 'Q15126')"
"('Q9HAN9', 'O15131')"
"('P48454', 'Q9BS18')"
"('Q99963', 'P22607')"
"('Q9H0K1', 'P55072')"
"('P30533', 'P16220')"
"('P04150', 'P08833')"
"('P22612', 'O60266')"
"('Q07955', 'O76054')"
"('Q00005', 'Q9Y243')"
"('O60739', 'Q9BWD1')"
"('Q14498', 'P49756')"
"('O76070', 'P26038')"
"('P34932', 'Q06124')"
"('Q9UKG9', 'Q8NFZ5')"
"('Q96GM5', 'Q9NZS9')"
"('P63010', 'P13987')"
"('P35680', 'Q9BWD1')"
"('P67870', 'Q96NZ8')"
"('Q99689', 'O43719')"
"('P61981', 'P49760')"
"('Q13200', 'Q06323')"
"('P42331', 'Q8IXI1')"
"('P49023', 'P06733')"
"('Q96AH8', 'O14576')"
"('Q8IUC6', 'Q9UHD2')"
"('Q9NR31', 'O60739')"
"('P62837', 'Q9Y3C5')"
"('P50281', 'P56945')"
"('Q04206', 'Q9Y230')"
"('P84098', 'P57721')"
"('Q15323', 'O94817')"
"('P32302', 'P52333')"
"('O95816', 'P11142')"
"('P78396', 'P12956')"
"('Q96IM9', 'P56597')"
"('Q15287', 'Q13247')"
"('Q71F23', 'O00264')"
"('P63146', 'Q92985')"
"('P68366', 'P17302')"
"('Q99612', 'P24385')"
"('Q6QNY1', 'Q9H7E9')"
"('Q99816', 'O60291')"
"('P01106', 'P55273')"
"('Q13432', 'Q13200')"
"('Q6VMQ6', 'P01889')"
"('B1A4H9', 'Q969J5')"
"('O15198', 'Q96AD5')"
"('Q9NY61', 'Q15038')"
"('P61247', 'P62280')"
"('P13569', 'Q92734')"
"('P11586', 'P78396')"
"('Q71U36', 'Q15653')"
"('P28482', 'Q01196')"
"('P62753', 'P62280')"
"('Q96GD4', 'Q15691')"
"('O43541', 'Q15796')"
"('Q99440', 'P18146')"
"('Q9UGJ1', 'Q71U36')"
"('P01571', 'P78552')"
"('Q14686', 'P84022')"
"('Q15029', 'P49841')"
"('P19438', 'P62158')"
"('Q9NQG6', 'P61981')"
"('Q14197', 'Q9BYC9')"
"('Q9P2H0', 'Q05193')"
"('P49792', 'P11831')"
"('O75015', 'Q6PI73')"
