negatives
"('P15812', 'P18146')"
"('Q9UBC5', 'Q9UIG0')"
"('Q9NR30', 'Q9ULT8')"
"('P67809', 'P62310')"
"('P60709', 'P23528')"
"('P60520', 'P33993')"
"('O00231', 'P48556')"
"('P62987', 'P18621')"
"('Q9C0E8', 'Q9HD42')"
"('P41271', 'Q9UMX0')"
"('P11142', 'P18206')"
"('P32121', 'Q8NGN0')"
"('P16401', 'Q8N257')"
"('Q03135', 'P36897')"
"('Q9Y2V7', 'Q9H9E3')"
"('Q86W47', 'Q01668')"
"('P46934', 'P17948')"
"('Q13573', 'Q14008')"
"('P61328', 'P08581')"
"('Q9NYQ7', 'Q14669')"
"('Q12802', 'Q16611')"
"('P19784', 'P01100')"
"('Q9Y3M8', 'Q01844')"
"('P11387', 'P22087')"
"('P05771', 'P17302')"
"('P13797', 'Q8IY92')"
"('O60602', 'Q8IUC6')"
"('P20366', 'Q13596')"
"('Q5FBB7', 'P30153')"
"('Q15797', 'O60315')"
"('P62081', 'P63104')"
"('P30305', 'Q14192')"
"('P23443', 'P23588')"
"('P12814', 'Q9Y2D8')"
"('O60739', 'Q9GZZ1')"
"('P61244', 'O75486')"
"('P15941', 'P49841')"
"('Q6Y7W6', 'P63104')"
"('O75674', 'Q8IZL8')"
"('P51817', 'P63096')"
"('P62333', 'Q9UL46')"
"('P62277', 'P46782')"
"('Q99627', 'Q13098')"
"('Q96J02', 'P08151')"
"('P13164', 'P42224')"
"('O14818', 'Q9H1Y0')"
"('P24278', 'P38432')"
"('Q8NCM8', 'Q3ZCM7')"
"('P02787', 'P01350')"
"('Q9UQQ2', 'P21860')"
"('O15169', 'Q6ZNA4')"
"('Q69YQ0', 'Q9BZE0')"
"('O60237', 'P19105')"
"('Q9NZT1', 'O14827')"
"('Q96HF1', 'Q9H1J5')"
"('P05771', 'Q9HAV0')"
"('Q12851', 'Q16584')"
"('Q16594', 'P41235')"
"('P46531', 'P49841')"
"('P48729', 'P10071')"
"('Q05086', 'Q9Y6B2')"
"('Q16539', 'P23219')"
"('Q14738', 'Q9NY47')"
"('P62487', 'P24928')"
"('O94864', 'Q9Y4A5')"
"('Q04771', 'Q02790')"
"('O95813', 'Q9Y6F9')"
"('Q92752', 'P05556')"
"('Q15369', 'Q9H8Y8')"
"('O14530', 'Q12873')"
"('P36897', 'Q9UJX4')"
"('P23769', 'Q92793')"
"('P63104', 'P08107')"
"('Q05516', 'Q96Q04')"
"('Q13310', 'P15170')"
"('P29350', 'Q6UXL0')"
"('O00422', 'Q9UMR2')"
"('Q99613', 'Q9UL03')"
"('P01563', 'Q5VWK5')"
"('O95219', 'P16234')"
"('Q9P0V3', 'P61981')"
"('Q9UBS4', 'O15371')"
"('Q9UL18', 'Q9UPY3')"
"('Q96AG4', 'Q14164')"
"('Q9H1C4', 'Q9UBV2')"
"('P16422', 'Q8NEV4')"
"('Q9NPH9', 'Q9UHF4')"
"('P59665', 'O60925')"
"('P18146', 'Q9BW85')"
"('P36542', 'P27986')"
"('P61960', 'P52566')"
"('P00519', 'P24928')"
"('Q7Z3J3', 'P46060')"
"('P11831', 'Q6SJ96')"
"('Q04912', 'P26927')"
"('Q01201', 'Q92922')"
"('P38936', 'Q9H4W6')"
"('Q96PU8', 'Q9UKA9')"
"('P60953', 'O60879')"
"('Q04206', 'Q86X55')"
"('P62158', 'O60503')"
"('P07996', 'P16671')"
"('Q01844', 'Q9NRR4')"
"('P35268', 'P62888')"
"('P55259', 'P09525')"
"('Q16254', 'Q9P0M9')"
"('Q14197', 'Q9HAV7')"
"('P51149', 'Q9UI14')"
"('Q92844', 'P54136')"
"('Q17RW2', 'P05556')"
"('P35228', 'P05412')"
"('O60504', 'P02768')"
"('P42224', 'P08603')"
"('Q13349', 'Q05397')"
"('P01138', 'P07333')"
"('P17252', 'P02545')"
"('O14776', 'P42858')"
"('Q9H0L4', 'Q92797')"
"('406907', 'O75116')"
"('P35372', 'P16520')"
"('Q92621', 'Q13418')"
"('P02794', 'Q14194')"
"('Q96A23', 'O75340')"
"('O75365', 'Q29RF7')"
"('P62191', 'Q9UKE5')"
"('P52630', 'P38398')"
"('Q9BVJ7', 'Q3B7T1')"
"('O94832', 'Q9Y6K9')"
"('Q9NPI1', 'P56182')"
"('O43918', 'P55157')"
"('P35590', 'Q06124')"
"('Q5UIP0', 'P61604')"
"('Q9NPP4', 'Q9Y2Z0')"
"('P61981', 'P55851')"
"('Q9HBI1', 'O75578')"
"('O00505', 'P09429')"
"('Q96S55', 'P49005')"
"('Q6ZVL6', 'P25788')"
"('P10321', 'P43627')"
"('P61927', 'P18621')"
"('Q9UBT2', 'P63279')"
"('P24394', 'P63244')"
"('P53985', 'P35613')"
"('P49459', 'Q8TAZ6')"
"('Q9BPX1', 'P25786')"
"('P28222', 'Q9HAV0')"
"('P10275', 'Q92793')"
"('P04278', 'P07339')"
"('O15162', 'Q9BVI4')"
"('Q9H490', 'O43292')"
"('O00429', 'Q96C03')"
"('Q13247', 'Q15365')"
"('O43633', 'Q70EL1')"
"('Q8IYB7', 'Q7L5N1')"
"('Q6P2Q9', 'P55795')"
"('P61244', 'Q16594')"
"('Q15139', 'P27348')"
"('P61626', 'P10242')"
"('Q14683', 'Q13243')"
"('O75154', 'Q9H0H5')"
"('O15527', 'P05060')"
"('P62258', 'Q9UQL6')"
"('Q9Y6K1', 'P84243')"
"('P51965', 'Q969V5')"
"('Q9NPD3', '440264')"
"('P07992', 'P43246')"
"('Q8WYR1', 'P63000')"
"('P04745', 'Q7Z4T9')"
"('O15054', 'P04183')"
"('P37198', 'O60941')"
"('P00738', 'P02647')"
"('Q13643', 'P56545')"
"('P04278', 'Q15155')"
"('P0CG48', 'Q9NVI1')"
"('O00257', 'P52952')"
"('Q9HAU4', 'Q9NP98')"
"('P18146', 'Q06546')"
"('Q15654', 'Q8N2X6')"
"('P14921', 'Q9UER7')"
"('P07900', 'O43353')"
"('Q9UQ80', 'Q9UM73')"
"('Q9Y572', 'P62879')"
"('P55345', 'Q8N684')"
"('P54253', 'P48634')"
"('Q92769', 'P0C0S5')"
"('P43629', 'Q9BU61')"
"('P63104', 'Q9HBL0')"
"('P03905', 'O95299')"
"('P45984', 'P16581')"
"('Q99755', 'O00401')"
"('P31943', 'P26368')"
"('Q15366', 'O95391')"
"('O15533', 'P30443')"
"('P30101', 'P01891')"
"('Q9Y2X0', 'P49336')"
"('406891', 'O00206')"
"('Q86WV1', 'O15117')"
"('Q9Y508', 'P62256')"
"('P23763', 'Q9P0L0')"
"('Q05209', 'Q9NXF1')"
"('P22105', 'Q13797')"
"('O15524', 'Q92830')"
"('O15488', 'P13807')"
"('Q9Y5Q8', 'O76071')"
"('Q13618', 'Q53G59')"
"('P42224', 'P29466')"
"('Q16594', 'Q86TJ2')"
"('P78509', 'P26006')"
"('P09884', 'P49643')"
"('Q14197', 'Q6IN84')"
"('Q14739', 'Q9ULX6')"
"('P42677', 'P62249')"
"('P25791', 'P42224')"
"('P21860', 'P48736')"
"('Q9BX69', 'Q9Y2G2')"
"('P10398', 'Q12805')"
"('P33240', 'O95639')"
"('P43364', 'P58340')"
"('Q9BXM7', 'Q9GZQ8')"
"('Q8IW19', 'Q9UGN5')"
"('P11161', 'P18146')"
"('Q96RU2', 'Q969H0')"
"('Q14164', 'P04350')"
"('O75367', 'Q99879')"
"('Q16695', 'Q13315')"
"('P30304', 'P78396')"
"('Q13326', 'Q14315')"
"('P18146', 'P10145')"
"('Q9Y2Q3', 'P04843')"
"('Q13489', 'P55212')"
"('P0CG48', 'P12931')"
"('P12270', 'P16220')"
"('Q03113', 'P30153')"
"('P15692', 'P29317')"
"('P12755', 'O15105')"
"('O96019', 'Q15906')"
"('A4UGR9', 'Q9UET6')"
"('Q01844', 'Q96CW9')"
"('P56199', 'P06756')"
"('Q16629', 'P26368')"
"('P61769', 'Q8NHL6')"
"('P00533', 'Q2TAY7')"
"('Q13490', 'P55210')"
"('P19235', 'P27986')"
"('Q00610', 'O43318')"
"('P54253', 'Q15942')"
"('P02686', 'Q7Z2E3')"
"('Q16643', 'O00267')"
"('Q16629', 'Q8IX12')"
"('Q9UNQ2', 'Q9UL18')"
"('P62913', 'P36578')"
"('Q9Y5Z7', 'Q03164')"
"('Q14191', 'P49005')"
"('Q86YP4', 'O94776')"
"('P62745', 'P22392')"
"('Q9Y4E8', 'P25942')"
"('Q6ZYL4', 'Q13889')"
"('P21583', 'P08138')"
"('P43405', 'P07766')"
"('Q14192', 'P40763')"
"('Q05397', 'P42336')"
"('O00231', 'P51665')"
"('Q15008', 'P25787')"
"('Q9Y4G8', 'Q9H173')"
"('Q13683', 'Q9UKX5')"
"('P16220', 'Q04743')"
"('P49662', 'P24941')"
"('Q07157', 'P56750')"
"('Q9NP81', 'P01889')"
"('P07949', 'Q13480')"
"('P50502', 'Q15796')"
"('O15198', 'Q8NAM6')"
"('Q15797', 'Q9HCE7')"
"('P60900', 'Q14164')"
"('Q8NGJ2', 'P38405')"
"('Q9BTU6', 'O14640')"
"('P11473', 'Q09472')"
"('Q13547', 'Q8N257')"
"('Q15370', 'Q92830')"
"('Q13438', 'Q16665')"
"('Q14152', 'P05198')"
"('P16581', 'P18206')"
"('P05067', 'P61764')"
"('Q96BN2', 'Q92830')"
"('P26447', 'P04637')"
"('406952', 'P10415')"
"('P20333', 'Q14644')"
"('P27986', 'O43561')"
"('Q13098', 'P38936')"
"('Q96HR8', 'P27824')"
"('P01374', 'P01375')"
"('Q9HC98', 'O95433')"
"('Q07820', 'P27797')"
"('Q13547', 'Q13363')"
"('Q9UBK5', 'P62993')"
"('P27540', 'P17858')"
"('P78317', 'P63279')"
"('P49755', 'P40337')"
"('P62256', 'Q6UWE0')"
"('P10914', 'O95998')"
"('P18621', 'P39023')"
"('P54253', 'P08243')"
"('Q9UKA9', 'P23246')"
"('P38159', 'Q92530')"
"('Q8IY92', 'Q15554')"
"('O00459', 'P49841')"
"('O43598', 'Q9UET6')"
"('P35637', 'P56537')"
"('P40855', 'Q9Y5Y5')"
"('Q96KM6', 'Q9NQ87')"
"('Q15139', 'P12830')"
"('Q14011', 'P61978')"
"('O15198', 'Q9GZM7')"
"('Q9Y5V3', 'Q9Y5U8')"
"('Q8N8V2', 'Q96QZ7')"
"('P31749', 'Q9UQC2')"
"('P34931', 'Q15653')"
"('P15884', 'Q09472')"
"('P30443', 'Q13241')"
"('Q15041', 'Q9BT40')"
"('Q9UI14', 'P33240')"
"('Q9Y572', 'Q9GZS3')"
"('P40763', 'P48357')"
"('Q16649', 'P18146')"
"('Q00653', 'Q01201')"
"('Q9GZS3', 'Q03164')"
"('P04908', 'O60814')"
"('P40763', 'P16473')"
"('P35080', 'P54274')"
"('Q8IY92', 'Q8N1F7')"
"('P12755', 'O14744')"
"('O00487', 'Q9BRP4')"
"('Q15287', 'Q9H7D7')"
"('P55036', 'P15923')"
"('Q05397', 'P05106')"
"('Q01094', 'Q96A56')"
"('P42766', 'P46778')"
"('P54105', 'Q9H9G7')"
"('P49716', 'Q6PKC3')"
"('P35221', 'Q13363')"
"('P10276', 'P14866')"
"('Q13287', 'Q14765')"
"('P23945', 'O95467')"
"('P13501', 'P51685')"
"('P17252', 'Q9UBN7')"
"('Q13228', 'Q9Y2S7')"
"('Q9Y6M9', 'P43364')"
"('P11831', 'P14921')"
"('O43187', 'O95817')"
"('P27986', 'Q13480')"
"('Q13564', 'Q9NRR5')"
"('Q96DB2', 'P23527')"
"('Q9H1K0', 'Q9H4M9')"
"('Q9BXP5', 'P62306')"
"('Q09472', 'Q14765')"
"('P08107', 'Q9Y4G8')"
"('P49720', 'P01106')"
"('P0CG48', 'P98170')"
"('P16885', 'Q9H400')"
"('Q6VMQ6', 'Q9Y222')"
"('Q99759', 'Q9UBK9')"
"('Q9UBX5', 'Q5VTD9')"
"('P12931', 'Q13087')"
"('P28749', 'P78549')"
"('P57678', 'P09382')"
"('Q9NVD7', 'P53708')"
"('P14616', 'Q07890')"
"('Q8IY92', 'P42695')"
"('407007', 'O43521')"
"('P04899', 'O14610')"
"('O95639', 'Q6UN15')"
"('O14920', 'O15360')"
"('Q9UHD2', 'P08107')"
"('P23508', 'Q96QK1')"
"('Q969Q6', 'Q9NY47')"
"('Q13315', 'Q14980')"
"('Q17RW2', 'Q13797')"
"('P19838', 'Q9Y265')"
"('Q14691', 'Q7L590')"
"('P36957', 'Q13045')"
"('Q9BZI7', 'Q8IYD1')"
"('Q13007', 'Q99650')"
"('Q9Y3C5', 'Q9UHD9')"
"('Q9C0J8', 'Q6UXN9')"
"('Q6P1M3', 'Q9GZV5')"
"('P05976', 'P16871')"
"('P23458', 'P42680')"
"('Q15306', 'P05112')"
"('Q9H3S7', 'P12931')"
"('Q9UQ80', 'P61353')"
"('O15198', 'P27540')"
"('P29350', 'P17181')"
"('P07602', 'Q05086')"
"('Q5T6F0', 'Q16531')"
"('Q9NP62', 'Q9UKT8')"
"('P49815', 'Q9BPZ7')"
"('P29460', 'P40238')"
"('P78356', 'Q9NRR5')"
"('P62945', 'P84098')"
"('P68400', 'P04637')"
"('Q9HAU0', 'P17661')"
"('Q9BUF5', 'P51149')"
"('Q13625', 'P05067')"
"('Q13547', 'P01106')"
"('P49023', 'P16144')"
"('P46060', 'Q9Y4K3')"
"('Q13131', 'P54619')"
"('Q29RF7', 'O43521')"
"('P46778', 'P35268')"
"('Q9BUJ2', 'O60508')"
"('P12931', 'Q86X10')"
"('Q12879', 'P78352')"
"('Q8IZL8', 'P26368')"
"('Q9H6S1', 'Q96EP0')"
"('Q9Y6Q9', 'P20226')"
"('Q9UL18', 'P57088')"
"('P21246', 'Q9HC16')"
"('P28566', 'Q9P2W3')"
"('Q15257', 'P40227')"
"('Q9Y5J5', 'Q9H9B4')"
"('P06729', 'P06241')"
"('P29317', 'P62993')"
"('Q9UQM7', 'O60359')"
"('Q09472', 'O75528')"
"('P22888', 'P29992')"
"('O43678', 'O95178')"
"('P00533', 'P31949')"
"('O95182', 'O43676')"
"('P10244', 'P28749')"
"('P78344', 'P98170')"
"('Q96C10', 'O15226')"
"('Q9UL25', 'P23508')"
"('Q9NVP1', 'Q14194')"
"('Q16637', 'Q15047')"
"('P35580', 'O43353')"
"('Q99816', 'O75886')"
"('P51665', 'P54252')"
"('Q13287', 'Q13748')"
"('P67870', 'Q9Y4Z0')"
"('P51965', 'Q96FW1')"
"('Q9UMX0', 'O14764')"
"('Q07157', 'P56856')"
"('Q14197', 'Q9NRX2')"
"('P52294', 'Q13255')"
"('Q9BT22', 'P10828')"
"('Q13233', 'Q02750')"
"('P18084', 'P63261')"
"('P46778', 'P05387')"
"('Q8IZJ1', 'P53355')"
"('P21333', 'P06241')"
"('P35236', 'Q15759')"
"('Q6H8Q1', 'Q12772')"
"('P78406', 'Q13573')"
"('P43629', 'P02749')"
"('Q9NR33', 'P78537')"
"('Q8N3U4', 'Q15306')"
"('Q14683', 'Q15287')"
"('Q96T76', 'Q13418')"
"('P78527', 'Q14191')"
"('Q05084', 'O75716')"
"('A6NMZ7', 'P05556')"
"('O15372', 'Q14240')"
"('O95168', 'P03905')"
"('Q00839', 'P63104')"
"('O14543', 'Q01344')"
"('P33778', 'Q6FI13')"
"('O95168', 'P51970')"
"('P51665', 'Q9UL46')"
"('P62714', 'Q66LE6')"
"('P46782', 'P15880')"
"('Q9ULV0', 'Q7L804')"
"('Q14674', 'Q8WVM7')"
"('O60493', 'Q14164')"
"('Q04695', 'P05783')"
"('Q8N423', 'P15813')"
"('P10114', 'P49354')"
"('P05412', 'Q53GL0')"
"('P01570', 'Q9UHF4')"
"('Q16659', 'Q08345')"
"('O00232', 'P48556')"
"('Q16637', 'Q09028')"
"('Q15910', 'Q9Y2I6')"
"('P83876', 'O95400')"
"('O14964', 'P24941')"
"('P42356', 'Q9H9J2')"
"('P06127', 'O60880')"
"('P63104', 'P46940')"
"('Q99661', 'Q5JR59')"
"('P49841', 'Q9UII2')"
"('P62979', 'P46781')"
"('P07478', 'O00254')"
"('Q9BWH2', 'Q08116')"
"('P13010', 'P10144')"
"('Q16644', 'P61019')"
"('Q8IWZ8', 'Q13242')"
"('Q99728', 'Q6UWZ7')"
"('Q92934', 'P42574')"
"('Q8N5U6', 'P62993')"
"('O43242', 'O75832')"
"('P62875', 'O14802')"
"('O15239', 'P03897')"
"('Q06190', 'Q99741')"
"('Q15008', 'Q9BRP4')"
"('P60763', 'P46940')"
"('Q08050', 'P08047')"
"('P63244', 'P23396')"
"('P10914', 'Q9HB58')"
"('Q92569', 'Q08881')"
"('Q93009', 'Q99426')"
"('P32456', 'P20073')"
"('Q92597', 'P26639')"
"('P43403', 'P27986')"
"('P40189', 'P62993')"
"('P02511', 'P25788')"
"('O43187', 'Q9HCE7')"
"('P32519', 'P30273')"
"('Q9NTI5', 'O43521')"
"('P01106', 'P41212')"
"('Q02543', 'P50914')"
"('Q9H7E9', 'Q9BVA1')"
"('Q14164', 'O76003')"
"('Q15365', 'Q9NR12')"
"('P22670', 'Q99459')"
"('O43526', 'O43525')"
"('Q33E94', 'P48380')"
"('P30450', 'P01732')"
"('O15085', 'Q9H4E5')"
"('Q8IUC6', 'Q15326')"
"('P01889', 'P28072')"
"('O60262', 'Q01970')"
"('Q6GPH4', 'P98170')"
"('P48552', 'P56545')"
"('P10636', 'P16885')"
"('O95139', 'Q9Y375')"
"('O15264', 'Q92499')"
"('P30085', 'O60739')"
"('P05107', 'Q14773')"
"('Q9NQX3', 'P63167')"
"('O60318', 'O15198')"
"('Q9HAV0', 'O00555')"
"('O95376', 'P30153')"
"('P49354', 'Q12974')"
"('O95208', 'P04629')"
"('A8TX70', 'P13612')"
"('Q13188', 'Q9GZQ8')"
"('P13569', 'Q13200')"
"('Q13616', 'P62877')"
"('Q15714', 'Q9HAV4')"
"('Q96BD5', 'Q9P0W2')"
"('P49674', 'Q9BQ89')"
"('Q9NRV9', 'Q9NRR5')"
"('Q9BPX3', 'Q15003')"
"('Q9UNA1', 'Q9HBH0')"
"('P62888', 'Q02543')"
"('O43708', 'Q9P2G9')"
"('Q9HCT0', 'P00533')"
"('O14933', 'Q06587')"
"('P49747', 'P23229')"
"('Q9H9A6', 'Q13573')"
"('P52735', 'P54725')"
"('P98095', 'P46783')"
"('P98174', 'P60953')"
"('Q92974', 'P61981')"
"('Q9P107', 'Q07889')"
"('Q03518', 'O15533')"
"('P11597', 'P02647')"
"('Q9UKB1', 'P62837')"
"('Q9UKR5', 'P28328')"
"('Q6STE5', 'Q92925')"
"('P16333', 'P78329')"
"('P13637', 'Q9NSB8')"
"('P61160', 'Q07890')"
"('Q16827', 'Q99961')"
"('Q16778', 'Q9UKV0')"
"('O15211', 'Q14194')"
"('P41235', 'Q86YN6')"
"('Q9BQY4', 'O95471')"
"('P55196', 'Q9Y2D8')"
"('O95299', 'O95182')"
"('P36873', 'Q15435')"
"('P18054', 'P15144')"
"('Q14697', 'P78545')"
"('Q9UBY5', 'P63215')"
"('P62910', 'O60739')"
"('Q13315', 'P11021')"
"('O14508', 'P42229')"
"('Q9BUZ4', 'Q9Y5V3')"
"('Q14118', 'P16333')"
"('O43676', 'P03905')"
"('Q96QD9', 'P41732')"
"('Q9Y265', 'Q96Q89')"
"('P61088', 'Q9NS56')"
"('O75448', 'Q9NX70')"
"('P04424', 'Q9H1D9')"
"('P05106', 'P60709')"
"('Q96AY4', 'O60290')"
"('Q9H0A9', 'O95453')"
"('Q15078', 'Q14790')"
"('P0C0S5', 'Q15906')"
"('Q9Y4K3', 'O94972')"
"('O60936', 'Q9NVF9')"
"('P31939', 'P27105')"
"('O14920', 'P34931')"
"('Q9UNN5', 'P18754')"
"('O00626', 'P51677')"
"('Q13642', 'P23508')"
"('P30876', 'Q8WVC0')"
"('P01106', 'Q9UBC3')"
"('P18859', 'O75964')"
"('P62807', 'Q6FI13')"
"('O00305', 'Q12816')"
"('O00763', 'Q00005')"
"('Q9NRR5', 'O00391')"
"('Q8N715', 'Q9BQD3')"
"('P01298', 'P11171')"
"('Q9ULZ3', 'Q86W26')"
"('Q9GZS1', 'Q9BYM8')"
"('P22087', 'Q99873')"
"('Q9NYL2', 'Q504T8')"
"('Q14197', 'P46199')"
"('Q12933', 'P38646')"
"('Q07890', 'P62316')"
"('Q9NPI1', 'O14640')"
"('P09429', 'P06400')"
"('P34820', 'P06241')"
"('P01106', 'Q8IVH2')"
"('P07858', 'Q9HBJ7')"
"('Q15287', 'Q15428')"
"('P21266', 'P01889')"
"('Q13469', 'Q06413')"
"('P62993', 'O43609')"
"('Q96NZ8', 'P67870')"
"('Q07820', 'Q9UMX3')"
"('Q3ZCQ8', 'Q9H8T0')"
"('Q9NRJ3', 'P61073')"
"('Q9Y6K9', 'P14625')"
"('O43395', 'O75554')"
"('O14964', 'P0CG48')"
"('Q9P2S5', 'P31948')"
"('Q96JB2', 'P83436')"
"('Q8N5H7', 'Q9Y6H5')"
"('P42858', 'P23560')"
"('P01106', 'O14818')"
"('O43918', 'Q03252')"
"('Q92905', 'P62256')"
"('Q16539', 'P68400')"
"('Q9UQB8', 'P61981')"
"('O75995', 'O00238')"
"('P15918', 'P16333')"
"('P17612', 'Q14957')"
"('O43683', 'O95433')"
"('P00533', 'Q9NR46')"
"('P61247', 'O15355')"
"('P50281', 'P59665')"
"('Q9BWT7', 'O95999')"
"('O75506', 'O75143')"
"('Q9UQ72', 'P68104')"
"('Q9H0B3', 'O15162')"
"('P62244', 'Q01844')"
"('Q08043', 'P49023')"
"('Q92956', 'Q8WWC4')"
"('P43360', 'O75688')"
"('Q16763', 'O76095')"
"('P05112', 'P16871')"
"('Q99567', 'O75694')"
"('Q14197', 'Q9H845')"
"('Q8TAQ2', 'Q10586')"
"('P29275', 'P50148')"
"('Q9BPZ7', 'Q9BVC4')"
"('P38432', 'Q9GZT8')"
"('P42766', 'P46779')"
"('P02775', 'Q92879')"
"('P00395', 'P10809')"
"('Q9UBC3', 'P49716')"
"('Q9H492', 'Q9H2M9')"
"('P08107', 'P11387')"
"('P08572', 'P17301')"
"('P52272', 'Q8IX12')"
"('P51668', 'Q9UNE7')"
"('O15239', 'O95298')"
"('Q16644', 'P52788')"
"('P31946', 'P35232')"
"('P02768', 'Q9UBP0')"
"('P53350', 'P01106')"
"('Q16891', 'Q9H169')"
"('P60763', 'P52566')"
"('P12270', 'P78406')"
"('Q16254', 'Q05048')"
"('P45880', 'P30405')"
"('Q9HD64', 'Q9C0C9')"
"('Q13247', 'Q13243')"
"('Q9P015', 'Q8IY92')"
"('O15260', 'O75365')"
"('Q06587', 'Q9BQ52')"
"('P63104', 'P23396')"
"('Q14974', 'Q8WYP5')"
"('P43235', 'P22607')"
"('Q9Y371', 'P22607')"
"('O95831', 'O75365')"
"('O95613', 'Q99459')"
"('P23467', 'P09382')"
"('O75380', 'O75306')"
