negatives
"('Q9H2G2', 'P53350')"
"('P27635', 'P18124')"
"('P04183', 'P43246')"
"('Q13616', 'Q8NI29')"
"('P35443', 'Q13797')"
"('Q07812', 'P21796')"
"('Q9UKV0', 'P41212')"
"('P26012', 'Q03135')"
"('Q9ULK5', 'P05771')"
"('Q9P2W3', 'O00329')"
"('P53680', 'Q16695')"
"('Q86XR8', 'P51668')"
"('P62891', 'Q02543')"
"('P30480', 'P41091')"
"('Q15645', 'Q9H4B4')"
"('P04637', 'O95997')"
"('Q15486', 'P61956')"
"('P53803', 'O15514')"
"('P25391', 'P05106')"
"('Q9C086', 'Q9H981')"
"('P62263', 'Q14164')"
"('P14324', 'Q9HCD5')"
"('P43405', 'P09769')"
"('Q5TAQ9', 'O14980')"
"('P23258', 'Q9HC77')"
"('Q15365', 'Q8IX12')"
"('Q9Y466', 'Q15797')"
"('Q92542', 'Q9UM47')"
"('P33076', 'Q02556')"
"('P56704', 'Q9H1J7')"
"('Q9H467', 'Q9Y2J2')"
"('P51671', 'P32302')"
"('P07858', 'P41222')"
"('P67870', 'P25963')"
"('P05000', 'Q08334')"
"('Q9H237', 'P09544')"
"('Q9Y5W5', 'P09544')"
"('P12004', 'P27695')"
"('O15084', 'Q14185')"
"('O00585', 'P51686')"
"('Q8NAV1', 'P78362')"
"('Q8N3K9', 'P43686')"
"('O60879', 'O14964')"
"('P01243', 'Q9UKK9')"
"('P04792', 'Q04637')"
"('Q01081', 'Q8IX12')"
"('P41143', 'P04899')"
"('Q9BVA1', 'P17302')"
"('Q15306', 'Q13469')"
"('P51532', 'P60709')"
"('P83731', 'P62910')"
"('Q04912', 'O15031')"
"('O14508', 'P51692')"
"('P03956', 'P02775')"
"('P10301', 'Q92565')"
"('P62736', 'P29353')"
"('P13611', 'Q14242')"
"('Q9NV70', 'Q96KP1')"
"('P35626', 'O14581')"
"('P13688', 'P49023')"
"('Q6UXN9', 'Q9C0J8')"
"('Q9P1U1', 'Q9BPX5')"
"('P36956', 'Q2TB90')"
"('Q99759', 'Q6RSH7')"
"('Q9H9Y6', 'Q5UIP0')"
"('P12931', 'Q9Y4D1')"
"('P58107', 'P63010')"
"('P03915', 'O00483')"
"('Q9UHY8', 'Q9H8Y8')"
"('Q5UIP0', 'Q13765')"
"('P27635', 'P84098')"
"('Q5T5X7', 'P63165')"
"('P05113', 'Q5VWK5')"
"('P02766', 'P08138')"
"('Q53EZ4', 'Q86XT2')"
"('P30086', 'O75477')"
"('P45379', 'P06753')"
"('O14641', 'Q5SW24')"
"('Q13485', 'Q9UPN9')"
"('P35080', 'P51681')"
"('P84022', 'Q9NPG8')"
"('A6NM45', 'O95484')"
"('Q12769', 'Q8NFH4')"
"('P16144', 'Q9HBI0')"
"('P40337', 'P61626')"
"('P54725', 'Q01844')"
"('Q13546', 'Q9Y5S2')"
"('Q8TB40', 'P67870')"
"('P04637', 'P48730')"
"('P19793', 'Q96F24')"
"('P68400', 'Q16625')"
"('P55084', 'Q00653')"
"('Q96FW1', 'P02766')"
"('Q9BV40', 'P13569')"
"('Q14999', 'P55157')"
"('P50151', 'P04899')"
"('Q12986', 'O43390')"
"('Q86Z02', 'P29590')"
"('Q71UI9', 'Q08945')"
"('P10721', 'Q07889')"
"('Q8NFW9', 'Q03135')"
"('P20810', 'P62993')"
"('Q13418', 'P81605')"
"('P67870', 'Q9Y4Z0')"
"('Q05513', 'Q96IF1')"
"('P35228', 'O14745')"
"('Q13158', 'Q9GZR7')"
"('Q13077', 'Q9Y6K9')"
"('Q9Y4P8', 'Q9NRL3')"
"('P04899', 'P45984')"
"('P22003', 'O00238')"
"('Q9BS40', 'P35813')"
"('P13747', 'P10966')"
"('Q09472', 'Q14186')"
"('Q9H0E2', 'Q86TG7')"
"('P60510', 'P15924')"
"('Q16254', 'P25205')"
"('Q9UKE5', 'P60981')"
"('P30511', 'P01732')"
"('Q99614', 'P84996')"
"('Q9BV44', 'O95777')"
"('O43482', 'P04049')"
"('P51654', 'O14904')"
"('P31943', 'Q13573')"
"('Q15583', 'O75716')"
"('P10275', 'P11021')"
"('O43502', 'Q9NS91')"
"('P21554', 'P62879')"
"('P38936', 'P33993')"
"('O75899', 'O14610')"
"('P21781', 'P09619')"
"('O95477', 'Q15700')"
"('P35544', 'P62851')"
"('Q9BXA5', 'P08754')"
"('P31947', 'P27348')"
"('P12109', 'Q9HCN6')"
"('Q13432', 'P12429')"
"('Q9NPF4', 'P04150')"
"('P17612', 'O60266')"
"('Q8N1N4', 'Q9Y5S2')"
"('P55786', 'P01889')"
"('Q12906', 'Q9BQ66')"
"('Q07889', 'P05783')"
"('P35222', 'Q14192')"
"('Q9GZT8', 'Q9H773')"
"('O95644', 'O15294')"
"('Q9NRG4', 'O14893')"
"('Q99666', 'Q6EEV6')"
"('P01889', 'Q03252')"
"('P04637', 'O60602')"
"('P40763', 'Q06187')"
"('Q06124', 'Q99683')"
"('Q13426', 'Q12873')"
"('P42766', 'P05388')"
"('Q14151', 'P03372')"
"('P83731', 'P46776')"
"('P16220', 'P51816')"
"('O95990', 'P10599')"
"('P62753', 'Q15349')"
"('Q13813', 'Q9GZR7')"
"('Q8TAP4', 'Q15834')"
"('P04222', 'Q8IUC4')"
"('Q15388', 'P00374')"
"('P27635', 'Q16659')"
"('Q08209', 'P42574')"
"('Q9Y478', 'P45974')"
"('P56945', 'Q9H270')"
"('Q71UI9', 'Q96A08')"
"('Q9BVA1', 'Q6PEY2')"
"('Q96T23', 'Q9UPN9')"
"('P41221', 'Q9H461')"
"('P61254', 'P62888')"
"('O43395', 'Q14498')"
"('Q9BXW9', 'P38398')"
"('Q01101', 'Q13509')"
"('Q9P2S5', 'P35749')"
"('P08047', 'P49961')"
"('O60888', 'Q96BK5')"
"('P09936', 'Q14164')"
"('P19883', 'Q9H7E9')"
"('Q8IX12', 'P61978')"
"('P06239', 'P00519')"
"('P06400', 'Q14209')"
"('P31749', 'P19174')"
"('P55273', 'P11802')"
"('Q13315', 'Q03112')"
"('Q15746', 'P14649')"
"('P37023', 'Q03167')"
"('P04637', 'Q12834')"
"('P10415', 'Q08209')"
"('P68032', 'Q59H18')"
"('P18146', 'Q14764')"
"('Q12913', 'P19174')"
"('Q9NS56', 'Q96B02')"
"('Q99741', 'P49736')"
"('Q9P0W0', 'Q08334')"
"('P21246', 'Q6P1K2')"
"('Q9UDY8', 'Q9NYJ8')"
"('O75937', 'Q01081')"
"('P78537', 'Q99624')"
"('P35268', 'P61353')"
"('Q02543', 'P49207')"
"('P23508', 'Q15691')"
"('Q9NS91', 'P12004')"
"('P05783', 'P62993')"
"('P18850', 'P16220')"
"('P09544', 'P04628')"
"('P36873', 'O95685')"
"('P04183', 'Q6UXH1')"
"('P27986', 'Q92835')"
"('P30480', 'Q14697')"
"('Q9Y6C5', 'O43323')"
"('Q6AI08', 'O15085')"
"('Q9BT78', 'P63104')"
"('Q15653', 'P38646')"
"('Q13573', 'Q86WJ1')"
"('Q9UJX3', 'P30260')"
"('P26992', 'P52333')"
"('Q96L14', 'Q9BQD3')"
"('Q11203', 'O15127')"
"('P17947', 'P32927')"
"('Q03164', 'Q99958')"
"('Q969H6', 'O95707')"
"('P15924', 'Q02156')"
"('Q13616', 'Q9UKT5')"
"('O94817', 'Q9NSB4')"
"('P43405', 'P62993')"
"('P01112', 'Q8WWW0')"
"('Q8IYS5', 'O75015')"
"('P84022', 'Q9BW04')"
"('P17858', 'Q14164')"
"('Q13557', 'Q92736')"
"('Q15139', 'P11234')"
"('Q9UKT4', 'Q9UM11')"
"('Q5UIP0', 'P07737')"
"('P06702', 'P40198')"
"('Q13617', 'P40337')"
"('P27986', 'Q9UBS5')"
"('P09038', 'P62195')"
"('P54277', 'P40692')"
"('P62891', 'P62750')"
"('P50151', 'Q92633')"
"('Q9BZ29', 'P84095')"
"('Q15436', 'P55735')"
"('P17252', 'P15056')"
"('Q13889', 'P10275')"
"('P08246', 'P37287')"
"('O43795', 'Q9HAW0')"
"('O60739', 'Q9NQP4')"
"('P20336', 'Q01968')"
"('O75818', 'Q99575')"
"('Q9NPD8', 'Q8IYD8')"
"('Q6W2J9', 'Q8NHM5')"
"('P04637', 'P22570')"
"('P08133', 'P16104')"
"('O00716', 'Q14680')"
"('P62256', 'Q96A37')"
"('P62330', 'Q92945')"
"('P01106', 'Q96AG4')"
"('P00750', 'P09429')"
"('O75558', 'O00161')"
"('O14508', 'P08069')"
"('P56199', 'Q05397')"
"('Q9BT22', 'Q14686')"
"('P49888', 'Q5UIP0')"
"('Q15287', 'P61978')"
"('P25398', 'P62249')"
"('P49591', 'P04222')"
"('Q9BUF5', 'Q13233')"
"('Q05516', 'Q9BQ66')"
"('Q13568', 'O94986')"
"('Q9H2X6', 'Q13233')"
"('Q16663', 'P51677')"
"('Q07817', 'Q14318')"
"('P20338', 'Q13526')"
"('Q86XL3', 'Q96KM6')"
"('Q9NVC6', 'P41235')"
"('Q9Y261', 'P20711')"
"('Q92993', 'Q9H4M7')"
"('Q9P2G9', 'P84077')"
"('Q96BI3', 'O00548')"
"('P07900', 'P10809')"
"('Q6UUV9', 'Q03060')"
"('Q13485', 'P35222')"
"('Q9BVJ6', 'P54274')"
"('Q16665', 'Q9UHD8')"
"('P41217', 'Q04206')"
"('Q93079', 'Q8WUI4')"
"('Q12873', 'Q9Y2X7')"
"('P62241', 'P46782')"
"('Q99459', 'P30260')"
"('P23527', 'Q7L7L0')"
"('Q12904', 'Q9UET6')"
"('Q8NE01', 'Q9BQ66')"
"('P60604', 'Q9Y679')"
"('Q9HD26', 'Q8N2Q7')"
"('P15531', 'Q96HA8')"
"('P62851', 'P62263')"
"('Q9HAU5', 'Q99459')"
"('Q06455', 'Q9Y618')"
"('Q13387', 'P53779')"
"('Q96C03', 'Q15388')"
"('P40337', 'Q9H773')"
"('P63261', 'Q04864')"
"('P01891', 'P22309')"
"('P25205', 'Q8WYB5')"
"('Q8ND30', 'P31947')"
"('Q9UBX5', 'P05121')"
"('O43166', 'P62834')"
"('P53778', 'P62993')"
"('P00338', 'P08238')"
"('PI3KR1', 'PI3KR2')"
"('P62304', 'Q9Y3F4')"
"('O60506', 'P17931')"
"('P63215', 'Q9UBY5')"
"('Q86YW0', 'P14314')"
"('Q92630', 'P10070')"
"('P49790', 'Q5SRE5')"
"('P12931', 'P51813')"
"('Q13118', 'Q15717')"
"('Q9BY41', 'Q96A08')"
"('P30050', 'P83916')"
"('Q9H7H1', 'Q9Y5J5')"
"('P19793', 'Q15596')"
"('P23508', 'P12004')"
"('O76061', 'P35555')"
"('Q9C005', 'Q6UXN9')"
"('Q9NP79', 'Q7LBR1')"
"('Q99933', 'P08107')"
"('P46783', 'P62081')"
"('P08621', 'P78362')"
"('P61254', 'Q9NX58')"
"('P26599', 'Q96PU8')"
"('P32121', 'Q8NGS6')"
"('Q9NX58', 'Q14011')"
"('Q99598', 'Q96AQ6')"
"('P06493', 'Q14674')"
"('P27540', 'P15692')"
"('Q01201', 'P07814')"
"('Q9NPF4', 'P52943')"
"('Q6P2Q9', 'P01106')"
"('P62158', 'Q9BQ83')"
"('P07478', 'O00254')"
"('Q15834', 'Q9BT49')"
"('O14775', 'P11229')"
"('P01308', 'Q02763')"
"('Q8TAQ2', 'P19387')"
"('P05386', 'P49207')"
"('P42336', 'Q8TCU6')"
"('P17980', 'P28566')"
"('P05412', 'Q10586')"
"('Q6R327', 'Q9Y232')"
"('Q9UBN6', 'Q9Y266')"
"('Q9Y265', 'Q15075')"
"('Q9NPG2', 'O75955')"
"('P51817', 'P16118')"
"('Q07889', 'Q6WCQ1')"
"('P36406', 'P15622')"
"('Q9UJV9', 'P22314')"
"('P63000', 'Q9HBY0')"
"('P18124', 'P27824')"
"('P32780', 'P29083')"
"('P11940', 'Q96EP5')"
"('Q9UKG9', 'Q8NFZ5')"
"('Q86Y82', 'O43752')"
"('P16333', 'Q13177')"
"('P54257', 'Q9H5J8')"
"('P83731', 'P62913')"
"('P61964', 'Q99879')"
"('P05109', 'P19878')"
"('Q15375', 'P20936')"
"('P22612', 'O95622')"
"('P01871', 'P01024')"
"('Q06265', 'Q9Y2L1')"
"('P26927', 'P53990')"
"('Q15139', 'P16885')"
"('Q9Y2Q3', 'P43243')"
"('P60520', 'Q86SG6')"
"('P60953', 'P52306')"
"('Q9UBF2', 'Q99459')"
"('P15153', 'P53365')"
"('Q15118', 'Q15119')"
"('P01243', 'P47756')"
"('P08962', 'P12931')"
"('Q13573', 'P52294')"
"('Q92832', 'O60841')"
"('P42336', 'P42345')"
"('Q9H0A0', 'Q99459')"
"('Q16539', 'P53539')"
"('P00533', 'Q04695')"
"('Q13148', 'Q9UNZ2')"
"('P63104', 'Q75N03')"
"('Q14164', 'P49720')"
"('P49841', 'O75398')"
"('P78423', 'P51686')"
"('P55157', 'Q8TEW0')"
"('Q9UMN6', 'Q92599')"
"('P46108', 'O43390')"
"('O95544', 'P61981')"
"('P16112', 'P23142')"
"('Q9NPJ6', 'P48443')"
"('P62917', 'O00267')"
"('Q8WVB3', 'A5PKW4')"
"('P01889', 'P35080')"
"('P05112', 'Q99062')"
"('Q9UNK0', 'P51809')"
"('P42677', 'Q9H6R7')"
"('Q99816', 'O14964')"
"('O14544', 'P08887')"
"('P35658', 'Q9UMR2')"
"('Q99816', 'P04637')"
"('Q9NS61', 'Q6PIL6')"
"('P14770', 'P27986')"
"('P51681', 'P62310')"
"('O14512', 'P40238')"
"('P21246', 'O00231')"
"('O00308', 'Q9Y3C5')"
"('P48730', 'P04637')"
"('P53567', 'P55198')"
"('Q9UBQ5', 'Q9Y478')"
"('P52952', 'P43694')"
"('P04271', 'P14136')"
"('Q9UHV9', 'P40337')"
"('P45983', 'P30305')"
"('Q8TDR0', 'Q15555')"
"('P09913', 'Q05516')"
"('Q12933', 'P27695')"
"('Q96PU5', 'P22455')"
"('Q9UM73', 'P01111')"
"('P61981', 'Q9UJF2')"
"('O75116', 'P19634')"
"('P26641', 'P62993')"
"('Q14807', 'Q16891')"
"('P46379', 'P60510')"
"('P34932', 'P19838')"
"('O14793', 'O43765')"
"('P63211', 'Q9HBW0')"
"('Q02763', 'Q15147')"
"('P12830', 'P14923')"
"('O95470', 'Q9HC24')"
"('O95837', 'Q01970')"
"('P41440', 'P08047')"
"('Q04759', 'P15056')"
"('Q13547', 'Q13573')"
"('O95865', 'Q15418')"
"('Q9Y572', 'P38646')"
"('P13236', 'O00574')"
"('P12931', 'P40763')"
"('P49792', 'P21675')"
"('P37198', 'Q8WYP5')"
"('Q9H171', 'Q14164')"
"('Q96KR7', 'P12980')"
"('Q9NQW1', 'Q9Y6B6')"
"('Q12933', 'O60941')"
"('P23508', 'Q15653')"
"('Q05519', 'P26368')"
"('Q8WUY8', 'Q9UI14')"
"('O95067', 'Q9H2G2')"
"('Q9H4W6', 'P13521')"
"('Q8IZL8', 'Q16637')"
"('Q13393', 'Q6P5Z2')"
"('Q9BQD3', 'Q8N715')"
"('P13569', 'P04899')"
"('O95267', 'P62070')"
"('P43250', 'P49682')"
"('P35716', 'P18146')"
"('Q14008', 'P55157')"
"('P49407', 'P25025')"
"('Q5SW24', 'P17252')"
"('407006', 'P49918')"
"('Q13347', 'P55884')"
"('P98164', 'P01308')"
"('P49736', 'Q92796')"
"('P0CG48', 'P51617')"
"('P05013', 'P15509')"
"('Q8WUM4', 'Q53EZ4')"
"('P63104', 'Q8WZ42')"
"('Q86YV0', 'P62070')"
"('P31749', 'Q9UBP6')"
"('Q86XI6', 'P13807')"
"('P30260', 'Q13526')"
"('Q99717', 'Q15797')"
"('Q9HCM1', 'O60343')"
"('P17028', 'Q92993')"
"('Q8WVN8', 'Q6ZNA4')"
"('P41182', 'Q9H0J9')"
"('Q04759', 'Q9NSE2')"
"('P51946', 'P18074')"
"('P08648', 'Q9HBI1')"
"('P16220', 'Q569K4')"
"('P33176', 'P42262')"
"('O95813', 'P56704')"
"('O00483', 'Q9UGN5')"
"('P37840', 'P01308')"
"('P06241', 'P29597')"
"('P62877', 'Q93034')"
"('Q8N5W9', 'Q96I34')"
"('Q63HM2', 'Q96MT8')"
"('Q9H8S9', 'O15379')"
"('Q13362', 'Q9BXT2')"
"('Q13485', 'Q8TAK6')"
"('Q04864', 'Q00653')"
"('O95433', 'P62333')"
"('Q4LE39', 'O00422')"
"('P63165', 'P18146')"
"('P25098', 'P49682')"
"('Q96E35', 'Q8WZ19')"
"('P50552', 'P13612')"
"('Q9UI14', 'Q8N612')"
"('P51946', 'P51948')"
"('Q9ULA0', 'P01019')"
"('Q99878', 'Q16778')"
"('P51817', 'Q9H0K1')"
"('Q8TAK6', 'Q13485')"
"('Q13573', 'O60563')"
"('Q8NDB2', 'Q14571')"
"('P62837', 'Q9BZY9')"
"('P13232', 'P10912')"
"('P06241', 'Q9Y5X2')"
"('O60244', 'O95402')"
"('Q07157', 'P13645')"
"('P46459', 'P07332')"
"('Q13748', 'Q9Y6G9')"
"('O00591', 'P60520')"
"('P52797', 'P20936')"
"('P13501', 'O00574')"
"('P61968', 'O15066')"
"('P00533', 'Q9Y6R0')"
"('P40337', 'P26640')"
"('P31947', 'Q6ZU52')"
"('O15379', 'P29590')"
"('P52907', 'Q6IBS0')"
"('P03897', 'Q9P0J0')"
"('P16220', 'P27707')"
"('Q92985', 'Q13546')"
"('P04264', 'P19438')"
"('Q9HD42', 'Q9C0E8')"
"('P01241', 'P19235')"
"('P09651', 'P39748')"
"('Q13042', 'Q9BS18')"
"('P62081', 'P39019')"
"('O94875', 'Q9BUZ4')"
"('Q8TDY2', 'Q92574')"
"('P62487', 'Q9BTT4')"
"('Q15843', 'P33992')"
"('Q92731', 'P12931')"
"('P05062', 'Q8NFJ9')"
"('P51946', 'P33993')"
"('P68400', 'P05230')"
"('Q9Y6K9', 'Q9NQC7')"
"('O43295', 'Q8IXI1')"
"('O75821', 'P62330')"
"('P02766', 'Q15109')"
"('P08047', 'P15172')"
"('Q7Z699', 'Q9UBS4')"
"('P31350', 'P04637')"
"('Q6ZVL6', 'Q9UI95')"
"('P10767', 'P21802')"
"('P42766', 'P62891')"
"('Q02543', 'Q08117')"
"('O15360', 'O15287')"
"('Q9Y478', 'Q9UL03')"
"('P60510', 'P17987')"
"('P51531', 'P11473')"
"('P00441', 'Q13561')"
"('P49815', 'P08107')"
"('Q9UBP9', 'Q99459')"
"('P78527', 'Q99759')"
"('Q96HA1', 'P14136')"
"('O14745', 'P35228')"
"('P51636', 'P20264')"
"('O95182', 'P51970')"
"('Q13873', 'P12931')"
"('P04183', 'Q9NYR9')"
"('Q6UVK1', 'O95872')"
"('P85298', 'Q9HBH0')"
"('P04626', 'P16885')"
"('Q9UBR4', 'Q8TE12')"
"('Q9Y5U2', 'Q13813')"
"('P62714', 'P51617')"
"('P43405', 'P12314')"
"('Q02156', 'Q9H0C2')"
"('Q9NYU2', 'O95388')"
"('P62841', 'P62269')"
"('P08648', 'P05106')"
"('145781', 'Q9BQ04')"
"('O00329', 'O14787')"
"('P10276', 'P43354')"
"('P29353', 'Q99650')"
"('O00187', 'P0C0L5')"
"('Q92609', 'P60520')"
"('Q9UJU2', 'P25054')"
"('Q15637', 'O75400')"
"('Q9P2H0', 'Q13155')"
"('Q70EL3', 'P49716')"
"('Q92900', 'Q9NR19')"
"('Q13224', 'P23470')"
"('P26373', 'P62987')"
"('Q6P996', 'Q9Y5J5')"
"('Q5QNW6', 'Q96DB2')"
"('P38398', 'Q6STE5')"
"('P04004', 'P17301')"
"('P09661', 'P62330')"
"('Q8IX12', 'Q15366')"
"('Q06187', 'P41182')"
"('Q9UHD8', 'P62993')"
"('Q9Y3C7', 'Q9NWA0')"
"('P11229', 'P15311')"
"('Q8WWM7', 'Q00005')"
"('Q96CW1', 'Q92597')"
"('Q9NQL2', 'Q7L523')"
"('P68371', 'Q13409')"
"('O60814', 'Q9Y5B9')"
"('P00519', 'P15391')"
"('P49746', 'O75578')"
"('P23508', 'Q15056')"
"('O95433', 'Q92988')"
"('P49368', 'Q9H0Y0')"
"('P46940', 'P28482')"
"('O00268', 'P42858')"
"('P14770', 'P07359')"
"('Q92922', 'P24522')"
"('O75578', 'P56199')"
"('Q9UBI6', 'Q00975')"
"('P68104', 'P62993')"
"('P04637', 'Q96ST3')"
"('Q9NW08', 'P05423')"
"('Q8WVX9', 'Q9H7B4')"
"('P36873', 'Q96BA8')"
"('P18146', 'Q06609')"
"('Q07889', 'Q9HBH0')"
"('P61421', 'O60663')"
"('Q13237', 'P50552')"
"('Q9BUL8', 'P61289')"
"('O15534', 'P78368')"
"('Q13077', 'Q9BYM8')"
"('Q15334', 'P35580')"
"('Q9Y5B9', 'P84243')"
"('Q9BY11', 'O95251')"
"('O95816', 'Q9NX70')"
"('Q93096', 'Q12974')"
"('P42702', 'P23458')"
"('Q14164', 'Q6P1L8')"
"('Q9H1C4', 'O96005')"
"('P35626', 'Q9H343')"
"('P35998', 'Q14164')"
"('P46777', 'P39023')"
"('Q02833', 'P48736')"
"('Q9UI26', 'P62330')"
"('P48740', 'P0C0L5')"
"('Q16082', 'Q9HAW0')"
"('O15260', 'Q9H1C4')"
"('Q99459', 'O00148')"
"('Q9UER7', 'P04637')"
"('Q99459', 'Q99832')"
"('P13569', 'Q7LBE3')"
"('P06493', 'Q9H211')"
"('P16104', 'Q8WUI4')"
"('Q9UBS0', 'Q13057')"
"('Q92731', 'O75928')"
"('O43823', 'Q04206')"
"('Q8WTQ7', 'P32246')"
"('P01116', 'P07910')"
"('Q05397', 'P18564')"
"('Q5TCQ9', 'Q13224')"
"('P51784', 'Q96EI5')"
"('Q07955', 'Q00839')"
"('Q6BCY4', 'P38432')"
"('O43597', 'Q9P283')"
"('Q9BZI7', 'Q12986')"
"('Q05193', 'P18146')"
"('P28482', 'P05023')"
"('O00182', 'P20701')"
"('Q92839', 'P56537')"
"('O00459', 'Q99704')"
"('P46109', 'P42229')"
"('P48147', 'Q9Y478')"
"('P09874', 'P10275')"
"('Q969F2', 'O14640')"
"('Q9UHV7', 'Q9NVC6')"
"('O75376', 'Q9Y618')"
"('A0JLT2', 'Q96JH8')"
"('P16104', 'P02545')"
"('P55060', 'P61981')"
"('P25054', 'P01876')"
"('P26196', 'Q9GZS1')"
"('Q99877', 'Q7L7L0')"
"('Q9Y5S2', 'Q07157')"
"('407003', 'Q13555')"
"('P62993', 'Q6FI13')"
"('P01106', 'Q659C4')"
"('P46527', 'P20248')"
"('P60520', 'O60684')"
"('Q04771', 'P10114')"
"('P51617', 'P59046')"
"('Q15554', 'P49959')"
"('P49810', 'Q07817')"
"('Q8TA86', 'Q07955')"
"('Q9Y4P8', 'Q9Y266')"
"('Q14103', 'P84103')"
"('P48454', 'Q9UM13')"
"('P55157', 'Q9UIF9')"
"('O75376', 'P03372')"
"('P37840', 'Q13526')"
"('Q16254', 'P38398')"
"('Q5JWF2', 'P47712')"
"('Q9HCE7', 'P0CG47')"
"('Q07890', 'O75578')"
"('P60763', 'Q92558')"
"('P19784', 'P68400')"
"('P43364', 'O14832')"
"('O00255', 'Q9UNA1')"
"('Q9P0T4', 'P36406')"
"('P52735', 'Q8WV28')"
"('Q5VYV7', 'Q92889')"
"('Q16623', 'O00161')"
"('P07384', 'P25963')"
"('P62136', 'Q07817')"
"('Q02543', 'Q9UL18')"
"('O95907', 'P62820')"
"('P05556', 'Q9HBI0')"
"('Q14161', 'Q96DR7')"
"('P17676', 'P40763')"
"('P53667', 'P18146')"
"('P62140', 'P16220')"
"('Q3MHD2', 'P40337')"
"('Q86YW0', 'P24723')"
"('P56645', 'P23760')"
"('Q13535', 'Q9BUG6')"
"('Q9HCK5', 'Q13310')"
"('Q96HA1', 'O60711')"
"('P78330', 'P46781')"
"('Q05086', 'Q01064')"
"('Q05639', 'P62258')"
"('Q9UJY5', 'P0CG47')"
"('Q8NEM0', 'Q8TAQ2')"
"('P62993', 'Q9UQC2')"
"('P49716', 'Q4KMQ2')"
"('O94813', 'P01106')"
"('P63173', 'Q9UNX3')"
"('P05412', 'P35228')"
"('P28070', 'Q9Y4K3')"
"('P08173', 'Q9UK08')"
"('P25054', 'P03905')"
"('O15467', 'P51677')"
"('P45973', 'Q71U36')"
"('P62841', 'Q96B02')"
"('Q15019', 'P01889')"
"('O60879', 'P49450')"
"('P21796', 'P49662')"
"('P05067', 'P29353')"
"('P25445', 'Q92835')"
"('P04181', 'P30480')"
"('Q9HBI0', 'P18084')"
"('O95400', 'P09012')"
"('Q969T4', 'Q86UW7')"
"('P62987', 'P49281')"
"('P49768', 'P49755')"
"('P22694', 'Q14571')"
"('Q86Y39', 'O43678')"
"('Q9Y2Q3', 'Q14D04')"
"('Q9P2H0', 'Q16891')"
"('P51617', 'P22301')"
"('P62993', 'Q9H9L3')"
"('P62136', 'Q8TEY5')"
"('P55786', 'P23508')"
"('Q16394', 'P26441')"
"('P01106', 'Q86UD0')"
"('P27986', 'P55157')"
"('Q15797', 'Q13153')"
"('P55036', 'P15172')"
"('P16220', 'P56279')"
"('O95832', 'P56748')"
"('Q8TES7', 'Q15834')"
"('P39748', 'P12004')"
"('P62263', 'P46781')"
"('Q8WXX5', 'P68431')"
"('Q99460', 'P63104')"
"('P23511', 'P10912')"
"('O75800', 'Q96P09')"
"('Q16619', 'P19235')"
"('Q9Y3U8', 'O60739')"
"('P28066', 'P25789')"
"('Q14703', 'O75956')"
"('P51451', 'P04626')"
"('P14921', 'O95551')"
"('P25205', 'Q9P2S5')"
"('O15047', 'Q99880')"
"('Q9Y478', 'Q8NDZ4')"
"('P16885', 'Q9H204')"
"('Q92752', 'Q05397')"
"('P05014', 'Q01344')"
"('P52701', 'P12004')"
"('P25705', 'P56381')"
"('P33991', 'P53350')"
"('Q96L91', 'P16104')"
"('Q9BVW5', 'Q9Y248')"
"('P63104', 'P04637')"
"('P19878', 'P04899')"
"('P68104', 'Q16891')"
"('Q00403', 'P08243')"
"('Q9Y5K5', 'Q9H9F9')"
"('Q15172', 'Q9BVP2')"
"('Q15021', 'Q13573')"
"('P32121', 'Q9P1Q5')"
"('P24043', 'P16070')"
"('P01106', 'P52306')"
"('Q04864', 'Q14164')"
"('O00231', 'Q99459')"
"('P45880', 'Q9H3N1')"
"('Q9UL18', 'Q96EY7')"
"('O43852', 'P02743')"
"('Q7L5Y6', 'Q8NHY2')"
"('O60383', 'P21673')"
"('Q9H1C0', 'P84996')"
"('Q9Y224', 'Q9NRI5')"
"('Q9UHD8', 'P61026')"
"('Q9NRA1', 'P09619')"
"('P51668', 'Q9H6Y7')"
"('P10275', 'P08238')"
"('Q9Y2T4', 'Q9UBN1')"
"('O60675', 'Q14494')"
"('P01133', 'P21802')"
"('Q13077', 'P43489')"
"('O60603', 'P35247')"
"('P16220', 'P43146')"
"('Q9BUE0', 'A0JLT2')"
"('Q8NEM7', 'Q86TJ2')"
"('Q9ULV5', 'O75956')"
"('P02786', 'Q14164')"
"('Q969F0', 'Q8N6Y0')"
"('P14317', 'P42574')"
"('P18074', 'Q13889')"
"('P55085', 'P50148')"
"('O15350', 'P42224')"
"('O95299', 'P03886')"
"('P02461', 'P18564')"
"('P12931', 'Q8NER1')"
"('P48736', 'P01112')"
"('Q9H1Y0', 'Q8IUC4')"
"('Q13976', 'O76074')"
"('Q9H582', 'P18146')"
"('P19022', 'O60331')"
"('P00519', 'Q13905')"
"('Q7Z3G6', 'Q9UGN5')"
"('Q9Y4W2', 'Q8IZL8')"
"('Q9NR46', 'Q9GZZ9')"
"('Q13976', 'P36873')"
"('Q9Y478', 'Q9BUM1')"
"('Q92844', 'P62158')"
"('P28482', 'P01889')"
"('P20908', 'P18084')"
"('O15160', 'P53803')"
"('P42766', 'P35268')"
"('P62330', 'P54577')"
"('Q15038', 'Q8WV99')"
"('Q9UMD9', 'O60437')"
