negatives
"('Q05513', 'Q04759')"
"('Q15029', 'P61981')"
"('P21246', 'O75056')"
"('P08238', 'P08865')"
"('Q14653', 'P32881')"
"('Q9H0E9', 'P62805')"
"('Q13151', 'Q86V81')"
"('Q15047', 'Q9BWC9')"
"('Q9H257', 'Q15759')"
"('P29474', 'Q8IVI9')"
"('Q9UKW4', 'Q9Y6Q6')"
"('Q13315', 'P26639')"
"('P63151', 'Q9Y243')"
"('Q13888', 'P10275')"
"('Q5T2W1', 'P25092')"
"('O95299', 'P03915')"
"('P06576', 'P21281')"
"('Q15759', 'Q13541')"
"('P51003', 'Q01130')"
"('P60900', 'P25787')"
"('Q13573', 'Q96QU8')"
"('Q9NSC2', 'P63279')"
"('P62837', 'Q15796')"
"('Q9Y6X2', 'Q13485')"
"('A6NL26', 'P38405')"
"('5512', 'P41236')"
"('P35080', 'Q9NTX7')"
"('Q13573', 'Q9NYF8')"
"('Q13976', 'Q99941')"
"('Q13185', 'Q5T6C5')"
"('P23443', 'Q9BY77')"
"('P35372', 'Q9P2W3')"
"('P32121', 'P51684')"
"('P27348', 'P04049')"
"('P62851', 'P46781')"
"('Q02750', 'P27361')"
"('Q13315', 'Q05086')"
"('P25054', 'O15020')"
"('Q5SZD4', 'P60510')"
"('Q13568', 'Q9BX10')"
"('Q15788', 'P48443')"
"('P32239', 'Q06124')"
"('P01106', 'Q9NUN5')"
"('P22557', 'P22314')"
"('P36578', 'P62917')"
"('Q6WCQ1', 'P29692')"
"('P55103', 'Q04771')"
"('P53778', 'Q12778')"
"('P46939', 'Q9Y4J8')"
"('Q93077', 'O60814')"
"('Q8IY92', 'P43246')"
"('P62195', 'O00232')"
"('Q15834', 'Q9Y3M9')"
"('P11532', 'P68032')"
"('P30101', 'P08582')"
"('Q9H1D9', 'Q9BT43')"
"('P35626', 'Q8NGG7')"
"('Q07890', 'O15144')"
"('O43809', 'P48740')"
"('P10912', 'Q16829')"
"('O95704', 'P00533')"
"('Q9UBF2', 'Q13573')"
"('P62263', 'O43353')"
"('O75376', 'Q86T24')"
"('P62873', 'P50151')"
"('Q13485', 'Q8N6I1')"
"('P20226', 'P25208')"
"('P51571', 'P20333')"
"('Q99558', 'P36578')"
"('Q96N67', 'P61587')"
"('Q12933', 'Q15382')"
"('Q16566', 'Q07343')"
"('Q9Y6K9', 'P62263')"
"('Q13233', 'P42677')"
"('Q9Y4G6', 'P13612')"
"('P27694', 'Q9H1I8')"
"('Q53EZ4', 'P23258')"
"('O00273', 'P63104')"
"('Q9H8V3', 'Q02241')"
"('Q96RN5', 'A0JLT2')"
"('P61160', 'Q99459')"
"('Q9UKX7', 'Q5SRE5')"
"('Q969Y2', 'Q9H4K1')"
"('P04637', 'P42773')"
"('P23396', 'P61247')"
"('O94979', 'Q15436')"
"('Q00978', 'P05161')"
"('P05154', 'P20151')"
"('O14576', 'Q96FJ2')"
"('Q9H1A4', 'P14635')"
"('P13631', 'P11831')"
"('P21728', 'P30542')"
"('Q15029', 'Q96PU8')"
"('O95832', 'P56880')"
"('P01588', 'Q8IU57')"
"('Q9UHD0', 'P01589')"
"('Q13882', 'O14654')"
"('P14324', 'P62070')"
"('P42263', 'Q13224')"
"('Q15648', 'P10276')"
"('P63104', 'P34932')"
"('P01106', 'Q9Y2X3')"
"('Q15014', 'Q9H0E9')"
"('P62805', 'P55001')"
"('P30304', 'P41227')"
"('Q13555', 'Q8IZS8')"
"('Q9NW38', 'O15360')"
"('P14778', 'P31749')"
"('Q13319', 'P12814')"
"('O95167', 'P51970')"
"('P50570', 'Q96B97')"
"('Q9UBD3', 'P25024')"
"('P01106', 'Q96BU1')"
"('Q9NWK9', 'Q15796')"
"('P11274', 'O14908')"
"('O75419', 'P60510')"
"('P17252', 'Q5SW24')"
"('O95754', 'Q9ULL4')"
"('Q92837', 'O14641')"
"('O15085', 'P61587')"
"('Q9Y230', 'Q9NRQ2')"
"('Q00597', 'Q13813')"
"('P63000', 'P61586')"
"('P0CG48', 'Q96B97')"
"('Q13625', 'P10070')"
"('Q9NS68', 'O00463')"
"('P14866', 'P67809')"
"('P11678', 'P16333')"
"('Q99717', 'O00231')"
"('Q9H7B4', 'P40425')"
"('P47897', 'Q7L190')"
"('O14775', 'P48051')"
"('P63279', 'P10276')"
"('O14545', 'Q9Y4K3')"
"('Q9Y2Q3', 'P33991')"
"('P12111', 'P31431')"
"('Q13315', 'Q9NVI1')"
"('Q16576', 'Q9H7L9')"
"('P35243', 'Q8WTQ7')"
"('Q9H2H8', 'O95391')"
"('O95931', 'P51784')"
"('P01106', 'A8MT69')"
"('Q9BTT4', 'Q6P2C8')"
"('O14640', 'Q9NPI1')"
"('Q92538', 'P31946')"
"('Q9NYJ8', 'Q9Y265')"
"('P02792', 'P43490')"
"('Q96KQ7', 'P08246')"
"('P12980', 'Q9UKT5')"
"('P01106', 'P60763')"
"('Q9UGN5', 'Q8N8H1')"
"('Q9Y250', 'P19388')"
"('Q8NFD5', 'P01106')"
"('P62993', 'P01019')"
"('Q96IZ5', 'Q86SE5')"
"('P01106', 'Q16739')"
"('Q8N766', 'Q9H3R5')"
"('P54762', 'P00519')"
"('P51805', 'Q00535')"
"('Q16665', 'O60675')"
"('Q15628', 'O95373')"
"('Q92599', 'Q15019')"
"('P01871', 'O14791')"
"('O60504', 'P61978')"
"('O15105', 'Q15797')"
"('P62304', 'P57678')"
"('Q92574', 'O75807')"
"('Q9Y2M5', 'Q9UKR5')"
"('693122', 'O95931')"
"('Q15038', 'P0CG47')"
"('P0CAP2', 'P62424')"
"('P35080', 'Q9H0I3')"
"('O75815', 'P04626')"
"('Q00978', 'P55265')"
"('Q06587', 'Q9HC52')"
"('P29590', 'P36897')"
"('Q13315', 'Q9UIG0')"
"('Q9Y4G6', 'Q13797')"
"('Q9HBW0', 'O60262')"
"('Q13557', 'P01111')"
"('P19447', 'Q15545')"
"('Q15759', 'O43524')"
"('O60739', 'P46783')"
"('P0CG47', 'P60900')"
"('Q14118', 'P24043')"
"('P05067', 'Q14344')"
"('P68371', 'Q6PEY2')"
"('P03915', 'Q9NX14')"
"('P55345', 'Q14686')"
"('Q99962', 'O14531')"
"('P22455', 'Q00722')"
"('Q9BW27', 'P49790')"
"('P07437', 'Q96AH8')"
"('P52292', 'O00141')"
"('P62847', 'P62841')"
"('P22681', 'Q16827')"
"('Q9Y385', 'O43164')"
"('O94822', 'P62837')"
"('Q15366', 'Q01081')"
"('P68032', 'O43516')"
"('P01834', 'Q03135')"
"('P62280', 'P60866')"
"('Q96LM6', 'P43364')"
"('P04637', 'Q03468')"
"('Q6P4A7', 'Q15714')"
"('O14879', 'Q13114')"
"('P12757', 'Q13569')"
"('P0CG47', 'Q9NZ52')"
"('P56856', 'Q8N6F1')"
"('Q96B97', 'P06729')"
"('P52756', 'O60508')"
"('Q9BZ29', 'Q9HBH0')"
"('P0CG48', 'P53355')"
"('Q01970', 'Q8TEW0')"
"('P48436', 'P13688')"
"('Q12933', 'Q13526')"
"('P17844', 'Q92841')"
"('Q9UQC9', 'P16144')"
"('Q13683', 'P53708')"
"('Q13363', 'Q03164')"
"('P09601', 'Q01085')"
"('P51965', 'Q9UII4')"
"('P42768', 'P06241')"
"('P34931', 'P20333')"
"('P08572', 'P08246')"
"('Q9Y5J5', 'Q99742')"
"('Q16778', 'Q9P287')"
"('Q13153', 'P36507')"
"('Q96BY2', 'P18146')"
"('Q9Y2S0', 'Q9NYV6')"
"('P98175', 'P50914')"
"('P32969', 'P27635')"
"('P52756', 'Q13243')"
"('Q14994', 'P62195')"
"('Q13237', 'Q00722')"
"('P13569', 'Q9NVI7')"
"('P01569', 'Q99665')"
"('P55072', 'P0CG48')"
"('O43809', 'Q13422')"
"('P53350', 'Q6UXH1')"
"('P23258', 'Q9BW27')"
"('Q8N6F1', 'Q9Y5I7')"
"('P13631', 'P10588')"
"('P10721', 'Q00610')"
"('O75928', 'Q13426')"
"('P06239', 'P00519')"
"('P56192', 'P07900')"
"('O15111', 'P01106')"
"('Q9BYG5', 'Q9NQ66')"
"('P12524', 'P61244')"
"('P67870', 'Q8N2H3')"
"('Q9NZ01', 'Q9UMX0')"
"('P62714', 'Q8WW35')"
"('Q14134', 'Q9BZW7')"
"('Q13185', 'Q9BZ95')"
"('P02786', 'Q14164')"
"('O76093', 'P35916')"
"('Q53FD0', 'P19012')"
"('P01889', 'Q9NR80')"
"('Q93077', 'P58876')"
"('Q96GM5', 'Q8TAQ2')"
"('P61619', 'P19438')"
"('Q13490', 'Q9Y6K9')"
"('P0CG48', 'P46736')"
"('P18031', 'P35222')"
"('P14859', 'P08047')"
"('Q9H1I8', 'O60341')"
"('Q9UBB5', 'Q16576')"
"('O43752', 'Q9P253')"
"('Q96DU9', 'Q9H074')"
"('P48729', 'P30304')"
"('Q15910', 'Q13387')"
"('P84022', 'Q9GZV5')"
"('P08912', 'P29992')"
"('Q93077', 'P56524')"
"('P18146', 'Q9BYV1')"
"('P24723', 'Q9H492')"
"('P29353', 'P52735')"
"('P25705', 'P21281')"
"('P18621', 'P46776')"
"('O00295', 'P50222')"
"('P10828', 'P48736')"
"('Q9BXW9', 'Q9Y4K3')"
"('O43524', 'Q16690')"
"('P16104', 'P07900')"
"('P0CG48', 'Q15303')"
"('P49767', 'P06213')"
"('Q9NY65', 'O43237')"
"('Q9UL25', 'P23508')"
"('O95400', 'P84103')"
"('Q99459', 'O15160')"
"('O75528', 'P10276')"
"('Q96QB1', 'P01889')"
"('P16104', 'O43390')"
"('P61956', 'P49792')"
"('P53350', 'Q9H6R7')"
"('P62993', 'Q13568')"
"('P25774', 'P48382')"
"('Q14247', 'Q13177')"
"('P62424', 'P50914')"
"('Q9Y264', 'P22607')"
"('Q7L5N1', 'Q99624')"
"('Q9UQ90', 'Q99750')"
"('Q92614', 'P54253')"
"('Q03426', 'Q01844')"
"('P10826', 'P17676')"
"('Q9NQU5', 'P04049')"
"('Q9C086', 'P18065')"
"('Q13950', 'P10275')"
"('Q01844', 'Q96CW9')"
"('P62899', 'P62891')"
"('Q9Y261', 'Q9UBC0')"
"('Q06187', 'Q9Y4D1')"
"('Q9H5H4', 'Q9UI09')"
"('Q9Y3M8', 'O00212')"
"('O14788', 'O95865')"
"('O14610', 'Q92569')"
"('P24941', 'Q02363')"
"('Q9UBN7', 'Q8N257')"
"('Q13151', 'Q16629')"
"('P60880', 'Q13277')"
"('P78527', 'P33992')"
"('O00463', 'O43318')"
"('Q7L576', 'A6NMX2')"
"('P15391', 'Q9UKW4')"
"('P34903', 'P60520')"
"('Q9UQ90', 'Q5UIP0')"
"('P55773', 'P49238')"
"('Q9HA65', 'Q15758')"
"('Q14164', 'P41091')"
"('P43243', 'Q99459')"
"('O15379', 'Q7L7L0')"
"('Q9H0E9', 'Q9NPF5')"
"('O14645', 'P42858')"
"('Q9Y4K3', 'P21860')"
"('Q07325', 'P49682')"
"('P12956', 'O60613')"
"('P21359', 'Q07890')"
"('P26441', 'Q99062')"
"('Q9NYY3', 'Q9Y2H0')"
"('O75365', 'Q8NE01')"
"('P34932', 'P10144')"
"('Q9ULV8', 'O00459')"
"('Q9UDY8', 'Q9NYJ8')"
"('P10147', 'P25024')"
"('P19174', 'Q7Z408')"
"('P05771', 'O15530')"
"('P41279', 'P18146')"
"('P34969', 'P63092')"
"('O60941', 'P35609')"
"('406967', 'P00374')"
"('P04637', 'Q12873')"
"('P63104', 'Q07889')"
"('P19474', 'Q92985')"
"('O75326', 'P05556')"
"('Q9Y4K3', 'Q13489')"
"('Q14164', 'P62491')"
"('Q9NRI5', 'Q63HM2')"
"('Q09028', 'O95983')"
"('O60814', 'Q15291')"
"('P60520', 'Q96QV1')"
"('Q92561', 'Q7L5N1')"
"('Q92997', 'P46783')"
"('P61586', 'O60331')"
"('Q00987', 'P29034')"
"('O94805', 'Q92925')"
"('P61289', 'Q9UET6')"
"('P08107', 'P21757')"
"('P62136', 'Q9Y2W2')"
"('Q5VYV7', 'Q13043')"
"('Q96QZ7', 'P35609')"
"('P62979', 'Q9UNE7')"
"('P16298', 'Q9NYG5')"
"('Q13547', 'Q14188')"
"('P09693', 'P07766')"
"('Q9UKK9', 'P01241')"
"('P16871', 'P67936')"
"('574442', 'P28676')"
"('P56703', 'O75581')"
"('O15105', 'Q13485')"
"('Q13111', 'P20248')"
"('Q9NPJ8', 'Q9H1B4')"
"('P61586', 'Q9P286')"
"('P12814', 'P18084')"
"('P28065', 'Q96J02')"
"('Q14CB8', 'Q7L0Q8')"
"('P13569', 'O75340')"
"('P04637', 'Q9BUJ2')"
"('Q14790', 'P10144')"
"('P18825', 'P29992')"
"('P20618', 'Q9UET6')"
"('P56279', 'P17275')"
"('Q92901', 'P46777')"
"('P02766', 'P25713')"
"('P27694', 'Q13472')"
"('O95267', 'P01112')"
"('P01243', 'P11177')"
"('P46783', 'Q9Y6K9')"
"('Q9H1J1', 'P15170')"
"('Q8N163', 'Q8IXH7')"
"('P51685', 'O60674')"
"('P08754', 'Q8NFM4')"
"('Q86TI0', 'P61006')"
"('Q96EV8', 'Q9UL45')"
"('P78536', 'P28482')"
"('P08069', 'Q9NZN5')"
"('Q15797', 'Q9UGU0')"
"('P06899', 'P0C5Z0')"
"('Q12933', 'Q8N5R6')"
"('P53350', 'Q9BQ83')"
"('Q8TCW9', 'P61081')"
"('Q03164', 'Q9GZS3')"
"('P51817', 'O14610')"
"('O15198', 'P22670')"
"('406987', 'P09486')"
"('P51572', 'P11215')"
"('Q9BQ66', 'P54259')"
"('O60739', 'P68036')"
"('Q96FW1', 'Q00987')"
"('Q63ZY3', 'P68400')"
"('Q8NEY8', 'Q9UJ70')"
"('P62249', 'P62841')"
"('Q9UK08', 'P40145')"
"('Q96P09', 'P51668')"
"('P54619', 'P98177')"
"('P43246', 'P62330')"
"('P08172', 'P50150')"
"('Q13905', 'P62993')"
"('O95257', 'Q9NQ29')"
"('Q99575', 'O95707')"
"('P36873', 'P62158')"
"('P63208', 'P36873')"
"('P84022', 'P30153')"
"('Q9H307', 'P63279')"
"('Q86XK2', 'P29401')"
"('P10276', 'P45983')"
"('Q00535', 'P42858')"
"('Q9Y463', 'Q16539')"
"('P01106', 'Q9UNY4')"
"('P31749', 'P35222')"
"('P35070', 'Q15303')"
"('Q16836', 'Q6WCQ1')"
"('Q9BQD3', 'Q9UJ41')"
"('P01889', 'O00299')"
"('O60318', 'Q9H5J8')"
"('P62807', 'Q9BY41')"
"('Q9NYY1', 'Q5VWK5')"
"('Q15417', 'P50402')"
"('Q9BPW8', 'P41743')"
"('P20273', 'P29350')"
"('Q9P0J0', 'Q6UX06')"
"('Q12846', 'P63027')"
"('Q92843', 'Q13323')"
"('P49815', 'P27348')"
"('Q5JWF2', 'O14610')"
"('Q16512', 'Q16236')"
"('Q14767', 'P06241')"
"('P19793', 'P14859')"
"('P50750', 'O60583')"
"('P83881', 'P26373')"
"('Q04206', 'P60510')"
"('O15392', 'P55211')"
"('Q9Y265', 'P35398')"
"('Q969T4', 'Q6UVK1')"
"('Q13573', 'Q8IYB3')"
"('P18077', 'P29372')"
"('Q8WXH5', 'Q8IU57')"
"('Q9P2F6', 'P61587')"
"('O95400', 'P62308')"
"('Q15311', 'Q14192')"
"('Q9Y5K5', 'O60739')"
"('Q9P0W2', 'Q15834')"
"('Q16778', 'Q96QV6')"
"('Q13315', 'Q9P0P0')"
"('P10914', 'P51692')"
"('P04233', 'P20036')"
"('Q92793', 'Q14653')"
"('343477', 'P43686')"
"('P12544', 'P04150')"
"('P51610', 'Q09028')"
"('Q00005', 'P60510')"
"('P12956', 'P46783')"
"('Q92835', 'P24394')"
"('Q9Y4K3', 'Q9BY44')"
"('P26006', 'P16144')"
"('P62877', 'P62805')"
"('Q99708', 'Q9UQ84')"
"('P49759', 'P26368')"
"('P43243', 'Q04206')"
"('P63104', 'O14974')"
"('P30872', 'Q13424')"
"('P11142', 'P05067')"
"('Q9NVI1', 'P0CG48')"
"('Q00653', 'P38936')"
"('Q13868', 'Q8TF46')"
"('Q9HAW4', 'P23025')"
"('O60318', 'Q6P1J9')"
"('P08069', 'Q9ULV8')"
"('O75674', 'Q86YL7')"
"('P60709', 'Q9HBI1')"
"('O15182', 'O95229')"
"('P62995', 'P38159')"
"('Q9UBN6', 'Q9Y266')"
"('Q13233', 'P08670')"
"('Q9BQI3', 'O15264')"
"('Q13418', 'P61604')"
"('Q99558', 'P16989')"
"('Q07666', 'P20936')"
"('O43768', 'O95376')"
"('Q16537', 'P54284')"
"('O95251', 'P06746')"
"('P04899', 'P29474')"
"('Q9NX70', 'P62487')"
"('Q13151', 'Q14103')"
"('O60814', 'O15379')"
"('P49841', 'Q15029')"
"('Q15843', 'Q9BY44')"
"('P01138', 'P04629')"
"('Q16891', 'P02768')"
"('P56748', 'O95471')"
"('Q9UQM7', 'Q68CJ9')"
"('P52735', 'Q07890')"
"('P15056', 'P06400')"
"('O15514', 'Q6P1J9')"
"('Q6PD62', 'P24928')"
"('Q9UL46', 'Q13200')"
"('Q8N5Z0', 'P49792')"
"('P01570', 'Q08334')"
"('P08174', 'P08571')"
"('P10276', 'Q15744')"
"('406909', 'Q9BYH8')"
"('P58340', 'Q9UHY1')"
"('Q9Y478', 'P26038')"
"('P11802', 'Q13547')"
"('Q96PM9', 'O75800')"
"('O75886', 'O95630')"
"('P62241', 'P62269')"
"('O75533', 'P49841')"
"('O15479', 'Q93009')"
"('P63211', 'Q01970')"
"('P08123', 'P14316')"
"('Q13315', 'O60232')"
"('P51671', 'P51677')"
"('Q92600', 'P51679')"
"('Q13557', 'Q9UF02')"
"('Q13555', 'Q9BXT2')"
"('Q96EK6', 'O60684')"
"('P27707', 'A0JLT2')"
"('Q00987', 'P06400')"
"('P68366', 'P06241')"
"('O95461', 'O43505')"
"('Q9H7H1', 'Q9Y5J5')"
"('Q9H093', 'P07900')"
"('O43187', 'Q7L8L6')"
"('Q96KS0', 'Q9Y3A3')"
"('O14543', 'P20936')"
"('Q14689', 'P98082')"
"('P20073', 'Q99832')"
"('O43741', 'Q96B36')"
"('Q7L7L0', 'O15379')"
"('Q05513', 'P04049')"
"('P60602', 'Q13158')"
"('O14818', 'Q9P2G9')"
"('P15622', 'Q9UJC3')"
"('Q15172', 'Q9UBN1')"
"('Q9Y383', 'P61981')"
"('Q16630', 'Q9H0M0')"
"('Q15370', 'Q9H8Y8')"
"('Q9P286', 'Q9UGJ1')"
"('Q8TEM1', 'P49790')"
"('Q14197', 'Q8IY92')"
"('Q5D1E8', 'Q12933')"
"('P09919', 'P14784')"
"('Q38SD2', 'Q8N9P6')"
"('P05771', 'P56537')"
"('O60907', 'Q8IUQ4')"
"('P01562', 'Q09472')"
"('Q05516', 'P38936')"
"('Q9UQK1', 'Q96SB3')"
"('A8K6C2', 'Q8N6P7')"
"('P61247', 'Q9H6J7')"
"('O75830', 'Q9UMX0')"
"('P16144', 'Q03001')"
"('Q9UJU2', 'Q92793')"
"('P63261', 'Q9HBI1')"
"('Q58WW2', 'Q9HAU4')"
"('P02452', 'P18564')"
"('Q9H1J1', 'Q9GZY0')"
"('Q96RU7', 'Q9Y2D1')"
"('O43918', 'P20700')"
"('P02787', 'P16871')"
"('P51955', 'P30260')"
"('O43524', 'P06493')"
"('P16410', 'O00459')"
"('P42684', 'P63000')"
"('Q2KHR2', 'P01857')"
"('Q15750', 'P62158')"
"('P54274', 'P54132')"
"('P63279', 'Q14CS0')"
"('Q9Y2X8', 'Q86UW9')"
"('Q08170', 'P55795')"
"('P62714', 'Q9UF02')"
"('P17535', 'P32519')"
"('Q9BXK5', 'P60520')"
"('Q9Y230', 'Q8NBZ0')"
"('Q92925', 'P51532')"
"('Q9Y3A3', 'P49736')"
"('Q8TDR0', 'P78559')"
"('P84243', 'Q96T88')"
"('Q13087', 'Q9NRR5')"
"('P78352', 'P63167')"
"('P49459', 'Q9GZS3')"
"('Q13387', 'Q7L266')"
"('P08670', 'Q9BVJ6')"
"('P26038', 'P60568')"
"('P04183', 'Q6IE81')"
"('P48039', 'P28482')"
"('Q02447', 'P20702')"
"('P80075', 'P61073')"
"('P50502', 'P22392')"
"('Q9UNM6', 'Q13200')"
"('O60238', 'Q9HCK4')"
"('Q14164', 'P20339')"
"('Q9NRG1', 'Q01844')"
"('P01106', 'O75592')"
"('P01889', 'P30046')"
"('P68363', 'Q9Y3M8')"
"('Q14197', 'Q9Y399')"
"('P09619', 'P27449')"
"('Q13569', 'P10275')"
"('Q14240', 'Q13332')"
"('Q9NPH3', 'Q9NWZ3')"
"('P18754', 'P14618')"
"('Q13191', 'P08887')"
"('Q14596', 'P49840')"
"('P60709', 'P38936')"
"('Q9UNE7', 'Q9H4L4')"
"('Q13618', 'Q15843')"
"('P60866', 'Q9C0C9')"
"('Q8WU20', 'P12956')"
"('P07910', 'Q96IZ5')"
"('Q86VW0', 'O76061')"
"('P98170', 'P51965')"
"('Q04206', 'P17987')"
"('Q86VP1', 'Q9Y4K3')"
"('P19793', 'Q07869')"
"('P45983', 'P35568')"
"('Q9NZI8', 'Q9HCK5')"
"('P50151', 'O60840')"
"('Q96QV1', 'Q92956')"
"('Q13237', 'P32418')"
"('Q8IXM3', 'P26641')"
"('O14561', 'O43678')"
"('P48454', 'Q9UJX2')"
"('Q712K3', 'Q27J81')"
"('Q9NVZ3', 'O15162')"
"('Q9BRP4', 'P43686')"
"('P43699', 'P00519')"
"('P78344', 'Q9Y2Q3')"
"('P05141', 'Q15796')"
"('P08047', 'P98161')"
"('P42685', 'P60484')"
"('P07948', 'Q01344')"
"('Q12933', 'O95201')"
"('Q00005', 'P17987')"
"('Q9Y6M9', 'O75251')"
"('O94777', 'O60762')"
"('O95999', 'Q9BXL7')"
"('O94776', 'Q9BTC8')"
"('P25786', 'Q9Y3Q8')"
"('P06576', 'O95059')"
"('P00403', 'Q14197')"
"('P62195', 'P01583')"
"('Q9UJW3', 'P20671')"
"('Q92914', 'P21802')"
"('P42702', 'O60674')"
"('Q5UIP0', 'Q03013')"
"('Q9NRF9', 'Q96ES7')"
"('P26038', 'Q13464')"
"('Q9Y6K9', 'P43246')"
"('Q16637', 'O60506')"
"('P15151', 'Q15762')"
"('Q13268', 'P60709')"
"('O95149', 'P09104')"
"('O43353', 'Q5EG05')"
"('P18146', 'P21589')"
"('P05997', 'P17301')"
"('P31249', 'P16220')"
"('P20718', 'P55957')"
"('O15160', '100008587')"
"('P43355', 'P14927')"
"('Q15021', 'Q15003')"
"('P28360', 'P20226')"
"('P16220', 'Q8N468')"
"('Q9NYJ8', 'O95816')"
"('Q96GX8', 'Q13432')"
"('Q8N5U6', 'P63279')"
"('Q9NW38', 'Q9NPI8')"
"('Q13155', 'P0CG48')"
"('Q8N6R0', 'P01106')"
"('Q9BTP7', 'Q0VG06')"
"('P09012', 'Q9UKA9')"
"('P62273', 'P29372')"
"('Q8IY92', 'P02768')"
"('Q9NVE7', 'Q15121')"
"('Q9H7E9', 'Q6QNY1')"
"('P62851', 'Q9HAU5')"
"('Q9ULV8', 'P15509')"
"('Q9NVV9', 'Q99459')"
"('Q13185', 'P29590')"
"('O43298', 'P49407')"
"('P02647', 'P00738')"
"('Q13322', 'P60510')"
"('P16333', 'Q9NR96')"
"('P02751', 'P01876')"
"('Q02363', 'Q02962')"
"('Q5T4S7', 'P63146')"
"('P18124', 'P27824')"
"('P30050', 'Q13573')"
"('O43264', 'P50748')"
"('P01584', 'Q04864')"
"('P52735', 'Q9Y6E0')"
"('P49810', 'Q9Y219')"
"('P63104', 'P07814')"
"('Q9NY61', 'P52435')"
"('Q9Y624', 'O14936')"
"('O95816', 'Q13233')"
"('Q07021', 'Q16629')"
"('Q99623', 'P11171')"
"('P10909', 'P01876')"
"('P09038', 'P21802')"
"('Q96L34', 'Q8ND90')"
"('P68400', 'Q9UKI9')"
"('Q9GZS1', 'O95602')"
"('Q9UKV8', 'P11388')"
"('Q38SD2', 'O96013')"
"('Q13151', 'P35637')"
"('Q96JB5', 'Q04206')"
"('O95467', 'O95622')"
"('P32927', 'Q07812')"
"('Q9NRR5', 'P04843')"
"('O75694', 'Q8N1F7')"
"('P48357', 'O43741')"
"('P0CG48', 'Q9UNZ2')"
"('Q9H4K1', 'Q96ED9')"
"('Q14164', 'P01298')"
"('P61081', 'Q8WTW4')"
"('P49411', 'P78396')"
"('Q14686', 'P03372')"
"('O60281', 'P02768')"
"('P08708', 'P63220')"
"('O14905', 'Q9ULW2')"
"('Q12923', 'Q52LW3')"
"('P60033', 'P13164')"
"('O75038', 'Q16513')"
"('Q05397', 'Q14511')"
"('P16410', 'P29350')"
"('P60520', 'O14764')"
"('Q13216', 'P19447')"
"('Q9BSJ2', 'Q96CW5')"
"('Q92974', 'O15117')"
"('Q9P2G9', 'Q92882')"
"('P43629', 'Q06124')"
"('P00519', 'O15255')"
"('Q96B97', 'P04629')"
"('P61073', 'P49716')"
"('P37231', 'P61964')"
"('P11142', 'Q99759')"
"('O60262', 'Q9NQ66')"
"('Q99816', 'P04637')"
"('Q96DF8', 'O60925')"
"('P50876', 'P62256')"
"('P09429', 'P04637')"
"('P02768', 'Q9Y383')"
"('P52630', 'Q9HBE4')"
"('Q08211', 'P26368')"
"('Q9GZX7', 'Q96EY1')"
"('Q9Y6F6', 'Q14643')"
"('P29622', 'P06870')"
"('Q14194', 'Q13115')"
"('P04114', 'P08107')"
"('P61981', 'Q00537')"
"('Q9Y4H2', 'Q06124')"
"('O60264', 'Q13547')"
"('Q14847', 'P68032')"
"('P62081', 'P22090')"
"('P22612', 'P26678')"
"('Q99836', 'O15455')"
"('Q9UKB1', 'P20333')"
"('Q5VTD9', 'Q92832')"
"('P24941', 'Q9UM13')"
"('P27708', 'Q99558')"
"('P61968', 'P53350')"
"('Q9BQ67', 'Q86VZ2')"
"('P15735', 'P27482')"
"('Q15836', 'Q14164')"
"('P42566', 'P04629')"
"('P35268', 'P61927')"
"('P18146', 'P10242')"
"('Q9BRX5', 'Q9Y248')"
"('P01023', 'P05112')"
"('Q15034', 'P0CG48')"
"('O76071', 'Q9UHI6')"
"('Q9NRZ7', 'Q8WZA2')"
"('Q15172', 'Q08289')"
"('Q8TD86', 'O14827')"
"('Q14164', 'P54920')"
"('Q13573', 'P50991')"
"('Q05655', 'Q92997')"
"('Q15796', 'O60518')"
"('P60953', 'P05814')"
"('P29375', 'P68431')"
"('Q12906', 'Q15427')"
"('P04141', 'Q5VWK5')"
"('Q9UL46', 'O00487')"
"('P61981', 'Q96B36')"
"('O00631', 'P26678')"
"('P0DJD1', 'P46060')"
"('Q9HBI1', 'P08648')"
"('P49810', 'Q9NZJ5')"
"('P31689', 'Q15628')"
"('P49662', 'Q6UB35')"
"('P27986', 'P29353')"
"('P12980', 'Q96AY2')"
"('P04275', 'P56199')"
"('P25100', 'Q03113')"
"('P62750', 'P62917')"
"('O75094', 'P07384')"
"('Q14188', 'O75182')"
"('Q9H981', 'Q9Y5K5')"
"('P55854', 'P23497')"
"('Q9BY11', 'P03928')"
"('Q99963', 'O14531')"
"('Q8IU54', 'Q8N6P7')"
"('Q15025', 'Q00653')"
"('P62241', 'Q15843')"
"('Q16539', 'P05783')"
"('P62854', 'Q969E8')"
"('P32519', 'P01100')"
"('P29590', 'O75376')"
"('O00299', 'Q14164')"
"('P54253', 'Q14671')"
"('P43360', 'Q9Y679')"
"('P61978', 'Q8IWZ8')"
"('Q9UBG0', 'P61812')"
"('Q52LW3', 'P43364')"
"('P01106', 'P60842')"
"('Q9UK08', 'Q08828')"
"('Q96S21', 'A5PKW4')"
"('P08758', 'P26358')"
"('P84077', 'O14579')"
"('Q6R327', 'P13645')"
"('Q15784', 'P04183')"
"('P40259', 'P43403')"
"('Q9NWB1', 'P54259')"
"('P30101', 'P11047')"
"('O43847', 'Q8IY92')"
