negatives
"('P01106', 'P14316')"
"('P01106', 'Q8WW01')"
"('P49755', 'Q9NZ42')"
"('Q92793', 'P23769')"
"('Q9NYV4', 'Q14532')"
"('Q14106', 'Q96DU9')"
"('P53539', 'P32519')"
"('P08238', 'P42224')"
"('Q9HCE7', 'Q9HAU4')"
"('Q9Y675', 'P62837')"
"('P68400', 'P49407')"
"('P40763', 'P16871')"
"('Q9UET6', 'P20618')"
"('P37840', 'P42858')"
"('P60953', 'P52306')"
"('Q12972', 'P31749')"
"('P01106', 'Q86VW0')"
"('P35609', 'P22459')"
"('Q9BV40', 'Q9H307')"
"('P05230', 'P10721')"
"('P04049', 'P31947')"
"('Q9NPI8', 'A8MT69')"
"('P13569', 'P04632')"
"('P04406', 'P27695')"
"('Q9BW66', 'P24941')"
"('O95139', 'O95298')"
"('P62158', 'P01111')"
"('O75369', 'P05106')"
"('Q9UJ41', 'Q9UJY4')"
"('Q9NR30', 'Q9Y5S2')"
"('P30085', 'Q15714')"
"('Q05513', 'Q13546')"
"('P62899', 'P40429')"
"('O75381', 'O00628')"
"('Q99828', 'Q14596')"
"('Q15717', 'Q96EB6')"
"('P15498', 'Q13094')"
"('P78357', 'Q9H2G2')"
"('Q17RP2', 'P07199')"
"('O14493', 'O95500')"
"('Q13547', 'Q15466')"
"('O95298', 'Q9Y6M9')"
"('P17612', 'P63218')"
"('Q16665', 'P10600')"
"('P08631', 'P48736')"
"('P56524', 'Q04917')"
"('Q99816', 'Q13415')"
"('Q14197', 'Q53H12')"
"('Q05655', 'Q9NRA0')"
"('P18146', 'O75298')"
"('O75030', 'Q09472')"
"('Q8IWE5', 'Q07866')"
"('P59998', 'P61158')"
"('Q8IXH7', 'P18615')"
"('Q99460', 'Q16401')"
"('P61981', 'Q96GE4')"
"('Q9Y5K6', 'O43248')"
"('P51692', 'P11309')"
"('Q13315', 'Q9BQE6')"
"('Q92913', 'P11362')"
"('P31948', 'Q9P2S5')"
"('Q9H7E9', 'Q8NHY6')"
"('P61981', 'P14635')"
"('O95405', 'Q86X76')"
"('P51965', 'Q5RIA9')"
"('Q8N109', 'P29350')"
"('O94805', 'Q96GM5')"
"('P06400', 'Q92569')"
"('Q9Y6K1', 'P84243')"
"('P50402', 'Q8N7W2')"
"('Q9UKX5', 'P16144')"
"('P16333', 'O60244')"
"('P50750', 'P06400')"
"('Q9NRI5', 'Q96JB5')"
"('P26599', 'Q96PU8')"
"('Q99417', 'Q08945')"
"('Q6V1X1', 'P02778')"
"('Q9Y383', 'Q9H492')"
"('O95388', 'P22309')"
"('P06454', 'Q99623')"
"('P62826', 'Q05639')"
"('P27348', 'Q8IV61')"
"('O60566', 'Q9Y6B7')"
"('P18206', 'Q7L014')"
"('Q9NVA2', 'Q15019')"
"('Q07820', 'Q13526')"
"('P56279', 'Q9Y243')"
"('P16220', 'P30533')"
"('Q04206', 'O00505')"
"('P08238', 'P28074')"
"('Q13315', 'Q9NRR6')"
"('Q14289', 'Q7L0Q8')"
"('P46781', 'Q9HCK5')"
"('Q8IUC4', 'P30504')"
"('P11234', 'Q96D71')"
"('P62136', 'P60484')"
"('P62280', 'Q9UET6')"
"('P68400', 'Q13112')"
"('P13051', 'P15927')"
"('Q13422', 'P63279')"
"('O75822', 'P60228')"
"('Q9H422', 'Q9NYA4')"
"('P62993', 'P33316')"
"('Q8IUQ4', 'P43146')"
"('P49207', 'P62891')"
"('O60260', 'P0CG47')"
"('Q8TAP6', 'O75909')"
"('Q5T3J3', 'P61513')"
"('O60341', 'Q13547')"
"('Q9NZF1', 'Q09472')"
"('Q15796', 'Q9UJU2')"
"('Q96J02', 'P46934')"
"('P60484', 'P31751')"
"('P59768', 'P62873')"
"('P30480', 'Q9Y3F4')"
"('O75528', 'O94864')"
"('Q96RN5', 'Q9NX70')"
"('P43364', 'Q15560')"
"('Q969G2', 'Q16385')"
"('O95299', 'P03905')"
"('Q9UPX8', 'O95433')"
"('O15270', 'O15269')"
"('P99999', 'Q9Y478')"
"('Q9NYY1', 'Q8IU57')"
"('P62273', 'P60866')"
"('P30305', 'Q99623')"
"('P62491', 'P49810')"
"('Q86TJ2', 'Q96BN2')"
"('P42768', 'P08631')"
"('Q9UM54', 'P98082')"
"('Q8TDF6', 'P62070')"
"('P17301', 'P56945')"
"('P26022', 'P09038')"
"('Q9C035', 'P61088')"
"('Q02556', 'Q9NPI8')"
"('Q15427', 'P62993')"
"('P63211', 'O95467')"
"('P19387', 'O43809')"
"('Q07666', 'P15498')"
"('P38398', 'P27986')"
"('P48039', 'O14610')"
"('Q13546', 'Q9BYM8')"
"('Q9BQ66', 'Q8IYF1')"
"('P32121', 'O14641')"
"('P19525', 'P08107')"
"('O95400', 'P07910')"
"('P50150', 'Q8TCU6')"
"('Q96BN2', 'O15265')"
"('Q9UPT9', 'P06899')"
"('P00519', 'P63244')"
"('Q16543', 'Q6P1N0')"
"('P09651', 'Q86V81')"
"('Q12772', 'Q92793')"
"('P26439', 'P26599')"
"('Q9H461', 'Q9BXY4')"
"('Q9UPN9', 'Q9NUW8')"
"('P05556', 'Q16363')"
"('Q16637', 'Q5VU43')"
"('O60711', 'P48059')"
"('Q12906', 'Q12905')"
"('Q16539', 'Q9UGU0')"
"('P05771', 'Q86XP0')"
"('Q96SN8', 'Q9NRP7')"
"('P08590', 'P68032')"
"('P41743', 'P46527')"
"('P43115', 'O95837')"
"('P07437', 'P60709')"
"('P54253', 'Q9HAU0')"
"('P17174', 'P01889')"
"('A8K6C2', 'P10912')"
"('Q9H1A4', 'Q13042')"
"('P49720', 'P11171')"
"('P46776', 'P63173')"
"('Q9Y2L8', 'P13805')"
"('Q9Y239', 'P98170')"
"('P62993', 'O43609')"
"('Q9Y375', 'P03886')"
"('Q13541', 'P53602')"
"('Q14164', 'P55145')"
"('P15924', 'P02538')"
"('Q9Y2Q3', 'Q9Y277')"
"('Q9P2M7', 'P10916')"
"('P56880', 'O75508')"
"('P04899', 'P48736')"
"('P51692', 'P43365')"
"('Q8WU20', 'P00533')"
"('Q71F56', 'Q9Y2X0')"
"('P31994', 'Q06124')"
"('O00175', 'P49682')"
"('O15085', 'Q6AI08')"
"('Q7Z406', 'Q96A32')"
"('Q5UIP0', 'P35244')"
"('O14980', 'O95149')"
"('P15018', 'P24394')"
"('Q9UPS6', 'O60814')"
"('Q8NHG7', 'P55072')"
"('P54259', 'Q9ULU4')"
"('O60477', 'O75365')"
"('O60925', 'Q14203')"
"('P05412', 'P63279')"
"('Q9Y297', 'P30291')"
"('Q14457', 'Q9UQE7')"
"('Q16539', 'P53667')"
"('P51178', 'P21980')"
"('Q9Y4K3', 'P61026')"
"('P32121', 'Q8NGJ0')"
"('Q9H171', 'Q9Y572')"
"('P27635', 'P62917')"
"('Q9HCE0', 'Q6VMQ6')"
"('P78545', 'P58876')"
"('Q8N2W9', 'P42229')"
"('P10275', 'Q16666')"
"('Q9BVJ7', 'Q9P2H0')"
"('Q14558', 'O60285')"
"('P16234', 'Q06124')"
"('P46019', 'Q9NZT1')"
"('Q15645', 'O15389')"
"('Q9Y6Q5', 'P61966')"
"('Q9BZK7', 'Q9Y618')"
"('Q15714', 'P40937')"
"('Q99684', 'Q8N2W9')"
"('P62873', 'P35498')"
"('P04156', 'Q92913')"
"('Q9H6I2', 'Q9HCS4')"
"('P50570', 'Q9Y478')"
"('P83881', 'P05387')"
"('Q01831', 'Q13315')"
"('P49841', 'P54840')"
"('P14635', 'P04637')"
"('P80098', 'O00590')"
"('O15379', 'Q06330')"
"('Q9UJX5', 'Q9NYG5')"
"('P41214', 'Q99459')"
"('P18146', 'P51451')"
"('P41182', 'O15226')"
"('Q14469', 'Q06330')"
"('P18074', 'P28715')"
"('P29350', 'O15389')"
"('Q96AH8', 'P68363')"
"('P43088', 'P41222')"
"('P55036', 'P01889')"
"('406979', 'P43354')"
"('Q9BRG1', 'Q96H20')"
"('P58107', 'Q9UKG9')"
"('Q99459', 'Q9BRX2')"
"('O75970', 'Q8NEV4')"
"('Q9H2G4', 'Q5VTD9')"
"('Q9BZK7', 'O15105')"
"('Q13239', 'P04626')"
"('O14512', 'Q14141')"
"('Q13227', 'Q15047')"
"('Q16637', 'P26373')"
"('P26373', 'P27635')"
"('Q15116', 'O15524')"
"('P01243', 'P07355')"
"('Q8ND04', 'Q96Q15')"
"('Q9Y6Q9', 'Q92831')"
"('Q00722', 'Q9UM73')"
"('P05771', 'P50150')"
"('Q92831', 'P16333')"
"('Q09028', 'P08047')"
"('Q96B02', 'Q86UD3')"
"('O60921', 'Q99615')"
"('Q8IUE6', 'O60814')"
"('Q13309', 'P62877')"
"('Q9NYU2', 'P30504')"
"('Q9HCP0', 'Q9H6R7')"
"('Q9H9S4', 'P54619')"
"('P01106', 'Q8WUM0')"
"('Q99961', 'P63104')"
"('P29474', 'P20020')"
"('O60262', 'Q01970')"
"('P04183', 'Q9Y2V2')"
"('P13569', 'P98082')"
"('Q16363', 'P08514')"
"('Q9UBN6', 'P14868')"
"('Q9NVP2', 'Q04323')"
"('P62993', 'Q6FI13')"
"('O75367', 'P15336')"
"('P55774', 'P51677')"
"('Q9Y572', 'Q9UHB6')"
"('O15111', 'Q92985')"
"('P22607', 'P27986')"
"('O43741', 'Q9UGJ0')"
"('P62750', 'Q96BK5')"
"('Q13573', 'Q96JP2')"
"('Q5T3J3', 'Q9Y675')"
"('P31483', 'P01137')"
"('Q8IYB3', 'P52272')"
"('P52333', 'P42226')"
"('Q9UHX1', 'Q16851')"
"('Q9Y4K3', 'P26640')"
"('407021', 'Q9UBC3')"
"('P41182', 'Q9ULU4')"
"('O15294', 'P98177')"
"('P16220', 'O95977')"
"('Q9UL45', 'O14777')"
"('P38936', 'P15880')"
"('Q9UKV0', 'P62807')"
"('Q86YP4', 'Q9UBB5')"
"('P01106', 'P06748')"
"('O00329', 'Q6ZUJ8')"
"('P11473', 'Q15596')"
"('Q70UQ0', 'O14920')"
"('Q96D15', 'Q9P2K6')"
"('Q9H2X6', 'P51608')"
"('Q9UER7', 'P14921')"
"('O43747', 'Q96G01')"
"('P59998', 'O15144')"
"('Q92832', 'Q9NWH9')"
"('Q14674', 'Q8NDV3')"
"('Q01844', 'Q96CB9')"
"('Q7Z3G6', 'O14641')"
"('Q99459', 'Q13148')"
"('Q15475', 'Q15834')"
"('P14373', 'Q05516')"
"('P10809', 'P05091')"
"('P20809', 'P26992')"
"('Q14164', 'P24534')"
"('P09619', 'Q6S5L8')"
"('P30480', 'Q9GZT3')"
"('P49918', 'P24941')"
"('Q15788', 'P42684')"
"('P63279', 'P36406')"
"('Q8TES7', 'Q96CN9')"
"('P35754', 'P23511')"
"('Q16659', 'Q71U36')"
"('Q14558', 'Q9HC24')"
"('Q13151', 'P17844')"
"('P63000', 'P63261')"
"('P98164', 'P10909')"
"('Q8TD31', 'Q9BUZ4')"
"('O95163', 'P02766')"
"('P48039', 'P61952')"
"('O43924', 'P36405')"
"('Q16363', 'P26012')"
"('P62829', 'P62906')"
"('P03915', 'Q9P0J0')"
"('P42229', 'Q9NRG1')"
"('Q13007', 'P40238')"
"('Q9Y265', 'Q96L91')"
"('406928', 'O75030')"
"('Q96N67', 'Q9H4E5')"
"('P62380', 'P56556')"
"('O75469', 'P20813')"
"('P36404', 'Q8WZ55')"
"('Q7Z434', 'Q15366')"
"('Q6PL18', 'P03372')"
"('Q8IW19', 'P18887')"
"('Q14185', 'Q9HBH0')"
"('Q6PIL6', 'Q96EK7')"
"('P50750', 'Q16576')"
"('Q99623', 'Q8IXH7')"
"('Q9UQM7', 'Q13698')"
"('Q9P0U4', 'Q99877')"
"('P33992', 'P23508')"
"('P10275', 'P04049')"
"('P07942', 'P25391')"
"('Q6P3X3', 'Q04771')"
"('P24043', 'P18084')"
"('Q02750', 'Q92934')"
"('P30305', 'P62258')"
"('O60282', 'O95295')"
"('Q16620', 'Q6S5L8')"
"('Q13155', 'O75398')"
"('Q8TBZ2', 'P13861')"
"('P35236', 'P28482')"
"('Q9NWZ3', 'O43318')"
"('Q8NC44', 'Q9P2H0')"
"('P22612', 'O14827')"
"('P30101', 'P18084')"
"('P56545', 'Q9UJU2')"
"('P01857', 'P49327')"
"('Q02543', 'Q96BK5')"
"('Q9UM07', 'P06748')"
"('Q6ZSG1', 'Q969T4')"
"('P30480', 'P47914')"
"('P16581', 'P19174')"
"('Q99708', 'Q08999')"
"('O95411', 'O15126')"
"('J9JIF5', 'Q92997')"
"('P46379', 'P27635')"
"('P17947', 'Q08722')"
"('Q32NB8', 'O00151')"
"('P35626', 'Q8NGX8')"
"('Q92569', 'Q75N90')"
"('P32121', 'Q6DKI1')"
"('407006', 'O43521')"
"('O76021', 'Q9UL18')"
"('Q01995', 'P23528')"
"('Q14500', 'Q9Y4J8')"
"('Q9UPS6', 'P58876')"
"('P60520', 'P18433')"
"('Q01196', 'P17542')"
"('Q92574', 'P08670')"
"('Q13177', 'P04049')"
"('Q99459', 'Q14527')"
"('O95619', 'Q9NPF5')"
"('A4D0S4', 'Q7L0J3')"
"('P61769', 'P30481')"
"('Q9HBX9', 'P24588')"
"('Q13077', 'O43734')"
"('P49841', 'Q9UJW3')"
"('P04745', 'O14519')"
"('O14610', 'P42338')"
"('P63208', 'P02511')"
"('Q08117', 'Q9NPC8')"
"('Q92830', 'Q8N668')"
"('Q10586', 'Q9UKL0')"
"('Q13404', 'O94941')"
"('O95573', 'Q92597')"
"('Q9P286', 'Q86YV6')"
"('P30443', 'P10966')"
"('Q15418', 'P46527')"
"('P62158', 'Q08209')"
"('Q9Y478', 'O43741')"
"('P05129', 'P63211')"
"('P61978', 'Q13573')"
"('P62993', 'Q9UQ07')"
"('Q9NR46', 'P35968')"
"('P31946', 'P33176')"
"('P42771', 'P23508')"
"('Q5T3J3', 'P04083')"
"('Q9NR96', 'P47755')"
"('O95373', 'Q99459')"
"('Q92993', 'O77932')"
"('P08138', 'Q92569')"
"('Q14781', 'Q9BSM1')"
"('P61106', 'P51149')"
"('Q9P253', 'Q9UNK0')"
"('Q9GZM6', 'P02768')"
"('P53004', 'P28482')"
"('Q15788', 'P55157')"
"('P52333', 'Q99570')"
"('Q99459', 'Q9UID3')"
"('P62851', 'P12980')"
"('Q96IF1', 'P10276')"
"('O60674', 'Q99683')"
"('P30153', 'Q86XL3')"
"('P32881', 'P31785')"
"('P16104', 'P56524')"
"('P30101', 'P07237')"
"('P51817', 'P45983')"
"('Q86WZ6', 'P49841')"
"('P21673', 'Q13885')"
"('P04626', 'Q6PKX4')"
"('Q86UL8', 'Q9ULL4')"
"('O15111', 'Q9Y4H2')"
"('Q15075', 'P61020')"
"('Q9H1I8', 'Q16891')"
"('Q9Y4K3', 'Q13748')"
"('P42226', 'Q71DI3')"
"('P17612', 'P53778')"
"('Q16890', 'P31946')"
"('406891', 'P01116')"
"('Q96DF8', 'Q96N46')"
"('P52272', 'Q8IX12')"
"('Q15283', 'P01112')"
"('Q99880', 'O75367')"
"('Q13535', 'P19338')"
"('P62979', 'Q93008')"
"('Q9UKE5', 'P16152')"
"('P09651', 'Q16629')"
"('Q92833', 'P52952')"
"('P61247', 'P62081')"
"('Q13614', 'P07196')"
"('P01574', 'P40238')"
"('P21583', 'P17948')"
"('Q13557', 'Q8NEB9')"
"('Q13485', 'P30968')"
"('Q9UKX5', 'P56945')"
"('Q86WN2', 'P17181')"
"('Q8IUE6', 'P58876')"
"('P48730', 'Q92997')"
"('O00463', 'Q9NYJ8')"
"('Q9UBU2', 'O75581')"
"('Q13574', 'O95267')"
"('P01566', 'Q08334')"
"('P05231', 'Q9HC73')"
"('O14493', 'P56750')"
"('P23508', 'Q9NR31')"
"('P18074', 'Q13888')"
"('Q14683', 'P31943')"
"('Q9HCE7', 'P0CG47')"
"('P10242', 'P05112')"
"('O94875', 'P63104')"
"('P04141', 'Q8IU57')"
"('P56545', 'Q13310')"
"('P06748', 'P42771')"
"('O00206', 'P27361')"
"('Q8IUE6', 'P56524')"
"('Q9UPT9', 'O94864')"
"('Q9UBM4', 'P46108')"
"('Q9Y675', 'Q99963')"
"('P47897', 'Q9Y6H6')"
"('Q9Y2X0', 'P28702')"
"('Q9NQI0', 'P14324')"
"('O15198', 'Q9NQ87')"
"('P32456', 'Q13387')"
"('O00444', 'Q5VWP2')"
"('Q99459', 'Q14677')"
"('Q08945', 'Q71UI9')"
"('Q86SZ2', 'P0DI81')"
"('O60739', 'P51571')"
"('P09769', 'Q8IZP0')"
"('P20333', 'Q15758')"
"('Q5VUM1', 'Q8IUQ4')"
"('P01243', 'Q9UKK9')"
"('P19438', 'Q9BPZ7')"
"('P01236', 'Q99062')"
"('P00403', 'P63104')"
"('Q9NTJ3', 'Q13418')"
"('Q9UQF2', 'P45983')"
"('O00159', 'P62158')"
"('Q96A49', 'Q16891')"
"('406949', 'P10415')"
"('Q9UGJ1', 'Q9UKJ5')"
"('P06733', 'O43353')"
"('Q96E22', 'P61421')"
"('Q9NYF0', 'P17252')"
"('Q8N2Z9', 'Q9BTP7')"
"('P43250', 'P25024')"
"('P01023', 'Q92956')"
"('Q12959', 'P23634')"
"('P35998', 'O75832')"
"('P22460', 'Q96RT1')"
"('P63092', 'Q9UBI6')"
"('Q9H7J1', 'P62158')"
"('Q12929', 'Q07021')"
"('P16220', 'P25490')"
"('Q9UBY5', 'P50148')"
"('Q9BTT4', 'O15514')"
"('P48643', 'Q99459')"
"('P40763', 'P24385')"
"('Q9HBH0', 'O75914')"
"('Q13123', 'O00267')"
"('P41586', 'P62873')"
"('P23508', 'O75534')"
"('P40763', 'Q06124')"
"('Q6UWE0', 'Q9NPR9')"
"('P47756', 'O95059')"
"('Q86UW7', 'Q96KG7')"
"('P30876', 'O95402')"
"('P63104', 'P49368')"
"('P0CG48', 'Q9UNQ0')"
"('P68431', 'Q13185')"
"('P27986', 'Q9ULD4')"
"('Q9H422', 'Q9BQQ3')"
"('P19474', 'Q13616')"
"('Q13114', 'O95819')"
"('Q9Y6Q6', 'P12314')"
"('P30153', 'P36897')"
"('O75023', 'P12318')"
"('P10721', 'P52333')"
"('P48634', 'P02671')"
"('Q00537', 'P63104')"
"('P62993', 'P20810')"
"('Q9NZI8', 'Q9UHX1')"
"('P62987', 'P39023')"
"('Q9UN88', 'Q15111')"
"('Q29RF7', 'Q9HAW0')"
"('Q99459', 'Q86YP4')"
"('Q9UQB8', 'P60953')"
"('Q99856', 'Q16254')"
"('Q13098', 'Q9Y4E8')"
"('P53420', 'P16144')"
"('Q9UMN6', 'P04083')"
"('Q5T9A4', 'Q9H9G7')"
"('O95163', 'Q93008')"
"('P35609', 'Q9NRI5')"
"('Q13418', 'Q9NTJ3')"
"('Q13191', 'O95782')"
"('O00255', 'P27694')"
"('P32969', 'P61313')"
"('P07437', 'Q68CR1')"
"('P12107', 'P23511')"
"('P21333', 'P35462')"
"('Q8TEM1', 'P12270')"
"('Q99759', 'P17066')"
"('P54198', 'Q13573')"
"('P55157', 'Q92918')"
"('Q13683', 'P26012')"
"('P18887', 'P38398')"
"('Q8IUC4', 'Q9UET6')"
"('P23258', 'P49023')"
"('P51398', 'P19174')"
"('Q9GZS3', 'P61218')"
"('Q14164', 'Q96QV1')"
"('O14610', 'P11229')"
"('P62993', 'P23528')"
"('Q96FV9', 'Q9UHR5')"
"('Q96A33', 'P62424')"
"('Q7KZI7', 'P10636')"
"('P08107', 'P13569')"
"('Q96KM6', 'O15084')"
"('P42680', 'Q9H204')"
"('Q53ET0', 'P14060')"
"('P63151', 'P42224')"
"('9757', 'P55157')"
"('Q92901', 'Q02543')"
"('P36404', 'Q9BTW9')"
"('Q96HR8', 'P27824')"
"('Q13427', 'Q15287')"
"('Q00325', 'Q96HA7')"
"('Q13424', 'P28335')"
"('Q9NP95', 'Q07890')"
"('Q8NHL6', 'P31995')"
"('Q92900', 'Q9UPR3')"
"('P83731', 'P18077')"
"('Q00535', 'P61764')"
"('Q13557', 'P54289')"
"('Q9H7J1', 'P54840')"
"('Q8NAF0', 'P09486')"
"('Q9NRJ4', 'Q15788')"
"('O00505', 'Q96HA1')"
"('O75368', 'P16871')"
"('Q9Y3D9', 'Q14197')"
"('O00762', 'P51668')"
"('P25490', 'Q15796')"
"('P78527', 'Q8WXE1')"
"('Q9UPN6', 'Q99459')"
"('Q9UKL2', 'P38405')"
"('P14678', 'O75940')"
"('O75578', 'Q9Y4G6')"
"('Q13315', 'O00339')"
"('Q13315', 'Q9ULJ3')"
"('O14950', 'P63261')"
"('Q7Z6B7', 'P08134')"
"('O15056', 'Q9NZM3')"
"('Q99935', 'Q70SY1')"
"('P61968', 'P52294')"
"('P38936', 'O43463')"
"('P26368', 'Q99459')"
"('O15514', 'P53803')"
"('P63261', 'P60981')"
"('Q15750', 'P34932')"
"('P09874', 'P61956')"
"('O75832', 'O00232')"
"('Q05639', 'Q12933')"
"('Q9NR96', 'P62993')"
"('Q15078', 'O95433')"
"('Q13045', 'Q32MZ4')"
"('P51116', 'Q8TE12')"
"('Q8WTR7', 'Q14493')"
"('Q9BSJ2', 'Q08AG7')"
"('P35626', 'O95007')"
"('Q9H204', 'P14060')"
"('Q9UDY2', 'C9JDP6')"
"('Q8TDR0', 'P35527')"
"('Q5QNW6', 'Q16777')"
"('Q12873', 'P33240')"
"('Q9GZX7', 'Q16611')"
"('P26447', 'P84022')"
"('P58876', 'Q13547')"
"('O75376', 'O75446')"
"('Q9HCT0', 'P35968')"
"('P06703', 'Q02790')"
"('P62714', 'P54289')"
"('Q16637', 'Q15910')"
"('Q16594', 'P22314')"
"('P04637', 'P10415')"
"('P01106', 'Q8IVH2')"
"('Q9UET6', 'Q9UJZ1')"
"('Q9Y5U2', 'Q13813')"
"('Q9NVI1', 'P62979')"
"('O60383', 'Q6P1K2')"
"('Q9Y6K9', 'P27708')"
"('Q9ULM3', 'P51610')"
"('P83916', 'P23497')"
"('P12956', 'Q96HA7')"
"('Q9Y618', 'Q9UKE5')"
"('Q93062', 'O14641')"
"('Q15102', 'Q96ID5')"
"('Q99459', 'P49915')"
"('O43502', 'O75771')"
"('Q8N5C8', 'Q9Y6K9')"
"('P07766', 'O43639')"
"('Q96RK0', 'Q06547')"
"('O95267', 'P47712')"
"('P46940', 'Q13191')"
"('Q8IXI2', 'Q9UPV9')"
"('O43521', 'P11802')"
"('P10301', 'P55196')"
"('Q9BUV8', 'O75746')"
"('P25788', 'P43354')"
"('Q16560', 'Q13418')"
"('Q96RU3', 'Q15642')"
"('P42224', 'P38936')"
"('P62158', 'Q9BYC9')"
"('Q16548', 'P62993')"
"('P09651', 'Q14103')"
"('Q06330', 'P24522')"
"('P05388', 'Q13573')"
"('O75916', 'P62873')"
"('Q08050', 'P06400')"
"('Q8IU54', 'Q9UHF4')"
"('Q9Y4K3', 'Q96CX2')"
"('P36578', 'P49207')"
"('P27348', 'P31947')"
"('P01133', 'P63104')"
"('Q9BXM0', 'Q9H2G2')"
"('Q9UQL6', 'Q8IUE6')"
"('Q14240', 'O43432')"
"('Q9UK32', 'Q6NUN9')"
"('P18146', 'O75330')"
"('Q92993', 'Q96NT1')"
"('Q99759', 'P62258')"
"('P68400', 'Q9H257')"
"('Q9BY84', 'P28482')"
"('Q9Y294', 'Q16695')"
"('P03923', 'O43674')"
"('P10276', 'Q8NFJ5')"
"('Q15047', 'Q96SN7')"
"('Q86XP3', 'Q10586')"
"('P08754', 'Q9UK08')"
"('P07910', 'P09651')"
"('Q86Y13', 'P51965')"
"('Q93008', 'Q96J02')"
"('O94916', 'P05181')"
"('P23396', 'P62841')"
"('Q13011', 'P01033')"
"('P68366', 'P04899')"
"('P54259', 'Q08117')"
"('Q13127', 'Q8TAQ2')"
"('O15055', 'O15516')"
"('Q96HC4', 'P12814')"
"('P01871', 'Q99856')"
"('Q16659', 'Q13352')"
"('P62136', 'O14727')"
"('P45985', 'P45983')"
"('P01568', 'P16471')"
"('P25788', 'Q9NXG2')"
"('Q6WCQ1', 'O14974')"
"('P0C1H6', 'Q13547')"
"('P19838', 'P49642')"
"('P34903', 'P46459')"
"('Q9NZT1', 'Q93100')"
"('Q16637', 'P04406')"
"('Q8N6F1', 'Q8NI35')"
"('Q13315', 'O15519')"
"('Q5SRE5', 'Q96HA1')"
"('O75909', 'Q8N6Y0')"
"('P02489', 'P04792')"
"('Q92831', 'P10275')"
"('Q9NTI5', 'P01106')"
"('P22607', 'Q96JH8')"
"('Q8N752', 'P10070')"
"('Q13315', 'P46100')"
"('P47712', 'Q14790')"
"('P46781', 'P62854')"
"('Q9Y572', 'P60660')"
"('P61803', 'P46977')"
"('P26367', 'O00505')"
"('P39023', 'Q99558')"
"('Q13200', 'Q13432')"
"('Q9NV56', 'Q96JC9')"
"('P46939', 'P62937')"
"('P23511', 'Q99618')"
"('P60228', 'P41567')"
"('P15336', 'P22303')"
"('Q93100', 'P11217')"
"('P06493', 'Q9UIV1')"
"('P25963', 'P62158')"
"('Q86XS8', 'P59998')"
"('Q9P2F6', 'Q9H4E5')"
"('Q14197', 'Q13162')"
"('P10321', 'Q8N109')"
"('P51787', 'P62993')"
"('P00533', 'Q8WYR1')"
"('P61421', 'P39748')"
"('Q13557', 'P42261')"
"('P21980', 'O00629')"
"('P50148', 'Q15147')"
"('O60318', 'P25054')"
"('Q15038', 'Q9NX53')"
"('Q14103', 'P01137')"
"('A5PKW4', 'O60921')"
"('Q15366', 'Q13247')"
"('P04156', 'P51693')"
"('O75955', 'P09326')"
"('Q13330', 'O95983')"
"('Q00613', 'P63165')"
"('P28072', 'P25787')"
"('Q14019', 'P40337')"
"('Q9BTC8', 'Q92769')"
"('Q02539', 'Q9UQ80')"
"('P24385', 'Q14188')"
"('O14544', 'P08887')"
"('P14317', 'Q92918')"
"('P30279', 'Q08999')"
"('P19235', 'P29597')"
"('Q13233', 'Q96J02')"
"('Q15323', 'Q92796')"
"('Q04759', 'P14151')"
"('P43403', 'Q13094')"
"('P31946', 'O14649')"
"('Q07325', 'Q99873')"
"('Q8IUC6', 'O60602')"
"('P61978', 'P98175')"
"('O43374', 'P21860')"
"('Q9UET6', 'P61970')"
"('Q92843', 'O43521')"
"('P61088', 'Q86YT6')"
"('P29350', 'Q02556')"
"('P20700', 'P42574')"
"('P13232', 'P26992')"
"('Q92918', 'O14920')"
"('Q2TAY7', 'Q9H0H5')"
"('P00519', 'Q15139')"
"('O60925', 'P62857')"
"('P17252', 'Q14289')"
"('P13804', 'Q14197')"
"('P35244', 'P54132')"
"('P51153', 'Q01968')"
"('Q16637', 'Q9NWA0')"
"('O43809', 'P29372')"
"('P17947', 'P23769')"
"('P26640', 'P40337')"
"('P31751', 'P49137')"
"('P40692', 'P43246')"
"('Q9H422', 'Q9NQ87')"
"('P38919', 'P61981')"
"('Q9Y561', 'O95405')"
"('Q8IW19', 'P49916')"
"('P08908', 'P59768')"
"('Q12986', 'Q00839')"
"('Q14203', 'P10636')"
"('Q13813', 'Q9HAU0')"
"('P09619', 'Q9BQ66')"
"('O00471', 'P20700')"
"('O14974', 'Q12913')"
"('P62841', 'P62249')"
"('Q8N6F1', 'P56748')"
"('Q07890', 'P31152')"
"('P06493', 'P20700')"
"('P62993', 'Q13330')"
"('P05111', 'P08476')"
"('O14641', 'Q9NPB6')"
"('Q13402', 'Q9Y6N9')"
"('P23396', 'Q9Y6K9')"
"('P51116', 'O00161')"
"('Q9NRF2', 'P21333')"
"('P51991', 'P62258')"
"('Q14644', 'P19438')"
"('Q9NYL2', 'P62877')"
"('P23471', 'P49023')"
"('Q6ZSZ5', 'Q14919')"
"('P54257', 'Q08170')"
"('Q9Y572', 'P62158')"
"('P62330', 'Q00341')"
"('P20309', 'P30679')"
"('Q13501', 'P36897')"
"('Q13155', 'P62979')"
"('Q13469', 'Q9H334')"
"('P67775', 'P21246')"
