negatives
"('P38432', 'Q4J6C6')"
"('Q9HCU9', 'O15379')"
"('O75478', 'Q92831')"
"('P61201', 'Q16531')"
"('Q14197', 'Q96GC5')"
"('P48357', 'P0CG48')"
"('Q15022', 'P68431')"
"('O00463', 'Q8WYR1')"
"('P00533', 'P08729')"
"('Q9BZW8', 'O14796')"
"('P36542', 'P06576')"
"('Q9UL18', 'Q9H171')"
"('Q9BQP7', 'P43364')"
"('P84103', 'P61978')"
"('Q16637', 'Q13107')"
"('P49768', 'Q15011')"
"('P19022', 'P23467')"
"('O75494', 'P31947')"
"('P62140', 'Q12972')"
"('Q99459', 'P33176')"
"('P40425', 'A6NC98')"
"('P24071', 'O75015')"
"('Q9H0H5', 'Q9UKW4')"
"('Q7Z6A9', 'P29350')"
"('Q9H0R8', 'Q14677')"
"('B5ME96', 'P12314')"
"('Q15788', 'P28702')"
"('P25788', 'Q9P2G9')"
"('Q00610', 'P60520')"
"('Q12873', 'Q13227')"
"('P61326', 'P62633')"
"('Q9UBW7', 'P35637')"
"('P63279', 'P42224')"
"('P60510', 'Q9NY27')"
"('P21673', 'Q9GZT8')"
"('P20333', 'P08670')"
"('P68371', 'Q6PEY2')"
"('Q9BY76', 'Q99996')"
"('Q15796', 'P84022')"
"('Q96EY1', 'Q7Z2Y5')"
"('Q9P2H0', 'P22607')"
"('Q8TAA9', 'P17252')"
"('P28749', 'P63104')"
"('Q15691', 'P54274')"
"('P48729', 'P27348')"
"('P78536', 'P27361')"
"('P29350', 'P15529')"
"('P61224', 'P46734')"
"('Q9C005', 'Q9UPS6')"
"('Q9UBU7', 'P49736')"
"('O15111', 'P10809')"
"('P40337', 'P48739')"
"('O95865', 'Q15645')"
"('P62993', 'Q13838')"
"('Q02750', 'P30086')"
"('P49005', 'P62312')"
"('P25054', 'P20248')"
"('P02538', 'P19012')"
"('Q92747', 'Q9BY76')"
"('Q15717', 'P15692')"
"('Q86VX9', 'Q9H270')"
"('P19338', 'P11387')"
"('Q92995', 'Q9BWH2')"
"('Q9NR22', 'P38432')"
"('P60900', 'P49720')"
"('P04637', 'P58004')"
"('P84022', 'Q9UKN5')"
"('P36542', 'Q9UL18')"
"('Q02156', 'Q15139')"
"('Q6P4A7', 'Q15714')"
"('P78527', 'P13639')"
"('Q9BZ29', 'Q8IXI1')"
"('Q9GZT5', 'Q14332')"
"('P52597', 'Q9UKV8')"
"('O00141', 'Q9UQ80')"
"('Q9NPJ6', 'Q9NWA0')"
"('O95816', 'Q99558')"
"('Q15366', 'Q96J02')"
"('P53779', 'Q16600')"
"('Q93074', 'A0JLT2')"
"('Q16533', 'P20226')"
"('O75153', 'Q9NYQ7')"
"('Q71F56', 'Q93074')"
"('O14530', 'O95163')"
"('Q9ULV8', 'P04629')"
"('P09603', 'P21802')"
"('P09228', 'P54253')"
"('Q9UL18', 'P57678')"
"('Q12967', 'Q92963')"
"('O95433', 'Q9ULW0')"
"('O75127', 'Q14197')"
"('Q9NZZ3', 'Q70EL1')"
"('P11171', 'Q99436')"
"('Q05519', 'P26599')"
"('A5YKK6', 'P02768')"
"('O95886', 'P00519')"
"('Q15788', 'Q92918')"
"('Q13547', 'P17542')"
"('O75940', 'Q13435')"
"('P22087', 'P60709')"
"('P52434', 'P05423')"
"('Q92905', 'Q9BT78')"
"('P06401', 'Q9NR55')"
"('Q0VAM2', 'P01116')"
"('P23025', 'P15927')"
"('Q07011', 'Q13114')"
"('P27816', 'P16333')"
"('P67870', 'O60936')"
"('P35249', 'P40937')"
"('Q9GZT6', 'P01298')"
"('Q9Y2H0', 'P00519')"
"('P26367', 'Q13461')"
"('P18146', 'Q92569')"
"('Q6XZF7', 'Q68EM7')"
"('Q15834', 'Q8TAU3')"
"('O00629', 'Q00978')"
"('P62873', 'P48051')"
"('P19525', 'Q9HCE1')"
"('P18124', 'Q15843')"
"('P46777', 'P47914')"
"('Q15052', 'P36897')"
"('P78560', 'Q5T3J3')"
"('Q9NX58', 'Q15323')"
"('P18507', 'P46459')"
"('P55259', 'P04746')"
"('Q15365', 'P07910')"
"('P14316', 'P08123')"
"('P25490', 'Q92769')"
"('P20073', 'O14964')"
"('P33316', 'Q96BK5')"
"('Q9BZI7', 'Q9UBU9')"
"('P10301', 'P10398')"
"('Q13501', 'Q96B97')"
"('Q8NI35', 'O95049')"
"('P49411', 'P62993')"
"('Q9BXA6', 'P11142')"
"('P41236', 'Q9Y243')"
"('P53355', 'Q66LE6')"
"('P17252', 'Q9NYF0')"
"('P67870', 'O15479')"
"('P55795', 'Q15287')"
"('P60763', 'P53779')"
"('Q9NZW5', 'Q8N392')"
"('Q06124', 'Q15303')"
"('P59665', 'P50281')"
"('Q03135', 'P01834')"
"('Q9Y6Y9', 'P35247')"
"('Q15942', 'P63261')"
"('Q92956', 'P29622')"
"('O60739', 'Q9NQP4')"
"('P51965', 'Q99496')"
"('P98170', 'O43353')"
"('P23458', 'P08887')"
"('Q9BR84', 'Q99750')"
"('P30542', 'Q99832')"
"('O43186', 'Q8TC57')"
"('P42226', 'Q9Y258')"
"('P23142', 'P16112')"
"('A7E2V4', 'P54259')"
"('P05412', 'Q53GL0')"
"('O95139', 'O14561')"
"('Q15319', 'Q9UBR4')"
"('O00255', 'P09630')"
"('Q15561', 'Q9HCS4')"
"('P32121', 'Q6IF99')"
"('Q99459', 'Q96JP2')"
"('Q96QV1', 'P60520')"
"('Q96P20', 'P29466')"
"('Q99613', 'O00303')"
"('Q92851', 'Q9Y6K9')"
"('407012', 'P36896')"
"('Q9Y239', 'P42575')"
"('Q92569', 'P42338')"
"('Q5TCQ9', 'O43707')"
"('Q15714', 'Q04724')"
"('Q14164', 'P55145')"
"('P54646', 'Q9Y478')"
"('Q9UD71', 'P51817')"
"('Q06124', 'O00459')"
"('O75663', 'P60510')"
"('Q07960', 'Q7L0Q8')"
"('Q9ULK4', 'O75586')"
"('P62942', 'P25490')"
"('Q92597', 'P35606')"
"('Q12933', 'Q93009')"
"('O95750', 'P17948')"
"('Q6UXH1', 'P63000')"
"('P26010', 'P53708')"
"('P01588', 'P19235')"
"('O95298', 'O75438')"
"('Q86XL3', 'P67775')"
"('P11802', 'Q12996')"
"('P06241', 'Q13322')"
"('Q96LR5', 'Q99496')"
"('O43143', 'Q9UKV8')"
"('Q14164', 'P60660')"
"('Q8NG97', 'P38405')"
"('O95831', 'Q00653')"
"('P04156', 'Q9NW64')"
"('Q5T160', 'Q9Y5J5')"
"('P43699', 'Q9H2G2')"
"('Q9UL45', 'Q9Y3C0')"
"('P00540', 'P06241')"
"('P62136', 'P54289')"
"('Q53G59', 'P10398')"
"('Q12873', 'Q9NRH1')"
"('Q9BSU1', 'P54252')"
"('O94868', 'O76094')"
"('P56748', 'Q8N6F1')"
"('P35916', 'P46109')"
"('P68104', 'P12004')"
"('P38646', 'Q9UKG9')"
"('P12544', 'Q8TEW0')"
"('Q92925', 'Q92922')"
"('O43294', 'P78396')"
"('Q93062', 'Q9UJX2')"
"('P00492', 'P30480')"
"('P67870', 'P51946')"
"('P22087', 'P17480')"
"('P20073', 'Q9H553')"
"('Q9UKV0', 'Q16778')"
"('Q15038', 'P0CG47')"
"('Q9NW64', 'Q9BWF3')"
"('P05000', 'P26992')"
"('P01106', 'Q13501')"
"('P51817', 'P51828')"
"('P51817', 'O15264')"
"('Q4LE39', 'P09455')"
"('P53420', 'P26012')"
"('Q92731', 'Q13503')"
"('P02768', 'Q9UNY5')"
"('P04637', 'P55212')"
"('P05129', 'O14641')"
"('P62333', 'O43242')"
"('O14576', 'Q9UJ70')"
"('P52272', 'P55795')"
"('O43823', 'O15379')"
"('O43427', 'P14174')"
"('P02452', 'P18084')"
"('Q13191', 'P16471')"
"('O15259', 'Q14315')"
"('P20248', 'Q9UM11')"
"('P15391', 'P06241')"
"('Q99717', 'Q9NXD2')"
"('O14640', 'Q15796')"
"('P61981', 'Q5VTL8')"
"('Q5JVS0', 'Q05655')"
"('O14576', 'P04350')"
"('Q15788', 'Q8IWT3')"
"('Q15365', 'P01243')"
"('P63279', 'P15104')"
"('Q15651', 'P62993')"
"('P40189', 'P29353')"
"('P22681', 'P48357')"
"('Q9UPY8', 'P62820')"
"('Q93077', 'O60814')"
"('Q9HC77', 'Q9HBU1')"
"('Q9BVJ6', 'Q15834')"
"('P78317', 'P63279')"
"('P52948', 'Q9BW27')"
"('P35609', 'P63261')"
"('P49427', 'P0CG47')"
"('O00257', 'Q93009')"
"('P62258', 'P10071')"
"('P20962', 'Q9UGN5')"
"('Q8TBB1', 'P19012')"
"('Q5UIP0', 'P13385')"
"('Q9UL18', 'P15880')"
"('Q96SN8', 'O60343')"
"('P02751', 'Q05397')"
"('O75815', 'Q9Y286')"
"('P27361', 'Q9BZM1')"
"('P11047', 'Q9Y3C0')"
"('P00747', 'P07355')"
"('P09471', 'Q9UP65')"
"('Q8WUI4', 'P0C0S8')"
"('Q13683', 'P18084')"
"('P51149', 'P13473')"
"('Q14669', 'A5YM72')"
"('Q9Y2V3', 'Q14558')"
"('P35637', 'P10415')"
"('P19793', 'Q16637')"
"('P51668', 'Q96BH1')"
"('Q08380', 'P08571')"
"('Q07021', 'Q15139')"
"('Q12929', 'Q07889')"
"('P62910', 'O00442')"
"('P41567', 'P01589')"
"('P17301', 'P05556')"
"('P08912', 'Q13596')"
"('P19875', 'P32302')"
"('Q8NHZ8', 'Q9H1A4')"
"('O60508', 'Q14683')"
"('P19022', 'O75197')"
"('O14530', 'P33240')"
"('O75446', 'Q13547')"
"('Q9Y675', 'P62837')"
"('Q13485', 'P31269')"
"('P36873', 'Q08289')"
"('Q9UDV6', 'P17036')"
"('P61254', 'P05387')"
"('P28065', 'Q03518')"
"('P46060', 'Q99666')"
"('P04183', 'Q9H324')"
"('P52434', 'Q9Y250')"
"('Q13164', 'P40763')"
"('P41182', 'Q6W2J9')"
"('Q9Y337', 'P49913')"
"('Q9HA65', 'P12980')"
"('P06756', 'P01112')"
"('Q99614', 'P63092')"
"('P32519', 'P01100')"
"('Q03014', 'P15692')"
"('P47712', 'P60709')"
"('Q9UNH5', 'Q9BS18')"
"('Q96L34', 'P04156')"
"('P16615', 'Q9H3N1')"
"('Q13418', 'Q99797')"
"('Q99814', 'O00327')"
"('P04141', 'P08887')"
"('Q14738', 'O60359')"
"('P29350', 'O15389')"
"('Q9Y265', 'O43318')"
"('P29350', 'P10721')"
"('O60241', 'Q9Y3M8')"
"('Q9P246', 'Q96D31')"
"('Q9Y5M8', 'Q96JB5')"
"('Q12933', 'Q9BT49')"
"('Q9NSB8', 'P41594')"
"('O60287', 'Q16659')"
"('P21673', 'P49903')"
"('Q13077', 'P01857')"
"('Q92754', 'P63279')"
"('Q9Y2G2', 'Q5EG05')"
"('P51817', 'Q86YV6')"
"('Q16186', 'P54727')"
"('P51817', 'P20020')"
"('Q9BQA1', 'Q96FV9')"
"('Q8IWY9', 'Q9NVP2')"
"('P58876', 'P0C0S8')"
"('Q7L5N1', 'Q9BW61')"
"('P42771', 'P40855')"
"('Q9Y6X2', 'Q9Y4K3')"
"('Q13586', 'Q15691')"
"('Q92797', 'Q13573')"
"('O95644', 'P43694')"
"('P22681', 'Q9Y2R2')"
"('Q15653', 'P63261')"
"('P01732', 'P30450')"
"('P20701', 'P05362')"
"('Q13191', 'P21802')"
"('Q8NGL7', 'P38405')"
"('P30086', 'O75477')"
"('P60709', 'P08670')"
"('P36873', 'Q70SY1')"
"('P0CG48', 'P62993')"
"('Q15025', 'Q9NPE3')"
"('P01571', 'P24394')"
"('P35968', 'P35568')"
"('P06865', 'P46108')"
"('P25963', 'Q05513')"
"('Q15149', 'P08729')"
"('P24539', 'P18859')"
"('Q8WX92', 'P62993')"
"('Q09472', 'P01563')"
"('Q92633', 'O14775')"
"('A4D0S4', 'P18084')"
"('Q6R6M4', 'P30304')"
"('Q02750', 'Q16659')"
"('P07602', 'P15813')"
"('P63104', 'P32927')"
"('P04406', 'Q9BX70')"
"('P15036', 'Q15326')"
"('Q9UBV4', 'O75084')"
"('Q7L5N1', 'O43261')"
"('Q9Y6K9', 'Q13263')"
"('Q9UKV8', 'P61254')"
"('P21728', 'O43491')"
"('P62241', 'P62266')"
"('O14733', 'O43379')"
"('P41221', 'O60353')"
"('407021', 'P02462')"
"('Q96SN8', 'P07196')"
"('P00519', 'Q8NFP9')"
"('Q13315', 'O95232')"
"('Q8WWM7', 'P78396')"
"('P63173', 'Q9HCK5')"
"('Q07889', 'Q15628')"
"('Q16543', 'Q15831')"
"('P33992', 'O75419')"
"('O75626', 'Q9Y490')"
"('P14210', 'P00533')"
"('P62158', 'P41586')"
"('P58753', 'Q9NWZ3')"
"('Q9BQS8', 'Q9H492')"
"('P04637', '406997')"
"('Q9Y478', 'O00487')"
"('P06858', 'Q9P2H0')"
"('O15235', 'Q5T3J3')"
"('P12956', 'P20827')"
"('Q9Y4K3', 'P04629')"
"('O95628', 'P61077')"
"('Q6V1X1', 'P48061')"
"('Q6R327', 'Q9Y232')"
"('O60869', 'P01100')"
"('P32121', 'Q9H9J2')"
"('Q14CS0', 'P62195')"
"('Q9UBN7', 'Q99878')"
"('P01106', 'P38159')"
"('Q15003', 'Q8NEM0')"
"('O96001', 'P30153')"
"('P38484', 'P15260')"
"('Q9NZL6', 'P98160')"
"('P22694', 'P18846')"
"('P04156', 'Q93070')"
"('P62136', 'P16220')"
"('P33993', 'P25205')"
"('O15524', 'P52630')"
"('Q9UKK9', 'P01889')"
"('P21673', 'P56182')"
"('Q9Y6E0', 'Q9NRL3')"
"('P09917', 'Q16873')"
"('Q8N766', 'Q9H3R5')"
"('Q07889', 'Q9HBH0')"
"('Q93077', 'P06899')"
"('Q9UL18', 'P42766')"
"('O14544', 'P19235')"
"('Q9UQ35', 'P61981')"
"('Q9BYX4', 'O94817')"
"('Q9Y375', 'Q9H1R3')"
"('P50542', 'P35346')"
"('Q13526', 'P15056')"
"('P17844', 'Q9H2G2')"
"('Q9UBS5', 'P50150')"
"('P23508', 'P68402')"
"('P62701', 'P23396')"
"('P10721', 'Q9NR46')"
"('Q9BQD3', 'O75558')"
"('Q13585', 'P63096')"
"('Q9H8W4', 'O14978')"
"('O95661', 'Q15329')"
"('Q15560', 'Q9UBS3')"
"('P62993', 'P62266')"
"('P09874', 'P11388')"
"('P12111', 'P56199')"
"('Q9UBF9', 'Q9Y561')"
"('Q9UK41', 'Q9Y5K6')"
"('Q01101', 'Q13562')"
"('Q9UKV8', 'P57678')"
"('Q13573', 'Q96PK6')"
"('C9JDP6', 'Q07157')"
"('Q9Y5K5', 'Q8NBZ0')"
"('Q16778', 'O15047')"
"('P61244', 'P50539')"
"('O15105', 'P35711')"
"('Q96ST3', 'P10828')"
"('P63218', 'O95467')"
"('Q14289', 'Q13772')"
"('P30968', 'Q02410')"
"('Q15047', 'Q9NQ25')"
"('Q8NEM7', 'Q12962')"
"('Q14160', 'P78352')"
"('P54753', 'P55196')"
"('P21815', 'P06756')"
"('Q14457', 'Q86Y13')"
"('Q96MF7', 'Q8IY18')"
"('O00141', 'Q99759')"
"('P00519', 'Q14847')"
"('P31152', 'P49815')"
"('O15264', 'P35638')"
"('Q9UQ07', 'P16333')"
"('Q99966', 'P15336')"
"('Q96EB6', 'P01375')"
"('P54132', 'P35244')"
"('Q86YR5', 'Q8N6Y0')"
"('P51790', 'Q9HD26')"
"('Q92621', 'Q8NFH5')"
"('Q9BQA5', 'P62805')"
"('P02794', 'Q92574')"
"('O60613', 'P12956')"
"('P17568', 'P03897')"
"('P39019', 'P62979')"
"('Q9NPI8', 'Q8IYD8')"
"('Q15291', 'Q13620')"
"('Q15797', 'P15121')"
"('P19623', 'Q14164')"
"('P27797', 'Q07820')"
"('Q96IG2', 'P54727')"
"('P10275', 'Q13889')"
"('P46100', 'Q96PY6')"
"('O95870', 'Q99942')"
"('Q9UGJ1', 'P20132')"
"('Q9H4E7', 'Q9BUH8')"
"('Q16620', 'P35222')"
"('P49411', 'P20333')"
"('P56199', 'Q13683')"
"('O95782', 'Q9Y4K3')"
"('Q15796', 'Q9Y2U8')"
"('O95834', 'P01889')"
"('P62333', 'Q14997')"
"('P62993', 'P78527')"
"('P00533', 'P51813')"
"('Q96DI7', 'Q13573')"
"('P62258', 'P58340')"
"('Q96JN2', 'Q9H9D4')"
"('P78549', 'Q9Y623')"
"('Q5JWF2', 'Q08462')"
"('O43237', 'Q9NY65')"
"('Q16778', 'Q9P287')"
"('Q14197', 'P49821')"
"('P52797', 'P54764')"
"('P53567', 'Q8TEY5')"
"('O95484', 'O15551')"
"('P62979', 'Q96IG2')"
"('Q8NAV1', 'Q14181')"
"('O75970', 'A6NM45')"
"('P04899', 'P61952')"
"('P61024', 'P06493')"
"('P01106', 'O43405')"
"('P20809', 'Q99665')"
"('Q13409', 'Q6PEY2')"
"('P84103', 'O14646')"
"('Q13315', 'Q9Y4R8')"
"('O96007', 'Q9NUQ8')"
"('O15105', 'O75995')"
"('Q9P2S5', 'P31948')"
"('P29350', 'P15509')"
"('Q13535', 'Q29RF7')"
"('Q92900', 'O95777')"
"('P18074', 'P19447')"
"('P27708', 'Q8NEV4')"
"('Q99460', 'P62195')"
"('O60244', 'Q93074')"
"('P10276', 'P55211')"
"('Q15759', 'P04264')"
"('Q9Y333', 'Q6P2Q9')"
"('Q15047', 'Q8TF65')"
"('P62136', 'P41236')"
"('O14920', 'O60641')"
"('P19447', 'P62195')"
"('O75346', 'P14550')"
"('Q14164', 'P08243')"
"('P05162', 'Q71U36')"
"('P98082', 'Q96CW1')"
"('P58876', 'O75832')"
"('P14784', 'P52333')"
"('P08183', 'Q99623')"
"('Q99750', 'Q13526')"
"('P32121', 'Q9ULV1')"
"('O14744', 'P0C0S5')"
"('O43281', 'Q8N5H7')"
"('Q9NRJ3', 'P51677')"
"('Q9Y6K9', 'O95347')"
"('P60900', 'Q00987')"
"('P08238', 'P19838')"
"('Q9Y478', 'P13569')"
"('P62249', 'P46781')"
"('O14512', 'Q13261')"
"('Q9HAV0', 'P08754')"
"('P08754', 'P12931')"
"('Q9BVS5', 'Q92985')"
"('P35626', 'Q8NG84')"
"('O95619', 'Q9Y4A5')"
"('Q13813', 'P56945')"
"('P16619', 'P32246')"
"('Q92597', 'P62241')"
"('P22607', 'Q99963')"
"('P63104', 'Q9P2H0')"
"('Q13535', 'Q9H0E9')"
"('Q14974', 'O95149')"
"('O75461', 'Q9BYE7')"
"('Q05513', 'Q6IQ26')"
"('O14874', 'Q9BUZ4')"
"('P54646', 'P98177')"
"('P49716', 'P02741')"
"('P33778', 'Q93077')"
"('Q92574', 'Q02535')"
"('P78324', 'Q08722')"
"('Q96BD5', 'P84243')"
"('Q99459', 'Q9BZD4')"
"('P02747', 'P08246')"
"('O00214', 'P05556')"
"('Q13202', 'P30304')"
"('Q96GM5', 'P62993')"
"('O14686', 'P51610')"
"('Q9UBN7', 'P20671')"
"('P42898', 'P25786')"
"('P14598', 'Q96RG2')"
"('P63104', 'Q96RK0')"
"('Q9HD26', 'P08588')"
"('Q99683', 'P15170')"
"('406987', 'P14780')"
"('Q9NUL3', 'P19525')"
"('Q7Z6B7', 'Q07890')"
"('O75367', 'P62807')"
"('P29992', 'Q9BZM1')"
"('P21580', 'P22415')"
"('Q13535', 'Q8NFD5')"
"('Q00005', 'Q13522')"
"('P68431', 'Q12888')"
"('P61421', 'P28845')"
"('Q9Y6W6', 'O75626')"
"('P30480', 'P49189')"
"('Q9HC36', 'P23508')"
"('Q92882', 'Q9P2G9')"
"('P35626', 'Q8NGF4')"
"('Q12824', 'Q92922')"
"('O94776', 'Q96T58')"
"('Q16254', 'Q01892')"
"('P08754', 'P53778')"
"('O43318', 'Q99558')"
"('P46783', 'Q9NX58')"
"('P12931', 'Q8IZD9')"
"('P06241', 'Q99704')"
"('P31146', 'P60604')"
"('Q13573', 'Q12996')"
"('P32121', 'Q15620')"
"('407053', 'Q8NFW9')"
"('Q14240', 'Q02040')"
"('P14136', 'P49768')"
"('P10415', 'Q96LC9')"
"('O75478', 'Q96BN2')"
"('Q6ZUS6', 'P12980')"
"('Q02080', 'Q12968')"
"('P48200', 'Q9BYM8')"
"('Q9HAU4', 'P22607')"
"('P53350', 'P05413')"
"('Q12873', 'P24522')"
"('Q15019', 'Q96RY5')"
"('P18621', 'P39023')"
"('Q9UKX7', 'P78406')"
"('P42345', 'O75385')"
"('O95201', 'Q9UBN7')"
"('P26447', 'P46379')"
"('Q00005', 'Q05513')"
"('Q9Y478', 'P26639')"
"('O15392', 'P34932')"
"('P84022', 'Q13526')"
"('Q13158', 'Q9HAV4')"
"('P04183', 'Q7Z4K8')"
"('P63104', 'Q07890')"
"('P49411', 'Q13573')"
"('Q13472', 'P35244')"
"('P62136', 'Q9H467')"
"('P09874', 'P0CG48')"
"('P50281', 'P08123')"
"('O60684', 'P33316')"
"('Q13315', 'Q6PIW4')"
"('P12980', 'Q9P0M9')"
"('Q9Y6M9', 'O95139')"
"('O15375', 'P18206')"
"('Q14691', 'O94761')"
"('P30480', 'Q9BWD1')"
"('Q00597', 'Q9NW38')"
"('P00748', 'Q9NPY3')"
"('P27361', 'P01243')"
"('P02751', 'P53708')"
"('P38936', 'Q9BT40')"
"('Q14872', 'O15131')"
"('Q13480', 'P48736')"
"('Q12824', 'Q86U86')"
"('Q9NZQ3', 'Q92905')"
"('O60496', 'P16333')"
"('Q01081', 'Q15428')"
"('P24278', 'P38432')"
"('P50914', 'P46777')"
"('P32320', 'O15131')"
"('Q14197', 'Q9H2W6')"
"('Q7L2H7', 'Q9UKE5')"
"('Q9UKB1', 'Q00653')"
"('Q8ND90', 'P63104')"
"('P11021', 'Q9UHD2')"
"('P78395', 'Q15369')"
"('P55209', 'P69905')"
"('P62993', 'Q8TAQ2')"
"('Q15233', 'Q13526')"
"('P78504', 'P46531')"
"('O95299', 'Q86Y39')"
"('O95813', 'Q93098')"
"('O43463', 'Q13547')"
"('Q66LE6', 'Q08289')"
"('P63261', 'Q13546')"
"('P20783', 'P23560')"
"('Q8NH16', 'P38405')"
"('P51817', 'Q06432')"
"('P12882', 'Q16394')"
"('Q15796', 'O00308')"
"('O14576', 'P23508')"
"('O43765', 'P21246')"
"('P07359', 'O00459')"
"('Q14644', 'Q07890')"
"('O15553', 'Q9NX02')"
"('O60508', 'Q8IX12')"
"('P62945', 'Q02543')"
"('P05013', 'P01589')"
"('Q15853', 'O15392')"
"('Q9NQG6', 'P61981')"
"('P33991', 'Q8WYH8')"
"('P45983', 'P53539')"
"('Q6UXF1', 'Q99962')"
"('Q05397', 'P05556')"
"('P52701', 'P54278')"
"('Q92598', 'Q04206')"
"('P13805', 'Q8ND90')"
"('Q99459', 'Q13492')"
"('Q9ULV8', 'P26951')"
"('Q9BW62', 'Q14061')"
"('Q9UHY1', 'P04183')"
"('Q13435', 'O60231')"
"('Q14644', 'Q13200')"
"('O43513', 'Q9NX70')"
"('Q9NWS9', 'P17028')"
"('Q9H6Z4', 'Q15796')"
"('Q8N3E9', 'P12757')"
"('P43243', 'Q99759')"
"('O75822', 'Q9Y5V3')"
"('Q8NEV4', 'Q9Y678')"
"('O43914', 'Q14952')"
"('Q96B26', 'Q9NQT4')"
"('Q08043', 'P13612')"
"('P20936', 'P07332')"
"('Q9Y572', 'Q13158')"
"('P32121', 'Q8NGF3')"
"('P18146', 'P11464')"
"('P49790', 'Q96HA1')"
"('P04406', 'P23246')"
"('Q9NPI1', 'Q16695')"
"('P01589', 'P42338')"
"('Q16630', 'P26367')"
"('P08107', 'Q15653')"
"('P16144', 'Q06124')"
"('P54253', 'P22736')"
"('Q12778', 'P35575')"
"('P20073', 'P07858')"
"('P04632', 'P62820')"
"('P28676', 'P54253')"
"('P31689', 'Q9NYJ8')"
"('Q9UQF2', 'P05067')"
"('P04626', 'P21860')"
"('Q13191', 'P04629')"
"('O95837', 'Q00722')"
"('P27986', 'Q9NQZ6')"
"('Q96LR5', 'Q5VTB9')"
"('Q00403', 'Q08050')"
"('P60568', 'Q08334')"
"('Q9BY76', 'O15143')"
"('P62158', 'Q96LZ3')"
"('P63167', 'Q9NQX3')"
"('Q14790', 'P51572')"
"('P01574', 'P48357')"
"('P62987', 'P61254')"
"('Q9UJX6', 'Q13042')"
"('Q14185', 'P12931')"
