negatives
"('P17987', 'P63104')"
"('Q8IU54', 'P40189')"
"('P12883', 'P08590')"
"('P22309', 'P01889')"
"('P01127', 'P08069')"
"('P43355', 'P14927')"
"('Q58FF8', 'Q9Y243')"
"('Q99942', 'Q9P055')"
"('P61421', 'P07741')"
"('P55075', 'P22607')"
"('P14415', 'O00168')"
"('P17676', 'P13727')"
"('O14964', 'P61106')"
"('Q9H816', 'Q0VDF9')"
"('P35555', 'P35556')"
"('Q07812', 'P27348')"
"('P60709', 'O96019')"
"('P17844', 'P07437')"
"('Q92831', 'Q01658')"
"('P01112', 'Q03135')"
"('Q12986', 'P55795')"
"('O95819', 'P17844')"
"('Q13287', 'Q8N4P3')"
"('Q9GZT8', 'Q96GX9')"
"('P05000', 'P40189')"
"('P10145', 'P35869')"
"('Q13287', 'P42226')"
"('O94927', 'Q9H6D7')"
"('O14737', 'P26641')"
"('Q14188', 'O43463')"
"('P21941', 'O00339')"
"('Q96B97', 'P62993')"
"('Q9UJS0', 'Q8IY92')"
"('P04637', 'P08047')"
"('P08237', 'Q13573')"
"('P25490', 'P06400')"
"('Q99728', 'Q99689')"
"('Q9Y4K3', 'P04629')"
"('P24941', 'Q9NYG5')"
"('Q13315', 'Q6ZNG9')"
"('Q13315', 'Q96BT3')"
"('P51531', 'Q13573')"
"('O43318', 'P63261')"
"('P78527', 'Q13263')"
"('Q8NBE8', 'P20073')"
"('O75521', 'O60684')"
"('Q9H5V7', 'O95751')"
"('O75937', 'P51991')"
"('P10415', 'O14727')"
"('Q9H2G2', 'O43900')"
"('P13612', 'P18084')"
"('O75956', 'Q13422')"
"('Q9HB96', 'Q9BTP7')"
"('P22607', 'P29353')"
"('P62424', 'P63173')"
"('P32121', 'Q8NH59')"
"('Q9P0T4', 'Q99750')"
"('407040', 'Q02750')"
"('P19419', 'P20226')"
"('P01857', 'P11362')"
"('P51571', 'P43307')"
"('440264', 'Q07021')"
"('P46100', 'P45973')"
"('P12931', 'P14317')"
"('Q14118', 'Q92542')"
"('Q16537', 'Q9UM73')"
"('P12931', 'P16284')"
"('Q9Y3D7', 'Q6QNY1')"
"('Q8WWM7', 'P84022')"
"('P46777', 'P62424')"
"('Q13485', 'Q99966')"
"('P16333', 'Q16620')"
"('Q96SB3', 'P36873')"
"('P18146', 'P13807')"
"('P39687', 'P67775')"
"('Q9H492', 'Q16512')"
"('Q13573', 'P53621')"
"('Q15653', 'P03973')"
"('Q8IWV7', 'P24522')"
"('Q09472', 'P11473')"
"('P63104', 'P00966')"
"('Q14289', 'Q9UKW4')"
"('P01303', 'P30559')"
"('Q99816', 'Q9BRB3')"
"('Q13164', 'P35568')"
"('P62140', 'Q10570')"
"('P32243', 'P83731')"
"('Q15465', 'Q9BWV1')"
"('P51149', 'Q13409')"
"('O43707', 'Q86UL8')"
"('Q13315', 'Q96LW7')"
"('O43390', 'P46108')"
"('O43318', 'P53778')"
"('P31749', 'Q9H7J1')"
"('Q8TCS8', 'Q14197')"
"('P00747', 'P05121')"
"('P28074', 'O15116')"
"('Q8N9I9', 'Q8IWF7')"
"('Q5UIP0', 'Q13765')"
"('O60894', 'P84996')"
"('Q14624', 'P62993')"
"('P56199', 'P23229')"
"('P13232', 'P10914')"
"('P61254', 'P46777')"
"('P16104', 'O75340')"
"('O95166', 'P18507')"
"('P33240', 'Q05048')"
"('Q99677', 'O14610')"
"('P62993', 'P46092')"
"('P25791', 'Q9UPY8')"
"('O14610', 'Q92806')"
"('Q9NWA0', 'P30876')"
"('P20701', 'Q14773')"
"('A6NIX2', 'P10276')"
"('P13637', 'P07711')"
"('O00471', 'P78344')"
"('Q9UKS7', 'Q13422')"
"('Q13573', 'O14981')"
"('Q9Y3E7', 'P52735')"
"('Q9BXR0', 'Q15047')"
"('P49427', 'P28562')"
"('P05556', 'P29353')"
"('Q13363', 'Q8N3X6')"
"('Q9Y5Z7', 'Q03164')"
"('P98171', 'Q9HBH0')"
"('Q9ULK5', 'O94806')"
"('Q13748', 'Q9UHD2')"
"('P26441', 'Q01344')"
"('Q9UL46', 'Q14164')"
"('Q15078', 'Q15788')"
"('Q9UH03', 'Q16659')"
"('P62906', 'Q15843')"
"('P47869', 'P54257')"
"('Q92569', 'Q13094')"
"('Q9UNX3', 'P36578')"
"('Q14525', 'Q00005')"
"('P19235', 'Q9NSE2')"
"('P00441', 'Q9BUN8')"
"('P06748', 'Q9BQG0')"
"('Q04206', 'P33681')"
"('P49591', 'P30504')"
"('O43597', 'Q12933')"
"('P20020', 'Q96RT1')"
"('Q6P1J9', 'P62487')"
"('Q13573', 'Q16514')"
"('Q99942', 'P0CG48')"
"('Q13233', 'P49585')"
"('P51149', 'Q6PEY2')"
"('P25789', 'P25786')"
"('Q9Y4K3', 'Q99873')"
"('Q15428', 'Q08170')"
"('Q8WTQ7', 'P49238')"
"('Q9UJ04', 'Q9Y2I6')"
"('P15036', 'O75376')"
"('P25054', 'O15504')"
"('P54257', 'P50336')"
"('Q16543', 'P07900')"
"('Q9NQB0', 'Q92793')"
"('O60832', 'Q16659')"
"('Q53GS9', 'Q04771')"
"('P05129', 'Q96B18')"
"('P01566', 'P42702')"
"('P62750', 'P40337')"
"('P04626', 'P62993')"
"('O60934', 'Q9UER7')"
"('Q9Y446', 'Q13573')"
"('Q13485', 'P61244')"
"('P25940', 'P16070')"
"('Q6ZNG1', 'P49716')"
"('Q5M7Z0', 'Q5VVX9')"
"('P60709', 'P53708')"
"('P05231', 'P26951')"
"('O75051', 'Q8WUM4')"
"('P20333', 'P25705')"
"('Q9BQ83', 'P35749')"
"('P22612', 'P27482')"
"('P12931', 'P56945')"
"('Q96B26', 'Q9NQT5')"
"('P61586', 'Q9H4E7')"
"('O76038', 'O00161')"
"('O43189', 'Q93062')"
"('O43149', 'Q12988')"
"('Q13200', 'P20333')"
"('P35590', 'P23470')"
"('Q01105', 'P30480')"
"('P46939', 'Q13424')"
"('Q13315', 'Q9BSD3')"
"('Q13200', 'P19438')"
"('P49747', 'P13612')"
"('P78357', 'Q12860')"
"('Q92830', 'Q8IZL2')"
"('Q9UHD0', 'P40238')"
"('Q15628', 'Q05639')"
"('P63104', 'P28290')"
"('P61952', 'Q16539')"
"('Q86Y39', 'P03923')"
"('P30480', 'O15067')"
"('Q7Z4H7', 'Q9BT25')"
"('P16871', 'Q13748')"
"('P04628', 'O75197')"
"('P27361', 'Q8N122')"
"('Q9NR12', 'P05771')"
"('Q9UL18', 'P62269')"
"('P30101', 'P12111')"
"('Q6ZU52', 'Q96EV8')"
"('O00459', 'Q9BVP2')"
"('O00401', 'P08238')"
"('P38398', 'P48431')"
"('Q9HBI0', 'Q13797')"
"('P61077', 'P40337')"
"('Q13489', 'Q9BZK7')"
"('A6NIT4', 'P48357')"
"('Q9H6Z4', 'Q15796')"
"('P84022', 'P46531')"
"('P62304', 'Q9Y4Y9')"
"('P68133', 'Q16658')"
"('P42574', 'P06396')"
"('Q16363', 'P16070')"
"('P51686', 'O15444')"
"('P45983', 'Q8NER1')"
"('Q9UM07', 'Q9ULA0')"
"('Q15047', 'Q9UBC3')"
"('P35240', 'Q15633')"
"('Q7Z406', 'Q9BX84')"
"('O00463', 'P43489')"
"('P30154', 'Q5FBB7')"
"('P09132', 'P61011')"
"('Q13114', 'O95786')"
"('Q14061', 'P51681')"
"('P54105', 'P62308')"
"('P01116', 'Q16539')"
"('P46109', 'P29353')"
"('Q9NWA0', 'Q15648')"
"('P25786', 'Q9Y4K3')"
"('Q15022', 'Q08999')"
"('P30040', 'P16104')"
"('P50281', 'Q15109')"
"('Q92561', 'Q7L5N1')"
"('P68431', 'Q8TEX9')"
"('P40337', 'P19105')"
"('Q99677', 'P16520')"
"('P17096', 'P08047')"
"('Q12933', 'P27986')"
"('Q52LW3', 'Q96L33')"
"('Q8IZD9', 'Q9HBH0')"
"('Q9BZI7', 'P62495')"
"('P61160', 'O00401')"
"('P26651', 'Q8IU60')"
"('Q13535', 'Q9NPJ6')"
"('Q9BRP4', 'Q13200')"
"('P50150', 'P04899')"
"('Q9C000', 'P10415')"
"('P31946', 'P20823')"
"('Q06124', 'O15389')"
"('Q92993', 'P04406')"
"('A4D0S4', 'P26010')"
"('Q12933', 'Q92905')"
"('Q6P1J9', 'Q10570')"
"('P25098', 'P51685')"
"('Q6ZNA4', 'Q9HAU4')"
"('P11831', 'P19419')"
"('Q92966', 'O75971')"
"('Q9Y277', 'Q13268')"
"('P37802', 'Q9GZN1')"
"('Q99459', 'P53621')"
"('Q15915', 'P08151')"
"('P51610', 'Q92769')"
"('Q86Y13', 'Q969T4')"
"('Q13347', 'P55010')"
"('P62158', 'Q96RR4')"
"('Q13444', 'O94875')"
"('Q14966', 'P08727')"
"('P06576', 'P56381')"
"('Q9NWZ3', 'P08575')"
"('Q04917', 'Q96CV9')"
"('Q15173', 'Q9Y243')"
"('Q13526', 'P11388')"
"('Q8NFZ0', 'P62877')"
"('Q9UJZ1', 'P78396')"
"('Q7LDG7', 'P10301')"
"('P18084', 'Q05397')"
"('P02775', 'P51681')"
"('Q9Y478', 'Q13797')"
"('P16333', 'Q01484')"
"('P07910', 'P67809')"
"('Q13813', 'Q01082')"
"('P55075', 'P08069')"
"('P12931', 'Q9Y6Q6')"
"('P12268', 'Q9UET6')"
"('P17275', 'O15525')"
"('Q04206', 'P42224')"
"('O00482', 'Q15466')"
"('Q9H0C5', 'Q9BX70')"
"('Q9BVM2', 'Q9Y230')"
"('Q03013', 'P04637')"
"('Q16629', 'Q9BUJ2')"
"('P04637', 'Q14695')"
"('O94806', 'P46527')"
"('P62140', 'Q12879')"
"('Q9UKV3', 'P31946')"
"('Q12772', 'P54253')"
"('Q01094', 'P24864')"
"('O95870', 'Q99942')"
"('P51817', 'Q6IN85')"
"('Q9BZ29', 'P08134')"
"('Q15349', 'P17252')"
"('Q07889', 'P08648')"
"('P51946', 'P46527')"
"('A8MTJ3', 'P35913')"
"('P22612', 'P27361')"
"('P55774', 'P49682')"
"('Q9ULL4', 'Q86UL8')"
"('P19474', 'P63316')"
"('Q8N392', 'Q9H4E5')"
"('O60861', 'Q96F07')"
"('P22681', 'P62258')"
"('P25963', 'Q09472')"
"('P40225', 'P31785')"
"('P05412', 'P60568')"
"('P62191', 'Q9Y6X2')"
"('Q13247', 'Q14103')"
"('P09769', 'Q14289')"
"('O60812', 'P61981')"
"('Q12968', 'P11831')"
"('Q9GZX6', 'Q5VWK5')"
"('Q9P0U4', 'P61964')"
"('O00629', 'P46063')"
"('Q07890', 'P27986')"
"('Q9NYW6', 'A8MTJ3')"
"('Q9H492', 'Q02156')"
"('P68400', 'P13807')"
"('A8K6C2', 'P26951')"
"('Q16539', 'Q02750')"
"('P36873', 'Q8TCU5')"
"('Q9H7B4', 'P07900')"
"('Q9H1D0', 'P18031')"
"('Q92765', 'Q13467')"
"('Q9UPT5', 'Q8N6Y0')"
"('O95997', 'P12956')"
"('Q05397', 'P13612')"
"('Q8IWA4', 'Q16611')"
"('P61201', 'Q9H9Q2')"
"('P63279', 'Q9NR12')"
"('P05231', 'Q05516')"
"('P23527', 'Q96DB2')"
"('Q13242', 'P55795')"
"('Q9H2G2', 'P51398')"
"('O76071', 'Q86Y56')"
"('P27635', 'P61313')"
"('P49674', 'P30304')"
"('Q9Y219', 'Q04721')"
"('P08908', 'P04899')"
"('P62913', 'Q00005')"
"('P54257', 'O60925')"
"('B1A4H9', 'P26951')"
"('Q9P107', 'Q8IXI1')"
"('Q13237', 'Q02156')"
"('Q16531', 'Q9BW61')"
"('Q9NRR4', 'P17844')"
"('Q8WV22', 'Q8IY18')"
"('P16144', 'O75369')"
"('O95182', 'O95178')"
"('P09651', 'Q8IYB3')"
"('Q12841', 'P12643')"
"('P32121', 'Q9NZP5')"
"('P04183', 'Q8IZ69')"
"('Q9NX02', 'P24864')"
"('P60510', 'Q99832')"
"('P16220', 'Q14687')"
"('Q9UBY5', 'O60262')"
"('P01215', 'P01225')"
"('Q06787', 'Q5JVS0')"
"('P62258', 'Q9UHD2')"
"('Q9UMY4', 'Q99459')"
"('Q9HAV0', 'O60840')"
"('Q9Y2I6', 'O15015')"
"('Q92547', '26765')"
"('O15525', 'O60675')"
"('Q01082', 'P41279')"
"('Q14738', 'P30307')"
"('Q99814', 'P25054')"
"('Q9Y6F9', 'Q9ULW2')"
"('P10321', 'Q99706')"
"('P0CG48', 'O76080')"
"('Q99727', 'P08253')"
"('P09919', 'Q969J5')"
"('O94762', 'P12004')"
"('P16220', 'Q9P2G3')"
"('Q9NRD5', 'P11234')"
"('O95178', 'P03897')"
"('A8TX70', 'P05556')"
"('O00220', 'Q13618')"
"('Q9HBY8', 'P20823')"
"('P23588', 'Q14152')"
"('Q9P2S5', 'Q9H936')"
"('P63000', 'Q86UR1')"
"('Q14164', 'P05455')"
"('Q9H444', 'P40818')"
"('O60603', 'P61073')"
"('P09651', 'P61978')"
"('P04899', 'O00459')"
"('Q00604', 'O95859')"
"('O15067', 'Q9Y4K3')"
"('Q8WYR1', 'Q05655')"
"('Q99496', 'Q9Y385')"
"('O15287', 'P07992')"
"('O00501', 'O95049')"
"('P56537', 'P55786')"
"('Q96C10', 'Q02556')"
"('P48740', 'Q92890')"
"('P27797', 'O60739')"
"('Q9H3P7', 'O43493')"
"('P62993', 'P23458')"
"('Q9Y2F9', 'Q9ULL4')"
"('Q99767', 'P98164')"
"('Q96LA8', 'O75925')"
"('Q9ULV8', 'P29597')"
"('Q13243', 'P62306')"
"('P43354', 'P10276')"
"('P07910', 'Q14164')"
"('O00273', 'O76075')"
"('P56746', 'Q9UDY2')"
"('P36897', 'Q03167')"
"('Q14764', 'Q13573')"
"('P60763', 'Q9BYG4')"
"('P08151', 'O95409')"
"('Q8N5V2', 'P61586')"
"('P62993', 'Q9UL51')"
"('Q13042', 'Q15796')"
"('P27348', 'P62258')"
"('Q13315', 'P43246')"
"('P02786', 'P01889')"
"('P06400', 'Q01892')"
"('Q92769', 'P10244')"
"('Q06323', 'Q13155')"
"('P32298', 'P13945')"
"('Q92839', 'P56537')"
"('Q13315', 'Q01081')"
"('O15335', 'P16144')"
"('P56748', 'Q9Y5I7')"
"('O60783', 'Q14197')"
"('P28749', 'Q02363')"
"('O60814', 'Q9BY41')"
"('P37023', 'P17813')"
"('P12956', 'P11021')"
"('P34897', 'P56537')"
"('P62993', 'Q9H422')"
"('Q9BT78', 'P61201')"
"('Q12824', 'Q9P2D1')"
"('P49747', 'P16144')"
"('Q16254', 'Q7L590')"
"('Q99717', 'P50616')"
"('O43353', 'Q15306')"
"('O75319', 'Q9H0R8')"
"('P61769', 'P15813')"
"('Q7L5N1', 'P55212')"
"('Q07817', 'P13667')"
"('P00813', 'P27487')"
"('P18887', 'P49916')"
"('Q9NPH2', 'P67775')"
"('P21246', 'Q86U06')"
"('Q01094', 'P10244')"
"('Q9NRI5', 'O95376')"
"('P08670', 'P51693')"
"('O00231', 'P35998')"
"('Q13233', 'P62906')"
"('O95433', 'P31995')"
"('P18146', 'Q99996')"
"('Q13573', 'P62269')"
"('Q9UI14', 'P51149')"
"('Q9UBD9', 'Q99665')"
"('P22090', 'P62841')"
"('Q9UNF0', 'Q9ULH1')"
"('Q96QZ7', 'Q9BX67')"
"('P51398', 'Q00653')"
"('P38159', 'Q13242')"
"('Q12933', 'O43255')"
"('Q9UII4', 'Q969T4')"
"('Q13573', 'Q15796')"
"('Q9P0K1', 'P63104')"
"('O75528', 'P11142')"
"('O75607', 'P19544')"
"('Q15596', 'P28702')"
"('P35222', 'Q15910')"
"('Q92985', 'Q13485')"
"('P01344', 'Q9NPI5')"
"('O95433', 'Q9Y2Q3')"
"('Q9H7D0', 'P78371')"
"('Q9P287', 'P67870')"
"('P18146', 'Q13207')"
"('Q99719', 'Q16623')"
"('P35626', 'Q8NGJ4')"
"('Q92561', 'Q8TAQ2')"
"('Q13155', 'P60709')"
"('P62879', 'Q9NQ66')"
"('P61006', 'P14672')"
"('Q9Y3C6', 'Q12972')"
"('O43303', 'Q8ND90')"
"('Q9UGN5', 'P09874')"
"('P01106', 'Q8N8A6')"
"('Q13347', 'P60709')"
"('Q15475', 'O15520')"
"('Q96NA2', 'Q9BQE3')"
"('O95477', 'Q9HAP6')"
"('P48454', 'Q9UD71')"
"('Q7Z7H8', 'Q9UPT9')"
"('Q9H9S4', 'P54646')"
"('P41235', 'P01019')"
"('Q9H974', 'P01857')"
"('Q14934', 'Q02080')"
"('P98177', 'P63104')"
"('P62993', 'P35609')"
"('P47897', 'P49841')"
"('P62258', 'Q9UKV0')"
"('Q96B36', 'Q15560')"
"('Q9UBV4', 'Q9ULV1')"
"('Q8N3U4', 'O95072')"
"('Q13547', 'P51610')"
"('P35462', 'P63215')"
"('O60583', 'P06400')"
"('Q15831', 'Q96CW1')"
"('Q9UBW8', 'P02775')"
"('Q92793', 'Q12772')"
"('P11274', 'P46109')"
"('P63104', 'P49720')"
"('P06241', 'O60840')"
"('Q8NBT2', 'Q9HBM1')"
"('P15104', 'P03915')"
"('Q14192', 'Q12933')"
"('P17980', 'P62191')"
"('P35268', 'P61927')"
"('P07948', 'Q13094')"
"('Q99459', 'Q9NVI1')"
"('O15297', 'Q15759')"
"('O00206', 'Q9UMX0')"
"('P62280', 'P61247')"
"('406887', 'P52926')"
"('Q14191', 'P16104')"
"('P23258', 'Q99459')"
"('P53365', 'P84077')"
"('Q8IYD1', 'P11940')"
"('P43146', 'P16220')"
"('O96013', 'P63104')"
"('O00222', 'O14610')"
"('P12814', 'P63267')"
"('P61289', 'P17980')"
"('Q9Y2N7', 'P27540')"
"('P63104', 'P55795')"
"('Q99459', 'P33992')"
"('Q99558', 'Q08211')"
"('P62750', 'P46777')"
"('P49792', 'P02768')"
"('Q9GZS3', 'Q9HCE7')"
"('Q15172', 'Q86YF9')"
"('P05556', 'Q9UL25')"
"('Q9UPT6', 'Q13233')"
"('P04792', 'P16871')"
"('Q96C10', 'P63010')"
"('P07900', 'Q9H093')"
"('Q07021', 'Q14197')"
"('Q9UKE5', 'Q9BWD1')"
"('Q8IWN7', 'P62993')"
"('P62081', 'P63220')"
"('Q9H3P7', 'Q9HAU4')"
"('Q9UK08', 'Q00722')"
"('P04637', 'P07339')"
"('Q04206', 'Q9P2J5')"
"('Q9Y3U8', 'P27635')"
"('Q9P0W0', 'P42701')"
"('P11274', 'P20020')"
"('P16871', 'P05976')"
"('P63167', 'Q92956')"
"('O75956', 'Q9ULV5')"
"('P12643', 'Q13705')"
"('Q99471', 'Q14164')"
"('P19387', 'P36954')"
"('P17787', 'O60674')"
"('P05013', 'P31785')"
"('P35244', 'Q96E14')"
"('Q9H1K0', 'O75165')"
"('P62805', 'P62993')"
"('O95376', 'P04637')"
"('P82279', 'Q9UNM6')"
"('P49407', 'P18146')"
"('P23416', 'P46379')"
"('Q15287', 'P67809')"
"('Q9Y572', 'P21333')"
"('Q13952', 'P04406')"
"('Q13191', 'P07333')"
"('P30050', 'Q9UQ80')"
"('Q5VWP2', 'Q15654')"
"('P53778', 'O75582')"
"('Q14332', 'Q01970')"
"('Q09028', 'P84243')"
"('P40933', 'Q6UXL0')"
"('Q66LE6', 'P51617')"
"('Q9Y277', 'P60709')"
"('P05060', 'Q86YV5')"
"('P31943', 'P49642')"
"('Q86WV6', 'P33527')"
"('Q9UI09', 'Q16795')"
"('O15162', 'Q8WV24')"
"('P11802', 'Q99828')"
"('Q13555', 'Q9UKV0')"
"('Q15528', 'Q9BTT4')"
"('Q13247', 'Q8IX12')"
"('Q00987', 'Q15648')"
"('Q9BVG3', 'Q15796')"
"('P14635', 'P49815')"
"('O15530', 'P00533')"
"('Q12933', 'Q9C0A6')"
"('Q9H4B7', 'Q13748')"
"('P12956', 'Q8N2W9')"
"('O75478', 'Q9NS73')"
"('Q8N6Y0', 'Q969F0')"
"('O15392', 'P55210')"
"('P02768', 'P04183')"
"('Q14498', 'Q9BTT4')"
"('Q13751', 'P05556')"
"('Q9NZJ5', 'O14733')"
"('P35637', 'P52272')"
"('Q13616', 'Q9NRD1')"
"('Q9Y2R2', 'P10912')"
"('Q9Y4E5', 'Q13137')"
"('Q92901', 'P46777')"
"('P82980', 'P41235')"
"('O75251', 'P03897')"
"('Q93077', 'Q13547')"
"('O14493', 'C9JDP6')"
"('Q93062', 'P50479')"
"('P78537', 'P57721')"
"('P17948', 'Q99961')"
"('P07900', 'Q9GZX7')"
"('Q14164', 'Q8WU90')"
"('Q14258', 'P51668')"
"('P20908', 'P56199')"
"('P25963', 'Q9UQL6')"
"('Q8IVM0', 'P21580')"
"('P39023', 'P27635')"
"('Q01780', 'Q9H7Z7')"
"('Q9NQX3', 'P14867')"
"('Q9NZN8', 'P18146')"
"('O60563', 'O15350')"
"('P02768', 'Q9UJS0')"
"('P16220', 'Q969V6')"
"('P50542', 'Q8IY92')"
"('Q14134', 'O15169')"
"('Q12972', 'Q96SB3')"
"('Q8NFA2', 'Q86UR1')"
"('P53708', 'Q07889')"
"('O95793', 'P19338')"
"('P62993', 'O43900')"
"('P16333', 'P48023')"
"('Q9P2M7', 'P24844')"
"('P46940', 'Q99759')"
"('Q9UBD9', 'P10912')"
"('P29590', 'Q13155')"
"('Q7Z5R6', 'Q9Y490')"
"('P06241', 'Q14643')"
"('O43597', 'P62993')"
"('Q86YV5', 'P05060')"
"('P04844', 'P01106')"
"('P62993', 'Q92968')"
"('P49715', 'P11473')"
"('Q9NYL9', 'Q9BVJ7')"
"('A6NMZ7', 'P05106')"
"('P04181', 'Q8N357')"
"('O14646', 'O75376')"
"('A6NM45', 'P56880')"
"('Q9Y266', 'P78545')"
"('Q5RL73', 'Q16594')"
"('P30048', 'Q00005')"
"('406915', 'P35226')"
"('O00327', 'Q92831')"
"('O95989', 'Q9UGJ1')"
"('P27986', 'P29074')"
"('Q6STE5', 'Q96GM5')"
"('Q9UKV0', 'Q99878')"
"('51776', 'Q8N184')"
"('P48169', 'Q9NQX3')"
"('P62877', 'P04637')"
"('O75159', 'P00533')"
"('P68366', 'Q13885')"
"('P12830', 'Q68CZ2')"
"('Q9H0E9', 'P16104')"
"('P01116', 'P42336')"
"('P47900', 'Q5JWF2')"
"('Q99519', 'P10619')"
"('Q9H9Y6', 'P53803')"
"('P52803', 'P06213')"
"('Q9NPI8', 'O95897')"
"('O14544', 'P52630')"
"('P29372', 'P21266')"
"('Q9BTT6', 'P78352')"
"('P46108', 'Q9Y5I1')"
"('Q8NEB9', 'Q9Y243')"
"('Q13315', 'Q9NQ88')"
"('P68036', 'Q13490')"
"('Q99684', 'P38936')"
"('P30559', 'Q9BXT2')"
"('P22392', 'Q15435')"
"('P80723', 'Q9Y572')"
"('P08865', 'P39019')"
"('P16471', 'P50570')"
"('P46934', 'P08069')"
"('Q9H2P0', 'P19174')"
"('Q14683', 'Q12986')"
"('Q96BA8', 'Q53ET0')"
"('P14416', 'O14775')"
"('P63098', 'P41594')"
"('P62987', 'P04626')"
"('Q9Y3D7', 'Q8NHQ1')"
"('O96019', 'Q12824')"
"('P36897', 'O15169')"
"('Q92597', 'P35998')"
"('P27540', 'P00338')"
"('P68104', 'P38936')"
"('P20936', 'Q8IZ69')"
"('P78527', 'Q9Y6K9')"
"('Q8NB91', 'Q9BXW9')"
"('P38398', 'P12980')"
"('Q6P1J9', 'P08133')"
"('P49903', 'Q8N8V2')"
"('P52735', 'P36542')"
"('Q9UQ80', 'P06748')"
"('Q6NZY4', 'P30153')"
"('Q7L2H7', 'Q01780')"
"('P01106', 'Q9NZW5')"
"('P10276', 'Q15744')"
"('Q01201', 'P29460')"
"('P53779', 'Q01538')"
"('P35626', 'Q8NH93')"
