negatives
"('Q96SI1', 'Q9NS85')"
"('P09622', 'Q96KP4')"
"('Q8N423', 'P29350')"
"('Q9H1C4', 'Q9NR97')"
"('P26583', 'P34897')"
"('P50151', 'P54619')"
"('P26367', 'P21675')"
"('Q16828', 'Q01094')"
"('Q3KQV9', 'Q15907')"
"('Q9UBU9', 'Q9Y4E8')"
"('Q92828', 'P46940')"
"('P46937', 'Q92541')"
"('Q8WVZ9', 'P60520')"
"('P63279', 'Q96B97')"
"('P20036', 'Q8IY17')"
"('Q9UH99', 'Q12888')"
"('Q9Y240', 'Q9H2Y7')"
"('P22694', 'Q8NGP0')"
"('P29692', 'Q99853')"
"('P62256', 'P78317')"
"('P31689', 'O00629')"
"('Q8WTR7', 'P49760')"
"('P49736', 'P62854')"
"('O75161', 'Q9H8V3')"
"('P62841', 'P46781')"
"('Q5SSJ5', 'Q9Y3A4')"
"('P10321', 'P10966')"
"('Q99871', 'Q68CZ6')"
"('P23508', 'Q96H12')"
"('Q6P2H3', 'O94986')"
"('Q07817', 'O00198')"
"('Q07912', 'Q15118')"
"('P49792', 'Q13469')"
"('P61960', 'Q9Y478')"
"('Q96BD8', 'Q02224')"
"('Q9BSM1', 'Q8NFD5')"
"('P30084', 'Q9NPH2')"
"('O43865', 'Q9UMX0')"
"('Q9Y314', 'P61077')"
"('P51677', 'P08754')"
"('Q8WZA2', 'Q9NRX4')"
"('P08238', 'Q8TBB1')"
"('O14910', 'Q4VCS5')"
"('P05787', 'Q7Z3Z0')"
"('P24941', 'P20248')"
"('Q96RT8', 'Q8NHV4')"
"('P61313', 'P47914')"
"('P29590', 'P23769')"
"('Q9P2Y5', 'O60488')"
"('Q9P267', 'P62495')"
"('Q9NSE2', 'P06239')"
"('P62820', 'Q16658')"
"('P06241', 'Q9NV92')"
"('Q9H0U4', 'P50395')"
"('Q15555', 'Q8WW35')"
"('Q6ZW49', 'Q15555')"
"('Q53FA7', 'P55060')"
"('Q6PJ69', 'Q05086')"
"('O14503', 'Q16537')"
"('Q08945', 'Q9Y5B9')"
"('O14980', 'P07900')"
"('Q9BT40', 'Q92988')"
"('Q13112', 'O95503')"
"('Q86VU5', 'Q99666')"
"('P27635', 'P63244')"
"('P07478', 'P25116')"
"('Q71DI3', 'P38398')"
"('Q8IVW6', 'P48431')"
"('Q5JVF3', 'O60318')"
"('P14735', 'Q9BU89')"
"('Q9UFF9', 'Q14671')"
"('Q9BWE0', 'P23771')"
"('P55039', 'Q9H4M9')"
"('P07900', 'O00471')"
"('O95817', 'O95352')"
"('Q96LC9', 'P18146')"
"('Q9HA38', 'Q8IUQ4')"
"('Q9NTX9', 'Q9UPZ9')"
"('O94888', 'Q70CQ2')"
"('O60260', 'P34932')"
"('Q14103', 'Q13547')"
"('Q9H0A6', 'P09017')"
"('P04150', 'Q13228')"
"('P07195', 'Q93050')"
"('Q9Y3L5', 'P40227')"
"('P05067', 'Q12904')"
"('P46778', 'P62701')"
"('Q86YV6', 'P12829')"
"('Q9NQT8', 'Q3MII6')"
"('Q12955', 'P16070')"
"('Q16891', 'Q9H8K7')"
"('P25440', 'Q9NPF5')"
"('Q5T751', 'Q12805')"
"('P35269', 'Q96T76')"
"('Q68D86', 'P00540')"
"('Q86TA1', 'P02775')"
"('Q9Y6K9', 'P15941')"
"('Q96EK9', 'Q13643')"
"('P55317', 'O75367')"
"('Q9NR12', 'Q9Y603')"
"('P14866', 'Q9HC24')"
"('P42704', 'Q6NUN9')"
"('Q9NRY2', 'Q9BY27')"
"('Q9BRT2', 'P04792')"
"('P01106', 'O60884')"
"('Q8N122', 'O15075')"
"('P17612', 'Q15619')"
"('P04629', 'Q96KP1')"
"('P09669', 'P0DP23')"
"('Q9HC24', 'Q14558')"
"('Q96FF9', 'P19525')"
"('Q7L099', 'Q14088')"
"('Q9UGJ1', 'P07437')"
"('Q14457', 'P60660')"
"('Q9NZJ6', 'Q9Y6H1')"
"('Q9ULJ7', 'Q8IUH5')"
"('Q92734', 'O60806')"
"('P62910', 'Q13177')"
"('Q86XL3', 'Q96KM6')"
"('P14653', 'P40424')"
"('P02545', 'Q13155')"
"('Q92826', 'P14859')"
"('Q15773', 'Q9UJY1')"
"('P33993', 'Q9NYF8')"
"('P62314', 'P15374')"
"('P22681', 'Q8NER1')"
"('P46459', 'Q9BZE9')"
"('P68366', 'Q15813')"
"('P04629', 'Q9BXW9')"
"('O14776', 'Q9UI08')"
"('O14980', 'Q9P107')"
"('Q9Y490', 'Q14289')"
"('Q96GX1', 'Q6ZWT7')"
"('Q99956', 'P45983')"
"('Q9BYD6', 'Q9NP92')"
"('Q92858', 'P62805')"
"('Q06330', 'P05067')"
"('A0JLT2', 'Q6IAN0')"
"('P32242', 'Q6L8G4')"
"('P49703', 'Q9UPT6')"
"('Q9H6E5', 'Q9H079')"
"('Q13177', 'P27361')"
"('Q9BQ89', 'P14373')"
"('Q9NYJ8', 'Q92844')"
"('P07305', 'Q86VP6')"
"('P62258', 'Q9NYJ8')"
"('Q9NX18', 'P31040')"
"('P62879', 'P62070')"
"('Q8IUQ4', 'Q8IZA0')"
"('Q5T5Y3', 'Q9Y2I6')"
"('P02751', 'Q00839')"
"('Q9UBS0', 'P07948')"
"('Q9Y5W3', 'Q09472')"
"('P67936', 'Q9UNI6')"
"('Q96KK4', 'Q9P2W3')"
"('Q9C005', 'P62314')"
"('Q16666', 'Q6PL18')"
"('P55327', 'Q14164')"
"('Q14896', 'P0CAP1')"
"('P05109', 'P35240')"
"('P21796', 'Q9UHQ4')"
"('Q13620', 'P01137')"
"('Q96DX4', 'Q6ZMR5')"
"('Q9NYM9', 'Q13190')"
"('O94817', 'Q16540')"
"('A5D8V6', 'O43186')"
"('P42702', 'Q92569')"
"('O00311', 'P14373')"
"('P50221', 'Q969S2')"
"('Q14999', 'P02545')"
"('Q05655', 'Q09472')"
"('P78545', 'P37173')"
"('Q15777', 'Q5TYM5')"
"('Q9HCE7', 'Q01082')"
"('Q14568', 'Q13617')"
"('Q8WV60', 'Q9UJV3')"
"('P45983', 'Q14934')"
"('Q05519', 'P68104')"
"('P51648', 'Q8N3P4')"
"('Q9NR12', 'Q7L8S5')"
"('O75360', 'Q9NWC5')"
"('Q14032', 'O95999')"
"('O14641', 'Q9Y2T1')"
"('P62837', 'A0AVT1')"
"('Q8WUY9', 'P13284')"
"('Q14031', 'P13612')"
"('Q9NR48', 'P15884')"
"('Q13464', 'Q7Z6J6')"
"('P54920', 'P02751')"
"('P17612', 'Q8NGD3')"
"('Q9H9A5', 'Q9P2P5')"
"('P62841', 'P62750')"
"('P61803', 'Q8TCJ2')"
"('P53803', 'P28065')"
"('P61604', 'Q15493')"
"('P21980', 'P08727')"
"('Q9Y678', 'Q9BSB4')"
"('Q99496', 'Q9UHB9')"
"('Q6NSI4', 'Q9NZC7')"
"('Q96AP0', 'Q93034')"
"('Q13123', 'Q13595')"
"('P13861', 'Q16659')"
"('P20073', 'Q06710')"
"('Q96JK2', 'Q99471')"
"('O15084', 'Q8NHG8')"
"('P42704', 'Q9BV73')"
"('P09936', 'P18825')"
"('O14980', 'Q8TBC4')"
"('P06400', 'P42685')"
"('Q15797', 'Q9NRR4')"
"('Q9UHP3', 'P18583')"
"('P08243', 'Q9NRR5')"
"('Q16891', 'O75431')"
"('Q9C000', 'Q9NPP4')"
"('Q96GM5', 'O00308')"
"('O75381', 'Q8N344')"
"('Q9H1J1', 'Q01780')"
"('P12830', 'Q7Z6J6')"
"('Q96B26', 'Q6IQ23')"
"('P38398', 'Q86UV6')"
"('P19320', 'P36578')"
"('Q13885', 'Q15365')"
"('Q16526', 'P21333')"
"('Q9NYM9', 'Q9P0N5')"
"('P40933', 'Q99062')"
"('Q86X55', 'O15294')"
"('Q15274', 'Q9NZ94')"
"('P26951', 'O60674')"
"('Q9UHD9', 'O15427')"
"('P16220', 'P24723')"
"('Q8N668', 'Q09472')"
"('P60866', 'P42677')"
"('Q7L5Y6', 'P15036')"
"('Q15172', 'P31751')"
"('Q15831', 'Q9Y6E0')"
"('P39023', 'P61513')"
"('Q01844', 'Q6VAB6')"
"('P26641', 'P49589')"
"('Q05209', 'Q9Y6I3')"
"('O95758', 'O75533')"
"('P60568', 'Q12906')"
"('P23526', 'Q9BWD1')"
"('P49356', 'Q8TAT6')"
"('Q8NAP8', 'P33176')"
"('P54253', 'A7E2V4')"
"('Q9HA65', 'Q9H0R8')"
"('Q13501', 'P16070')"
"('P35244', 'Q96JN8')"
"('Q86Y13', 'Q5R372')"
"('Q13286', 'P42166')"
"('Q9H2P0', 'P52294')"
"('P33527', 'Q9UI12')"
"('Q13619', 'Q9H9Q2')"
"('P68431', 'Q8IZL8')"
"('Q92968', 'O75381')"
"('Q13099', 'Q86VQ0')"
"('P46379', 'Q8IZH2')"
"('P23246', 'Q96CW1')"
"('Q04323', 'Q02413')"
"('P35222', 'P98164')"
"('Q15208', 'Q9BWU1')"
"('Q7Z408', 'P55157')"
"('Q9BRD0', 'Q92917')"
"('Q9NXC2', 'P60410')"
"('Q99853', 'P53618')"
"('O00187', 'O00602')"
"('Q12968', 'P34897')"
"('Q14689', 'P98082')"
"('Q99615', 'Q9NRI5')"
"('P46781', 'P84098')"
"('P05386', 'P62241')"
"('O95817', 'P50502')"
"('P05114', 'Q16621')"
"('P51116', 'Q6NT76')"
"('Q15386', 'O75155')"
"('P53675', 'P06733')"
"('P05556', 'O43707')"
"('O75643', 'Q9NRC8')"
"('O95302', 'P54725')"
"('O15264', 'Q13283')"
"('Q96EB6', 'Q9UBK2')"
"('P09651', 'Q8N684')"
"('Q9Y2V7', 'Q8WTW3')"
"('P25398', 'O00567')"
"('Q99496', 'Q504Q3')"
"('Q8N8Y2', 'O43186')"
"('Q5TC82', 'Q8WWY3')"
"('Q9H074', 'P38159')"
"('P35659', 'Q12830')"
"('Q15025', 'Q15007')"
"('P12830', 'Q13873')"
"('O95071', 'Q8IY92')"
"('Q8N0U8', 'Q96GX1')"
"('P35968', 'P16284')"
"('Q9NZC7', 'Q86WA8')"
"('Q9P258', 'P62314')"
"('P21359', 'P63165')"
"('P0DP25', 'Q13936')"
"('O43513', 'Q9BWU1')"
"('Q9UL46', 'P35998')"
"('Q93009', 'Q9UNF1')"
"('P35626', 'Q8NG77')"
"('Q9BYI3', 'Q86VZ1')"
"('Q6P587', 'P23786')"
"('P36543', 'P04216')"
"('Q99835', 'Q13418')"
"('Q13432', 'P38936')"
"('P62807', 'O15379')"
"('A6NMK7', 'Q9C0J8')"
"('Q9UJV9', 'Q01081')"
"('P46939', 'Q92858')"
"('Q92692', 'Q96NY8')"
"('Q96DB2', 'Q5QNW6')"
"('P52292', 'O96017')"
"('Q9UM54', 'P0DP23')"
"('Q6WKZ4', 'P61106')"
"('Q5T4S7', 'Q9P0J7')"
"('P17980', 'P42224')"
"('Q8WVM7', 'Q8N490')"
"('P33993', 'Q14683')"
"('P60331', 'Q16670')"
"('Q9Y4K3', 'Q13347')"
"('Q13526', 'O76015')"
"('P40926', 'P23528')"
"('Q71U36', 'Q9P270')"
"('P61978', 'P46782')"
"('Q13617', 'P23396')"
"('Q13748', 'P17302')"
"('O60934', 'P46100')"
"('P31946', 'P30291')"
"('O14920', 'Q9ULW0')"
"('Q15942', 'Q93008')"
"('Q9H3M7', 'Q08AM6')"
"('Q6ZWI9', 'Q9NXH9')"
"('O95817', 'Q86XR2')"
"('P36776', 'P05412')"
"('Q93009', 'P42167')"
"('Q8IWZ5', 'P60411')"
"('Q15058', 'Q5BJF6')"
"('O95758', 'Q76FK4')"
"('P31270', 'Q13547')"
"('P30838', 'Q14330')"
"('P62745', 'Q9Y484')"
"('Q9BR76', 'P07951')"
"('P21675', 'O60563')"
"('Q6UXV4', 'Q5XKP0')"
"('Q8TDD5', 'Q92545')"
"('Q96KR1', 'Q9UBU9')"
"('Q13286', 'Q9H936')"
"('P31150', 'Q86XK2')"
"('P36406', 'Q13356')"
"('Q99558', 'P60709')"
"('P13639', 'O14936')"
"('Q8TF42', 'Q9H4P4')"
"('O14787', 'O60939')"
"('P08754', 'O43242')"
"('P15374', 'Q96K21')"
"('Q9Y572', 'P08670')"
"('Q6DKI2', 'Q9HB90')"
"('P46940', 'O14949')"
"('Q15910', 'Q9BXT4')"
"('Q9UQL6', 'Q9Y597')"
"('P23141', 'O43889')"
"('P60520', 'P58107')"
"('Q6P1J9', 'P02786')"
"('Q9H2A9', 'P56182')"
"('Q01130', 'P51858')"
"('Q9HAT2', 'P16870')"
"('Q03111', 'P30050')"
"('P57678', 'P35226')"
"('Q9P0I2', 'Q5J8M3')"
"('Q13547', 'P53539')"
"('Q9BUN8', 'P17844')"
"('P05412', 'Q9Y6V7')"
"('Q3SY69', 'P25445')"
"('P42771', 'P38398')"
"('Q96JN2', 'Q99608')"
"('P45983', 'Q8WWQ8')"
"('P10599', 'P00966')"
"('Q8IYE0', 'P62333')"
"('P20674', 'Q8IXH7')"
"('Q9GZT8', 'Q9Y371')"
"('Q9NRC8', 'Q9NYH9')"
"('Q8WZ74', 'Q9BUL8')"
"('P11413', 'P31946')"
"('P36888', 'P42338')"
"('P14635', 'Q99442')"
"('Q92622', 'Q96KP1')"
"('P13984', 'Q8WW35')"
"('O95870', 'Q9NPE6')"
"('Q9H2G2', 'Q9UBS5')"
"('Q7LGA3', 'Q9NSV4')"
"('P17676', 'P18146')"
"('Q9H204', 'O43586')"
"('Q9UJV9', 'Q8WXF0')"
"('Q9Y247', 'Q9BYV2')"
"('O95997', 'P78406')"
"('Q9NQZ3', 'Q8TB72')"
"('P61106', 'P15336')"
"('Q16663', 'P61073')"
"('P12931', 'P10636')"
"('P09874', 'Q9Y5B9')"
"('Q8IZ69', 'P23508')"
"('P48681', 'O43818')"
"('Q32MZ4', 'Q9NP31')"
"('Q86X76', 'P13804')"
"('Q12849', 'Q13616')"
"('P01375', 'O60245')"
"('Q12824', 'P42224')"
"('P05067', 'Q96EY4')"
"('Q14644', 'P01116')"
"('P62888', 'P46776')"
"('Q8TAA3', 'P28070')"
"('Q9BUL9', 'Q8ND90')"
"('Q9H0W5', 'Q92621')"
"('Q6NUS6', 'O43169')"
"('P62070', 'Q92569')"
"('Q6UXL0', 'Q9BXS4')"
"('P49736', 'Q00839')"
"('Q96PE2', 'O95758')"
"('P05412', 'Q14008')"
"('P41743', 'Q8NHQ8')"
"('O43175', 'Q01081')"
"('P11177', 'Q9NRD1')"
"('P01563', 'P38484')"
"('Q5TA81', 'P32242')"
"('Q9H6Y5', 'Q9Y6E0')"
"('Q969G3', 'O75376')"
"('P35225', 'P05412')"
"('O00422', 'Q16082')"
"('Q9Y6N7', 'P04350')"
"('O76071', 'Q9NRZ9')"
"('P26358', 'Q9Y6K1')"
"('Q16531', 'Q96CS3')"
"('Q8N5U6', 'Q9GZT6')"
"('P49639', 'Q2TAL6')"
"('P17612', 'P11473')"
"('P20936', 'P36894')"
"('Q8IWA0', 'O76071')"
"('O14949', 'P43304')"
"('Q15019', 'Q00839')"
"('P62910', 'P61513')"
"('P12830', 'Q16790')"
"('Q9P0T4', 'Q5VWX1')"
"('Q6ZU80', 'Q13011')"
"('P35544', 'O95433')"
"('P50222', 'P62306')"
"('O00358', 'Q9UFC0')"
"('Q15654', 'Q8IY37')"
"('Q9HC38', 'Q9Y5P6')"
"('Q8IZ13', 'Q9P2H0')"
"('O00567', 'P55198')"
"('P62318', 'Q9UQ35')"
"('Q9Y2W1', 'Q15910')"
"('Q9UJM3', 'O75815')"
"('Q96HA8', 'P02489')"
"('P34931', 'Q01201')"
"('P36639', 'O95166')"
"('Q9NR20', 'P46934')"
"('Q9P121', 'Q14554')"
"('Q9UKV8', 'Q2Q1W2')"
"('Q86X55', 'Q15306')"
"('P31943', 'Q15287')"
"('Q15717', 'O00180')"
"('P36507', 'Q6VAB6')"
"('Q86WV6', 'Q9BY78')"
"('P43632', 'P30505')"
"('Q9HAV5', 'Q9Y4K3')"
"('Q3L8U1', 'P19793')"
"('P12830', 'P40189')"
"('P07437', 'Q99623')"
"('Q86X19', 'P49006')"
"('Q86UF4', 'P05067')"
"('P01042', 'P04440')"
"('Q9HCN8', 'Q15554')"
"('Q9H8Y8', 'Q6DKK2')"
"('Q8IY67', 'O14980')"
"('P49368', 'P78318')"
"('O00221', 'P07437')"
"('Q9H6Z9', 'O43679')"
"('O95429', 'Q93038')"
"('P30050', 'Q969P0')"
"('Q9Y5B8', 'Q9Y297')"
"('Q14376', 'O95817')"
"('P80162', 'P32248')"
"('Q9Y2K6', 'Q9UK80')"
"('P27105', 'Q96H55')"
"('Q9UBX2', 'P98179')"
"('Q02790', 'Q9Y2Z0')"
"('Q9UID3', 'Q14161')"
"('Q96QP1', 'O14980')"
"('P49407', 'P58182')"
"('Q15759', 'P03372')"
"('Q03164', 'Q12873')"
"('Q13296', 'P33241')"
"('Q96BY2', 'Q9UM11')"
"('Q15796', 'P07197')"
"('Q6NUK1', 'O60566')"
"('A8MQ03', 'Q9BSD3')"
"('Q13838', 'O75530')"
"('Q14687', 'O95863')"
"('Q92817', 'P15924')"
"('P33993', 'Q4G0J3')"
"('Q96EB6', 'Q92997')"
"('O14980', 'Q6P3S1')"
"('P49407', 'Q9Y6M1')"
"('Q12904', 'P54136')"
"('Q9Y3E0', 'Q9NQC3')"
"('Q13277', 'Q5SQN1')"
"('P60369', 'P18075')"
"('Q13158', 'Q99497')"
"('P13725', 'P18146')"
"('Q7L8L6', 'P40692')"
"('P09651', 'Q6P2Q9')"
"('P11021', 'P35637')"
"('O14879', 'P62316')"
"('Q15717', 'Q9HAU5')"
"('Q6A162', 'Q08117')"
"('P47755', 'P52907')"
"('Q99684', 'Q8WZ42')"
"('P14678', 'P78395')"
"('P31947', 'P17706')"
"('P98155', 'P06858')"
"('Q02750', 'O75832')"
"('Q96DN2', 'Q3LI76')"
"('Q9NVS9', 'O60344')"
"('Q9BS18', 'Q12834')"
"('Q01844', 'Q9Y467')"
"('Q6ZTN6', 'P81408')"
"('Q8IZ13', 'O75530')"
"('Q04864', 'P30566')"
"('Q8TD30', 'Q9Y2K6')"
"('P41218', 'Q9UKD2')"
"('Q86YS7', 'Q6ZRP7')"
"('P17181', 'P42224')"
"('P48552', 'Q14974')"
"('Q9Y6C9', 'P05023')"
"('Q92624', 'Q96AH8')"
"('P18887', 'O43447')"
"('Q8TDS5', 'P35680')"
"('Q13164', 'P61981')"
"('Q99661', 'P19320')"
"('Q15084', 'P22392')"
"('Q9H9S0', 'Q9GZR7')"
"('Q6A162', 'P23769')"
"('Q92731', 'Q13823')"
"('Q96L08', 'P07476')"
"('Q13485', 'Q92985')"
"('P37231', 'Q96CV9')"
"('Q9H0C1', 'Q8N4L8')"
"('P61962', 'O95503')"
"('P12004', 'Q6P1M0')"
"('Q13535', 'Q96IQ7')"
"('Q9GZZ1', 'Q9UQ07')"
"('Q96JB5', 'Q7Z6Z7')"
"('P36888', 'P22681')"
"('P49736', 'Q12955')"
"('P49792', 'Q99567')"
"('P22736', 'P04637')"
"('Q9H2H9', 'P30501')"
"('Q93009', 'Q15287')"
"('P60709', 'P38936')"
"('P18669', 'P04406')"
"('Q02447', 'P11215')"
"('P04259', 'P46108')"
"('Q9BYR9', 'Q8WZ59')"
"('Q3ZCQ8', 'Q99558')"
"('Q13315', 'Q96EA4')"
"('Q9UL63', 'P09237')"
"('O00560', 'P53365')"
"('P22415', 'P36873')"
"('Q13526', 'Q13077')"
"('P31948', 'Q13451')"
"('Q99576', 'Q9Y6D9')"
"('P61964', 'Q01860')"
"('P78556', 'P51686')"
"('P30461', 'Q6VMQ6')"
"('A9UHW6', 'Q6PFW1')"
"('Q9UBS0', 'Q92841')"
"('Q96JM2', 'Q9UBS4')"
"('Q9UPQ3', 'O60307')"
"('Q07817', 'Q9UKY1')"
"('Q86Y39', 'O43181')"
"('P42574', 'O75159')"
"('Q96HB5', 'Q13077')"
"('P29590', 'O15119')"
"('P63162', 'Q5UIP0')"
"('P01909', 'Q13432')"
"('Q93034', 'P57081')"
"('Q969K3', 'Q9BWX1')"
"('P43243', 'O43390')"
"('Q8N960', 'Q68CZ6')"
"('P62899', 'P46109')"
"('Q9NPI8', 'Q0VG06')"
"('A8MVW0', 'Q13554')"
"('Q92979', 'Q15006')"
"('P06748', 'Q99460')"
"('O95751', 'P48552')"
"('Q01844', 'O95905')"
"('O60381', 'Q92793')"
"('P54652', 'Q9H0K1')"
"('Q13347', 'Q9Y4K3')"
"('Q6EEV4', 'Q8IVS2')"
"('Q96GD4', 'Q9NRM7')"
"('Q16558', 'Q12791')"
"('Q13541', 'Q9Y6B2')"
"('Q9Y282', 'Q9UPQ8')"
"('Q9BRA2', 'P40337')"
"('Q9UJZ1', 'Q9BYC8')"
"('Q99550', 'Q9Y2I6')"
"('Q8TEY7', 'Q13228')"
"('Q9NRJ5', 'P33240')"
"('P60709', 'P04899')"
"('Q92782', 'Q68CP9')"
"('O15131', 'P13716')"
"('Q5T3J3', 'Q02363')"
"('Q13573', 'P62899')"
"('P12814', 'Q96RT1')"
"('P16520', 'Q00722')"
"('Q9UNY4', 'Q01664')"
"('P27986', 'Q96Q35')"
"('Q16718', 'Q6NUS6')"
"('P07437', 'P29353')"
"('Q9H7E9', 'O95201')"
"('Q9UIG0', 'Q96QE3')"
"('P17844', 'P61978')"
"('P61006', 'Q8TC07')"
"('O43776', 'P04629')"
"('P62979', 'P18621')"
"('Q13573', 'Q96A65')"
"('Q8WVM7', 'Q13573')"
"('Q15942', 'P41220')"
"('O75084', 'Q9NRR5')"
"('Q8N5S1', 'O95819')"
"('Q00987', 'P46063')"
"('P25788', 'Q15020')"
"('Q96C28', 'P31323')"
"('Q15269', 'Q13895')"
"('P17482', 'P78543')"
"('Q8TEY7', 'Q92813')"
"('P62753', 'P18077')"
"('P46108', 'P17081')"
"('Q13547', 'Q8N328')"
"('Q12906', 'Q92945')"
"('O14980', 'Q15942')"
"('Q13620', 'O94888')"
"('Q9UKX7', 'Q5JU00')"
"('Q13596', 'Q9UI14')"
"('P30281', 'P36542')"
"('Q16543', 'Q6PIJ6')"
"('P35638', 'O75971')"
"('P68133', 'Q9Y6Q9')"
"('Q13618', 'P06858')"
"('Q9UNM6', 'P62241')"
"('Q8WXG6', 'P34897')"
"('P19320', 'Q08752')"
"('Q01546', 'Q13620')"
"('Q13127', 'P28482')"
"('O60674', 'P48357')"
"('Q9Y6J9', 'Q96ES7')"
"('Q9Y3E0', 'Q9P2E5')"
"('P68400', 'Q8TEA8')"
"('P24941', 'P40926')"
"('P19338', 'Q14974')"
"('Q15819', 'Q96EH3')"
"('P22612', 'P10398')"
"('Q9H6R7', 'Q9Y3C7')"
"('Q15717', 'Q96C19')"
"('P38646', 'P19838')"
"('P01889', 'P10599')"
"('P54274', 'Q6UWE0')"
"('P22413', 'Q13635')"
"('Q96JP2', 'Q8N7W2')"
"('Q2TAL8', 'Q6ZWI9')"
"('Q9H4L4', 'P08238')"
"('Q7L590', 'O43929')"
"('Q8IW19', 'P49916')"
"('Q96DN5', 'P04637')"
"('P23246', 'Q02880')"
"('Q9UQ80', 'P52815')"
"('P01375', 'P01374')"
"('P54315', 'P50222')"
"('Q9Y6A5', 'O95721')"
"('Q9UH03', 'Q8N4T8')"
"('O00571', 'O00459')"
"('Q96DZ9', 'Q13596')"
"('O75528', 'Q9H213')"
"('Q07890', 'P35579')"
"('Q8NHS0', 'P17066')"
"('O75030', 'P58304')"
"('Q9Y2D8', 'P19012')"
"('P31751', 'P23443')"
"('Q96KQ7', 'O14646')"
"('P20963', 'P28907')"
"('Q9Y263', 'Q96CS3')"
"('Q9BV68', 'Q92878')"
"('P51668', 'Q969Q1')"
"('P52272', 'P04629')"
"('P54252', 'P19174')"
"('O75475', 'P52926')"
"('Q9UM73', 'P56945')"
"('Q15306', 'Q86TG7')"
"('Q9UNX3', 'P61326')"
"('P62701', 'P46776')"
"('Q9BXJ9', 'Q8NFW8')"
"('Q9Y224', 'Q08211')"
"('P16473', 'Q6PGQ7')"
"('Q14999', 'P10809')"
"('P13639', 'O15438')"
"('O60506', 'P08621')"
"('Q13200', 'Q9BUN8')"
"('Q9HC38', 'P22234')"
"('Q9HCD6', 'O75420')"
"('Q15717', 'Q7Z4H7')"
"('Q4KMG0', 'Q9Y6C5')"
"('P18859', 'Q13042')"
"('P63165', 'Q99607')"
"('Q8IVV7', 'P13385')"
"('Q5T6F2', 'Q6P3W7')"
"('P34903', 'O95166')"
"('Q9UBB6', 'Q9Y2Q3')"
"('Q92997', 'Q5T619')"
"('Q9BSK4', 'Q96P20')"
"('P32121', 'P21333')"
"('P62263', 'Q9BVP2')"
"('P17612', 'Q8N127')"
"('P38432', 'P09661')"
"('Q96FV3', 'Q86UL3')"
"('P55036', 'Q8IZ07')"
"('P24941', 'P98179')"
"('Q9BRT9', 'Q13242')"
"('Q6UX71', 'P17516')"
"('Q5FWF6', 'Q96MH2')"
"('Q8IWL3', 'P54727')"
"('P62979', 'P26358')"
"('P49810', 'Q96CS3')"
"('P33240', 'P78424')"
"('Q8IWL3', 'Q9BTX1')"
"('Q8TAP6', 'Q9HCP0')"
"('P57775', 'Q99471')"
"('Q00403', 'P20749')"
"('P23508', 'Q9Y6E0')"
"('Q13077', 'P07900')"
"('P42684', 'Q16890')"
"('Q7Z3S9', 'Q15077')"
"('O43306', 'Q03135')"
"('Q9HCD5', 'P62140')"
"('Q13829', 'Q96HA8')"
"('Q5S007', 'Q16643')"
"('Q99731', 'P25024')"
"('P49768', 'P14923')"
"('Q15717', 'Q9NUJ7')"
"('P18075', 'P17813')"
"('Q12948', 'Q96LA8')"
"('Q9H867', 'Q9BZV1')"
"('Q99848', 'P62913')"
