negatives
"frozenset({'TSLP', 'P50990', 'Q8TF42'})"
"frozenset({'Q13616', 'Q9Y5L4', 'TSLP'})"
"frozenset({'P10301', 'P15056', 'TSLP'})"
"frozenset({'Q12802', 'P25054', 'TSLP'})"
"frozenset({'P04629', 'P08069', 'TSLP'})"
"frozenset({'Q8TCW9', 'TSLP', 'O60285'})"
"frozenset({'Q13268', 'P49736', 'TSLP'})"
"frozenset({'Q9BSM1', 'TSLP', 'Q15022'})"
"frozenset({'TSLP', 'Q15036', 'P06241'})"
"frozenset({'TSLP', 'Q96QB1', 'O76070'})"
"frozenset({'O43463', 'TSLP', 'Q13465'})"
"frozenset({'P56945', 'TSLP', 'Q15654'})"
"frozenset({'Q9BXC9', 'TSLP', 'Q93062'})"
"frozenset({'O43815', 'TSLP', 'Q15717'})"
"frozenset({'Q14019', 'TSLP', 'P50238'})"
"frozenset({'TSLP', 'P13385', 'Q96S59'})"
"frozenset({'TSLP', 'P07864', 'P18085'})"
"frozenset({'TSLP', 'O95758', 'P29966'})"
"frozenset({'P62805', 'TSLP', 'Q92831'})"
"frozenset({'Q2M3V2', 'Q92793', 'TSLP'})"
"frozenset({'O43684', 'Q9NYG5', 'TSLP'})"
"frozenset({'TSLP', 'P37840', 'P68400'})"
"frozenset({'TSLP', 'Q9NZN3', 'Q9H4M9'})"
"frozenset({'Q13464', 'TSLP', 'P25791'})"
"frozenset({'P46379', 'P60510', 'TSLP'})"
"frozenset({'P43243', 'TSLP', 'Q8N6T7'})"
"frozenset({'P27348', 'P51572', 'TSLP'})"
"frozenset({'Q7Z3B4', 'Q14129', 'TSLP'})"
"frozenset({'TSLP', 'Q96SK2', 'Q14974'})"
"frozenset({'TSLP', 'Q96IY4', 'P01031'})"
"frozenset({'TSLP', 'P63104', 'Q13617'})"
"frozenset({'Q92499', 'P05412', 'TSLP'})"
"frozenset({'P60228', 'TSLP', 'P20042'})"
"frozenset({'Q9UPZ9', 'TSLP', 'Q9NTX9'})"
"frozenset({'TSLP', 'Q9C0A6', 'O95751'})"
"frozenset({'Q8NE01', 'Q15323', 'TSLP'})"
"frozenset({'Q5VZL5', 'TSLP', 'Q9NRR5'})"
"frozenset({'TSLP', 'O95343', 'Q9HD42'})"
"frozenset({'P62701', 'TSLP', 'Q13618'})"
"frozenset({'TSLP', 'O75843', 'Q96CW1'})"
"frozenset({'TSLP', 'P62079', 'P98172'})"
"frozenset({'Q13595', 'TSLP', 'Q9H307'})"
"frozenset({'Q9UJU2', 'TSLP', 'Q9Y265'})"
"frozenset({'TSLP', 'Q13085', 'P42568'})"
"frozenset({'TSLP', 'Q86X83', 'Q96NL6'})"
"frozenset({'TSLP', 'Q13829', 'Q15006'})"
"frozenset({'TSLP', 'Q8N5A5', 'Q9HAU5'})"
"frozenset({'TSLP', 'P35520', 'P37108'})"
"frozenset({'TSLP', 'Q02153', 'Q9UNE7'})"
"frozenset({'O43615', 'TSLP', 'Q9HAV7'})"
"frozenset({'TSLP', 'P62847', 'Q99496'})"
