negatives
"frozenset({'P35626', 'EGFR1', 'Q8NH49'})"
"frozenset({'Q8TAT6', 'Q9UNZ2', 'EGFR1'})"
"frozenset({'Q6VMQ6', 'EGFR1', 'P53804'})"
"frozenset({'P46926', 'EGFR1', 'Q9Y303'})"
"frozenset({'O43353', 'O94832', 'EGFR1'})"
"frozenset({'P98170', 'Q9Y4K3', 'EGFR1'})"
"frozenset({'Q86UA6', 'P07900', 'EGFR1'})"
"frozenset({'P22694', 'O95182', 'EGFR1'})"
"frozenset({'Q7Z698', 'EGFR1', 'Q99750'})"
"frozenset({'A5PLL7', 'EGFR1', 'Q15717'})"
"frozenset({'P26927', 'Q9NS23', 'EGFR1'})"
"frozenset({'Q15910', 'EGFR1', 'Q15717'})"
"frozenset({'Q7Z6Z7', 'O15294', 'EGFR1'})"
"frozenset({'EGFR1', 'P10398', 'O43187'})"
"frozenset({'Q9NRD1', 'EGFR1', 'P55786'})"
"frozenset({'P35626', 'EGFR1', 'Q8NH74'})"
"frozenset({'P05067', 'O95340', 'EGFR1'})"
"frozenset({'Q13465', 'EGFR1', 'Q15797'})"
"frozenset({'Q9UK58', 'P19784', 'EGFR1'})"
"frozenset({'Q8N122', 'P42345', 'EGFR1'})"
"frozenset({'Q12846', 'EGFR1', 'P20338'})"
"frozenset({'Q6RVD6', 'EGFR1', 'P36508'})"
"frozenset({'Q9UHD2', 'Q92844', 'EGFR1'})"
"frozenset({'O00716', 'P23396', 'EGFR1'})"
"frozenset({'P17858', 'Q969Y2', 'EGFR1'})"
"frozenset({'P09497', 'EGFR1', 'Q13492'})"
"frozenset({'O95295', 'Q5T0J7', 'EGFR1'})"
"frozenset({'P00533', 'Q9H5V8', 'EGFR1'})"
"frozenset({'P40337', 'Q5XKP0', 'EGFR1'})"
"frozenset({'Q96EZ8', 'EGFR1', 'Q8N302'})"
"frozenset({'Q9Y597', 'Q96S53', 'EGFR1'})"
"frozenset({'P09651', 'EGFR1', 'P00338'})"
"frozenset({'P63208', 'EGFR1', 'O00418'})"
"frozenset({'P01588', 'P01589', 'EGFR1'})"
"frozenset({'P17252', 'P21731', 'EGFR1'})"
"frozenset({'P23258', 'Q9BSJ2', 'EGFR1'})"
"frozenset({'O60341', 'Q9NQZ8', 'EGFR1'})"
"frozenset({'Q14318', 'Q02127', 'EGFR1'})"
"frozenset({'Q96CS3', 'EGFR1', 'P04035'})"
"frozenset({'Q96LL4', 'EGFR1', 'Q6A162'})"
"frozenset({'EGFR1', 'Q9UM00', 'Q8IWL3'})"
"frozenset({'P00492', 'EGFR1', 'Q9NR45'})"
"frozenset({'Q9H4H8', 'EGFR1', 'P02511'})"
"frozenset({'Q99549', 'EGFR1', 'Q9HCE1'})"
"frozenset({'Q8WZ75', 'EGFR1', 'P37231'})"
"frozenset({'Q8WY64', 'O00560', 'EGFR1'})"
"frozenset({'Q96Q15', 'EGFR1', 'Q71U36'})"
"frozenset({'Q96T76', 'Q9Y6Q9', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9NQB0', 'Q86T24'})"
"frozenset({'Q9Y664', 'EGFR1', 'O95163'})"
"frozenset({'P26012', 'P12931', 'EGFR1'})"
"frozenset({'P55809', 'P15531', 'EGFR1'})"
"frozenset({'P07900', 'EGFR1', 'P08631'})"
"frozenset({'EGFR1', 'P54727', 'P11413'})"
"frozenset({'Q7Z434', 'O94817', 'EGFR1'})"
"frozenset({'P38484', 'Q8TAD2', 'EGFR1'})"
"frozenset({'P46777', 'P60520', 'EGFR1'})"
"frozenset({'P31947', 'EGFR1', 'Q6WCQ1'})"
"frozenset({'Q9UNI6', 'EGFR1', 'O43488'})"
"frozenset({'P10826', 'Q6STE5', 'EGFR1'})"
"frozenset({'P33992', 'EGFR1', 'Q9UQL6'})"
"frozenset({'Q7Z406', 'P63261', 'EGFR1'})"
"frozenset({'P49773', 'P26368', 'EGFR1'})"
"frozenset({'Q99549', 'EGFR1', 'A0FGR8'})"
"frozenset({'O60477', 'Q13547', 'EGFR1'})"
"frozenset({'P05198', 'EGFR1', 'P04843'})"
"frozenset({'Q9BQ52', 'P39748', 'EGFR1'})"
"frozenset({'P13500', 'EGFR1', 'Q99612'})"
"frozenset({'Q96FV9', 'Q9HB58', 'EGFR1'})"
"frozenset({'O95983', 'P49848', 'EGFR1'})"
"frozenset({'P28288', 'Q8NFA0', 'EGFR1'})"
"frozenset({'Q9Y4K3', 'Q8N122', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9HB09', 'Q07812'})"
"frozenset({'P09874', 'EGFR1', 'P17947'})"
"frozenset({'P28331', 'EGFR1', 'Q00610'})"
"frozenset({'P40855', 'EGFR1', 'Q96L58'})"
"frozenset({'Q9UGK3', 'EGFR1', 'Q13882'})"
"frozenset({'Q6K0P9', 'EGFR1', 'Q9UGN5'})"
"frozenset({'P05060', 'P27448', 'EGFR1'})"
"frozenset({'Q92888', 'P40123', 'EGFR1'})"
"frozenset({'EGFR1', 'P08173', 'P62873'})"
"frozenset({'P08243', 'EGFR1', 'P20226'})"
"frozenset({'Q86TC9', 'P20929', 'EGFR1'})"
"frozenset({'P50993', 'EGFR1', 'P28482'})"
"frozenset({'Q6P5R6', 'EGFR1', 'Q00987'})"
"frozenset({'P15313', 'Q6P4A8', 'EGFR1'})"
"frozenset({'P62888', 'EGFR1', 'Q5S007'})"
"frozenset({'Q8NHZ8', 'Q13042', 'EGFR1'})"
"frozenset({'Q13557', 'O75369', 'EGFR1'})"
"frozenset({'Q16665', 'EGFR1', 'P15692'})"
"frozenset({'Q96MF2', 'EGFR1', 'Q96CJ1'})"
"frozenset({'P06733', 'Q9NRD1', 'EGFR1'})"
"frozenset({'Q9NX00', 'EGFR1', 'Q13501'})"
"frozenset({'EGFR1', 'Q06830', 'P62993'})"
"frozenset({'Q13435', 'EGFR1', 'Q05519'})"
"frozenset({'Q9Y597', 'Q5VZ89', 'EGFR1'})"
"frozenset({'P42858', 'Q92797', 'EGFR1'})"
"frozenset({'Q9Y5V3', 'EGFR1', 'O95872'})"
"frozenset({'Q6UWB1', 'EGFR1', 'P29597'})"
"frozenset({'P19875', 'EGFR1', 'P51684'})"
"frozenset({'Q9BUJ2', 'EGFR1', 'Q8N2W9'})"
"frozenset({'P40337', 'EGFR1', 'Q01105'})"
"frozenset({'Q96BI1', 'Q02297', 'EGFR1'})"
"frozenset({'Q15173', 'Q9UBN1', 'EGFR1'})"
"frozenset({'P61254', 'EGFR1', 'P14415'})"
"frozenset({'P14866', 'Q13151', 'EGFR1'})"
"frozenset({'Q13515', 'EGFR1', 'Q8N6Y0'})"
"frozenset({'Q969V5', 'EGFR1', 'O15350'})"
"frozenset({'Q99436', 'EGFR1', 'P62195'})"
"frozenset({'O60264', 'Q13285', 'EGFR1'})"
"frozenset({'Q8IYE0', 'P05783', 'EGFR1'})"
"frozenset({'P05067', 'P78417', 'EGFR1'})"
"frozenset({'P23497', 'O75674', 'EGFR1'})"
"frozenset({'Q5T5A8', 'EGFR1', 'Q9BYQ2'})"
"frozenset({'O00400', 'O00299', 'EGFR1'})"
"frozenset({'Q9UKL0', 'EGFR1', 'Q8N5I2'})"
"frozenset({'P49790', 'EGFR1', 'Q9BW27'})"
"frozenset({'P29320', 'P52803', 'EGFR1'})"
"frozenset({'Q9Y5S9', 'EGFR1', 'Q92900'})"
"frozenset({'Q9H2A9', 'Q86XX4', 'EGFR1'})"
"frozenset({'O43815', 'Q8TBA6', 'EGFR1'})"
"frozenset({'P01106', 'EGFR1', 'Q9UGI6'})"
"frozenset({'P04637', 'EGFR1', 'Q92985'})"
"frozenset({'Q13309', 'Q13315', 'EGFR1'})"
"frozenset({'Q13404', 'EGFR1', 'Q13049'})"
"frozenset({'Q15459', 'P49841', 'EGFR1'})"
"frozenset({'Q9BRX9', 'EGFR1', 'P04049'})"
"frozenset({'P50222', 'EGFR1', 'Q8N680'})"
"frozenset({'Q99873', 'Q99932', 'EGFR1'})"
"frozenset({'P61086', 'Q15631', 'EGFR1'})"
"frozenset({'Q03405', 'EGFR1', 'P10619'})"
"frozenset({'Q5T3J3', 'O15182', 'EGFR1'})"
"frozenset({'P24941', 'Q9UKY1', 'EGFR1'})"
"frozenset({'Q9HBE4', 'Q01113', 'EGFR1'})"
"frozenset({'P04792', 'P31948', 'EGFR1'})"
"frozenset({'Q9BZE4', 'EGFR1', 'Q8NHQ9'})"
"frozenset({'Q9HAT2', 'P53708', 'EGFR1'})"
"frozenset({'P04628', 'O60353', 'EGFR1'})"
"frozenset({'Q96PU5', 'O15247', 'EGFR1'})"
"frozenset({'Q9ULU8', 'Q3B820', 'EGFR1'})"
"frozenset({'Q6P2H3', 'EGFR1', 'Q8N0Z3'})"
"frozenset({'Q567U6', 'EGFR1', 'Q8TD31'})"
"frozenset({'Q9UQK1', 'P31749', 'EGFR1'})"
"frozenset({'Q9UBE0', 'P28072', 'EGFR1'})"
"frozenset({'P46776', 'P05198', 'EGFR1'})"
"frozenset({'Q9H208', 'O60262', 'EGFR1'})"
"frozenset({'P68104', 'P38646', 'EGFR1'})"
"frozenset({'O95402', 'EGFR1', 'Q92804'})"
"frozenset({'Q6P4A7', 'O00483', 'EGFR1'})"
"frozenset({'P04271', 'P0DP23', 'EGFR1'})"
"frozenset({'P53567', 'P15407', 'EGFR1'})"
"frozenset({'Q9NZ45', 'P21283', 'EGFR1'})"
"frozenset({'EGFR1', 'P19338', 'Q01860'})"
"frozenset({'Q5SSJ5', 'P62263', 'EGFR1'})"
"frozenset({'P30044', 'EGFR1', 'P43355'})"
"frozenset({'Q8NHW5', 'EGFR1', 'P08238'})"
"frozenset({'O14893', 'EGFR1', 'P22087'})"
"frozenset({'P43034', 'EGFR1', 'Q9UQN3'})"
"frozenset({'Q96MT8', 'EGFR1', 'Q99909'})"
"frozenset({'P10071', 'EGFR1', 'Q13616'})"
"frozenset({'Q8IZJ0', 'EGFR1', 'P48551'})"
"frozenset({'P14678', 'EGFR1', 'P19838'})"
"frozenset({'Q07864', 'EGFR1', 'Q9NRF9'})"
"frozenset({'Q13114', 'P15407', 'EGFR1'})"
"frozenset({'Q96CW5', 'EGFR1', 'P27348'})"
"frozenset({'Q9BTW9', 'EGFR1', 'Q9H8Y8'})"
"frozenset({'P84022', 'Q99814', 'EGFR1'})"
"frozenset({'Q15388', 'P01106', 'EGFR1'})"
"frozenset({'O14503', 'EGFR1', 'Q8IUC2'})"
"frozenset({'Q13114', 'Q6ZSB9', 'EGFR1'})"
"frozenset({'Q99496', 'Q15029', 'EGFR1'})"
"frozenset({'Q8N1B3', 'P35637', 'EGFR1'})"
"frozenset({'P26368', 'P22626', 'EGFR1'})"
"frozenset({'O43829', 'EGFR1', 'O60921'})"
"frozenset({'P57052', 'EGFR1', 'P09234'})"
"frozenset({'P0DP25', 'EGFR1', 'Q00005'})"
"frozenset({'P11169', 'Q13424', 'EGFR1'})"
"frozenset({'P62266', 'P22090', 'EGFR1'})"
"frozenset({'P42680', 'EGFR1', 'Q05209'})"
"frozenset({'Q13263', 'Q15022', 'EGFR1'})"
"frozenset({'P42336', 'P62070', 'EGFR1'})"
"frozenset({'Q9NVF7', 'EGFR1', 'Q08379'})"
"frozenset({'P17931', 'EGFR1', 'P50454'})"
"frozenset({'P40763', 'EGFR1', 'Q07666'})"
"frozenset({'P60331', 'Q9H2A7', 'EGFR1'})"
"frozenset({'Q9H4W6', 'Q9Y4F3', 'EGFR1'})"
"frozenset({'EGFR1', 'O76011', 'Q969U6'})"
"frozenset({'Q6NUS6', 'EGFR1', 'P19634'})"
"frozenset({'Q9NWS8', 'Q9H244', 'EGFR1'})"
"frozenset({'P28074', 'EGFR1', 'O60566'})"
"frozenset({'O15145', 'EGFR1', 'Q07890'})"
"frozenset({'Q96LA8', 'EGFR1', 'P50749'})"
"frozenset({'EGFR1', 'Q92621', 'O75694'})"
"frozenset({'P55263', 'EGFR1', 'P00441'})"
"frozenset({'Q15653', 'Q9UKB1', 'EGFR1'})"
"frozenset({'O14556', 'P31639', 'EGFR1'})"
"frozenset({'P05549', 'P67870', 'EGFR1'})"
"frozenset({'Q9P2R7', 'O75208', 'EGFR1'})"
"frozenset({'P24941', 'EGFR1', 'P60709'})"
"frozenset({'Q9UBZ9', 'Q14192', 'EGFR1'})"
"frozenset({'P62995', 'EGFR1', 'P31689'})"
"frozenset({'Q99714', 'Q9HBG4', 'EGFR1'})"
"frozenset({'Q9H2X0', 'EGFR1', 'P26371'})"
"frozenset({'O60232', 'Q96NW7', 'EGFR1'})"
"frozenset({'P21359', 'EGFR1', 'Q9Y275'})"
"frozenset({'O75179', 'P09017', 'EGFR1'})"
"frozenset({'Q9Y2J2', 'EGFR1', 'Q2M1P5'})"
"frozenset({'P02458', 'EGFR1', 'Q9BXJ5'})"
"frozenset({'Q68DK7', 'EGFR1', 'P61077'})"
"frozenset({'Q96E40', 'EGFR1', 'P60411'})"
"frozenset({'P25098', 'P58181', 'EGFR1'})"
"frozenset({'P18146', 'P14778', 'EGFR1'})"
"frozenset({'Q12955', 'Q14571', 'EGFR1'})"
"frozenset({'Q8N5M1', 'Q9Y608', 'EGFR1'})"
"frozenset({'Q96EY7', 'EGFR1', 'Q01860'})"
"frozenset({'Q14204', 'P55327', 'EGFR1'})"
"frozenset({'Q6NUN9', 'EGFR1', 'Q96RQ3'})"
"frozenset({'Q07021', 'EGFR1', 'Q9UNF1'})"
"frozenset({'Q8N3V7', 'EGFR1', 'Q9NYL9'})"
"frozenset({'O00267', 'Q9GZS3', 'EGFR1'})"
"frozenset({'Q7Z6Z7', 'O14807', 'EGFR1'})"
"frozenset({'Q05D60', 'EGFR1', 'Q8TES7'})"
"frozenset({'Q9NX70', 'EGFR1', 'P62487'})"
"frozenset({'O14813', 'P05412', 'EGFR1'})"
"frozenset({'O60934', 'EGFR1', 'Q14676'})"
"frozenset({'Q9UBS5', 'P55157', 'EGFR1'})"
"frozenset({'Q9P2P5', 'EGFR1', 'Q13185'})"
"frozenset({'Q8NAP3', 'EGFR1', 'Q8NHQ1'})"
"frozenset({'O15379', 'Q15022', 'EGFR1'})"
"frozenset({'Q9BYG3', 'P62244', 'EGFR1'})"
"frozenset({'Q99943', 'EGFR1', 'Q9HCE1'})"
"frozenset({'P51812', 'EGFR1', 'P62140'})"
"frozenset({'O75925', 'O15111', 'EGFR1'})"
"frozenset({'EGFR1', 'Q5T619', 'Q6NUQ1'})"
"frozenset({'Q09161', 'EGFR1', 'Q86UX7'})"
"frozenset({'Q9Y231', 'EGFR1', 'Q8IUH5'})"
"frozenset({'Q14590', 'EGFR1', 'Q9H9J2'})"
"frozenset({'Q14247', 'O60216', 'EGFR1'})"
"frozenset({'Q12778', 'O75469', 'EGFR1'})"
"frozenset({'O75312', 'Q13769', 'EGFR1'})"
"frozenset({'Q12952', 'P55265', 'EGFR1'})"
"frozenset({'Q969H0', 'P63244', 'EGFR1'})"
"frozenset({'Q8NGN6', 'EGFR1', 'P62873'})"
"frozenset({'P58012', 'EGFR1', 'Q15475'})"
"frozenset({'Q8IXJ6', 'EGFR1', 'Q9HCL2'})"
"frozenset({'O00626', 'P48506', 'EGFR1'})"
"frozenset({'Q92831', 'EGFR1', 'P60709'})"
"frozenset({'P35240', 'Q9NZW5', 'EGFR1'})"
"frozenset({'Q71UM5', 'EGFR1', 'P04637'})"
"frozenset({'P51571', 'Q9NS69', 'EGFR1'})"
"frozenset({'Q9Y297', 'EGFR1', 'Q8N4U5'})"
"frozenset({'Q01844', 'Q7L5N1', 'EGFR1'})"
"frozenset({'EGFR1', 'P80303', 'P49675'})"
"frozenset({'Q96GX9', 'Q6ZVK8', 'EGFR1'})"
"frozenset({'P06493', 'EGFR1', 'Q96Q89'})"
"frozenset({'P49759', 'EGFR1', 'P12268'})"
"frozenset({'Q9H492', 'P82912', 'EGFR1'})"
"frozenset({'P61952', 'EGFR1', 'Q92569'})"
"frozenset({'P55201', 'EGFR1', 'P25440'})"
"frozenset({'Q8WTX9', 'EGFR1', 'Q9BYQ4'})"
