negatives
"frozenset({'IL4', 'Q92922', 'O75177'})"
"frozenset({'IL4', 'Q14126', 'Q08554'})"
"frozenset({'Q5VZV1', 'IL4', 'Q9Y6D9'})"
"frozenset({'Q07020', 'Q96L21', 'IL4'})"
"frozenset({'IL4', 'P12931', 'P98161'})"
"frozenset({'Q8NBP7', 'IL4', 'Q9UNE7'})"
"frozenset({'Q14191', 'IL4', 'P78527'})"
"frozenset({'Q96HE9', 'O15234', 'IL4'})"
"frozenset({'IL4', 'Q6UB99', 'Q96ED9'})"
"frozenset({'P49754', 'IL4', 'Q9BQ15'})"
"frozenset({'Q14974', 'IL4', 'P62258'})"
"frozenset({'P34897', 'P98175', 'IL4'})"
"frozenset({'IL4', 'Q9BT78', 'Q8N6Y0'})"
"frozenset({'P04637', 'IL4', 'Q9UNX3'})"
"frozenset({'P20036', 'Q8N8Z6', 'IL4'})"
"frozenset({'Q16531', 'IL4', 'Q9BSJ2'})"
"frozenset({'IL4', 'Q8TCC3', 'Q8IXZ2'})"
"frozenset({'P61960', 'IL4', 'P40926'})"
"frozenset({'Q5JR59', 'IL4', 'O94868'})"
"frozenset({'Q15427', 'IL4', 'Q15428'})"
"frozenset({'Q9UG56', 'IL4', 'Q7Z478'})"
"frozenset({'O95568', 'IL4', 'Q9BSJ2'})"
"frozenset({'Q9UI12', 'IL4', 'Q6P996'})"
"frozenset({'Q01664', 'O00358', 'IL4'})"
"frozenset({'O43390', 'P09651', 'IL4'})"
"frozenset({'IL4', 'O15111', 'Q9NYJ8'})"
"frozenset({'Q13485', 'IL4', 'Q02078'})"
"frozenset({'P23458', 'IL4', 'Q14765'})"
"frozenset({'P00338', 'IL4', 'Q13618'})"
"frozenset({'O76003', 'IL4', 'Q04759'})"
"frozenset({'P06899', 'IL4', 'P19320'})"
"frozenset({'P0CAP1', 'IL4', 'P30876'})"
"frozenset({'Q9H0C8', 'IL4', 'P31415'})"
"frozenset({'P43364', 'IL4', 'Q9P2R7'})"
"frozenset({'Q9BXS1', 'IL4', 'P14373'})"
"frozenset({'Q13185', 'Q9UI95', 'IL4'})"
"frozenset({'Q9H3S7', 'IL4', 'P62993'})"
"frozenset({'P30519', 'Q6QNY1', 'IL4'})"
"frozenset({'Q9Y2U9', 'Q5TBB1', 'IL4'})"
"frozenset({'Q96ER3', 'IL4', 'Q8NBX0'})"
"frozenset({'IL4', 'P20226', 'Q99967'})"
"frozenset({'P15336', 'P02786', 'IL4'})"
"frozenset({'Q9NXH9', 'Q9BY42', 'IL4'})"
"frozenset({'P51812', 'Q92934', 'IL4'})"
"frozenset({'Q06330', 'IL4', 'P31260'})"
"frozenset({'Q9Y6Y0', 'Q9UBC2', 'IL4'})"
"frozenset({'IL4', 'Q9NY65', 'Q9BSJ2'})"
"frozenset({'Q03135', 'P27361', 'IL4'})"
"frozenset({'Q01968', 'Q13636', 'IL4'})"
"frozenset({'IL4', 'Q6IMI6', 'O00204'})"
"frozenset({'IL4', 'Q9UNE7', 'Q9UBN7'})"
"frozenset({'P05412', 'O43837', 'IL4'})"
"frozenset({'P98170', 'IL4', 'Q8WVJ2'})"
"frozenset({'IL4', 'P07437', 'Q7L5N1'})"
"frozenset({'Q8IXW5', 'IL4', 'P48443'})"
"frozenset({'P42226', 'P07355', 'IL4'})"
"frozenset({'IL4', 'Q9Y5R4', 'P78358'})"
"frozenset({'Q15910', 'IL4', 'P62906'})"
"frozenset({'P85298', 'P60953', 'IL4'})"
"frozenset({'IL4', 'P33992', 'P04629'})"
"frozenset({'O00300', 'IL4', 'Q9Y6Q6'})"
"frozenset({'P0DP23', 'IL4', 'Q9UM54'})"
"frozenset({'Q96L21', 'IL4', 'P61247'})"
"frozenset({'IL4', 'Q8IWX7', 'Q12906'})"
"frozenset({'P39748', 'P34897', 'IL4'})"
"frozenset({'Q5VTR2', 'IL4', 'Q16777'})"
"frozenset({'Q99496', 'P27635', 'IL4'})"
"frozenset({'IL4', 'P08238', 'P18847'})"
"frozenset({'P15822', 'IL4', 'P32754'})"
"frozenset({'IL4', 'P08138', 'Q9NSA1'})"
"frozenset({'O75553', 'P86480', 'IL4'})"
"frozenset({'Q9Y5J1', 'IL4', 'Q13283'})"
"frozenset({'P54253', 'Q5HYC2', 'IL4'})"
"frozenset({'Q04323', 'IL4', 'P60033'})"
"frozenset({'IL4', 'Q9BSE4', 'Q7Z5S9'})"
"frozenset({'Q8N3C7', 'P09493', 'IL4'})"
"frozenset({'P61160', 'P21333', 'IL4'})"
"frozenset({'IL4', 'Q96P64', 'P49917'})"
"frozenset({'P03886', 'P25101', 'IL4'})"
"frozenset({'A2RU14', 'IL4', 'Q6ZS10'})"
"frozenset({'Q9P2S5', 'IL4', 'P24941'})"
"frozenset({'O00159', 'IL4', 'P30307'})"
"frozenset({'Q701N4', 'Q9NPA0', 'IL4'})"
"frozenset({'O15075', 'IL4', 'Q00536'})"
"frozenset({'O60264', 'IL4', 'Q96P20'})"
"frozenset({'IL4', 'Q8ND07', 'P49917'})"
"frozenset({'IL4', 'P22234', 'P29401'})"
"frozenset({'O95714', 'IL4', 'P35221'})"
"frozenset({'P28482', 'P35658', 'IL4'})"
"frozenset({'Q92620', 'IL4', 'P26599'})"
"frozenset({'Q7Z460', 'IL4', 'P15735'})"
"frozenset({'IL4', 'Q96QD5', 'P49903'})"
"frozenset({'Q2TAL8', 'IL4', 'Q9Y5B9'})"
"frozenset({'P51636', 'IL4', 'Q92993'})"
"frozenset({'Q00537', 'Q16537', 'IL4'})"
"frozenset({'Q13123', 'IL4', 'Q9BUQ8'})"
"frozenset({'IL4', 'Q9BQ65', 'Q9BRR8'})"
"frozenset({'IL4', 'Q13627', 'Q08999'})"
"frozenset({'Q8TAQ2', 'IL4', 'Q02880'})"
"frozenset({'Q9Y2F9', 'Q96N21', 'IL4'})"
"frozenset({'P27635', 'IL4', 'P46783'})"
"frozenset({'IL4', 'Q16539', 'P31749'})"
"frozenset({'IL4', 'O14654', 'Q9H0W5'})"
"frozenset({'A0AUZ9', 'IL4', 'Q96CV9'})"
"frozenset({'Q08050', 'IL4', 'P49454'})"
"frozenset({'Q6AI39', 'IL4', 'Q8N6Y0'})"
"frozenset({'P42830', 'P51677', 'IL4'})"
"frozenset({'IL4', 'Q9Y253', 'Q96PM5'})"
"frozenset({'IL4', 'P18077', 'P62841'})"
"frozenset({'IL4', 'Q86UD4', 'Q8NHQ1'})"
"frozenset({'P62979', 'Q9Y3F4', 'IL4'})"
"frozenset({'P19544', 'IL4', 'P26358'})"
"frozenset({'P05412', 'IL4', 'Q9Y618'})"
"frozenset({'IL4', 'P34947', 'Q9BT78'})"
"frozenset({'Q8IVT2', 'IL4', 'Q7L190'})"
"frozenset({'P42331', 'IL4', 'Q9UNK9'})"
"frozenset({'P35527', 'IL4', 'P07550'})"
"frozenset({'Q9Y6G9', 'O43237', 'IL4'})"
"frozenset({'Q9BZZ5', 'Q96FW1', 'IL4'})"
"frozenset({'Q13895', 'IL4', 'Q7RTU3'})"
"frozenset({'IL4', 'P62244', 'P46778'})"
"frozenset({'IL4', 'Q00534', 'Q86U06'})"
"frozenset({'P63241', 'IL4', 'Q7Z6Z7'})"
"frozenset({'Q92769', 'IL4', 'Q9NYJ8'})"
"frozenset({'Q7L0Q8', 'IL4', 'Q7Z465'})"
"frozenset({'P40692', 'IL4', 'Q9UID3'})"
"frozenset({'IL4', 'O95347', 'Q9UBC3'})"
"frozenset({'IL4', 'Q16513', 'Q86WV1'})"
"frozenset({'Q86XX4', 'IL4', 'Q5VX71'})"
"frozenset({'Q9Y5S9', 'IL4', 'P05067'})"
"frozenset({'O75334', 'IL4', 'P23468'})"
"frozenset({'P02766', 'IL4', 'Q99689'})"
"frozenset({'P08727', 'IL4', 'Q96ES7'})"
"frozenset({'P62888', 'IL4', 'P54578'})"
"frozenset({'P27635', 'IL4', 'E9PAV3'})"
"frozenset({'O60885', 'IL4', 'Q9NXA8'})"
"frozenset({'IL4', 'Q86X19', 'Q9NU19'})"
"frozenset({'Q9UH03', 'IL4', 'Q99719'})"
"frozenset({'IL4', 'P30260', 'P24941'})"
"frozenset({'IL4', 'Q9P2N7', 'P04629'})"
"frozenset({'P23443', 'IL4', 'Q09472'})"
"frozenset({'O15379', 'IL4', 'O43809'})"
"frozenset({'IL4', 'P38606', 'Q09028'})"
"frozenset({'P55157', 'Q14999', 'IL4'})"
"frozenset({'IL4', 'O00391', 'P49736'})"
"frozenset({'IL4', 'Q9H9J2', 'P04629'})"
"frozenset({'P54709', 'IL4', 'Q9NZJ7'})"
"frozenset({'Q15848', 'P23276', 'IL4'})"
"frozenset({'P54253', 'IL4', 'Q13303'})"
"frozenset({'O75818', 'IL4', 'O95707'})"
"frozenset({'Q9NQC7', 'IL4', 'P53350'})"
"frozenset({'Q12774', 'Q13137', 'IL4'})"
"frozenset({'IL4', 'Q96R06', 'P06493'})"
"frozenset({'P28482', 'IL4', 'B2RXF5'})"
"frozenset({'Q9H8W4', 'Q86WP2', 'IL4'})"
"frozenset({'IL4', 'Q86X19', 'P49257'})"
"frozenset({'Q13315', 'IL4', 'Q7L2E3'})"
"frozenset({'Q3KQU3', 'IL4', 'P04629'})"
"frozenset({'P07741', 'P13612', 'IL4'})"
"frozenset({'O60671', 'Q9BSD3', 'IL4'})"
"frozenset({'P84022', 'IL4', 'P37231'})"
"frozenset({'P42858', 'IL4', 'Q8N7X4'})"
"frozenset({'O43597', 'IL4', 'P28799'})"
"frozenset({'Q9BWX1', 'IL4', 'Q969K3'})"
"frozenset({'O15198', 'IL4', 'P50616'})"
"frozenset({'Q16795', 'IL4', 'P03901'})"
"frozenset({'Q9P2E9', 'IL4', 'Q6VMQ6'})"
"frozenset({'Q68CJ9', 'Q96EZ8', 'IL4'})"
"frozenset({'IL4', 'Q8IXB3', 'Q8WY22'})"
"frozenset({'IL4', 'Q9BSF0', 'P15172'})"
"frozenset({'Q9BTT4', 'Q9NPJ6', 'IL4'})"
"frozenset({'IL4', 'P39656', 'Q9UNN5'})"
"frozenset({'P43146', 'IL4', 'P46783'})"
"frozenset({'Q9BTA9', 'Q8IUH5', 'IL4'})"
"frozenset({'P19387', 'IL4', 'Q9BWH6'})"
"frozenset({'Q9Y2K1', 'P08865', 'IL4'})"
"frozenset({'Q16537', 'Q13698', 'IL4'})"
"frozenset({'Q9H6Y7', 'IL4', 'Q15165'})"
"frozenset({'P62993', 'IL4', 'Q15262'})"
"frozenset({'IL4', 'Q6ZSS3', 'P14373'})"
"frozenset({'IL4', 'P61244', 'P50539'})"
"frozenset({'Q13547', 'IL4', 'Q9UIF9'})"
"frozenset({'IL4', 'P40926', 'P19320'})"
"frozenset({'Q14533', 'Q92764', 'IL4'})"
"frozenset({'IL4', 'Q9ULG1', 'O95983'})"
"frozenset({'Q14676', 'IL4', 'Q99459'})"
"frozenset({'O75934', 'IL4', 'Q7Z589'})"
"frozenset({'IL4', 'Q14980', 'P11171'})"
"frozenset({'Q7L0Y3', 'IL4', 'Q9C002'})"
"frozenset({'IL4', 'O60516', 'O60573'})"
"frozenset({'IL4', 'Q96HA8', 'Q96LK8'})"
"frozenset({'IL4', 'P78344', 'Q9BUB5'})"
"frozenset({'IL4', 'Q9BQE3', 'Q16543'})"
"frozenset({'Q9BW66', 'IL4', 'Q9UPX6'})"
"frozenset({'Q504T8', 'IL4', 'O95257'})"
"frozenset({'Q5SW79', 'IL4', 'Q9BVA0'})"
"frozenset({'Q15691', 'P11021', 'IL4'})"
"frozenset({'P51531', 'IL4', 'P38398'})"
"frozenset({'IL4', 'Q9NX61', 'P27105'})"
"frozenset({'IL4', 'O43324', 'Q8TDP1'})"
"frozenset({'P55774', 'IL4', 'Q14194'})"
"frozenset({'O75530', 'Q8NAV1', 'IL4'})"
"frozenset({'P62249', 'P62280', 'IL4'})"
"frozenset({'P35637', 'IL4', 'Q8WUA2'})"
"frozenset({'IL4', 'P15313', 'P63146'})"
"frozenset({'P00738', 'IL4', 'O95257'})"
"frozenset({'Q9Y679', 'IL4', 'P35372'})"
"frozenset({'Q9Y520', 'Q13148', 'IL4'})"
"frozenset({'P14635', 'Q06830', 'IL4'})"
"frozenset({'IL4', 'P35125', 'Q14CW9'})"
"frozenset({'IL4', 'P18146', 'O94817'})"
"frozenset({'P60953', 'IL4', 'Q6NZY7'})"
"frozenset({'P26368', 'IL4', 'Q13618'})"
"frozenset({'IL4', 'O95166', 'P67809'})"
"frozenset({'IL4', 'P01111', 'P42771'})"
"frozenset({'P00533', 'IL4', 'Q9UQM7'})"
"frozenset({'Q16695', 'P05787', 'IL4'})"
"frozenset({'Q9BQ04', 'Q9NV31', 'IL4'})"
"frozenset({'IL4', 'P33176', 'Q8N205'})"
"frozenset({'O95336', 'IL4', 'Q13867'})"
"frozenset({'P11021', 'P22304', 'IL4'})"
"frozenset({'Q9GZM8', 'IL4', 'Q1A5X7'})"
"frozenset({'Q9BTL3', 'IL4', 'O15162'})"
"frozenset({'P34932', 'IL4', 'Q86Y97'})"
"frozenset({'Q14765', 'IL4', 'P11309'})"
"frozenset({'Q9BV73', 'IL4', 'Q96C92'})"
"frozenset({'Q13469', 'IL4', 'Q9UPT9'})"
"frozenset({'IL4', 'Q86VP6', 'P46776'})"
"frozenset({'IL4', 'Q9H0W5', 'P42704'})"
"frozenset({'IL4', 'Q8TBB1', 'P36406'})"
"frozenset({'IL4', 'P09874', 'P10244'})"
"frozenset({'P30041', 'P32119', 'IL4'})"
"frozenset({'Q8IVT5', 'IL4', 'P50579'})"
"frozenset({'Q2TAL8', 'IL4', 'Q66K80'})"
"frozenset({'Q15477', 'IL4', 'Q15811'})"
"frozenset({'IL4', 'Q9C035', 'Q9BX70'})"
"frozenset({'IL4', 'P38398', 'Q13363'})"
"frozenset({'Q9BQQ3', 'IL4', 'Q9BZL6'})"
"frozenset({'P04637', 'IL4', 'P42677'})"
"frozenset({'IL4', 'Q9Y2T5', 'Q5BKT4'})"
"frozenset({'IL4', 'Q2M3V2', 'Q3KNV8'})"
"frozenset({'Q9BZ29', 'IL4', 'P63000'})"
"frozenset({'P52756', 'IL4', 'Q9BUJ2'})"
"frozenset({'Q9Y6K9', 'IL4', 'P19113'})"
"frozenset({'Q9GZM6', 'P35626', 'IL4'})"
"frozenset({'Q99496', 'IL4', 'P63261'})"
"frozenset({'P09769', 'IL4', 'Q92529'})"
"frozenset({'IL4', 'Q9BRP8', 'P62847'})"
"frozenset({'P68400', 'IL4', 'P42575'})"
"frozenset({'Q92626', 'IL4', 'Q7Z465'})"
"frozenset({'Q99873', 'IL4', 'P10828'})"
"frozenset({'IL4', 'P42704', 'Q96EB6'})"
"frozenset({'IL4', 'P05413', 'O15162'})"
"frozenset({'P25788', 'Q92769', 'IL4'})"
"frozenset({'IL4', 'O00560', 'Q8IXZ3'})"
"frozenset({'IL4', 'Q9UI12', 'Q9H993'})"
"frozenset({'IL4', 'P17480', 'Q9GZS1'})"
"frozenset({'P42338', 'IL4', 'P63096'})"
"frozenset({'Q8TB22', 'IL4', 'O14561'})"
"frozenset({'Q76L83', 'IL4', 'Q5JUW0'})"
"frozenset({'Q00978', 'Q15717', 'IL4'})"
"frozenset({'Q9UBI6', 'IL4', 'Q15759'})"
"frozenset({'P06239', 'IL4', 'Q96PU4'})"
"frozenset({'Q9BTX1', 'Q6NUS6', 'IL4'})"
"frozenset({'Q6ZVK8', 'IL4', 'Q9NTM9'})"
"frozenset({'IL4', 'Q6UXN9', 'P68431'})"
"frozenset({'Q9Y6K9', 'O43513', 'IL4'})"
"frozenset({'Q9H8Y8', 'Q9Y371', 'IL4'})"
"frozenset({'Q9NRE2', 'IL4', 'Q13077'})"
"frozenset({'P50222', 'O00311', 'IL4'})"
"frozenset({'P09661', 'IL4', 'P40337'})"
"frozenset({'Q9UHQ9', 'IL4', 'Q02083'})"
"frozenset({'Q9H9G7', 'P19474', 'IL4'})"
"frozenset({'P08047', 'IL4', 'Q00577'})"
"frozenset({'P42694', 'IL4', 'Q6ZRI6'})"
"frozenset({'Q86X55', 'Q13617', 'IL4'})"
"frozenset({'P07195', 'P16871', 'IL4'})"
"frozenset({'Q5JNZ5', 'IL4', 'Q02539'})"
"frozenset({'IL4', 'Q99683', 'Q03164'})"
"frozenset({'P33993', 'Q8IVT5', 'IL4'})"
"frozenset({'IL4', 'P50897', 'P08559'})"
"frozenset({'P30050', 'IL4', 'P52272'})"
"frozenset({'IL4', 'Q9Y4Z0', 'O43765'})"
"frozenset({'P68400', 'Q15459', 'IL4'})"
"frozenset({'O95427', 'IL4', 'Q96J42'})"
"frozenset({'Q15796', 'IL4', 'P68366'})"
"frozenset({'IL4', 'Q92466', 'P62877'})"
"frozenset({'IL4', 'Q96NE9', 'P61981'})"
"frozenset({'P17612', 'Q15208', 'IL4'})"
"frozenset({'Q9ULK4', 'IL4', 'Q13465'})"
"frozenset({'IL4', 'Q9Y6H1', 'P10606'})"
"frozenset({'Q8NDV7', 'Q9BV73', 'IL4'})"
"frozenset({'P19174', 'IL4', 'O15360'})"
"frozenset({'IL4', 'P01008', 'P00740'})"
"frozenset({'O60315', 'IL4', 'Q96KQ7'})"
"frozenset({'Q8N543', 'P11216', 'IL4'})"
"frozenset({'P15880', 'IL4', 'P35711'})"
"frozenset({'O15344', 'IL4', 'Q9UJV3'})"
"frozenset({'Q9Y262', 'IL4', 'O75821'})"
"frozenset({'IL4', 'Q9NQB0', 'Q9UJU2'})"
"frozenset({'P02751', 'IL4', 'Q8N684'})"
"frozenset({'IL4', 'Q13618', 'P49368'})"
"frozenset({'Q9NPJ6', 'O75369', 'IL4'})"
"frozenset({'P31371', 'IL4', 'P09619'})"
"frozenset({'Q9NR28', 'IL4', 'O43557'})"
"frozenset({'Q86W54', 'IL4', 'P25105'})"
"frozenset({'O60477', 'IL4', 'Q9BYG4'})"
"frozenset({'IL4', 'Q9Y397', 'P01112'})"
"frozenset({'Q14055', 'IL4', 'P16144'})"
"frozenset({'P35221', 'IL4', 'Q9NR45'})"
"frozenset({'IL4', 'P29323', 'Q15811'})"
"frozenset({'P15559', 'P13612', 'IL4'})"
"frozenset({'Q13948', 'IL4', 'P43363'})"
"frozenset({'IL4', 'Q96PK6', 'P55081'})"
"frozenset({'Q15717', 'IL4', 'P48729'})"
"frozenset({'IL4', 'Q7Z4H3', 'P01189'})"
"frozenset({'P35626', 'IL4', 'P47887'})"
"frozenset({'P05412', 'IL4', 'Q99575'})"
"frozenset({'P06756', 'IL4', 'Q9BSE5'})"
"frozenset({'P68104', 'P49888', 'IL4'})"
"frozenset({'Q8NI22', 'IL4', 'O15514'})"
"frozenset({'IL4', 'Q99598', 'O95257'})"
"frozenset({'Q9Y5W9', 'Q7Z494', 'IL4'})"
"frozenset({'P25098', 'IL4', 'Q8NGP0'})"
"frozenset({'O15228', 'IL4', 'O75381'})"
"frozenset({'O95967', 'IL4', 'Q9NYW8'})"
"frozenset({'Q5T7P3', 'IL4', 'Q99750'})"
"frozenset({'Q9H1A4', 'Q8N960', 'IL4'})"
"frozenset({'Q13547', 'Q96BF6', 'IL4'})"
"frozenset({'P02649', 'IL4', 'P50502'})"
"frozenset({'Q9P2K5', 'IL4', 'Q6ZQN5'})"
"frozenset({'Q9HAT0', 'IL4', 'Q9BXS5'})"
"frozenset({'Q02548', 'IL4', 'Q03164'})"
"frozenset({'O75052', 'IL4', 'P29475'})"
"frozenset({'Q9P2I0', 'P62136', 'IL4'})"
"frozenset({'Q9Y2Z4', 'Q14197', 'IL4'})"
"frozenset({'IL4', 'O43567', 'O14617'})"
"frozenset({'O76011', 'IL4', 'P59991'})"
"frozenset({'P48444', 'IL4', 'P61923'})"
"frozenset({'Q99523', 'IL4', 'Q9NW13'})"
"frozenset({'Q6UWE0', 'IL4', 'Q9BUL5'})"
"frozenset({'IL4', 'Q14247', 'Q68EM7'})"
"frozenset({'P78362', 'IL4', 'Q96MN5'})"
"frozenset({'Q9UKY7', 'P26368', 'IL4'})"
"frozenset({'IL4', 'Q99759', 'Q71U36'})"
"frozenset({'P62888', 'IL4', 'P39019'})"
"frozenset({'Q8WTW4', 'IL4', 'Q9NXC5'})"
"frozenset({'Q96C36', 'IL4', 'Q13618'})"
"frozenset({'O14920', 'IL4', 'O75807'})"
"frozenset({'P60520', 'O14910', 'IL4'})"
"frozenset({'P51531', 'IL4', 'P62805'})"
"frozenset({'Q9C035', 'IL4', 'P51668'})"
"frozenset({'IL4', 'P68431', 'Q9H967'})"
"frozenset({'O15118', 'O00214', 'IL4'})"
"frozenset({'O95168', 'IL4', 'O14561'})"
"frozenset({'P32121', 'IL4', 'P22626'})"
"frozenset({'Q12933', 'Q86WV6', 'IL4'})"
"frozenset({'P05556', 'O00459', 'IL4'})"
"frozenset({'Q02556', 'Q06124', 'IL4'})"
"frozenset({'Q63HR2', 'Q96M29', 'IL4'})"
"frozenset({'Q9NPF4', 'IL4', 'Q99933'})"
"frozenset({'IL4', 'P63096', 'P01112'})"
"frozenset({'Q9Y2I8', 'IL4', 'P17987'})"
"frozenset({'Q9Y2D4', 'Q9NV70', 'IL4'})"
"frozenset({'P22612', 'Q8NGP9', 'IL4'})"
"frozenset({'P12931', 'IL4', 'P14317'})"
"frozenset({'O43257', 'IL4', 'Q9NPF5'})"
"frozenset({'Q96J02', 'IL4', 'P39060'})"
"frozenset({'P35269', 'IL4', 'Q8TBJ4'})"
"frozenset({'Q9BYD3', 'Q9BRJ2', 'IL4'})"
"frozenset({'IL4', 'Q09472', 'Q8N726'})"
"frozenset({'Q9BQG0', 'IL4', 'O00567'})"
"frozenset({'Q9NZN5', 'IL4', 'Q07890'})"
"frozenset({'P06239', 'IL4', 'P43405'})"
"frozenset({'Q9BT49', 'IL4', 'Q9BQ66'})"
"frozenset({'IL4', 'Q9P2R7', 'P23921'})"
"frozenset({'Q92782', 'Q969G3', 'IL4'})"
"frozenset({'Q16514', 'IL4', 'Q96ES7'})"
"frozenset({'Q6UX06', 'IL4', 'Q8N205'})"
"frozenset({'Q15418', 'P28482', 'IL4'})"
"frozenset({'Q9NR50', 'Q9UEU0', 'IL4'})"
"frozenset({'P17600', 'IL4', 'Q9P1Q0'})"
"frozenset({'IL4', 'Q9H609', 'Q8IW41'})"
"frozenset({'P55040', 'IL4', 'Q8TD10'})"
"frozenset({'P51148', 'IL4', 'P01889'})"
"frozenset({'Q8NBS9', 'Q6PJI9', 'IL4'})"
"frozenset({'P78317', 'IL4', 'Q15554'})"
"frozenset({'Q9BU76', 'IL4', 'P35240'})"
"frozenset({'O95757', 'IL4', 'Q15293'})"
"frozenset({'Q96H86', 'IL4', 'P45973'})"
"frozenset({'P99999', 'IL4', 'P32119'})"
"frozenset({'P25685', 'IL4', 'Q99933'})"
"frozenset({'IL4', 'Q8N490', 'Q8NAN2'})"
"frozenset({'O60341', 'IL4', 'Q5VTD9'})"
"frozenset({'O60678', 'Q9Y5P6', 'IL4'})"
"frozenset({'Q13489', 'P29965', 'IL4'})"
"frozenset({'IL4', 'P02768', 'Q09019'})"
"frozenset({'IL4', 'Q13362', 'Q9UNN5'})"
"frozenset({'P84022', 'P36896', 'IL4'})"
"frozenset({'P14735', 'Q9HD34', 'IL4'})"
"frozenset({'Q6ZRQ5', 'IL4', 'Q9NVP2'})"
"frozenset({'O43639', 'IL4', 'Q15464'})"
"frozenset({'Q9UP65', 'P05771', 'IL4'})"
"frozenset({'IL4', 'Q8IVI9', 'O60341'})"
"frozenset({'Q3LI77', 'IL4', 'A8MQ03'})"
"frozenset({'O15550', 'O15198', 'IL4'})"
"frozenset({'IL4', 'O00329', 'P10301'})"
"frozenset({'P25788', 'IL4', 'Q9UNE7'})"
"frozenset({'Q8IWF2', 'IL4', 'Q9NUP9'})"
"frozenset({'IL4', 'P40429', 'P26373'})"
"frozenset({'O95782', 'IL4', 'P04629'})"
"frozenset({'IL4', 'P20248', 'O00716'})"
"frozenset({'IL4', 'Q7L5N1', 'P62917'})"
"frozenset({'P22392', 'P09104', 'IL4'})"
"frozenset({'O95487', 'IL4', 'Q2KHR3'})"
"frozenset({'Q6NYC8', 'P15884', 'IL4'})"
"frozenset({'P62987', 'P19438', 'IL4'})"
"frozenset({'Q92804', 'Q16777', 'IL4'})"
"frozenset({'IL4', 'Q9ULV4', 'P19320'})"
"frozenset({'P05129', 'IL4', 'P02545'})"
"frozenset({'Q9UNS2', 'IL4', 'Q9C0B0'})"
"frozenset({'P06241', 'IL4', 'Q14524'})"
"frozenset({'P35637', 'P03372', 'IL4'})"
"frozenset({'P63162', 'P09661', 'IL4'})"
"frozenset({'Q6RFH8', 'IL4', 'O96000'})"
"frozenset({'IL4', 'Q9GZU7', 'P02686'})"
"frozenset({'Q5T4S7', 'O96017', 'IL4'})"
"frozenset({'O15245', 'Q96G23', 'IL4'})"
"frozenset({'IL4', 'P51946', 'Q6P597'})"
"frozenset({'P01106', 'IL4', 'Q8WZ42'})"
"frozenset({'P30291', 'IL4', 'O95619'})"
"frozenset({'Q86Y82', 'Q9UNK0', 'IL4'})"
"frozenset({'P62888', 'IL4', 'P25398'})"
"frozenset({'P30050', 'Q9NWU5', 'IL4'})"
"frozenset({'O75360', 'IL4', 'P13995'})"
"frozenset({'O95831', 'IL4', 'P04908'})"
"frozenset({'P40616', 'IL4', 'Q96JB5'})"
"frozenset({'Q15653', 'IL4', 'P05109'})"
"frozenset({'Q8TAD4', 'IL4', 'P50570'})"
"frozenset({'P50225', 'IL4', 'O95218'})"
"frozenset({'P08574', 'O75955', 'IL4'})"
"frozenset({'O94776', 'Q8IVT5', 'IL4'})"
"frozenset({'IL4', 'Q08379', 'Q9UK41'})"
"frozenset({'Q99956', 'IL4', 'Q15759'})"
"frozenset({'Q16576', 'IL4', 'Q96QT6'})"
"frozenset({'Q96IT1', 'Q8NF99', 'IL4'})"
"frozenset({'IL4', 'Q9HCM9', 'Q9HAC8'})"
"frozenset({'P22392', 'IL4', 'Q8IZL9'})"
"frozenset({'IL4', 'Q9NZM3', 'O75179'})"
"frozenset({'Q86TI0', 'IL4', 'Q8N715'})"
"frozenset({'Q8N7P3', 'P56748', 'IL4'})"
"frozenset({'Q9H6L4', 'IL4', 'Q9H0A9'})"
"frozenset({'O00212', 'IL4', 'Q53QZ3'})"
"frozenset({'Q9H7Z6', 'P12980', 'IL4'})"
"frozenset({'P09471', 'IL4', 'P45983'})"
"frozenset({'Q8WWY3', 'IL4', 'O95785'})"
"frozenset({'Q9H1K1', 'IL4', 'Q8IZU0'})"
"frozenset({'IL4', 'P14373', 'Q9BW85'})"
"frozenset({'Q96CS3', 'IL4', 'P49736'})"
"frozenset({'O60678', 'IL4', 'P62805'})"
"frozenset({'P20336', 'IL4', 'Q16854'})"
"frozenset({'Q9NPJ6', 'IL4', 'Q8TD31'})"
"frozenset({'Q99496', 'IL4', 'P07195'})"
"frozenset({'IL4', 'P35372', 'Q9HAV0'})"
"frozenset({'IL4', 'Q5U5X0', 'Q96E11'})"
"frozenset({'Q92542', 'Q9Y5H9', 'IL4'})"
"frozenset({'IL4', 'A8MQ03', 'Q9HCN3'})"
"frozenset({'IL4', 'P22090', 'P62701'})"
"frozenset({'P31431', 'IL4', 'P12109'})"
"frozenset({'Q86TI0', 'IL4', 'P61019'})"
"frozenset({'P21281', 'O96006', 'IL4'})"
"frozenset({'IL4', 'P58340', 'Q99933'})"
"frozenset({'P25800', 'IL4', 'Q63ZY3'})"
"frozenset({'IL4', 'P62745', 'Q8N5V2'})"
"frozenset({'Q14258', 'Q7Z2W4', 'IL4'})"
"frozenset({'IL4', 'Q00005', 'Q14525'})"
"frozenset({'Q07352', 'IL4', 'P68402'})"
"frozenset({'Q16778', 'IL4', 'Q9H492'})"
"frozenset({'Q00987', 'IL4', 'P09429'})"
"frozenset({'IL4', 'P31942', 'Q93034'})"
