negatives
"frozenset({'Wnt', 'Q9UBU9', 'P11172'})"
"frozenset({'Q92905', 'Wnt', 'P42229'})"
"frozenset({'Wnt', 'Q01085', 'O14980'})"
"frozenset({'P06400', 'Wnt', 'P49715'})"
"frozenset({'O43164', 'Wnt', 'Q13618'})"
"frozenset({'Wnt', 'P55199', 'Q96CJ1'})"
"frozenset({'Q15025', 'Wnt', 'Q96MN5'})"
"frozenset({'P07900', 'Wnt', 'Q8IW35'})"
"frozenset({'Q86VG3', 'Wnt', 'Q8TAQ2'})"
"frozenset({'Wnt', 'P05067', 'Q8TC36'})"
"frozenset({'Wnt', 'P09972', 'P26885'})"
"frozenset({'Wnt', 'Q13315', 'P19634'})"
"frozenset({'Q9BUF5', 'P61956', 'Wnt'})"
"frozenset({'Q9NYF8', 'Q9UH17', 'Wnt'})"
"frozenset({'Q14202', 'Wnt', 'Q9P0K8'})"
"frozenset({'Q96N67', 'Wnt', 'P24941'})"
"frozenset({'Q13573', 'Q9UHB9', 'Wnt'})"
"frozenset({'Wnt', 'Q8N0Z3', 'Q9Y5B9'})"
"frozenset({'Wnt', 'P15036', 'O14980'})"
"frozenset({'Q92902', 'Q9NQG7', 'Wnt'})"
"frozenset({'Q15269', 'Wnt', 'O75147'})"
"frozenset({'Wnt', 'Q15459', 'Q86SE5'})"
"frozenset({'Wnt', 'Q9HD15', 'Q96T58'})"
"frozenset({'Q5FBB7', 'Wnt', 'Q13362'})"
"frozenset({'Wnt', 'P26599', 'P63104'})"
"frozenset({'Q96L34', 'P35580', 'Wnt'})"
"frozenset({'Q92529', 'Wnt', 'P62993'})"
"frozenset({'Wnt', 'P03372', 'P56705'})"
"frozenset({'Wnt', 'Q9HBM6', 'P49848'})"
"frozenset({'Q9NQZ2', 'Q16666', 'Wnt'})"
"frozenset({'Q9BX40', 'Wnt', 'P04629'})"
"frozenset({'P01011', 'Wnt', 'Q96KC8'})"
"frozenset({'Q01518', 'P26368', 'Wnt'})"
"frozenset({'Wnt', 'P54274', 'P31749'})"
"frozenset({'P08238', 'Wnt', 'P49642'})"
"frozenset({'P63261', 'Wnt', 'P11441'})"
"frozenset({'Q13188', 'P40855', 'Wnt'})"
"frozenset({'O75937', 'Wnt', 'P55795'})"
"frozenset({'Wnt', 'Q8NDH3', 'O75663'})"
"frozenset({'Wnt', 'Q9UBN7', 'P34932'})"
"frozenset({'Q9NZT1', 'Wnt', 'Q16566'})"
