negatives
"frozenset({'P13797', 'P37802', 'Receptor'})"
"frozenset({'Q9NQ88', 'P52789', 'Receptor'})"
"frozenset({'Q68D86', 'B2RXF5', 'Receptor'})"
"frozenset({'P11940', 'O43390', 'Receptor'})"
"frozenset({'P09693', 'P06241', 'Receptor'})"
"frozenset({'P26368', 'P62826', 'Receptor'})"
"frozenset({'Q9Y2W1', 'Q86VP6', 'Receptor'})"
"frozenset({'O43166', 'Q08AD1', 'Receptor'})"
"frozenset({'P27482', 'Receptor', 'Q96LZ3'})"
"frozenset({'Receptor', 'Q99496', 'Q9Y4F3'})"
"frozenset({'Q14592', 'P45973', 'Receptor'})"
"frozenset({'Q9ULT8', 'P04637', 'Receptor'})"
"frozenset({'Q15742', 'Receptor', 'Q96NC0'})"
"frozenset({'Q9Y620', 'Q9H4K1', 'Receptor'})"
"frozenset({'O00567', 'P33993', 'Receptor'})"
"frozenset({'Q13112', 'Receptor', 'P24941'})"
"frozenset({'Q4V328', 'B9ZVM9', 'Receptor'})"
"frozenset({'Q00839', 'Receptor', 'O60216'})"
"frozenset({'Q5S007', 'O14950', 'Receptor'})"
"frozenset({'Q8WUF5', 'O14980', 'Receptor'})"
"frozenset({'O75792', 'Q8NI35', 'Receptor'})"
"frozenset({'Receptor', 'Q96B33', 'C9JDP6'})"
"frozenset({'Q8WUH2', 'P36896', 'Receptor'})"
"frozenset({'O14744', 'Q14999', 'Receptor'})"
"frozenset({'O60443', 'P00533', 'Receptor'})"
"frozenset({'Q9BXM7', 'Q9GZQ8', 'Receptor'})"
"frozenset({'Q96EB6', 'O60934', 'Receptor'})"
"frozenset({'Q08379', 'Q15386', 'Receptor'})"
"frozenset({'Q16822', 'Q13315', 'Receptor'})"
"frozenset({'Receptor', 'Q9BTC8', 'O60341'})"
"frozenset({'Q15038', 'P62979', 'Receptor'})"
"frozenset({'Receptor', 'O75147', 'P35222'})"
"frozenset({'P07333', 'Q9NP95', 'Receptor'})"
"frozenset({'Q15077', 'P49639', 'Receptor'})"
"frozenset({'Q96KQ4', 'Q9HAQ2', 'Receptor'})"
"frozenset({'Q9Y5Q8', 'Q92994', 'Receptor'})"
"frozenset({'Receptor', 'P62191', 'P28072'})"
"frozenset({'Q8WYA6', 'Q13387', 'Receptor'})"
"frozenset({'P48730', 'Receptor', 'Q9H840'})"
"frozenset({'Q9NP31', 'Q8TBB1', 'Receptor'})"
"frozenset({'P55072', 'Q15404', 'Receptor'})"
"frozenset({'P34947', 'P13010', 'Receptor'})"
"frozenset({'Q9UBT2', 'Q96FA3', 'Receptor'})"
"frozenset({'Q96CN7', 'Receptor', 'Q99426'})"
"frozenset({'Receptor', 'O43914', 'Q13241'})"
"frozenset({'Receptor', 'Q9HC52', 'Q12800'})"
"frozenset({'P15586', 'P62993', 'Receptor'})"
"frozenset({'P62195', 'Q13371', 'Receptor'})"
"frozenset({'Receptor', 'P84103', 'Q9P0U1'})"
"frozenset({'Q9NPG1', 'P27986', 'Receptor'})"
"frozenset({'O00329', 'Q9UK08', 'Receptor'})"
"frozenset({'Receptor', 'P07900', 'Q9GZX7'})"
"frozenset({'Q9Y2Z9', 'Q9NQR4', 'Receptor'})"
"frozenset({'P19320', 'P38646', 'Receptor'})"
"frozenset({'P31749', 'P12931', 'Receptor'})"
"frozenset({'Q9H7E9', 'Q9Y605', 'Receptor'})"
"frozenset({'O60663', 'P05067', 'Receptor'})"
"frozenset({'P83916', 'Q5FBB7', 'Receptor'})"
"frozenset({'Q5TA78', 'Q9BYQ0', 'Receptor'})"
"frozenset({'P06748', 'O95810', 'Receptor'})"
"frozenset({'Q8IWL3', 'Q96RG2', 'Receptor'})"
"frozenset({'Receptor', 'O15511', 'Q16643'})"
"frozenset({'Q9Y623', 'Q53HL2', 'Receptor'})"
"frozenset({'Q9P2G9', 'Q15370', 'Receptor'})"
"frozenset({'Receptor', 'Q8WZ42', 'Q9Y244'})"
"frozenset({'Receptor', 'Q15029', 'P46060'})"
"frozenset({'Q15392', 'Q01860', 'Receptor'})"
"frozenset({'Q96MX6', 'Receptor', 'P62136'})"
"frozenset({'Q6UXN9', 'Q9UKF6', 'Receptor'})"
"frozenset({'O75643', 'Receptor', 'Q14164'})"
"frozenset({'Receptor', 'Q8N3L3', 'A5D8V7'})"
"frozenset({'Q8N165', 'Q15038', 'Receptor'})"
"frozenset({'Q15013', 'Q562F6', 'Receptor'})"
"frozenset({'Q9NR34', 'Q9HB07', 'Receptor'})"
"frozenset({'O60885', 'P24928', 'Receptor'})"
"frozenset({'P46934', 'Q9P289', 'Receptor'})"
"frozenset({'Q86VM9', 'P01106', 'Receptor'})"
"frozenset({'Q9UBK2', 'Q9P2K5', 'Receptor'})"
"frozenset({'O95671', 'Q8ND90', 'Receptor'})"
"frozenset({'Q9NWD9', 'Q16082', 'Receptor'})"
"frozenset({'P30281', 'Receptor', 'P24941'})"
"frozenset({'P04179', 'P13535', 'Receptor'})"
"frozenset({'P60763', 'Receptor', 'P60953'})"
"frozenset({'Q92621', 'Receptor', 'O75694'})"
"frozenset({'P78362', 'Q96FZ2', 'Receptor'})"
"frozenset({'P36941', 'Q96HA1', 'Receptor'})"
"frozenset({'P33992', 'P06737', 'Receptor'})"
"frozenset({'Q9H0R8', 'Q562R1', 'Receptor'})"
"frozenset({'P13569', 'P08758', 'Receptor'})"
"frozenset({'Q9C0H2', 'Q86VR2', 'Receptor'})"
"frozenset({'Receptor', 'O14828', 'P36543'})"
"frozenset({'Q9UKV0', 'P63104', 'Receptor'})"
"frozenset({'O75643', 'Q9BZJ0', 'Receptor'})"
"frozenset({'O43900', 'Q8TAA9', 'Receptor'})"
"frozenset({'O00767', 'P01106', 'Receptor'})"
"frozenset({'P08648', 'P05556', 'Receptor'})"
"frozenset({'Q13617', 'Q8WZ42', 'Receptor'})"
"frozenset({'P46379', 'P30450', 'Receptor'})"
"frozenset({'Q8IVH2', 'Q96GT9', 'Receptor'})"
"frozenset({'Receptor', 'P84243', 'Q9UQL6'})"
"frozenset({'Q13573', 'Q86VH2', 'Receptor'})"
"frozenset({'P40692', 'P12277', 'Receptor'})"
"frozenset({'P62079', 'Q86VR2', 'Receptor'})"
"frozenset({'P19174', 'P06748', 'Receptor'})"
"frozenset({'Q9NPD3', 'O95297', 'Receptor'})"
"frozenset({'Q7Z3Y8', 'Q9BU61', 'Receptor'})"
"frozenset({'Q86TJ5', 'Q92905', 'Receptor'})"
"frozenset({'P29353', 'P20963', 'Receptor'})"
"frozenset({'Receptor', 'P35414', 'P50151'})"
"frozenset({'P48730', 'Receptor', 'P84022'})"
"frozenset({'O43236', 'Q6ZU15', 'Receptor'})"
"frozenset({'Q9H6K4', 'P25705', 'Receptor'})"
"frozenset({'Q9BUN8', 'Receptor', 'P07099'})"
"frozenset({'P42858', 'P35080', 'Receptor'})"
"frozenset({'Q9NR12', 'O15145', 'Receptor'})"
"frozenset({'P62841', 'P62263', 'Receptor'})"
"frozenset({'Q06830', 'Q6UXB4', 'Receptor'})"
"frozenset({'P07550', 'P63092', 'Receptor'})"
"frozenset({'Q06830', 'Q93034', 'Receptor'})"
"frozenset({'Q04725', 'P28360', 'Receptor'})"
"frozenset({'P35998', 'O00487', 'Receptor'})"
"frozenset({'Q96HR3', 'P05067', 'Receptor'})"
"frozenset({'Receptor', 'Q4LE39', 'Q16576'})"
"frozenset({'Q01860', 'Q3ZCM7', 'Receptor'})"
"frozenset({'P61019', 'P41220', 'Receptor'})"
"frozenset({'Receptor', 'O43237', 'Q13509'})"
"frozenset({'Receptor', 'Q99417', 'P62993'})"
"frozenset({'O43889', 'P05771', 'Receptor'})"
"frozenset({'P48039', 'P31629', 'Receptor'})"
"frozenset({'Q32P28', 'Q7Z422', 'Receptor'})"
"frozenset({'P40938', 'Q9UER7', 'Receptor'})"
"frozenset({'Q9NVM9', 'Q68E01', 'Receptor'})"
"frozenset({'Q92993', 'P33240', 'Receptor'})"
"frozenset({'P30038', 'Q9BYZ2', 'Receptor'})"
"frozenset({'P25024', 'P10720', 'Receptor'})"
"frozenset({'Q96GX1', 'Q6IAN0', 'Receptor'})"
"frozenset({'O00716', 'O75152', 'Receptor'})"
"frozenset({'Q8WU58', 'Receptor', 'P86480'})"
"frozenset({'Q15154', 'Q9H0R8', 'Receptor'})"
"frozenset({'Receptor', 'Q8NGS8', 'P25098'})"
"frozenset({'Q15366', 'P14866', 'Receptor'})"
"frozenset({'Q8WX92', 'Q13573', 'Receptor'})"
"frozenset({'Q9H0W5', 'Receptor', 'P46459'})"
"frozenset({'O15438', 'P08047', 'Receptor'})"
"frozenset({'P36873', 'O43795', 'Receptor'})"
"frozenset({'O14647', 'Receptor', 'O75386'})"
"frozenset({'P0DP24', 'P57078', 'Receptor'})"
"frozenset({'P37231', 'Q9HAZ2', 'Receptor'})"
"frozenset({'Q9UHL9', 'Q9UBW7', 'Receptor'})"
"frozenset({'Q9NP66', 'Q9Y580', 'Receptor'})"
"frozenset({'Q92611', 'Q9BUN8', 'Receptor'})"
"frozenset({'P02647', 'P54829', 'Receptor'})"
"frozenset({'Q5SQI0', 'P05067', 'Receptor'})"
"frozenset({'Q99062', 'Q86WN2', 'Receptor'})"
"frozenset({'P61201', 'Receptor', 'P68431'})"
"frozenset({'Receptor', 'Q9UPT5', 'O00471'})"
"frozenset({'P24001', 'Q05516', 'Receptor'})"
"frozenset({'Q09472', 'Receptor', 'P46527'})"
"frozenset({'O95153', 'P30536', 'Receptor'})"
"frozenset({'P59817', 'P0DP25', 'Receptor'})"
"frozenset({'Q8IUC2', 'Q9UQM7', 'Receptor'})"
"frozenset({'O00482', 'P02768', 'Receptor'})"
"frozenset({'Q9NS87', 'Q9HAU5', 'Receptor'})"
"frozenset({'P62854', 'P60484', 'Receptor'})"
"frozenset({'Q9Y2D8', 'P55081', 'Receptor'})"
"frozenset({'Receptor', 'P53567', 'Q15744'})"
"frozenset({'Receptor', 'P14635', 'Q8TES7'})"
"frozenset({'P42345', 'O75695', 'Receptor'})"
"frozenset({'O14980', 'Receptor', 'Q86WG5'})"
"frozenset({'Q9UQ35', 'Q99728', 'Receptor'})"
"frozenset({'P19338', 'Q15843', 'Receptor'})"
"frozenset({'P25789', 'P63208', 'Receptor'})"
"frozenset({'Q9H814', 'Q14451', 'Receptor'})"
"frozenset({'Q9ULF5', 'O43291', 'Receptor'})"
"frozenset({'Q9Y4P1', 'Q9H0R8', 'Receptor'})"
"frozenset({'P51114', 'P35228', 'Receptor'})"
"frozenset({'O75962', 'Receptor', 'P49593'})"
"frozenset({'Q9NRJ3', 'P46092', 'Receptor'})"
"frozenset({'P31948', 'Q15181', 'Receptor'})"
"frozenset({'Q13084', 'Q9BQ48', 'Receptor'})"
"frozenset({'P09497', 'Q9NQX4', 'Receptor'})"
"frozenset({'P49773', 'Q9UHV9', 'Receptor'})"
"frozenset({'Q8N726', 'Q9UER7', 'Receptor'})"
"frozenset({'Q9BV68', 'Q92878', 'Receptor'})"
"frozenset({'Receptor', 'P23246', 'P49841'})"
"frozenset({'Q99759', 'P58107', 'Receptor'})"
"frozenset({'P04049', 'P31948', 'Receptor'})"
"frozenset({'Q9NUC0', 'Q8N7E2', 'Receptor'})"
"frozenset({'Q15717', 'P04626', 'Receptor'})"
"frozenset({'P58340', 'Receptor', 'O43242'})"
"frozenset({'Receptor', 'Q86U42', 'Q07955'})"
"frozenset({'P06213', 'P11487', 'Receptor'})"
"frozenset({'Q9UI30', 'P84103', 'Receptor'})"
"frozenset({'Q9Y6K9', 'O60763', 'Receptor'})"
"frozenset({'O95182', 'O43181', 'Receptor'})"
"frozenset({'O14786', 'P51805', 'Receptor'})"
"frozenset({'Receptor', 'P21580', 'P11279'})"
"frozenset({'O95363', 'Q9UKT9', 'Receptor'})"
"frozenset({'Q96NZ9', 'P50222', 'Receptor'})"
"frozenset({'P49736', 'Receptor', 'P01040'})"
"frozenset({'O95983', 'Q8TAP6', 'Receptor'})"
"frozenset({'Q13526', 'Q8IY92', 'Receptor'})"
"frozenset({'Q9UBK2', 'Q969K3', 'Receptor'})"
"frozenset({'Q14676', 'Receptor', 'Q9BZF1'})"
"frozenset({'Q96GN5', 'Q8N5A5', 'Receptor'})"
"frozenset({'Q9Y250', 'Q96MY7', 'Receptor'})"
"frozenset({'P61289', 'Q9UPN9', 'Receptor'})"
"frozenset({'Q9H0W5', 'Receptor', 'P62424'})"
"frozenset({'P49848', 'Receptor', 'Q8TAQ2'})"
"frozenset({'P42677', 'P50914', 'Receptor'})"
"frozenset({'Q99832', 'Receptor', 'P50570'})"
"frozenset({'Q96HZ4', 'P60411', 'Receptor'})"
"frozenset({'P09619', 'Q03135', 'Receptor'})"
"frozenset({'Q9UPW6', 'Receptor', 'Q6K0P9'})"
"frozenset({'O75362', 'Q13363', 'Receptor'})"
"frozenset({'Q96SB3', 'Q13263', 'Receptor'})"
"frozenset({'P04843', 'Q92905', 'Receptor'})"
"frozenset({'Q9Y657', 'P61326', 'Receptor'})"
"frozenset({'P10415', 'Q14738', 'Receptor'})"
"frozenset({'Q92820', 'O60701', 'Receptor'})"
"frozenset({'Q96QC0', 'Receptor', 'O43542'})"
"frozenset({'Q7L099', 'P01106', 'Receptor'})"
"frozenset({'Receptor', 'Q9BQT8', 'Q9UNP9'})"
"frozenset({'Receptor', 'Q8TCJ0', 'Q9Y5S9'})"
"frozenset({'Q02246', 'Q12860', 'Receptor'})"
"frozenset({'P23193', 'P13984', 'Receptor'})"
"frozenset({'P17036', 'Receptor', 'Q02535'})"
"frozenset({'Q9Y3T9', 'Receptor', 'Q9Y5V3'})"
"frozenset({'Q5BJF6', 'Q5SW79', 'Receptor'})"
"frozenset({'O14745', 'P48764', 'Receptor'})"
"frozenset({'Receptor', 'O95168', 'P22694'})"
"frozenset({'Q9BW27', 'Q8WYP5', 'Receptor'})"
"frozenset({'Q92499', 'Q7Z6Z7', 'Receptor'})"
"frozenset({'Q15750', 'Receptor', 'P45983'})"
"frozenset({'Q15833', 'Receptor', 'P50995'})"
"frozenset({'Q14004', 'P68371', 'Receptor'})"
"frozenset({'Q14469', 'P17676', 'Receptor'})"
"frozenset({'Receptor', 'Q9UJU2', 'Q04725'})"
"frozenset({'Receptor', 'P61024', 'P24385'})"
"frozenset({'O00744', 'Q96HF1', 'Receptor'})"
"frozenset({'P45973', 'Q14739', 'Receptor'})"
"frozenset({'Q9BZV1', 'Q96CS3', 'Receptor'})"
"frozenset({'Q86Y82', 'O14653', 'Receptor'})"
"frozenset({'P63167', 'Q13616', 'Receptor'})"
"frozenset({'P13164', 'P60033', 'Receptor'})"
"frozenset({'O43236', 'Q8IYM1', 'Receptor'})"
"frozenset({'Receptor', 'Q8NCE2', 'P13929'})"
"frozenset({'Receptor', 'Q99747', 'P46459'})"
"frozenset({'Q08499', 'P00519', 'Receptor'})"
"frozenset({'P52597', 'P31942', 'Receptor'})"
"frozenset({'P04264', 'P08727', 'Receptor'})"
"frozenset({'Receptor', 'Q53RE8', 'O95817'})"
"frozenset({'Q6IA86', 'Q5XKK7', 'Receptor'})"
"frozenset({'Q9H0F6', 'Q13490', 'Receptor'})"
"frozenset({'P34947', 'P50502', 'Receptor'})"
"frozenset({'Q15154', 'Q13625', 'Receptor'})"
"frozenset({'Q9NRS4', 'Q8N205', 'Receptor'})"
"frozenset({'Q9BW61', 'Q92905', 'Receptor'})"
"frozenset({'Q9BVK8', 'P25025', 'Receptor'})"
"frozenset({'P62333', 'Receptor', 'O75832'})"
"frozenset({'O43889', 'Q9NZ43', 'Receptor'})"
"frozenset({'Q9Y5X3', 'Q9BQ52', 'Receptor'})"
"frozenset({'Q86X19', 'Receptor', 'Q86Y07'})"
"frozenset({'Q16531', 'Q01844', 'Receptor'})"
"frozenset({'P30793', 'Q9Y5L0', 'Receptor'})"
"frozenset({'P11717', 'Q9UJY5', 'Receptor'})"
"frozenset({'O00560', 'Q6PIU1', 'Receptor'})"
"frozenset({'Q9UBF2', 'Q9H8V3', 'Receptor'})"
"frozenset({'O14965', 'P12755', 'Receptor'})"
"frozenset({'P61962', 'P61981', 'Receptor'})"
"frozenset({'Q99558', 'P67809', 'Receptor'})"
"frozenset({'Q01581', 'Q15843', 'Receptor'})"
"frozenset({'P02458', 'P31431', 'Receptor'})"
"frozenset({'Q52WX2', 'Q15642', 'Receptor'})"
"frozenset({'P49773', 'Receptor', 'P09104'})"
"frozenset({'O43175', 'Q5JXB2', 'Receptor'})"
"frozenset({'Receptor', 'P01106', 'Q9NQH7'})"
"frozenset({'P51532', 'P20700', 'Receptor'})"
"frozenset({'Q7KZI7', 'O75478', 'Receptor'})"
"frozenset({'Q99459', 'Receptor', 'Q9H0E9'})"
"frozenset({'P35232', 'P18031', 'Receptor'})"
"frozenset({'P63167', 'Q9P2B4', 'Receptor'})"
"frozenset({'Q9H7B4', 'Q68EA5', 'Receptor'})"
"frozenset({'Q96BA8', 'Q8NBD8', 'Receptor'})"
"frozenset({'O95400', 'Q15428', 'Receptor'})"
"frozenset({'P42677', 'P63244', 'Receptor'})"
"frozenset({'P01344', 'P17936', 'Receptor'})"
"frozenset({'Q13616', 'Q9UMS4', 'Receptor'})"
"frozenset({'P49286', 'Q5T4S7', 'Receptor'})"
"frozenset({'P07996', 'P21980', 'Receptor'})"
"frozenset({'Q96FF9', 'P30260', 'Receptor'})"
"frozenset({'Q9Y4E8', 'O95990', 'Receptor'})"
"frozenset({'Receptor', 'P63146', 'Q9NRR5'})"
"frozenset({'O60674', 'P25105', 'Receptor'})"
"frozenset({'Q96A72', 'B2RXF5', 'Receptor'})"
"frozenset({'Q9Y232', 'Receptor', 'Q09028'})"
"frozenset({'Receptor', 'P07942', 'Q9UMX0'})"
"frozenset({'Receptor', 'Q8N4C6', 'Q8IUD2'})"
"frozenset({'Receptor', 'P51617', 'P48643'})"
"frozenset({'Q5T749', 'Q9H2F3', 'Receptor'})"
"frozenset({'Q15696', 'Receptor', 'P52756'})"
"frozenset({'P48736', 'O00329', 'Receptor'})"
"frozenset({'Q96BR5', 'Q5TGZ0', 'Receptor'})"
"frozenset({'Receptor', 'A5YKK6', 'P05412'})"
"frozenset({'Receptor', 'Q04917', 'P02751'})"
"frozenset({'Q92979', 'Receptor', 'Q06323'})"
"frozenset({'P54760', 'Q8N428', 'Receptor'})"
"frozenset({'P34931', 'Receptor', 'P49792'})"
"frozenset({'Q9H8W4', 'P15622', 'Receptor'})"
"frozenset({'Q9H000', 'Q9NX04', 'Receptor'})"
"frozenset({'O14980', 'P15036', 'Receptor'})"
"frozenset({'O00555', 'Receptor', 'P09471'})"
"frozenset({'Q15041', 'O95219', 'Receptor'})"
"frozenset({'P51805', 'Q9Y5E8', 'Receptor'})"
"frozenset({'P39656', 'Q9HCE1', 'Receptor'})"
"frozenset({'Q9Y467', 'Q9UPM6', 'Receptor'})"
"frozenset({'P30291', 'P14635', 'Receptor'})"
"frozenset({'Q86Y13', 'Q8TBA6', 'Receptor'})"
"frozenset({'P09067', 'P54257', 'Receptor'})"
"frozenset({'Q9Y4K3', 'Q05D60', 'Receptor'})"
"frozenset({'Q9Y2T1', 'Q8N752', 'Receptor'})"
"frozenset({'P06748', 'Q8WYP5', 'Receptor'})"
"frozenset({'Receptor', 'P05067', 'Q13326'})"
"frozenset({'Q8NB25', 'P61088', 'Receptor'})"
"frozenset({'Q9BVT8', 'Q9UKV5', 'Receptor'})"
"frozenset({'Q8IYF3', 'Q96IQ9', 'Receptor'})"
"frozenset({'P48431', 'O15350', 'Receptor'})"
"frozenset({'Q9C0B0', 'P30048', 'Receptor'})"
"frozenset({'Q8ND90', 'Q9H0A9', 'Receptor'})"
"frozenset({'Q6L8H2', 'P26371', 'Receptor'})"
"frozenset({'P59022', 'Receptor', 'Q9NZD8'})"
"frozenset({'Q04206', 'P31689', 'Receptor'})"
"frozenset({'Q96J02', 'P62993', 'Receptor'})"
"frozenset({'O95467', 'P21333', 'Receptor'})"
"frozenset({'P49407', 'Receptor', 'Q8NGI3'})"
"frozenset({'Q92995', 'P55072', 'Receptor'})"
"frozenset({'P61962', 'Receptor', 'Q8WXX7'})"
"frozenset({'Q04864', 'P62875', 'Receptor'})"
"frozenset({'Q16620', 'P52797', 'Receptor'})"
"frozenset({'Q9C0D3', 'Q9Y240', 'Receptor'})"
"frozenset({'O15228', 'O14980', 'Receptor'})"
"frozenset({'P10809', 'Receptor', 'Q9Y6E7'})"
"frozenset({'Q12962', 'Q9NPA8', 'Receptor'})"
"frozenset({'Q8N5I2', 'O00308', 'Receptor'})"
"frozenset({'P19388', 'P55735', 'Receptor'})"
"frozenset({'P37802', 'Q13404', 'Receptor'})"
"frozenset({'A8MQ03', 'Q15973', 'Receptor'})"
"frozenset({'Receptor', 'P51668', 'Q86Y01'})"
"frozenset({'P55072', 'P40937', 'Receptor'})"
"frozenset({'Q8N0U6', 'Q8N5C8', 'Receptor'})"
"frozenset({'Q99728', 'Q92878', 'Receptor'})"
"frozenset({'Q9UBU9', 'Receptor', 'P68104'})"
"frozenset({'P04899', 'Q99614', 'Receptor'})"
"frozenset({'Q13888', 'P19447', 'Receptor'})"
"frozenset({'O43463', 'Receptor', 'Q9UNL4'})"
"frozenset({'Receptor', 'Q9C009', 'Q92797'})"
"frozenset({'O14639', 'Q9Y2I6', 'Receptor'})"
"frozenset({'Q86Y56', 'Receptor', 'O00264'})"
"frozenset({'P62873', 'Receptor', 'Q9UGI9'})"
"frozenset({'P17181', 'P35225', 'Receptor'})"
"frozenset({'P19338', 'P61247', 'Receptor'})"
"frozenset({'O95786', 'Q9NQC7', 'Receptor'})"
"frozenset({'Q9HCE1', 'P62244', 'Receptor'})"
"frozenset({'P60520', 'Q9BPZ3', 'Receptor'})"
"frozenset({'Q06830', 'P30154', 'Receptor'})"
"frozenset({'Q00688', 'Q9Y224', 'Receptor'})"
"frozenset({'Q14318', 'Q16186', 'Receptor'})"
"frozenset({'P11142', 'P04637', 'Receptor'})"
"frozenset({'P15884', 'Q8N2W9', 'Receptor'})"
"frozenset({'O43167', 'Q8TAP6', 'Receptor'})"
"frozenset({'P08514', 'P12109', 'Receptor'})"
"frozenset({'Q9UKV8', 'P49915', 'Receptor'})"
"frozenset({'Q9BT49', 'Q7Z3Y8', 'Receptor'})"
"frozenset({'Q13535', 'P08651', 'Receptor'})"
"frozenset({'Q15293', 'Q9NXK8', 'Receptor'})"
"frozenset({'Q99459', 'Q9Y295', 'Receptor'})"
"frozenset({'Receptor', 'P28332', 'Q15025'})"
"frozenset({'P37231', 'Q9ULX9', 'Receptor'})"
"frozenset({'P54886', 'Receptor', 'P24941'})"
"frozenset({'Q9C0F1', 'Q14689', 'Receptor'})"
"frozenset({'Receptor', 'O15360', 'Q0VG06'})"
"frozenset({'Q9H944', 'Q13011', 'Receptor'})"
"frozenset({'Receptor', 'P31946', 'Q70EL1'})"
"frozenset({'P56524', 'P62258', 'Receptor'})"
"frozenset({'Q15742', 'Receptor', 'Q8IYI6'})"
"frozenset({'P19484', 'O75030', 'Receptor'})"
"frozenset({'P07951', 'P47756', 'Receptor'})"
"frozenset({'Receptor', 'O00631', 'Q9BSE2'})"
"frozenset({'P60410', 'Receptor', 'P17027'})"
"frozenset({'Q8IVT5', 'P27448', 'Receptor'})"
"frozenset({'Receptor', 'P49821', 'Q9NZJ7'})"
"frozenset({'Q8WWY6', 'Q8N680', 'Receptor'})"
"frozenset({'P05386', 'P46776', 'Receptor'})"
"frozenset({'Q9BT25', 'Q96MT8', 'Receptor'})"
"frozenset({'Q14103', 'Receptor', 'Q13243'})"
"frozenset({'Q08379', 'Q8N5M4', 'Receptor'})"
"frozenset({'P61353', 'Q92905', 'Receptor'})"
"frozenset({'P12956', 'P21281', 'Receptor'})"
"frozenset({'P53350', 'O43663', 'Receptor'})"
"frozenset({'Q15532', 'P61981', 'Receptor'})"
"frozenset({'Q16531', 'P00519', 'Receptor'})"
"frozenset({'Q07890', 'Q9NZN5', 'Receptor'})"
"frozenset({'Q96CN9', 'P21281', 'Receptor'})"
"frozenset({'Q9NYS7', 'Q8IVD9', 'Receptor'})"
"frozenset({'P49023', 'Q9Y2X7', 'Receptor'})"
"frozenset({'Q9Y2V7', 'Receptor', 'Q9BZW7'})"
"frozenset({'P11142', 'O75934', 'Receptor'})"
"frozenset({'P23458', 'P26992', 'Receptor'})"
"frozenset({'Q8NBT0', 'P61758', 'Receptor'})"
"frozenset({'P26368', 'Q00987', 'Receptor'})"
"frozenset({'Q9Y697', 'Receptor', 'O95229'})"
"frozenset({'P55040', 'O75031', 'Receptor'})"
"frozenset({'O75791', 'Q5VWX1', 'Receptor'})"
"frozenset({'O76081', 'P26371', 'Receptor'})"
"frozenset({'Q9H0R8', 'Q9H492', 'Receptor'})"
"frozenset({'P04628', 'Q9H237', 'Receptor'})"
"frozenset({'Q92841', 'Q8WYQ5', 'Receptor'})"
"frozenset({'Q15906', 'Q9GZN1', 'Receptor'})"
"frozenset({'Q9NPJ6', 'Q8N3L3', 'Receptor'})"
"frozenset({'Q02218', 'Q9C0B0', 'Receptor'})"
"frozenset({'P43115', 'Q6UY14', 'Receptor'})"
"frozenset({'O14939', 'P61764', 'Receptor'})"
"frozenset({'Q13618', 'Q9BTV6', 'Receptor'})"
"frozenset({'P55795', 'P09622', 'Receptor'})"
"frozenset({'P29558', 'Q12800', 'Receptor'})"
"frozenset({'Q96K58', 'Q00987', 'Receptor'})"
"frozenset({'Receptor', 'Q9Y618', 'P20393'})"
"frozenset({'Q70CQ2', 'Q01860', 'Receptor'})"
"frozenset({'Q7RTV0', 'P67809', 'Receptor'})"
"frozenset({'P05060', 'Receptor', 'P04183'})"
"frozenset({'P14784', 'Receptor', 'P01562'})"
"frozenset({'Receptor', 'P52732', 'Q13573'})"
"frozenset({'Q9NRI5', 'Receptor', 'P07437'})"
"frozenset({'P61289', 'Q00987', 'Receptor'})"
"frozenset({'Q5VTL8', 'Receptor', 'P35222'})"
"frozenset({'Q68CJ9', 'Q9BZL6', 'Receptor'})"
"frozenset({'Q6ZU80', 'Q8TCU4', 'Receptor'})"
"frozenset({'Receptor', 'Q99728', 'P51965'})"
"frozenset({'Q99618', 'P63208', 'Receptor'})"
"frozenset({'P60981', 'Q92508', 'Receptor'})"
"frozenset({'P35462', 'P35241', 'Receptor'})"
"frozenset({'Q8IYF3', 'Q9NU19', 'Receptor'})"
"frozenset({'P01106', 'Q05516', 'Receptor'})"
"frozenset({'Q6P587', 'O00625', 'Receptor'})"
"frozenset({'P09619', 'Q12965', 'Receptor'})"
"frozenset({'Receptor', 'Q9NPI1', 'Q92782'})"
"frozenset({'Q9P2E3', 'Q96GQ7', 'Receptor'})"
"frozenset({'Q9UJU2', 'P11473', 'Receptor'})"
"frozenset({'Receptor', 'P01130', 'P27824'})"
"frozenset({'P16930', 'Q9UHV2', 'Receptor'})"
"frozenset({'Q13444', 'Q14155', 'Receptor'})"
"frozenset({'Q8TDY2', 'Q96EI5', 'Receptor'})"
"frozenset({'Q15910', 'Receptor', 'Q9NYS7'})"
"frozenset({'O15344', 'P51668', 'Receptor'})"
"frozenset({'Q9BX68', 'P05067', 'Receptor'})"
"frozenset({'Q14088', 'O95197', 'Receptor'})"
"frozenset({'O14757', 'Receptor', 'P08238'})"
"frozenset({'Q96GX1', 'P04843', 'Receptor'})"
"frozenset({'Q00722', 'P59768', 'Receptor'})"
"frozenset({'Q8IWL3', 'O43402', 'Receptor'})"
"frozenset({'Q16186', 'P49721', 'Receptor'})"
"frozenset({'P85298', 'P08134', 'Receptor'})"
"frozenset({'O95139', 'O75027', 'Receptor'})"
"frozenset({'P49715', 'Q9Y2D1', 'Receptor'})"
"frozenset({'P20073', 'Q13573', 'Receptor'})"
"frozenset({'P20337', 'P62158', 'Receptor'})"
