negatives
"frozenset({'Notch', 'O14980', 'Q7Z3K3'})"
"frozenset({'Notch', 'P61981', 'Q8N122'})"
"frozenset({'Q08211', 'Notch', 'P61513'})"
"frozenset({'P31273', 'Notch', 'Q03164'})"
"frozenset({'Notch', 'Q9UGJ1', 'P39019'})"
"frozenset({'Q9HCP0', 'Notch', 'O14640'})"
"frozenset({'Notch', 'P38405', 'Q8NGL9'})"
"frozenset({'Notch', 'P20339', 'Q13724'})"
"frozenset({'P61204', 'Notch', 'P53365'})"
"frozenset({'Q9BTM1', 'Notch', 'Q13547'})"
"frozenset({'P60410', 'Notch', 'Q86YT5'})"
"frozenset({'Notch', 'Q9Y570', 'P67775'})"
"frozenset({'Q4KMG0', 'Notch', 'P35222'})"
"frozenset({'Q16827', 'P09327', 'Notch'})"
"frozenset({'P35637', 'Notch', 'P40227'})"
"frozenset({'Notch', 'P15408', 'P16949'})"
"frozenset({'O76093', 'Notch', 'P22607'})"
"frozenset({'Q8NH94', 'Notch', 'P22694'})"
"frozenset({'P49720', 'Q9UBT2', 'Notch'})"
"frozenset({'Notch', 'Q8N531', 'Q96P20'})"
"frozenset({'Notch', 'P37231', 'P15090'})"
"frozenset({'Q9BUY5', 'Notch', 'O76003'})"
"frozenset({'Notch', 'Q8TAF3', 'Q9Y6N9'})"
"frozenset({'O43390', 'O95400', 'Notch'})"
"frozenset({'Notch', 'Q96DI7', 'O43172'})"
"frozenset({'O75526', 'Q92731', 'Notch'})"
"frozenset({'P14678', 'Notch', 'Q969P0'})"
"frozenset({'Q8NFZ3', 'Notch', 'Q9HDB5'})"
"frozenset({'Notch', 'P49407', 'P0C7T3'})"
"frozenset({'Q9H0B6', 'Notch', 'Q9BRA0'})"
"frozenset({'Q8N3C0', 'Notch', 'Q9P2P5'})"
"frozenset({'Q14194', 'Notch', 'O00231'})"
"frozenset({'Notch', 'Q9BZ95', 'Q8TDY2'})"
"frozenset({'P18146', 'Notch', 'Q13813'})"
"frozenset({'Notch', 'O95872', 'Q7L273'})"
"frozenset({'Q9P2A4', 'Notch', 'Q7L099'})"
"frozenset({'Q8IUC1', 'Q16134', 'Notch'})"
"frozenset({'Notch', 'Q13561', 'Q96GM5'})"
"frozenset({'P01375', 'Notch', 'O75530'})"
"frozenset({'O14543', 'Notch', 'Q15233'})"
"frozenset({'Notch', 'Q96AA8', 'Q969G3'})"
"frozenset({'Notch', 'P17301', 'P35442'})"
"frozenset({'Q01974', 'Notch', 'P56703'})"
"frozenset({'Q13888', 'Notch', 'Q13889'})"
"frozenset({'Q9UHV7', 'Notch', 'P49792'})"
"frozenset({'Q969P0', 'Notch', 'P62310'})"
"frozenset({'Notch', 'Q6IPM2', 'Q5JR59'})"
"frozenset({'P18206', 'Notch', 'Q9C0B0'})"
"frozenset({'Q15424', 'Notch', 'Q96SB4'})"
"frozenset({'Notch', 'Q9NPD3', 'O15347'})"
"frozenset({'Q9Y5N6', 'Q9H211', 'Notch'})"
"frozenset({'Notch', 'P05556', 'P31749'})"
"frozenset({'O00571', 'Notch', 'P60520'})"
"frozenset({'O75083', 'Notch', 'P23528'})"
"frozenset({'Notch', 'Q12905', 'Q9H7B2'})"
"frozenset({'Q8IVT5', 'Q14168', 'Notch'})"
"frozenset({'Q96EE3', 'P15927', 'Notch'})"
"frozenset({'Notch', 'O60260', 'P62191'})"
"frozenset({'Q96EL2', 'Notch', 'Q6PF06'})"
"frozenset({'Q13564', 'Notch', 'Q9NRR5'})"
"frozenset({'Notch', 'P40926', 'P25788'})"
"frozenset({'P27824', 'Notch', 'P41143'})"
"frozenset({'P40238', 'P29460', 'Notch'})"
"frozenset({'P19838', 'Notch', 'P32119'})"
"frozenset({'Notch', 'Q13547', 'Q8TAQ2'})"
"frozenset({'P42336', 'Notch', 'P22607'})"
"frozenset({'O60664', 'Notch', 'Q9Y6X2'})"
"frozenset({'P41235', 'Notch', 'P53999'})"
"frozenset({'Notch', 'Q9NWU5', 'Q92796'})"
"frozenset({'Notch', 'O75607', 'P19338'})"
"frozenset({'Q9Y4H2', 'P06213', 'Notch'})"
"frozenset({'Q15811', 'Q9UBC2', 'Notch'})"
"frozenset({'Q96L14', 'Q8IZT6', 'Notch'})"
"frozenset({'Notch', 'Q70EL1', 'Q96CF2'})"
"frozenset({'P52434', 'Q8N7H5', 'Notch'})"
"frozenset({'Notch', 'Q9P2W3', 'Q8NHA4'})"
"frozenset({'Notch', 'Q93034', 'P05388'})"
"frozenset({'Q99471', 'Notch', 'Q9GZT8'})"
"frozenset({'Q06187', 'P04406', 'Notch'})"
"frozenset({'Q13148', 'Notch', 'P22626'})"
"frozenset({'P07550', 'Notch', 'Q13315'})"
"frozenset({'O43318', 'Notch', 'Q9BWF2'})"
"frozenset({'Notch', 'Q9BSC4', 'Q9NY61'})"
"frozenset({'P30505', 'Notch', 'P43627'})"
"frozenset({'Q9Y4F5', 'Notch', 'Q6ZU80'})"
"frozenset({'Q8ND83', 'Q99471', 'Notch'})"
"frozenset({'Notch', 'Q15691', 'Q53G59'})"
"frozenset({'Notch', 'P41221', 'O60353'})"
"frozenset({'P08579', 'Notch', 'P08758'})"
"frozenset({'P99999', 'Q4VC31', 'Notch'})"
"frozenset({'P62195', 'P08670', 'Notch'})"
"frozenset({'P49959', 'Q96SD1', 'Notch'})"
"frozenset({'Q6P2C8', 'Notch', 'Q9BWU1'})"
"frozenset({'P69905', 'Notch', 'O95156'})"
"frozenset({'Notch', 'P01857', 'Q8N2S1'})"
"frozenset({'Q01081', 'Q15019', 'Notch'})"
"frozenset({'Notch', 'P23246', 'P22626'})"
"frozenset({'Q8N2R8', 'P30154', 'Notch'})"
"frozenset({'Q00535', 'Notch', 'Q14195'})"
"frozenset({'P56545', 'Notch', 'Q8IX07'})"
"frozenset({'P28360', 'Notch', 'Q9HAN9'})"
"frozenset({'Q02363', 'Notch', 'Q6XD76'})"
"frozenset({'Notch', 'Q9GZQ8', 'Q7Z6Z7'})"
"frozenset({'P55017', 'Notch', 'P31948'})"
"frozenset({'O60232', 'Notch', 'O75312'})"
"frozenset({'Q06587', 'Notch', 'Q8IWI9'})"
"frozenset({'Q9Y3Y2', 'Notch', 'Q03933'})"
"frozenset({'O75400', 'Notch', 'Q53F19'})"
"frozenset({'Notch', 'P02787', 'Q13315'})"
"frozenset({'Notch', 'Q96BR9', 'Q09472'})"
"frozenset({'P24071', 'Notch', 'P02741'})"
"frozenset({'Q969Z0', 'Notch', 'O00483'})"
"frozenset({'O15392', 'O60911', 'Notch'})"
"frozenset({'Q9BSI4', 'Notch', 'Q8N4X5'})"
"frozenset({'P12081', 'Notch', 'Q14008'})"
"frozenset({'P31751', 'Notch', 'Q86X19'})"
"frozenset({'P49736', 'Notch', 'Q92839'})"
"frozenset({'Notch', 'Q5S007', 'P62081'})"
"frozenset({'Q9Y266', 'Q149M9', 'Notch'})"
"frozenset({'Notch', 'O14530', 'Q7Z6Z7'})"
"frozenset({'Q13595', 'Notch', 'Q9UNX3'})"
"frozenset({'P23416', 'Notch', 'P50395'})"
"frozenset({'Q5VTD9', 'Notch', 'Q8N6Y0'})"
"frozenset({'P38646', 'Notch', 'Q9UHD2'})"
"frozenset({'Q96A09', 'Notch', 'Q9UF72'})"
"frozenset({'Notch', 'P11309', 'Q14765'})"
"frozenset({'Q15717', 'Notch', 'P17676'})"
"frozenset({'P63104', 'Notch', 'P07437'})"
"frozenset({'Q96HA8', 'Q9UI14', 'Notch'})"
"frozenset({'Q16576', 'Notch', 'Q7Z6Z7'})"
"frozenset({'Notch', 'Q9BX67', 'P57087'})"
"frozenset({'P13796', 'Notch', 'P26368'})"
"frozenset({'Q8N5Y2', 'Notch', 'P62807'})"
"frozenset({'P00748', 'P03951', 'Notch'})"
"frozenset({'Q9H944', 'Q9NX70', 'Notch'})"
"frozenset({'P10147', 'P46094', 'Notch'})"
"frozenset({'Notch', 'P48730', 'P05412'})"
"frozenset({'Notch', 'P09651', 'O76009'})"
"frozenset({'Q66GS9', 'Notch', 'Q9NUQ3'})"
"frozenset({'Notch', 'Q99729', 'Q13618'})"
"frozenset({'Q9UM11', 'P78396', 'Notch'})"
"frozenset({'P54252', 'Notch', 'Q969Q1'})"
"frozenset({'P61962', 'P62136', 'Notch'})"
"frozenset({'O15265', 'Notch', 'O95967'})"
"frozenset({'Q92621', 'Notch', 'O75530'})"
"frozenset({'Q96ST3', 'Notch', 'P51608'})"
"frozenset({'Q96ID5', 'Notch', 'P01116'})"
"frozenset({'P57078', 'Q04917', 'Notch'})"
"frozenset({'O15335', 'P13612', 'Notch'})"
"frozenset({'Notch', 'P41252', 'O75815'})"
"frozenset({'P43356', 'Q9BXY8', 'Notch'})"
"frozenset({'Notch', 'Q9H3U1', 'O75665'})"
"frozenset({'P26447', 'Notch', 'P63167'})"
"frozenset({'Q96SW2', 'Notch', 'Q12874'})"
"frozenset({'P26038', 'Notch', 'Q13158'})"
"frozenset({'Notch', 'Q9UN86', 'Q13618'})"
"frozenset({'P10275', 'Q96JT2', 'Notch'})"
"frozenset({'Notch', 'Q9NZP2', 'P22694'})"
"frozenset({'Notch', 'Q969W9', 'Q92783'})"
"frozenset({'P35244', 'P43243', 'Notch'})"
"frozenset({'Q8IYI6', 'Q15717', 'Notch'})"
"frozenset({'Q15025', 'Notch', 'O76064'})"
"frozenset({'Q7Z794', 'Q9BXB1', 'Notch'})"
"frozenset({'Q16099', 'Notch', 'P20339'})"
"frozenset({'P01106', 'Notch', 'P28066'})"
"frozenset({'Q08830', 'Q8IW45', 'Notch'})"
"frozenset({'P26358', 'Notch', 'P60660'})"
"frozenset({'Q16778', 'P49459', 'Notch'})"
"frozenset({'Q96HR3', 'Notch', 'Q9H204'})"
"frozenset({'Notch', 'Q9UNX3', 'Q9NTK5'})"
"frozenset({'O96013', 'P52564', 'Notch'})"
"frozenset({'P25391', 'Q13797', 'Notch'})"
"frozenset({'Q9NWX6', 'Notch', 'Q96C55'})"
"frozenset({'Q99848', 'Notch', 'P46087'})"
"frozenset({'P68036', 'Q15637', 'Notch'})"
"frozenset({'Q96EP1', 'Notch', 'Q14527'})"
"frozenset({'P62487', 'Notch', 'Q9H0E7'})"
"frozenset({'Q8IVT5', 'Notch', 'Q9BZL1'})"
"frozenset({'Q9HD26', 'Q2KHM9', 'Notch'})"
"frozenset({'P51531', 'Notch', 'O94906'})"
"frozenset({'P01589', 'P13725', 'Notch'})"
"frozenset({'Notch', 'Q86X19', 'O75886'})"
"frozenset({'P49286', 'Notch', 'Q15125'})"
"frozenset({'O60308', 'Notch', 'Q15691'})"
"frozenset({'Notch', 'O75182', 'Q05516'})"
"frozenset({'Notch', 'P21554', 'P61952'})"
"frozenset({'Q16643', 'Notch', 'P84996'})"
"frozenset({'Q6ZT12', 'P63146', 'Notch'})"
"frozenset({'P32881', 'Q01344', 'Notch'})"
"frozenset({'P0CAP1', 'O14949', 'Notch'})"
"frozenset({'Q53H12', 'Notch', 'O60260'})"
"frozenset({'Notch', 'O60583', 'P78527'})"
"frozenset({'Q9UHB6', 'Notch', 'Q9NYF3'})"
"frozenset({'P12004', 'O14757', 'Notch'})"
"frozenset({'P19784', 'Notch', 'P32121'})"
"frozenset({'Notch', 'P07437', 'P11308'})"
"frozenset({'Notch', 'P06748', 'Q9BXT5'})"
"frozenset({'P50225', 'Notch', 'P07951'})"
"frozenset({'Q8N6N6', 'Notch', 'Q9UKT9'})"
"frozenset({'P27348', 'Notch', 'P07359'})"
"frozenset({'Q6L8H1', 'P49901', 'Notch'})"
"frozenset({'P43250', 'Notch', 'Q96T76'})"
"frozenset({'Notch', 'P16144', 'O95631'})"
"frozenset({'P62714', 'Q8IVT5', 'Notch'})"
"frozenset({'Q63HR2', 'Notch', 'P46939'})"
"frozenset({'P30048', 'P02751', 'Notch'})"
"frozenset({'O75643', 'P19320', 'Notch'})"
"frozenset({'P06756', 'P16144', 'Notch'})"
"frozenset({'O43808', 'Notch', 'P04899'})"
"frozenset({'Q9Y5Y6', 'Notch', 'P25054'})"
"frozenset({'Q9H0S4', 'Q8NA72', 'Notch'})"
"frozenset({'Notch', 'Q9Y2V7', 'Q9H9E3'})"
"frozenset({'Notch', 'O60934', 'P35226'})"
"frozenset({'Q15070', 'Notch', 'Q14197'})"
"frozenset({'Q9P2P5', 'Q9HCJ5', 'Notch'})"
"frozenset({'Notch', 'P12955', 'Q9C0B1'})"
"frozenset({'P47898', 'P63092', 'Notch'})"
"frozenset({'Q15276', 'Notch', 'Q56NI9'})"
"frozenset({'Q7Z3S9', 'Notch', 'Q99572'})"
"frozenset({'P18031', 'Notch', 'P13501'})"
"frozenset({'Notch', 'Q99523', 'Q9UHR4'})"
"frozenset({'Q16778', 'Q9BTM1', 'Notch'})"
"frozenset({'Q9ULK4', 'Notch', 'Q13503'})"
"frozenset({'Notch', 'P62906', 'P05388'})"
"frozenset({'Q9NYB9', 'Notch', 'Q9HCE1'})"
"frozenset({'P0DMV9', 'Notch', 'Q9UQ80'})"
"frozenset({'P01375', 'Notch', 'P63244'})"
"frozenset({'Q9H944', 'Notch', 'P02768'})"
"frozenset({'Notch', 'Q6NYC1', 'O60518'})"
"frozenset({'Q9BUE0', 'Q99814', 'Notch'})"
"frozenset({'Q96QK1', 'Notch', 'P30480'})"
"frozenset({'Q9Y3D6', 'Notch', 'P51659'})"
"frozenset({'Notch', 'Q96GM5', 'Q99689'})"
"frozenset({'Q6PL18', 'Notch', 'P18146'})"
"frozenset({'O95500', 'Notch', 'P56746'})"
"frozenset({'Q9H267', 'Q96QK1', 'Notch'})"
"frozenset({'Notch', 'Q9H2X3', 'Q9NNX6'})"
"frozenset({'Q92731', 'Notch', 'O75448'})"
"frozenset({'P0DMV9', 'Notch', 'P08473'})"
"frozenset({'Notch', 'Q13627', 'Q13114'})"
"frozenset({'Q01970', 'Notch', 'P10721'})"
"frozenset({'O00505', 'Notch', 'P02792'})"
"frozenset({'P61011', 'Notch', 'Q9Y3B4'})"
"frozenset({'O15173', 'Q6NUS6', 'Notch'})"
"frozenset({'Q15072', 'P18146', 'Notch'})"
"frozenset({'P26927', 'Notch', 'Q9H4B6'})"
"frozenset({'Notch', 'P12956', 'O00267'})"
"frozenset({'Q6L8H1', 'Q5T7P3', 'Notch'})"
"frozenset({'Notch', 'Q9NRR5', 'Q9Y5P3'})"
"frozenset({'P43630', 'Notch', 'P30443'})"
"frozenset({'Notch', 'Q15233', 'A0JLT2'})"
"frozenset({'P61964', 'Notch', 'P16220'})"
"frozenset({'P55075', 'Notch', 'P16234'})"
"frozenset({'Q9P013', 'Notch', 'P05412'})"
"frozenset({'P49915', 'Notch', 'Q9NRD1'})"
"frozenset({'Q7Z401', 'Q8WXF0', 'Notch'})"
"frozenset({'P46531', 'Notch', 'Q14839'})"
"frozenset({'Q9H307', 'Q9Y375', 'Notch'})"
"frozenset({'P32242', 'Notch', 'Q9BYR5'})"
"frozenset({'Q6P1K2', 'Notch', 'P36873'})"
"frozenset({'Q04206', 'Notch', 'P68133'})"
"frozenset({'A8MQ03', 'Notch', 'O75716'})"
"frozenset({'Notch', 'Q9BX68', 'P05067'})"
"frozenset({'Q02363', 'Notch', 'P07437'})"
"frozenset({'Q96ST3', 'Notch', 'Q96QT6'})"
"frozenset({'P86791', 'Notch', 'P05067'})"
"frozenset({'Notch', 'Q9GZL7', 'Q86VN1'})"
"frozenset({'Q8TD31', 'Notch', 'Q86Y13'})"
"frozenset({'Q8IV08', 'Notch', 'P04629'})"
"frozenset({'Q8N5Z0', 'P49792', 'Notch'})"
"frozenset({'Notch', 'Q5QGZ9', 'Q9P2W9'})"
"frozenset({'Notch', 'P26651', 'P36543'})"
"frozenset({'P55327', 'Notch', 'P17612'})"
"frozenset({'P0C862', 'Q03001', 'Notch'})"
"frozenset({'Notch', 'P62330', 'Q96S97'})"
"frozenset({'P63279', 'Notch', 'Q9H165'})"
"frozenset({'Notch', 'P08123', 'P02452'})"
"frozenset({'Notch', 'Q9NVI7', 'Q96B97'})"
"frozenset({'Notch', 'P05386', 'P46459'})"
"frozenset({'P13647', 'Notch', 'Q93034'})"
"frozenset({'Notch', 'P34932', 'Q9H0K1'})"
"frozenset({'P54727', 'Notch', 'P23508'})"
"frozenset({'P61218', 'Notch', 'Q9Y2E8'})"
"frozenset({'Q86Y82', 'Notch', 'Q86UW9'})"
"frozenset({'P05387', 'Notch', 'P04637'})"
"frozenset({'P62993', 'Notch', 'Q13618'})"
"frozenset({'Notch', 'Q14393', 'Q13501'})"
"frozenset({'Q01844', 'Notch', 'Q9BXP5'})"
"frozenset({'Notch', 'Q00341', 'Q9NWT6'})"
"frozenset({'P20020', 'P27824', 'Notch'})"
"frozenset({'P53621', 'P43243', 'Notch'})"
"frozenset({'P13647', 'O75364', 'Notch'})"
"frozenset({'P49841', 'Notch', 'Q13469'})"
"frozenset({'Q9UHV9', 'Notch', 'Q96DI7'})"
"frozenset({'Q9BU61', 'Notch', 'O96000'})"
"frozenset({'Q9BW66', 'Q0VD86', 'Notch'})"
"frozenset({'O15335', 'Notch', 'Q8N129'})"
"frozenset({'O15131', 'Notch', 'P22087'})"
"frozenset({'Q14627', 'Notch', 'P01588'})"
"frozenset({'Notch', 'Q15714', 'P61619'})"
"frozenset({'P17612', 'Q8NGJ1', 'Notch'})"
"frozenset({'Q5S007', 'Notch', 'Q12769'})"
"frozenset({'Q16181', 'Notch', 'P53999'})"
"frozenset({'P68400', 'Q6UN15', 'Notch'})"
"frozenset({'P10415', 'P45984', 'Notch'})"
"frozenset({'Notch', 'P60369', 'Q5T5B0'})"
"frozenset({'Q15424', 'Notch', 'Q92804'})"
"frozenset({'Notch', 'Q01638', 'Q9Y4K3'})"
"frozenset({'Q9BXK1', 'Notch', 'Q7Z6Z7'})"
"frozenset({'Notch', 'P28482', 'P28562'})"
"frozenset({'Q13153', 'Notch', 'Q8N1N5'})"
"frozenset({'P63218', 'Notch', 'Q9BTV5'})"
"frozenset({'Notch', 'Q9UN86', 'Q13823'})"
"frozenset({'Q7Z6E9', 'Q8IZD2', 'Notch'})"
"frozenset({'O95801', 'Notch', 'Q8IWJ2'})"
"frozenset({'Q04864', 'Notch', 'P68106'})"
"frozenset({'P68400', 'Notch', 'P23511'})"
"frozenset({'P79522', 'Q2TAC2', 'Notch'})"
"frozenset({'Q99075', 'P14780', 'Notch'})"
"frozenset({'O00425', 'Notch', 'Q1KMD3'})"
"frozenset({'Notch', 'P54219', 'P34741'})"
"frozenset({'Q9H0W5', 'Notch', 'Q14999'})"
"frozenset({'P15407', 'P23025', 'Notch'})"
"frozenset({'P24752', 'Notch', 'Q9UKE5'})"
"frozenset({'P62750', 'Notch', 'P46087'})"
"frozenset({'Notch', 'Q96K80', 'Q5SWW7'})"
"frozenset({'P40937', 'Notch', 'Q96B26'})"
"frozenset({'P14635', 'Notch', 'Q4G163'})"
"frozenset({'O94955', 'O14964', 'Notch'})"
"frozenset({'P46013', 'Notch', 'P27635'})"
"frozenset({'Notch', 'P35749', 'Q8WZ82'})"
"frozenset({'Q6WCQ1', 'Notch', 'P11142'})"
"frozenset({'Q16649', 'Notch', 'Q96BA8'})"
"frozenset({'P23497', 'Notch', 'O60934'})"
"frozenset({'Q2M3V2', 'Q13363', 'Notch'})"
"frozenset({'P49916', 'Notch', 'P06493'})"
"frozenset({'Q15596', 'Notch', 'Q9P0N5'})"
"frozenset({'O75947', 'P51451', 'Notch'})"
"frozenset({'P09874', 'Notch', 'P54652'})"
"frozenset({'Notch', 'P09497', 'Q96QS3'})"
"frozenset({'Notch', 'Q9Y224', 'Q7Z6Z7'})"
"frozenset({'Notch', 'Q38SD2', 'P68371'})"
"frozenset({'Q96D31', 'Notch', 'Q96BY9'})"
"frozenset({'P47775', 'Notch', 'P05067'})"
"frozenset({'Notch', 'P17041', 'Q8IYT8'})"
"frozenset({'Notch', 'Q09028', 'Q8TDI0'})"
"frozenset({'O75360', 'Notch', 'Q3LI66'})"
"frozenset({'Q14994', 'Notch', 'Q9ULK4'})"
"frozenset({'Q99569', 'Notch', 'O95835'})"
"frozenset({'P08865', 'Notch', 'P15880'})"
"frozenset({'O95600', 'Q8N3F8', 'Notch'})"
"frozenset({'Q12959', 'Notch', 'Q14160'})"
"frozenset({'Q9HCU4', 'Notch', 'P16333'})"
"frozenset({'Notch', 'Q13242', 'P05412'})"
"frozenset({'Q15796', 'O95295', 'Notch'})"
"frozenset({'P68400', 'Notch', 'P55042'})"
"frozenset({'Q9C0K7', 'Notch', 'Q9Y478'})"
"frozenset({'P49207', 'P12830', 'Notch'})"
"frozenset({'P30876', 'Notch', 'O75478'})"
"frozenset({'O15111', 'Notch', 'P84022'})"
"frozenset({'Notch', 'Q92665', 'Q8IY92'})"
"frozenset({'P29401', 'P54274', 'Notch'})"
"frozenset({'Notch', 'P00966', 'Q92598'})"
"frozenset({'P35228', 'Notch', 'Q7Z6Z7'})"
"frozenset({'Notch', 'Q9BX70', 'P52292'})"
"frozenset({'P04035', 'Notch', 'Q96T55'})"
"frozenset({'Notch', 'Q6ZN17', 'P09012'})"
"frozenset({'Q6DD88', 'Notch', 'Q5VYS8'})"
"frozenset({'Q13148', 'P23396', 'Notch'})"
"frozenset({'Q00688', 'Notch', 'P63167'})"
"frozenset({'Notch', 'Q6VMQ6', 'Q9H1H9'})"
"frozenset({'O14965', 'Notch', 'P41208'})"
"frozenset({'P0CE71', 'Q15554', 'Notch'})"
"frozenset({'Q96A56', 'Notch', 'Q9H2X6'})"
"frozenset({'P17275', 'Notch', 'P06748'})"
"frozenset({'Q13126', 'Notch', 'P22061'})"
"frozenset({'Q96RQ1', 'Notch', 'P13727'})"
"frozenset({'Q9H6T3', 'Q5S007', 'Notch'})"
"frozenset({'Q15118', 'P23467', 'Notch'})"
"frozenset({'P33992', 'Notch', 'Q9NR30'})"
"frozenset({'P08621', 'Notch', 'P17931'})"
"frozenset({'Q6DHV7', 'Notch', 'Q9HCE1'})"
"frozenset({'Q69YU3', 'Q9UQC2', 'Notch'})"
"frozenset({'P62937', 'P50238', 'Notch'})"
"frozenset({'Q99714', 'Notch', 'Q13616'})"
"frozenset({'Notch', 'Q96JH7', 'Q8TAT6'})"
"frozenset({'A6NM03', 'Notch', 'P49407'})"
"frozenset({'Notch', 'P60468', 'P04114'})"
"frozenset({'Notch', 'P52597', 'P04637'})"
"frozenset({'Q9UM11', 'Notch', 'Q92748'})"
"frozenset({'Q92905', 'Notch', 'P26641'})"
"frozenset({'Q86YS7', 'Notch', 'P28702'})"
"frozenset({'Q9UI14', 'Notch', 'Q17RD7'})"
"frozenset({'P35626', 'P34982', 'Notch'})"
"frozenset({'P78412', 'Q03989', 'Notch'})"
"frozenset({'Notch', 'Q13618', 'Q969G3'})"
"frozenset({'Q15042', 'Notch', 'Q14964'})"
"frozenset({'Q5HY98', 'Notch', 'Q5TD97'})"
"frozenset({'Notch', 'P60369', 'P62857'})"
"frozenset({'Notch', 'O15042', 'Q9UJV9'})"
"frozenset({'Notch', 'P05013', 'P78552'})"
"frozenset({'Q02543', 'Notch', 'P83881'})"
"frozenset({'Q96L08', 'Notch', 'O60437'})"
"frozenset({'Q00653', 'Notch', 'P23396'})"
"frozenset({'Notch', 'P36957', 'Q8WVM8'})"
"frozenset({'P26951', 'Notch', 'Q9UBE0'})"
"frozenset({'Q9BR76', 'Notch', 'O15160'})"
"frozenset({'Notch', 'O60869', 'Q13133'})"
"frozenset({'A6NEM1', 'Notch', 'Q63ZY3'})"
"frozenset({'P07900', 'Notch', 'Q7L3B6'})"
"frozenset({'P38484', 'P41235', 'Notch'})"
"frozenset({'Q99848', 'Notch', 'Q8IZU0'})"
"frozenset({'Notch', 'P10599', 'P13639'})"
"frozenset({'Q9Y5S9', 'Notch', 'Q6FI81'})"
"frozenset({'Notch', 'O15105', 'Q09472'})"
"frozenset({'O00571', 'Notch', 'Q13617'})"
"frozenset({'P42684', 'Notch', 'Q9H2G2'})"
"frozenset({'P51693', 'Notch', 'Q13765'})"
"frozenset({'Notch', 'O60930', 'Q15910'})"
"frozenset({'Q13838', 'Notch', 'Q05086'})"
"frozenset({'Notch', 'P05412', 'P60520'})"
"frozenset({'P51587', 'Q9BX63', 'Notch'})"
"frozenset({'Q06330', 'Notch', 'Q14587'})"
"frozenset({'P68363', 'Notch', 'Q5S007'})"
"frozenset({'Notch', 'Q96EZ8', 'Q8N6Y0'})"
"frozenset({'Notch', 'P52756', 'Q15696'})"
"frozenset({'P20823', 'Notch', 'P0DP24'})"
"frozenset({'Notch', 'Q9NZC7', 'Q6P2E9'})"
"frozenset({'O15085', 'Q92905', 'Notch'})"
"frozenset({'Q9NW38', 'Q9NPD8', 'Notch'})"
"frozenset({'P17612', 'Notch', 'B2RN74'})"
"frozenset({'Notch', 'P40855', 'Q8WVJ2'})"
"frozenset({'Q15717', 'Q9H3S5', 'Notch'})"
"frozenset({'Q8TCX1', 'Notch', 'Q96LA8'})"
"frozenset({'O95503', 'Notch', 'Q9Y6M1'})"
"frozenset({'Notch', 'Q86VP6', 'P62081'})"
"frozenset({'Q96SB4', 'Q9BUV0', 'Notch'})"
"frozenset({'P54289', 'P30559', 'Notch'})"
"frozenset({'Q13797', 'Notch', 'P49746'})"
"frozenset({'Notch', 'P48643', 'P35558'})"
"frozenset({'Q9Y618', 'Q07869', 'Notch'})"
"frozenset({'Q96J42', 'Notch', 'P51957'})"
"frozenset({'Notch', 'Q70CQ1', 'P41208'})"
"frozenset({'Q92922', 'Notch', 'Q9BYR7'})"
"frozenset({'Q8TDN6', 'P46777', 'Notch'})"
"frozenset({'Q9NRH3', 'Notch', 'Q06609'})"
"frozenset({'P14927', 'Q9UDW1', 'Notch'})"
"frozenset({'P42262', 'Q86TI2', 'Notch'})"
"frozenset({'Notch', 'Q9Y6X0', 'Q9HD64'})"
"frozenset({'Q14145', 'Notch', 'Q9UKX7'})"
"frozenset({'P43034', 'P17655', 'Notch'})"
"frozenset({'Notch', 'Q9ULM2', 'Q8NHQ1'})"
"frozenset({'Q86YP4', 'Notch', 'Q92769'})"
"frozenset({'Notch', 'Q07889', 'P01100'})"
"frozenset({'Notch', 'Q86VP6', 'Q16769'})"
"frozenset({'O75347', 'O60232', 'Notch'})"
"frozenset({'Notch', 'Q12904', 'P04629'})"
"frozenset({'Notch', 'P55769', 'O76021'})"
"frozenset({'Notch', 'Q8WVK2', 'Q96FW1'})"
"frozenset({'O00560', 'Notch', 'Q99999'})"
"frozenset({'Notch', 'Q9NRC8', 'P12270'})"
"frozenset({'O15111', 'Notch', 'Q9Y618'})"
"frozenset({'Notch', 'Q9NQW6', 'P19105'})"
"frozenset({'P17066', 'Notch', 'P25685'})"
"frozenset({'P98170', 'Notch', 'P78371'})"
"frozenset({'O00257', 'Q99614', 'Notch'})"
"frozenset({'Q9ULV4', 'Notch', 'P51003'})"
"frozenset({'Q5HYN5', 'P35268', 'Notch'})"
"frozenset({'Notch', 'P46092', 'P78556'})"
"frozenset({'O95990', 'P08670', 'Notch'})"
"frozenset({'P35579', 'Notch', 'Q14152'})"
"frozenset({'P00533', 'Notch', 'Q9NXR7'})"
"frozenset({'Notch', 'Q16555', 'Q14432'})"
"frozenset({'Q13155', 'Notch', 'Q6FI81'})"
"frozenset({'Notch', 'Q15834', 'Q5VWN6'})"
"frozenset({'Notch', 'Q15691', 'P06241'})"
"frozenset({'P10398', 'Notch', 'Q96QF0'})"
"frozenset({'Q9Y383', 'Notch', 'Q9Y3X0'})"
"frozenset({'Q9BZZ5', 'Q9H4M9', 'Notch'})"
"frozenset({'P10275', 'Notch', 'Q9UGU0'})"
"frozenset({'P62993', 'Notch', 'P25208'})"
"frozenset({'Q9Y4C0', 'Notch', 'Q9NZ94'})"
"frozenset({'Q01668', 'Q13554', 'Notch'})"
