#tail	head	KSP index	path cost
P04626	P42224	1	7.50000e-01
P04626	P40763	2	7.50000e-01
P40189	P40763	3	7.50000e-01
P40189	P42224	4	7.50000e-01
P04626	P01106	5	5.62500e-01
P01106	P17676	5	5.62500e-01
P01106	Q04206	6	5.62500e-01
P01106	Q09472	7	5.62500e-01
P04626	P35222	8	5.62500e-01
P35222	P01100	8	5.62500e-01
P04626	O00329	9	5.62500e-01
O00329	P40763	9	5.62500e-01
P04626	O00459	10	5.62500e-01
O00459	P40763	10	5.62500e-01
P04626	O15524	11	5.62500e-01
O15524	P40763	11	5.62500e-01
O15524	P42224	12	5.62500e-01
O15524	P51692	13	5.62500e-01
O15524	Q04206	14	5.62500e-01
P04626	O60674	15	5.62500e-01
O60674	P40763	15	5.62500e-01
O60674	P42224	16	5.62500e-01
O60674	P51692	17	5.62500e-01
P04626	P00533	18	5.62500e-01
P00533	P40763	18	5.62500e-01
P00533	P42224	19	5.62500e-01
P00533	P51692	20	5.62500e-01
P23458	P40763	21	5.62500e-01
P04626	P23458	21	5.62500e-01
P23458	P42224	22	5.62500e-01
P23458	P51692	23	5.62500e-01
P27986	P40763	24	5.62500e-01
P04626	P27986	24	5.62500e-01
P35222	Q09472	25	5.62500e-01
P04626	P42336	26	5.62500e-01
P42336	P40763	26	5.62500e-01
P04626	P42338	27	5.62500e-01
P42338	P40763	27	5.62500e-01
P04626	P48357	28	5.62500e-01
P48357	P40763	28	5.62500e-01
P04626	P48736	29	5.62500e-01
P48736	P40763	29	5.62500e-01
P04626	P00519	30	5.62500e-01
P00519	P51692	30	5.62500e-01
P00519	Q09472	31	5.62500e-01
P04626	P46108	32	5.62500e-01
P46108	P51692	32	5.62500e-01
P04626	P46109	33	5.62500e-01
P46109	P51692	33	5.62500e-01
P04626	Q06124	34	5.62500e-01
Q06124	P40763	34	5.62500e-01
Q06124	P51692	35	5.62500e-01
Q13882	P51692	36	5.62500e-01
P04626	Q13882	36	5.62500e-01
P04626	Q15303	37	5.62500e-01
Q15303	P51692	37	5.62500e-01
P04626	Q16665	38	5.62500e-01
Q16665	Q09472	38	5.62500e-01
P04626	Q92569	39	5.62500e-01
Q92569	P40763	39	5.62500e-01
P04626	Q9NSE2	40	5.62500e-01
Q9NSE2	P40763	40	5.62500e-01
Q9NSE2	P42224	41	5.62500e-01
Q9NSE2	P51692	42	5.62500e-01
P21860	P01106	43	5.62500e-01
P21860	P35222	46	5.62500e-01
P21860	O00459	47	5.62500e-01
P21860	O60674	48	5.62500e-01
P12931	P40763	51	5.62500e-01
P21860	P12931	51	5.62500e-01
P12931	P42224	52	5.62500e-01
P21860	P27986	53	5.62500e-01
P21860	P42336	55	5.62500e-01
P21860	P00519	56	5.62500e-01
P21860	P46108	58	5.62500e-01
P21860	P46109	59	5.62500e-01
P52333	P40763	60	5.62500e-01
P21860	P52333	60	5.62500e-01
P52333	P42224	61	5.62500e-01
P52333	P51692	62	5.62500e-01
P21860	Q13882	63	5.62500e-01
P21860	Q15303	64	5.62500e-01
P21860	Q16665	65	5.62500e-01
P21860	Q92569	66	5.62500e-01
P40189	O60674	67	5.62500e-01
P40189	P06241	70	5.62500e-01
P06241	P40763	70	5.62500e-01
P08887	P40763	71	5.62500e-01
P40189	P08887	71	5.62500e-01
P10275	P40763	72	5.62500e-01
