negatives
"('P54819', 'P01243')"
"('Q9NYJ8', 'O75376')"
"('P38398', 'P52292')"
"('P16298', 'Q9UJX3')"
"('Q9NW08', 'Q9Y535')"
"('Q02363', 'Q9NQB0')"
"('P05161', 'O95786')"
"('P12643', 'Q13873')"
"('O14735', 'P20333')"
"('Q13523', 'A0JLT2')"
"('O14678', 'O43261')"
"('Q96P50', 'Q8TBE7')"
"('P52945', 'P40424')"
"('P01308', 'O00459')"
"('P34947', 'P25116')"
"('O43294', 'Q9H422')"
"('P12109', 'P18084')"
"('P54253', 'Q8IWR1')"
"('Q12962', 'Q86TJ2')"
"('Q9BQG0', 'Q99558')"
"('P46531', 'P62987')"
"('Q7Z6Z7', 'P42771')"
"('P22681', 'P31785')"
"('O60383', 'P13385')"
"('Q9UKC9', 'Q02388')"
"('Q9NR12', 'Q15365')"
"('P61289', 'Q13200')"
"('Q9BRR9', 'Q92730')"
"('Q14164', 'Q99460')"
"('574493', 'P15692')"
"('Q9UN86', 'P25963')"
"('O00501', 'O95471')"
"('Q15428', 'Q13435')"
"('P15822', 'Q92979')"
"('P02461', 'P23229')"
"('Q96LR5', 'P35227')"
"('Q00005', 'P52907')"
"('Q9UHI7', 'P27986')"
"('P16333', 'Q9HCU4')"
"('Q99759', 'Q13546')"
"('Q9NPP4', 'Q96P20')"
"('Q8N1F7', 'Q99459')"
"('Q9UKV0', 'Q99880')"
"('Q9Y297', 'Q15398')"
"('Q13404', 'Q8N5U6')"
"('P36406', 'Q96HA1')"
"('O15519', 'Q9UER7')"
"('Q96JQ0', 'P32121')"
"('P35080', 'P62736')"
"('Q13315', 'Q9BSD3')"
"('P52294', 'Q9UJU2')"
"('P19388', 'Q13573')"
"('Q13007', 'Q969J5')"
"('P42773', 'Q9GZT6')"
"('O76081', 'P55157')"
"('Q13200', 'P35998')"
"('Q12809', 'Q6P1J9')"
"('P10275', 'Q9UBK9')"
"('O43524', 'P41182')"
"('P35568', 'Q13882')"
"('Q99418', 'P36406')"
"('P31943', 'P55795')"
"('O75251', 'O00483')"
"('Q14161', 'Q12802')"
"('P22694', 'P62834')"
"('P08107', 'Q9Y6K9')"
"('O95786', 'Q14653')"
"('Q8TD16', 'P53350')"
"('Q9H4E5', 'O96013')"
"('P62495', 'Q8IYD1')"
"('O95402', 'P42166')"
"('Q16659', 'P01229')"
"('P63211', 'Q92806')"
"('Q13485', 'Q9NQB0')"
"('O43513', 'O14964')"
"('Q8IU54', 'Q9HBE5')"
"('Q9NZN5', 'P08134')"
"('O60603', 'Q8IWL2')"
"('Q12905', 'P33992')"
"('P19022', 'Q16620')"
"('Q16778', 'Q96DB2')"
"('P08700', 'P38484')"
"('P42285', 'Q99624')"
"('P14778', 'Q9Y4K3')"
"('Q96EV8', 'P19174')"
"('P51817', 'Q9UF02')"
"('Q99459', 'P61163')"
"('Q99460', 'Q9UMX0')"
"('Q15287', 'Q9UBC1')"
"('Q9NYL2', 'P61981')"
"('Q12933', 'Q96GX9')"
"('P23246', 'Q04206')"
"('Q12913', 'P19022')"
"('407055', 'P08069')"
"('P01106', 'O94921')"
"('P03372', 'Q13485')"
"('Q9NZT1', 'P11216')"
"('P01241', 'P30084')"
"('O43918', 'P13010')"
"('Q04637', 'P63104')"
"('Q9NXS2', 'Q9H9G7')"
"('P25208', 'Q99618')"
"('P22087', 'P19338')"
"('406947', 'O00622')"
"('Q14134', 'P08670')"
"('Q96EZ8', 'Q9BQD3')"
"('Q00005', 'Q9BXT2')"
"('Q9H0H5', 'Q07890')"
"('Q9BRP4', 'O00232')"
"('P51693', 'Q9UGL9')"
"('Q8NBZ0', 'O96019')"
"('P38936', 'P47897')"
"('P63104', 'P52294')"
"('P45984', 'Q8NER1')"
"('Q14194', 'Q6P1K2')"
"('P06493', 'P98082')"
"('Q9H0W7', 'Q05209')"
"('O95294', 'P01111')"
"('O75150', 'P33778')"
"('Q12873', 'O00444')"
"('P19438', 'Q15311')"
"('Q05209', 'P04629')"
"('P53778', 'Q13541')"
"('Q14974', 'P63104')"
"('P16619', 'P51681')"
"('P45880', 'Q9H0C2')"
"('Q9NRX3', 'Q9Y383')"
"('Q9NYJ8', 'P38646')"
"('P06576', 'Q14197')"
"('O15379', 'P48643')"
"('Q7L590', 'Q9UJX2')"
"('P55209', 'P30480')"
"('Q9NTZ6', 'O95400')"
"('P22090', 'P62841')"
"('Q8NHG7', 'Q9UNZ2')"
"('Q9Y5X1', 'Q05193')"
"('Q38SD2', 'P11274')"
"('P18146', 'Q02094')"
"('P41236', 'P36873')"
"('Q5T3J3', 'P42773')"
"('Q9Y4K3', 'P49810')"
"('Q8IZJ0', 'Q14626')"
"('P01106', 'Q96HQ2')"
"('P35226', 'P18146')"
"('P08123', 'P08253')"
"('P07355', 'Q9Y6R4')"
"('Q9HAU4', 'P20929')"
"('Q8NEV4', 'O75891')"
"('Q15464', 'P31785')"
"('P33176', 'P48058')"
"('O76061', 'Q12972')"
"('O15198', 'A4FU01')"
"('P0CG47', 'Q99741')"
"('Q99700', 'P35609')"
"('P80370', 'P28799')"
"('Q6P2C8', 'Q15648')"
"('P63000', 'Q9BST9')"
"('P49674', 'Q16526')"
"('P08047', 'P62195')"
"('Q9UNN5', 'P13805')"
"('Q9Y2I6', 'O15015')"
"('P20700', 'O94817')"
"('P08631', 'P12314')"
"('Q16890', 'Q13547')"
"('Q29RF7', 'Q14683')"
"('Q16659', 'P35568')"
"('Q9BRR9', 'Q9UM73')"
"('P07766', 'Q14790')"
"('P09496', 'Q9NZN4')"
"('Q86YV9', 'Q6DKK2')"
"('O75400', 'Q6P2Q9')"
"('P12236', 'P21796')"
"('Q9Y566', 'Q9BYB0')"
"('494327', 'O75896')"
"('P17252', 'P08754')"
"('P29590', 'P45973')"
"('O60739', 'P61160')"
"('Q00013', 'P24522')"
"('P07948', 'P27986')"
"('P22694', 'Q08462')"
"('Q9BZ29', 'Q9H4E5')"
"('P63261', 'Q8TF72')"
"('P24941', 'P00505')"
"('P0CG48', 'P06239')"
"('P62277', 'Q53EL6')"
"('P61073', 'P05412')"
"('P04637', 'P06748')"
"('Q6STE5', 'Q9P2D1')"
"('Q8TEW0', 'P31947')"
"('P10747', 'P42336')"
"('Q9P2W3', 'O43306')"
"('Q8IY92', 'Q9NYB0')"
"('P16220', 'P19883')"
"('O00459', 'P0CG47')"
"('Q9UHR5', 'Q9BQA1')"
"('P62899', 'P62829')"
"('P24522', 'Q8TAE8')"
"('Q6P996', 'O75365')"
"('Q9UKV8', 'P07814')"
"('O95486', 'Q9NQW1')"
"('Q9H788', 'O76096')"
"('Q9UQ07', 'P16333')"
"('Q9H9J2', 'P21246')"
"('Q96B97', 'Q8WWN8')"
"('Q7Z6J6', 'O60716')"
"('P56537', 'P55786')"
"('Q96QV6', 'Q92769')"
"('Q13976', 'Q01814')"
"('P33765', 'P08754')"
"('Q8TDY2', 'P04637')"
"('P08865', 'P46782')"
"('P62993', 'P61247')"
"('Q04724', 'Q13761')"
"('Q9H8W4', 'O14978')"
"('O60260', 'O60671')"
"('Q9UIS9', 'Q6VMQ6')"
"('Q7Z6B7', 'Q9HBH0')"
"('Q96PU8', 'Q15366')"
"('P16220', 'Q7Z419')"
"('Q13526', 'Q8IY92')"
"('Q9NPC1', 'P29992')"
"('P21359', 'P14316')"
"('P62854', 'P62249')"
"('Q8IY92', 'P82912')"
"('Q92835', 'P31994')"
"('P62140', 'O95685')"
"('P16871', 'Q3ZCW2')"
"('Q9HBE4', 'P16471')"
"('O75385', 'O75143')"
"('Q96QV6', 'P58876')"
"('P48454', 'Q9UJX3')"
"('P51532', 'Q13315')"
"('P27361', 'P01375')"
"('O15264', 'Q92734')"
"('O43390', 'P52272')"
"('Q9Y4K3', 'P98170')"
"('P41218', 'Q9BXL5')"
"('Q96KQ4', 'P54259')"
"('Q04864', 'Q9NPF7')"
"('P62753', 'P08238')"
"('P62495', 'Q96Q15')"
"('Q9P2H0', 'Q9NPI1')"
"('Q15843', 'P46777')"
"('P04637', 'P00491')"
"('Q03014', 'P06730')"
"('Q15047', 'Q14451')"
"('P61266', 'O00161')"
"('Q9UBN6', 'O75083')"
"('Q96JH8', 'Q9GZS1')"
"('P67775', 'O15169')"
"('Q9C040', 'Q9Y2X8')"
"('Q9UKB1', 'P19438')"
"('P21964', 'P23508')"
"('Q01094', 'P20226')"
"('P30460', 'P61769')"
"('P46108', 'P21860')"
"('P61254', 'Q9NX58')"
"('P07384', 'Q9GZM7')"
"('P31749', 'Q12778')"
"('Q9HC77', 'P18627')"
"('P35555', 'P98160')"
"('P51116', 'Q8TE12')"
"('P01241', 'P29692')"
"('P18146', 'O75298')"
"('P39019', 'P08708')"
"('P21333', 'P49407')"
"('P17948', 'P62993')"
"('Q9Y3Q8', 'Q9UJX2')"
"('P49366', 'P63241')"
"('Q12899', 'P35680')"
"('Q86VH2', 'Q2M1P5')"
"('Q96N67', 'Q92730')"
"('P52333', 'P17181')"
"('Q16539', 'Q16512')"
"('Q15173', 'P30153')"
"('Q68DC2', 'Q96CW1')"
"('P21741', 'P22735')"
"('P51690', 'Q07912')"
"('P0CG48', 'Q15025')"
"('Q99961', 'Q92599')"
"('Q86TJ2', 'Q16514')"
"('P21675', 'Q8WUM0')"
"('O60925', 'P60709')"
"('Q14197', 'P00403')"
"('Q06455', 'Q01804')"
"('Q9UKG1', 'Q12933')"
"('P39023', 'P18124')"
"('Q9UNA1', 'Q9H4E5')"
"('P30519', 'Q15047')"
"('P10275', 'P18146')"
"('Q9Y5M8', 'Q99608')"
"('Q9NR21', 'Q969Y2')"
"('P49674', 'Q9H4H8')"
"('P34947', 'P32246')"
"('Q15111', 'P47869')"
"('Q9H936', 'Q9HCK5')"
"('P51668', 'Q96EQ8')"
"('Q9HAV0', 'Q96PN6')"
"('Q8WYH8', 'P08670')"
"('O95741', 'P38936')"
"('Q96GD3', 'P0CAP1')"
"('P83881', 'Q9NX58')"
"('Q6IB77', 'P21246')"
"('P21860', 'P52333')"
"('O43390', 'Q13151')"
"('P62993', 'P48634')"
"('P83881', 'P49207')"
"('P35626', 'Q8NH94')"
"('P10606', 'P11171')"
"('Q8WUI4', 'P06400')"
"('Q08945', 'Q93079')"
"('Q92835', 'O60496')"
"('P16144', 'P51636')"
"('Q15759', 'P27361')"
"('Q92759', 'P10275')"
"('P54259', 'P48634')"
"('P01106', 'P36776')"
"('P30154', 'Q13573')"
"('P36941', 'Q13349')"
"('P02675', 'Q14451')"
"('P04406', 'P63104')"
"('P07942', 'Q9UKX5')"
"('Q9BX70', 'P51681')"
"('Q15047', 'O75569')"
"('O43809', 'Q13595')"
"('Q13315', 'Q9UJ04')"
"('Q9UQP3', 'P26006')"
"('Q92993', 'P10275')"
"('Q5T3J3', 'Q9H5J8')"
"('P49207', 'P42766')"
"('Q13233', 'P48643')"
"('P10827', 'Q9Y6Q9')"
"('Q9NRR4', 'Q96KM6')"
"('Q14240', 'Q9BZ23')"
"('Q15262', 'P10912')"
"('P49459', 'Q6PD62')"
"('Q96EH3', 'Q15819')"
"('P42858', 'Q15119')"
"('Q86VN1', 'P62979')"
"('O95897', 'P41567')"
"('Q07889', 'P48736')"
"('Q13239', 'P09619')"
"('Q99558', 'P46783')"
"('Q12874', 'Q9UHX1')"
"('Q02447', 'P49842')"
"('O14745', 'P07550')"
"('P01871', 'P02647')"
"('P01241', 'Q02413')"
"('P26010', 'Q9Y4G6')"
"('P62269', 'P62249')"
"('Q9Y6Q9', 'Q04206')"
"('P30533', 'O15355')"
"('P22061', 'Q9H1Y0')"
"('P01588', 'P17181')"
"('O43707', 'P06756')"
"('Q16254', 'P11586')"
"('Q15714', 'P46379')"
"('Q63HR2', 'P26010')"
"('P13569', 'Q9HBW0')"
"('P05388', 'Q9UKV8')"
"('Q9H8T0', 'Q12789')"
"('P42574', 'Q14457')"
"('Q92530', 'Q96C03')"
"('Q96B18', 'P49674')"
"('Q08AM6', 'Q92562')"
"('Q9UPQ4', 'P62837')"
"('O14576', 'Q9H6R7')"
"('Q9NZ52', 'Q99816')"
"('Q9UJX4', 'P30260')"
"('P61966', 'Q14164')"
"('O95848', 'Q9Y6X8')"
"('P02775', 'Q9NWF9')"
"('Q8NDP4', 'Q99750')"
"('P62987', 'Q9UNE7')"
"('Q96EB6', 'P67870')"
"('P19876', 'P51677')"
"('P08708', 'P46781')"
"('Q96RJ3', 'O43734')"
"('Q9BT76', 'Q14790')"
"('P01889', 'P31150')"
"('O60869', 'P62158')"
"('P10275', 'P16220')"
"('O75486', 'Q9HBM6')"
"('Q13255', 'Q5JWF2')"
"('Q9UKV8', 'Q7L2E3')"
"('Q16539', 'Q9NQU5')"
"('P53350', 'P68366')"
"('Q5SR56', 'Q01780')"
"('Q9H981', 'Q8NBZ0')"
"('O14656', 'Q8NFQ8')"
"('P62158', 'Q9UHD2')"
"('Q6EEV6', 'P0DJD1')"
"('Q9BSJ2', 'P49642')"
"('P46108', 'Q9UN75')"
"('Q9BQG0', 'Q9NX58')"
"('P63096', 'Q01970')"
"('Q13315', 'Q96J87')"
"('Q6B8I1', 'Q15834')"
"('P09693', 'Q99759')"
"('P51148', 'Q8NEB9')"
"('Q9NXU5', 'Q9BWH2')"
"('P54619', 'P14672')"
"('Q15744', 'Q9UBW7')"
"('P34931', 'O43353')"
"('Q8IYD8', 'Q13472')"
"('P04439', 'P43629')"
"('Q15397', 'Q86YV9')"
"('Q96PU8', 'P61978')"
"('O00220', 'P50591')"
"('P0CG13', 'Q13541')"
"('P98170', 'P36897')"
"('P38432', 'Q9ULV0')"
"('P10242', 'P14316')"
"('Q92993', 'P62316')"
"('Q93008', 'Q15714')"
"('P16333', 'P20963')"
"('P0C5Y9', 'Q8N257')"
"('Q9H257', 'O43353')"
"('P61964', 'Q9NRF9')"
"('P27986', 'Q9UN42')"
"('P62753', 'P23396')"
"('Q96B02', 'Q6UWE0')"
"('P35052', 'P13385')"
"('O43318', 'P98170')"
"('P49768', 'P35221')"
"('P35579', 'P19105')"
"('Q9UJM3', 'P22681')"
"('P67870', 'P16278')"
"('P62906', 'P62987')"
"('P35968', 'P62993')"
"('P24394', 'Q92835')"
"('P61254', 'O43390')"
"('Q8NEM7', 'Q96BN2')"
"('Q92747', 'P60709')"
"('O00273', 'Q16611')"
"('Q99816', 'Q13561')"
"('Q13547', 'Q8TAQ2')"
"('O00591', 'Q9H0R8')"
"('Q9NR50', 'P00533')"
"('Q15008', 'Q99436')"
"('P14317', 'P60709')"
"('Q9P0W0', 'Q14626')"
"('Q92918', 'O95433')"
"('P55036', 'P35998')"
"('P60709', 'P15311')"
"('P17252', 'Q9UP65')"
"('Q9P2K6', 'Q9NRR5')"
"('P23229', 'P53708')"
"('P55196', 'Q9NQS3')"
"('Q9UJS0', 'Q9BQ83')"
"('Q2M3G4', 'P60709')"
"('O60566', 'Q9UJX3')"
"('P18206', 'O15375')"
"('P51654', 'P56705')"
"('P16144', 'P27348')"
"('P25054', 'P52594')"
"('Q13237', 'Q13698')"
"('P56539', 'P00533')"
"('Q92769', 'Q12873')"
"('Q16663', 'P51679')"
"('O43150', 'Q9UPZ6')"
"('P01563', 'Q13651')"
"('Q8IXK0', 'O00257')"
"('P26196', 'Q99459')"
"('P62993', 'Q13905')"
"('Q92731', 'P05412')"
"('Q9Y6H1', 'O00471')"
"('P01106', 'Q9Y6X0')"
"('Q92734', 'Q9NXU5')"
"('P51636', 'P00533')"
"('Q969E8', 'P62854')"
"('P24941', 'O43463')"
"('Q15836', 'Q15027')"
"('P51116', 'P49247')"
"('Q16821', 'O95685')"
"('O14964', 'Q99698')"
"('Q9BXH1', 'P18146')"
"('Q9BXH1', 'P02768')"
"('P17900', 'P06865')"
"('Q9UM47', 'Q13573')"
"('P08107', 'P46379')"
"('P13569', 'P11274')"
"('P22681', 'Q9UHF4')"
"('Q99683', 'P63104')"
"('P02766', 'Q9P2H0')"
"('P53680', 'P62316')"
"('O43187', 'Q9BYJ9')"
"('P04183', 'P51693')"
"('Q13177', 'O60504')"
"('Q99558', 'Q01780')"
"('P61586', 'P63261')"
"('P15880', 'P20073')"
"('Q96PU4', 'Q9Y2X8')"
"('Q86Y56', 'P62330')"
"('Q13535', 'Q00839')"
"('Q6P1J9', 'Q8NHQ1')"
"('Q9Y4H2', 'Q8WYR1')"
"('P27986', 'P08134')"
"('Q8NH87', 'P38405')"
"('P09471', 'O43566')"
"('P04150', 'Q15596')"
"('Q13501', 'Q13546')"
"('P22694', 'P62879')"
"('Q9NZM3', 'Q96KG7')"
"('P22087', 'Q9NX58')"
"('O00626', 'P32302')"
"('P49716', 'P17483')"
"('P18031', 'P19235')"
"('Q9BZW7', 'P07437')"
"('O00221', 'P55072')"
"('P63173', 'P62424')"
"('P16333', 'Q9Y4K4')"
"('Q9Y243', 'O00221')"
"('P01563', 'P40238')"
"('Q13751', 'P56199')"
"('Q96RU7', 'P15336')"
"('Q9H0H5', 'P52198')"
"('Q13535', 'Q8N680')"
"('O15264', 'P12277')"
"('Q9NQC7', 'Q9BWF2')"
"('Q15796', 'P30626')"
"('Q6ZP82', 'Q9NRI5')"
"('Q92956', 'Q99873')"
"('Q13952', 'P53350')"
"('P01303', 'P28221')"
"('P27361', 'O75676')"
"('Q8TEX9', 'Q9HAW0')"
"('Q9BV73', 'P63104')"
"('P63172', 'P06241')"
"('P62330', 'P32121')"
"('O43147', 'Q9HCC8')"
"('P49810', 'Q9Y2W7')"
"('Q9UIM3', 'Q13432')"
"('P19878', 'P60953')"
"('Q6UWE0', 'Q9Y4K3')"
"('Q8NHW4', 'P51686')"
"('O95299', 'P03897')"
"('P01106', 'O43819')"
"('P30153', 'P67775')"
"('Q9BQI3', 'P45985')"
"('P67775', 'P55072')"
"('Q02156', 'Q96A00')"
"('Q99558', 'Q9UNE7')"
"('O14920', 'Q14164')"
"('Q9UQQ2', 'P00533')"
"('P04156', 'Q9BRP8')"
"('P17947', 'Q99062')"
"('P54725', 'Q96S82')"
"('Q9BY84', 'O15264')"
"('P00505', 'P11142')"
"('P60900', 'P25789')"
"('O94826', 'Q7Z434')"
"('P05026', 'P00533')"
"('P56134', 'P01106')"
"('P60866', 'Q15843')"
"('Q9NWM8', 'P49841')"
"('P30480', 'P43487')"
"('P24522', 'P45985')"
"('O14770', 'Q13501')"
"('406956', 'P46527')"
"('Q9NQC3', 'Q8WXF7')"
"('Q9NWM3', 'Q9HAU4')"
"('P26006', 'Q9HBI0')"
"('P68400', 'P20042')"
"('P0CG48', 'Q9UNZ2')"
"('P01106', 'O75533')"
"('Q13007', 'Q99062')"
"('Q5RKV6', 'Q7L5N1')"
"('P01106', 'O00124')"
"('O00622', 'P01106')"
"('O95998', 'Q14116')"
"('P62829', 'P19438')"
"('Q9Y4K3', 'P04181')"
"('P63162', 'Q9P2D0')"
"('P47813', 'O75822')"
"('Q99878', 'P23527')"
"('Q96HP0', 'Q9H4E5')"
"('P78509', 'P23229')"
"('Q71UM5', 'Q9Y6K9')"
"('Q14790', 'P14316')"
"('Q9UBC3', 'P48552')"
"('P30085', 'Q9UKE5')"
"('P05771', 'P11234')"
"('P12111', 'P16070')"
"('P35609', 'Q13683')"
"('O95166', 'Q9NT62')"
"('P35916', 'Q8WYR1')"
"('P10276', 'P23769')"
"('O60610', 'O75554')"
"('P10643', 'P07358')"
"('Q92597', 'P51659')"
"('Q93062', 'P54259')"
"('P30939', 'P09471')"
"('Q9Y4K3', 'Q7L2H7')"
"('Q05516', 'P10276')"
"('Q9UM73', 'Q99683')"
"('P62714', 'P51617')"
"('P16885', 'Q16566')"
"('P30519', 'O15031')"
"('P40763', 'Q16666')"
"('P16144', 'P12814')"
"('O95319', 'P62993')"
"('O75369', 'P16144')"
"('Q15013', 'Q15645')"
"('Q15796', 'P01243')"
"('O95405', 'Q86X76')"
"('Q07812', 'P55211')"
"('P78527', 'P09874')"
"('Q14643', 'P06241')"
"('Q16236', 'P0CG48')"
"('P49746', 'P05556')"
"('Q13162', 'Q9UBN7')"
"('Q68E01', 'Q96AH0')"
"('Q96GD3', 'P50616')"
"('P21980', 'P08727')"
"('Q99832', 'P04083')"
"('O00459', 'P05023')"
"('Q12933', 'Q9NRR5')"
"('P01106', 'Q5JS13')"
"('Q96K30', 'Q06330')"
"('P63173', 'P43146')"
"('Q9UQK1', 'O14965')"
"('P49662', 'Q6UB35')"
"('Q15834', 'Q05D60')"
"('Q13322', 'Q9NRI5')"
"('Q09472', 'Q92985')"
"('Q17RW2', 'P13612')"
"('Q00610', 'O75674')"
"('Q13535', 'Q9NTI5')"
"('O00221', 'Q9Y297')"
"('343477', 'Q92597')"
"('O15111', 'P60709')"
"('Q96IP4', 'O95405')"
"('Q9C005', 'P06899')"
"('P38646', 'Q96EY1')"
"('O60814', 'Q16777')"
"('P56945', 'P06241')"
"('Q9HB96', 'Q14469')"
"('Q86UA6', 'Q14257')"
"('P09661', 'P49662')"
"('P17181', 'Q96CW1')"
"('Q9UM73', 'P23508')"
"('O15379', 'Q15759')"
"('Q8IZD9', 'P62993')"
"('P68104', 'Q92561')"
"('Q8TAE8', 'O75293')"
"('Q9BYG5', 'Q04917')"
"('P18146', 'Q9UJU2')"
"('Q93008', 'Q13233')"
"('P12956', 'A1L0T0')"
"('P00451', 'O60739')"
"('P03897', 'P03886')"
"('P01135', 'P14616')"
"('Q09472', 'P16104')"
"('P36873', 'Q70SY1')"
"('Q99832', 'P18754')"
"('P62899', 'P39023')"
"('Q92765', 'Q14332')"
"('P00338', 'P20823')"
"('Q9C005', 'O14686')"
"('P63279', 'O96006')"
"('Q8IYT8', 'Q8NEB9')"
"('O95750', 'P08069')"
"('P62330', 'P58107')"
"('Q8WV28', 'P21854')"
"('Q9Y566', 'Q86YM7')"
"('P62837', 'P14373')"
"('Q9Y580', 'Q14562')"
"('Q8NHZ8', 'Q9UJX3')"
"('Q9UHD0', 'Q06455')"
"('P21281', 'P08236')"
"('P61254', 'P18077')"
"('Q2TAY7', 'Q13620')"
"('P62269', 'P39019')"
"('P32455', 'Q00978')"
"('O75962', 'Q13867')"
"('Q8IZU3', 'P51587')"
"('P14866', 'O15519')"
"('P08100', 'P62873')"
"('P30542', 'O95402')"
"('P51572', 'P63104')"
"('P14678', 'P67870')"
"('P15018', 'P14784')"
"('P84077', 'P24390')"
"('P62491', 'Q9BXF6')"
"('O95983', 'Q9BTC8')"
"('Q14469', 'Q9NVI1')"
"('P68431', 'Q9Y468')"
"('Q13310', 'Q8IZH2')"
"('Q92783', 'P51116')"
"('O15085', 'Q96L33')"
"('Q16644', 'Q15910')"
"('P35227', 'P30279')"
"('P62993', 'Q16559')"
"('O43353', 'P29466')"
"('Q9H2H8', 'Q15365')"
"('P08514', 'O43707')"
"('P10145', 'P45452')"
"('Q9UKK6', 'Q9H4D5')"
"('Q9Y605', 'Q9Y4A5')"
"('Q9NTG7', 'Q16795')"
"('Q5VTR2', 'Q16531')"
"('O43683', 'Q10567')"
"('Q93077', 'Q5QNW6')"
"('Q13177', 'P35240')"
"('Q13315', 'Q15459')"
"('Q96B33', 'P56746')"
"('Q13315', 'P23025')"
"('Q13418', 'P22087')"
"('Q13451', 'Q04864')"
"('P05164', 'P21281')"
"('O60739', 'P25787')"
"('Q02548', 'P14921')"
"('P51617', 'Q8NG27')"
"('P41597', 'P51681')"
"('Q13485', 'Q16254')"
"('Q13557', 'Q9Y698')"
"('P19838', 'P05014')"
"('Q02878', 'P83731')"
"('Q9NYG5', 'O15162')"
"('P68431', 'Q9UJW3')"
"('P24752', 'P01889')"
"('P05771', 'Q96B18')"
"('Q9BUP0', 'P30457')"
"('Q8WUM4', 'P30480')"
"('O15085', 'P16333')"
"('Q96B02', 'Q86YT6')"
"('P08107', 'P12830')"
"('P53350', 'Q7L5D6')"
"('P11388', 'P68400')"
"('Q3B7T1', 'Q9H7E9')"
"('P06241', 'Q8IWN7')"
"('Q9Y5K6', 'O15131')"
"('P18077', 'P50914')"
"('P12277', 'Q15750')"
"('Q12789', 'P49674')"
"('P48357', 'P51460')"
"('P63000', 'P61586')"
"('Q13797', 'Q99759')"
"('P21246', 'Q13332')"
"('Q96JC9', 'Q9Y265')"
"('Q13535', 'Q92793')"
"('Q9HCE7', 'P62987')"
"('Q68CZ2', 'P04626')"
"('P49642', 'Q14204')"
"('P02768', 'Q9GZM6')"
"('Q09472', 'P01570')"
"('Q09028', 'P49450')"
"('P46779', 'P51668')"
"('Q12983', 'Q92843')"
"('P41159', 'P02741')"
"('O95801', 'Q13428')"
"('Q96B02', 'Q9HCM9')"
"('Q96KM6', 'Q9BXP8')"
"('O95455', 'P16333')"
"('Q14CS0', 'Q8TCT6')"
"('Q9Y3F4', 'O15105')"
"('P29590', 'Q8N9N5')"
"('P01570', 'P78552')"
"('Q9UMD9', 'O43707')"
"('P35626', 'Q8NGZ3')"
"('P08047', 'O00571')"
"('P30519', 'Q5JY77')"
"('Q99616', 'P51677')"
"('O75529', 'Q96BN2')"
"('P20042', 'P41091')"
"('O75530', 'P68431')"
"('P0CG48', 'Q92783')"
"('P26368', 'P98175')"
"('P63272', 'O00267')"
"('Q13490', 'O95819')"
"('O14641', 'O14978')"
"('O14980', 'O94776')"
"('Q16665', 'P17858')"
"('O95402', 'P49336')"
"('Q7L5D6', 'Q9Y6H5')"
"('P42338', 'P14672')"
"('P15882', 'O00238')"
"('P62258', 'P54253')"
"('P35609', 'P38432')"
"('P15153', 'Q9UPY6')"
"('P06400', 'Q9BT22')"
"('P29459', 'P14784')"
"('O96018', 'P11274')"
"('P53350', 'Q99459')"
"('P42704', 'Q9Y5J5')"
"('Q99750', 'O43167')"
"('P37173', 'P78545')"
"('Q13573', 'P40692')"
"('Q9BTP7', 'Q8IYD8')"
"('P68363', 'P68371')"
"('P20809', 'P32927')"
"('Q9P0J0', 'P17568')"
"('P19793', 'Q96RI1')"
"('Q99973', '7012')"
"('Q15287', 'P52272')"
"('P54259', 'Q9UBX5')"
"('Q13976', 'Q9Y210')"
"('P10767', 'P21802')"
"('O60241', 'Q06546')"
"('P23458', 'P42226')"
"('P21580', 'Q13158')"
"('Q9NV58', 'O43809')"
"('P10144', 'O15230')"
"('Q9NRH1', 'Q8WUY8')"
"('Q8IVH2', 'Q9H334')"
"('Q9UL45', 'Q9NUP1')"
"('P50613', 'P11473')"
"('P30480', 'P62330')"
"('Q9UQ90', 'Q9BQ66')"
"('Q96KG7', 'Q6VN20')"
"('Q9UNS2', 'O14832')"
"('P42771', 'Q92993')"
"('Q13164', 'P49815')"
"('P49716', 'P16220')"
"('Q99961', 'P17948')"
"('Q09472', 'O15516')"
"('P25705', 'Q14197')"
"('Q9UBI1', 'Q8N668')"
"('P33240', 'O95639')"
"('P06239', 'Q13432')"
"('P04628', 'Q9BXY4')"
"('P04637', 'P18074')"
"('P43364', 'Q9BSJ1')"
"('O00463', 'P25942')"
"('Q9H816', 'P34932')"
"('Q05639', 'Q00613')"
"('Q01130', 'P22626')"
"('P22102', 'Q9Y6K9')"
"('Q8TAT6', 'P55072')"
"('P17405', 'P55055')"
"('Q96BY2', 'Q9NRR5')"
"('Q13049', 'O76083')"
"('Q9Y4K3', 'Q147X3')"
"('Q13315', 'P60228')"
"('Q96RT1', 'P23634')"
"('P08047', 'P04637')"
"('O95405', 'Q9NRC1')"
"('Q9NX58', 'P16402')"
"('Q14192', 'Q8WUM4')"
"('Q9NQ87', 'Q93062')"
"('Q9NZD8', 'Q9NTM9')"
"('P02775', 'P20827')"
"('Q14571', 'Q9NSC5')"
"('P10275', 'P62136')"
"('P31943', 'P26368')"
"('P29400', 'P20073')"
"('P46109', 'P42338')"
"('Q8N448', 'Q9H832')"
"('P01567', 'P26992')"
"('Q9UKR5', 'P50453')"
"('P03897', 'P56556')"
"('P51681', 'Q15811')"
