negatives
"('Q9Y4K3', 'P61247')"
"('O95139', 'P17568')"
"('P11388', 'P35222')"
"('P05387', 'P61254')"
"('Q01094', 'Q14680')"
"('Q9NXF8', 'P40425')"
"('Q9Y4K3', 'P21266')"
"('P14780', 'P15692')"
"('Q6ZW49', 'Q9C005')"
"('O00401', 'Q99828')"
"('O15360', 'P12931')"
"('P38646', 'A0JLT2')"
"('P21796', 'Q9Y266')"
"('P42574', 'P35251')"
"('Q14847', 'Q15645')"
"('P40429', 'P62891')"
"('Q9Y4K3', 'Q9NYA1')"
"('P48145', 'P18146')"
"('Q5T4F7', 'Q93097')"
"('Q13535', 'Q8N392')"
"('P62837', 'Q86XR8')"
"('Q13185', 'O60934')"
"('O75800', 'Q14164')"
"('O00590', 'P13236')"
"('Q8IX03', 'O95831')"
"('Q9H9A7', 'O95985')"
"('P56856', 'O75970')"
"('Q15173', 'Q13522')"
"('Q9HC98', 'Q6UB35')"
"('Q13882', 'O14654')"
"('Q15303', 'Q8WYR1')"
"('Q15560', 'P52435')"
"('Q66LE6', 'Q6NZY4')"
"('P29353', 'P11912')"
"('Q9BVC4', 'O15111')"
"('Q8N5I2', 'P51965')"
"('P08047', 'P07864')"
"('O60383', 'Q9NRL3')"
"('Q9ULM3', 'Q01658')"
"('P61457', 'P11171')"
"('Q96PU5', 'Q9H0E2')"
"('O15392', 'P34932')"
"('P07766', 'Q14790')"
"('P46092', 'Q9NRJ3')"
"('P36894', 'Q16539')"
"('P42226', 'P28482')"
"('P48357', 'P29597')"
"('Q5SRE5', 'Q8IY92')"
"('P46109', 'Q8WU20')"
"('P40337', 'P30046')"
"('Q9HC98', 'O95834')"
"('P40424', 'P00749')"
"('P55735', 'Q96JE7')"
"('O60493', 'O75558')"
"('Q9NRI5', 'Q96G01')"
"('P05997', 'P18827')"
"('Q9BXF6', 'Q9H4M9')"
"('P12814', 'O75578')"
"('Q9H981', 'Q9C086')"
"('Q15427', 'Q13573')"
"('P62899', 'P62424')"
"('O15519', 'Q16543')"
"('Q9BRK5', 'P02766')"
"('Q07325', 'P32246')"
"('P30086', 'Q13177')"
"('Q9UBI1', 'Q9NX08')"
"('P30153', 'Q9Y6E0')"
"('P60660', 'Q9Y6K9')"
"('Q92945', 'Q13188')"
"('P34931', 'Q99558')"
"('P28068', 'P01903')"
"('Q9NR12', 'Q9UHF1')"
"('P16104', 'Q6ZW49')"
"('Q8WWI1', 'P63104')"
"('Q9UPY6', 'Q92747')"
"('Q13315', 'Q9NQV6')"
"('Q9C026', 'A8MVU1')"
"('O43914', 'P78324')"
"('P63165', 'Q92610')"
"('O95182', 'O95299')"
"('P62191', 'P01106')"
"('P07948', 'P32519')"
"('P08648', 'P18084')"
"('Q12986', 'Q08211')"
"('Q96SI1', 'O43768')"
"('P27986', 'O43561')"
"('P49459', 'Q6P1J9')"
"('Q8NHQ1', 'Q14134')"
"('Q86WJ1', 'Q7L7L0')"
"('Q9UKK9', 'P01243')"
"('P01889', 'P61160')"
"('P49207', 'Q9Y3U8')"
"('Q9Y675', 'Q99963')"
"('Q9NQB0', 'O75564')"
"('Q9BUV8', 'Q9UNF1')"
"('O75400', 'P17858')"
"('Q9Y6W5', 'P60709')"
"('P17535', 'Q9HBE5')"
"('P61923', 'P53618')"
"('P63151', 'Q9UBN1')"
"('P24941', 'O14964')"
"('Q9BYD1', 'Q14197')"
"('Q9Y2Y0', 'P63000')"
"('P00374', 'P10809')"
"('P58107', 'P22392')"
"('O15379', 'O60675')"
"('Q04724', 'Q9Y261')"
"('Q9HCE1', 'Q9UL18')"
"('P18146', 'Q15025')"
"('Q9NVS9', 'O60684')"
"('Q99575', 'O75818')"
"('Q14164', 'P61086')"
"('Q9BTT4', 'P53803')"
"('Q14201', 'Q9UFF9')"
"('Q96S59', 'Q8IY92')"
"('O95819', 'Q16778')"
"('P01127', 'P35916')"
"('O14920', 'Q9BYH8')"
"('P56524', 'Q8IUE6')"
"('P14672', 'Q99523')"
"('Q99704', 'P05107')"
"('Q9H6J7', 'Q9NRR5')"
"('P30559', 'O60840')"
"('Q04206', 'P61073')"
"('Q15287', 'Q6P2Q9')"
"('P04626', 'P46940')"
"('P27348', 'P48729')"
"('Q15382', 'O43924')"
"('Q9H4B7', 'Q00987')"
"('P21860', 'P19174')"
"('Q9H9G7', 'Q01082')"
"('Q9UKL4', 'P17302')"
"('P01106', 'P16615')"
"('P16220', 'Q8WXK3')"
"('Q05516', 'P05231')"
"('O94776', 'Q99459')"
"('O14519', 'P04745')"
"('P07202', 'Q13651')"
"('Q13464', 'P53671')"
"('P25101', 'O95837')"
"('P20701', 'P36941')"
"('P02545', 'Q92993')"
"('Q13137', 'Q9H492')"
"('Q9Y678', 'P30480')"
"('P27986', 'P16871')"
"('Q9UKA1', 'P63208')"
"('Q99623', 'Q08380')"
"('P20248', 'P23511')"
"('P04843', 'Q6IA17')"
"('P15692', 'P35916')"
"('Q03431', 'P49407')"
"('Q05086', 'Q9H9A7')"
"('P10275', 'Q15788')"
"('Q96HA8', 'Q16637')"
"('Q96ID5', 'P24522')"
"('P13569', 'P02545')"
"('Q9Y4K3', 'Q96CV9')"
"('Q14209', 'P04198')"
"('P05362', 'P61586')"
"('P41235', 'P38936')"
"('Q2TAY7', 'Q15149')"
"('Q14194', 'P17028')"
"('O75369', 'P49810')"
"('Q96DI7', 'P43360')"
"('Q04206', 'P05013')"
"('P60228', 'P43146')"
"('Q13509', 'P18858')"
"('P22626', 'Q07955')"
"('Q13163', 'Q13164')"
"('Q8NHU6', 'Q00537')"
"('Q9H5V7', 'Q15834')"
"('Q5VYV7', 'Q9UBW8')"
"('P68104', 'P12004')"
"('P31749', 'Q01201')"
"('Q96ST3', 'Q9HCU9')"
"('Q01094', 'P43121')"
"('P11274', 'Q96ID5')"
"('P46020', 'P11217')"
"('Q6ZVK8', 'Q9NTM9')"
"('P20333', 'P48594')"
"('Q9UGN5', 'Q8IUD2')"
"('P56524', 'P0C5Z0')"
"('O00231', 'P48556')"
"('P29350', 'Q9HBE5')"
"('Q13753', 'P26010')"
"('P52597', 'Q08170')"
"('Q9Y243', 'Q13233')"
"('Q6WCQ1', 'Q3ZCQ8')"
"('Q9UJJ9', 'Q92900')"
"('Q9BXW9', 'P20333')"
"('Q9H2X3', 'Q8IVT5')"
"('Q14919', 'P56545')"
"('P10114', 'P36897')"
"('Q9ULW2', 'Q13467')"
"('O95886', 'P00519')"
"('P36897', 'Q9BST9')"
"('P12644', 'Q16671')"
"('P32121', 'Q9GZK4')"
"('Q9Y5Q3', 'P15407')"
"('P23508', 'P00491')"
"('P51160', 'Q13956')"
"('P16871', 'P30041')"
"('P16220', 'Q86XU0')"
"('P52435', 'A0JLT2')"
"('Q9UKV8', 'P51114')"
"('Q99708', 'P48059')"
"('Q8TEW0', 'P61981')"
"('Q9UGN5', 'Q7Z3G6')"
"('Q13952', 'Q15796')"
"('O43157', 'Q9NWH9')"
"('Q9GZV5', 'Q07157')"
"('Q8ND25', 'Q969T4')"
"('P21860', 'Q14451')"
"('Q9BUV8', 'Q8IXM3')"
"('P35225', 'Q01344')"
"('Q9NUX5', 'P54274')"
"('P53708', 'Q9Y490')"
"('P10451', 'P24593')"
"('P22607', 'P18847')"
"('Q9ULK4', 'Q15648')"
"('Q99613', 'Q9UBQ5')"
"('Q14683', 'Q08211')"
"('P03956', 'P16035')"
"('P62633', 'P84090')"
"('P22694', 'Q9Y698')"
"('Q8N2Q7', 'P78352')"
"('O14974', 'Q02045')"
"('P82279', 'Q9NY93')"
"('Q9P246', 'Q96D31')"
"('P33992', 'Q99750')"
"('O60739', 'Q15382')"
"('P63098', 'P41594')"
"('P45983', 'P37840')"
"('O00233', 'P62191')"
"('P18077', 'P62910')"
"('Q9HC98', 'Q13485')"
"('Q8IZL8', 'P38432')"
"('Q9UKR5', 'P19387')"
"('P09234', 'Q14103')"
"('P08581', 'Q05397')"
"('Q9UKX5', 'P16144')"
"('P07478', 'Q9Y6E0')"
"('P21246', 'Q9H9J2')"
"('P53779', 'Q16600')"
"('P62877', 'P68431')"
"('P22607', 'P27986')"
"('Q5UIP0', 'Q9UGL9')"
"('P10914', 'P67809')"
"('A0JLT2', 'P61218')"
"('O76003', 'Q9UKE5')"
"('O43617', 'Q9UL33')"
"('P07437', 'O00221')"
"('Q9Y266', 'P62330')"
"('O14561', 'O95182')"
"('P47813', 'O15371')"
"('P27487', 'P51671')"
"('Q01201', 'Q96ST3')"
"('P04637', 'P21673')"
"('Q8NEC5', 'Q9BUH8')"
"('P62899', 'Q15843')"
"('Q9C040', 'P51668')"
"('Q15653', 'P11142')"
"('Q15631', 'Q9Y478')"
"('O60437', 'Q9P2S5')"
"('Q9ULR0', 'Q14562')"
"('P40933', 'P16871')"
"('P01889', 'Q01105')"
"('Q8WUW1', 'Q8N1N4')"
"('Q9BSB4', 'P27694')"
"('Q15428', 'Q9Y3B4')"
"('Q9P0W2', 'O95359')"
"('Q9GZT6', 'Q96GD0')"
"('P12956', 'Q9NX76')"
"('P28749', 'Q13547')"
"('Q9UL33', 'O43617')"
"('Q8TD86', 'P16298')"
"('P62487', 'P19387')"
"('Q93009', 'Q06587')"
"('Q13952', 'P11388')"
"('O43395', 'Q8WYA6')"
"('Q9Y2X8', 'Q14139')"
"('Q68DC2', 'Q96CW1')"
"('Q9Y3B8', 'Q9H1Y0')"
"('Q9NQ66', 'P49716')"
"('O15230', 'P56199')"
"('Q01085', 'Q13148')"
"('Q9H0E9', 'Q9NPF5')"
"('P20701', 'O75955')"
"('P06899', 'Q7L7L0')"
"('O43741', 'Q16822')"
"('P51946', 'P06493')"
"('Q8WVZ9', 'Q99728')"
"('P42336', 'Q92569')"
"('P42574', 'O43432')"
"('P05141', 'Q9UKV8')"
"('Q99963', 'P16234')"
"('Q8N554', 'P54253')"
"('P62750', 'P32969')"
"('Q14683', 'O95072')"
"('Q92574', 'Q02535')"
"('Q96MF7', 'Q9BSI4')"
"('Q05086', 'P51451')"
"('Q96DU9', 'Q8IYD1')"
"('Q8N6R1', 'Q01844')"
"('P46781', 'P39019')"
"('Q09472', 'O75528')"
"('O43294', 'P10275')"
"('P04275', 'Q76LX8')"
"('P04637', 'Q02363')"
"('P35626', 'Q96RB7')"
"('Q9Y3C7', 'Q6P1K2')"
"('P68363', 'Q13885')"
"('P06493', 'P29692')"
"('P23396', 'P46782')"
"('P54274', 'Q9BVJ6')"
"('P51693', 'P01909')"
"('P56945', 'Q08043')"
"('Q9BT78', 'Q15834')"
"('P27540', 'P52789')"
"('P10124', 'P16070')"
"('Q13573', 'Q13416')"
"('Q13485', 'Q9UBW7')"
"('P07437', 'Q12933')"
"('Q15172', 'Q08289')"
"('Q9Y4K3', 'P05455')"
"('Q05519', 'Q00839')"
"('Q13464', 'P26038')"
"('O00463', 'Q9Y6K9')"
"('P06748', 'Q14686')"
"('Q16620', 'P98077')"
"('P10275', 'P62826')"
"('Q9P0V3', 'Q5VSY0')"
"('O75832', 'O00233')"
"('P07602', 'Q3MII6')"
"('Q16620', 'Q96FE5')"
"('Q13616', 'Q9UKT5')"
"('Q9Y4H2', 'P42336')"
"('P61326', 'Q96BK5')"
"('Q9H0H5', 'P63000')"
"('P08238', 'Q9NSE4')"
"('P51686', 'P32121')"
"('O43707', 'P63267')"
"('Q9NPF7', 'Q9HC73')"
"('P63279', 'P52952')"
"('Q8IUQ4', 'Q9Y234')"
"('P21815', 'O75578')"
"('Q9NRA8', 'P55060')"
"('Q93009', 'Q9HC52')"
"('Q00653', 'P07910')"
"('Q9H553', 'O94979')"
"('P24534', 'P30480')"
"('Q13573', 'O75533')"
"('P48645', 'Q13424')"
"('Q8IUX4', 'Q15306')"
"('P05783', 'Q8IWZ6')"
"('P15923', 'P17542')"
"('P04626', 'Q9UBN7')"
"('O60383', 'Q96SN7')"
"('Q9UNH7', 'P13693')"
"('P40337', 'O14737')"
"('Q01130', 'Q07021')"
"('Q9Y4A5', 'Q6NV75')"
"('Q13315', 'P23025')"
"('P63165', 'O15131')"
"('Q99608', 'P04637')"
"('O43318', 'Q96ES7')"
"('Q9BY41', 'Q99877')"
"('Q9P2K9', 'P00918')"
"('P16871', 'Q9BUF5')"
"('P02461', 'P08514')"
"('Q9UKY1', 'P54253')"
"('P31749', 'O60343')"
"('P04629', 'Q6S5L8')"
"('P22694', 'P18848')"
"('Q9Y4K3', 'Q9BY44')"
"('Q14683', 'Q15366')"
"('Q15717', 'Q92945')"
"('Q8IX03', 'Q5T3J3')"
"('P13500', 'P51671')"
"('P61769', 'P04222')"
"('P78527', 'P08107')"
"('P08708', 'P35544')"
"('P26012', 'Q9Y490')"
"('P43250', 'P32302')"
"('Q16586', 'Q92629')"
"('P28065', 'Q2M3G0')"
"('O75380', 'Q16718')"
"('P08631', 'Q53H12')"
"('Q3KQU3', 'Q7L5N1')"
"('P01889', 'Q99460')"
"('O95834', 'Q14164')"
"('Q9HCI7', 'P04637')"
"('Q13330', 'P01137')"
"('O15111', 'Q9ULZ3')"
"('P48436', 'O43623')"
"('Q13315', 'Q9UKY1')"
"('P02751', 'P26006')"
"('Q5T5Y3', 'Q15797')"
"('Q9UKL3', 'Q12772')"
"('Q9NP97', 'P01889')"
"('P19793', 'Q96F24')"
"('P09603', 'P17948')"
"('P07942', 'P26012')"
"('P56945', 'O15259')"
"('Q15459', 'Q9HCE7')"
"('Q92529', 'P22001')"
"('Q96BN2', 'O75528')"
"('P18077', 'P61353')"
"('Q99460', 'P25942')"
"('P01571', 'Q9UHF4')"
"('O00303', 'O00141')"
"('P60510', 'O00743')"
"('P62979', 'Q9P2N6')"
"('Q92993', 'Q9NV56')"
"('O00206', 'Q15717')"
"('P56537', 'P49720')"
"('P01106', 'Q16739')"
"('O00308', 'Q01844')"
"('Q92905', 'Q9BXR0')"
"('P06493', 'P19784')"
"('P01243', 'P61247')"
"('P12081', 'Q9UKE5')"
"('P50616', 'Q15047')"
"('P35813', 'Q15796')"
"('P26358', 'Q9P0U4')"
"('Q8WXE1', 'P33993')"
"('Q99615', 'Q9BUB5')"
"('P01243', 'P21266')"
"('P16619', 'P32246')"
"('P14324', 'P10301')"
"('P30273', 'P48736')"
"('Q15326', 'Q9Y4K3')"
"('P38919', 'Q9H1B4')"
"('Q9H461', 'O75197')"
"('Q13480', 'P07949')"
"('Q9H160', 'Q15797')"
"('P30480', 'P24534')"
"('Q96L34', 'Q15831')"
"('Q9NZW5', 'Q01780')"
"('Q13151', 'O43390')"
"('O60814', 'P51610')"
"('P60900', 'P30480')"
"('P27824', 'Q01453')"
"('Q9GZX6', 'Q14627')"
"('P62917', 'Q13573')"
"('P62987', 'P25963')"
"('Q92889', 'Q8IY92')"
"('Q15834', 'Q8N8B7')"
"('P01579', 'P10914')"
"('Q08999', 'Q14457')"
"('P19174', 'P12931')"
"('Q92913', 'P09619')"
"('P01567', 'Q9HBE5')"
"('Q16659', 'Q15418')"
"('P03372', 'Q00987')"
"('Q969D9', 'P01589')"
"('Q13404', 'P98170')"
"('O15467', 'P46094')"
"('Q9HC77', 'Q9NYY3')"
"('Q13237', 'Q01970')"
"('P49674', 'P62877')"
"('Q9BZK7', 'Q16778')"
"('P15336', 'Q9BPZ7')"
"('P28482', 'O43889')"
"('Q01844', 'Q9P2K8')"
"('P09619', 'P20936')"
"('P10646', 'P00742')"
"('P05412', 'P01579')"
"('P84095', 'P52565')"
"('P41279', 'Q04864')"
"('P12004', 'Q00534')"
"('O75970', 'P28335')"
"('P49841', 'P07199')"
"('Q14134', 'Q8NHQ1')"
"('Q9NR97', 'P17676')"
"('Q8WZ42', 'O15273')"
"('P43250', 'P23945')"
"('P62714', 'P32121')"
"('Q16531', 'Q9C0C7')"
"('Q6UVK1', 'P13569')"
"('Q15654', 'P03956')"
"('Q14197', 'P82921')"
"('P08238', 'P78527')"
"('P07948', 'P29597')"
"('Q9UQ80', 'P46779')"
"('Q15181', 'P04792')"
"('P62891', 'P62913')"
"('P42224', 'Q02556')"
"('P62330', 'Q15019')"
"('Q96T60', 'Q5T9A4')"
"('O60739', 'P22234')"
"('Q92918', 'O43318')"
"('P62993', 'Q86SG6')"
"('P04406', 'O60739')"
"('P23258', 'Q04917')"
"('P28223', 'P50148')"
"('P08567', 'O95810')"
"('Q96FA3', 'O43541')"
"('P61224', 'P04637')"
"('Q86U70', 'P61968')"
"('Q96GD4', 'P62136')"
"('P21675', 'Q99879')"
"('P51681', 'P32121')"
"('Q9H204', 'Q12774')"
"('Q99805', 'Q13485')"
"('P60953', 'P46940')"
"('P19087', 'P35913')"
"('Q96KP4', 'Q92597')"
"('Q9Y266', 'P52429')"
"('P14209', 'Q14974')"
"('Q99418', 'Q96HB5')"
"('Q02750', 'Q9H4A3')"
"('O14818', 'P01889')"
"('O14777', 'P07199')"
"('O00311', 'P25205')"
"('O15530', 'Q16827')"
"('O15162', 'P04899')"
"('P11215', 'P31997')"
"('Q9BVA1', 'Q9Y4K3')"
"('Q09472', 'P62805')"
"('Q9Y5K5', 'Q16186')"
"('O95402', 'Q15648')"
"('Q86WN2', 'Q14627')"
"('P31483', 'P06454')"
"('Q99613', 'Q13347')"
"('O14978', 'Q9Y5X1')"
"('Q04917', 'P46527')"
"('P35637', 'Q86V81')"
"('Q9H2G2', 'Q9UQ26')"
"('O14653', 'O75396')"
"('P21462', 'P84996')"
"('Q9BT40', 'P30519')"
"('O94906', 'P83876')"
"('P17706', 'P00533')"
"('Q9HC98', 'Q7Z6G3')"
"('O75438', 'O95178')"
"('Q13007', 'Q6UXL0')"
"('Q8WUI4', 'Q14790')"
"('P00568', 'Q14192')"
"('P00387', 'Q9Y478')"
"('Q8TBB1', 'O95751')"
"('P16220', 'P43629')"
"('O95455', 'P16333')"
"('Q86UW1', 'Q86UW2')"
"('P55157', 'Q9HCQ7')"
"('P30874', 'P08754')"
"('Q92988', 'Q9H2G2')"
"('Q92993', 'P62805')"
"('Q16520', 'P35638')"
"('Q14197', 'Q5T160')"
"('P09651', 'P62995')"
"('O15105', 'P12956')"
"('P25208', 'P30307')"
"('Q9NR30', 'O00442')"
"('Q93034', 'Q15345')"
"('Q9NRR5', 'P01871')"
"('P57730', 'Q9ULZ3')"
"('P23229', 'Q9HBI1')"
"('Q9NS23', 'Q12834')"
"('P04626', 'Q92529')"
"('Q13131', 'P13569')"
"('Q9Y4K3', 'Q15008')"
"('Q96T58', 'P49716')"
"('P61978', 'P52597')"
"('P41235', 'O60656')"
"('O95201', 'Q99750')"
"('Q9Y483', 'P84022')"
"('P49903', 'O60739')"
"('P55795', 'Q8IYB3')"
"('Q06190', 'Q06432')"
"('Q15853', 'P38398')"
"('Q92616', 'P43360')"
"('O43504', 'P47224')"
"('O96019', 'Q9GZN1')"
"('P43405', 'P24394')"
"('Q9Y6N7', 'Q7Z6B7')"
"('Q9C0K0', 'Q13547')"
"('Q13310', 'O15198')"
"('Q9UK41', 'O95166')"
"('Q08043', 'Q05397')"
"('Q04206', 'Q07817')"
"('P36542', 'P63104')"
"('P01112', 'Q03135')"
"('O15239', 'Q86Y39')"
"('Q9UET6', 'Q99873')"
"('P30504', 'P12004')"
"('Q13885', 'P53350')"
"('P40763', 'P10914')"
"('Q16539', 'P60983')"
"('P63208', 'O15055')"
"('Q8IUQ4', 'P63208')"
"('Q9NRR5', 'Q13087')"
"('O43396', 'Q15008')"
"('Q8WYH8', 'Q6IE81')"
"('P67775', 'P49815')"
"('Q9UL18', 'P07910')"
"('Q13191', 'P10912')"
"('Q96AP7', 'O95471')"
"('Q13573', 'Q9UKM9')"
"('Q9Y6Q9', 'P19793')"
"('O75554', 'O43143')"
"('P51813', 'P46108')"
"('P01303', 'Q92847')"
"('Q14204', 'P68366')"
"('P30466', 'P10966')"
"('P62136', 'Q92736')"
"('P08138', 'Q9Y4K3')"
"('Q08211', 'Q01081')"
"('P18077', 'P61513')"
"('P63098', 'Q12834')"
"('Q14494', 'P07384')"
"('Q9H1B7', 'Q7Z7E8')"
"('Q15759', 'P01100')"
"('Q99558', 'P62424')"
"('P46934', 'Q15797')"
"('Q13586', 'P30101')"
"('P51817', 'Q8WXS5')"
"('P54257', 'O60925')"
"('O43795', 'P62993')"
"('P48736', 'Q06187')"
"('Q5T3J3', 'O60925')"
"('P54259', 'Q12805')"
"('P62993', 'P68363')"
"('P13569', 'P07602')"
"('Q13315', 'O95602')"
"('P63104', 'Q13163')"
"('P13805', 'Q9Y2L8')"
"('P60709', 'Q04864')"
"('Q13573', 'P68104')"
"('P67775', 'Q14738')"
"('P29400', 'P20073')"
"('Q07343', 'P02647')"
"('P56703', 'Q14332')"
"('P62701', 'P08238')"
"('Q9NX46', 'Q8WVB3')"
"('Q86UL8', 'P24928')"
"('P42679', 'Q16620')"
"('Q9BXI2', 'Q99459')"
"('P63279', 'Q09472')"
"('O00308', 'Q15637')"
"('Q9Y2A7', 'Q7L576')"
"('Q13873', 'P12931')"
"('P23771', 'P49716')"
"('O95967', 'P54727')"
"('P78509', 'P26012')"
"('Q12986', 'Q13242')"
"('P62316', 'Q07890')"
"('O00291', 'P53680')"
"('P63208', 'P10244')"
"('Q08379', 'Q7Z3C6')"
"('P06213', 'P17706')"
"('P49366', 'O60684')"
"('Q9Y3B3', 'Q9NPH3')"
"('Q12913', 'O43561')"
"('P08567', 'P02776')"
"('Q16531', 'Q96BN2')"
"('Q9UL18', 'P42766')"
"('P35626', 'Q8NGI9')"
"('P54252', 'P29466')"
"('P62491', 'Q9ULV0')"
"('Q9NZ52', 'P20645')"
"('Q8NI77', 'Q15653')"
"('Q9NX09', 'Q5UIP0')"
"('P30153', 'Q9Y580')"
"('O00159', 'Q9H9Y6')"
"('Q9P126', 'P43405')"
"('Q8WVC0', 'P52434')"
"('P11171', 'Q13642')"
"('P07948', 'P98077')"
"('Q17RW2', 'P06756')"
"('P04259', 'Q9Y375')"
"('O00470', 'Q53ET0')"
"('B1A4H9', 'P10912')"
"('Q13177', 'Q13347')"
"('P26641', 'Q13332')"
"('Q8NF64', 'Q9Y467')"
"('O95785', 'Q9H7E9')"
"('Q53HL2', 'Q02224')"
"('Q8IY92', 'Q14197')"
"('Q9UL25', 'Q9UKG1')"
"('P35221', 'Q9UDY2')"
"('Q14008', 'P55157')"
"('Q8WW38', 'P43694')"
"('Q13573', 'P11441')"
"('Q12933', 'O60641')"
"('P48507', 'P05412')"
"('Q9HCE7', 'Q9NPB6')"
"('Q12857', 'O00625')"
"('P61978', 'O15264')"
"('Q7Z7E8', 'Q15024')"
"('Q9NTZ6', 'Q9HAT8')"
"('Q68CP9', 'O14497')"
"('P60520', 'Q9GZZ9')"
"('P62701', 'P62847')"
"('P14866', 'O60508')"
"('Q6NV75', 'P28749')"
"('P49023', 'Q9ULH1')"
"('P58753', 'Q92985')"
"('P41235', 'Q86YN6')"
"('P53985', 'Q15714')"
"('Q66LE6', 'Q9UBN1')"
"('Q96KM6', 'Q9BX70')"
"('P42574', 'P09874')"
"('Q9Y4K3', 'Q9HB71')"
"('P21796', 'P51808')"
"('P43686', 'Q14525')"
"('P24941', 'P28482')"
"('O95400', 'Q08170')"
"('P20618', 'P53350')"
"('Q96QU6', 'Q8TES7')"
"('P41235', 'Q12955')"
"('P63208', 'Q9UKB1')"
"('O15105', 'Q15750')"
"('O75400', 'Q70Z53')"
"('P53004', 'Q05513')"
"('Q14240', 'Q1KMD3')"
"('P63215', 'P28482')"
"('Q00610', 'P63010')"
"('P20908', 'Q05397')"
"('O00237', 'P61088')"
"('O15287', 'O43542')"
"('Q13243', 'Q07955')"
"('Q96HB5', 'Q99418')"
"('Q01844', 'Q92934')"
"('P37840', 'P06241')"
"('O95180', 'Q9Y2W7')"
"('P00519', '9757')"
"('Q5EG05', 'P29466')"
"('P49454', 'Q8WUM0')"
"('Q9P0M6', 'Q16778')"
"('Q96EQ8', 'P61077')"
"('P14316', 'Q02556')"
"('P63096', 'Q13698')"
"('Q7Z3Z4', 'Q9UPY3')"
"('O75970', 'Q96B33')"
"('Q9BQG0', 'Q9NY93')"
"('P10916', 'Q6UWE0')"
"('P08069', 'Q14344')"
"('P15153', 'Q9NQU5')"
"('P61353', 'P40429')"
"('Q9P003', 'Q13418')"
"('P34998', 'P19086')"
"('Q9ULK6', 'P51965')"
"('Q8N7P3', 'P56856')"
"('P62256', 'Q8N9I9')"
"('Q08211', 'P38398')"
"('Q9Y478', 'Q15717')"
"('P68104', 'Q15811')"
"('P11047', 'P05556')"
"('P08047', 'P06241')"
"('P09681', 'P48546')"
"('Q99547', 'Q9UKR5')"
"('Q16637', 'O15116')"
"('P23458', 'P47712')"
"('Q93009', 'P35226')"
"('Q9Y2Q3', 'P31689')"
"('Q92558', 'P13861')"
"('Q13951', 'Q01196')"
"('Q15714', 'Q96P70')"
"('P63000', 'P42336')"
"('P24522', 'Q9H4H8')"
"('Q92597', 'P08473')"
"('P62837', 'Q9UBF6')"
"('P25116', 'P62873')"
"('Q13490', 'P0CG48')"
"('Q71F23', 'P12956')"
"('Q99547', 'Q5RL73')"
"('P13533', 'Q9NRG4')"
"('P62136', 'Q9UKF6')"
"('Q16625', 'Q9UDY2')"
"('O75528', 'Q12962')"
"('Q13588', 'P42858')"
"('Q9UNM6', 'P62195')"
"('Q99962', 'Q9Y2H0')"
"('Q8NH54', 'P38405')"
"('Q96AE4', 'Q12873')"
"('Q16656', 'P61073')"
"('P08311', 'P21281')"
"('P0C0L5', 'P06681')"
"('Q9UHB7', 'P42568')"
"('Q7L523', 'Q9HB90')"
"('Q04759', 'P61586')"
"('P63165', 'Q92793')"
"('Q13263', 'Q7L2J0')"
"('Q15047', 'Q99549')"
"('O95163', 'Q6IA86')"
"('P04083', 'Q7L5N1')"
