recall,precision
0.2777777777777778,0.2857142857142857
0.3333333333333333,0.3
0.19444444444444445,0.30434782608695654
0.3055555555555556,0.3055555555555556
0.5555555555555556,0.3076923076923077
0.25,0.3103448275862069
0.3611111111111111,0.3170731707317073
0.4444444444444444,0.32
0.4722222222222222,0.32075471698113206
0.5,0.32142857142857145
0.5277777777777778,0.3220338983050847
0.2222222222222222,0.3333333333333333
0.3888888888888889,0.3333333333333333
0.4166666666666667,0.3333333333333333
0.16666666666666666,0.8571428571428571
0.027777777777777776,1.0
0.05555555555555555,1.0
0.08333333333333333,1.0
0.1111111111111111,1.0
0.1388888888888889,1.0
