negatives
"('Q93034', 'P62877')"
"('Q96ST3', 'Q9UMX1')"
"('P62316', 'Q9UNH7')"
"('O60879', 'P07737')"
"('Q9UQE7', 'O95072')"
"('O15350', 'Q9NZC7')"
"('Q96PZ7', 'P15121')"
"('Q5D1E8', 'O43187')"
"('P35626', 'Q8NGJ9')"
"('O75529', 'Q9Y6J9')"
"('P30559', 'P84996')"
"('Q13368', 'Q01101')"
"('P04637', 'P35232')"
"('O14508', 'P29597')"
"('P43657', 'P63215')"
"('P54578', 'P62979')"
"('Q7Z6J6', 'P35222')"
"('Q15118', 'P08575')"
"('Q02156', 'Q96A00')"
"('Q15006', 'P20333')"
"('Q7Z3C6', 'P35579')"
"('Q15287', 'Q6VN20')"
"('P62249', 'Q13233')"
"('Q8TEW0', 'P19174')"
"('P56134', 'Q6PK04')"
"('Q12873', 'Q13363')"
"('P51825', 'O15198')"
"('O15530', 'Q15121')"
"('P01106', 'Q9H6H4')"
"('P14210', 'Q04756')"
"('O14908', 'P56192')"
"('P60866', 'P62277')"
"('Q9BTP7', 'Q9NW38')"
"('O75925', 'P18031')"
"('Q9BRP4', 'O00231')"
"('P16220', 'P18850')"
"('P55345', 'Q01094')"
"('P27986', 'Q07889')"
"('O94776', 'Q8WXI9')"
"('Q92769', 'P06400')"
"('Q9P0W0', 'P16871')"
"('Q9NZ52', 'P0CG47')"
"('O75363', 'Q9Y230')"
"('P28482', 'O43524')"
"('P41235', 'Q07869')"
"('P22105', 'P26006')"
"('Q92620', 'P31943')"
"('P14625', 'Q15399')"
"('Q15326', 'P15036')"
"('Q13283', 'Q7KZF4')"
"('Q9UKJ1', 'P24071')"
"('Q9UJX6', 'Q8NHZ8')"
"('Q9NYN1', 'Q15797')"
"('Q9UK08', 'Q8WYR1')"
"('P56645', 'Q13315')"
"('Q5VTD9', 'P14373')"
"('P38432', 'P35609')"
"('O94973', 'P09496')"
"('P30939', 'P09471')"
"('P63000', 'Q86UR1')"
"('Q9Y675', 'P08579')"
"('P25942', 'O00571')"
"('P01106', 'P83369')"
"('P01889', 'P61289')"
"('Q9Y4E8', 'Q9H173')"
"('P22607', 'Q9Y6I3')"
"('P13612', 'O75530')"
"('Q16695', 'P52294')"
"('O14531', 'Q99963')"
"('P61956', 'P08670')"
"('Q9UK33', 'Q9Y620')"
"('Q96EB6', 'Q9H1Y0')"
"('P35240', 'Q12967')"
"('574515', 'O95238')"
"('P38936', 'P08138')"
"('Q99816', 'P04150')"
"('P42858', 'O00291')"
"('P98095', 'P35555')"
"('Q96AW1', 'O60925')"
"('Q9BQ66', 'P12236')"
"('P32881', 'P15260')"
"('Q9GZQ8', 'Q9UBC3')"
"('Q13242', 'P14866')"
"('Q8TD26', 'P63167')"
"('P13611', 'P98095')"
"('P62807', 'Q92796')"
"('P58400', 'Q9UPN3')"
"('P61978', 'Q92841')"
"('P28715', 'P84098')"
"('Q13748', 'Q96AH8')"
"('Q8IXM3', 'Q9HAU4')"
"('P60709', 'Q15942')"
"('Q5VVX9', 'Q5M7Z0')"
"('Q9HCE7', 'P30291')"
"('Q9UM11', 'Q12834')"
"('P35609', 'Q15459')"
"('Q5VVX9', 'Q86UW7')"
"('O14944', 'Q15303')"
"('O75746', 'P01106')"
"('P10275', 'Q13888')"
"('P26651', 'Q92841')"
"('Q8NHY6', 'P62714')"
"('P08138', 'Q16637')"
"('P62070', 'Q04771')"
"('Q13268', 'P45880')"
"('P36954', 'Q9NX70')"
"('P25445', 'P62158')"
"('P04150', 'Q15596')"
"('P67870', 'O14757')"
"('Q562F6', 'Q01105')"
"('Q9H9G7', 'Q15750')"
"('O95967', 'Q8NEC5')"
"('Q9UL18', 'P61247')"
"('P02760', 'P07858')"
"('Q14416', 'P62879')"
"('Q9ULV1', 'O75197')"
"('Q04917', 'Q12778')"
"('Q8WW36', 'P54253')"
"('Q96B26', 'Q9UK45')"
"('P52597', 'Q8IX12')"
"('O60925', 'Q6ZU52')"
"('O00217', 'Q9NX14')"
"('O43318', 'Q96FA3')"
"('Q07157', 'C9JDP6')"
"('Q9UKV0', 'O15379')"
"('Q32MK0', 'P14649')"
"('P21333', 'P46108')"
"('P18077', 'P40429')"
"('P53778', 'P35638')"
"('Q9Y3A3', 'P67775')"
"('P04626', 'P23229')"
"('O94979', 'P55735')"
"('P01562', 'P20023')"
"('Q14031', 'P18827')"
"('P51787', 'P55011')"
"('P39019', 'P63220')"
"('P51946', 'P13631')"
"('Q9HAU4', 'Q15038')"
"('P21796', 'Q14197')"
"('Q8WX92', 'Q13573')"
"('Q9P0U3', 'Q13547')"
"('P51684', 'P32121')"
"('Q9Y4A5', 'Q9UBU8')"
"('P39656', 'P56537')"
"('Q99459', 'Q14671')"
"('P01135', 'P16234')"
"('Q9Y2X8', 'Q68DV7')"
"('P51668', 'P98170')"
"('P63279', 'P0DJD1')"
"('P22612', 'Q96D31')"
"('O15344', 'Q9Y2X8')"
"('P06400', 'Q09472')"
"('Q9P2S5', 'Q9BT78')"
"('Q6Y7W6', 'Q8TF46')"
"('Q12772', 'Q92905')"
"('P19174', 'P49916')"
"('Q9BSJ1', 'O75150')"
"('O95166', 'P07437')"
"('Q13432', 'P17540')"
"('P41091', 'B5ME19')"
"('P05141', 'Q04206')"
"('Q9Y6F1', 'Q16778')"
"('A8K6C2', 'Q99062')"
"('Q13573', 'Q13610')"
"('Q9BX66', 'P56537')"
"('Q15047', 'P08670')"
"('P00533', 'P51149')"
"('A8TX70', 'Q9UKX5')"
"('P35228', 'O15226')"
"('P12980', 'Q6ZUT1')"
"('P09681', 'Q8TDV5')"
"('Q13569', 'Q09472')"
"('Q9HCS7', 'P53803')"
"('P09960', 'P30480')"
"('P23511', 'P10912')"
"('Q15796', 'P12236')"
"('Q7Z406', 'Q96QT4')"
"('P19438', 'Q9GZR1')"
"('Q96BS2', 'Q7Z6B0')"
"('O95208', 'P07949')"
"('P29400', 'Q9UKX5')"
"('P04843', 'Q5VYV7')"
"('Q99459', 'Q8NE71')"
"('P26992', 'P23458')"
"('Q9Y4K3', 'P62714')"
"('P29350', 'Q9UKJ0')"
"('P26715', 'Q06124')"
"('Q13158', 'Q9UKL3')"
"('P57727', 'P51681')"
"('P83876', 'Q6P2Q9')"
"('O43427', 'Q9H0A6')"
"('P32969', 'P62987')"
"('Q8WYH8', 'P33993')"
"('P10276', 'Q09472')"
"('Q13535', 'Q8N680')"
"('Q9NYF0', 'Q8TAA9')"
"('Q9BQD7', 'Q92993')"
"('Q92974', 'P61586')"
"('O60573', 'P78344')"
"('Q96QV6', 'P23527')"
"('Q03431', 'P49407')"
"('P30466', 'O43908')"
"('Q99750', 'Q9H7H0')"
"('P67809', 'P51991')"
"('P61020', 'P51149')"
"('P06400', 'P32519')"
"('P42684', 'P15153')"
"('P01574', 'P26951')"
"('P05387', 'P61254')"
"('Q86UW7', 'P51668')"
"('P01563', 'Q9HBE5')"
"('O15264', 'Q00005')"
"('Q9Y490', 'P98164')"
"('P08727', 'Q9NYB9')"
"('P62306', 'Q9Y4Y9')"
"('P32121', 'Q8NGZ9')"
"('P78527', 'P13010')"
"('Q14197', 'O75439')"
"('P01889', 'Q9UGP8')"
"('Q9UK08', 'Q9UBY5')"
"('P10914', 'P51610')"
"('O15145', 'P46379')"
"('Q9UBK5', 'P42338')"
"('Q5TC12', 'Q07812')"
"('Q13315', 'Q8TED9')"
"('P21246', 'P02792')"
"('P49736', 'Q12905')"
"('Q66LE6', 'Q8IY92')"
"('Q14103', 'P38936')"
"('P63000', 'P45983')"
"('P09341', 'P49682')"
"('Q15111', 'P34903')"
"('P01241', 'P31785')"
"('P21741', 'P22735')"
"('P15056', 'P31946')"
"('P38159', 'Q8TDY2')"
"('P62304', 'Q15428')"
"('Q9NY93', 'Q8TEY7')"
"('P43699', 'P16333')"
"('Q5EG05', 'O43353')"
"('Q12933', 'Q2TAK8')"
"('P63167', 'Q9Y5J5')"
"('P15170', 'P40337')"
"('Q96B33', 'P56750')"
"('Q01130', 'Q15696')"
"('Q99460', 'P54727')"
"('P41159', 'P40189')"
"('Q9UL46', 'Q14164')"
"('P24941', 'P06400')"
"('P23511', 'O60902')"
"('P36543', 'O95670')"
"('Q13362', 'Q02641')"
"('P01861', 'P01834')"
"('Q53EZ4', 'Q99816')"
"('P24588', 'P46940')"
"('Q16832', 'P12931')"
"('Q13683', 'P56199')"
"('Q9UBN6', 'Q08211')"
"('P52907', 'Q99759')"
"('O94832', 'Q9Y5J5')"
"('O76041', 'Q15942')"
"('Q9H1Y0', 'P29401')"
"('Q15797', 'Q9UNY4')"
"('P04183', 'Q14194')"
"('P35372', 'P61952')"
"('Q96A23', 'P60709')"
"('P62244', 'P62273')"
"('P35900', 'Q9BUW7')"
"('Q96FV9', 'Q70Z53')"
"('P62158', 'Q00005')"
"('Q9UIS9', 'O75925')"
"('Q07960', 'Q7L0Q8')"
"('Q9BWU1', 'Q9UHV7')"
"('O96013', 'P27348')"
"('P21802', 'Q9NR46')"
"('O60684', 'Q9UI14')"
"('P17947', 'P08311')"
"('Q9H171', 'Q96QK1')"
"('Q13501', 'Q14790')"
"('Q13547', 'Q09028')"
"('Q9Y4K3', 'Q8WY22')"
"('P63279', 'P35226')"
"('P31930', 'Q9Y5M8')"
"('P55072', 'Q9BUN8')"
"('P10275', 'P04049')"
"('P08047', 'P10275')"
"('Q9BQ87', 'Q9BZK7')"
"('O43633', 'Q7LBR1')"
"('P19838', 'P42226')"
"('Q92979', 'P17844')"
"('Q86SE5', 'Q9NVV9')"
"('Q7Z589', 'P83916')"
"('P83881', 'P62906')"
"('Q15811', 'Q9NRI5')"
"('Q9HC29', 'O43318')"
"('Q01094', 'Q15021')"
"('O75376', 'P37231')"
"('P15924', 'Q00005')"
"('P07550', 'P13473')"
"('Q9UNN5', 'Q8WX94')"
"('P62140', 'P42263')"
"('Q8WWM7', 'Q66LE6')"
"('Q00005', 'P33992')"
"('P30480', 'Q9NPD3')"
"('Q03113', 'P47901')"
"('Q9Y3U8', 'P40429')"
"('P67870', 'Q9Y5Z7')"
"('P61224', 'P04049')"
"('O95696', 'P49736')"
"('Q9Y6A5', 'O95359')"
"('Q5T5X7', 'P63165')"
"('O00471', 'Q9Y6H1')"
"('P55036', 'Q13501')"
"('P68400', 'Q9UKY1')"
"('P84243', 'Q14781')"
"('P48552', 'P10826')"
"('P01011', 'P17538')"
"('Q96NB3', 'Q12906')"
"('Q9Y333', 'P62304')"
"('Q71U36', 'Q9BUF5')"
"('Q9Y6Q9', 'P37231')"
"('P16333', 'Q9UMY4')"
"('Q14209', 'O96020')"
"('P13804', 'Q9Y478')"
"('O00257', 'P56545')"
"('P01106', 'Q9UH65')"
"('Q03164', 'P31273')"
"('P15498', 'P63000')"
"('Q07960', 'P15153')"
"('P16520', 'P48544')"
"('P12956', 'Q14687')"
"('P43628', 'Q06124')"
"('P29084', 'P29083')"
"('Q9H1I8', 'Q13573')"
"('Q96FI4', 'P35244')"
"('P62979', 'Q05195')"
"('P0CG48', 'Q99062')"
"('P52735', 'Q12874')"
"('Q14164', 'Q14152')"
"('Q9Y5L4', 'O60220')"
"('Q03701', 'P04637')"
"('Q14164', 'Q9Y5S9')"
"('Q15750', 'P08238')"
"('P23508', 'P39656')"
"('Q9HAU0', 'Q01082')"
"('Q6R327', 'P61254')"
"('Q12959', 'Q9NQT8')"
"('Q16270', 'Q9Y5Y6')"
"('P00533', 'O60880')"
"('O43586', 'P05408')"
"('Q15811', 'Q9NYL2')"
"('Q16570', 'P02776')"
"('O75899', 'P50150')"
"('Q9Y6K9', 'Q3ZCQ8')"
"('Q86SQ7', 'Q9Y4K3')"
"('P04637', 'P57723')"
"('Q969V5', 'P62837')"
"('Q12905', 'Q09472')"
"('Q13127', 'Q9UKL0')"
"('Q96FW1', 'P02766')"
"('P53350', 'O14920')"
"('Q9Y5V3', 'Q14204')"
"('O43318', 'Q9BXL7')"
"('P06400', 'Q8WTS6')"
"('Q13023', 'O95433')"
"('Q12772', 'O75925')"
"('P17947', 'Q01892')"
"('P18146', 'Q8TAX9')"
"('P27986', 'P58753')"
"('P54274', 'P35080')"
"('Q9UL18', 'P38919')"
"('P61201', 'Q9UNS2')"
"('Q8N6F1', 'P56880')"
"('Q92831', 'Q8WXI9')"
"('P53992', 'O94979')"
"('Q14106', 'Q96DU9')"
"('Q15018', 'Q9NXR7')"
"('P24941', 'Q9BS18')"
"('P63279', 'Q96GF1')"
"('Q9UKB1', 'P30291')"
"('P68400', 'P13807')"
"('P15927', 'O00255')"
"('Q13972', 'P62070')"
"('Q13315', 'Q92738')"
"('Q8NEB9', 'P20339')"
"('Q9UBI6', 'P53779')"
"('P62158', 'Q99558')"
"('Q8N1F8', 'O00206')"
"('P62333', 'P17980')"
"('P38398', 'P00519')"
"('O00144', 'P50148')"
"('P11362', 'P35222')"
"('Q13151', 'P22626')"
"('O43147', 'Q9HCC8')"
"('P19438', 'Q9UBV2')"
"('O15198', 'Q99615')"
"('Q13158', 'P21580')"
"('P50219', 'P52945')"
"('Q9Y244', '26765')"
"('P61313', 'P47914')"
"('Q6W2J9', 'Q8NHM5')"
"('Q9UL18', 'P57678')"
"('P05362', 'P19838')"
"('Q9Y4K3', 'O00463')"
"('P03372', 'Q9NZS9')"
"('406952', 'P40763')"
"('P62256', 'O00237')"
"('P28222', 'P63096')"
"('O75925', 'P51692')"
"('Q13952', 'Q68CP9')"
"('Q9UBQ0', 'Q92609')"
"('O75489', 'P01106')"
"('Q9H201', 'P08069')"
"('Q15714', 'P36776')"
"('Q92934', 'P62993')"
"('P16520', 'Q01970')"
"('P49411', 'Q00005')"
"('O43566', 'P18146')"
"('P14859', 'P51610')"
"('P39748', 'P12004')"
"('P31749', 'Q9H7J1')"
"('P24666', 'Q9BYC9')"
"('P53350', 'O00562')"
"('Q9UBD9', 'P48357')"
"('P84022', 'P05412')"
"('Q8TAQ2', 'P31749')"
"('P29350', 'Q08334')"
"('O60814', 'Q9UBL3')"
"('P82932', 'Q14197')"
"('P22612', 'Q02930')"
"('P38919', 'P63104')"
"('Q13114', 'Q9HAV5')"
"('P15172', 'P15923')"
"('Q9Y277', 'P12235')"
"('Q96FJ2', 'Q01844')"
"('Q9H4A3', 'Q00610')"
"('Q00978', 'O00505')"
"('P01243', 'P25788')"
"('P30559', 'Q08289')"
"('P05129', 'Q9UK08')"
"('P21673', 'Q9BSH4')"
"('Q92765', 'O75084')"
"('P11487', 'Q12951')"
"('P32121', 'Q8NGW6')"
"('P61956', 'Q9P0U3')"
"('Q13310', 'P41235')"
"('O95466', 'O60861')"
"('P68400', 'P14316')"
"('O15264', 'Q09472')"
"('Q14697', 'Q13177')"
"('P06748', 'P61073')"
"('Q9UET6', 'P49755')"
"('Q9NZC7', 'P07942')"
"('Q14240', 'Q04637')"
"('Q8IU54', 'Q13651')"
"('Q07343', 'Q9NRI5')"
"('Q86YR5', 'Q15038')"
"('Q9UKR5', 'Q96M11')"
"('P30480', 'P54578')"
"('Q15759', 'O95741')"
"('O00257', 'P49711')"
"('P36896', 'P84022')"
"('P41220', 'Q8NAF0')"
"('P17931', 'P25445')"
"('P39019', 'P23396')"
"('P62714', 'Q14164')"
"('Q01968', 'Q00610')"
"('Q92574', 'Q15382')"
"('Q969S8', 'Q9Y618')"
"('O15042', 'Q96I25')"
"('O60506', 'Q16637')"
"('P51681', 'P51692')"
"('Q92922', 'Q86U86')"
"('P78386', 'P61981')"
"('P49643', 'P49642')"
"('O60671', 'O60260')"
"('Q9Y6K5', 'O15355')"
"('P53992', 'P55735')"
"('P57739', 'O95484')"
"('Q15149', 'Q99459')"
"('O14936', 'P41134')"
"('P48740', 'O43639')"
"('P01891', 'P61769')"
"('Q92878', 'Q92830')"
"('Q9NTI5', 'Q8N3U4')"
"('Q12923', 'Q9HB21')"
"('Q13242', 'Q16629')"
"('P14784', 'P42338')"
"('P78406', 'Q9H1B4')"
"('P31749', 'Q99941')"
"('Q9Y2W2', 'Q49AR2')"
"('P00736', 'P0C0L4')"
"('P37840', 'P28482')"
"('Q14192', 'P05556')"
"('O95816', 'O43447')"
"('P40227', 'Q9UHD2')"
"('Q06124', 'P16234')"
"('Q14164', 'P24534')"
"('O14717', 'Q9ULG6')"
"('P50502', 'Q99933')"
"('Q07960', 'O00212')"
"('P43626', 'O95425')"
"('O43741', 'Q16526')"
"('Q9UBD3', 'P41597')"
"('P61247', 'P62266')"
"('P49815', 'Q13619')"
"('Q15628', 'P25445')"
"('P17693', 'Q13241')"
"('P35580', 'Q9P2M7')"
"('Q9BV38', 'Q9UL18')"
"('Q9NWB1', 'Q9Y5V3')"
"('B1A4H9', 'P15509')"
"('P84098', 'P63173')"
"('Q12933', 'Q9BQA5')"
"('Q96F46', 'Q8NAC3')"
"('P55268', 'P17301')"
"('Q9UHX1', 'Q13573')"
"('P78417', 'Q9P2H0')"
"('P33240', 'O95163')"
"('Q92624', 'P23511')"
"('P53779', 'P53539')"
"('Q9BXP5', 'P61956')"
"('P20963', 'P16410')"
"('Q00610', 'Q9H492')"
"('Q8WUY3', 'Q96D15')"
"('P59998', 'P62993')"
"('Q93074', 'Q15648')"
"('P62913', 'P35268')"
"('Q9Y6M9', 'Q16891')"
"('Q92985', 'Q9H171')"
"('P62805', 'O60884')"
"('P40197', 'P42336')"
"('P50150', 'P11229')"
"('Q13472', 'P54132')"
"('Q15428', 'Q12874')"
"('Q9H2G2', 'Q9HCM9')"
"('P17096', 'Q9UMX1')"
"('Q14738', 'Q13698')"
"('P55036', 'P62191')"
"('Q9NYY1', 'P42701')"
"('P42224', 'Q9UL17')"
"('P16333', 'Q92988')"
"('Q5T3J3', 'Q9UN74')"
"('P43405', 'O75023')"
"('Q6ZSY5', 'P15735')"
"('Q14164', 'P07814')"
"('Q9H8Y8', 'O43809')"
"('P49674', 'Q9BQ89')"
"('Q8NH64', 'P38405')"
"('Q8IX03', 'P35240')"
"('P18146', 'Q13207')"
"('P98175', 'P05455')"
"('P22694', 'Q14721')"
"('Q9UQ90', 'Q9UKM9')"
"('Q09472', 'Q15797')"
"('Q8NHZ7', 'Q09028')"
"('P14618', 'P04049')"
"('O15524', 'P07333')"
"('P18077', 'P84098')"
"('P16333', 'Q9HCQ7')"
"('P23508', 'Q96CX2')"
"('P63261', 'P35749')"
"('Q9P2W3', 'Q08462')"
"('Q13185', 'Q9BZ95')"
"('Q96ID5', 'P62328')"
"('P62826', 'P46060')"
"('Q6FI13', 'P58876')"
"('Q99759', 'P25445')"
"('A8K6C2', 'P15509')"
"('O15169', 'P39687')"
"('Q96RU7', 'P18848')"
"('P56199', 'P13612')"
"('Q9BQY4', 'Q9NWB1')"
"('Q13315', 'O00203')"
"('Q13094', 'Q06187')"
"('P62993', 'P53680')"
"('Q68CP9', 'Q13315')"
"('Q13526', 'P30307')"
"('Q13387', 'Q8TAM1')"
"('Q9H223', 'Q9BUV8')"
"('P08173', 'O14610')"
"('P01106', 'Q9H583')"
"('Q9NRA8', 'P54253')"
"('Q9Y4K3', 'O00232')"
"('O95400', 'P23246')"
"('O75643', 'Q15287')"
"('Q9P2M7', 'P61981')"
"('Q8WV28', 'P19174')"
"('O15504', 'O75694')"
"('P50914', 'P62891')"
"('Q96JB5', 'Q7RTX8')"
"('Q969Q6', 'Q9BXT2')"
"('P25398', 'P46782')"
"('P49720', 'Q9UET6')"
"('P38159', 'Q14103')"
"('P35626', 'Q8NGS1')"
"('Q99459', 'Q16763')"
"('P19793', 'P42575')"
"('O43914', 'O15389')"
"('Q02363', 'P15884')"
"('O75970', 'O95832')"
"('P60520', 'O14764')"
"('Q9UL03', 'Q6ZVL6')"
"('P98164', 'P02766')"
"('P22694', 'P48549')"
"('Q92793', 'Q03164')"
"('Q9GZM8', 'P49454')"
"('A6NMZ7', 'P16070')"
"('P30480', 'Q96QK1')"
"('P38398', 'Q13085')"
"('P12109', 'P08648')"
"('O15230', 'P26010')"
"('O43818', 'P10114')"
"('Q9UKF6', 'Q9P2I0')"
"('Q05066', 'P84022')"
"('Q12873', 'Q86YP4')"
"('Q99683', 'P53779')"
"('Q86Y01', 'P0CG48')"
"('P48039', 'P63096')"
"('P00533', 'O00329')"
"('Q96CW1', 'Q00610')"
"('Q8IXJ6', 'O60729')"
"('P01243', 'P26368')"
"('Q13573', 'Q9Y5Q9')"
"('Q9BRG2', 'P04626')"
"('P61956', 'Q96RR1')"
"('P08107', 'Q9BXA6')"
"('406911', 'Q15306')"
"('P82675', 'Q14197')"
"('P40337', 'Q8N4S0')"
"('O75159', 'P42702')"
"('Q9NQX3', 'P78334')"
"('O75044', 'P60763')"
"('Q05513', 'Q9NRA0')"
"('Q92793', 'P14060')"
"('Q13671', 'P00519')"
"('P22694', 'O00305')"
"('Q96DH6', 'Q9H8Y8')"
"('Q16665', 'P09972')"
"('Q9NR96', 'O76013')"
"('Q8N122', 'Q16665')"
"('Q12988', 'Q9Y3C7')"
"('Q03135', 'P01834')"
"('Q93079', 'Q92769')"
"('Q99836', 'Q12874')"
"('P01579', 'Q08334')"
"('P42338', 'P13196')"
"('P14136', 'P08670')"
"('Q13191', 'Q8IZP0')"
"('P18564', 'P46108')"
"('Q9UQ07', 'P16333')"
"('P36956', 'P41235')"
"('P22301', 'P26992')"
"('O75400', 'Q9UKY1')"
"('Q9UJY5', 'P11717')"
"('Q13547', 'Q9UBB5')"
"('Q9Y5X1', 'Q9NZW5')"
"('Q9H7E9', 'P06241')"
"('P06748', 'Q9H4L4')"
"('Q9UBE8', 'P54253')"
"('Q13573', 'Q9BZZ5')"
"('P12931', 'Q9UQC2')"
"('P68543', 'P55072')"
"('406881', 'P01111')"
"('P0CAP2', 'Q86VK4')"
"('O60925', 'O15031')"
"('Q04206', 'P98170')"
"('Q00597', 'Q13813')"
"('P18859', 'Q9NTG7')"
"('Q15554', 'P16104')"
"('P42345', 'Q8TAI7')"
"('P38398', 'Q8WXE1')"
"('Q9UPQ3', 'P04183')"
"('P41252', 'O43318')"
"('Q9UJM3', 'P63104')"
"('P20749', 'P06239')"
"('P68032', 'P19429')"
"('O95785', 'Q15714')"
"('O95760', 'P0C0S8')"
"('Q96L34', 'P23258')"
"('Q8NFH3', 'P51116')"
"('P13010', 'P09874')"
"('O75694', 'P11802')"
"('Q96S59', 'Q9Y6K9')"
"('P49790', 'Q8NFH5')"
"('P60660', 'P56537')"
"('O95433', 'O15360')"
"('Q8WU39', 'Q16659')"
"('Q9H2G2', 'Q9BYB0')"
"('P27986', 'P43626')"
"('Q9Y2J2', 'Q9UHC6')"
"('O43318', 'P51610')"
"('P17612', 'Q96D31')"
"('P57678', 'Q16637')"
"('P30480', 'Q9UBT2')"
"('Q8IZ69', 'P10914')"
"('Q9H222', 'P27986')"
"('Q9UL18', 'P50914')"
"('Q9P2R6', 'Q9BQ66')"
"('Q9HCK5', 'P11021')"
"('P50750', 'P24928')"
"('P48740', 'P0C0L4')"
"('Q5JWF2', 'Q9UP65')"
"('Q02045', 'P60660')"
"('Q99750', 'Q14213')"
"('Q16629', 'Q07955')"
"('Q96Q83', 'P25440')"
"('Q13136', 'Q13332')"
"('Q9NWT6', 'Q16665')"
"('Q9HC98', 'P30291')"
"('P22681', 'P0CG47')"
"('O76003', 'Q04759')"
"('Q68CP9', 'Q96GM5')"
"('Q13418', 'Q9UHX1')"
"('Q03001', 'Q9NYQ7')"
"('Q96FJ0', 'Q15645')"
"('P43307', 'P30480')"
"('P49716', 'Q9Y6K1')"
"('O75489', 'P03923')"
"('P53803', 'Q9Y2S0')"
"('Q04721', 'P46109')"
"('O75586', 'P57721')"
"('Q86YT6', 'P61077')"
"('O14497', 'P38398')"
"('Q00005', 'P52597')"
"('Q16637', 'Q09013')"
"('Q9H0H5', 'P05783')"
"('Q9C035', 'P62256')"
"('Q9Y3U8', 'P84098')"
"('Q01974', 'Q9Y6F9')"
"('P19544', 'Q14192')"
"('P22612', 'Q8TD86')"
"('Q9BXL5', 'P41218')"
"('P68104', 'Q00887')"
"('Q53ET0', 'Q9Y2K2')"
"('P68036', 'Q9Y4K3')"
"('P24530', 'Q03113')"
"('Q07890', 'Q13191')"
"('Q7Z7M8', 'Q92796')"
"('Q05682', 'P29353')"
"('O00329', 'P16333')"
"('O60739', 'P12004')"
"('Q9UQL6', 'Q16777')"
"('Q9Y4K3', 'Q99683')"
"('Q8TER5', 'P20366')"
"('P22681', 'P78552')"
"('P06241', 'P35968')"
"('Q92830', 'Q9H8E8')"
"('P38398', 'P08047')"
"('O15524', 'Q13651')"
"('P15153', 'P31150')"
"('O75400', 'Q6NZY4')"
"('Q9Y5J5', 'P52272')"
"('Q9NPI1', 'P0C0S8')"
"('Q4VC44', 'Q15047')"
"('Q8N423', 'P15813')"
"('O15116', 'Q96B26')"
"('Q92597', 'P11021')"
"('Q96EZ8', 'Q9BQD3')"
"('P62993', 'P62244')"
"('P35568', 'P42338')"
"('P45983', 'P40763')"
"('P63167', 'Q9NRX3')"
"('Q8IVF7', 'O75400')"
"('Q13315', 'Q15013')"
"('P21741', 'P31431')"
"('P12956', 'Q8IW19')"
"('P18077', 'Q9UNX3')"
"('P63104', 'Q9UHB6')"
"('P04839', 'Q15759')"
"('P42263', 'Q14957')"
"('P26358', 'P62979')"
"('P18848', 'P15407')"
"('P34947', 'P51684')"
"('Q96GM8', 'Q01081')"
"('Q13263', 'Q00005')"
"('P67870', 'Q08752')"
"('P18846', 'Q9HBZ2')"
"('Q00839', 'P26599')"
"('P46092', 'Q6ZVL6')"
"('Q14573', 'Q9NSC5')"
"('Q99624', 'A6NC98')"
"('Q9H492', 'P55084')"
"('P63267', 'P60660')"
"('Q8IZQ1', 'Q13501')"
"('P24043', 'P16070')"
"('Q99879', 'Q96QV6')"
"('Q6P2I7', 'O75896')"
"('P98077', 'P12931')"
"('P49662', 'Q969L4')"
"('407055', 'P42345')"
"('O75716', 'Q9NRH2')"
"('P07437', 'P00533')"
"('Q8N3R9', 'Q9BUF7')"
"('O14640', 'Q9Y2G4')"
"('Q8WTV0', 'P55345')"
"('O95359', 'P07199')"
"('P10586', 'P12757')"
"('P63279', 'Q9NPI1')"
"('Q9H1J1', 'Q9GZY0')"
"('Q13526', 'O15169')"
"('P35609', 'P68366')"
"('Q9UEE9', 'Q01844')"
"('Q8WUQ7', 'O00453')"
"('P13686', 'Q05516')"
"('P41240', 'P23470')"
"('P46778', 'P39023')"
"('P26992', 'P40189')"
"('P30480', 'P62333')"
"('Q13595', 'P29762')"
"('O15260', 'Q9HC98')"
"('Q9Y4K3', 'Q14974')"
"('P13501', 'P49682')"
"('P07948', 'Q14511')"
"('Q99459', 'Q15723')"
"('Q9NYQ7', 'O15020')"
"('Q96PU8', 'Q9NQZ3')"
"('Q8N554', 'Q96BR9')"
"('Q15027', 'P62993')"
"('P17947', 'P23769')"
"('Q14289', 'Q15047')"
"('P11142', 'P19438')"
"('Q8IV61', 'P01111')"
"('Q99570', 'P02766')"
"('Q9P2H0', 'P33240')"
"('Q9UL46', 'P17980')"
"('Q15907', 'O95897')"
"('P17081', 'Q9P286')"
"('P08107', 'Q14164')"
"('P62380', 'O60664')"
"('P13236', 'P25025')"
"('P60900', 'Q15008')"
"('O60353', 'O75197')"
"('Q13485', 'Q9HAV4')"
"('Q9Y4K3', 'Q9C0K7')"
"('P52630', 'P40305')"
"('P04004', 'P53708')"
"('P11233', 'Q96KP1')"
"('Q13200', 'Q15008')"
"('P63096', 'O60262')"
"('Q02153', 'P33402')"
"('P04350', 'Q14155')"
"('P55789', 'P61201')"
"('O14737', 'Q5UIP0')"
"('Q99836', 'P27986')"
"('Q16665', 'P41159')"
"('O60232', 'P51116')"
"('P22694', 'Q9Y698')"
"('Q13277', 'P60880')"
"('Q8WVD5', 'Q9HCE7')"
"('P54819', 'Q9Y4K3')"
