negatives
"('Q07890', 'P52198')"
"('Q9HAW0', 'P56192')"
"('Q9UL42', 'Q96L34')"
"('406906', 'Q15759')"
"('Q9P0U4', 'Q93079')"
"('Q9BPY3', 'P62879')"
"('P32004', 'Q96S59')"
"('Q92754', 'Q99967')"
"('Q8IYB3', 'P61978')"
"('Q12959', 'P23634')"
"('Q14164', 'Q9Y5S9')"
"('P45984', 'O15264')"
"('P25786', 'P40306')"
"('Q15370', 'Q8N668')"
"('O75116', 'Q13573')"
"('P01892', 'Q13241')"
"('P62195', 'O00487')"
"('P50151', 'O00459')"
"('Q9NRA8', 'O60573')"
"('P01567', 'Q8IU57')"
"('Q9UQ80', 'O00716')"
"('P28074', 'P60900')"
"('P78371', 'P62714')"
"('P49888', 'Q96ID5')"
"('P07766', 'P09382')"
"('P24522', 'P15880')"
"('Q9UNX3', 'P63173')"
"('P25054', 'Q92793')"
"('P02647', 'P02745')"
"('P63279', 'Q96GF1')"
"('Q96DH6', 'Q9H8Y8')"
"('Q13352', 'P63261')"
"('P63279', 'Q15047')"
"('Q5UIP0', 'Q9H9Y6')"
"('O95786', 'O14879')"
"('Q96I34', 'Q86UP0')"
"('Q7Z2E3', 'Q9UID6')"
"('P56539', 'P06241')"
"('Q9NRC1', 'O95295')"
"('O95166', 'O15040')"
"('Q96N67', 'P38936')"
"('P33076', 'O14773')"
"('Q99757', 'Q04206')"
"('Q9BXR0', 'Q15047')"
"('Q99942', 'P36897')"
"('O14775', 'Q92806')"
"('Q53FA7', 'Q9BWH2')"
"('Q8TEM1', 'Q9NRG9')"
"('P51654', 'P56704')"
"('P07942', 'P18564')"
"('Q99459', 'P43243')"
"('Q9UBU7', 'Q13416')"
"('P04637', 'Q92851')"
"('Q15648', 'Q9NVC6')"
"('Q9Y230', 'O43257')"
"('P00519', 'O43196')"
"('O60674', 'Q14765')"
"('Q09472', 'P29466')"
"('P78543', 'Q9HBU9')"
"('P52732', 'Q9BUZ4')"
"('Q99750', 'P54259')"
"('P08754', 'P45983')"
"('P67870', 'O14775')"
"('Q9Y3C7', 'A0JLT2')"
"('P08107', 'O75807')"
"('Q04941', 'P40337')"
"('P42680', 'Q99704')"
"('Q96CV9', 'Q9H1Y0')"
"('Q8IU54', 'Q13651')"
"('P56945', 'P18031')"
"('Q9H334', 'Q8IVH2')"
"('Q13315', '286828')"
"('P09326', 'O75955')"
"('P59998', 'Q9P1U1')"
"('Q12933', 'Q9H832')"
"('Q9NQX7', 'P46977')"
"('P05000', 'P19235')"
"('Q9NVD7', 'P06756')"
"('P61224', 'P52564')"
"('Q13535', 'P49760')"
"('P50406', 'P84996')"
"('Q99700', 'Q99963')"
"('Q08170', 'Q14683')"
"('P11586', 'Q9UBN6')"
"('Q14686', 'P60709')"
"('Q8NGN4', 'P38405')"
"('Q969D9', 'Q99650')"
"('Q9Y572', 'Q14790')"
"('Q16629', 'Q99459')"
"('P54619', 'P35575')"
"('Q9ULV8', 'Q01344')"
"('P30273', 'P42338')"
"('Q9NQC3', 'P06241')"
"('O60739', 'Q9Y262')"
"('Q8N5R6', 'O14964')"
"('O75569', 'Q6NUN9')"
"('P10275', 'P06400')"
"('P05783', 'P05452')"
"('O75821', 'Q99459')"
"('P27708', 'Q99558')"
"('A5YKK6', 'P10828')"
"('P40305', 'Q00978')"
"('O00257', 'Q93009')"
"('P10275', 'Q15652')"
"('P62993', 'Q9UMY4')"
"('P53350', 'P30291')"
"('Q16658', 'P01889')"
"('P42768', 'P68400')"
"('P20333', 'Q16512')"
"('Q6UWZ7', 'Q96RL1')"
"('Q96N03', 'P54253')"
"('Q99613', 'O15371')"
"('P46013', 'Q16637')"
"('O60603', 'P14625')"
"('P20042', 'O15371')"
"('Q9H9E3', 'Q8WVM8')"
"('A7KAX9', 'P54253')"
"('P63261', 'P62993')"
"('Q15811', 'Q6ZUJ8')"
"('Q9P258', 'Q9UKE5')"
"('Q9H1I8', 'Q12789')"
"('O95182', 'P03915')"
"('Q06587', 'O95931')"
"('P63104', 'Q15287')"
"('Q9NS73', 'Q96MT8')"
"('Q8TBB1', 'P21673')"
"('Q9NNX6', 'P61586')"
"('P12081', 'P26641')"
"('P01566', 'P26992')"
"('P49916', 'P27986')"
"('Q01094', 'P18887')"
"('P50052', 'P50148')"
"('P48551', 'Q13651')"
"('Q96AW1', 'Q96KB5')"
"('P52272', 'Q14164')"
"('Q8NGH9', 'P38405')"
"('P56537', 'P60660')"
"('Q13561', 'Q14164')"
"('Q9HBE5', 'P29597')"
"('Q15393', 'P08631')"
"('Q13330', 'P01137')"
"('Q13526', 'Q9Y3Q8')"
"('Q02543', 'P61254')"
"('P11171', 'Q96AG4')"
"('P51955', 'Q9H254')"
"('O00206', 'P01100')"
"('Q92985', 'Q8IZ69')"
"('P51817', 'Q05469')"
"('Q13444', 'P00519')"
"('P0C0S5', 'Q9NQS7')"
"('P62380', 'P52657')"
"('P22694', 'P05026')"
"('P62310', 'P51681')"
"('Q05516', 'P51159')"
"('P78369', 'Q16625')"
"('P33993', 'Q9UNS1')"
"('Q92797', 'P33240')"
"('P53778', 'P27361')"
"('P31994', 'O60880')"
"('P18850', 'P16220')"
"('P37840', 'P49841')"
"('Q9H8Y8', 'Q13228')"
"('O75909', 'O60858')"
"('P20930', 'P40337')"
"('P01106', 'Q14126')"
"('Q16778', 'P61964')"
"('Q13017', 'Q07889')"
"('Q13404', 'Q99942')"
"('Q8N257', 'Q16777')"
"('Q92769', 'P40763')"
"('Q9H1J5', 'O60353')"
"('P07359', 'P27348')"
"('P26641', 'P53602')"
"('O00212', 'Q13153')"
"('P01589', 'Q8WYR1')"
"('P25963', 'P04350')"
"('O75084', 'P78352')"
"('P52948', 'P78406')"
"('Q16665', 'P04406')"
"('Q9UET6', 'Q9BWD1')"
"('O14745', 'P07550')"
"('Q04206', 'Q9Y2G2')"
"('Q8WXI9', 'O94776')"
"('Q02878', 'P05387')"
"('P63098', 'Q9NZT1')"
"('Q9Y3C5', 'P21580')"
"('P07996', 'P24593')"
"('P60709', 'O15198')"
"('Q86UA6', 'P19438')"
"('O14576', 'Q9GZM8')"
"('O95402', 'P30876')"
"('Q9P212', 'Q9ULU4')"
"('P33993', 'Q8WYH8')"
"('Q9H422', 'O94842')"
"('P05106', 'P12931')"
"('Q86WV6', 'Q15043')"
"('P22612', 'P61586')"
"('Q9UBS3', 'Q969G6')"
"('P62847', 'P62851')"
"('O60934', 'P24864')"
"('Q16629', 'P61978')"
"('Q86XA0', 'P04183')"
"('O15111', 'Q86VP1')"
"('Q96RG2', 'P61964')"
"('P49190', 'P62158')"
"('P33240', 'Q9UMX0')"
"('Q16611', 'Q8IVG9')"
"('P18146', 'Q04609')"
"('P83916', 'Q9UPN9')"
"('P54762', 'P62993')"
"('Q16718', 'Q15038')"
"('P55199', 'P04637')"
"('P29350', 'O60603')"
"('P58876', 'P60709')"
"('P04183', 'O95741')"
"('P11532', 'P63261')"
"('Q96GM8', 'Q13123')"
"('Q9Y6K9', 'P07498')"
"('O14802', 'Q9NW08')"
"('Q9Y6X2', 'P42226')"
"('Q70Z53', 'Q96N46')"
"('O15372', 'Q14152')"
"('Q8TAM1', 'O14788')"
"('O95782', 'Q9H0H5')"
"('Q9Y3B8', 'Q9H1Y0')"
"('Q14164', 'Q86UP2')"
"('Q9BX84', 'Q7Z406')"
"('P07498', 'Q9Y6X8')"
"('Q14696', 'P28066')"
"('Q13315', 'Q5H9R7')"
"('Q9Y4K3', 'P53805')"
"('P40939', 'P30480')"
"('Q9UQM7', 'O43889')"
"('P15336', 'Q99871')"
"('P01023', 'P01375')"
"('P21802', 'Q9NR46')"
"('Q9UBS5', 'O75899')"
"('P10827', 'Q71F56')"
"('P62917', 'Q92901')"
"('Q13002', 'Q6UWE0')"
"('P42345', 'P35568')"
"('P63096', 'Q13936')"
"('O75525', 'Q8N5R6')"
"('O60858', 'Q9UKM9')"
"('O15155', 'O75396')"
"('Q7Z6M1', 'Q9Y2Y6')"
"('Q8IY92', 'Q9H9J2')"
"('P19013', 'Q8IY92')"
"('Q9BY41', 'Q99879')"
"('O14775', 'Q00722')"
"('Q05519', 'P38159')"
"('P49841', 'Q9UHY1')"
"('Q00839', 'O14920')"
"('P23588', 'P62258')"
"('P06454', 'P18754')"
"('P33151', 'P29353')"
"('Q13523', 'Q99459')"
"('Q06124', 'O95866')"
"('P16220', 'Q7RTR2')"
"('P00750', 'P05787')"
"('Q9P286', 'P54727')"
"('P63000', 'P46734')"
"('Q9BUL9', 'O75817')"
"('O43175', 'P20333')"
"('P56279', 'P31749')"
"('P01562', 'Q6UXL0')"
"('Q9HAW0', 'P57088')"
"('Q13573', 'Q99460')"
"('P32121', 'Q8NGQ3')"
"('Q9BQ75', 'Q9UKV8')"
"('Q16254', 'Q9UKT4')"
"('P35568', 'Q9UM73')"
"('Q04206', '407024')"
"('P62993', 'O75369')"
"('O60244', 'P06241')"
"('O60739', 'Q14152')"
"('P05106', 'P29353')"
"('P51955', 'Q9Y2X7')"
"('P54652', 'Q99759')"
"('A9UHW6', 'O14964')"
"('P22607', 'Q99961')"
"('Q9Y3Q4', 'P00519')"
"('P14678', 'P83369')"
"('P14778', 'P52564')"
"('P62993', 'P13501')"
"('O60508', 'P52756')"
"('P62753', 'P62266')"
"('Q5VVX9', 'Q99496')"
"('O15524', 'P00533')"
"('Q9Y6D5', 'O75400')"
"('Q15366', 'P67809')"
"('P16333', 'Q9UBS5')"
"('P61981', 'Q92764')"
"('P15153', 'Q9NQU5')"
"('Q13233', 'P62263')"
"('Q8NEW0', 'P25942')"
"('Q8NFM4', 'Q8WZA2')"
"('P53621', 'Q02978')"
"('O43147', 'Q9HCC8')"
"('P35232', 'Q02779')"
"('P05305', 'Q9NRR5')"
"('P51681', 'Q9UNF1')"
"('P35626', 'Q8NH69')"
"('P42677', 'P62847')"
"('P62993', 'P01116')"
"('Q9C005', 'Q14686')"
"('P55055', 'P17405')"
"('Q8WUM4', 'Q9Y6E0')"
"('O00267', 'P21580')"
"('O95639', 'Q6UXN9')"
"('Q92796', 'P82980')"
"('Q9P0L1', 'Q9Y5X1')"
"('Q05655', 'Q15717')"
"('Q16236', 'P14921')"
"('P62424', 'P62906')"
"('Q9BUF5', 'P68363')"
"('P04350', 'Q99558')"
"('P68032', 'Q59H18')"
"('406933', 'Q96RT1')"
"('O60341', 'P68431')"
"('O94915', 'Q9NRI5')"
"('O00329', 'P31751')"
"('P46781', 'P62851')"
"('P61088', 'Q13573')"
"('P63165', 'P63279')"
"('P22105', 'P53708')"
"('O75822', 'Q04637')"
"('P32121', 'Q96R45')"
"('P53350', 'Q8N8A2')"
"('P01889', 'P07498')"
"('O75251', 'Q9NX14')"
"('P03372', 'O75925')"
"('Q9NX58', 'Q96GQ7')"
"('Q15118', 'O00141')"
"('P12757', 'P30260')"
"('P14678', 'P38432')"
"('O00206', 'Q9UMX0')"
"('Q96BK5', 'P62158')"
"('Q9ULH1', 'Q99962')"
"('O15287', 'Q9HB96')"
"('Q96LR5', 'P78317')"
"('Q86UT6', 'O14920')"
"('P36873', 'Q16821')"
"('Q9HC36', 'Q9GZS1')"
"('P12956', 'P12544')"
"('P63165', 'O60684')"
"('O14737', 'Q9P2H0')"
"('P42338', 'Q13480')"
"('O15111', 'P35580')"
"('Q7Z3E2', 'P84022')"
"('P68400', 'P11387')"
"('Q9UL18', 'P82675')"
"('O14775', 'P53778')"
"('Q9H8Y8', 'P60891')"
"('P00533', 'P04792')"
"('Q9P2Y5', 'Q9C0C7')"
"('P24864', 'O15047')"
"('P27361', 'P05023')"
"('P05023', 'P00533')"
"('Q15428', 'Q12874')"
"('Q9NQC3', 'Q8WWV3')"
"('O00459', 'Q06124')"
"('Q9BQ83', 'P25789')"
"('P35222', 'Q9Y3R0')"
"('O14757', 'P63104')"
"('Q99759', 'Q04917')"
"('P14174', 'P29372')"
"('P19838', 'P46531')"
"('Q8N6T3', 'P48730')"
"('Q96RT8', 'Q96JB5')"
"('Q9Y6Q9', 'P13631')"
"('Q86U42', 'Q13242')"
"('P22455', 'P42336')"
"('O00167', 'Q93062')"
"('P40429', 'P35268')"
"('Q8NHH9', 'P63104')"
"('O43707', 'Q13797')"
"('O60711', 'Q05397')"
"('P62753', 'P22090')"
"('P0CG48', 'O15350')"
"('Q9NXR8', 'Q96Q83')"
"('P62847', 'P15880')"
"('P08865', 'P62979')"
"('Q07889', 'P58107')"
"('Q9H8Y8', 'Q8TBE9')"
"('Q13616', 'O60260')"
"('Q13368', 'P54257')"
"('P20333', 'P11021')"
"('P23258', 'P49841')"
"('Q92997', 'Q9Y2T1')"
"('Q9UF33', 'P20936')"
"('P09619', 'P01116')"
"('P27695', 'Q13177')"
"('P08253', 'O95832')"
"('Q16665', 'P52789')"
"('P46531', 'Q8N9I9')"
"('P61326', 'P56537')"
"('Q08209', 'Q05513')"
"('Q00005', 'P42285')"
"('O15520', 'P08069')"
"('P0CG47', 'P49281')"
"('P15104', 'P63279')"
"('Q99689', 'Q9Y6M9')"
"('P25054', 'Q03001')"
"('Q14974', 'P06454')"
"('P13385', 'P46379')"
"('P55010', 'P55884')"
"('Q14164', 'O43776')"
"('Q04206', 'P25963')"
"('Q96QV6', 'O15379')"
"('P12956', 'P50453')"
"('P62330', 'P39656')"
"('Q96PV6', 'Q16637')"
"('Q92830', 'O75486')"
"('P0C0S5', 'Q9BY41')"
"('P17612', 'P10071')"
"('Q9Y399', 'Q14197')"
"('P28566', 'P59768')"
"('P01106', 'O95980')"
"('P33076', 'O43242')"
"('O15379', 'Q8IUE6')"
"('P51864', 'Q7L5N1')"
"('P51991', 'P07910')"
"('P62249', 'P62266')"
"('O75554', 'P08621')"
"('P14174', 'P40337')"
"('Q13145', 'Q04771')"
"('P07195', 'P35222')"
"('P46060', 'A6NKT7')"
"('Q13315', 'Q99728')"
"('Q9Y566', 'Q86YM7')"
"('Q8WZA9', 'P49716')"
"('P38936', 'O75529')"
"('P43115', 'P04899')"
"('O43318', 'P21333')"
"('Q9NRM7', 'Q9GZV5')"
"('O94906', 'Q15428')"
"('Q9NNX6', 'P61812')"
"('P61978', 'P09651')"
"('P27482', 'Q96LZ3')"
"('Q14103', 'Q15717')"
"('Q9Y2X7', 'Q9GZR7')"
"('O00750', 'P27986')"
"('Q6P2I7', 'Q9Y478')"
"('P10914', 'O60583')"
"('Q9BQ89', 'O14576')"
"('P52756', 'Q15428')"
"('Q8WXD5', 'P62314')"
"('Q9NP31', 'P19174')"
"('P16520', 'O95467')"
"('P21781', 'P51452')"
"('Q9UMN6', 'P84022')"
"('O15524', 'P10721')"
"('P30085', 'Q15714')"
"('P46779', 'P84098')"
"('Q13573', 'Q12996')"
"('Q9BWN1', 'Q9P0V3')"
"('Q9Y328', 'Q9P2W9')"
"('P22694', 'Q06432')"
"('P13797', 'P40337')"
"('Q8N5J2', 'O95777')"
"('Q9UDY2', 'Q07157')"
"('Q8N9I9', 'Q8IWF7')"
"('Q99567', 'Q9UKX7')"
"('Q9UL68', 'Q9UKE5')"
"('P0CG48', 'Q13191')"
"('O43318', 'P34931')"
"('P12004', 'P04222')"
"('P07437', 'Q00005')"
"('Q9NZF1', 'Q15645')"
"('P23771', 'P22301')"
"('Q6P2C8', 'Q9BWU1')"
"('Q6VMQ6', 'Q9GZX5')"
"('P62820', 'Q8N2Y8')"
"('O14490', 'P78352')"
"('P58004', 'Q06830')"
"('Q13332', 'P61956')"
"('P62857', 'P60866')"
"('Q96DB2', 'Q93077')"
"('Q14839', 'Q9UPN9')"
"('Q9P0M6', 'P58876')"
"('Q15029', 'Q8NBJ4')"
"('Q13753', 'P26012')"
"('P62826', 'Q9UIA9')"
"('Q12933', 'Q5T124')"
"('Q96HF1', 'P56706')"
"('P13612', 'P18084')"
"('Q9Y262', 'P50570')"
"('Q96DZ1', 'P01241')"
"('Q9UJU2', 'P20265')"
"('P41595', 'O60840')"
"('Q15102', 'Q15047')"
"('P30050', 'P39023')"
"('P51531', 'P62834')"
"('P46379', 'P51864')"
"('P56706', 'Q9ULV1')"
"('Q05193', 'Q99961')"
"('Q9NS73', 'Q01658')"
"('Q14257', 'Q13546')"
"('O15479', 'P62807')"
"('P42226', 'Q9UHD2')"
"('P54762', 'P20936')"
"('Q92890', 'P00488')"
"('O15105', 'P12755')"
"('P19474', 'Q92793')"
"('574457', 'Q92908')"
"('P01106', 'P17096')"
"('Q15012', 'P04350')"
"('O94973', 'O00291')"
"('P01834', 'P02647')"
"('Q92538', 'Q9Y678')"
"('Q96CV9', 'Q13114')"
"('O15084', 'Q14185')"
"('P30457', 'Q9NYU2')"
"('O95163', 'P62195')"
"('P01375', 'O43541')"
"('P17931', 'P16150')"
"('O95685', 'Q13522')"
"('Q03164', 'Q6UXN9')"
"('O43707', 'O75578')"
"('P51531', 'Q92922')"
"('Q9BVC4', 'P17252')"
"('Q2M3G4', 'P60709')"
"('Q13330', 'P78368')"
"('Q9H2X3', 'P33241')"
"('P46937', 'Q9UJU2')"
"('Q9BQD3', 'Q9H8S9')"
"('P63098', 'Q9UJX2')"
"('Q96GM5', 'P01100')"
"('Q00169', 'P00533')"
"('Q96BV0', 'Q16659')"
"('P05230', 'P10721')"
"('P19838', 'P98170')"
"('Q9UKT7', 'Q13616')"
"('P35368', 'Q96CW1')"
"('O15169', 'P35222')"
"('Q9P2S5', 'Q9BT78')"
"('P61088', 'Q12933')"
"('Q6UVY6', 'P67870')"
"('P14416', 'Q9UBI6')"
"('O43809', 'Q16643')"
"('Q96T51', 'P08631')"
"('Q8N357', 'P50454')"
"('P16473', 'P29992')"
"('P78380', 'P34931')"
"('Q16778', 'Q969S8')"
"('Q08209', 'Q9UQC2')"
"('Q2TBE0', 'Q07021')"
"('P68133', 'Q96Q83')"
"('Q9Y618', 'Q13573')"
"('P49023', 'P26599')"
"('Q00005', 'P05166')"
"('P07996', 'P05106')"
"('P20916', 'P02686')"
"('Q92636', 'P60709')"
"('Q13233', 'P36578')"
"('Q15047', 'P17028')"
"('Q15287', 'P63010')"
"('P61077', 'Q96EQ8')"
"('Q99436', 'P53350')"
"('P04908', 'Q93079')"
"('Q9BQ66', 'P27658')"
"('P40937', 'Q9HCU8')"
"('P23560', 'P34130')"
"('P63104', 'Q9H9J4')"
"('P78527', 'Q9UBU8')"
"('P30307', 'Q9H4B4')"
"('Q6H8Q1', 'P18146')"
"('Q13404', 'Q13064')"
"('O43395', 'Q15020')"
"('P32519', 'P24071')"
"('Q5TA89', 'O60674')"
"('P42766', 'Q9HCK5')"
"('Q9Y572', 'P19105')"
"('Q02790', 'O95166')"
"('P32519', 'P30273')"
"('Q9BT22', 'Q92731')"
"('Q8TDN6', 'Q13432')"
"('Q8IZ69', 'Q13526')"
"('P05771', 'Q13164')"
"('P08637', 'P35354')"
"('Q13362', 'Q9UPR3')"
"('Q16659', 'Q6ZNG1')"
"('Q9NYM9', 'O14653')"
"('Q9UPN9', 'P84022')"
"('P24530', 'P56645')"
"('Q9UPT6', 'P53779')"
"('Q15797', 'P56915')"
"('Q9UBF6', 'Q96Q27')"
"('Q5JQF8', 'P50616')"
"('Q16594', 'P49848')"
"('Q15119', 'Q96AB3')"
"('Q9P2D1', 'Q6STE5')"
"('Q8N5C8', 'P45984')"
"('O95782', 'P42566')"
"('Q9BQE3', 'Q00987')"
"('Q86XL3', 'O15264')"
"('Q9ULV8', 'Q96B97')"
"('Q92985', 'P13501')"
"('P19429', 'P67936')"
"('Q9BXL7', 'P62987')"
"('P35916', 'Q92529')"
"('Q9UK08', 'Q96PN6')"
"('P13501', 'O00590')"
"('Q6ZUJ8', 'Q92569')"
"('P13569', 'O15269')"
"('Q15796', 'P35813')"
"('P01571', 'Q01113')"
"('O43298', 'Q8TAP4')"
"('P13569', 'Q9UJC5')"
"('Q92620', 'P14866')"
"('Q15052', 'Q13444')"
"('P35626', 'P58180')"
"('343477', 'P30291')"
"('Q13114', 'Q86WV6')"
"('P05556', 'P09382')"
"('P35326', 'P12931')"
"('Q9UGP8', 'Q6DKJ4')"
"('P35606', 'Q9HAW0')"
"('P58876', 'Q92769')"
"('P10275', 'P11021')"
"('Q96HP0', 'P61587')"
"('P54619', 'O00763')"
"('P00519', 'P15586')"
"('P00749', 'P55347')"
"('P04406', 'P11166')"
"('Q9UI14', 'Q15382')"
"('O00459', 'P17081')"
"('Q5T5P2', 'O60504')"
"('Q8N257', 'P0C0S5')"
"('P35680', 'Q9BYF1')"
"('P62993', 'P15586')"
"('P60484', 'Q07889')"
"('P61968', 'O15066')"
"('P47712', 'P60709')"
"('P16871', 'Q9UL46')"
"('P50150', 'Q8TCU6')"
"('Q9P126', 'P43405')"
"('406882', 'P05231')"
"('Q13547', 'P10275')"
"('Q16594', 'Q9BRQ0')"
"('P19338', 'O75116')"
"('O60603', 'P27348')"
"('Q9Y2H0', 'O00499')"
"('Q15428', 'O75643')"
"('P40855', 'P42771')"
"('P52333', 'P42336')"
"('Q7Z6B7', 'P17081')"
"('P42345', 'Q15208')"
"('P78396', 'Q9UJZ1')"
"('Q07955', 'Q13243')"
"('Q969H0', 'P63208')"
"('P63208', 'P84022')"
"('Q13573', 'P04792')"
"('O75528', 'Q9HBM6')"
"('P18847', 'P03956')"
"('P16471', 'P49069')"
"('Q8WW22', 'Q9P0V3')"
"('O14641', 'P04637')"
"('P55196', 'P31946')"
"('O75382', 'O43707')"
"('Q8WUM0', 'Q8WYP5')"
"('Q9NVD7', 'Q99459')"
"('O00141', 'P39023')"
"('P19419', 'Q16143')"
"('Q99496', 'Q9HAU4')"
"('P01023', 'P12544')"
"('P14770', 'P07359')"
"('P54105', 'Q9Y333')"
"('P49662', 'Q9Y241')"
"('Q14353', 'P08246')"
"('Q9UDY8', 'Q9Y4K3')"
"('P49675', 'Q8TD31')"
"('406947', 'Q13546')"
"('P63098', 'Q9UJX3')"
"('P20827', 'P09619')"
"('Q9NR33', 'P78537')"
"('P17612', 'P40145')"
"('P67775', 'Q99832')"
"('O15516', 'Q09472')"
"('Q9H0H5', 'P61981')"
"('Q9Y230', 'Q52LR7')"
"('P24593', 'P46379')"
"('O75815', 'Q9Y286')"
"('P15336', 'P08253')"
"('Q14643', 'Q13554')"
"('P01137', 'Q9BZS1')"
"('P01106', 'Q96PK6')"
"('Q9UNS1', 'Q14566')"
"('Q16637', 'Q9BT40')"
"('Q9NS75', 'P50148')"
"('Q9UH99', 'Q9HC24')"
"('P00519', 'P31946')"
"('P31946', 'O43521')"
"('Q15369', 'P55036')"
"('Q7L5D6', 'Q9Y6H5')"
"('Q13490', 'P68036')"
"('Q9NZJ7', 'Q15796')"
"('Q15797', 'Q9HCU5')"
"('Q9NYB9', 'Q9Y2A7')"
"('O60684', 'O95154')"
"('P00519', 'P52803')"
"('Q86UL8', 'Q8TEU7')"
"('Q15393', 'P04792')"
"('P11362', 'Q15464')"
"('Q8IWZ3', 'P06730')"
"('Q01844', 'Q70IA6')"
"('O75369', 'P27986')"
"('Q9H814', 'O95229')"
"('Q09161', 'P09651')"
"('P20963', 'Q13432')"
"('P60228', 'O15198')"
"('Q9NPH0', 'Q15404')"
"('O14610', 'Q00722')"
"('Q8WXG1', 'O75626')"
"('Q9H190', 'Q7Z7J5')"
"('Q14192', 'P38398')"
"('Q13535', 'Q562F6')"
"('Q9H788', 'Q9UJU6')"
"('P42224', 'P25791')"
"('Q04724', 'P15927')"
"('Q9BXR5', 'P23378')"
"('Q16594', 'Q12962')"
"('Q12933', 'Q96EK7')"
"('Q8NBZ0', 'P25490')"
"('Q9NR97', 'P49716')"
"('Q9UKY1', 'Q13765')"
"('P09012', 'P26368')"
"('O00327', 'P19793')"
"('Q9UBS5', 'P16520')"
"('Q9H173', 'P14923')"
"('P60709', 'P08238')"
"('O15520', 'P16234')"
"('P62258', 'P35580')"
"('P10606', 'Q8IXH7')"
"('Q8NI35', 'O00254')"
"('P42773', 'Q5T3J3')"
"('O75643', 'P23508')"
"('P62888', 'P61254')"
"('Q9NWK9', 'O95445')"
"('P63092', 'P63215')"
"('P12004', 'P24385')"
"('O14775', 'O95467')"
"('P28482', 'Q68CJ9')"
"('Q15750', 'O60641')"
"('P19338', 'Q6R327')"
"('Q13573', 'Q96AE4')"
"('Q9H2G2', 'P17844')"
"('O15169', 'Q9Y297')"
"('Q96RA2', 'P38405')"
"('P42331', 'Q07890')"
"('Q12873', 'O43657')"
"('P49642', 'Q00610')"
"('P13385', 'O60383')"
"('P45983', 'Q9BPZ7')"
"('Q92925', 'Q86U86')"
"('Q7Z699', 'Q9UBS4')"
"('Q9P2A4', 'Q96L14')"
"('Q14168', 'Q99459')"
"('Q05513', 'P07900')"
"('O15239', 'Q86Y39')"
"('P68036', 'Q9Y4K3')"
"('P04406', 'P06493')"
"('P21333', 'Q13797')"
"('P08670', 'Q13233')"
"('Q02833', 'Q9P212')"
"('P62877', 'Q9NRD1')"
"('P10275', 'Q00987')"
"('P39023', 'P47914')"
"('Q86Y82', 'O43752')"
"('Q13315', 'P17096')"
"('P51531', 'Q8NFD5')"
"('P43360', 'P78344')"
"('P27361', 'Q8TEY5')"
"('574034', 'Q9UBN7')"
"('Q86US8', 'Q13362')"
"('Q9NYJ8', 'Q00610')"
"('Q96JC1', 'P37173')"
"('P0CG48', 'Q96QV6')"
"('Q15428', 'O75937')"
"('Q05516', 'Q86YJ6')"
"('Q15596', 'Q09472')"
"('Q92769', 'Q969G3')"
"('P10070', 'Q2M1P5')"
"('Q9Y466', 'P15170')"
"('Q13469', 'Q8IUX4')"
"('P48357', 'O14654')"
"('P58107', 'Q9Y4K3')"
"('Q86WN2', 'P78552')"
"('Q9NR22', 'P38432')"
"('O00422', 'P01106')"
"('O00443', 'P00533')"
"('O75832', 'Q15008')"
"('Q06210', 'P01889')"
"('P19388', 'Q6PD62')"
"('P28482', 'O43521')"
"('Q99584', 'P18206')"
"('Q9NYG2', 'Q01844')"
"('P25963', 'Q16695')"
"('P32418', 'Q01484')"
"('P16871', 'P02787')"
"('Q14790', 'Q13501')"
"('P18887', 'P09874')"
"('Q92997', 'Q96B18')"
"('P61604', 'Q8N8V2')"
"('P55769', 'P98175')"
"('Q14164', 'O00303')"
"('P50453', 'Q04724')"
"('Q9Y478', 'P13639')"
"('Q9H1Y0', 'P00492')"
"('Q96A08', 'Q13547')"
"('P50539', 'P78536')"
"('P61326', 'Q969T4')"
"('O94842', 'Q13573')"
"('P26641', 'Q9BW27')"
"('Q9H4B6', 'P26927')"
"('P04629', 'P08575')"
"('O60260', 'O14933')"
"('P27540', 'P29274')"
"('O60936', 'P42575')"
"('P68363', 'P62993')"
"('Q5JQF8', 'Q9UIV1')"
"('O15169', 'O95996')"
"('Q6P1J9', 'Q03164')"
"('P00533', 'Q9UQF2')"
"('O95169', 'O14561')"
"('Q7Z3B3', 'Q15834')"
"('P46379', 'P50897')"
"('Q8IXM3', 'Q9BWH2')"
"('P20810', 'P62993')"
"('P22455', 'Q99962')"
"('Q96KG7', 'Q8TBE0')"
"('P49841', 'P61960')"
"('Q05519', 'P61978')"
"('Q9H1C4', 'O15260')"
"('A8TX70', 'P26010')"
"('P05113', 'Q14627')"
"('P16520', 'P84996')"
"('P22736', 'P18124')"
"('P07437', 'Q6WCQ1')"
"('Q13526', 'P10242')"
"('P28300', 'P98160')"
"('Q8WYR1', 'P05023')"
"('Q86YV0', 'P63104')"
"('P24071', 'P12314')"
"('Q7Z589', 'P51587')"
"('Q9Y286', 'Q9Y4K3')"
"('P68104', 'Q09472')"
"('Q14164', 'O00487')"
"('Q13573', 'Q92616')"
"('Q0VDF9', 'O14727')"
"('P21266', 'P28161')"
"('Q96RT8', 'Q06609')"
"('P32121', 'Q8NH54')"
"('Q969Q1', 'O15273')"
"('Q9P2M7', 'Q7Z406')"
