#tail	head	KSP index	path cost
Q99835	Q9UMX1	1	6.25520e-01
Q13635	P46937	2	5.62500e-01
P46937	P35222	2	5.62500e-01
P46937	Q15797	3	5.62500e-01
Q4KMG0	P00519	4	5.62500e-01
P00519	P35222	4	5.62500e-01
P41182	Q96ST3	5	5.62500e-01
Q99835	P41182	5	5.62500e-01
P34741	P19784	6	5.56077e-01
P19784	O00422	6	5.56077e-01
Q14192	P35222	7	5.33062e-01
Q13635	Q14192	7	5.33062e-01
P19784	O75586	8	5.30010e-01
P19784	P35222	9	5.02885e-01
P17612	P08151	10	4.87594e-01
Q99835	P17612	10	4.87594e-01
P17612	P10071	11	4.87594e-01
P22612	P10071	12	4.87594e-01
Q99835	P22612	12	4.87594e-01
Q99835	P22694	13	4.87594e-01
P22694	P10071	13	4.87594e-01
P46934	Q15797	14	4.80964e-01
Q99835	P46934	14	4.80964e-01
P32121	P08151	15	4.69140e-01
Q99835	P32121	15	4.69140e-01
P17252	P35222	16	4.69140e-01
Q99835	P17252	16	4.69140e-01
P32121	P10070	17	4.69140e-01
P32121	P10071	18	4.69140e-01
P49407	P08151	19	4.69140e-01
Q99835	P49407	19	4.69140e-01
P49407	P10070	20	4.69140e-01
P49407	P10071	21	4.69140e-01
Q99835	P06241	22	4.52495e-01
P06241	P35222	22	4.52495e-01
P12931	P35222	23	4.52495e-01
Q99835	P12931	23	4.52495e-01
P12931	Q92793	24	4.52495e-01
Q9Y6C5	P49407	25	4.44588e-01
P17612	P35222	28	4.38427e-01
P17612	Q9UMX1	29	4.38427e-01
P34741	P17252	30	4.26587e-01
P41182	Q92793	31	4.26587e-01
P21359	P29590	32	4.21875e-01
P29590	P12755	32	4.21875e-01
P34741	P21359	32	4.21875e-01
O60260	P35222	33	4.21875e-01
O14936	O60260	33	4.21875e-01
P34741	O14936	33	4.21875e-01
P11362	P35222	34	4.21875e-01
P09038	P11362	34	4.21875e-01
P34741	P09038	34	4.21875e-01
P11362	Q92793	35	4.21875e-01
P09038	P68400	36	4.21875e-01
P68400	Q92793	36	4.21875e-01
O14745	P35222	37	4.21875e-01
P34741	P15311	37	4.21875e-01
P15311	O14745	37	4.21875e-01
P01137	P36897	38	4.21875e-01
P36897	P12755	38	4.21875e-01
P34741	P01137	38	4.21875e-01
P01137	P37173	39	4.21875e-01
P37173	P35222	39	4.21875e-01
P37173	Q93074	40	4.21875e-01
P01137	P62258	41	4.21875e-01
P62258	P08151	41	4.21875e-01
P05067	Q15797	42	4.21875e-01
P01137	P05067	42	4.21875e-01
P62258	P10070	43	4.21875e-01
P62258	P10071	44	4.21875e-01
P01137	Q9UER7	45	4.21875e-01
Q9UER7	Q92793	45	4.21875e-01
P04626	P35222	46	4.21875e-01
P15311	P04626	46	4.21875e-01
P27986	P35222	47	4.21875e-01
P15311	P27986	47	4.21875e-01
P40337	P08151	48	4.21875e-01
P15311	P40337	48	4.21875e-01
P63104	P35222	49	4.21875e-01
P15311	P63104	49	4.21875e-01
Q00987	Q92793	50	4.21875e-01
P15311	Q00987	50	4.21875e-01
P21359	P05067	51	4.21875e-01
P29590	P35222	52	4.21875e-01
P29590	Q92793	53	4.21875e-01
P29590	Q96ST3	54	4.21875e-01
P21359	P63165	55	4.21875e-01
P63165	Q92793	55	4.21875e-01
P63165	Q96ST3	56	4.21875e-01
Q16787	P25054	57	4.21875e-01
P34741	Q16787	57	4.21875e-01
P25054	P35222	57	4.21875e-01
P25054	Q92793	58	4.21875e-01
Q96EB6	P35222	59	4.21875e-01
Q16787	Q96EB6	59	4.21875e-01
Q13635	P14635	60	4.21875e-01
P14635	O60260	60	4.21875e-01
P20248	P35222	61	4.21875e-01
P14635	P20248	61	4.21875e-01
P14635	P24941	62	4.21875e-01
P24941	P35222	62	4.21875e-01
P14635	P38398	63	4.21875e-01
P38398	P35222	63	4.21875e-01
P38398	Q92793	64	4.21875e-01
P14635	P53350	65	4.21875e-01
P53350	P35222	65	4.21875e-01
P14635	Q08050	66	4.21875e-01
Q08050	P35222	66	4.21875e-01
Q08050	Q92793	67	4.21875e-01
P14635	Q09472	68	4.21875e-01
Q09472	P12755	68	4.21875e-01
Q09472	P35222	69	4.21875e-01
Q09472	Q15797	70	4.21875e-01
Q09472	Q92793	71	4.21875e-01
P14635	Q13573	72	4.21875e-01
Q13573	P12755	72	4.21875e-01
P14635	P38936	73	4.21875e-01
P38936	Q92793	73	4.21875e-01
P14635	Q12778	74	4.21875e-01
Q12778	Q92793	74	4.21875e-01
P25098	P00533	75	4.21875e-01
Q13635	P25098	75	4.21875e-01
P00533	P35222	75	4.21875e-01
P25098	Q00987	76	4.21875e-01
O15105	P12755	77	4.21875e-01
P46937	O15105	77	4.21875e-01
O15105	P35222	78	4.21875e-01
O15105	Q15797	79	4.21875e-01
P31946	O00422	80	4.21875e-01
P46937	P31946	80	4.21875e-01
P46937	O14745	81	4.21875e-01
O15169	P35222	82	4.21875e-01
P46937	O15169	82	4.21875e-01
P61981	O00422	83	4.21875e-01
P46937	P61981	83	4.21875e-01
P46937	P62258	84	4.21875e-01
P46937	P63104	87	4.21875e-01
P46937	P84022	88	4.21875e-01
P84022	P10070	88	4.21875e-01
P84022	P12755	89	4.21875e-01
P84022	P35222	90	4.21875e-01
P84022	Q15797	91	4.21875e-01
P46937	Q15796	92	4.21875e-01
Q15796	O75586	92	4.21875e-01
Q13950	Q15797	93	4.21875e-01
P46937	Q13950	93	4.21875e-01
P18146	Q92793	94	4.21875e-01
P46937	P18146	94	4.21875e-01
P46937	Q01196	95	4.21875e-01
Q01196	Q92793	95	4.21875e-01
Q15796	P10070	96	4.21875e-01
Q15796	P12755	97	4.21875e-01
Q15796	P35222	98	4.21875e-01
Q15796	Q15797	99	4.21875e-01
P46937	Q16621	100	4.21875e-01
Q16621	Q92793	100	4.21875e-01
Q92841	Q92793	101	4.21875e-01
P46937	Q92841	101	4.21875e-01
P46937	Q96J02	102	4.21875e-01
Q96J02	P08151	102	4.21875e-01
Q99593	P35222	103	4.21875e-01
P46937	Q99593	103	4.21875e-01
P03372	O75586	104	4.21875e-01
P00519	P03372	104	4.21875e-01
P03372	Q92793	105	4.21875e-01
P03372	Q93074	106	4.21875e-01
P00519	P31946	107	4.21875e-01
O14746	P35222	108	4.21875e-01
P00519	O14746	108	4.21875e-01
P00519	O60260	109	4.21875e-01
P00519	P00533	110	4.21875e-01
P00519	P04626	111	4.21875e-01
P04629	P35222	112	4.21875e-01
P00519	P04629	112	4.21875e-01
P10275	P35222	113	4.21875e-01
P00519	P10275	113	4.21875e-01
P10275	Q15797	114	4.21875e-01
P10275	Q92793	115	4.21875e-01
P10275	Q96ST3	116	4.21875e-01
P15941	P35222	117	4.21875e-01
P00519	P15941	117	4.21875e-01
P18031	P35222	118	4.21875e-01
P00519	P18031	118	4.21875e-01
P22681	P35222	119	4.21875e-01
P00519	P22681	119	4.21875e-01
P00519	P27986	120	4.21875e-01
P00519	P38398	121	4.21875e-01
P00519	P46937	123	4.21875e-01
P49023	P35222	125	4.21875e-01
P00519	P49023	125	4.21875e-01
P00519	P61981	126	4.21875e-01
P00519	P62258	127	4.21875e-01
P00519	P63104	130	4.21875e-01
P00519	Q09472	131	4.21875e-01
P00519	P05067	132	4.21875e-01
P17844	Q15797	133	4.21875e-01
P00519	P17844	133	4.21875e-01
P22670	Q15797	134	4.21875e-01
P00519	P22670	134	4.21875e-01
P31273	Q15797	135	4.21875e-01
P00519	P31273	135	4.21875e-01
P00519	P46934	136	4.21875e-01
Q14511	Q15797	140	4.21875e-01
P00519	Q14511	140	4.21875e-01
Q16531	P35222	141	4.21875e-01
P00519	Q16531	141	4.21875e-01
O43918	Q92793	142	4.21875e-01
P00519	O43918	142	4.21875e-01
P05412	Q92793	143	4.21875e-01
P00519	P05412	143	4.21875e-01
P08047	Q92793	144	4.21875e-01
P00519	P08047	144	4.21875e-01
P12956	Q92793	145	4.21875e-01
P00519	P12956	145	4.21875e-01
P43699	Q92793	146	4.21875e-01
P00519	P43699	146	4.21875e-01
P00519	Q00987	147	4.21875e-01
Q16531	Q96ST3	148	4.21875e-01
Q71SY5	Q92793	149	4.21875e-01
P00519	Q71SY5	149	4.21875e-01
O60244	Q93074	150	4.21875e-01
P00519	O60244	150	4.21875e-01
P04637	Q96ST3	151	4.21875e-01
P00519	P04637	151	4.21875e-01
Q9H2X6	P12755	152	4.21875e-01
P00519	Q9H2X6	152	4.21875e-01
Q9H2X6	Q15797	153	4.21875e-01
Q9H2X6	Q92793	154	4.21875e-01
Q9UNE7	Q15797	155	4.21875e-01
P00519	Q9UNE7	155	4.21875e-01
Q9Y6Q9	Q92793	156	4.21875e-01
P00519	Q9Y6Q9	156	4.21875e-01
P31749	P12755	157	4.21875e-01
P32121	P31749	157	4.21875e-01
O15111	P35222	158	4.21875e-01
P32121	O15111	158	4.21875e-01
O15111	Q92793	159	4.21875e-01
P32121	O60260	160	4.21875e-01
P32121	P00533	161	4.21875e-01
P32121	P12931	162	4.21875e-01
P14618	P35222	164	4.21875e-01
P32121	P14618	164	4.21875e-01
P31749	P35222	165	4.21875e-01
P31749	Q92793	166	4.21875e-01
P35221	P35222	167	4.21875e-01
P32121	P35221	167	4.21875e-01
P45984	P35222	168	4.21875e-01
P32121	P45984	168	4.21875e-01
P53779	Q92793	169	4.21875e-01
P32121	P53779	169	4.21875e-01
P32121	Q00987	170	4.21875e-01
Q96G25	Q93074	171	4.21875e-01
P32121	Q96G25	171	4.21875e-01
P32121	Q96J02	172	4.21875e-01
Q99683	Q92793	173	4.21875e-01
P32121	Q99683	173	4.21875e-01
P41182	O75376	174	4.21875e-01
O75376	P12755	174	4.21875e-01
O75376	Q96ST3	175	4.21875e-01
P41182	P17947	176	4.21875e-01
P17947	P12755	176	4.21875e-01
P17947	Q96ST3	177	4.21875e-01
P41182	Q13547	178	4.21875e-01
Q13547	O00422	178	4.21875e-01
Q13547	P08151	179	4.21875e-01
Q13547	P10070	180	4.21875e-01
Q13547	P35222	181	4.21875e-01
Q13547	Q96ST3	182	4.21875e-01
P41182	Q8WUI4	183	4.21875e-01
Q8WUI4	P35222	183	4.21875e-01
P41182	P05412	184	4.21875e-01
P41182	Q13363	185	4.21875e-01
Q13363	Q92793	185	4.21875e-01
P41182	P04637	186	4.21875e-01
P41182	Q05516	187	4.21875e-01
Q05516	Q96ST3	187	4.21875e-01
P41182	Q9BWU1	188	4.21875e-01
Q9BWU1	O75586	188	4.21875e-01
Q9BWU1	Q93074	189	4.21875e-01
P41182	Q9BZK7	190	4.21875e-01
Q9BZK7	P12755	190	4.21875e-01
P41182	Q9NRR4	191	4.21875e-01
Q9NRR4	Q15797	191	4.21875e-01
P41182	Q9UBK2	192	4.21875e-01
Q9UBK2	Q92793	192	4.21875e-01
Q9UBK2	Q93074	193	4.21875e-01
P41182	Q9UH73	194	4.21875e-01
Q9UH73	Q92793	194	4.21875e-01
P41182	Q9UKI9	195	4.21875e-01
Q9UKI9	Q92793	195	4.21875e-01
Q9UKV0	Q96ST3	196	4.21875e-01
P41182	Q9UKV0	196	4.21875e-01
P41182	Q9ULK4	197	4.21875e-01
Q9ULK4	O75586	197	4.21875e-01
P41182	Q9H165	198	4.21875e-01
Q9H165	Q9Y466	198	4.21875e-01
Q9ULK4	P10071	199	4.21875e-01
Q9ULK4	Q93074	200	4.21875e-01
Q9Y618	Q96ST3	201	4.21875e-01
P41182	Q9Y618	201	4.21875e-01
P49407	P31749	202	4.21875e-01
O14640	P35222	203	4.21875e-01
P49407	O14640	203	4.21875e-01
O14640	Q15797	204	4.21875e-01
P49407	O15169	205	4.21875e-01
P49407	O60260	206	4.21875e-01
P49407	P00533	207	4.21875e-01
P49407	P12931	208	4.21875e-01
P49407	P14618	210	4.21875e-01
P49407	P05412	211	4.21875e-01
P49407	P53779	214	4.21875e-01
P49407	P68400	215	4.21875e-01
P49407	Q00987	216	4.21875e-01
P49407	Q12772	217	4.21875e-01
Q12772	Q92793	217	4.21875e-01
P49407	Q99683	218	4.21875e-01
Q9BWV1	Q5T3J3	219	4.21875e-01
Q5T3J3	P04792	219	4.21875e-01
P04792	O00422	219	4.21875e-01
P10276	P12755	220	4.21875e-01
Q5T3J3	P10276	220	4.21875e-01
Q5T3J3	P25445	221	4.21875e-01
P25445	P35222	221	4.21875e-01
Q5T3J3	Q15583	222	4.21875e-01
Q15583	P35222	222	4.21875e-01
O00231	Q15797	223	4.21875e-01
Q5T3J3	O00231	223	4.21875e-01
Q15583	Q96ST3	224	4.21875e-01
Q5T3J3	Q8N2W9	225	4.21875e-01
Q8N2W9	Q15797	225	4.21875e-01
Q5T3J3	P15927	226	4.21875e-01
P15927	Q92793	226	4.21875e-01
Q5T3J3	P18847	227	4.21875e-01
P18847	Q92793	227	4.21875e-01
Q5T3J3	Q9HCU9	228	4.21875e-01
Q9HCU9	Q96ST3	228	4.21875e-01
P15311	P53779	229	4.19460e-01
Q13526	P35222	230	4.19460e-01
P19784	Q13526	230	4.19460e-01
P19784	Q15287	231	4.19460e-01
Q15287	O00422	231	4.19460e-01
P19784	P68400	232	4.19460e-01
Q04206	Q92793	233	4.19460e-01
P19784	Q04206	233	4.19460e-01
