negatives
"('P43628', 'P29350')"
"('O75822', 'Q16890')"
"('Q13114', 'Q96RJ3')"
"('O95685', 'Q12972')"
"('Q05655', 'P40189')"
"('Q9Y4G6', 'P08648')"
"('P61619', 'Q86WV6')"
"('P33176', 'P62330')"
"('Q9P1U1', 'P42771')"
"('P68371', 'Q96AH8')"
"('Q13523', 'Q9H1D9')"
"('Q9NPC6', 'O75112')"
"('Q8WU20', 'P46108')"
"('P30273', 'Q8WYR1')"
"('P05231', 'O60674')"
"('Q9Y3U8', 'P30050')"
"('P27361', 'Q12913')"
"('P29459', 'P52630')"
"('O00522', 'Q13586')"
"('Q16787', 'P26010')"
"('Q13464', 'Q9Y2I7')"
"('Q08117', 'P10275')"
"('P41240', 'Q8NHL6')"
"('P04637', 'Q9NS56')"
"('P62266', 'Q13233')"
"('P68366', 'P07437')"
"('P22301', 'Q08334')"
"('Q9Y467', 'Q01844')"
"('P01106', 'Q9UIK4')"
"('P01574', 'Q8IU57')"
"('P53816', 'Q9UMX0')"
"('Q9H0X9', 'P00519')"
"('Q9P2W3', 'P04899')"
"('Q9NX70', 'P62875')"
"('P17252', 'Q8NFM4')"
"('P08670', 'P61981')"
"('P10619', 'Q99519')"
"('P01106', 'Q9Y6Y9')"
"('O00459', 'Q9UM73')"
"('P68871', 'P02008')"
"('Q13308', 'P35222')"
"('Q96P09', 'P51668')"
"('Q14161', 'Q92974')"
"('Q01081', 'P35637')"
"('Q9BYG5', 'Q8N3R9')"
"('P09960', 'P04222')"
"('O75190', 'P01243')"
"('P12107', 'P56199')"
"('P29350', 'P08922')"
"('P18146', 'Q9Y6Y0')"
"('Q96JP2', 'Q9Y620')"
"('Q9Y2W1', 'Q13573')"
"('P19105', 'O15111')"
"('P55774', 'P51677')"
"('P60484', 'O60307')"
"('Q86WJ1', 'P78527')"
"('P04233', 'P33076')"
"('P23508', 'P48730')"
"('Q16666', 'P10275')"
"('P35626', 'Q8N0Y5')"
"('P23528', 'Q8TE04')"
"('P54753', 'P20936')"
"('P08700', 'Q9HBE5')"
"('P42768', 'P06239')"
"('P12956', 'P78527')"
"('O75915', 'O60831')"
"('P18146', 'Q9Y271')"
"('P15311', 'P60520')"
"('O14640', 'Q6ZSZ5')"
"('Q9UKJ5', 'Q9BQ66')"
"('P26373', 'P46777')"
"('P61970', 'P01889')"
"('P08912', 'P38405')"
"('Q96DB2', 'Q99877')"
"('P18206', 'P63267')"
"('P01571', 'Q8N6P7')"
"('P62945', 'P83881')"
"('P36873', 'P46020')"
"('Q7Z5R6', 'O60861')"
"('P01375', 'Q06323')"
"('P10114', 'O43818')"
"('P12270', 'Q8TEM1')"
"('O15335', 'P26012')"
"('P62913', 'P61927')"
"('P01889', 'P24534')"
"('Q92793', 'P19474')"
"('P26006', 'Q13683')"
"('Q8IW50', 'Q14181')"
"('Q8N5C7', 'P16220')"
"('P04183', 'Q16891')"
"('P00918', 'P19634')"
"('Q9H0H5', 'P13987')"
"('Q9Y617', 'P56537')"
"('Q05209', 'P09619')"
"('Q96LZ3', 'P30260')"
"('Q9Y4K3', 'Q01196')"
"('Q9H160', 'P12004')"
"('P14927', 'P43355')"
"('O43147', 'Q12905')"
"('Q9HAF1', 'Q92993')"
"('P22612', 'P54710')"
"('P06241', 'Q86YH6')"
"('P22681', 'P61981')"
"('Q86TJ2', 'Q8NEM7')"
"('P43243', 'Q9Y6E0')"
"('P07910', 'Q01081')"
"('P19174', 'Q9UKW4')"
"('Q08043', 'P29274')"
"('P24941', 'P98177')"
"('P51692', 'P10914')"
"('P31749', 'P18848')"
"('Q96EY1', 'P62993')"
"('P49716', 'O75970')"
"('O43639', 'P54259')"
"('Q9Y219', 'P46531')"
"('P0C5Y9', 'Q9UQL6')"
"('Q15287', 'Q13243')"
"('Q9UQ26', 'Q9H2G2')"
"('P52434', '100008588')"
"('P62826', 'P10275')"
"('O15162', 'Q96H86')"
"('Q9NPI8', 'Q9NW38')"
"('Q9NPY3', 'P00748')"
"('Q8N5R6', 'Q9Y620')"
"('Q13535', 'P16220')"
"('P07355', 'P01889')"
"('Q15717', 'Q14103')"
"('P30457', 'Q93084')"
"('P0CG48', 'P18206')"
"('O60262', 'P40145')"
"('P28221', 'O14775')"
"('Q9Y230', 'Q13263')"
"('P00519', 'Q96MU7')"
"('P58107', 'P29353')"
"('P08107', 'Q15750')"
"('Q9H5J0', 'Q07021')"
"('P04141', 'Q01344')"
"('P06239', 'P28907')"
"('Q92633', 'P61952')"
"('Q96IZ0', 'O43293')"
"('Q7L590', 'O43298')"
"('Q5JVS0', 'Q70Z53')"
"('P21283', 'P27448')"
"('P30939', 'P59768')"
"('O75251', 'Q16795')"
"('P47871', 'P63092')"
"('Q17RP2', 'P18146')"
"('Q13315', 'Q9Y6P5')"
"('P46379', 'Q9NRR5')"
"('P60763', 'P61586')"
"('Q13976', 'Q13698')"
"('P23409', 'Q02363')"
"('P08637', 'P28907')"
"('P42858', 'Q96ST3')"
"('Q9NQ30', 'P05107')"
"('P05107', 'Q7Z6G8')"
"('O43493', 'Q9NZ52')"
"('Q9HCU9', 'Q9UQL6')"
"('Q9HD26', 'Q8N2Q7')"
"('Q6ZSY5', 'P27482')"
"('P49768', 'P14136')"
"('P98082', 'P12931')"
"('P25398', 'P62701')"
"('Q32MK0', 'P14649')"
"('Q13315', 'Q8IW35')"
"('P58107', 'Q9Y4K3')"
"('Q09472', 'P30304')"
"('P23396', 'P35544')"
"('P15153', 'Q15797')"
"('P04637', 'O60880')"
"('Q70EL1', 'Q96FZ7')"
"('P11441', 'Q13573')"
"('P07437', 'P16871')"
"('Q9UL18', 'Q9UPY3')"
"('Q14118', 'Q92542')"
"('Q9NYY1', 'P40189')"
"('O00193', 'Q9NV58')"
"('Q8N7P3', 'P56748')"
"('Q15637', 'Q9BUJ2')"
"('Q04771', 'P62979')"
"('Q15428', 'Q13247')"
"('O43251', 'Q15459')"
"('O15524', 'P08887')"
"('P35232', 'Q01094')"
"('P18146', 'Q08945')"
"('O43809', 'Q13595')"
"('P13500', 'P51685')"
"('Q9Y4A5', 'P01106')"
"('O15265', 'Q9Y4A5')"
"('P35368', 'P02768')"
"('O14640', 'Q9Y4D1')"
"('P49407', 'P61073')"
"('Q9HC38', 'P22736')"
"('Q9GZM8', 'O60229')"
"('Q9Y3C7', 'P15927')"
"('O95759', 'Q9HBG4')"
"('Q96EY1', 'P38484')"
"('P14598', 'Q9HBY0')"
"('Q9Y2I7', 'Q9Y6U3')"
"('O96019', 'Q9ULG1')"
"('P09651', 'Q13242')"
"('Q5VTB9', 'Q96LR5')"
"('Q5JY77', 'P25116')"
"('Q13361', 'P23142')"
"('P29597', 'O00329')"
"('P30050', 'P62424')"
"('Q9BY76', 'P59998')"
"('P51955', 'Q16891')"
"('P01583', 'O00165')"
"('Q9UET6', 'Q12874')"
"('Q8WWW0', 'P11215')"
"('P57721', 'Q15287')"
"('P40337', 'Q04724')"
"('O14745', 'P13569')"
"('Q9H936', 'Q9UNM6')"
"('O15111', 'P42345')"
"('Q13489', 'P61077')"
"('P55157', 'O15320')"
"('Q04206', 'P41217')"
"('Q9BPX7', 'Q9UM11')"
"('Q9Y4K3', 'O43684')"
"('Q9P055', 'Q99942')"
"('Q9UBD3', 'P25024')"
"('Q9Y580', 'Q99459')"
"('Q13315', 'P26641')"
"('P26006', 'P50552')"
"('P55957', 'Q9BZJ0')"
"('P42677', 'P02775')"
"('P81172', 'Q92908')"
"('P01106', 'Q8N442')"
"('P78368', 'P16220')"
"('P63104', 'P27348')"
"('Q13535', 'O60568')"
"('O43921', 'P29320')"
"('Q15172', 'P16104')"
"('O00755', 'Q9H1J7')"
"('P12931', 'Q9P1A6')"
"('Q04864', 'P20226')"
"('P19387', 'P18615')"
"('O95500', 'Q8N7P3')"
"('Q9NQU5', 'P53667')"
"('Q9UKE5', 'P23921')"
"('P23229', 'P12931')"
"('P12883', 'P60709')"
"('A8K6C2', 'P48357')"
"('P62877', 'P61081')"
"('P04196', 'P02679')"
"('Q05215', 'P60568')"
"('P15880', 'P62266')"
"('P17535', 'P20226')"
"('Q07912', 'Q9Y5X1')"
"('Q92621', 'Q8NFH3')"
"('Q9ULV8', 'Q99650')"
"('Q92608', 'Q7L0Q8')"
"('Q15788', 'Q09472')"
"('Q6ZNA4', 'P63279')"
"('O95985', 'Q9H9D4')"
"('Q9Y577', 'P61077')"
"('Q04724', 'Q15038')"
"('Q92769', 'P10827')"
"('P51970', 'Q16795')"
"('P98164', 'Q15075')"
"('Q8IX90', 'Q96BD8')"
"('Q6WCQ1', 'P78527')"
"('Q96PU8', 'Q9BQA1')"
"('Q00653', 'P41252')"
"('P23229', 'P06756')"
"('Q9Y4K3', 'P51148')"
"('Q6P1K2', 'O95229')"
"('P61981', 'O76014')"
"('P62979', 'Q7LG56')"
"('P46108', 'Q9NQ76')"
"('P61925', 'O14980')"
"('P84090', 'Q9NPH0')"
"('O15530', 'Q9Y383')"
"('Q13315', 'Q13111')"
"('Q13753', 'P06756')"
"('406985', 'O60315')"
"('P61981', 'P49761')"
"('O43493', 'P06241')"
"('Q13315', 'Q8NDZ2')"
"('Q8NFP9', 'P06241')"
"('O15031', 'P30519')"
"('P01375', 'Q09472')"
"('Q8N5Z5', 'Q96CV9')"
"('Q13748', 'Q92974')"
"('O60739', 'P62899')"
"('Q9NX58', 'P62750')"
"('P53778', 'Q06413')"
"('Q9UBD9', 'P32927')"
"('Q9BWU1', 'Q15648')"
"('Q13177', 'P22061')"
"('Q01094', 'Q9UPP1')"
"('Q16629', 'P84103')"
"('P32927', 'Q06124')"
"('P78423', 'P51685')"
"('Q92796', 'Q01101')"
"('P32121', 'Q8NGX9')"
"('P48023', 'P12931')"
"('P06400', 'Q92543')"
"('Q96BK5', 'Q08211')"
"('O14964', 'Q01082')"
"('P05121', 'P24593')"
"('Q9GZM8', 'P17021')"
"('Q9UPQ4', 'Q96B02')"
"('P32519', 'O95644')"
"('Q9Y4K3', 'O43175')"
"('P51610', 'Q9ULM3')"
"('A0JLT2', 'P24928')"
"('Q15173', 'P62955')"
"('Q8IWX8', 'Q15287')"
"('Q9BVN2', 'Q9Y6K9')"
"('P48039', 'Q9UK08')"
"('Q08211', 'Q9Y4K3')"
"('Q9Y243', 'P22736')"
"('Q14209', 'Q96KQ4')"
"('P10070', 'P62258')"
"('P60709', 'Q96QU8')"
"('Q5JVF3', 'Q9HAW0')"
"('Q04721', 'Q9UBG7')"
"('A6NIT4', 'Q14627')"
"('O14775', 'P62879')"
"('O94864', 'Q12962')"
"('P60709', 'Q04206')"
"('A8MVU1', 'P13498')"
"('Q13315', 'Q96MT8')"
"('Q92900', 'Q5VT52')"
"('Q9H0C5', 'Q9BX70')"
"('P37231', 'Q9Y6Q9')"
"('P62879', 'Q13936')"
"('P01732', 'P30466')"
"('P63244', 'Q9BRX9')"
"('Q9Y696', 'P49716')"
"('P50502', 'Q14164')"
"('P52565', 'Q16611')"
"('Q04206', 'Q9UNL4')"
"('P60604', 'Q2TAA5')"
"('Q8N2H9', 'O43318')"
"('P29350', 'Q08334')"
"('Q9P2N6', 'P62979')"
"('Q9NSC5', 'Q9BYB0')"
"('Q16254', 'Q9UQ80')"
"('P28749', 'Q08999')"
"('P25054', 'P04183')"
"('P05141', 'Q14197')"
"('P23470', 'P42768')"
"('O75925', 'P38398')"
"('P55345', 'Q92731')"
"('P13995', 'P23508')"
"('Q01094', 'P09874')"
"('Q96J77', 'O43399')"
"('Q99459', 'P57678')"
"('Q13573', 'Q9NS91')"
"('P43360', 'Q92616')"
"('P35609', 'P26012')"
"('P35080', 'P68133')"
"('Q9Y6K9', 'Q8N2W9')"
"('Q99584', 'Q92561')"
"('O15297', 'Q00987')"
"('O95707', 'P78345')"
"('P18146', 'Q93096')"
"('Q07869', 'Q9Y618')"
"('P24522', 'Q7Z5J4')"
"('P26599', 'Q08170')"
"('A5YKK6', 'P19793')"
"('Q9P286', 'Q32MK0')"
"('Q8TC07', 'O95166')"
"('P49336', 'Q15797')"
"('Q8IVH8', 'Q9NZM3')"
"('P50151', 'P25116')"
"('P13747', 'Q99706')"
"('Q9NWA0', 'Q13503')"
"('P29401', 'Q9UBN6')"
"('P63279', 'P22314')"
"('Q99704', 'O43639')"
"('Q9H492', 'Q04759')"
"('Q4LDE5', 'P84022')"
"('Q7LG56', 'O60934')"
"('P29317', 'P46109')"
"('P67775', 'P04049')"
"('O60828', 'P35243')"
"('P31947', 'Q13627')"
"('O00255', 'Q8N2W9')"
"('P35268', 'P40337')"
"('Q9UMS4', 'P61981')"
"('Q9NPJ6', 'O75448')"
"('P09086', 'P51948')"
"('Q13501', 'P51617')"
"('Q14164', 'P15170')"
"('P62987', 'P63173')"
"('Q9UQC2', 'P27986')"
"('Q09472', 'Q12906')"
"('Q15393', 'P61981')"
"('P01116', 'P27361')"
"('P13725', 'Q14627')"
"('Q9P1U1', 'O15143')"
"('Q9NV70', 'O75962')"
"('Q86U06', 'Q96PU8')"
"('Q96MF7', 'Q8IY18')"
"('Q13243', 'P52597')"
"('Q9Y2X8', 'Q9C035')"
"('P27635', 'P12931')"
"('P28340', 'P06241')"
"('P16615', 'P00533')"
"('P08631', 'Q8WUM4')"
"('O95685', 'O14965')"
"('Q17RW2', 'Q13683')"
"('Q6EMK4', 'P49768')"
"('Q00653', 'O15027')"
"('P99999', 'P31483')"
"('Q15326', 'O00463')"
"('P61254', 'Q9UKV8')"
"('P41279', 'Q00610')"
"('Q9NZV8', 'P56537')"
"('P01569', 'Q6UXL0')"
"('P48357', 'O43741')"
"('P02768', 'Q8WZ42')"
"('P24723', 'Q16625')"
"('P52292', 'P38398')"
"('Q15149', 'Q9H0H5')"
"('P15056', 'P53778')"
"('Q9UKR5', 'Q14061')"
"('P32969', 'P62750')"
"('P16104', 'O60934')"
"('Q9BUZ4', 'A8MVU1')"
"('P22612', 'Q14571')"
"('P84022', 'Q9Y2L9')"
"('P56817', 'Q96S59')"
"('Q6DRA6', 'Q9Y5B9')"
"('Q7L1Q6', 'Q99459')"
"('P61247', 'P62633')"
"('Q99616', 'P25024')"
"('P42704', 'Q14164')"
"('P19784', 'Q07021')"
"('P62851', 'P62854')"
"('Q9UN74', 'Q15047')"
"('554210', 'Q96RT1')"
"('P53350', 'Q5VYV7')"
"('Q9H0E2', 'Q9H0D6')"
"('Q92874', 'Q9H2G2')"
"('P98082', 'P84022')"
"('Q9H2X0', 'P22004')"
"('P0DJD1', 'P63279')"
"('O95391', 'Q13435')"
"('Q9Y5V3', 'Q9P031')"
"('O00294', 'P16333')"
"('P22105', 'P31431')"
"('P16333', 'Q14185')"
"('P10412', 'P16333')"
"('Q9NR33', 'Q96ES7')"
"('P07948', 'P20936')"
"('P16104', 'P58876')"
"('Q9Y243', 'P98177')"
"('Q99714', 'Q8NBK3')"
"('Q13227', 'Q96EA4')"
"('P26373', 'P43146')"
"('P56545', 'P48552')"
"('P25105', 'P50148')"
"('Q15650', 'Q04206')"
"('P62987', 'P62993')"
"('Q96EZ8', 'P56537')"
"('A0JLT2', 'P51610')"
"('P04637', 'P84090')"
"('P43354', 'P62195')"
"('Q5THR3', 'Q99497')"
"('Q12962', 'Q16531')"
"('Q9UQL6', 'O60814')"
"('P37231', 'O95257')"
"('P30480', 'P02786')"
"('Q9NZI8', 'O75569')"
"('O95400', 'Q15287')"
"('P07814', 'Q9UKV8')"
"('P13612', 'O75369')"
"('P63279', 'P84022')"
"('P07101', 'P63104')"
"('P10276', 'P14859')"
"('A6NHR9', 'Q13573')"
"('P36896', 'Q7Z3T8')"
"('Q9ULZ3', 'Q07812')"
"('Q9Y624', 'O43765')"
"('Q15047', 'Q8WUB8')"
"('P78527', 'P04637')"
"('O75935', 'Q99624')"
"('P31749', 'P15056')"
"('Q96AH8', 'Q71U36')"
"('P40189', 'P21860')"
"('P61289', 'O75689')"
"('Q13418', 'P61604')"
"('O75385', 'Q9C0C7')"
"('Q9UBU9', 'P35658')"
"('Q9HBW0', 'P62873')"
"('Q9BU76', 'Q9NVV9')"
"('Q13242', 'Q01130')"
"('P05023', 'P16473')"
"('O43432', 'P60842')"
"('P00519', 'P98164')"
"('P60953', 'Q8TEW0')"
"('P30154', 'P62714')"
"('Q9UQ90', 'Q99750')"
"('O75928', 'Q99497')"
"('O15105', 'Q9UII5')"
"('Q8IYL3', 'Q7L5N1')"
"('Q15628', 'P08238')"
"('O14512', 'P31785')"
"('O43809', 'Q16630')"
"('O00308', 'P51168')"
"('Q92769', 'Q16576')"
"('O60271', 'P84077')"
"('P54132', 'P39748')"
"('Q6ZW49', 'Q9C005')"
"('P63092', 'Q9P2W3')"
"('P62380', 'Q9NUQ8')"
"('P78352', 'Q14160')"
"('O96017', 'Q00987')"
"('Q99459', 'P08621')"
"('Q99962', 'Q13094')"
"('P11831', 'P01100')"
"('O14975', 'P63104')"
"('Q9UBS5', 'Q96EP1')"
"('O00459', 'Q13393')"
"('P30480', 'Q9UGP8')"
"('P35626', 'P58180')"
"('P06400', 'P35638')"
"('P26038', 'P16871')"
"('P62081', 'P46781')"
"('P10398', 'Q92985')"
"('P62269', 'P20333')"
"('Q96A33', 'Q9Y5J5')"
"('P01889', 'O75534')"
"('P06753', 'Q12913')"
"('P62837', 'Q8N9I9')"
"('P08134', 'P52565')"
"('P02768', 'P02787')"
"('O15530', 'Q05209')"
"('Q96RY5', 'P26992')"
"('P09486', 'P04085')"
"('O43294', 'Q13485')"
"('Q9NV70', 'Q96A65')"
"('Q96T76', 'O76071')"
"('Q9Y6E0', 'O43815')"
"('P27361', 'Q9BV47')"
"('P00488', 'O43809')"
"('P09234', 'P98175')"
"('Q9UQM7', 'Q13224')"
"('P32927', 'O00459')"
"('Q9BRR6', 'O60383')"
"('Q8N8D1', 'Q99689')"
"('P63173', 'P27635')"
"('Q01201', 'P19838')"
"('P01375', 'Q14653')"
"('Q9NS23', 'Q00987')"
"('P10586', 'Q6S5L8')"
"('P00746', 'P01024')"
"('Q9Y6X8', 'Q9NVR2')"
"('P49674', 'Q9NYF0')"
"('Q92629', 'P18146')"
"('P10721', 'P12931')"
"('P62633', 'P49207')"
"('Q9HBW0', 'P84996')"
"('P62837', 'Q86Y01')"
"('Q6P2C8', 'Q86YW9')"
"('Q8NGV6', 'P01871')"
"('P16144', 'P08581')"
"('Q8IY57', 'P35226')"
"('Q9UJX2', 'Q9UJX3')"
"('O43257', 'Q9NPF5')"
"('Q06413', 'Q9UKV0')"
"('P07948', 'P56945')"
"('Q9UBD3', 'O00574')"
"('Q9BUJ2', 'Q05519')"
"('Q969Q6', 'P19429')"
"('Q14031', 'Q13797')"
"('Q15078', 'P10636')"
"('P47914', 'P30480')"
"('P01106', 'P13489')"
"('Q16363', 'P21246')"
"('P04049', 'Q969H4')"
"('P35626', 'Q8NGS2')"
"('O75970', 'O00501')"
"('Q9NYJ8', 'P04350')"
"('O75438', 'P03905')"
"('Q99466', 'Q96JK9')"
"('O14625', 'P41597')"
"('Q16891', 'P43360')"
"('O94875', 'P55055')"
"('P26641', 'P29692')"
"('P15924', 'P63104')"
"('P07437', 'Q15628')"
"('Q09472', 'P35398')"
"('P68431', 'P61964')"
"('Q9BRV8', 'Q9Y3A3')"
"('P31751', 'P49841')"
"('O43707', 'P13612')"
"('P15336', 'Q8IU81')"
"('Q86V81', 'Q01130')"
"('Q05516', 'P68104')"
"('P53041', 'P30154')"
"('O43708', 'P55157')"
"('Q7L1V2', 'Q9P253')"
"('O00221', 'O60641')"
"('P41220', 'P10074')"
"('P36897', 'Q6SA08')"
"('Q9HCE7', 'Q13501')"
"('O95551', 'Q92905')"
"('O75419', 'Q7L590')"
"('P10809', 'Q9UKV8')"
"('P68104', 'O95376')"
"('Q9H3U1', 'Q99459')"
"('Q96KK5', 'O60814')"
"('P52292', 'P11171')"
"('Q99877', 'Q969S8')"
"('P36897', 'O75807')"
"('P18206', 'P60673')"
"('Q8IX90', 'Q8WVK7')"
"('Q15582', 'P02458')"
"('P61073', 'P52333')"
"('Q9Y535', 'P52434')"
"('P78413', 'Q13526')"
"('P78527', 'P63104')"
"('Q6ZVK8', 'O95544')"
"('Q06124', 'Q16620')"
"('P56524', 'P25963')"
"('P21917', 'P50151')"
"('P67775', 'Q969F8')"
"('Q13555', 'O75369')"
"('P63000', 'P42685')"
"('O75365', 'Q13617')"
"('P08754', 'Q92806')"
"('P32121', 'Q8N0Y5')"
"('P33316', 'Q96BK5')"
"('O43464', 'Q13489')"
"('Q8IW19', 'Q9UGN5')"
"('Q9NT62', 'O95166')"
"('Q9HD26', 'P08588')"
"('P42224', 'P14136')"
"('P02768', 'Q32MK0')"
"('Q9Y6G3', 'P51681')"
"('Q96KS0', 'Q9Y3A3')"
"('P12980', 'Q16798')"
"('P40429', 'P62913')"
"('Q15428', 'P52756')"
"('Q9H0M4', 'P18146')"
"('O43318', 'P14868')"
"('O15160', 'O76071')"
"('P51784', 'Q93009')"
"('P41279', 'P15924')"
"('Q9H8E8', 'Q8IYH5')"
"('Q9Y6N7', 'Q13509')"
"('P41182', 'Q96PZ7')"
"('P62888', 'Q9Y3U8')"
"('P05231', 'P16871')"
"('P08571', 'P16220')"
"('P21673', 'Q8IY81')"
"('Q13315', 'Q8N9T8')"
"('P04637', 'P06703')"
"('Q16520', 'P53567')"
"('P08246', 'Q96KQ7')"
"('P62837', 'Q96PM5')"
"('P08107', 'Q6R327')"
"('O14641', 'Q8N684')"
"('Q96QB1', 'P84095')"
"('P48729', 'P35222')"
"('Q13557', 'Q9UQM7')"
"('Q9Y297', 'P08151')"
"('P02458', 'Q14050')"
"('Q6ZU52', 'Q96ED9')"
"('P40763', 'Q06124')"
"('P41227', 'P51116')"
"('406906', 'P47224')"
"('P17535', 'P09630')"
"('P18847', 'P84022')"
"('Q9C0K7', 'Q9Y376')"
"('Q9Y2Q3', 'O43264')"
"('P0CG48', 'P04626')"
"('P01892', 'P01732')"
"('P61952', 'O00555')"
"('Q99836', 'Q9Y608')"
"('P16333', 'P98082')"
"('P46527', 'Q92905')"
"('P62256', 'Q96DV4')"
"('Q04206', 'O60603')"
"('Q9BZ29', 'P15153')"
