negatives
"('P63162', 'P49703')"
"('Q9NUL5', 'Q13422')"
"('Q96KA5', 'Q9H3M0')"
"('P58512', 'Q8N9N5')"
"('Q13617', 'P31942')"
"('Q92841', 'Q92831')"
"('Q9H223', 'Q15714')"
"('Q15165', 'Q8NDV1')"
"('P62195', 'Q15323')"
"('P02489', 'P43320')"
"('P61970', 'Q96I15')"
"('Q92900', 'P51532')"
"('P01570', 'P40189')"
"('O75486', 'P38398')"
"('O76042', 'Q9BQY4')"
"('Q96FN4', 'Q15437')"
"('P51991', 'Q9UHX1')"
"('P34130', 'P21802')"
"('Q9NRD5', 'Q9Y3S2')"
"('P08758', 'P05161')"
"('Q8WYB5', 'P50336')"
"('P49407', 'Q96RD0')"
"('O60333', 'Q9P244')"
"('O43776', 'Q5SW79')"
"('P55769', 'Q6P2Q9')"
"('Q92945', 'P11441')"
"('O94818', 'O75971')"
"('O14757', 'Q14247')"
"('Q86UE4', 'O60739')"
"('Q15796', 'P49336')"
"('Q9Y572', 'P11216')"
"('P04150', 'P07900')"
"('Q9NYG2', 'Q9NRR5')"
"('P39019', 'Q9NYT0')"
"('P63098', 'Q9NPB3')"
"('Q8NHQ1', 'Q3MJ62')"
"('Q8NBQ5', 'Q9NRD1')"
"('Q13114', 'Q15025')"
"('Q9BSW7', 'Q96IK5')"
"('Q15459', 'Q86VP6')"
"('Q9NWB7', 'Q01850')"
"('O14964', 'O75382')"
"('Q8NHY2', 'P11142')"
"('Q9UI10', 'Q9H1Y3')"
"('Q9UBS4', 'Q9NUX5')"
"('Q52LJ0', 'Q9H8Y8')"
"('Q96AX1', 'Q9H269')"
"('Q14974', 'P52298')"
"('Q96BJ3', 'Q8TBB1')"
"('Q9NWS0', 'Q16659')"
"('P60410', 'O76083')"
"('P30566', 'Q9H2A2')"
"('Q9UKY7', 'Q9Y2U8')"
"('P59998', 'Q96C19')"
"('O95382', 'P27348')"
"('Q92598', 'P15311')"
"('O75916', 'P07550')"
"('P61952', 'Q92806')"
"('Q9Y6Q1', 'P01023')"
"('P30048', 'Q9NRR5')"
"('Q8N0X7', 'P42858')"
"('Q9UBU9', 'P12956')"
"('Q16082', 'P12544')"
"('Q13402', 'Q9Y6N9')"
"('Q02818', 'P08754')"
"('Q86UP2', 'Q96EV8')"
"('O95988', 'Q9P0L2')"
"('Q96SB3', 'Q16643')"
"('P10275', 'O75928')"
"('P13647', 'P04264')"
"('P29033', 'Q96QD8')"
"('P05423', 'Q96IT1')"
"('O96017', 'Q9Y265')"
"('Q9UBB9', 'O14782')"
"('Q13569', 'P03372')"
"('Q9NQ50', 'Q9UJZ1')"
"('Q9NVK5', 'Q86WH2')"
"('Q9BUL9', 'O95751')"
"('P27694', 'P51587')"
"('P00441', 'P48739')"
"('Q9NUL7', 'Q9GZY8')"
"('Q86UK5', 'Q5HYI8')"
"('P42127', 'Q01726')"
"('Q9BS16', 'Q9H3R5')"
"('Q9H079', 'Q8WV44')"
"('P17405', 'P20073')"
"('P05412', 'P20671')"
"('O75586', 'Q71F56')"
"('Q14152', 'P41567')"
"('Q9NRD5', 'P57086')"
"('P63167', 'Q9P289')"
"('P05412', 'Q13950')"
"('P07437', 'Q13257')"
"('Q2M296', 'O15350')"
"('P43363', 'P48552')"
"('Q01844', 'Q9H147')"
"('Q969D9', 'Q969J5')"
"('Q00839', 'P23258')"
"('P22612', 'Q8NGB6')"
"('P51617', 'P25963')"
"('Q6RW13', 'P50052')"
"('Q9NQT4', 'Q8N720')"
"('P10276', 'P50120')"
"('O15511', 'Q9NQW6')"
"('Q8TCT0', 'O95273')"
"('O14964', 'O95405')"
"('P04216', 'P63279')"
"('O15269', 'Q8N138')"
"('P08138', 'P46108')"
"('O75334', 'P30153')"
"('Q8TC12', 'Q15165')"
"('O43889', 'Q14849')"
"('Q8IZT6', 'Q96EV8')"
"('Q92896', 'Q99496')"
"('P12931', 'P49789')"
"('P02458', 'P13612')"
"('Q9UJZ1', 'Q8WWC4')"
"('Q9GZR5', 'Q86Y78')"
"('P46108', 'P55060')"
"('Q9C0C7', 'Q13620')"
"('P03372', 'Q9BY76')"
"('O43365', 'P54274')"
"('Q9Y5Y2', 'Q8N806')"
"('Q9Y3E0', 'Q9NQC3')"
"('Q00325', 'Q53S58')"
"('P55017', 'P0DMV8')"
"('O75530', 'P53350')"
"('Q9Y5R4', 'P28070')"
"('P33176', 'Q9Y3P9')"
"('Q14195', 'P50502')"
"('Q92624', 'Q9P0B6')"
"('P08962', 'P12931')"
"('P30050', 'P17931')"
"('Q6L8H2', 'O60896')"
"('Q96BZ8', 'P14868')"
"('Q8WVC0', 'Q9Y5B9')"
"('P40426', 'P06753')"
"('O00541', 'Q8IY81')"
"('Q3B820', 'P43364')"
"('P29590', 'Q13761')"
"('O95983', 'Q86UZ6')"
"('Q9BV79', 'Q9H2U2')"
"('Q96G27', 'Q9BVT8')"
"('Q9BXB1', 'Q5T1M5')"
"('Q9BYE7', 'Q8TD90')"
"('Q96GM8', 'O95149')"
"('Q9UHF1', 'Q9Y4K0')"
"('Q9UN86', 'P13489')"
"('Q13330', 'P78537')"
"('O43318', 'Q8N2H9')"
"('P62995', 'Q9UPV0')"
"('P49286', 'P11169')"
"('Q15796', 'P24941')"
"('P0C870', 'Q8IUH5')"
"('O14920', 'Q3ZCQ8')"
"('Q9UBU9', 'Q9Y2W2')"
"('O60307', 'O60333')"
"('O95372', 'P19320')"
"('P62877', 'Q9P2Y5')"
"('Q9NRD0', 'P63208')"
"('P52746', 'Q16539')"
"('Q15717', 'Q8TC76')"
"('Q8IZ26', 'Q15645')"
"('Q03519', 'P28065')"
"('P36776', 'Q13616')"
"('Q5UIP0', 'Q4VCS5')"
"('Q8N205', 'Q07325')"
"('Q9BUN8', 'P35998')"
"('P22681', 'P35580')"
"('P49458', 'Q32P28')"
"('P48730', 'O95758')"
"('P06400', 'O75150')"
"('P02545', 'Q53GG5')"
"('Q9NRG4', 'P06400')"
"('Q8TBN0', 'Q9UL33')"
"('Q9UGN5', 'A1KXE4')"
"('P48764', 'Q6P0Q8')"
"('P80075', 'P51677')"
"('P11021', 'O15357')"
"('O94906', 'P14678')"
"('P47755', 'O75083')"
"('Q9H3D4', 'P61978')"
"('P27986', 'Q9H204')"
"('Q8IW41', 'Q13541')"
"('Q9UGC6', 'Q5TA78')"
"('Q96N21', 'O75031')"
"('Q9ULZ3', 'Q13501')"
"('P56945', 'P14866')"
"('Q14999', 'P33240')"
"('O15355', 'P25815')"
"('Q9Y3M8', 'O43166')"
"('Q8N680', 'Q8NHQ8')"
"('P05412', 'P12273')"
"('Q8IUH8', 'Q7Z3S9')"
"('Q13501', 'Q16352')"
"('Q16186', 'Q13490')"
"('Q9BRP4', 'Q9NY27')"
"('Q9UBU9', 'Q9Y5L0')"
"('P62979', 'Q13155')"
"('Q9UBU9', 'O43837')"
"('Q6K0P9', 'Q14676')"
"('P22830', 'Q16740')"
"('Q9Y3Y2', 'O14744')"
"('Q8TCP9', 'P05067')"
"('Q9H2M9', 'O75691')"
"('Q5SW79', 'Q9H2F9')"
"('P61289', 'P55036')"
"('P32881', 'Q14627')"
"('P35226', 'Q6FI13')"
"('Q9Y241', 'P14678')"
"('P49411', 'Q02878')"
"('P83881', 'P62750')"
"('Q13123', 'P26368')"
"('P61964', 'P03372')"
"('O00193', 'P15586')"
"('P56747', 'Q8N7P3')"
"('P29401', 'Q04760')"
"('P15927', 'O95104')"
"('Q10713', 'Q9HD34')"
"('Q15139', 'P16220')"
"('O75751', 'P00519')"
"('Q96QD8', 'Q99942')"
"('Q15637', 'Q13064')"
"('Q9P2H0', 'Q14129')"
"('P48039', 'P22314')"
"('P19823', 'P02751')"
"('Q8WVM7', 'Q9NTI5')"
"('P19823', 'P00533')"
"('P35222', 'Q15583')"
"('P63279', 'Q15047')"
"('O00214', 'Q15223')"
"('Q9H773', 'P54725')"
"('P31689', 'P35914')"
"('Q9GZT8', 'Q9NWQ9')"
"('Q71U36', 'P68366')"
"('Q8N474', 'P56704')"
"('P61073', 'Q5T3F8')"
"('Q01844', 'Q13616')"
"('O75469', 'Q14934')"
"('Q13137', 'Q9UJV3')"
"('P57678', 'Q49A26')"
"('Q13151', 'Q15366')"
"('Q08117', 'Q96CA5')"
"('O75771', 'Q9NRD5')"
"('O15226', 'Q16666')"
"('Q14CZ7', 'P34897')"
"('Q96KN4', 'O95817')"
"('P11308', 'Q15717')"
"('P61088', 'Q8WWY3')"
"('P35613', 'Q5VYK3')"
"('Q15021', 'Q92747')"
"('O75489', 'O43920')"
"('Q08752', 'Q8TCJ0')"
"('Q9NP66', 'O60341')"
"('P52597', 'Q0VD86')"
"('P16615', 'Q9UKV5')"
"('Q9HBI0', 'P63261')"
"('Q92993', 'Q9Y546')"
"('Q96JG6', 'P0C1Z6')"
"('Q16254', 'Q8NFT6')"
"('Q9UNE7', 'Q15831')"
"('Q9Y4G6', 'Q5TDH0')"
"('P15311', 'P06737')"
"('Q16778', 'Q9NRM7')"
"('Q8N357', 'Q5JUW0')"
"('P42772', 'P24385')"
"('P50570', 'P29590')"
"('P28799', 'Q16643')"
"('Q99626', 'Q04206')"
"('Q09028', 'Q8WXI9')"
"('P52735', 'Q12874')"
"('Q92633', 'P11117')"
"('P06400', 'O43463')"
"('O60285', 'Q93008')"
"('Q16658', 'Q9H492')"
"('Q01844', 'Q9H9Q2')"
"('Q92597', 'Q12906')"
"('P0DMN0', 'P34896')"
"('P49327', 'Q99816')"
"('Q9Y6K9', 'P07949')"
"('Q9BYQ3', 'P50222')"
"('P60371', 'Q9UBU2')"
"('Q86YV0', 'Q7Z3Y8')"
"('Q14129', 'Q9NWS9')"
"('P53990', 'Q9UBP5')"
"('Q13469', 'P40938')"
"('P27694', 'Q14669')"
"('P51991', 'Q99714')"
"('Q9NR30', 'Q9ULT8')"
"('P52272', 'P04004')"
"('P51665', 'Q99460')"
"('Q13356', 'O75344')"
"('Q13424', 'P07148')"
"('Q14103', 'P35637')"
"('P01106', 'Q5HYC2')"
"('P50851', 'Q9P0N5')"
"('P68133', 'P53814')"
"('Q9NVU0', 'P62875')"
"('O95347', 'Q9UBP9')"
"('P41252', 'P03372')"
"('P04198', 'P33991')"
"('P12268', 'Q9UNH7')"
"('O00308', 'Q13635')"
"('Q16543', 'Q92947')"
"('Q9NZC7', 'P62316')"
"('O00631', 'O14983')"
"('Q8IWL3', 'Q9NP99')"
"('Q99081', 'Q06455')"
"('P06733', 'P00491')"
"('Q92769', 'P04908')"
"('Q9Y277', 'Q7Z5B4')"
"('P34897', 'Q969L2')"
"('Q9BSJ6', 'Q709F0')"
"('P22105', 'O75578')"
"('O75386', 'Q9P2K3')"
"('P27348', 'Q99959')"
"('Q8NBZ0', 'O00560')"
"('P04629', 'O15164')"
"('P34932', 'P00441')"
"('Q13242', 'P05412')"
"('Q68CZ1', 'O75477')"
"('Q9H972', 'Q01860')"
"('Q9NRD1', 'P08069')"
"('Q96EV8', 'A1L4H1')"
"('Q86VP6', 'Q14011')"
"('P49321', 'O75815')"
"('Q9Y678', 'P53621')"
"('Q53GS7', 'Q99496')"
"('P23258', 'Q05D60')"
"('Q9Y2S7', 'Q9NX40')"
"('Q07352', 'Q9ULM6')"
"('Q8TAP4', 'Q86VP1')"
"('P50750', 'Q8N7H5')"
"('Q12905', 'Q9HC52')"
"('P27105', 'P55854')"
"('Q9NQP4', 'Q9H0A8')"
"('O75475', 'P62995')"
"('P78424', 'Q8NEA9')"
"('P04406', 'P51991')"
"('P09661', 'O60508')"
"('P22314', 'Q712K3')"
"('P27694', 'P51610')"
"('Q8TEQ6', 'P62318')"
"('Q8TAA5', 'P07947')"
"('Q13772', 'P03372')"
"('P83111', 'O95714')"
"('P42771', 'Q00839')"
"('P35626', 'Q8NH83')"
"('O14904', 'Q13467')"
"('Q9NQA5', 'Q8NFH5')"
"('Q8N5S1', 'P62166')"
"('Q15369', 'Q13618')"
"('Q8WZ42', 'O75157')"
"('Q9NX00', 'Q8N8W4')"
"('O43852', 'Q9UI26')"
"('Q08211', 'Q9ULX6')"
"('Q86T03', 'Q92990')"
"('P31327', 'P02768')"
"('Q12866', 'P08238')"
"('Q16630', 'Q9H0E2')"
"('Q96D03', 'Q8WW01')"
"('Q13546', 'Q93038')"
"('P67870', 'P55072')"
"('P61960', 'Q01581')"
"('P35813', 'P22736')"
"('O00567', 'P49411')"
"('Q9HAV4', 'P12081')"
"('Q7Z418', 'P36897')"
"('P35527', 'Q15843')"
"('Q13547', 'P19474')"
"('O95758', 'P09132')"
"('Q8NDF8', 'Q6NUS6')"
"('O14974', 'P61158')"
"('P52732', 'O75381')"
"('Q13895', 'Q9NTW7')"
"('Q9NSC2', 'Q6ZWI9')"
"('Q14161', 'Q9Y4F1')"
"('P00533', 'Q13480')"
"('P49913', 'P01100')"
"('Q04864', 'O95602')"
"('P38398', 'P78396')"
"('O94992', 'Q9NVX0')"
"('Q9BQG0', 'P19320')"
"('P43364', 'Q9BWC9')"
"('Q96IP4', 'Q9NP31')"
"('Q9C0D5', 'Q9Y2I6')"
"('Q86W42', 'P78527')"
"('P54257', 'Q16891')"
"('Q8IZT6', 'Q9UNE7')"
"('Q9BYG5', 'Q86V97')"
"('Q8IWL3', 'P15289')"
"('Q9BYV6', 'P21333')"
"('P08238', 'Q13555')"
"('P41250', 'Q9NZL4')"
"('Q96DZ1', 'P18850')"
"('P51610', 'O75928')"
"('Q15020', 'Q08211')"
"('Q15022', 'Q13185')"
"('Q9UGI9', 'P49815')"
"('Q71U36', 'P60709')"
"('P06239', 'P16070')"
"('P55055', 'P05408')"
"('P55060', 'Q13126')"
"('O14980', 'Q96T76')"
"('Q99728', 'O00267')"
"('Q08170', 'O43719')"
"('O43808', 'Q00839')"
"('Q8WU20', 'Q6AI08')"
"('Q13257', 'P61247')"
"('P08579', 'Q9UL40')"
"('Q9Y666', 'Q9HBU9')"
"('P01308', 'P35968')"
"('O00757', 'P36894')"
"('P24941', 'Q9ULV4')"
"('Q14687', 'Q9Y466')"
"('P49736', 'Q93079')"
"('O00232', 'P55036')"
"('Q99624', 'Q99570')"
"('Q9NVH1', 'Q9BS40')"
"('Q9UQC9', 'P02768')"
"('Q9NUP9', 'Q5SVZ6')"
"('P25786', 'Q9UBT2')"
"('Q9UBU9', 'Q96FV9')"
"('Q9H6R4', 'P62081')"
"('P42858', 'P60201')"
"('Q6IQ23', 'Q6ZU35')"
"('P78527', 'Q8TCU6')"
"('Q6P1J9', 'O60516')"
"('Q9Y573', 'Q05D32')"
"('Q00325', 'Q9BYN8')"
"('O76039', 'Q9UPN3')"
"('Q9NVH2', 'Q14103')"
"('Q04206', 'Q13568')"
"('Q9UPT9', 'O75529')"
"('Q14192', 'Q16656')"
"('P67775', 'Q8IZS8')"
"('Q13616', 'P22304')"
"('O14818', 'O75157')"
"('P61962', 'P55072')"
"('Q05925', 'P18146')"
"('Q9BUL8', 'O60936')"
"('O95793', 'P31749')"
"('P50991', 'P48643')"
"('P62979', 'P03372')"
"('Q9NVW2', 'O75626')"
"('P78362', 'Q9BYN0')"
"('P04083', 'Q96ST8')"
"('Q13077', 'O14920')"
"('Q96AZ1', 'P10809')"
"('Q16254', 'Q96KB5')"
"('P60953', 'P37173')"
"('O95429', 'A6NDS4')"
"('P68366', 'P30050')"
"('Q6ZT89', 'Q9UJV3')"
"('P27348', 'Q8N5S9')"
"('Q6L8H1', 'P60410')"
"('P19235', 'P10721')"
"('P02746', 'P02747')"
"('P61964', 'O15530')"
"('Q01860', 'P42785')"
"('O43678', 'Q9NTK5')"
"('Q9H492', 'Q14151')"
"('Q8TAM1', 'Q16659')"
"('P35527', 'Q9H492')"
"('P46779', 'Q02878')"
"('Q8N1B4', 'Q5T7W7')"
"('Q9BYD2', 'Q96A35')"
"('Q9UHI6', 'Q96DB2')"
"('O15212', 'O75170')"
"('P42224', 'P19438')"
"('P54136', 'Q99558')"
"('P0C1Z6', 'Q504U0')"
"('Q96K30', 'Q08379')"
"('P09486', 'P07996')"
"('Q9NYS7', 'Q93034')"
"('Q92608', 'Q9BYP8')"
"('O15084', 'O15027')"
"('Q9BWH6', 'P46379')"
"('O43687', 'Q9HAT0')"
"('Q9P013', 'Q38SD2')"
"('P52743', 'Q8N653')"
"('P47985', 'P25325')"
"('Q0VD86', 'Q5T7W7')"
"('P11047', 'Q14118')"
"('P19320', 'O75179')"
"('Q08999', 'Q9UQ80')"
"('P62269', 'Q14134')"
"('Q9NRD1', 'Q9UG63')"
"('O95684', 'Q9P2B4')"
"('P49407', 'Q9H343')"
"('Q8ND76', 'Q13616')"
"('P39023', 'Q9Y3U8')"
"('O75764', 'Q9H4B6')"
"('Q96RU2', 'Q86VU5')"
"('Q6N069', 'P49715')"
"('O94888', 'P62979')"
"('P41586', 'P50150')"
"('Q9UI26', 'P31943')"
"('Q96RU2', 'P54578')"
"('Q96T37', 'Q9NYV6')"
"('P19174', 'Q9P2D0')"
"('O75494', 'Q9BVJ6')"
"('Q9H0S4', 'O60260')"
"('P01241', 'Q16186')"
"('O75420', 'Q9NXE8')"
"('Q6A162', 'P25791')"
"('Q13315', 'Q86U44')"
"('Q13485', 'Q9Y6X2')"
"('Q9BQE3', 'Q9UBN7')"
"('Q9Y243', 'P46527')"
"('O60313', 'Q13618')"
"('Q8TCJ0', 'Q9UMX0')"
"('Q15047', 'Q9BQ95')"
"('Q6NZY4', 'P49760')"
"('Q9C0D5', 'P12830')"
"('Q13618', 'P09012')"
"('P36873', 'Q6P1K2')"
"('O14958', 'Q96HI0')"
"('Q96KG9', 'Q13127')"
"('P51523', 'Q7L0Q8')"
"('P62508', 'P62195')"
"('P46100', 'Q13573')"
"('Q9Y570', 'O75674')"
"('Q7Z3C6', 'O00214')"
"('P21580', 'Q9Y4K3')"
"('Q7L5N1', 'P49454')"
"('P23528', 'Q14019')"
"('P20042', 'P16104')"
"('Q8IWZ5', 'Q9BYR5')"
"('Q9C0B0', 'P0DP24')"
"('Q9NW13', 'Q9UGY1')"
"('Q13405', 'P49736')"
"('P07196', 'Q5VU43')"
"('P42704', 'O75365')"
"('Q13418', 'P48059')"
"('Q9Y6M9', 'O43674')"
"('O96019', 'Q6PIV2')"
"('P06730', 'Q9UNK9')"
"('P27816', 'P35398')"
"('O76075', 'Q92905')"
"('P07197', 'Q9UJZ1')"
"('Q12931', 'P30084')"
"('Q12789', 'O00422')"
"('P04629', 'P32969')"
"('P18085', 'Q9Y617')"
"('Q9GZT8', 'P08670')"
"('P0DP24', 'O60739')"
"('O43677', 'O95139')"
"('P61956', 'Q8N7C3')"
"('P49137', 'Q13263')"
"('P10415', 'Q99638')"
"('P61981', 'P11940')"
"('Q86VW1', 'P07948')"
"('Q8TEJ3', 'O15075')"
"('Q14457', 'P98082')"
"('Q9BQ52', 'Q9H4L4')"
"('Q92597', 'Q13148')"
"('P0DML2', 'O60674')"
"('Q13111', 'P46781')"
"('Q96QF0', 'Q86VK4')"
"('Q05086', 'Q8TC05')"
"('Q9UET6', 'P62633')"
"('Q14CS0', 'P83111')"
"('P09619', 'P60411')"
"('Q15198', 'Q15797')"
"('O60232', 'Q9Y2Z0')"
"('Q9UBE8', 'P10242')"
"('Q6PJG2', 'P35579')"
"('A2A2Y4', 'Q15070')"
"('Q96RE7', 'Q8N983')"
"('Q00325', 'P57078')"
"('Q13617', 'Q9HA65')"
"('O95602', 'P32121')"
"('Q96DE5', 'Q9UJX2')"
"('Q8WVV5', 'Q9Y287')"
"('Q8TDY2', 'Q13137')"
"('O75695', 'P49815')"
"('Q96EB6', 'P41235')"
"('O75553', 'Q9NWB1')"
"('Q13084', 'Q9Y6E7')"
"('P14868', 'P07900')"
"('Q14CZ7', 'P50213')"
"('Q9H1J7', 'P34925')"
"('Q9BSB4', 'Q9H0R8')"
"('P49736', 'P11940')"
"('P51610', 'Q9NRC8')"
"('P33151', 'O95863')"
"('Q15013', 'P51681')"
"('P83731', 'P62266')"
"('A8CG34', 'Q96EE3')"
"('Q16543', 'P27348')"
"('Q9BY67', 'P17931')"
"('O95359', 'O75694')"
"('O75844', 'Q9BUJ2')"
"('P22612', 'Q8NGH5')"
"('P67809', 'Q969H0')"
"('P01106', 'Q9NR11')"
"('O60763', 'Q96RU2')"
"('P53618', 'P49755')"
"('O75530', 'Q9P2K5')"
"('P35241', 'P21283')"
"('P10074', 'O43809')"
"('Q9Y2H8', 'Q96QB1')"
"('Q8NG83', 'P62873')"
"('P51692', 'P04150')"
"('O96014', 'A8MQ03')"
"('P28482', 'Q8WX93')"
"('Q5TCZ1', 'Q7L804')"
"('Q6P2Q9', 'P46087')"
"('Q8TAA3', 'P35998')"
"('P07900', 'Q99459')"
"('P07339', 'P69905')"
"('P51532', 'P13164')"
"('Q08426', 'P50542')"
"('Q99963', 'P18077')"
"('Q9UET6', 'Q8IWL3')"
"('Q12933', 'Q06187')"
"('Q00059', 'P27694')"
"('Q13619', 'Q5T6F0')"
"('P51617', 'P04792')"
"('O14980', 'Q6ZW49')"
"('Q96L21', 'P08865')"
"('Q96NB3', 'Q15428')"
"('P0C7P0', 'Q8N4Q1')"
"('O00422', 'Q12857')"
"('Q14683', 'P26599')"
"('P31146', 'P55769')"
"('P38646', 'O43615')"
"('Q6IQ23', 'Q08AD1')"
"('P55036', 'P17028')"
"('P61088', 'A6ND91')"
"('Q15173', 'Q16589')"
"('P34947', 'P51681')"
"('Q96NL6', 'P61160')"
"('Q13887', 'Q01105')"
"('Q13363', 'P04629')"
"('Q9Y265', 'P29597')"
"('Q9P2W3', 'Q13131')"
"('Q9Y4C8', 'Q9BQ67')"
"('Q5T7N2', 'Q9BZL4')"
"('Q13952', 'Q01658')"
"('P59046', 'Q03933')"
"('Q96B01', 'Q8IUQ4')"
"('Q9ULC4', 'Q04323')"
"('P17947', 'Q92793')"
"('Q92922', 'Q9UBN7')"
"('Q8IUZ0', 'Q9Y2D8')"
"('Q8WVE6', 'Q00341')"
"('O43156', 'P34810')"
"('P04637', 'Q99816')"
"('P25788', 'P40227')"
"('P24941', 'P62847')"
"('Q7Z3B4', 'Q9NX04')"
"('Q8N556', 'Q05655')"
"('P61221', 'Q13619')"
"('Q15648', 'P04150')"
"('Q9H0A6', 'P02649')"
"('Q99750', 'P28222')"
"('Q12872', 'Q15637')"
"('Q9BSM1', 'O75027')"
"('Q9NP77', 'P60174')"
"('Q06330', 'Q99575')"
"('P01876', 'P24071')"
"('P51668', 'O60232')"
"('Q7L014', 'P07951')"
"('Q5S007', 'P20700')"
"('P46736', 'Q4G0J3')"
"('Q9HC52', 'P35711')"
"('P51148', 'Q8NHQ8')"
"('P68133', 'O14604')"
"('Q16623', 'Q96C24')"
"('Q9UBD5', 'P38398')"
"('Q6UWE0', 'Q9Y2I6')"
"('Q8N3K9', 'P40189')"
"('P48643', 'Q00005')"
"('P10809', 'P07237')"
"('P60900', 'P04222')"
"('Q5BJH7', 'Q92614')"
"('P18074', 'P28715')"
"('O14933', 'O94941')"
"('Q96Q07', 'Q96GG9')"
"('Q8NE71', 'P61221')"
"('Q15628', 'Q99558')"
"('Q99496', 'P29692')"
"('P42696', 'P41218')"
"('O76014', 'Q13526')"
"('P63220', 'P06748')"
"('Q8IVT5', 'O75420')"
"('Q8IWZ5', 'Q8IVS8')"
"('Q86WT1', 'Q9BW83')"
"('Q7Z2X4', 'Q8N5R6')"
"('Q01850', 'Q99633')"
"('Q9BT25', 'Q96ST8')"
"('O60925', 'P05386')"
"('Q9NUQ2', 'Q96BA8')"
"('Q00059', 'P19838')"
"('Q9UKX2', 'O95433')"
"('Q01860', 'P51553')"
"('P49419', 'P17655')"
"('Q99459', 'Q9Y5U2')"
"('Q9H583', 'Q12952')"
"('Q96CS3', 'P52701')"
"('Q9UL18', 'P39656')"
"('P62979', 'P22314')"
"('Q66GS9', 'P33981')"
"('Q5T8P6', 'P26367')"
"('Q8IVT5', 'O60244')"
"('Q15796', 'C9J442')"
"('Q9NZZ3', 'P25789')"
"('Q9UNA1', 'P60763')"
"('Q8IUH3', 'Q86VP6')"
"('Q92905', 'P61024')"
"('Q02779', 'O14964')"
"('O94905', 'P55060')"
"('Q8NFH3', 'O15504')"
"('Q08AD1', 'Q7KZI7')"
"('Q86V81', 'P52272')"
"('O15198', 'Q96FW1')"
"('P04040', 'P07195')"
"('Q9H3D4', 'Q14624')"
"('P46108', 'Q14847')"
"('P45974', 'Q96P70')"
"('Q15836', 'Q86Y82')"
"('O75461', 'Q9H2F5')"
"('Q6R6M4', 'P11802')"
"('Q96BY2', 'Q07812')"
"('Q15797', 'O15054')"
"('Q9Y618', 'Q9H6Z9')"
"('P20226', 'P10914')"
"('P61962', 'Q9UKV8')"
"('Q9BY41', 'Q86US8')"
"('P03372', 'P28356')"
"('Q9UQC2', 'P48736')"
"('P62140', 'P62993')"
"('Q14994', 'Q93074')"
"('P62993', 'Q92949')"
"('Q9NV79', 'Q9UH03')"
"('Q14152', 'P28702')"
"('Q8TCJ0', 'P68366')"
"('P03372', 'O95425')"
"('P26367', 'O75030')"
"('Q8WUM0', 'P01106')"
"('Q14657', 'Q13064')"
"('P01100', 'P20749')"
"('O00487', 'P28070')"
"('Q9UMX0', 'P60900')"
"('P17676', 'P05112')"
"('Q9P0K8', 'O95677')"
"('P18124', 'Q15287')"
"('Q9HAT0', 'O75382')"
"('P49589', 'O94855')"
"('Q96ST8', 'Q9BT92')"
"('Q9H2C0', 'Q9NYF8')"
"('Q9BXL7', 'Q13191')"
"('P34897', 'Q9NXR7')"
"('P01106', 'P30049')"
"('Q9BVA1', 'Q13233')"
"('P58340', 'Q06609')"
"('Q15303', 'P42338')"
"('P10276', 'Q6GMV2')"
"('Q9Y572', 'O14974')"
