negatives
"('Q92558', 'P63261')"
"('Q14562', 'Q8N5F7')"
"('O43598', 'Q9UET6')"
"('O43255', 'P54259')"
"('O00459', 'P01111')"
"('P36956', 'P49327')"
"('P57730', 'P29466')"
"('P30153', 'Q9Y5P8')"
"('P06733', 'P62993')"
"('Q96IX5', 'Q15714')"
"('Q9Y5X3', 'Q9UBS4')"
"('P01100', 'P05231')"
"('P62807', 'Q9C005')"
"('P35749', 'Q9P2S5')"
"('P02768', 'Q9UPY3')"
"('Q9UD71', 'O14965')"
"('P04179', 'P16104')"
"('O75469', 'P20813')"
"('P49746', 'P13612')"
"('P04637', 'Q9BZR8')"
"('Q15834', 'Q9NS73')"
"('P84022', 'Q8TF09')"
"('P19784', 'P68400')"
"('Q13685', 'Q9GZQ8')"
"('Q9Y6X2', 'P52630')"
"('P62330', 'P62273')"
"('Q99963', 'P54274')"
"('P30939', 'Q9UBI6')"
"('Q13257', 'Q9H1A4')"
"('P07910', 'Q86V81')"
"('P15018', 'P16871')"
"('P05387', 'P26373')"
"('P40879', 'Q15599')"
"('Q14164', 'O60641')"
"('Q9Y4K3', 'P63000')"
"('P02462', 'P26010')"
"('Q9Y4X3', 'P25025')"
"('P63104', 'P00966')"
"('Q9UK32', 'Q86WZ6')"
"('P34969', 'Q9P2W3')"
"('O94907', 'Q96MU8')"
"('P0CG48', 'Q9Y2H0')"
"('P0CG47', 'P00403')"
"('P36954', 'Q6PD62')"
"('Q15583', 'Q9NVU7')"
"('Q9P126', 'Q9Y2I6')"
"('P05387', 'P62424')"
"('P17480', 'O95602')"
"('P32969', 'P61254')"
"('Q9UKR5', 'P07737')"
"('P05113', 'Q14627')"
"('Q9H8Y8', 'P37198')"
"('Q13526', 'O00267')"
"('P35914', 'Q9GZW8')"
"('Q8NGK3', 'P38405')"
"('Q92769', 'O75182')"
"('P21917', 'P61952')"
"('P09651', 'Q08211')"
"('Q9C086', 'P60709')"
"('Q92765', 'Q9GZT5')"
"('P41567', 'O00303')"
"('Q5VWQ8', 'P01112')"
"('P12107', 'Q9UKX5')"
"('P01106', 'P23634')"
"('Q12923', 'Q02556')"
"('Q01844', 'Q99728')"
"('P51668', 'P62081')"
"('Q9UKV8', 'P09651')"
"('Q00610', 'P53680')"
"('P09544', 'O75197')"
"('Q6UVK1', 'Q9Y2X8')"
"('Q9Y6H6', 'P47897')"
"('Q9P2R6', 'Q12805')"
"('Q9Y3A3', 'Q96KS0')"
"('P42680', 'P16471')"
"('P00519', 'Q71SY5')"
"('P30273', 'P42338')"
"('P16471', 'P43403')"
"('Q9NV70', 'Q13573')"
"('Q15796', 'O60508')"
"('P30480', 'P28331')"
"('Q9BVP2', 'Q9Y5J5')"
"('Q14185', 'O00212')"
"('P63000', 'Q15628')"
"('O75807', 'P20264')"
"('Q96JA3', 'P84077')"
"('O15467', 'P49238')"
"('P62879', 'Q16539')"
"('Q9Y2X8', 'Q99942')"
"('Q9NZT1', 'Q08462')"
"('O96019', 'Q92925')"
"('P12814', 'P62993')"
"('P52435', 'A0JLT2')"
"('Q76LX8', 'P04275')"
"('P63000', 'P52564')"
"('P17612', 'P18847')"
"('Q8N5X7', 'P43146')"
"('O15287', 'Q8IY81')"
"('P01023', 'P12544')"
"('P46063', 'O00629')"
"('P33993', 'P25963')"
"('Q9Y2T4', 'Q9UBN1')"
"('P01275', 'P47871')"
"('Q9Y2X7', 'Q9BXP5')"
"('P98170', 'Q9Y3M8')"
"('P28702', 'Q93074')"
"('Q969H0', 'Q8NC51')"
"('P21781', 'P29317')"
"('Q15797', 'Q9H9T3')"
"('P12980', 'Q9UPN9')"
"('Q9H0W9', 'Q15645')"
"('Q13554', 'Q01959')"
"('Q9H6I2', 'P35222')"
"('Q13315', 'Q8N4S0')"
"('P06753', 'P51911')"
"('P61077', 'Q13489')"
"('O00303', 'O60832')"
"('P62280', 'P08865')"
"('P61218', 'Q6PD62')"
"('P59998', 'Q92747')"
"('P41743', 'P51617')"
"('Q15173', 'P62955')"
"('P18146', 'Q9HAZ1')"
"('P35222', 'O43623')"
"('O43918', 'P27986')"
"('P31483', 'Q12906')"
"('P36897', 'P29353')"
"('Q53GL0', 'Q93009')"
"('P25490', 'P46531')"
"('Q86Y13', 'P62256')"
"('Q13416', 'P15927')"
"('P26373', 'P49207')"
"('Q13555', 'P62158')"
"('P43364', 'O94818')"
"('Q15393', 'Q9UL18')"
"('Q9NQB0', 'Q02535')"
"('P02766', 'P27448')"
"('P50613', 'P10275')"
"('Q9Y606', 'Q14197')"
"('Q8IU54', 'P40238')"
"('O15519', 'O75618')"
"('Q14527', 'P12004')"
"('Q02878', 'P62910')"
"('P27348', 'Q9UBF8')"
"('P04234', 'P06241')"
"('Q9BT78', 'Q15843')"
"('442917', 'Q15303')"
"('P61077', 'Q12899')"
"('O75528', 'Q8WYH8')"
"('O14964', 'Q9Y4K3')"
"('P62854', 'P62244')"
"('Q13136', 'Q9UPW5')"
"('P09104', 'Q6IA17')"
"('P16220', 'Q16539')"
"('P01138', 'Q02763')"
"('Q96FE5', 'O95967')"
"('Q7RTN6', 'P54619')"
"('P48775', 'Q9P2G9')"
"('Q96AP7', 'O75508')"
"('O15524', 'Q15116')"
"('O60934', 'Q92878')"
"('P37837', 'O60739')"
"('P49841', 'Q9BTE0')"
"('P21860', 'Q9ULJ1')"
"('Q13107', 'Q16637')"
"('Q8NHC8', 'P02768')"
"('Q92692', 'Q9NQS3')"
"('Q13432', 'Q9BX70')"
"('Q86YV6', 'P60660')"
"('O00257', 'P48552')"
"('P62753', 'P62273')"
"('P28068', 'P01903')"
"('P04899', 'P45984')"
"('Q99570', 'P25963')"
"('Q9UKM9', 'O75626')"
"('P17028', 'P13994')"
"('P25963', 'P23396')"
"('A6H8Y1', 'Q92994')"
"('P62993', 'P18031')"
"('Q02153', 'Q14938')"
"('P08865', 'P25398')"
"('P49286', 'P62879')"
"('P33402', 'Q13424')"
"('Q15717', 'Q13573')"
"('Q9NV56', 'P34931')"
"('P13612', 'P63261')"
"('O15524', 'Q13651')"
"('P32780', 'Q01094')"
"('P03372', 'Q05086')"
"('Q16778', 'P63165')"
"('Q99598', 'Q15631')"
"('Q16659', 'Q6UXH1')"
"('Q99750', 'Q9H1D0')"
"('P58180', 'P38405')"
"('Q8N6F1', 'P56746')"
"('P02776', 'Q16570')"
"('Q16829', 'Q16539')"
"('O43439', 'Q06455')"
"('Q8IX12', 'Q15428')"
"('O95168', 'Q9UI09')"
"('Q13177', 'P07947')"
"('O95813', 'P04628')"
"('Q9NX76', 'Q9NQ11')"
"('Q93074', 'Q9BTT4')"
"('Q0VDF9', 'Q16659')"
"('P62280', 'P63220')"
"('Q03164', 'P68431')"
"('O43597', 'P62993')"
"('Q9Y5K5', 'P62333')"
"('Q16637', 'Q9Y333')"
"('Q96RY5', 'P48730')"
"('P18075', 'P36894')"
"('O15264', 'P49327')"
"('Q13315', 'Q9Y487')"
"('Q92831', 'P52732')"
"('Q92890', 'P01023')"
"('Q17RW2', 'P26012')"
"('P28482', 'P35354')"
"('O60732', 'O75964')"
"('Q92905', 'Q15796')"
"('Q9UM13', 'O95997')"
"('Q9NZM3', 'Q07889')"
"('Q00535', 'P13196')"
"('Q9HBG4', 'Q14164')"
"('Q01844', 'Q92934')"
"('Q9UKV8', 'P62424')"
"('O43166', 'P31947')"
"('P05109', 'P62937')"
"('O95166', 'Q8N1C3')"
"('O95257', 'O60383')"
"('Q14833', 'P63215')"
"('Q14533', 'P19012')"
"('Q9UBE0', 'Q02790')"
"('Q05516', 'Q9NPJ4')"
"('O75400', 'Q8IWX8')"
"('O15264', 'P23396')"
"('P22694', 'Q9UN42')"
"('O75116', 'P35579')"
"('Q15714', 'P53985')"
"('P19419', 'P37840')"
"('Q9Y3U8', 'P50914')"
"('P52630', 'P52294')"
"('O00141', 'P49411')"
"('P06239', 'P60709')"
"('Q9P0J0', 'Q9UI09')"
"('Q14197', 'O15091')"
"('P40337', 'Q8TEY7')"
"('P06493', 'Q9UM11')"
"('Q9NVJ2', 'P56134')"
"('Q9UK08', 'Q08462')"
"('P62899', 'P36578')"
"('P62879', 'O15264')"
"('Q8TEL6', 'Q15628')"
"('Q9BWD1', 'P01889')"
"('P16333', 'Q9H222')"
"('P21580', 'Q8IUC6')"
"('O14965', 'P30305')"
"('Q9UK85', 'O95433')"
"('Q9Y4L1', 'P30450')"
"('P01574', 'P10912')"
"('Q13131', 'P35558')"
"('P21333', 'O75369')"
"('P15248', 'Q6UXL0')"
"('P04217', 'P17931')"
"('Q8NG27', 'Q9Y5V3')"
"('Q9NX95', 'Q96EV8')"
"('P05386', 'P62899')"
"('Q9NXU5', 'Q9BWH2')"
"('P60568', 'P01100')"
"('Q7Z5K2', 'Q8IZH2')"
"('P16871', 'P11142')"
"('O75508', 'Q96B33')"
"('Q9Y5J5', 'Q9Y5M8')"
"('Q6P2C8', 'Q86YW9')"
"('O15511', 'O15144')"
"('Q13952', 'P14635')"
"('P09544', 'Q9H461')"
"('O00264', 'Q9H1Y0')"
"('Q9NQZ3', 'Q92904')"
"('O77932', 'Q15024')"
"('P21333', 'Q562R1')"
"('P61978', 'P26368')"
"('Q14185', 'Q9H4E5')"
"('P04637', 'P61086')"
"('P00533', 'Q99962')"
"('O96024', 'P63167')"
"('P01243', 'P56537')"
"('Q8WWI5', 'O00193')"
"('Q9UNM6', 'Q13573')"
"('Q14790', 'P51572')"
"('O14965', 'P61026')"
"('P00441', 'Q13501')"
"('P62633', 'P61326')"
"('Q13191', 'Q06124')"
"('P35222', 'P08575')"
"('P52597', 'P55795')"
"('O00267', 'P63272')"
"('Q15645', 'Q9H4B4')"
"('Q15717', 'Q9UKV8')"
"('P11215', 'P01024')"
"('P50914', 'P61513')"
"('P43403', 'P27986')"
"('P13533', 'Q14896')"
"('P46779', 'P36578')"
"('P63092', 'Q96PN6')"
"('Q8WYK2', 'P26640')"
"('Q13275', 'O14786')"
"('P15248', 'P26951')"
"('O75334', 'Q9Y2X7')"
"('Q06787', 'P63279')"
"('Q16795', 'Q9NX14')"
"('Q00653', 'P63208')"
"('Q92621', 'P49792')"
"('P01106', 'Q1RMZ1')"
"('P62873', 'P35913')"
"('P51668', 'O60291')"
"('Q8IWZ8', 'Q12986')"
"('Q96A37', 'P62256')"
"('Q9NX58', 'Q9UL18')"
"('Q9UBD9', 'Q6UXL0')"
"('Q13237', 'P18848')"
"('Q9Y6I3', 'P21802')"
"('P41235', 'Q92793')"
"('P67870', 'O60282')"
"('P32927', 'P31749')"
"('Q96CS2', 'P25205')"
"('O14775', 'Q00722')"
"('P25942', 'P52434')"
"('Q5VT06', 'P37231')"
"('Q8N1F7', 'O14908')"
"('P46783', 'P42677')"
"('Q9BRR9', 'P61586')"
"('Q9ULV1', 'Q6UXH1')"
"('P00750', 'P09429')"
"('P06241', 'Q9NRJ4')"
"('P11171', 'P63261')"
"('P15018', 'P17181')"
"('P31260', 'Q12778')"
"('Q6NZ67', 'Q15047')"
"('P14635', 'Q4G163')"
"('Q96FW1', 'P61077')"
"('Q9NPD8', 'O95376')"
"('P62136', 'O14965')"
"('Q99558', 'P39023')"
"('P62258', 'Q92628')"
"('P61289', 'Q9H832')"
"('P55957', 'Q07812')"
"('Q6QNY1', 'Q8TDH9')"
"('P20333', 'O43175')"
"('O75800', 'Q13489')"
"('Q01780', 'O95819')"
"('Q7Z6B7', 'Q07890')"
"('P11940', 'Q9UHX1')"
"('P46109', 'P62993')"
"('Q13332', 'P61956')"
"('Q16629', 'Q8IYB3')"
"('Q9H5I1', 'P29353')"
"('P50222', 'O00295')"
"('O14936', 'Q9Y624')"
"('Q9NQ92', 'O14744')"
"('P60709', 'Q9HBI0')"
"('P34947', 'P51684')"
"('P31749', 'Q01201')"
"('P27694', 'Q9UNS1')"
"('P28482', 'O60733')"
"('P49715', 'P35638')"
"('Q9H0E9', 'O95619')"
"('Q15654', 'P18583')"
"('P10966', 'P01892')"
"('Q9Y572', 'P14649')"
"('Q9Y2T2', 'Q8IY92')"
"('Q16401', 'P48556')"
"('Q05397', 'Q8WYR1')"
"('P61925', 'O14980')"
"('Q9UKT4', 'Q9UM11')"
"('P52272', 'O95400')"
"('Q13017', 'P08134')"
"('Q13418', 'Q9UBM7')"
"('Q16829', 'O15264')"
"('O95167', 'O95178')"
"('Q01094', 'P13073')"
"('Q9UHF0', 'Q5JY77')"
"('P24941', 'Q9P2S5')"
"('O95832', 'O95484')"
"('P31314', 'Q16619')"
"('P31943', 'Q13242')"
"('Q14573', 'P62993')"
"('Q13530', 'Q9P035')"
"('Q9BUV8', 'P17844')"
"('P61088', 'Q12986')"
"('Q15750', 'P38646')"
"('P62753', 'Q9BRP8')"
"('Q9NRF9', 'Q14919')"
"('Q9Y6K9', 'O60641')"
"('Q9C005', 'P61964')"
"('P62993', 'P10912')"
"('P63096', 'O14775')"
"('Q9BQ04', 'P0CAP2')"
"('Q9UBE0', 'P63279')"
"('Q6UWE0', 'Q9Y385')"
"('P16104', 'P00558')"
"('Q13435', 'O75400')"
"('Q01094', 'O75530')"
"('Q99962', 'Q9P2Y4')"
"('Q9GZS3', 'Q92541')"
"('Q5VVH5', 'P51617')"
"('Q9BW27', 'P23258')"
"('O75376', 'P10828')"
"('P63104', 'Q99832')"
"('O60563', 'P06400')"
"('O00716', 'P14635')"
"('P19878', 'Q15759')"
"('P55201', 'P33992')"
"('P08727', 'Q14966')"
"('O00221', 'P78527')"
"('Q16620', 'Q06124')"
"('Q13098', 'P55789')"
"('Q99961', 'P04629')"
"('Q8IVH2', 'Q9H334')"
"('O14980', 'Q14653')"
"('P02458', 'Q9HCN6')"
"('Q92583', 'P51681')"
"('P43246', 'O95059')"
"('O00264', 'P29372')"
"('Q9P2W3', 'P27986')"
"('P63167', 'Q96FJ2')"
"('5512', 'O15169')"
"('Q9UBS5', 'O14610')"
"('P52630', 'P09913')"
"('406938', 'Q9Y4K3')"
"('P54253', 'P37235')"
"('P14314', 'P18146')"
"('P24530', 'P63096')"
"('P68104', 'P56182')"
"('Q9BQA1', 'O14744')"
"('P40763', '406991')"
"('P60763', 'P10275')"
"('Q9P287', 'P56545')"
"('P26010', 'Q12929')"
"('P28702', 'Q6P2C8')"
"('P26599', 'Q92945')"
"('Q6VMQ6', 'P63261')"
"('P07199', 'Q17RP2')"
"('P06731', 'P52272')"
"('Q14164', 'P58876')"
"('P01241', 'Q9UHF4')"
"('P01241', 'P40189')"
"('P30260', 'Q96DE5')"
"('Q13315', 'O95071')"
"('Q01082', 'O15198')"
"('P40763', 'P30281')"
"('Q9Y371', 'Q07812')"
"('Q14164', 'P43307')"
"('P13645', 'Q6R327')"
"('Q03013', 'P51693')"
"('P12236', 'Q92597')"
"('P81605', 'Q2M3C7')"
"('Q14CX7', 'P24941')"
"('P22087', 'Q9UKS6')"
"('P12111', 'P23229')"
"('Q14831', 'O14775')"
"('P01225', 'P23945')"
"('P50993', 'P32418')"
"('Q9Y5P8', 'P62955')"
"('Q8WUI4', 'Q99878')"
"('Q06330', 'Q96K30')"
"('P25054', 'Q16531')"
"('P24522', 'O75165')"
"('P56385', 'O75964')"
"('Q9NYN1', 'O00238')"
"('P62330', 'P56537')"
"('Q15424', 'P04637')"
"('P25788', 'Q9H0D6')"
"('O60739', 'Q15008')"
"('O43292', 'Q13526')"
"('Q02078', 'P63279')"
"('P20366', 'P27487')"
"('Q16520', 'Q16649')"
"('P09382', 'P25445')"
"('Q16658', 'P01241')"
"('Q13233', 'P51571')"
"('Q17RW2', 'P17301')"
"('P47897', 'P11802')"
"('O60885', 'P27986')"
"('O75369', 'P63261')"
"('O94776', 'Q09028')"
"('P00533', 'P05362')"
"('P01112', 'P45983')"
"('Q14643', 'Q13557')"
"('Q9UGI8', 'Q13813')"
"('Q9BVW5', 'Q9Y248')"
"('Q13233', 'P62837')"
"('Q9BY12', 'Q9NYQ7')"
"('P12931', 'Q14289')"
"('Q96N67', 'P60763')"
"('P38936', 'P05109')"
"('P29083', 'Q08117')"
"('Q16821', 'Q13263')"
"('Q0D2J5', 'P57086')"
"('P62266', 'P61247')"
"('Q96C10', 'Q9NXV6')"
"('P15056', 'P31946')"
"('Q9Y6Q6', 'Q9NYJ8')"
"('P04839', 'Q15759')"
"('P56537', 'P09936')"
"('Q15369', 'P40337')"
"('P23511', 'P18146')"
"('P28482', 'Q9NRA0')"
"('P01106', 'Q8IX90')"
"('Q12873', 'P04637')"
"('P15153', 'O14986')"
"('Q15796', 'P30260')"
"('Q86TI0', 'P61106')"
"('P62993', 'P42575')"
"('P23508', 'P56537')"
"('Q13838', 'P62244')"
"('P63096', 'P81274')"
"('P49759', 'Q13247')"
"('P06241', 'P10301')"
"('Q01469', 'P01241')"
"('P58876', 'Q93077')"
"('P54760', 'Q15768')"
"('Q92560', 'Q15819')"
"('Q8IZI9', 'P19838')"
"('P29350', 'P26358')"
"('P17252', 'P62879')"
"('P18124', 'Q99558')"
"('P43364', 'Q9BQ70')"
"('Q13145', 'O75581')"
"('Q92698', 'Q06609')"
"('P63215', 'P48051')"
"('Q8N766', 'Q9UKE5')"
"('P00519', 'P49450')"
"('Q9H1C0', 'P16520')"
"('P47888', 'P38405')"
"('Q8NEB9', 'P51148')"
"('O95251', 'O15211')"
"('P18146', 'Q9ULV5')"
"('P62879', 'P27361')"
"('P54652', 'O43353')"
"('Q03188', 'Q16539')"
"('Q99459', 'Q14527')"
"('P05412', 'P56645')"
"('P06400', 'Q13574')"
"('Q96D46', 'P62826')"
"('P23467', 'O15530')"
"('Q9UJX3', 'Q9NZH5')"
"('P49336', 'O60885')"
"('O15056', 'Q9UGN5')"
"('P30480', 'O43765')"
"('P20823', 'P07355')"
"('P55157', 'P02765')"
"('P04181', 'P78396')"
"('P30519', 'Q6IE81')"
"('P51571', 'Q15714')"
"('P05013', 'Q01113')"
"('Q99880', 'Q9BY41')"
"('P19875', 'P51681')"
"('Q13255', 'P30679')"
"('P15498', 'P16471')"
"('P49641', 'O95163')"
"('Q9UJW3', 'Q9UHA3')"
"('P35637', 'P14866')"
"('Q9UDY2', 'P35221')"
"('O95425', 'P20929')"
"('407015', 'Q15797')"
"('P63000', 'P04839')"
"('Q9HCK5', 'Q9UBS4')"
"('P42677', 'Q00653')"
"('Q12888', 'P56524')"
"('Q9NV56', 'O95619')"
"('Q8TD86', 'P54750')"
"('O75533', 'Q8TAD8')"
"('O95169', 'O15239')"
"('Q14258', 'P03372')"
"('Q9NQC7', 'Q969G3')"
"('P51532', 'P37231')"
"('P40939', 'Q9H492')"
"('P48426', 'P06396')"
"('P07333', 'Q96B97')"
"('P04626', 'Q12913')"
"('O94761', 'Q8IWV8')"
"('P09467', 'Q63HM2')"
"('Q14684', 'Q96BK5')"
"('Q3B7T1', 'O60925')"
"('P06702', 'P05109')"
"('O95644', 'Q02080')"
"('O00329', 'P23443')"
"('P13569', 'O14939')"
"('Q13177', 'Q13087')"
"('Q9Y5S9', 'P62249')"
"('O43809', 'Q5RKV6')"
"('Q92889', 'P07992')"
"('Q96L91', 'Q96Q83')"
"('Q9NS75', 'P30679')"
"('Q9BXW9', 'Q9Y2M0')"
"('Q8N6F1', 'Q96AP7')"
"('O15335', 'P13612')"
"('P48634', 'Q07021')"
"('Q00005', 'O60840')"
"('O75448', 'Q9Y2X0')"
"('Q12923', 'P62993')"
"('Q15417', 'P50402')"
"('Q15173', 'P46695')"
"('Q969H4', 'Q15669')"
"('Q9BYG5', 'Q00722')"
"('P41240', 'P08069')"
"('P23634', 'Q9NS23')"
"('O95400', 'Q8IWZ8')"
"('Q9Y6Q9', 'Q6PL18')"
"('Q01780', 'Q08945')"
"('O14978', 'Q8WV44')"
"('O75529', 'P01106')"
"('P49736', 'Q9Y3A3')"
"('Q01974', 'P41221')"
"('O60869', 'P62158')"
"('P20073', 'Q9BRK5')"
"('O60343', 'Q96L91')"
"('P27361', 'P16949')"
"('P18146', 'O95069')"
"('P28074', 'P25787')"
"('Q05516', 'Q9NWR8')"
"('P62158', 'Q00653')"
"('P04626', 'Q92529')"
"('Q16630', 'Q92989')"
"('Q8NEC5', 'O95967')"
"('P38398', 'P05412')"
"('P08648', 'P26010')"
"('Q9NPA1', 'O60840')"
"('O95751', 'O14964')"
"('P51665', 'Q9BRP4')"
"('P35659', 'P05549')"
"('O00159', 'Q8IY92')"
"('Q15628', 'Q9NR12')"
"('P18621', 'P18077')"
"('P38919', 'P06493')"
"('P61964', 'Q92831')"
"('Q9UHW5', 'P18146')"
"('P38398', 'Q9BXW9')"
"('P28482', 'P15498')"
"('P61769', 'P01889')"
"('Q8TAI7', 'P42345')"
"('P31994', 'P29459')"
"('Q9NY65', 'P04350')"
"('Q96DA0', 'Q9NRR5')"
"('P11473', 'P48443')"
"('P11171', 'O75643')"
"('P29590', 'O15379')"
"('Q9Y6N6', 'P06756')"
"('Q9H981', 'Q9ULG1')"
"('P01106', 'P53804')"
"('Q08211', 'Q9BUJ2')"
"('Q08209', 'Q8TD86')"
"('Q99759', 'P05141')"
"('P04637', 'Q02363')"
"('O15260', 'Q9HC98')"
"('P46782', 'P62249')"
"('P09382', 'P57678')"
"('P67809', 'O95819')"
"('P62993', 'Q13509')"
"('Q16829', 'P27361')"
"('Q9HCG8', 'Q14331')"
"('Q00987', 'P0CG48')"
"('P19320', 'P19878')"
"('Q9NRG4', 'P08579')"
"('Q86V81', 'Q8IX12')"
"('Q9ULM3', 'O75478')"
"('O95400', 'Q96DG6')"
"('P16220', 'O95477')"
"('Q99704', 'P05107')"
"('Q96EQ8', 'O95786')"
"('Q15653', 'Q9P1U0')"
"('Q9GZT5', 'Q14332')"
"('P16333', 'O94885')"
"('Q12933', 'Q07011')"
"('C9JDP6', 'Q8N7P3')"
"('Q9NVI1', 'O14717')"
"('Q9HC29', 'P49662')"
"('O14640', 'Q86T65')"
"('P04637', 'Q9UNH5')"
"('Q9UKA9', 'Q99459')"
"('P49407', 'Q92783')"
"('P21246', 'Q9Y383')"
"('P98175', 'Q92917')"
"('O60318', 'Q9NYQ7')"
"('Q9NYK1', 'Q9NR97')"
"('P23284', 'Q13077')"
"('P62258', 'Q12905')"
"('Q9H7Z6', 'P11474')"
"('Q86UD3', 'Q96B02')"
"('P42226', 'Q9BXN2')"
"('Q8IY31', 'Q9UPT5')"
"('Q09472', 'O75528')"
"('Q7LC44', 'Q9GZT8')"
"('Q01538', 'P53779')"
"('P00519', 'P31946')"
"('Q9Y3U8', 'O43353')"
"('P41159', 'P38484')"
"('P24863', 'Q00526')"
"('Q8TEW0', 'Q3V6T2')"
"('Q8IZQ1', 'Q676U5')"
"('P31151', 'Q00005')"
"('P12956', 'P16435')"
"('Q9Y2T1', 'P20823')"
"('Q9Y572', 'Q06830')"
"('P49407', 'P51686')"
"('Q6ZU52', 'P61981')"
"('O00567', 'Q9UL18')"
"('O95832', 'Q16625')"
"('P13232', 'P24394')"
"('Q3ZCM7', 'O43237')"
"('Q08170', 'Q13247')"
"('P37231', 'Q9UIH9')"
"('Q13191', 'P16234')"
"('Q53TQ3', 'Q9ULG1')"
"('Q14511', 'P84022')"
"('P05387', 'Q92901')"
"('O95994', 'Q9GZT6')"
"('P50750', 'Q9HAW4')"
"('P51955', 'Q13042')"
"('Q96GD3', 'Q9NRR5')"
"('P62750', 'Q9BPZ7')"
"('P43146', 'Q14232')"
"('A8MT69', 'Q8IYD8')"
"('P26373', 'P61513')"
"('O95831', 'Q9HAW0')"
"('P39023', 'P30480')"
"('P41586', 'P63211')"
"('P61254', 'P62424')"
"('P68366', 'P43403')"
"('O75376', 'P03372')"
"('O14924', 'P11274')"
"('Q99759', 'P47929')"
"('Q9C0A0', 'O14936')"
"('P62753', 'P61247')"
"('Q9BZJ6', 'P18146')"
"('P35609', 'Q9NPC6')"
"('O60739', 'P68036')"
"('Q14315', 'P18564')"
"('O14964', 'Q9NZ52')"
"('P05771', 'Q15080')"
"('P12318', 'A2IXV5')"
"('P18564', 'P17252')"
"('P54253', 'Q9H7H0')"
"('Q12888', 'P62805')"
"('O43586', 'P47914')"
"('Q15714', 'Q9H4A3')"
"('P62263', 'Q70Z53')"
"('P20774', 'P12931')"
"('Q9UKW4', 'Q8WV28')"
"('Q9HC98', 'P33993')"
"('Q5FBB7', 'P35813')"
"('P01106', 'P24394')"
"('Q04206', 'P35637')"
"('O95751', 'Q9NY61')"
"('Q00653', 'P31689')"
"('Q15654', 'Q8TED9')"
"('P43490', 'O14933')"
"('Q9Y2K6', 'Q9P0L0')"
"('P22612', 'P13569')"
"('P07949', 'Q9H201')"
"('O00303', 'Q13347')"
"('Q96CN9', 'Q15427')"
"('Q12933', 'O60641')"
"('Q9ULK6', 'P51668')"
"('P14678', 'Q6Y7W6')"
"('P27986', 'P29353')"
"('O95619', 'Q9Y265')"
"('C9JDP6', 'Q9UDY2')"
"('P21796', 'P12235')"
"('O43491', 'P63104')"
"('Q9UKR5', 'P55957')"
"('Q9Y6U3', 'Q99759')"
"('O96020', 'P24941')"
"('P42336', 'P49418')"
"('P05556', 'P48736')"
"('P60484', 'P09619')"
"('Q9P1A6', 'Q9H2G2')"
"('P04156', 'Q16653')"
"('Q9Y4K3', 'O95757')"
"('Q16254', 'Q92698')"
"('P19438', 'O15397')"
"('Q05513', 'Q9Y243')"
"('P04843', 'Q9UHD9')"
"('P32121', 'P32248')"
"('Q05639', 'Q9UKG9')"
"('P78347', 'P17931')"
"('Q13315', 'Q12906')"
"('Q05513', 'O75689')"
"('Q9H6S1', 'Q9NVV4')"
"('Q96DW6', 'Q92979')"
"('P00966', 'Q9H8T0')"
"('P15941', 'P43403')"
"('P06899', 'Q969S8')"
"('Q9Y6K9', 'P12931')"
"('Q68CZ2', 'P56945')"
"('P52294', 'P25942')"
"('P32121', 'Q13606')"
"('P49368', 'P52735')"
"('P41143', 'Q96AW1')"
"('P0C1H6', 'Q71UI9')"
"('Q9ULV8', 'P38484')"
"('Q15633', 'Q9BUZ4')"
"('Q9UGJ0', 'P54619')"
"('Q5VVX9', 'Q86UV6')"
"('P42261', 'P25025')"
"('P05000', 'P31785')"
"('P62805', 'O43318')"
"('Q15046', 'Q92569')"
"('Q8N5U6', 'Q5VVX9')"
"('P01732', 'P06239')"
"('Q13241', 'Q06124')"
"('Q7Z3G6', 'Q92997')"
"('P51149', 'P01889')"
"('P61962', 'Q15796')"
"('Q7Z5J4', 'P49841')"
"('P31947', 'P35568')"
"('P29353', 'Q99704')"
"('O15265', 'Q92830')"
"('P16333', 'P01588')"
"('Q99496', 'P51965')"
"('Q9BQ89', 'P62993')"
"('Q13233', 'Q9BVA1')"
"('P35813', 'O15169')"
"('P41159', 'P19235')"
"('Q8IW19', 'P49916')"
"('P55001', 'P98160')"
"('P20073', 'Q12766')"
"('Q96CW1', 'Q92609')"
"('Q92997', 'Q04206')"
"('P51948', 'P10275')"
"('Q13535', 'Q9UQ84')"
"('O75438', 'Q9NX14')"
"('A8K6C2', 'Q5VWK5')"
"('P80294', 'Q96KC8')"
"('Q13148', 'O43187')"
"('Q3ZCQ8', 'P04049')"
"('O60603', 'P01100')"
"('Q5VTD9', 'Q9UHF1')"
"('P14316', 'O43299')"
"('O15031', 'P30519')"
"('Q15796', 'P61962')"
"('P11142', 'Q86UA6')"
"('P03971', 'Q13873')"
"('Q9ULJ1', 'O95084')"
"('Q9Y535', 'Q9NW08')"
"('P33778', 'Q9BY41')"
"('Q8IZL8', 'P10275')"
"('P20264', 'Q03135')"
"('Q96CN9', 'Q15834')"
"('Q93009', 'Q14781')"
"('P24864', 'Q13042')"
"('Q86VB7', 'P67870')"
"('P43405', 'P27361')"
"('P08670', 'Q6ZU52')"
"('P51159', 'O60383')"
"('P29353', 'P20963')"
"('P30153', 'P31751')"
"('P62633', 'P42766')"
