negatives
"('Q93008', 'P00533')"
"('P62266', 'P47914')"
"('Q13573', 'Q9NTK5')"
"('Q9HC24', 'P04844')"
"('P11161', 'O00308')"
"('Q16543', 'Q9BSF8')"
"('Q13263', 'P04150')"
"('P16333', 'P62993')"
"('Q9NRM7', 'P46934')"
"('P14859', 'P08700')"
"('Q15691', 'P12814')"
"('Q9NPE6', 'Q5TGU0')"
"('Q9GZQ8', 'Q9UKB1')"
"('Q13263', 'Q96KQ7')"
"('Q02750', 'Q96HC4')"
"('Q93084', 'P10415')"
"('P12004', 'Q93034')"
"('P04629', 'Q9NVP1')"
"('P20700', 'Q13561')"
"('Q9GZP0', 'P16234')"
"('P21359', 'Q9ULJ3')"
"('P25786', 'O43242')"
"('O75533', 'Q9NYU2')"
"('Q9Y3C1', 'Q9H4G0')"
"('Q15717', 'Q13951')"
"('O75147', 'O14646')"
"('P01130', 'P27816')"
"('O60508', 'P52597')"
"('Q9P2W1', 'O75815')"
"('Q9UPN3', 'P49736')"
"('Q17RB8', 'Q9UKT9')"
"('Q96AW1', 'P50238')"
"('Q9BWS9', 'Q2MV58')"
"('Q68D86', 'Q9BSW7')"
"('P43146', 'Q6ZN44')"
"('P14625', 'Q93034')"
"('Q14011', 'Q86VP6')"
"('P62701', 'Q8TDN6')"
"('Q9BUZ4', 'Q9H8Y8')"
"('P05067', 'Q9NRG0')"
"('P53611', 'O60331')"
"('P42766', 'Q92905')"
"('Q9BRX9', 'Q9BZL1')"
"('O95352', 'P21283')"
"('P42025', 'Q8IUH5')"
"('O95402', 'P0CAP2')"
"('O14817', 'Q9BYQ4')"
"('Q9Y490', 'Q92917')"
"('P15692', 'P00533')"
"('Q01860', 'P37108')"
"('P11142', 'P63104')"
"('P54274', 'O95197')"
"('Q8IWL3', 'Q15118')"
"('P13807', 'O43474')"
"('Q05682', 'P0DP23')"
"('Q99766', 'Q6P597')"
"('Q86W92', 'P30153')"
"('P19235', 'O14492')"
"('Q16666', 'Q9UNH7')"
"('Q7Z6J6', 'Q13464')"
"('P39023', 'P18124')"
"('P84103', 'Q9Y5E9')"
"('O75376', 'Q92597')"
"('P39019', 'Q9Y237')"
"('P11142', 'P84090')"
"('P35968', 'Q9UKB1')"
"('P23508', 'Q96T60')"
"('Q07020', 'P62851')"
"('Q9GZU3', 'Q8N159')"
"('Q9Y295', 'Q8TBB1')"
"('P17612', 'P22459')"
"('P11802', 'O00233')"
"('Q96CW1', 'Q9Y6I3')"
"('Q96HA8', 'P11217')"
"('Q96BZ8', 'P17661')"
"('Q8N163', 'Q15021')"
"('Q8N4E4', 'Q92805')"
"('P04049', 'P63167')"
"('Q96KQ7', 'O00555')"
"('Q96NG5', 'P02649')"
"('Q9NRD1', 'P62424')"
"('Q9BTT6', 'P78352')"
"('P54136', 'O95793')"
"('P04155', 'Q06609')"
"('O15084', 'P09017')"
"('Q9H6Z9', 'Q53ET0')"
"('P15104', 'Q9BZE9')"
"('Q8N108', 'O95785')"
"('Q96T76', 'Q8N7X1')"
"('P31994', 'Q8NHJ6')"
"('Q9UKB1', 'P52597')"
"('Q9BX66', 'P22681')"
"('O75530', 'P38398')"
"('P18077', 'Q86VP6')"
"('P08579', 'O60841')"
"('Q9Y6K9', 'Q15653')"
"('P51532', 'O95644')"
"('Q9NPJ1', 'Q05084')"
"('Q96SQ5', 'Q9UGI0')"
"('P35609', 'P50461')"
"('Q9UQM7', 'O00305')"
"('Q8WXI9', 'O75530')"
"('P35606', 'O76071')"
"('Q92830', 'P15531')"
"('P63165', 'O15265')"
"('Q13243', 'Q9HCN8')"
"('O14777', 'P36873')"
"('Q9BY41', 'P52948')"
"('Q6IQ23', 'Q9NRM7')"
"('P10599', 'Q9NRR5')"
"('Q9NPB9', 'O15444')"
"('Q04941', 'Q8IXM3')"
"('O14920', 'Q9BQ69')"
"('O15371', 'Q6NUN9')"
"('P55265', 'Q9Y261')"
"('P14625', 'P55072')"
"('Q9UM54', 'P05412')"
"('Q96KP4', 'P40763')"
"('P52701', 'P54132')"
"('Q9UJM3', 'Q9HC07')"
"('P63208', 'Q14999')"
"('P29353', 'P20749')"
"('P04083', 'P68133')"
"('P35626', 'Q9NQN1')"
"('P60484', 'Q8IYR6')"
"('P24941', 'P26373')"
"('Q9UPM8', 'Q9Y6R4')"
"('P62140', 'Q9BXT2')"
"('Q9Y5K5', 'Q15008')"
"('O60216', 'Q7Z5K2')"
"('Q92597', 'P00390')"
"('Q9NTK5', 'P52306')"
"('Q5TA76', 'Q701N4')"
"('Q4VCS5', 'P61981')"
"('P33992', 'P04629')"
"('Q92945', 'Q5S007')"
"('O75643', 'P83876')"
"('Q9UPX8', 'P63167')"
"('P36543', 'Q17R98')"
"('Q6IQ55', 'P49736')"
"('Q14999', 'P42166')"
"('Q5JTZ9', 'Q99853')"
"('P49841', 'Q8TDD2')"
"('P12110', 'O75578')"
"('O60779', 'Q92874')"
"('Q96SQ5', 'P36406')"
"('P06748', 'Q14164')"
"('Q9NXH9', 'P43364')"
"('Q9HC52', 'Q9NYF8')"
"('Q7Z2T5', 'P23193')"
"('P13639', 'P23921')"
"('P32121', 'P25024')"
"('P06400', 'Q7Z6E9')"
"('Q9GZM8', 'Q96MT8')"
"('O95292', 'P04626')"
"('P10644', 'Q9UJZ1')"
"('Q7Z4L5', 'P18206')"
"('Q9Y6C2', 'O14576')"
"('O00743', 'P49368')"
"('Q9H492', 'Q04837')"
"('Q6DD87', 'Q99496')"
"('P51617', 'O15111')"
"('P48634', 'P09651')"
"('O43765', 'P22681')"
"('Q9HCM9', 'Q9Y577')"
"('O00232', 'Q99460')"
"('P15153', 'O14986')"
"('Q06323', 'P20618')"
"('Q86VP6', 'P09874')"
"('P40429', 'P50914')"
"('P14174', 'Q9UNE7')"
"('Q13936', 'P30626')"
"('O95983', 'P13056')"
"('Q01094', 'Q96AV8')"
"('Q9BZE1', 'Q9HCE1')"
"('P35637', 'Q13243')"
"('P67775', 'Q16589')"
"('Q9UGM3', 'Q9Y6B2')"
"('Q504Q3', 'Q9BQA1')"
"('P49368', 'P78371')"
"('Q8N4S0', 'Q8NC67')"
"('Q5I0X4', 'Q6A162')"
"('P12277', 'Q9NUX5')"
"('Q06547', 'Q8NHU6')"
"('Q9H2D6', 'P62140')"
"('Q969V3', 'Q7Z6Z7')"
"('Q01449', 'P78424')"
"('Q9HC52', 'P78364')"
"('Q13867', 'P49736')"
"('P11712', 'Q9Y2H9')"
"('Q9BRX9', 'P41182')"
"('Q6I9Y2', 'Q92843')"
"('Q96Q83', 'Q5UIP0')"
"('A6NEM1', 'Q8N6Y0')"
"('O75792', 'Q9UHB4')"
"('Q9H9B1', 'Q6IN85')"
"('P22607', 'P42224')"
"('Q8TB36', 'P07602')"
"('O00203', 'Q92572')"
"('Q9BQ69', 'P67809')"
"('O75031', 'Q96BW1')"
"('Q96CW5', 'P31943')"
"('Q92844', 'P11021')"
"('Q14847', 'Q9H2D1')"
"('Q8N1F7', 'Q9GZX7')"
"('O95229', 'Q8NG31')"
"('P09619', 'O75581')"
"('Q96PV7', 'Q08379')"
"('P36406', 'Q9UJY4')"
"('Q9UMR2', 'Q9UN36')"
"('Q86UE4', 'Q96Q45')"
"('Q9NRI5', 'Q9Y496')"
"('O75791', 'Q8TF50')"
"('Q9UPN9', 'Q9UJX3')"
"('Q96IX5', 'Q16740')"
"('P02786', 'Q8NHG7')"
"('Q15554', 'Q13415')"
"('P27797', 'P05067')"
"('O75387', 'P11308')"
"('P63279', 'Q96RL1')"
"('Q9NWQ8', 'P15498')"
"('O95793', 'P10636')"
"('Q9UHP6', 'Q9BXS5')"
"('O95169', 'Q8IWL3')"
"('Q96FW1', 'Q01844')"
"('P28482', 'Q02548')"
"('Q9UBU8', 'Q06609')"
"('Q15654', 'Q14166')"
"('O00483', 'Q5RI15')"
"('Q8NFJ9', 'Q53HC9')"
"('Q96CW1', 'Q96K62')"
"('Q08170', 'Q99459')"
"('P11182', 'Q96AH0')"
"('P10276', 'P09016')"
"('P43405', 'Q15437')"
"('O43422', 'P09651')"
"('Q9BYR2', 'Q9Y2T1')"
"('P00533', 'O14773')"
"('Q8NAP3', 'Q96EY7')"
"('Q5QGZ9', 'Q5SQN1')"
"('Q9H2H9', 'P61619')"
"('P14921', 'Q99706')"
"('Q9Y4W2', 'Q86VP6')"
"('O76075', 'Q15843')"
"('P27797', 'Q8NI37')"
"('P61966', 'Q6P2I7')"
"('P17612', 'Q8NGQ3')"
"('P07900', 'Q16584')"
"('P10809', 'P01116')"
"('Q9BYP8', 'Q92608')"
"('Q96M91', 'O00291')"
"('Q9UHD8', 'Q9UQ35')"
"('Q96T60', 'O75530')"
"('Q9UJZ1', 'Q15022')"
"('Q8IZP0', 'Q96HT8')"
"('P29376', 'P04049')"
"('P02794', 'P14209')"
"('Q9UBU9', 'Q86UL3')"
"('P48552', 'Q92956')"
"('O14879', 'Q9BQ95')"
"('Q07889', 'P31152')"
"('O43281', 'P62993')"
"('Q93009', 'Q16778')"
"('Q53S58', 'Q9NX20')"
"('Q6UXN9', 'Q9NPF4')"
"('P62316', 'Q8WWY3')"
"('Q99700', 'Q96B97')"
"('O75533', 'Q9NRC8')"
"('P05362', 'P62424')"
"('Q9UBP6', 'O95568')"
"('P61619', 'Q9HCE1')"
"('P18206', 'P62736')"
"('O00170', 'P50148')"
"('Q96HA8', 'Q8IWL8')"
"('Q9UBU9', 'Q9BVK6')"
"('Q96A35', 'Q9BRJ2')"
"('P50990', 'P50213')"
"('Q6PCT2', 'Q05D32')"
"('Q15466', 'Q13227')"
"('P17612', 'P58180')"
"('P27824', 'P30153')"
"('Q14974', 'Q401N2')"
"('Q9C009', 'O60264')"
"('P48556', 'Q9BRP4')"
"('P36873', 'P02792')"
"('O00459', 'Q9UJM3')"
"('O60264', 'Q9NW08')"
"('P49750', 'Q9NZC7')"
"('O00459', 'P17066')"
"('P41220', 'O95622')"
"('P22694', 'Q8IZS8')"
"('Q16531', 'Q9NRC8')"
"('Q96KR1', 'Q13618')"
"('P55957', 'Q96J02')"
"('Q9Y463', 'P51784')"
"('Q5T686', 'Q15323')"
"('O95758', 'Q96DF8')"
"('Q14457', 'Q96F24')"
"('P98175', 'Q504Q3')"
"('Q9H2F5', 'P62805')"
"('O75365', 'P42704')"
"('Q13286', 'Q9Y4W6')"
"('Q96CS3', 'P45880')"
"('Q14653', 'Q09472')"
"('Q8TDW7', 'P00492')"
"('Q99613', 'P61247')"
"('Q9BRK4', 'Q68CZ1')"
"('Q13508', 'Q9NU22')"
"('Q66K74', 'Q9Y2B0')"
"('A1L390', 'Q9H0W5')"
"('P48643', 'Q92526')"
"('P49459', 'O00560')"
"('Q5H9J7', 'Q9Y6C2')"
"('Q02809', 'P54274')"
"('P07900', 'P56696')"
"('Q9HCE1', 'Q15904')"
"('O43639', 'Q8WXE0')"
"('Q8TCT0', 'Q15061')"
"('P22392', 'P53396')"
"('Q9NRE2', 'Q15276')"
"('Q14103', 'P12882')"
"('O60229', 'Q5VTD9')"
"('A8MVW5', 'Q13332')"
"('P46108', 'Q14185')"
"('Q15326', 'Q9UBF1')"
"('P53611', 'P01111')"
"('P14784', 'Q16610')"
"('P10721', 'P51692')"
"('Q99558', 'P32969')"
"('P37840', 'Q8N5U6')"
"('Q96HR8', 'O60684')"
"('P13682', 'A1L4K1')"
"('O76011', 'Q8IVS8')"
"('P55072', 'Q13617')"
"('O94973', 'P27694')"
"('P07814', 'Q5T9A4')"
"('P04843', 'Q92905')"
"('Q96T88', 'Q92889')"
"('P50914', 'Q9UL18')"
"('P13667', 'P01130')"
"('Q8IZP0', 'O43639')"
"('P35638', 'O60519')"
"('Q86VP6', 'Q9UPE1')"
"('P01106', 'Q16514')"
"('P17036', 'Q15427')"
"('P48431', 'Q13207')"
"('Q5T3F8', 'P21281')"
"('Q08J23', 'P46060')"
"('P38646', 'Q9Y572')"
"('Q9BY43', 'P61421')"
"('P37058', 'Q15796')"
"('Q96H55', 'Q9NRR3')"
"('P28222', 'P08908')"
"('Q9UQR1', 'Q9UDY6')"
"('P68133', 'P35221')"
"('P46940', 'P37173')"
"('O95433', 'P13010')"
"('O94966', 'Q8NBU5')"
"('P22087', 'P33992')"
"('Q6NUN9', 'Q9NZI8')"
"('Q9NRR5', 'Q96JN2')"
"('Q13085', 'P35637')"
"('P27540', 'P17858')"
"('P35226', 'P22087')"
"('Q9UL41', 'Q9UHD9')"
"('P49736', 'Q15365')"
"('P61619', 'P01375')"
"('P38398', 'Q9UQB9')"
"('P29353', 'P13646')"
"('Q14746', 'Q9Y250')"
"('Q9Y277', 'P45880')"
"('P61158', 'O43852')"
"('Q04206', 'Q92616')"
"('Q96BW1', 'Q7Z5L9')"
"('Q13118', 'Q15393')"
"('O75323', 'Q96NL6')"
"('Q96H55', 'Q14254')"
"('P20671', 'P05412')"
"('P05067', 'Q13442')"
"('O76064', 'Q9Y3C0')"
"('Q8IXK0', 'Q15014')"
"('P46108', 'P17066')"
"('Q8NBZ0', 'Q9H9F9')"
"('P0CAP2', 'B2RTY4')"
"('O00268', 'Q5S007')"
"('P12931', 'P32004')"
"('P46783', 'Q09013')"
"('P00492', 'Q92956')"
"('P03372', 'Q93074')"
"('Q14999', 'Q9UBM7')"
"('Q96T55', 'Q9Y6A1')"
"('P22455', 'O15234')"
"('P38398', 'Q4VC44')"
"('Q9Y3F4', 'Q9UQL6')"
"('P61978', 'P27694')"
"('Q15102', 'P19320')"
"('Q9P2H0', 'O75607')"
"('A0JLT2', 'Q14978')"
"('Q6P1J9', 'Q03164')"
"('Q9H492', 'Q9NRD5')"
"('Q9Y2M5', 'Q13618')"
"('O60271', 'P46734')"
"('Q13347', 'Q9UQ35')"
"('Q14134', 'Q8NF91')"
"('P21127', 'Q16543')"
"('P61289', 'Q9NRD5')"
"('P50570', 'Q8IVF5')"
"('P13010', 'Q14191')"
"('Q4VCS5', 'Q9NRD1')"
"('O75056', 'P60369')"
"('Q9UDY2', 'O43623')"
"('Q16763', 'Q9UM11')"
"('Q6PJ21', 'P08238')"
"('P52272', 'Q14164')"
"('P35442', 'P26006')"
"('Q14590', 'Q9H4L7')"
"('P49450', 'O75367')"
"('P56385', 'Q9H2H9')"
"('Q9H0W5', 'Q14789')"
"('P98177', 'Q96EB6')"
"('P35637', 'Q5TC82')"
"('P09067', 'Q9HAV0')"
"('Q9P0L0', 'Q13445')"
"('Q04760', 'P09417')"
"('Q7Z2G1', 'Q9BY41')"
"('O00585', 'P41597')"
"('P62820', 'P49915')"
"('P62258', 'O14727')"
"('P14625', 'P49736')"
"('Q9NRQ2', 'Q15038')"
"('Q96AB3', 'Q9UBU9')"
"('O75420', 'Q9Y597')"
"('Q9H2G9', 'Q8TCE9')"
"('P20248', 'Q8WXE1')"
"('O95425', 'P07900')"
"('O75478', 'Q9BRG1')"
"('Q16513', 'Q13459')"
"('P60520', 'Q9NRH1')"
"('P13612', 'P28072')"
"('Q9BUZ4', 'P13224')"
"('Q9C0F1', 'Q8IWC1')"
"('P62633', 'Q9NZI8')"
"('P51812', 'P62136')"
"('Q6IQ23', 'Q9NPI6')"
"('Q08881', 'Q8TEA1')"
"('Q13620', 'Q04726')"
"('P28702', 'P40222')"
"('P27708', 'Q15596')"
"('P17612', 'P63104')"
"('Q15648', 'P10828')"
"('Q9BYD2', 'Q01860')"
"('Q13616', 'Q9BUJ2')"
"('Q8N0S2', 'Q15311')"
"('P05067', 'P37840')"
"('P30504', 'P30460')"
"('Q9Y336', 'Q08380')"
"('Q2TAL8', 'P05067')"
"('P13725', 'P10912')"
"('P01730', 'P43405')"
"('Q9UPN9', 'O75081')"
"('Q8TDZ2', 'P62993')"
"('P61952', 'Q9HBW0')"
"('Q86X10', 'O43143')"
"('Q9UGM1', 'A2VDJ0')"
"('Q9HBL8', 'Q13114')"
"('P36578', 'P61326')"
"('O95067', 'O14980')"
"('Q14999', 'P46060')"
"('Q8TBB0', 'Q63ZY3')"
"('P32969', 'P57772')"
"('Q14790', 'Q7L5N1')"
"('Q6PJG2', 'Q8IXZ2')"
"('P55072', 'Q8TDD1')"
"('Q16629', 'P60520')"
"('Q9NX14', 'Q9P0J0')"
"('Q9BWF3', 'P02751')"
"('P13637', 'Q9UKV8')"
"('Q9NYB9', 'Q5T124')"
"('P25789', 'P01106')"
"('Q9H3S7', 'Q00610')"
"('Q8WVZ9', 'Q15334')"
"('Q04206', 'P35228')"
"('P09326', 'P06241')"
"('P62873', 'Q9UGI9')"
"('Q14554', 'O00487')"
"('Q7Z2G1', 'Q969S8')"
"('P21506', 'Q13185')"
"('P60568', 'O95644')"
"('P49407', 'O43749')"
"('Q9H814', 'P52294')"
"('Q9HCE1', 'Q8WW12')"
"('Q9H6L5', 'O95166')"
"('O75381', 'Q15067')"
"('Q9UL15', 'O75165')"
"('P41235', 'Q86WA6')"
"('P51991', 'P62820')"
"('Q9NSK0', 'Q15058')"
"('Q9Y4K3', 'Q7Z434')"
"('O75503', 'Q9H2V7')"
"('P08238', 'O75147')"
"('Q15038', 'Q9BVI4')"
"('Q9NSP4', 'Q96BT3')"
"('Q14980', 'Q14683')"
"('Q13618', 'Q13084')"
"('P28702', 'P56385')"
"('P62807', 'P03372')"
"('P05067', 'Q9BWU0')"
"('Q9BYC8', 'P62241')"
"('P62910', 'P83731')"
"('P47755', 'A5YKK6')"
"('P35251', 'P27694')"
"('Q16891', 'Q13286')"
"('P20042', 'Q9UKD2')"
"('Q92542', 'Q13595')"
"('Q13114', 'Q9Y4K3')"
"('P09651', 'P61086')"
"('P05067', 'Q9NP98')"
"('Q9P2P5', 'Q16610')"
"('Q15334', 'O60884')"
"('O15169', 'Q9Y2U5')"
"('P61201', 'P55209')"
"('O00159', 'Q14151')"
"('P0DMV8', 'Q12834')"
"('Q13151', 'Q9UKB1')"
"('P12956', 'P55769')"
"('Q16531', 'Q13233')"
"('P62847', 'P61313')"
"('Q02779', 'P45984')"
"('P59998', 'Q9P1U1')"
"('P62714', 'O95352')"
"('Q9BZQ6', 'P04629')"
"('Q9Y6R9', 'Q66GS9')"
"('P13667', 'P07237')"
"('Q13111', 'P19174')"
"('P36406', 'Q5SWA1')"
"('Q9BR76', 'Q13952')"
"('O00151', 'Q9H8Y8')"
"('Q9NR55', 'P18848')"
"('Q7L590', 'P53350')"
"('O00170', 'Q15185')"
"('O95402', 'P51825')"
"('Q15672', 'O60885')"
"('P42224', 'Q13813')"
"('Q504Q3', 'P07947')"
"('P06400', 'Q00577')"
"('P27694', 'P00533')"
"('P55010', 'Q7L1Q6')"
"('P17612', 'Q15835')"
"('Q13323', 'O43521')"
"('Q9UIM3', 'O95816')"
"('Q7Z3Y7', 'Q3SY84')"
"('P46783', 'Q02543')"
"('P18146', 'O95741')"
"('O76076', 'Q6AZZ1')"
"('Q13492', 'P35637')"
"('Q15717', 'O95857')"
"('Q5T7P2', 'P60410')"
"('Q9BT78', 'Q13619')"
"('O95149', 'O95395')"
"('P52757', 'P63000')"
"('Q9HAV0', 'P53778')"
"('Q96I99', 'P49368')"
"('P61221', 'Q15459')"
"('P05067', 'Q96JC9')"
"('P23396', 'Q8N8Y2')"
"('P49368', 'Q8IWZ6')"
"('Q9H9D4', 'P26371')"
"('Q9BVK6', 'Q8NBM4')"
"('Q15562', 'P08238')"
"('P53611', 'P31321')"
"('Q96QG7', 'Q86T90')"
"('P61978', 'Q92608')"
"('P23284', 'P53041')"
"('Q13526', 'Q9UQ35')"
"('Q7Z4N8', 'Q9UBF1')"
"('O14964', 'Q6A162')"
"('Q13185', 'Q9H4L7')"
"('Q9Y6K9', 'A0MZ66')"
"('Q8N0Z3', 'O60341')"
"('Q07864', 'Q04637')"
"('P15248', 'P16234')"
"('P60520', 'Q9Y224')"
"('Q00613', 'P12956')"
"('P33897', 'P35613')"
"('P62424', 'P18077')"
"('P56705', 'O96014')"
"('Q86UT6', 'Q7L8L6')"
"('Q9HAZ1', 'P60371')"
"('Q6K0P9', 'Q9UIS9')"
"('P40763', 'P53365')"
"('O43711', 'Q16082')"
"('Q9BV47', 'Q13137')"
"('Q8NBN7', 'Q06136')"
"('Q66K64', 'P62937')"
"('P51841', 'P60520')"
"('Q8NGD1', 'P38405')"
"('Q5VTD9', 'Q96EP0')"
"('P35499', 'Q13424')"
"('Q9BYD3', 'Q9NWU5')"
"('P20839', 'P49327')"
"('Q96C28', 'P20719')"
"('Q8N726', 'Q09472')"
"('Q3ZCM7', 'P54619')"
"('Q9P2S2', 'Q9UPN3')"
"('P34932', 'P53667')"
"('P07550', 'Q92947')"
"('P27708', 'P49736')"
"('P22314', 'P0CG12')"
"('Q04206', 'O14757')"
"('Q8IWS0', 'Q9NX58')"
"('Q69YU3', 'Q9P244')"
"('Q96LK0', 'Q5H9R7')"
"('O60716', 'Q9UBU9')"
"('P38919', 'Q96DI7')"
"('O94979', 'Q86X67')"
"('O95707', 'P14314')"
"('Q99750', 'P78381')"
"('Q9H2H8', 'Q96EQ0')"
"('Q9UL17', 'Q16520')"
"('Q6PCD5', 'P27694')"
"('Q15365', 'P07900')"
"('O00591', 'Q9NQX3')"
"('Q13315', 'Q14517')"
"('O95302', 'P06865')"
"('P08253', 'Q14031')"
"('Q9H492', 'P51571')"
"('P09619', 'P16234')"
"('O14976', 'Q96PK6')"
"('O60879', 'P60673')"
"('Q15389', 'P29317')"
"('Q8N448', 'Q9NPD8')"
"('P19793', 'P55345')"
"('P42126', 'Q6NVY1')"
"('P13727', 'O14641')"
"('P51398', 'Q8IXZ2')"
"('Q7Z3I7', 'Q9Y250')"
"('Q96KQ7', 'P45973')"
"('P06733', 'O15273')"
"('P04141', 'P48357')"
"('Q9NQ50', 'Q8N983')"
"('Q09161', 'Q9Y265')"
"('Q86Y82', 'Q9UL45')"
"('Q96RG2', 'O95163')"
"('A2RTX5', 'Q13287')"
"('P50750', 'Q15672')"
"('A2RRP1', 'O43752')"
"('P23528', 'P01106')"
"('Q07866', 'Q8N205')"
"('P07900', 'Q8NI29')"
"('P24941', 'P04083')"
"('Q9UJM3', 'P63261')"
"('Q12986', 'P26373')"
"('P17612', 'Q8NH40')"
"('Q92922', 'O60341')"
"('Q9P0N5', 'Q8IZA0')"
"('Q09472', 'P18848')"
"('Q9UKJ5', 'Q96S99')"
"('Q13185', 'Q8ND82')"
"('Q16629', 'Q07021')"
"('P25098', 'Q8NGC7')"
"('O00204', 'O43900')"
"('Q8TCE9', 'Q04864')"
"('Q9NYK5', 'Q9HC36')"
"('Q6NUS6', 'Q9Y679')"
"('Q9UGI8', 'Q9BY32')"
"('P46777', 'P03372')"
"('P61224', 'P20339')"
"('P17612', 'Q5TZ20')"
"('Q9UJX5', 'P61201')"
"('Q9Y5U2', 'Q69YN2')"
"('O76021', 'P19320')"
"('Q02539', 'Q7Z2W4')"
"('Q7Z3K3', 'P08047')"
"('Q8N5M4', 'Q7Z4S6')"
"('O75419', 'P33991')"
"('Q9NZC7', 'Q9BWU0')"
"('Q96T60', 'Q9NP98')"
"('P27986', 'P10636')"
"('Q9Y4C4', 'P10809')"
"('P22392', 'P31948')"
"('P46108', 'P68402')"
"('P48764', 'P35462')"
"('Q9ULJ8', 'P36873')"
"('O95295', 'Q14974')"
"('Q5S007', 'O95140')"
"('P49407', 'O00443')"
"('P67809', 'P22626')"
"('Q9ULR3', 'Q9P244')"
"('P35414', 'P50150')"
"('P32927', 'P08631')"
"('P05412', 'O43847')"
"('P50402', 'Q13618')"
"('P67870', 'P25098')"
"('Q9NYB0', 'P22914')"
"('Q8NGG7', 'Q9P2W3')"
"('Q9BWV3', 'Q9UN30')"
"('Q8N6U2', 'Q96CA5')"
"('Q99575', 'Q96HE9')"
"('P37275', 'P48431')"
"('Q14152', 'Q8NFJ9')"
"('P05787', 'P49759')"
"('Q9H0W5', 'Q6KC79')"
"('Q9NVD3', 'Q9BYD6')"
"('P40763', 'Q96LC9')"
"('O00148', 'O14862')"
"('O75508', 'O95832')"
"('P51668', 'Q9Y252')"
"('P09651', 'O14879')"
"('Q9UKB1', 'P82650')"
"('P07197', 'Q00987')"
"('P43146', 'P20936')"
"('Q15542', 'Q92830')"
"('Q9HCM9', 'Q9BZR9')"
"('Q9H7N4', 'P50222')"
"('P61326', 'P20671')"
"('Q9NP66', 'Q567U6')"
"('Q86UZ6', 'Q9BUQ8')"
"('O95817', 'P04083')"
"('Q96CS3', 'Q96RL7')"
"('Q9ULJ3', 'Q14966')"
"('Q6P2E9', 'P46109')"
"('P49407', 'Q8N0Y5')"
"('P62070', 'Q9UHB6')"
"('Q8WYJ6', 'Q8IYM1')"
"('Q8NI08', 'Q15042')"
"('O95372', 'Q96GD3')"
"('Q13464', 'P62140')"
"('P68104', 'Q9Y6H6')"
"('Q13011', 'Q9NX40')"
"('O14931', 'P30273')"
"('P11177', 'Q99447')"
"('Q0P6D6', 'Q02078')"
"('P15622', 'Q86V42')"
"('Q9NRD5', 'P80188')"
"('Q9BYQ4', 'Q96EP0')"
"('P51504', 'Q2NL98')"
"('P05412', 'P62826')"
"('P37231', 'Q15650')"
"('P15880', 'P62249')"
"('Q13535', 'Q14186')"
"('P08047', 'P60174')"
"('Q12852', 'Q15714')"
"('P15923', 'Q04837')"
"('Q8NGQ4', 'O60262')"
"('Q13423', 'Q9H0W5')"
"('P05771', 'Q16625')"
"('Q8WYA0', 'Q9UG01')"
"('P23025', 'Q9NS23')"
"('Q13232', 'Q9UBS0')"
"('P35637', 'P05412')"
"('Q13155', 'P35968')"
"('Q16513', 'Q16236')"
"('P08670', 'P37840')"
"('Q8TBZ3', 'P62068')"
"('Q96RT7', 'P23258')"
"('Q13887', 'P53567')"
"('Q15262', 'Q92896')"
"('O95271', 'Q9UIQ6')"
"('P00533', 'O43747')"
"('Q14164', 'O00764')"
"('P11586', 'Q13618')"
"('O14545', 'P46379')"
"('Q8ND82', 'Q13185')"
"('P63261', 'P11532')"
"('O94993', 'Q13145')"
"('Q86XI6', 'P27482')"
"('Q14943', 'O60911')"
"('Q7Z3S9', 'Q8WUK0')"
"('Q5VTL8', 'P26641')"
"('Q9NWZ3', 'O94885')"
"('P55085', 'O15392')"
"('O43463', 'P01106')"
"('P83916', 'O00505')"
"('P31689', 'Q6WCQ1')"
"('Q15910', 'Q969F2')"
"('Q13751', 'Q16787')"
"('Q96MT8', 'Q5JSJ4')"
"('O60216', 'P68431')"
"('Q9BZI7', 'P09661')"
"('O95218', 'P51858')"
"('Q8N1F8', 'Q8IWF7')"
"('P62993', 'Q8IZ73')"
"('P50570', 'O75791')"
"('Q9HBX9', 'P17612')"
"('Q9UPN3', 'P02751')"
"('Q9H9Z2', 'Q15050')"
"('Q9Y2U8', 'Q9Y5M8')"
"('P12757', 'P03372')"
"('P31939', 'Q9P289')"
"('Q9Y2J4', 'Q5PSV4')"
"('P17987', 'Q12834')"
"('Q9Y2P4', 'Q8NBR6')"
"('O43829', 'Q9BSU3')"
"('P62081', 'P62249')"
"('P08476', 'Q04771')"
"('Q9BYC9', 'Q15070')"
"('P84103', 'Q93034')"
"('Q96G01', 'O95714')"
"('Q9Y272', 'P63215')"
"('P24941', 'P05387')"
"('Q9P2L0', 'O14965')"
"('P35548', 'Q9Y5V3')"
"('P40222', 'Q8TD31')"
"('Q9NVP2', 'Q96HA7')"
"('Q96EV2', 'Q9UPU3')"
"('P25788', 'Q9NQB0')"
"('O95433', 'Q96HA1')"
"('P20700', 'Q15717')"
"('P50151', 'P53778')"
"('Q6A162', 'Q86Y33')"
"('P40222', 'Q15046')"
"('P43243', 'Q14966')"
"('Q6VMQ6', 'P60709')"
"('Q1A5X7', 'O76011')"
"('P61962', 'Q96II8')"
"('Q8TBK6', 'P26045')"
"('P02768', 'P09651')"
"('P04629', 'Q9HCG8')"
"('Q07020', 'Q9BQ04')"
