negatives
"('Q13618', 'Q13263')"
"('Q5S007', 'Q9Y3Z3')"
"('Q9BZD4', 'Q8TBA6')"
"('Q14671', 'P04792')"
"('P08708', 'Q12906')"
"('P61077', 'Q9BY78')"
"('P05412', 'Q6BDS2')"
"('P38398', 'Q06546')"
"('Q9UL42', 'A8K8V0')"
"('Q9P287', 'P50402')"
"('O43639', 'A1X283')"
"('P78396', 'P27694')"
"('Q92499', 'P34897')"
"('Q13158', 'P60602')"
"('Q2NL98', 'P25786')"
"('Q14160', 'P33402')"
"('P51692', 'Q92905')"
"('P48736', 'Q02833')"
"('Q9NV66', 'O76071')"
"('P62081', 'Q9H0R8')"
"('P46934', 'Q9BPW5')"
"('Q15759', 'P00533')"
"('Q8IY26', 'P21964')"
"('Q14764', 'Q8WWB5')"
"('Q92934', 'Q9P1W9')"
"('Q13362', 'Q08289')"
"('Q15717', 'P54826')"
"('Q01081', 'P60520')"
"('P60520', 'Q13148')"
"('Q08J23', 'Q9NVE7')"
"('Q96JN2', 'O00233')"
"('Q15014', 'Q92769')"
"('P07339', 'P10619')"
"('Q562R1', 'P32121')"
"('Q02878', 'P15927')"
"('O15151', 'P27348')"
"('Q04206', 'O00762')"
"('O43166', 'Q96PF2')"
"('Q7Z7A1', 'P33981')"
"('Q9BYQ4', 'Q92504')"
"('Q15691', 'P17612')"
"('Q16526', 'Q06203')"
"('P28482', 'O43889')"
"('P22301', 'P49715')"
"('P46527', 'Q00535')"
"('P47813', 'P55209')"
"('O94972', 'Q8IYF1')"
"('A1L4K1', 'P10768')"
"('P35568', 'Q15109')"
"('P42658', 'Q8N608')"
"('Q9HCD5', 'P62140')"
"('Q9NVR5', 'P61266')"
"('O00422', 'Q96PK6')"
"('Q13724', 'P49736')"
"('P31946', 'P15336')"
"('Q6IQ23', 'O00505')"
"('O60739', 'Q13347')"
"('P30153', 'Q15628')"
"('P38646', 'Q14CZ7')"
"('Q9NUD5', 'Q6IQ23')"
"('P17275', 'P18846')"
"('O43181', 'O95182')"
"('P01106', 'O00567')"
"('Q9H4A6', 'Q92614')"
"('P35544', 'P62857')"
"('P13612', 'Q00610')"
"('Q8WUI4', 'P55211')"
"('P35221', 'O60716')"
"('P25787', 'Q6VN20')"
"('Q9NYU1', 'Q9BSE5')"
"('Q9BYR8', 'Q96IQ9')"
"('P46531', 'P50990')"
"('Q8NBP7', 'P13667')"
"('Q93009', 'P23588')"
"('P15336', 'P47712')"
"('Q9H0M0', 'P42226')"
"('Q86YM7', 'Q14517')"
"('Q9HBR0', 'Q9Y282')"
"('P54725', 'Q8IWJ2')"
"('Q9BWC9', 'O00560')"
"('P35398', 'Q9C0J9')"
"('P18085', 'O75503')"
"('Q9BS26', 'Q14999')"
"('P62879', 'Q9BZP6')"
"('P38398', 'P09493')"
"('Q12968', 'Q00534')"
"('P42167', 'P04629')"
"('P53355', 'Q92574')"
"('Q8NBE8', 'P04083')"
"('O15156', 'Q02447')"
"('P51668', 'Q96PU4')"
"('Q14469', 'P31946')"
"('Q04206', 'O00165')"
"('Q13393', 'P12931')"
"('P06733', 'Q96C86')"
"('Q8N8Y5', 'Q96B23')"
"('Q13315', 'Q14157')"
"('P62906', 'P62753')"
"('Q2KJY2', 'Q75N03')"
"('Q13387', 'Q92913')"
"('Q16670', 'Q9UNX3')"
"('Q07617', 'Q86WU2')"
"('Q99633', 'Q9BUH8')"
"('P40616', 'Q13618')"
"('Q99958', 'Q8NCN2')"
"('O43189', 'P50990')"
"('Q15369', 'Q13418')"
"('P09651', 'P32121')"
"('Q53EZ4', 'Q15154')"
"('Q5T124', 'Q9H0I2')"
"('Q9NZC7', 'P19784')"
"('P58107', 'P08729')"
"('Q04206', 'P27348')"
"('Q8NGQ3', 'P38405')"
"('O00629', 'Q15717')"
"('Q9Y383', 'Q9NRX3')"
"('O43504', 'Q8IZD2')"
"('Q4KWH8', 'Q9UQM7')"
"('P05813', 'Q8TCT0')"
"('Q9NW07', 'A1A519')"
"('P00813', 'P36952')"
"('Q8WUY8', 'Q9NRH1')"
"('Q15819', 'Q17RP2')"
"('O15239', 'O14561')"
"('O14964', 'P14136')"
"('P18206', 'P09382')"
"('Q6P2Q9', 'Q14108')"
"('Q6ZTB9', 'P49910')"
"('Q9Y4P3', 'Q15427')"
"('Q8NE31', 'Q8IXK0')"
"('O75379', 'Q5T700')"
"('Q7Z6Z7', 'Q14566')"
"('P61088', 'Q96DC9')"
"('Q15717', 'Q96IU2')"
"('O00487', 'P17706')"
"('P61218', 'O95402')"
"('P78324', 'P43405')"
"('Q9C0B0', 'Q9BYN0')"
"('Q96IK5', 'Q9UBS9')"
"('Q13145', 'Q9NPG1')"
"('O75663', 'P62714')"
"('Q13620', 'P09104')"
"('P49137', 'O75928')"
"('Q86XR8', 'P68366')"
"('Q66GS9', 'Q5SW79')"
"('Q8WUW1', 'Q8N1N4')"
"('Q5BVD1', 'Q9Y328')"
"('Q9UBB9', 'Q14687')"
"('P68363', 'P13473')"
"('Q96AY2', 'P61956')"
"('P38398', 'P42229')"
"('Q9UNF1', 'Q96RS0')"
"('P62979', 'Q12933')"
"('Q16566', 'O43306')"
"('Q8N1G4', 'Q9H492')"
"('P62269', 'P05386')"
"('P16871', 'O14618')"
"('P27824', 'P20020')"
"('P51532', 'Q15831')"
"('P11308', 'P25705')"
"('O95817', 'P10415')"
"('P07951', 'O00571')"
"('P49761', 'Q9Y383')"
"('P17481', 'P40424')"
"('Q9BYC9', 'P62158')"
"('Q96ST3', 'O75478')"
"('P52701', 'O00716')"
"('P19525', 'Q15717')"
"('Q9Y6K9', 'Q02246')"
"('P0DP24', 'P51787')"
"('P11802', 'P29966')"
"('P07900', 'Q9BUU2')"
"('P36894', 'P05062')"
"('Q9Y3M8', 'P61587')"
"('P0DPB5', 'O15160')"
"('P38398', 'P42677')"
"('Q9UNE7', 'O60260')"
"('Q8WUX1', 'Q8IXM2')"
"('P55735', 'P49736')"
"('P22415', 'Q9Y4A5')"
"('Q9BQY4', 'P05813')"
"('P42345', 'O14920')"
"('Q96SB4', 'P52272')"
"('Q9HAU4', 'Q12933')"
"('Q9NVV9', 'Q8N5F7')"
"('Q8WW18', 'Q96SQ5')"
"('Q8IZ83', 'P04629')"
"('P23193', 'P25963')"
"('Q92731', 'Q9BV38')"
"('Q9Y282', 'Q6NUS6')"
"('O60341', 'Q8IZU1')"
"('Q13137', 'O95363')"
"('O76039', 'Q13237')"
"('P31949', 'Q9HCE1')"
"('Q9NY33', 'P54274')"
"('P05455', 'Q9Y4K3')"
"('P05067', 'Q96NM4')"
"('Q14012', 'Q96RR4')"
"('O00762', 'O95218')"
"('O95995', 'Q8NHQ1')"
"('P00966', 'P07954')"
"('O00560', 'Q17RB0')"
"('O15027', 'Q9UBN7')"
"('Q9UBR2', 'Q9NRD1')"
"('P07900', 'Q96P20')"
"('Q6UXB4', 'Q969T9')"
"('Q9HCE1', 'P51959')"
"('Q7L2J0', 'P43243')"
"('Q99880', 'Q9UQL6')"
"('Q03933', 'P33992')"
"('P06396', 'P24941')"
"('Q9NVF7', 'Q13561')"
"('Q9BRX2', 'P60484')"
"('P38159', 'Q12986')"
"('Q16623', 'Q16543')"
"('Q9C0A6', 'Q96G75')"
"('P40225', 'Q09472')"
"('Q9H944', 'O00425')"
"('P46783', 'Q9UMS4')"
"('O95425', 'P08670')"
"('Q06609', 'Q96KN1')"
"('P50750', 'Q15545')"
"('P00533', 'P42224')"
"('Q99963', 'P08173')"
"('O15264', 'Q12906')"
"('Q69YU3', 'O75420')"
"('Q92835', 'O75553')"
"('O94979', 'P46459')"
"('Q14247', 'Q6IQ23')"
"('Q92754', 'Q14151')"
"('Q15139', 'Q92934')"
"('Q02224', 'P42704')"
"('P48546', 'O95467')"
"('O95817', 'Q8WWB5')"
"('Q99816', 'O75154')"
"('Q9BYQ4', 'P21549')"
"('Q9UBX2', 'P19338')"
"('Q14738', 'Q01668')"
"('Q14204', 'P38398')"
"('P62308', 'P14678')"
"('Q8IUC1', 'Q9BYQ6')"
"('P55316', 'Q07864')"
"('Q99836', 'Q12874')"
"('P07996', 'P21980')"
"('P10275', 'P0DP23')"
"('Q71F23', 'Q9Y6Y0')"
"('Q9HB20', 'Q9UJM3')"
"('P16234', 'Q05397')"
"('Q8IVS2', 'P01106')"
"('P09874', 'Q99459')"
"('P62701', 'Q13601')"
"('P30480', 'P46108')"
"('Q9UQN3', 'Q9Y3E0')"
"('A6NKT7', 'Q16666')"
"('Q9HCE1', 'Q02241')"
"('O75131', 'Q9NYB0')"
"('Q01780', 'Q9UBU9')"
"('Q8IVS8', 'P08727')"
"('P50579', 'Q12873')"
"('P11464', 'P18146')"
"('P29074', 'O43424')"
"('Q9UBU9', 'Q14114')"
"('P06241', 'Q14194')"
"('Q9UJS0', 'P14406')"
"('P23511', 'Q12772')"
"('P41182', 'Q9ULU4')"
"('Q9H4B4', 'Q99828')"
"('P61513', 'P68431')"
"('Q9BZJ8', 'Q8N6S5')"
"('Q5TC82', 'Q13404')"
"('Q96FX7', 'Q14192')"
"('P27635', 'P62269')"
"('Q9P2I0', 'P28070')"
"('P62917', 'Q9NVP1')"
"('Q96ST3', 'Q14166')"
"('Q9H9F9', 'Q9P2P5')"
"('P51797', 'Q9HCE1')"
"('P17096', 'O95644')"
"('Q06124', 'Q38SD2')"
"('Q13148', 'P26373')"
"('O75865', 'O43281')"
"('P16104', 'Q15084')"
"('P54274', 'Q16531')"
"('P40424', 'P05093')"
"('Q9NZC7', 'P40227')"
"('Q9UBW8', 'Q96GG9')"
"('Q96T76', 'P54278')"
"('Q9UQM7', 'P56524')"
"('P35749', 'P27348')"
"('Q14790', 'Q96Q06')"
"('P49736', 'Q12873')"
"('O00141', 'Q9H4A3')"
"('Q13418', 'Q9HC35')"
"('Q9BYC8', 'Q12906')"
"('O43396', 'Q8IXB1')"
"('P62879', 'Q16643')"
"('Q9UMR2', 'P06396')"
"('Q13535', 'Q86VP6')"
"('Q9UBS0', 'Q15185')"
"('Q2TAL8', 'Q9NQM4')"
"('Q13625', 'Q5BJF6')"
"('Q9UJS0', 'Q9UL18')"
"('P61604', 'P09104')"
"('O15155', 'Q9H115')"
"('P52272', 'P08865')"
"('P46109', 'Q8ND30')"
"('P78371', 'Q14999')"
"('P43243', 'Q969G5')"
"('O95793', 'Q6UN15')"
"('P62987', 'P61086')"
"('Q01658', 'Q9HD26')"
"('Q38SD2', 'Q9UNE7')"
"('P26368', 'Q9Y3Y2')"
"('P15622', 'Q96MH2')"
"('P31751', 'P41240')"
"('Q9Y2L5', 'Q86SZ2')"
"('P17658', 'Q06033')"
"('P05412', 'Q06481')"
"('P17661', 'P04278')"
"('Q8NC56', 'Q6P5W5')"
"('Q92597', 'Q00839')"
"('O75880', 'P57078')"
"('P07766', 'Q9Y2R2')"
"('P10827', 'Q71SY5')"
"('Q8IVD9', 'Q04837')"
"('Q9Y297', 'P51991')"
"('Q96PM5', 'Q9H3D4')"
"('Q96CS2', 'Q6ZUJ4')"
"('Q9NRC8', 'Q6P2E9')"
"('P01106', 'P23378')"
"('P82912', 'Q96EY7')"
"('Q9Y572', 'Q9Y230')"
"('P35232', 'Q9UQD0')"
"('P52948', 'P25788')"
"('P27816', 'P19387')"
"('Q13177', 'Q99436')"
"('O14771', 'P61968')"
"('Q9Y3E0', 'Q969G5')"
"('Q96HS1', 'P19320')"
"('Q9UBK8', 'Q99598')"
"('P09619', 'Q15323')"
"('Q09472', 'P14921')"
"('P62633', 'P84090')"
"('Q9H257', 'Q08117')"
"('P56704', 'Q9ULV1')"
"('Q14181', 'P22736')"
"('P12931', 'P49407')"
"('P35568', 'Q13322')"
"('O95684', 'Q6EMB2')"
"('Q14651', 'O43597')"
"('O43683', 'P20936')"
"('P27824', 'Q14213')"
"('P56537', 'Q96HD1')"
"('Q13202', 'Q15759')"
"('Q499Z4', 'Q9HCE1')"
"('Q14324', 'Q8WZ42')"
"('P78334', 'Q96AE7')"
"('P62277', 'P26373')"
"('Q6NUN9', 'Q13885')"
"('Q9UIG0', 'Q96DB2')"
"('Q15554', 'Q9H078')"
"('P16402', 'Q6ZS27')"
"('Q01844', 'A6BM72')"
"('P22694', 'O14561')"
"('P51610', 'P22415')"
"('O43819', 'Q8NHV4')"
"('P04637', 'Q86W92')"
"('Q9H4B6', 'Q9BSJ2')"
"('O75251', 'O95168')"
"('Q6L8G8', 'P60014')"
"('Q8NE71', 'P56537')"
"('Q9NY93', 'Q9UKD2')"
"('Q92633', 'Q8N5B7')"
"('P17252', 'P13726')"
"('Q08945', 'P01584')"
"('O15530', 'O15273')"
"('Q9UKV8', 'P68104')"
"('P52597', 'P61106')"
"('Q9UL17', 'P24394')"
"('Q5JTH9', 'Q96CW1')"
"('Q96KP6', 'A8MQ03')"
"('Q8IV20', 'P49327')"
"('P55072', 'Q6PHR2')"
"('P47755', 'O15027')"
"('Q53F39', 'Q96DR8')"
"('P23443', 'Q15382')"
"('Q8NCN4', 'P68431')"
"('O15496', 'Q03989')"
"('Q9UP95', 'O75955')"
"('Q9H0H5', 'Q00526')"
"('P63000', 'P30622')"
"('P61956', 'Q02880')"
"('O00746', 'P04637')"
"('P51571', 'Q9H492')"
"('Q6NUS6', 'Q8TDD1')"
"('Q12933', 'Q9BV90')"
"('Q96CA5', 'Q9NR28')"
"('O43639', 'Q96L33')"
"('P0C7T5', 'Q9UKJ3')"
"('O75469', 'Q9Y6Q9')"
"('Q9UKV5', 'P51668')"
"('Q13049', 'O00560')"
"('O95429', 'Q9NXW2')"
"('Q9UDX3', 'Q9H0C1')"
"('Q96AC1', 'P18206')"
"('Q96EZ8', 'Q9H3D4')"
"('P59998', 'Q96H55')"
"('P30041', 'P42126')"
"('Q9Y490', 'P98164')"
"('P55265', 'Q8NB14')"
"('P04844', 'Q9UQL6')"
"('P38606', 'P20648')"
"('Q86Y13', 'Q9H8T0')"
"('Q9NXC5', 'P24386')"
"('Q9BZF1', 'Q16666')"
"('Q68CZ1', 'O60292')"
"('Q03060', 'Q9Y6K1')"
"('P30050', 'P32121')"
"('Q9NR12', 'Q92905')"
"('O60739', 'P04181')"
"('P57678', 'Q09013')"
"('P61978', 'Q9NYB9')"
"('P62995', 'Q07955')"
"('P04629', 'P04843')"
"('A1L0T0', 'Q8IWL3')"
"('Q9HBH1', 'P49450')"
"('Q13618', 'P62805')"
"('P49848', 'P84243')"
"('P04637', 'P42226')"
"('Q8IUH5', 'P0C870')"
"('P62851', 'Q9HAU5')"
"('P52788', 'Q9UHY7')"
"('Q6NYC1', 'Q08945')"
"('Q9Y6M4', 'Q8N3V7')"
"('P62851', 'Q9Y2K1')"
"('Q07812', 'P99999')"
"('O75691', 'Q5T8A7')"
"('P82675', 'Q92665')"
"('Q9NRC8', 'Q96KR1')"
"('Q14103', 'P06865')"
"('P35269', 'Q6P1J9')"
"('Q14999', 'P24928')"
"('Q9NWT6', 'Q8TAK5')"
"('Q9BX97', 'Q9BXB4')"
"('P35626', 'Q8NH16')"
"('P14635', 'P54578')"
"('Q99832', 'P61964')"
"('Q9UPN9', 'O96019')"
"('Q9UKT9', 'Q96BZ8')"
"('P48163', 'P48147')"
"('O75530', 'Q13595')"
"('Q86VQ0', 'P53350')"
"('O75150', 'Q9UBU9')"
"('Q9NZ52', 'Q9UJ41')"
"('Q86WJ1', 'P25445')"
"('P11309', 'P27448')"
"('Q8N6L0', 'Q9BQ70')"
"('Q9H788', 'Q9Y2I6')"
"('P62136', 'Q92934')"
"('Q9H0E7', 'Q13428')"
"('O43291', 'Q15723')"
"('Q8IWL3', 'P30044')"
"('P31431', 'P05230')"
"('Q09472', 'P42229')"
"('Q8IYX8', 'Q6A162')"
"('P54709', 'Q9UNX3')"
"('P49810', 'Q96CS3')"
"('P24941', 'Q9H1A4')"
"('P08397', 'P05067')"
"('O15273', 'Q9NP98')"
"('P05412', 'P18146')"
"('P50995', 'P05412')"
"('P42574', 'P05067')"
"('Q7Z7L9', 'Q9BY41')"
"('Q9HAQ2', 'Q63ZY3')"
"('P02008', 'O95273')"
"('Q01167', 'Q9HCU9')"
"('P49959', 'Q14244')"
"('Q5TA77', 'Q9BYQ4')"
"('Q96CW1', 'Q99633')"
"('Q9Y3B9', 'Q9NW13')"
"('O43815', 'O00506')"
"('Q92542', 'O43493')"
"('O95466', 'P62913')"
"('Q9BV73', 'Q9Y2I6')"
"('Q8N5A5', 'P19012')"
"('Q13643', 'Q8WU58')"
"('P19338', 'Q7L5N1')"
"('P14859', 'Q5SXM2')"
"('Q969G3', 'Q10586')"
"('Q96GE6', 'P01116')"
"('Q9Y5L0', 'P60410')"
"('P42684', 'Q9NQ75')"
"('P34932', 'P55036')"
"('Q9NRL3', 'Q13188')"
"('O95758', 'P35221')"
"('Q86YD1', 'P31947')"
"('O94854', 'Q9UBU9')"
"('P46060', 'P02545')"
"('P04629', 'Q9H936')"
"('P22090', 'P46781')"
"('Q9NP55', 'P27658')"
"('P02545', 'Q15637')"
"('Q8WTW4', 'Q5VZM2')"
"('Q6PKH6', 'Q9BTZ2')"
"('O94906', 'P62314')"
"('Q9UHI6', 'Q6ZVL6')"
"('P25963', 'P56279')"
"('P37802', 'P15927')"
"('P18621', 'P62241')"
"('Q10586', 'Q14191')"
"('P60484', 'P31431')"
"('P55895', 'P15918')"
"('P04629', 'Q9HAU5')"
"('Q13285', 'P16333')"
"('Q96T58', 'Q86UX7')"
"('P22612', 'Q8NGC6')"
"('Q13315', 'Q9Y333')"
"('Q7L5N1', 'P55210')"
"('Q9GZU1', 'P14373')"
"('Q14204', 'Q9Y5V3')"
"('Q13683', 'Q99972')"
"('P49247', 'O15409')"
"('Q9NP92', 'Q9NUL7')"
"('P19838', 'O14980')"
"('Q14192', 'Q16254')"
"('O14744', 'P24385')"
"('P16220', 'A6BM72')"
"('Q9NR28', 'Q9UPQ0')"
"('P25788', 'O60260')"
"('Q9GZX7', 'P41214')"
"('O95684', 'Q9NZN9')"
"('P55263', 'P40261')"
"('O96000', 'P49821')"
"('Q96QE3', 'P12004')"
"('P00747', 'Q96F07')"
"('P15336', 'P30040')"
"('P35221', 'P14923')"
"('P33991', 'Q96CS2')"
"('O60573', 'Q96R06')"
"('Q8N5C8', 'Q9Y6K9')"
"('O00308', 'Q08188')"
"('Q9H0A6', 'Q9Y2H9')"
"('Q96SB3', 'P36873')"
"('Q8IYI6', 'O75385')"
"('Q5W0B1', 'Q13618')"
"('Q9Y3Q8', 'Q8N5R6')"
"('Q8TD31', 'O43482')"
"('Q9H0M0', 'O15105')"
"('Q9Y343', 'Q15019')"
"('Q13568', 'O14763')"
"('Q92508', 'P29033')"
"('P05412', 'Q14444')"
"('Q14974', 'P01106')"
"('Q9NYK5', 'Q9BYD2')"
"('P62244', 'P03372')"
"('O75787', 'Q8N357')"
"('P62256', 'P24941')"
"('Q8IWZ6', 'Q9Y613')"
"('O95273', 'Q8N6T7')"
"('Q9NP31', 'P46108')"
"('P04049', 'Q07890')"
"('Q9H115', 'Q53T94')"
"('Q96JY0', 'Q15717')"
"('P25789', 'P25787')"
"('P29401', 'P07195')"
"('Q96GG9', 'Q00610')"
"('P13667', 'Q9Y4K3')"
"('Q9NZ71', 'O76071')"
"('Q04695', 'P53680')"
"('O95429', 'Q9GZQ8')"
"('P0DP25', 'P20333')"
"('Q9UP38', 'O14641')"
"('O95433', 'O43909')"
"('P50914', 'Q15572')"
"('Q9BYR8', 'Q8NAJ2')"
"('P05023', 'Q15363')"
"('Q8TC07', 'O14980')"
"('P84098', 'P05362')"
"('Q9H5Z6', 'Q15654')"
"('P27361', 'P14921')"
"('O95180', 'Q8TD08')"
"('P25098', 'Q8NGI2')"
"('O14980', 'Q8WW22')"
"('O00292', 'P10600')"
"('Q5SWW7', 'Q6NVU6')"
"('P37837', 'Q00796')"
"('O14920', 'Q92754')"
"('Q8N684', 'P49736')"
"('P62873', 'Q13371')"
"('P49458', 'Q9UI26')"
"('O75787', 'P61224')"
"('Q9BQ66', 'Q9UBX3')"
"('P22087', 'P19838')"
"('O96014', 'P60411')"
"('P43694', 'P16104')"
"('Q7Z6Z7', 'P10809')"
"('Q9ULQ1', 'Q8WVE6')"
"('P30874', 'P27986')"
"('Q9HD23', 'Q6P5W5')"
"('P12931', 'Q99704')"
"('Q96JC4', 'Q6L8G8')"
"('P21333', 'P13612')"
"('O14980', 'Q9BWF3')"
"('Q13620', 'P02462')"
"('Q9UJM3', 'Q99519')"
"('Q96D71', 'Q96CW1')"
"('P41743', 'O60684')"
"('Q99873', 'Q9UJ78')"
"('Q9BPX6', 'Q8IY92')"
"('Q8N370', 'P60369')"
"('P18124', 'P46781')"
"('Q63HR2', 'Q9BXF9')"
"('P42285', 'Q15024')"
"('P43034', 'O14576')"
"('Q99496', 'Q9H8H2')"
"('P06401', 'O75376')"
"('Q00610', 'Q15907')"
"('Q9Y597', 'Q9Y3M8')"
"('Q9NXR8', 'Q15717')"
"('P28074', 'Q15051')"
"('P40429', 'P27635')"
"('P24844', 'P08047')"
"('Q9NVE7', 'Q15121')"
"('P27361', 'P15336')"
"('Q96FJ0', 'Q8WUD1')"
"('Q02224', 'Q96A35')"
"('P08910', 'Q9H8Y8')"
"('Q9ULA0', 'Q9Y496')"
"('Q14103', 'Q13395')"
"('Q93009', 'Q15018')"
"('Q96PB7', 'P05067')"
"('Q8IVD9', 'P00533')"
"('P42704', 'Q6IQ23')"
"('P04406', 'P33316')"
"('Q15418', 'P62136')"
"('O75478', 'Q9H4P4')"
"('P42574', 'P08670')"
"('P22612', 'Q9Y6M4')"
"('P0DP24', 'O15078')"
"('P35558', 'Q8TCJ0')"
"('P21964', 'P26371')"
"('P35544', 'P62979')"
"('Q9Y342', 'Q9BYQ4')"
"('Q86VP6', 'Q6NYC1')"
"('Q9UQ35', 'P62424')"
"('Q9NS85', 'Q9UHY1')"
"('Q13485', 'Q8TAK6')"
"('P13645', 'P49642')"
"('Q9UJX2', 'Q8WWL7')"
"('P17081', 'Q13153')"
"('P49674', 'O94776')"
"('Q99683', 'P63104')"
"('P13637', 'Q8IYR6')"
"('Q9UJX2', 'P55209')"
"('Q9BWU1', 'Q92665')"
"('Q9HC52', 'Q9UN30')"
"('Q06323', 'Q9UNM6')"
"('Q15154', 'Q96R06')"
"('P13639', 'P09651')"
"('Q00653', 'P07900')"
"('Q8TBB1', 'Q13094')"
"('Q13627', 'P20226')"
"('Q8IYI0', 'P47897')"
"('Q7Z3H0', 'O00560')"
"('P62263', 'P32969')"
"('O95229', 'Q6PII3')"
"('P38646', 'P12830')"
"('Q14999', 'P26599')"
"('P31327', 'Q9UKV8')"
"('Q92734', 'Q13617')"
"('Q68CZ1', 'O14641')"
"('P55211', 'P05412')"
"('Q07020', 'P39023')"
"('Q9HD15', 'P15336')"
"('Q9UNA1', 'P61587')"
"('Q15027', 'Q9Y239')"
"('Q9UBU8', 'O43390')"
"('P61927', 'P12830')"
"('Q14165', 'Q2MV58')"
"('Q14103', 'P46379')"
"('Q92556', 'P27482')"
"('Q99933', 'Q99961')"
"('P50281', 'P22455')"
"('Q13043', 'P23396')"
"('Q12952', 'Q8IXH7')"
"('Q9UM13', 'Q9UM11')"
"('Q14527', 'P09622')"
"('Q9GZV4', 'Q9BU89')"
"('Q9ULV8', 'P14784')"
"('Q6PD62', 'Q06945')"
"('Q3SY56', 'P62879')"
"('O14920', 'Q9H6Z9')"
"('P26368', 'Q15084')"
"('P55854', 'O43290')"
"('Q01844', 'P78310')"
"('P15391', 'P15498')"
"('Q96L92', 'Q4G0F5')"
"('Q6P4R8', 'Q16543')"
"('P04637', 'P10809')"
"('Q13315', 'Q14592')"
"('Q9P0N5', 'Q9HCG7')"
"('O75553', 'Q6P1W5')"
"('P02008', 'P02100')"
"('Q5TKA1', 'P62807')"
"('Q99614', 'Q9P0L0')"
"('Q6P050', 'P35609')"
"('P37235', 'Q9Y6K9')"
"('P12931', 'Q92918')"
"('Q01082', 'Q9UHB6')"
"('Q9UER7', 'P68431')"
"('P62829', 'P40429')"
"('P50151', 'Q15147')"
"('Q9NP97', 'Q96EX3')"
"('Q13077', 'Q9Y5U5')"
"('P55769', 'Q6P2Q9')"
"('Q8WXW3', 'Q8IYE1')"
"('Q9HBV2', 'O00461')"
"('P61289', 'Q9BXC9')"
"('Q9BZI7', 'P09661')"
"('O75420', 'Q8NEH6')"
"('O95352', 'Q9NZL9')"
"('P40818', 'O60260')"
"('P48681', 'Q9NRC8')"
"('P58546', 'P01889')"
"('P49023', 'P23258')"
"('Q6ZRY4', 'Q03989')"
"('Q9NP31', 'Q9UF11')"
"('Q9GZV7', 'Q15323')"
"('P02462', 'P18564')"
"('P51991', 'P51149')"
"('Q92466', 'Q96SD1')"
"('P04798', 'Q9GZZ1')"
"('P54920', 'O95757')"
"('O14818', 'Q99436')"
"('P37802', 'O15540')"
"('Q00653', 'P01571')"
"('P09471', 'P28482')"
"('Q9UHQ7', 'P24390')"
"('P45973', 'O75147')"
"('P60981', 'Q13630')"
"('A8MVW5', 'Q8TCT0')"
"('O75420', 'Q9BZF3')"
"('Q96CS3', 'Q96PK6')"
"('Q9BSM1', 'P0C0S5')"
"('O00487', 'Q16659')"
"('P05412', 'Q8N5C6')"
"('Q13367', 'Q96EV8')"
"('P41091', 'P31689')"
"('A8MQ03', 'P48146')"
"('P62280', 'P35268')"
"('Q15428', 'Q9P0W2')"
"('Q9Y5V3', 'Q9H4L4')"
"('Q12959', 'Q02410')"
"('P0DML2', 'Q13261')"
"('Q15942', 'Q9UGI8')"
"('O95292', 'Q5T8D3')"
"('Q92575', 'Q6P1M0')"
"('O43678', 'O95169')"
"('Q13200', 'P62495')"
"('Q13011', 'Q5TEU4')"
"('P07737', 'O15264')"
"('Q68J44', 'Q8N137')"
"('P06241', 'Q14643')"
"('Q96R06', 'Q13283')"
"('Q9Y6C9', 'Q00325')"
"('Q86VP1', 'Q9H6H4')"
"('P03372', 'Q9NPJ4')"
"('O75461', 'P62891')"
"('Q9BY44', 'P36952')"
"('P29320', 'Q8N726')"
"('Q969F2', 'P62837')"
"('P18146', 'P14923')"
"('Q96MU7', 'Q07666')"
"('Q15323', 'Q53TS8')"
"('P78560', 'Q7Z4W1')"
"('Q99832', 'O96019')"
"('Q8TCQ1', 'P49427')"
"('Q9H6Z4', 'P84022')"
"('O00602', 'P01137')"
"('Q92793', 'Q9Y2Y9')"
"('P06748', 'P35968')"
"('Q5T753', 'P05187')"
"('Q9UK22', 'Q14999')"
"('P0DMV8', 'Q9Y5U4')"
"('Q9UKF6', 'Q9P2I0')"
"('P21980', 'Q12802')"
"('Q9BQ04', 'P09012')"
"('Q9UNH6', 'P62875')"
"('P15882', 'Q9H4E5')"
"('Q8WWW0', 'Q9BS26')"
"('P46937', 'Q8TEU7')"
"('P62068', 'Q8TAF3')"
"('Q14164', 'Q6NZ67')"
"('Q96AC1', 'Q96LK0')"
"('P62491', 'Q15907')"
"('P68363', 'Q00005')"
"('P49721', 'Q96RN5')"
"('P40337', 'Q13526')"
"('P18077', 'P62917')"
"('Q12778', 'Q8NHY2')"
"('P30466', 'P11021')"
"('P47985', 'P60842')"
"('Q9P0U4', 'Q96A08')"
"('Q06481', 'Q15717')"
"('Q5JTD0', 'A6NEM1')"
"('P12755', 'O15105')"
"('P05141', 'P17931')"
"('P27487', 'P20366')"
"('Q9UBU3', 'Q9UHD9')"
"('Q5T6S3', 'Q16576')"
"('Q96EL3', 'P29558')"
"('Q9BQS8', 'P42167')"
"('P51787', 'Q9Y6J6')"
"('P31749', 'O95863')"
"('P27695', 'P09382')"
"('Q16082', 'P62280')"
"('P04049', 'Q13418')"
"('P10586', 'Q96BP3')"
"('Q15653', 'O60477')"
"('Q13105', 'Q04917')"
"('P0DMM9', 'Q9GZT8')"
