#tail	head	KSP index	path cost
P98082	O75581	1	4.61824e-01
O43318	Q01974	2	3.43956e-01
P98082	O43318	2	3.43956e-01
P01106	Q01973	3	2.72830e-01
Q9NQB0	P01106	3	2.72830e-01
P35222	P01106	4	2.60357e-01
P62987	O75581	5	2.45723e-01
Q15797	P62987	5	2.45723e-01
P49841	Q01974	6	2.41651e-01
P25054	P49841	6	2.41651e-01
P62979	O75581	7	2.39234e-01
Q15797	P62979	7	2.39234e-01
P25054	P21333	8	2.35274e-01
P21333	Q01974	8	2.35274e-01
P13569	P34925	9	2.32793e-01
P98082	P13569	9	2.32793e-01
P49841	Q13467	10	2.27010e-01
Q15910	O43318	11	2.25015e-01
P35222	Q15910	11	2.25015e-01
P48729	O75581	12	2.19403e-01
P25054	P48729	12	2.19403e-01
Q13469	P48729	13	2.12676e-01
P27986	P61981	14	2.11511e-01
P61981	Q07954	14	2.11511e-01
P35222	P27986	14	2.11511e-01
O14964	O43318	15	2.10527e-01
P25054	O14964	15	2.10527e-01
P35222	Q15843	16	2.09650e-01
Q15843	P61981	16	2.09650e-01
O14641	Q01974	17	2.07377e-01
P25054	O14641	17	2.07377e-01
P27986	P49841	18	2.06006e-01
P15884	P62158	19	2.03129e-01
P62158	O43318	19	2.03129e-01
P17844	O43318	20	2.02915e-01
P35222	P17844	20	2.02915e-01
P10275	Q03135	21	2.02206e-01
P35222	P10275	21	2.02206e-01
Q03135	O75581	21	2.02206e-01
P15884	P10275	22	2.02182e-01
O15169	O75581	23	2.01997e-01
P25054	O15169	23	2.01997e-01
P68366	P01106	24	1.99120e-01
P35222	P68366	24	1.99120e-01
P35222	P08238	25	1.97398e-01
P08238	O43318	25	1.97398e-01
P35222	P19838	26	1.97144e-01
P19838	P49841	26	1.97144e-01
P35222	Q92597	27	1.96328e-01
Q92597	P61981	27	1.96328e-01
P15923	P10275	28	1.95974e-01
Q9Y5V3	Q01974	29	1.95552e-01
Q15843	Q9Y5V3	29	1.95552e-01
P98082	P27986	31	1.93088e-01
O15169	O75197	32	1.93059e-01
Q15843	Q03135	33	1.92456e-01
P25054	Q92997	34	1.92267e-01
Q92997	Q01974	34	1.92267e-01
P35222	P35637	35	1.91747e-01
P35637	P49841	35	1.91747e-01
P35222	P41235	36	1.91227e-01
P41235	P01106	36	1.91227e-01
P35222	P48729	37	1.89607e-01
Q15172	P01106	38	1.88786e-01
P25054	Q15172	38	1.88786e-01
Q15797	P10275	39	1.88760e-01
Q13469	P08670	40	1.88279e-01
P08670	P61981	40	1.88279e-01
P35222	P17252	42	1.87560e-01
P17252	P0CG48	42	1.87560e-01
P0CG48	O75581	42	1.87560e-01
P35222	P45983	43	1.87463e-01
P45983	P61981	43	1.87463e-01
P18146	O43318	44	1.87263e-01
Q13469	P18146	44	1.87263e-01
P35222	O15169	45	1.87082e-01
P35222	O43524	46	1.87056e-01
Q13315	Q01974	46	1.87056e-01
O43524	Q13315	46	1.87056e-01
Q15843	P0CG48	48	1.84778e-01
P35222	P51532	49	1.84686e-01
P51532	Q13315	49	1.84686e-01
Q15797	P18146	50	1.84625e-01
P68366	Q9Y5V3	51	1.82692e-01
O43318	P12757	52	1.82459e-01
P12757	Q07954	52	1.82459e-01
P35222	Q13547	53	1.81894e-01
Q13547	P01106	53	1.81894e-01
P18206	P0CG48	54	1.81229e-01
P35222	P18206	54	1.81229e-01
Q15172	Q13315	55	1.81226e-01
P49840	O75581	56	1.81035e-01
P25054	P49840	56	1.81035e-01
O14640	Q01974	57	1.80716e-01
P25054	O14640	57	1.80716e-01
P35222	P09874	58	1.80457e-01
P09874	P0CG48	58	1.80457e-01
P35222	Q15796	59	1.80422e-01
Q15796	P01106	59	1.80422e-01
P35222	Q9Y230	61	1.79927e-01
Q9Y230	O43318	61	1.79927e-01
Q9UJU2	P18146	62	1.79885e-01
P45983	P01106	63	1.79646e-01
P17844	P61981	64	1.79585e-01
P35222	P49840	66	1.78224e-01
P17844	P49841	67	1.77868e-01
Q04206	P01106	68	1.77582e-01
P35222	Q04206	68	1.77582e-01
P63104	P21333	69	1.77024e-01
P35222	P63104	69	1.77024e-01
P25054	P63104	70	1.76931e-01
O15169	P01106	72	1.76253e-01
P35222	O15105	73	1.75744e-01
O15105	O43318	73	1.75744e-01
P46940	P01106	74	1.75036e-01
P25054	P46940	74	1.75036e-01
P63104	P49841	75	1.74921e-01
P05067	Q07954	76	1.74870e-01
P63104	P05067	76	1.74870e-01
P09874	Q13315	79	1.74372e-01
P35222	P42166	80	1.74185e-01
P42166	P01106	80	1.74185e-01
P62993	P0CG48	81	1.73719e-01
P98082	P62993	81	1.73719e-01
P11142	O43318	82	1.73279e-01
P35222	P11142	82	1.73279e-01
Q13263	P01106	83	1.72920e-01
P25054	Q13263	83	1.72920e-01
Q15796	P49841	84	1.72920e-01
P35222	P00519	85	1.72144e-01
P00519	P61981	85	1.72144e-01
O15111	P01106	86	1.71810e-01
P35222	O15111	86	1.71810e-01
P35222	P42336	87	1.71311e-01
P42336	P49841	87	1.71311e-01
P35222	P84022	88	1.71116e-01
P84022	P21333	88	1.71116e-01
Q15796	P62987	89	1.70942e-01
Q9Y230	Q13315	90	1.70728e-01
P60484	Q03135	91	1.70446e-01
P35222	P60484	91	1.70446e-01
Q15797	P68366	92	1.70282e-01
P62987	P01106	93	1.69104e-01
P11142	P05067	94	1.69046e-01
P49840	Q01974	95	1.68785e-01
Q9Y230	P01106	96	1.68668e-01
Q15797	O14640	97	1.68502e-01
O14964	P0CG48	98	1.68114e-01
P51532	P01106	99	1.67607e-01
O43318	P0CG48	100	1.67228e-01
P00519	Q03135	101	1.67107e-01
P12931	P61981	103	1.67013e-01
P98082	P12931	103	1.67013e-01
P06493	P0CG48	104	1.66737e-01
P98082	P06493	104	1.66737e-01
P11142	P0CG48	105	1.66644e-01
Q15797	Q92905	106	1.66590e-01
Q92905	P01106	106	1.66590e-01
Q15796	P62979	107	1.66214e-01
P98082	Q92997	109	1.65834e-01
Q15797	Q8N2W9	110	1.64786e-01
Q8N2W9	Q13315	110	1.64786e-01
Q15796	P0CG48	113	1.63708e-01
P11142	P0CG47	114	1.63559e-01
P0CG47	O75581	114	1.63559e-01
P08238	P21333	115	1.63294e-01
P35222	Q15717	117	1.63009e-01
Q15717	P0CG48	117	1.63009e-01
P08238	P13569	118	1.62990e-01
P00519	Q13315	119	1.62485e-01
Q09472	P01106	120	1.62477e-01
P35222	Q09472	120	1.62477e-01
Q9NQB0	Q9Y265	122	1.62277e-01
Q9Y265	O43318	122	1.62277e-01
P35222	Q13485	123	1.62145e-01
Q13485	P01106	123	1.62145e-01
