negatives
"('P05067', 'Q8N0X7')"
"('O95155', 'Q96EL3')"
"('Q9P015', 'P49406')"
"('Q8NH18', 'P38405')"
"('Q9BWJ5', 'Q9UQ35')"
"('Q99500', 'P63096')"
"('A0PK00', 'Q6P5W5')"
"('Q92902', 'Q96DT7')"
"('P15374', 'P09622')"
"('P61221', 'Q9HAV0')"
"('P36542', 'Q9Y2Z9')"
"('P00533', 'Q15120')"
"('P27824', 'Q9Y4K3')"
"('Q01995', 'P04075')"
"('P67775', 'O75385')"
"('Q9H2T7', 'Q9UBU9')"
"('P40926', 'P35637')"
"('Q9Y5S9', 'Q7Z2E3')"
"('Q9Y5U2', 'Q6P2Q9')"
"('Q6NUS6', 'Q9UGP8')"
"('P36405', 'A6NIH7')"
"('P20929', 'P49736')"
"('Q8N112', 'Q96IW7')"
"('Q5HYK7', 'Q96B97')"
"('O43597', 'Q14847')"
"('Q9BQ90', 'Q9Y279')"
"('Q8NHQ1', 'Q9BWG6')"
"('Q96BJ8', 'O60506')"
"('Q9BRP4', 'P19438')"
"('P32119', 'P01023')"
"('P51812', 'O95644')"
"('Q71SY5', 'Q9H668')"
"('Q7Z7A1', 'O14880')"
"('P58546', 'Q8TAT6')"
"('Q92576', 'P35232')"
"('P46776', 'P62841')"
"('Q8NHC7', 'P62873')"
"('Q96E35', 'Q6UN15')"
"('P48431', 'Q8WXI9')"
"('Q5T2W1', 'P31749')"
"('O60907', 'Q15717')"
"('P05067', 'P02768')"
"('Q99447', 'Q04917')"
"('Q9H7E9', 'Q9HCE1')"
"('P23508', 'O14782')"
"('Q6VEQ5', 'P42229')"
"('P16152', 'Q8NEY8')"
"('Q96BY2', 'Q9NS23')"
"('Q9UQM7', 'P35372')"
"('Q14498', 'P16403')"
"('P19320', 'Q6PKG0')"
"('Q99963', 'Q16827')"
"('Q02833', 'Q9NS23')"
"('Q9Y230', 'Q8IW40')"
"('P62140', 'Q9H6T3')"
"('P22612', 'Q14524')"
"('P04278', 'Q04941')"
"('Q15884', 'Q9NRC1')"
"('P36776', 'P05412')"
"('P68133', 'O95996')"
"('Q15393', 'Q8WWY3')"
"('Q13114', 'Q96A37')"
"('P08670', 'P49736')"
"('P17480', 'O15160')"
"('P83111', 'P03372')"
"('O43491', 'P04150')"
"('P24941', 'P23771')"
"('Q15834', 'Q53H80')"
"('P17480', 'O43707')"
"('Q8N3J5', 'P12694')"
"('P62241', 'P19320')"
"('Q12948', 'O00470')"
"('P60411', 'Q8TAI1')"
"('Q15475', 'P32242')"
"('P68104', 'Q8IUH5')"
"('Q9UJV3', 'Q8IWZ5')"
"('P40425', 'Q8TDH9')"
"('Q9NRC8', 'Q13823')"
"('Q99623', 'Q92667')"
"('O95758', 'P14136')"
"('P05976', 'Q9UBT2')"
"('Q13572', 'Q96EB6')"
"('Q15653', 'P05067')"
"('Q9NRC8', 'Q13620')"
"('P52789', 'P13612')"
"('O95197', 'P10415')"
"('P16389', 'Q13303')"
"('P53007', 'Q9NRD1')"
"('Q3V5L5', 'P59991')"
"('P49916', 'P12956')"
"('O60245', 'Q16401')"
"('P22090', 'P46782')"
"('Q86XK2', 'P62877')"
"('P08779', 'Q8N6Y0')"
"('P09874', 'Q96EP1')"
"('O75477', 'Q15022')"
"('O76014', 'P04264')"
"('Q13610', 'P11387')"
"('P46379', 'Q9Y490')"
"('Q9NPC2', 'P53618')"
"('Q9H6Q4', 'O76071')"
"('Q8IXW5', 'Q13283')"
"('Q9H173', 'Q9HAU5')"
"('Q14197', 'Q92552')"
"('Q9Y5J5', 'O00159')"
"('Q9H3K2', 'Q8WVE6')"
"('P26599', 'Q14999')"
"('Q01130', 'P60520')"
"('Q15653', 'P19793')"
"('O43242', 'Q9UBU9')"
"('Q96IZ5', 'O75031')"
"('P19320', 'P16402')"
"('Q14676', 'P63104')"
"('P17535', 'Q06945')"
"('Q96LY2', 'P51665')"
"('O75340', 'P10599')"
"('P14618', 'Q9H6Z9')"
"('P12110', 'P18827')"
"('P35225', 'P01589')"
"('Q9BT49', 'Q96KQ7')"
"('Q8IYI6', 'Q14457')"
"('Q13428', 'P32121')"
"('Q5S007', 'O00571')"
"('Q13136', 'Q86W92')"
"('Q8WVB6', 'P35251')"
"('P30533', 'Q15796')"
"('O43175', 'Q7L2J0')"
"('P83731', 'P42677')"
"('P40424', 'P31314')"
"('Q16576', 'Q8TDI0')"
"('P25490', 'Q13309')"
"('Q5TB80', 'Q99871')"
"('O00159', 'O95425')"
"('P05771', 'P18084')"
"('P45974', 'Q08050')"
"('Q96RT7', 'Q13748')"
"('Q9BU76', 'Q9NRD5')"
"('O75533', 'P11387')"
"('O76083', 'P25791')"
"('O75521', 'P57078')"
"('Q6R6M4', 'Q9H7L9')"
"('Q9Y2Z0', 'P26447')"
"('P04216', 'Q13017')"
"('P11245', 'Q8WYB5')"
"('Q9UGY1', 'Q96EY7')"
"('Q9HC44', 'A5YKK6')"
"('Q9UBU9', 'P53675')"
"('P51668', 'O00635')"
"('P83916', 'O75367')"
"('Q9UH65', 'O00267')"
"('O95573', 'Q86WV6')"
"('P50151', 'P42336')"
"('O75582', 'Q9Y4C1')"
"('P43115', 'Q6NSJ2')"
"('Q00987', 'O75832')"
"('Q86X19', 'P48444')"
"('P28702', 'Q09472')"
"('Q15628', 'Q03135')"
"('Q9P287', 'Q6PIY7')"
"('Q86XR8', 'Q8WUF5')"
"('P63211', 'Q9NQ66')"
"('O60506', 'Q9Y2Q9')"
"('O43559', 'Q7Z6I5')"
"('P18564', 'P28482')"
"('Q16531', 'Q9H7L9')"
"('P30101', 'O15533')"
"('P52292', 'Q14149')"
"('P11177', 'Q969Q1')"
"('P49917', 'Q96JB3')"
"('Q15672', 'P61244')"
"('P29590', 'P48729')"
"('Q15018', 'Q96EK4')"
"('P62380', 'F7VJQ1')"
"('P26373', 'P18621')"
"('P08238', 'O14757')"
"('O14775', 'O15264')"
"('P63104', 'P05387')"
"('P62837', 'P62877')"
"('P08754', 'Q8NBN7')"
"('P42768', 'P63261')"
"('P22612', 'Q8IWT1')"
"('Q9H063', 'Q9UJK0')"
"('P67809', 'Q8IX12')"
"('P18847', 'P51532')"
"('Q8N205', 'Q9Y287')"
"('P52732', 'Q00341')"
"('P35226', 'Q7KZ85')"
"('Q00535', 'Q96KR7')"
"('Q9BV73', 'P34897')"
"('Q9P2Z0', 'P63167')"
"('Q9NQT8', 'Q86TI0')"
"('Q15034', 'P17658')"
"('P35080', 'P46783')"
"('Q9HCD5', 'Q9GZQ8')"
"('Q6ZW31', 'P55196')"
"('Q13561', 'P25787')"
"('P63244', 'Q9UBQ5')"
"('P08047', 'Q92769')"
"('O00459', 'P62736')"
"('P00533', 'P67936')"
"('P11274', 'Q9UDY2')"
"('P30084', 'O15067')"
"('P52292', 'P06454')"
"('Q5VU43', 'Q5SW79')"
"('O14965', 'Q9NRM7')"
"('O15511', 'O15143')"
"('Q8IWZ5', 'Q8NBS9')"
"('P13693', 'O15360')"
"('Q86VP6', 'Q12906')"
"('Q13416', 'P49736')"
"('Q9H2H8', 'Q6UXN9')"
"('Q8TAC9', 'Q6ZW49')"
"('O00425', 'Q9UQ80')"
"('Q3BBV2', 'Q92731')"
"('Q96GX1', 'Q9H0S4')"
"('P48594', 'Q96EB6')"
"('Q96NL6', 'O75915')"
"('O75398', 'Q13642')"
"('Q9HC35', 'O95376')"
"('P23508', 'Q99633')"
"('Q8TB03', 'Q02548')"
"('P82933', 'O95478')"
"('P25788', 'Q9NRJ3')"
"('P23443', 'P67870')"
"('Q9NZZ3', 'O95630')"
"('O15027', 'P20839')"
"('P24941', 'P62263')"
"('Q9NSC5', 'Q14573')"
"('Q08379', 'Q96DA2')"
"('P49720', 'Q9UNM6')"
"('P09661', 'Q659A1')"
"('Q6PEX3', 'Q96HD9')"
"('P04406', 'P00558')"
"('P78318', 'O15212')"
"('P14625', 'O00206')"
"('Q86TM6', 'P08069')"
"('Q96HB5', 'O14558')"
"('Q969M3', 'Q96CS3')"
"('Q92542', 'Q04721')"
"('Q14526', 'Q09472')"
"('Q92542', 'Q96T76')"
"('O75150', 'Q9BU64')"
"('Q03135', 'P52735')"
"('Q9BVP2', 'P46087')"
"('P62847', 'P62241')"
"('Q13620', 'P13646')"
"('P04216', 'P06239')"
"('Q495W5', 'Q04864')"
"('P09455', 'P98164')"
"('Q9H492', 'P62736')"
"('Q04206', 'Q00796')"
"('Q9NPI6', 'O95777')"
"('P81877', 'A5D8T8')"
"('Q9HAS0', 'Q9BZH6')"
"('Q9UBE8', 'Q15717')"
"('P50851', 'P57078')"
"('P00736', 'P02745')"
"('P54707', 'Q8IXB3')"
"('Q5H9R7', 'Q70CQ1')"
"('P05067', 'Q8IW19')"
"('P27540', 'P08047')"
"('P36578', 'Q9UQL6')"
"('O96019', 'P41279')"
"('Q8NEY4', 'Q9Y6E0')"
"('Q8N4Q1', 'Q8IWL3')"
"('P05067', 'Q9UHI6')"
"('Q49AN0', 'P23396')"
"('P24863', 'Q92731')"
"('Q9NRC8', 'Q9H8H2')"
"('P31942', 'P25205')"
"('Q96J02', 'Q92995')"
"('P06454', 'P47755')"
"('O75131', 'P04629')"
"('Q15628', 'Q13748')"
"('P23193', 'P61218')"
"('P12956', 'O95816')"
"('Q6UB98', 'Q9BZM5')"
"('Q9Y575', 'Q15233')"
"('P51532', 'P15173')"
"('P02786', 'P15313')"
"('Q96CS7', 'P62979')"
"('O00257', 'O60762')"
"('Q9UK32', 'Q15847')"
"('Q7L5N1', 'P11802')"
"('P34897', 'P52824')"
"('Q96RU2', 'Q8TEY7')"
"('P62847', 'Q9NRX1')"
"('Q9BY44', 'Q8WUY3')"
"('A3KMH1', 'Q15118')"
"('P27694', 'Q504Q3')"
"('Q15056', 'O60506')"
"('P62333', 'Q96LY2')"
"('O95219', 'P00533')"
"('P62899', 'Q9BYG3')"
"('O75312', 'Q9NQG5')"
"('Q9Y3D0', 'Q13885')"
"('Q8N3V7', 'Q9P2M7')"
"('P18075', 'Q9BUH8')"
"('Q9C000', 'O95347')"
"('Q13315', 'Q8N8S7')"
"('Q8IZP0', 'Q6T4R5')"
"('P60059', 'O43889')"
"('Q2MV58', 'Q96DZ1')"
"('Q14527', 'Q01844')"
"('Q9UQK1', 'Q15075')"
"('P07910', 'Q68DK2')"
"('Q16849', 'Q13425')"
"('Q14031', 'P16144')"
"('Q53H12', 'P04629')"
"('P62333', 'O95433')"
"('P41250', 'P14868')"
"('P49862', 'P01137')"
"('P45880', 'P49675')"
"('Q9UQK1', 'Q9BS40')"
"('P42285', 'P17844')"
"('O14519', 'Q9BQA1')"
"('P86479', 'P86481')"
"('Q86U86', 'Q9H4L7')"
"('P35609', 'Q13352')"
"('P46063', 'Q00987')"
"('P30153', 'P42285')"
"('Q9H0R8', 'Q15149')"
"('P23511', 'O75832')"
"('Q6P4A7', 'Q9UBU9')"
"('Q96LK0', 'Q9NRD5')"
"('O60260', 'Q14011')"
"('Q5T5X7', 'O60264')"
"('P32929', 'Q8N5S1')"
"('Q12906', 'P68366')"
"('Q9NVF7', 'Q13153')"
"('Q14627', 'Q02962')"
"('Q9BXB1', 'Q9Y520')"
"('P46379', 'P26885')"
"('Q0VDF9', 'P38398')"
"('Q96A54', 'P21589')"
"('Q16513', 'P35610')"
"('Q9NXK8', 'Q13239')"
"('Q96K58', 'Q96EQ0')"
"('Q13618', 'Q15434')"
"('Q9C002', 'O43676')"
"('Q3LXA3', 'P50579')"
"('Q15287', 'Q96MU7')"
"('Q02880', 'P08047')"
"('P13612', 'P30626')"
"('O43683', 'Q10567')"
"('Q04206', 'Q9UJW3')"
"('P52803', 'P49447')"
"('P67775', 'Q93009')"
"('O60573', 'Q9UPQ3')"
"('Q16665', 'Q9C0J9')"
"('P02461', 'P08047')"
"('P27707', 'P37837')"
"('Q86U44', 'Q13573')"
"('Q9UKA8', 'P63098')"
"('P14635', 'P12830')"
"('O43561', 'Q07889')"
"('Q9C002', 'O75208')"
"('Q99459', 'Q8N726')"
"('Q15562', 'Q9H9S0')"
"('O15198', 'Q99959')"
"('P51991', 'Q9HCE7')"
"('Q07020', 'P60520')"
"('P53365', 'P49591')"
"('Q9BQ66', 'Q9UKJ5')"
"('Q7Z333', 'Q86VU5')"
"('Q9C0B0', 'P63146')"
"('Q9NWA0', 'P38646')"
"('P49407', 'Q9H340')"
"('P00519', 'Q14191')"
"('Q5JSL3', 'Q9H4E5')"
"('Q9NRC8', 'O14980')"
"('P18509', 'Q9NWU2')"
"('P12035', 'Q5SSJ5')"
"('Q86UF1', 'P26038')"
"('P62993', 'P04792')"
"('P10909', 'P45984')"
"('Q9BXJ5', 'P27540')"
"('O75147', 'Q9UQ80')"
"('P43115', 'P49770')"
"('Q08J23', 'P61160')"
"('Q96EB6', 'Q13465')"
"('Q6ZN30', 'P25800')"
"('Q8IYF3', 'O60336')"
"('P46531', 'P12956')"
"('O43765', 'P02745')"
"('Q9H8V3', 'Q7RTP6')"
"('P21246', 'Q13332')"
"('P62891', 'P05388')"
"('Q14164', 'O75347')"
"('Q8N554', 'Q9NRD5')"
"('O00267', 'P51003')"
"('Q9GZQ8', 'Q96EY4')"
"('P05067', 'O60239')"
"('O76071', 'Q9HAU0')"
"('Q6PKC3', 'Q8NHV4')"
"('Q8TC90', 'A8MQ03')"
"('Q92466', 'P28066')"
"('Q9BYX2', 'Q9H0R8')"
"('Q9Y250', 'O14802')"
"('Q15797', 'Q15361')"
"('Q9UIK5', 'O75031')"
"('Q96RN5', 'Q15648')"
"('P07355', 'P50750')"
"('Q92737', 'P61224')"
"('Q9BQ15', 'Q96EL3')"
"('P19320', 'P61081')"
"('P27694', 'P59998')"
"('Q9NRW7', 'Q8WVM8')"
"('Q9NZM3', 'Q9HCM3')"
"('Q9BQC3', 'Q9BZG8')"
"('P52434', 'P61218')"
"('Q9Y678', 'Q99496')"
"('Q96P09', 'O75800')"
"('B5ME19', 'Q13043')"
"('Q13433', 'Q96G27')"
"('Q96BR9', 'O75928')"
"('Q07021', 'P09429')"
"('P50991', 'P27708')"
"('P53990', 'Q9Y3E0')"
"('P62495', 'P25786')"
"('Q9BX84', 'P35580')"
"('Q15468', 'P31350')"
"('Q8IWF7', 'O76011')"
"('P51946', 'P18074')"
"('P00519', 'Q96MU7')"
"('Q9Y512', 'Q9BUJ2')"
"('Q96L50', 'Q93034')"
"('Q9NZZ3', 'Q7LBR1')"
"('P06241', 'Q9ULH1')"
"('Q8IU60', 'O95394')"
"('P31948', 'P62979')"
"('Q13887', 'O14980')"
"('Q96HA8', 'P35520')"
"('Q9Y237', 'P84090')"
"('O95429', 'Q8WU58')"
"('P07951', 'P19237')"
"('Q8IUC6', 'Q92844')"
"('O95544', 'Q86SQ0')"
"('P12821', 'Q01844')"
"('Q8N5R6', 'P49639')"
"('Q8WWR8', 'O15162')"
"('Q9Y217', 'Q8N5Z5')"
"('O43248', 'Q9Y5K6')"
"('Q8IVU3', 'P35637')"
"('P51149', 'P14625')"
"('Q9Y4G8', 'P03928')"
"('P51153', 'Q9BSM1')"
"('Q9UGN5', 'P09874')"
"('Q9Y679', 'O15269')"
"('Q8IYB3', 'Q12905')"
"('P04278', 'P05090')"
"('O14802', 'P51532')"
"('P78527', 'Q96BW5')"
"('P04843', 'Q9UQL6')"
"('Q99623', 'O96008')"
"('P27348', 'P52209')"
"('P50552', 'P05106')"
"('Q9BTD3', 'O15160')"
"('Q9Y3S1', 'O00141')"
"('P63000', 'Q15080')"
"('Q9Y2H9', 'P78346')"
"('P50914', 'P15408')"
"('P62736', 'Q8ND90')"
"('P46063', 'Q96QV6')"
"('P01242', 'P26992')"
"('O95478', 'Q99496')"
"('P62841', 'O14519')"
"('A5D8V6', 'P55347')"
"('P27635', 'O75821')"
"('Q15008', 'Q6IQ23')"
"('P09234', 'Q16633')"
"('P78317', 'Q13404')"
"('Q9NRN5', 'Q15047')"
"('P49841', 'P33176')"
"('Q9NRC8', 'P12277')"
"('P56192', 'Q9Y4K3')"
"('Q99853', 'Q14139')"
"('Q8TB22', 'O75528')"
"('Q9Y2K9', 'Q86Y82')"
"('Q2TBE0', 'O94972')"
"('P09067', 'Q07627')"
"('P60709', 'Q13352')"
"('P15311', 'P61586')"
"('Q969Q1', 'Q9NZU5')"
"('Q96TA2', 'Q9NR20')"
"('Q9P2K5', 'P35226')"
"('P98175', 'Q9H9G7')"
"('Q53H12', 'O75208')"
"('Q7Z6B7', 'P52198')"
"('Q9P2P5', 'O75494')"
"('Q9UNZ2', 'Q13148')"
"('P24941', 'O60264')"
"('Q99832', 'A6NHL2')"
"('Q96EV2', 'Q96FV9')"
"('Q13309', 'P58340')"
"('Q9BY27', 'Q15742')"
"('P16403', 'Q13617')"
"('P0CI01', 'Q92624')"
"('P20618', 'P14373')"
"('P05412', 'P39687')"
"('Q9UPN9', 'Q15274')"
"('Q86X19', 'Q99808')"
"('Q16637', 'P53621')"
"('Q99459', 'P22626')"
"('O95644', 'Q9UJU2')"
"('Q13127', 'Q96ST3')"
"('P42568', 'P51825')"
"('P24941', 'P61081')"
"('Q15697', 'Q9NX65')"
"('Q9BQG0', 'O96017')"
"('P45983', 'O95163')"
"('P06493', 'O43303')"
"('P52815', 'P07550')"
"('P55196', 'P62736')"
"('Q05397', 'Q14185')"
"('Q9Y4W6', 'P04843')"
"('Q92624', 'O14862')"
"('Q9Y2K7', 'P41236')"
"('Q8TAG9', 'Q16891')"
"('Q68D86', 'Q9UBB9')"
"('Q8N9T8', 'Q9UGY1')"
"('Q99743', 'O15516')"
"('P63165', 'Q12933')"
"('Q96L91', 'P38936')"
"('P01833', 'Q9HA64')"
"('Q9HAU4', 'P12757')"
"('Q9UIF9', 'P22087')"
"('O60925', 'Q96AZ1')"
"('P01106', 'P08579')"
"('Q8TD46', 'P41217')"
"('Q9Y478', 'O00763')"
"('Q16658', 'P63104')"
"('P62304', 'P54105')"
"('O14757', 'Q92905')"
"('Q96GD4', 'O60814')"
"('Q96EG3', 'Q8NEC5')"
"('Q9Y6I7', 'Q9H2X6')"
"('Q9NTG7', 'Q00987')"
"('Q8N752', 'P22694')"
"('Q16527', 'P49736')"
"('Q8N6S5', 'P51452')"
"('O75478', 'Q12906')"
"('Q92597', 'P23396')"
"('P16473', 'Q71U36')"
"('O15516', 'P48431')"
"('O43502', 'P05067')"
"('P22301', 'Q8N6P7')"
"('Q96D09', 'Q15773')"
"('P53355', 'P27348')"
"('P08670', 'P61088')"
"('P19438', 'Q9Y265')"
"('Q9HDC9', 'Q14999')"
"('Q92831', 'Q96ES7')"
"('Q32P28', 'P04629')"
"('Q9Y295', 'Q00535')"
"('P14373', 'P17542')"
"('Q9Y4C1', 'P42224')"
"('Q8TBC3', 'P26045')"
"('Q9UBB9', 'Q7Z7C7')"
"('P02751', 'Q3MHD2')"
"('Q09028', 'Q15022')"
"('Q8WWT9', 'Q96BA8')"
"('Q9BYG5', 'Q9NQ66')"
"('Q9H0W5', 'Q8N163')"
"('Q8NH43', 'P38405')"
"('Q08554', 'Q9BSB4')"
"('O75147', 'P14866')"
"('O00422', 'O00159')"
"('P08238', 'Q9NR45')"
"('Q14966', 'Q08AD1')"
"('P43034', 'O75449')"
"('O95674', 'O15126')"
"('O75821', 'O95714')"
"('Q9H1R3', 'Q00653')"
"('Q9NX58', 'Q00839')"
"('Q9UJX4', 'A0JLT2')"
"('Q9NXS2', 'P42773')"
"('Q15910', 'Q13242')"
"('O76031', 'O75489')"
"('Q16643', 'Q15910')"
"('Q5VT06', 'O14980')"
"('Q9BUQ8', 'Q13123')"
"('Q9Y4G8', 'O14807')"
"('Q9Y312', 'Q9HC77')"
"('Q9Y4C1', 'Q15170')"
"('O60346', 'Q9Y297')"
"('Q9HCC0', 'P60520')"
"('Q8WVP5', 'P61289')"
"('Q14164', 'P60660')"
"('P61247', 'P11940')"
"('Q12933', 'O00233')"
"('P28074', 'Q9H4G0')"
"('Q7Z4H7', 'Q68CZ6')"
"('P61925', 'P17612')"
"('Q5VZ89', 'O15075')"
"('O75531', 'P46063')"
"('Q9Y3I0', 'Q9H0R8')"
"('Q13547', 'Q01664')"
"('Q15796', 'O60518')"
"('O15067', 'P13639')"
"('Q86SG6', 'P17066')"
"('P05067', 'Q96C92')"
"('Q9UIG0', 'Q6K0P9')"
"('Q9H4I2', 'P23511')"
"('Q9Y371', 'Q674R7')"
"('Q2KJY2', 'Q9NUP9')"
"('P36507', 'P46940')"
"('O76093', 'P16234')"
"('P62508', 'Q04724')"
"('Q93008', 'Q9Y5Y2')"
"('Q8NBJ4', 'P15927')"
"('P02751', 'Q14254')"
"('Q92902', 'Q9Y467')"
"('Q96T60', 'P49321')"
"('P54709', 'Q02218')"
"('Q9Y5V3', 'Q9UQE7')"
"('O00206', 'P63000')"
"('O75170', 'A1L0T0')"
"('Q9P0L2', 'P31946')"
"('Q9UBD3', 'P51685')"
"('P35613', 'O75155')"
"('A8MVW0', 'P37173')"
"('Q96HE9', 'P46087')"
"('Q00839', 'P61978')"
"('Q8N782', 'Q13619')"
"('P02042', 'P20036')"
"('Q8NBT0', 'Q7Z5L2')"
"('P21359', 'Q5TCZ1')"
"('Q96QV1', 'Q92956')"
"('P56524', 'A9UHW6')"
"('Q9NRI5', 'Q9H0D6')"
"('Q96CS3', 'P01889')"
"('Q96MT4', 'Q9BYQ6')"
"('O00541', 'Q03701')"
"('Q9BUF5', 'Q14152')"
"('P04004', 'Q9BV38')"
"('Q3KR16', 'Q53EZ4')"
"('P42696', 'Q7Z6E9')"
"('Q9NZ43', 'Q13190')"
"('Q12952', 'P49792')"
"('Q9BYZ6', 'Q93034')"
"('Q9BRG1', 'Q96H20')"
"('Q15562', 'Q15717')"
"('Q5TD97', 'Q86VP1')"
"('Q96G74', 'P13807')"
"('Q13523', 'P61981')"
"('Q12952', 'Q9Y2R4')"
"('Q9UQE7', 'Q9H0W5')"
"('P01889', 'Q01813')"
"('O75420', 'Q5VZ89')"
"('O95363', 'Q5H9J7')"
"('P04150', 'P11509')"
"('P04085', 'P35968')"
"('Q9H0W5', 'Q00610')"
"('Q7Z3S9', 'Q9UKJ5')"
"('Q9P015', 'Q7KZN9')"
"('P42574', 'Q9Y2W7')"
"('P57105', 'O75208')"
"('Q17RB8', 'Q92764')"
"('P25054', 'Q92688')"
"('O75175', 'Q9Y2I6')"
"('Q9BZL4', 'O15265')"
"('Q13564', 'Q8IU85')"
"('Q9NVC6', 'O75478')"
"('Q06546', 'P08047')"
"('Q6AZZ1', 'Q9H239')"
"('P01584', 'P07948')"
"('P23352', 'P09038')"
"('Q92797', 'Q15366')"
"('Q6PJQ5', 'Q9NXR8')"
"('Q02750', 'Q13233')"
"('Q96MT8', 'Q96A65')"
"('Q14623', 'P51654')"
"('O00411', 'Q9NRC8')"
"('O75955', 'Q96EQ0')"
"('P80098', 'Q9UHD9')"
"('P61457', 'Q9P2D6')"
"('Q8N3L3', 'Q92764')"
"('Q13885', 'O95834')"
"('Q8N3Y3', 'Q03405')"
"('O95400', 'Q9UHX1')"
"('P68371', 'P02751')"
"('P35232', 'O14672')"
"('Q9BRQ0', 'Q9UBL3')"
"('P01106', 'P48059')"
"('O15144', 'O43852')"
"('Q9BQD3', 'P17980')"
"('O75716', 'Q96D03')"
"('P11717', 'O75629')"
"('Q9NR09', 'Q9NRC8')"
"('Q9Y2D8', 'Q9UBB9')"
"('P07900', 'Q9UPY3')"
"('P41218', 'Q8NDF8')"
"('Q9UP95', 'Q86X19')"
"('P51659', 'P04040')"
"('Q13618', 'Q9GZQ8')"
"('P01106', 'Q92731')"
"('Q9UK17', 'Q01844')"
"('Q14765', 'P30281')"
"('P54277', 'P51587')"
"('O14979', 'P31948')"
"('O14556', 'Q8TED1')"
"('P26641', 'P29084')"
"('P60891', 'P22090')"
"('P0C0S5', 'Q6ZRS2')"
"('P08754', 'Q8IVA1')"
"('P37198', 'P38919')"
"('Q12851', 'P08238')"
"('P23443', 'P63000')"
"('Q9BTU6', 'P09497')"
"('O75962', 'P63000')"
"('Q6YN16', 'Q9NRD1')"
"('Q9Y2X8', 'Q8IUQ4')"
"('Q7Z7E8', 'Q13573')"
"('Q01344', 'P32927')"
"('P09382', 'Q13740')"
"('P40763', 'P35228')"
"('O43516', 'P13196')"
"('P05161', 'Q8NDT2')"
"('Q13283', 'P54646')"
"('P15884', 'Q9BZE9')"
"('P02751', 'P62306')"
"('A5A3E0', 'Q96KN2')"
"('O14904', 'O60353')"
"('Q9BWM7', 'Q15633')"
"('P10644', 'Q9UMQ6')"
"('A0JLT2', 'Q14978')"
"('P0DP24', 'O14976')"
"('Q9NUL7', 'Q9BQC6')"
"('Q8WYH8', 'P33991')"
"('P10606', 'Q9Y6H1')"
"('Q9P287', 'P50402')"
"('P22612', 'Q9P2W3')"
"('Q9UHW5', 'P0CAP2')"
"('Q08345', 'P02766')"
"('Q13263', 'O43918')"
"('P27540', 'Q13617')"
"('Q99942', 'Q8N138')"
"('Q9Y5V3', 'O15111')"
"('Q6P3W7', 'P37837')"
"('P04062', 'Q8NI35')"
"('P50542', 'O14980')"
"('Q9NT62', 'Q9NR45')"
"('Q02156', 'Q9H9S0')"
"('P06748', 'P18124')"
"('P48039', 'Q14498')"
"('Q8IY92', 'Q53RT3')"
"('O00743', 'P10398')"
"('O60783', 'Q14164')"
"('P01106', 'Q92564')"
"('Q7Z5J4', 'Q8N653')"
"('P15924', 'Q9Y5K5')"
"('Q16543', 'P30307')"
"('P48378', 'Q8HWS3')"
"('Q9UI10', 'P16150')"
"('P50914', 'Q9BYG3')"
"('Q9NSD9', 'Q9UNN5')"
"('Q71SY5', 'Q9UBV8')"
"('O75928', 'Q9UHY7')"
"('Q9NP55', 'P27658')"
"('Q0VD86', 'Q99471')"
"('Q63ZY3', 'Q9Y2V7')"
"('P02458', 'P07996')"
"('O94905', 'Q6YHK3')"
"('P35244', 'Q15554')"
"('Q92731', 'P62195')"
"('Q07955', 'O75147')"
"('P08670', 'O95678')"
"('P07550', 'P36542')"
"('P28749', 'Q9NPF0')"
"('Q8TCU5', 'P78352')"
"('P42224', 'P05231')"
"('P35580', 'P29353')"
"('Q8TAP6', 'P31943')"
"('Q9HAC8', 'Q504Q3')"
"('P09497', 'Q9H267')"
"('P48023', 'P12931')"
"('Q9GZQ8', 'Q12929')"
"('Q86Y78', 'Q9HCU4')"
"('Q15233', 'Q86VP6')"
"('Q96JM7', 'O14980')"
"('Q9UJV3', 'Q5VTD9')"
"('P50542', 'Q9NUX5')"
"('P51677', 'P32121')"
"('P38398', 'P27540')"
"('P06241', 'P40763')"
"('Q00653', 'Q9Y265')"
"('Q92973', 'Q8TEX9')"
"('P07947', 'Q8IVT5')"
"('Q68EM7', 'Q6XZF7')"
"('Q9NVU0', 'Q9P287')"
"('Q96T76', 'Q02978')"
"('P11310', 'P04843')"
"('O00567', 'Q9Y3C1')"
"('Q14197', 'O95831')"
"('P06733', 'P52789')"
"('Q99729', 'Q14103')"
"('Q92979', 'O43820')"
"('Q6NUS6', 'Q96AA3')"
"('Q13418', 'P26373')"
"('P46379', 'P49643')"
"('Q15424', 'Q86VM9')"
"('O14964', 'P25054')"
"('P07550', 'Q16891')"
"('P04843', 'P08574')"
"('O43683', 'P09467')"
"('P05412', 'Q99259')"
"('Q99943', 'P01106')"
"('P04637', 'P46940')"
"('P41218', 'Q9Y3T9')"
"('Q9BWG4', 'O60663')"
"('Q99683', 'P06400')"
"('O15061', 'Q14315')"
"('P07900', 'Q13133')"
"('P17612', 'O15399')"
"('P22612', 'P27815')"
"('Q9NUX5', 'P25685')"
"('Q9BXL7', 'Q96EP0')"
"('Q8WW59', 'Q96IX5')"
"('O15042', 'O00159')"
"('Q9UKS6', 'Q00688')"
"('P49407', 'Q9H2C5')"
