negatives
"('Q15276', 'A5D8V7')"
"('P05067', 'P05976')"
"('P08727', 'O15160')"
"('P48788', 'Q9HAU5')"
"('Q9NX24', 'P02751')"
"('Q9NRD1', 'P35556')"
"('Q9Y228', 'Q9BRV8')"
"('Q12905', 'P35225')"
"('P43686', 'Q14164')"
"('P17661', 'P63104')"
"('Q9Y5L0', 'Q6AZY7')"
"('P46531', 'P06400')"
"('O43670', 'O15047')"
"('Q9BXC9', 'Q15154')"
"('Q96ST3', 'Q99814')"
"('P48741', 'O95166')"
"('Q86XK2', 'Q13363')"
"('P51003', 'Q969S8')"
"('O95292', 'Q8N205')"
"('P48230', 'P43220')"
"('P25054', 'P06746')"
"('P55773', 'Q96DR8')"
"('Q16659', 'O95905')"
"('Q56NI9', 'P22415')"
"('O95149', 'Q9UPP5')"
"('Q9Y3D3', 'P51665')"
"('O43390', 'Q9NS69')"
"('Q9UQ35', 'O95983')"
"('Q6W2J9', 'Q9UQR1')"
"('Q9Y597', 'Q9BST9')"
"('P11233', 'P49006')"
"('Q9Y6Y9', 'P17676')"
"('Q96C57', 'P61218')"
"('P17302', 'P17252')"
"('P62942', 'P06733')"
"('Q96CS3', 'Q9Y4P8')"
"('O75791', 'Q8TF50')"
"('O75143', 'Q9GZQ8')"
"('Q53ET0', 'Q00610')"
"('Q9Y6D9', 'P25054')"
"('Q6UWR7', 'Q9NZJ4')"
"('A2RRD8', 'P60370')"
"('P00387', 'Q9NX40')"
"('Q13155', 'P04629')"
"('Q13616', 'Q9Y294')"
"('P49006', 'P13569')"
"('Q9BYM8', 'O75469')"
"('Q14999', 'P05783')"
"('Q13526', 'Q13283')"
"('O95816', 'O96008')"
"('Q9Y4X4', 'Q96KQ7')"
"('O60733', 'Q9NZL9')"
"('P63104', 'P00519')"
"('Q15672', 'A9QM74')"
"('P61244', 'P02794')"
"('P17275', 'P60568')"
"('P27361', 'Q9NZK7')"
"('Q9Y3I0', 'P35226')"
"('Q9UHD1', 'Q92733')"
"('Q96I15', 'Q9NYB0')"
"('O75496', 'P42574')"
"('Q14934', 'P45984')"
"('P54725', 'Q05086')"
"('Q9UIK4', 'Q96RT8')"
"('Q9UKY1', 'P55199')"
"('Q9P0K7', 'Q5S007')"
"('O60925', 'P13378')"
"('P42766', 'P38936')"
"('P17812', 'O14965')"
"('P62826', 'Q49AN0')"
"('Q14145', 'P27144')"
"('P01889', 'P52209')"
"('P67809', 'Q92900')"
"('P02795', 'Q63HR2')"
"('Q6NUQ1', 'Q5TEC3')"
"('Q9NRD1', 'Q6NUK1')"
"('Q12933', 'Q6SZW1')"
"('P61927', 'Q07021')"
"('Q9Y366', 'Q9Y547')"
"('P29372', 'P24752')"
"('Q15691', 'P11021')"
"('P17693', 'P10914')"
"('Q9H0W5', 'Q07065')"
"('P04264', 'P13612')"
"('Q8N9N2', 'Q9NZT1')"
"('Q15404', 'P05067')"
"('Q8N7C3', 'Q8NI38')"
"('Q8N2H9', 'P05067')"
"('P35269', 'Q99689')"
"('Q59EK9', 'Q3YBR2')"
"('P78524', 'Q6P1M3')"
"('Q8N8L6', 'Q9UEU0')"
"('P54274', 'Q05516')"
"('Q8IWU4', 'P12004')"
"('P11182', 'P33527')"
"('P11831', 'Q8IZQ8')"
"('Q07627', 'Q6UXG3')"
"('Q9Y6X2', 'Q9Y2V2')"
"('P04629', 'Q96RS6')"
"('Q8IWZ5', 'P36406')"
"('P53779', 'Q92731')"
"('O15260', 'Q9P0L0')"
"('P42858', 'Q8IZQ1')"
"('Q92633', 'P04035')"
"('P60900', 'P11171')"
"('Q03519', 'P13747')"
"('P63279', 'P48552')"
"('Q9Y2M5', 'P29590')"
"('Q99714', 'P61158')"
"('Q14112', 'P21741')"
"('P25098', 'Q8NHC8')"
"('O14639', 'Q08379')"
"('P49407', 'P60953')"
"('P35913', 'Q13956')"
"('Q8N490', 'O75822')"
"('Q00403', 'Q8TAX7')"
"('P31151', 'O14980')"
"('O94813', 'Q96IZ7')"
"('Q16821', 'Q12972')"
"('P26842', 'Q9UNN8')"
"('P06241', 'P43405')"
"('Q969X6', 'P04156')"
"('Q9H8T0', 'Q13506')"
"('Q99496', 'Q93052')"
"('Q15154', 'Q9H0U9')"
"('O95602', 'Q03468')"
"('Q8NFH3', 'Q9Y3C4')"
"('Q99547', 'Q9NQT4')"
"('Q9NRJ5', 'Q6UB35')"
"('Q96SB4', 'Q14739')"
"('O75449', 'O43488')"
"('Q8N6H7', 'O15397')"
"('Q13155', 'Q0VDD7')"
"('Q9Y289', 'Q96RT1')"
"('Q7Z5L9', 'Q14498')"
"('P45984', 'Q92731')"
"('Q8NA72', 'O14980')"
"('P03372', 'Q9HD15')"
"('Q9Y5P6', 'Q96IJ6')"
"('P40425', 'Q5JVL4')"
"('Q9HC62', 'P01106')"
"('Q08043', 'P26440')"
"('Q12972', 'P17096')"
"('Q96EY1', 'Q15735')"
"('Q8NG78', 'Q9P2W3')"
"('P49411', 'P09001')"
"('P07858', 'P02760')"
"('Q02410', 'O14618')"
"('P55011', 'O00214')"
"('Q13573', 'Q9UBD5')"
"('Q9BSM1', 'Q9GZZ1')"
"('Q9Y6W6', 'Q9BQ83')"
"('P50990', 'Q99836')"
"('P05067', 'P12931')"
"('P06400', 'O96017')"
"('O96013', 'P31946')"
"('Q9NRM7', 'Q96EY1')"
"('Q99766', 'Q9NQX4')"
"('P62807', 'Q96ME7')"
"('Q9UNS2', 'Q12874')"
"('P22695', 'P50990')"
"('P60520', 'P62306')"
"('P16949', 'Q09666')"
"('Q8WUY9', 'P30305')"
"('Q8NEB9', 'P0DMV8')"
"('P46736', 'O60271')"
"('P26640', 'Q96G74')"
"('P19532', 'P21266')"
"('Q9UBU9', 'Q969G3')"
"('P49795', 'Q16659')"
"('Q9UBQ0', 'O14929')"
"('Q9HCE1', 'Q9HC57')"
"('P02649', 'Q15382')"
"('O14964', 'O60806')"
"('Q9UP95', 'Q03431')"
"('O75581', 'P35222')"
"('P37231', 'Q9H6Z4')"
"('P00441', 'Q8N668')"
"('Q9BW92', 'O75208')"
"('Q0D2J5', 'Q9UMX1')"
"('P05067', 'P13797')"
"('P19634', 'Q9UER7')"
"('O00165', 'P04629')"
"('Q99496', 'Q96T76')"
"('Q96J42', 'Q15165')"
"('O75362', 'Q16695')"
"('P04259', 'Q93034')"
"('Q15147', 'Q9NPB6')"
"('Q6ZMN8', 'P34931')"
"('Q92858', 'Q9UQ35')"
"('P61586', 'Q9NSV4')"
"('Q8IYF3', 'Q96GY3')"
"('Q86SJ6', 'Q8NDV1')"
"('P11388', 'P17252')"
"('P41227', 'Q9UJY4')"
"('Q8IZP0', 'Q92569')"
"('Q9UHA4', 'P62269')"
"('Q92621', 'Q9H0W5')"
"('P40429', 'P61247')"
"('Q02878', 'P01106')"
"('P09874', 'Q9ULK4')"
"('Q6PKC3', 'P14625')"
"('O14640', 'P21291')"
"('P09651', 'P02751')"
"('O14980', 'Q96ST2')"
"('P55103', 'P27037')"
"('Q9UBW8', 'P07498')"
"('O75592', 'P31947')"
"('Q12874', 'Q99459')"
"('Q9UIA0', 'P08779')"
"('P06748', 'Q9Y5B9')"
"('Q96RT1', 'Q03001')"
"('Q14999', 'Q16630')"
"('Q96LB9', 'Q9BPX1')"
"('Q9HDC5', 'P50222')"
"('P49746', 'Q02338')"
"('P83916', 'Q6IQ32')"
"('Q8IY81', 'Q02539')"
"('Q14318', 'Q7Z465')"
"('Q9HAW8', 'Q9HAW7')"
"('Q86VP6', 'P46776')"
"('Q8WXI3', 'Q15370')"
"('P14316', 'P19838')"
"('Q9UI09', 'P22695')"
"('Q9P202', 'Q9HBM0')"
"('Q9H2H9', 'Q15043')"
"('Q9UGJ1', 'A6NHL2')"
"('Q9UL62', 'Q8TEL6')"
"('P00533', 'Q9BRX2')"
"('Q9BSB4', 'Q9BXW4')"
"('Q09028', 'O75531')"
"('Q16665', 'Q96CJ1')"
"('P60520', 'P62753')"
"('P23258', 'P46783')"
"('Q86VP1', 'P56279')"
"('Q05513', 'P42226')"
"('P01106', 'O14734')"
"('Q15022', 'Q13835')"
"('Q9C0B0', 'O14979')"
"('Q9GZN7', 'P50993')"
"('F7VJQ1', 'Q15776')"
"('P07900', 'Q86UV6')"
"('Q9Y4P3', 'Q86WV1')"
"('O60285', 'Q13616')"
"('Q2M2I5', 'Q9GZQ8')"
"('O00459', 'P55211')"
"('P55318', 'P15924')"
"('Q9Y232', 'Q13363')"
"('Q9BV73', 'Q6UVJ0')"
"('O60706', 'P00338')"
"('P17844', 'Q9Y224')"
"('Q9NP66', 'Q9BYV9')"
"('P31150', 'Q15057')"
"('Q13618', 'Q9UMX1')"
"('Q16629', 'Q5SSJ5')"
"('Q92624', 'Q9GZU1')"
"('Q96ST3', 'Q99471')"
"('Q14526', 'O95983')"
"('P40937', 'Q96D46')"
"('Q96R06', 'Q9NZ94')"
"('Q14011', 'P11831')"
"('Q03431', 'Q99758')"
"('Q96BY9', 'Q9NV96')"
"('Q8TBP0', 'Q8WXH0')"
"('P48995', 'Q86YM7')"
"('Q9GZQ8', 'P62304')"
"('P01889', 'O00303')"
"('Q9ULK4', 'P13796')"
"('Q86YD3', 'Q9NY47')"
"('P03372', 'P0DMV8')"
"('Q8TB96', 'Q9BPY3')"
"('O00716', 'P37231')"
"('Q9UKT9', 'Q8IWZ5')"
"('Q9Y3C5', 'Q13137')"
"('P35222', 'Q9NQB0')"
"('P02462', 'P18564')"
"('P22626', 'O75937')"
"('O95718', 'P0DMV8')"
"('P60033', 'Q9UP52')"
"('Q96L50', 'Q9UBW8')"
"('P35638', 'Q9UBW8')"
"('Q04637', 'P02751')"
"('O43390', 'O75717')"
"('P10071', 'O75586')"
"('P43243', 'O60260')"
"('O43513', 'Q9UHV7')"
"('O15355', 'P09012')"
"('P40337', 'Q6IE81')"
"('Q9NPI1', 'P50453')"
"('P46776', 'Q92901')"
"('P35626', 'Q9H207')"
"('P06748', 'P35544')"
"('P63104', 'P07101')"
"('P35226', 'P18583')"
"('Q9BUJ2', 'Q9UKB1')"
"('P17936', 'O43683')"
"('Q9H492', 'O95352')"
"('O00170', 'P48147')"
"('P22694', 'Q8NGV6')"
"('Q13151', 'P14866')"
"('P14678', 'Q9UPE1')"
"('Q13619', 'P38646')"
"('Q9UL42', 'P46108')"
"('P06753', 'Q9UL45')"
"('Q9NYV6', 'Q9GZS1')"
"('Q9UJV9', 'P04629')"
"('Q53GS9', 'Q96DI7')"
"('Q13618', 'P51617')"
"('O95696', 'P33991')"
"('Q9NZV7', 'O15160')"
"('Q8N680', 'P61956')"
"('Q99873', 'Q9Y3I1')"
"('P06401', 'P0DMV8')"
"('O75147', 'Q53GS9')"
"('P07195', 'Q9H0U4')"
"('Q9Y383', 'P17844')"
"('Q92686', 'Q9Y2M5')"
"('P05412', 'Q86UP2')"
"('P35268', 'P02751')"
"('P49321', 'P62487')"
"('P13747', 'O15031')"
"('P15692', 'P10909')"
"('Q9H6Z9', 'Q9HC77')"
"('Q8N7C3', 'O14964')"
"('P35613', 'Q70EL3')"
"('P08670', 'P07384')"
"('Q9H9A7', 'Q8IYD8')"
"('O76076', 'O43422')"
"('Q12931', 'P60842')"
"('Q969U6', 'O76014')"
"('Q99996', 'O60341')"
"('Q14457', 'Q04206')"
"('Q8TEX9', 'O00141')"
"('P27694', 'Q14498')"
"('Q5SSJ5', 'Q9Y3C1')"
"('Q71U36', 'Q15691')"
"('Q9NZS9', 'Q9C0B0')"
"('Q8IUC2', 'O43711')"
"('Q12824', 'P62805')"
"('P0DP23', 'P49190')"
"('Q99436', 'P35998')"
"('P19320', 'P62910')"
"('P50990', 'P13612')"
"('Q9NP84', 'Q12933')"
"('O94983', 'Q9GZU8')"
"('P25791', 'P63279')"
"('Q9NSC5', 'Q5JVL4')"
"('Q9UH99', 'Q9Y297')"
"('O15131', 'Q9Y232')"
"('P35626', 'Q8NGY6')"
"('Q86X19', 'Q96QD8')"
"('P62837', 'Q00987')"
"('P48039', 'Q2M389')"
"('O43676', 'Q8IWL3')"
"('Q9UL03', 'P30876')"
"('Q9NRI5', 'Q96JB5')"
"('P60174', 'P51671')"
"('P52272', 'O75530')"
"('O95782', 'P49407')"
"('Q9NTG7', 'P12956')"
"('P62280', 'P52272')"
"('P17612', 'P04626')"
"('P01861', 'P42226')"
"('P61313', 'P61247')"
"('Q15599', 'Q9NVA2')"
"('P08473', 'Q9NSI2')"
"('P38398', 'Q68CP9')"
"('Q15109', 'P04271')"
"('Q9UKV8', 'Q9H0S4')"
"('Q9Y496', 'P27694')"
"('Q9BWM7', 'Q02297')"
"('P19838', 'Q09472')"
"('P26640', 'Q09019')"
"('Q9BYJ9', 'Q8N1L9')"
"('Q7L099', 'Q13432')"
"('P05129', 'P25098')"
"('Q14315', 'P62993')"
"('Q15287', 'P09012')"
"('Q86VP1', 'Q99732')"
"('P49137', 'Q96J92')"
"('Q15717', 'O75123')"
"('Q9UHD0', 'Q9UHF4')"
"('O60313', 'P08473')"
"('Q8WUW1', 'O43639')"
"('P19438', 'Q8TEL6')"
"('Q15906', 'Q6ZRS2')"
"('Q14241', 'P52434')"
"('Q9BY43', 'Q70EL1')"
"('O43660', 'Q8WYA6')"
"('Q8IZQ1', 'P26447')"
"('P35869', 'Q01201')"
"('Q9Y2K5', 'Q92567')"
"('O75362', 'P23771')"
"('Q5VWG9', 'Q16695')"
"('Q15831', 'P27448')"
"('Q8TD10', 'Q9H892')"
"('Q96I24', 'P05161')"
"('P67809', 'Q7L2E3')"
"('P22307', 'P51553')"
"('O95831', 'Q96FW1')"
"('Q9NQT8', 'Q96QZ7')"
"('P61952', 'O14827')"
"('Q96RL1', 'Q99728')"
"('Q14999', 'Q9NVP1')"
"('P07384', 'P17568')"
"('O94905', 'P11441')"
"('P46783', 'P15880')"
"('P98175', 'P62258')"
"('P07900', 'O75426')"
"('Q96H20', 'Q99816')"
"('Q96JB5', 'Q9Y3C8')"
"('P63146', 'P68036')"
"('P42704', 'Q9H040')"
"('P01889', 'O96008')"
"('P30307', 'Q5TCZ1')"
"('Q9HD26', 'P51790')"
"('P68431', 'Q8WVC0')"
"('Q16629', 'Q8IYB3')"
"('Q16512', 'Q9UGI0')"
"('P10276', 'O14497')"
"('Q8TF05', 'Q8N3D4')"
"('P46939', 'P06748')"
"('Q92805', 'Q9GZZ9')"
"('Q9BXL8', 'Q9Y2T4')"
"('O43524', 'Q00534')"
"('Q5TB80', 'O60341')"
"('P60033', 'P60709')"
"('P13987', 'Q15149')"
"('P14618', 'Q92466')"
"('O60674', 'P06213')"
"('P63146', 'Q9GZS3')"
"('Q92552', 'Q9UKB1')"
"('Q13148', 'P25788')"
"('O96017', 'P13501')"
"('Q76L83', 'Q96DN6')"
"('Q16821', 'Q96RT1')"
"('P56915', 'Q9Y261')"
"('P47755', 'Q92614')"
"('Q07890', 'P01375')"
"('O95817', 'Q00537')"
"('O43524', 'Q96RT1')"
"('Q96QZ7', 'Q8TC76')"
"('Q9H2G2', 'O14827')"
"('Q8N752', 'P22612')"
"('Q5D862', 'P60520')"
"('Q01658', 'P10914')"
"('Q9P0K8', 'P20226')"
"('Q96FN4', 'Q8TBB1')"
"('O60551', 'Q9BVK6')"
"('P05412', 'P61960')"
"('P16989', 'Q96DB2')"
"('P68543', 'Q9UNZ2')"
"('Q15036', 'P06213')"
"('P29353', 'P68363')"
"('P10966', 'Q15717')"
"('P36954', 'P03372')"
"('O95718', 'O60884')"
"('P15735', 'P55072')"
"('Q15369', 'Q9BQ90')"
"('P60953', 'Q9Y285')"
"('Q14094', 'Q15717')"
"('Q13619', 'Q9GZS3')"
"('O75626', 'Q969D9')"
"('P68366', 'Q9H079')"
"('Q9UI38', 'P01112')"
"('P10599', 'P00441')"
"('O94986', 'Q8NET4')"
"('Q6P5W5', 'Q5BKT4')"
"('O43896', 'Q13523')"
"('Q8NHL6', 'P43405')"
"('Q96RT1', 'Q01814')"
"('Q86W92', 'P40425')"
"('P05067', 'O00213')"
"('Q8IVS8', 'Q9UKT9')"
"('Q16630', 'Q92841')"
"('P24588', 'Q8NER1')"
"('Q9H497', 'Q9H9S0')"
"('Q99549', 'Q76N89')"
"('Q9BTV5', 'P30740')"
"('P10809', 'Q16635')"
"('P15056', 'P07098')"
"('P57059', 'O14980')"
"('P68104', 'P11940')"
"('Q01804', 'P05787')"
"('Q12906', 'Q9HCE1')"
"('P07900', 'Q96Q15')"
"('Q9NV39', 'Q96BR9')"
"('O95568', 'O96024')"
"('Q86VP6', 'Q9P015')"
"('Q13547', 'Q93009')"
"('Q92930', 'O95758')"
"('P27694', 'Q13573')"
"('Q13503', 'Q9H0H5')"
"('P51149', 'P21912')"
"('P40763', 'Q8TAE8')"
"('P29972', 'Q9BXK5')"
"('O75643', 'O43290')"
"('P01732', 'P10966')"
"('Q9UEY8', 'Q86X19')"
"('P53602', 'O94925')"
"('P27348', 'O75340')"
"('Q99611', 'Q9UBT2')"
"('Q969M7', 'Q93034')"
"('P42677', 'Q13616')"
"('Q9Y4L1', 'P21281')"
"('Q02543', 'P63173')"
"('P47872', 'P62158')"
"('P05129', 'O60266')"
"('Q8IXK0', 'O00257')"
"('O75208', 'Q9Y2Q3')"
"('P18074', 'P51946')"
"('O76011', 'Q6PEX3')"
"('Q00610', 'Q15637')"
"('Q96PV0', 'P01112')"
"('P58658', 'O14786')"
"('O95967', 'O15162')"
"('Q9UHD9', 'P62987')"
"('O43711', 'Q8IWF7')"
"('P27986', 'O75167')"
"('P35542', 'P01857')"
"('Q8WTU0', 'Q7Z6L0')"
"('Q6NT76', 'Q13895')"
"('Q8N0S2', 'Q1A5X7')"
"('Q8N8Q3', 'Q8IXH7')"
"('P22681', 'P35580')"
"('Q9BSB4', 'P08559')"
"('P62854', 'Q09472')"
"('P47914', 'P30050')"
"('Q13748', 'Q8NE31')"
"('Q07020', 'P62851')"
"('P82933', 'P52815')"
"('Q9Y2H8', 'P43246')"
"('Q9BVP2', 'O00567')"
"('P48023', 'P61586')"
"('P13639', 'Q92900')"
"('P02788', 'Q8TAX7')"
"('O95376', 'P51965')"
"('P16520', 'P54646')"
"('Q9UMX2', 'Q9H2G9')"
"('Q15154', 'P18146')"
"('Q93034', 'Q16769')"
"('Q96K80', 'P86496')"
"('P52888', 'Q9NP77')"
"('P13631', 'Q9Y6Q9')"
"('Q969Z0', 'Q9NRY5')"
"('O15049', 'O14980')"
"('Q96T55', 'Q9Y320')"
"('P51946', 'O95295')"
"('Q9UHK0', 'P21579')"
"('Q8IX12', 'Q9NRC8')"
"('P23511', 'P14859')"
"('P01106', 'Q13485')"
"('Q13064', 'Q9BSW2')"
"('O75674', 'O15294')"
"('Q9UEU0', 'O43752')"
"('P62136', 'Q15691')"
"('Q9C0J8', 'Q5RL73')"
"('P18669', 'Q96DX5')"
"('Q08AG7', 'Q9Y5B8')"
"('Q92769', 'Q9UKN5')"
"('P54619', 'Q96PC3')"
"('Q9H040', 'Q9UNZ2')"
"('Q8IXZ2', 'Q9UNX3')"
"('Q8N5Z5', 'Q709F0')"
"('Q13303', 'Q9UJM8')"
"('P00338', 'Q5VW32')"
"('P62136', 'Q9UQK1')"
"('Q9H0A6', 'Q14576')"
"('Q92731', 'O15234')"
"('O00506', 'Q9NVK5')"
"('O00213', 'Q8TF74')"
"('Q14145', 'Q9H2G2')"
"('O14490', 'P00519')"
"('Q08945', 'P62826')"
"('P24941', 'Q9NWB6')"
"('P59991', 'Q6PEX3')"
"('Q9H944', 'Q92558')"
"('Q3KQV3', 'Q9UGI0')"
"('P40933', 'Q14627')"
"('Q5S007', 'P22090')"
"('P11233', 'P0DP25')"
"('Q8TAU3', 'Q9UGI0')"
"('P02765', 'Q9UK22')"
"('P20226', 'P67870')"
"('O15260', 'Q96GX1')"
"('P01106', 'P06733')"
"('P51116', 'Q5JRA6')"
"('Q8TDC0', 'Q14315')"
"('Q8IZJ0', 'P31785')"
"('P42677', 'O95758')"
"('Q04637', 'Q96DI7')"
"('O14939', 'P61764')"
"('O00213', 'O43516')"
"('Q13607', 'P62873')"
"('Q13547', 'Q4G0J3')"
"('Q96NL6', 'O94905')"
"('Q96EB6', 'Q99575')"
"('Q6UWP8', 'P33992')"
"('Q8IW19', 'Q96IK5')"
"('O00560', 'P62312')"
"('P35637', 'Q92890')"
"('O60260', 'O43181')"
"('P08238', 'O60260')"
"('Q8WUM4', 'P15311')"
"('Q659A1', 'Q9Y2F5')"
"('O94822', 'P43307')"
"('O00165', 'Q13618')"
"('Q9Y2J4', 'Q96A72')"
"('Q9NZC7', 'Q9BTC0')"
"('Q12841', 'P48039')"
"('P01106', 'P26641')"
"('Q9H1I8', 'Q8NBT2')"
"('O43557', 'Q6UX06')"
"('P60709', 'Q9H492')"
"('Q96ST3', 'Q9UKS7')"
"('Q14185', 'P62745')"
"('P61073', 'P14316')"
"('Q96EK4', 'Q9NNX1')"
"('Q9UJX5', 'Q86T82')"
"('P06213', 'O60506')"
"('Q9NUQ6', 'O95684')"
"('Q16851', 'Q15942')"
"('Q9UGJ0', 'Q53ET0')"
"('Q13435', 'P23193')"
"('P33151', 'O60331')"
"('P19388', 'Q9Y535')"
"('P32121', 'Q96J02')"
"('Q06413', 'Q09472')"
"('Q9P2K6', 'P21266')"
"('O77932', 'P01877')"
"('P35637', 'P52565')"
"('Q00341', 'P55265')"
"('Q07864', 'P04629')"
"('Q9HCE1', 'Q9Y3D5')"
"('Q9BQE3', 'P68363')"
"('Q9BTT4', 'Q9NWA0')"
"('P46734', 'O15105')"
"('Q9Y6D9', 'Q9BZW7')"
"('Q93079', 'Q6UXN9')"
"('Q92831', 'P15172')"
"('Q14318', 'P08238')"
"('P20340', 'P52739')"
"('P50539', 'P20333')"
"('P78362', 'Q9Y3C1')"
"('Q8IX90', 'Q9H8V3')"
"('P12268', 'O15027')"
"('Q9GZZ1', 'Q7L190')"
"('P28370', 'O15047')"
"('Q13616', 'Q93034')"
"('P35637', 'Q00325')"
"('Q9NVP1', 'Q9UG63')"
"('P28065', 'P20618')"
"('Q9UGK8', 'Q96FX2')"
"('Q9NPP4', 'Q96MN2')"
"('Q92769', 'Q460N5')"
"('Q86Y39', 'O00483')"
"('P15311', 'P35240')"
"('Q9HCD6', 'Q9Y3M2')"
"('P22392', 'P62745')"
"('P68104', 'P05386')"
"('Q96PU5', 'Q9BPW5')"
"('O00308', 'P78563')"
"('P62899', 'P35228')"
"('Q9BUN8', 'Q9UKV5')"
"('Q92738', 'P12830')"
"('Q9H939', 'P62993')"
"('O15060', 'O95995')"
"('Q53SF7', 'Q6IN85')"
"('P84022', 'P41229')"
"('P29350', 'P17181')"
"('P60409', 'Q96GN5')"
"('Q5U5R9', 'Q96A37')"
"('P60409', 'Q9NVV9')"
"('Q8N8M0', 'Q9HC29')"
"('P20674', 'O75208')"
"('Q14839', 'O14519')"
"('O75800', 'Q6UWE0')"
"('Q92945', 'Q5S007')"
"('P31152', 'Q8IUD2')"
"('P15927', 'Q15717')"
"('Q07889', 'P10301')"
"('P62750', 'P05362')"
"('Q06124', 'Q02763')"
"('P55055', 'Q92828')"
"('O95571', 'P05067')"
"('P46782', 'P19388')"
"('O43187', 'Q5D1E8')"
"('P42704', 'Q9H0W5')"
"('P39880', 'P61956')"
"('Q9Y5X1', 'Q15287')"
"('Q8IYX8', 'Q15154')"
"('P35626', 'Q6IF42')"
"('P35637', 'P38159')"
"('Q15796', 'P30153')"
"('Q02218', 'P11177')"
"('P21333', 'Q86YD7')"
"('Q8IXT5', 'O00555')"
"('P18146', 'Q9NVU0')"
"('P51965', 'Q5VTB9')"
"('Q8N0Z3', 'O15075')"
"('O14578', 'O75147')"
"('Q9UBN6', 'P61604')"
"('P78406', 'Q8N302')"
"('Q96S94', 'O75828')"
"('O75581', 'Q5S007')"
"('Q9H814', 'Q09161')"
"('Q5JQF8', 'Q96EP5')"
"('Q9UKJ3', 'Q9Y297')"
"('P50750', 'Q9UPN9')"
"('P51784', 'Q14103')"
"('Q06945', 'Q7Z5D8')"
"('Q15797', 'P35658')"
"('P49821', 'O96000')"
"('P78314', 'P08581')"
"('Q9NVN8', 'Q9NQT4')"
"('P35626', 'A6NET4')"
"('P02766', 'P10909')"
"('O14933', 'O94941')"
"('O75147', 'Q96SI9')"
"('P08579', 'Q14164')"
"('P63173', 'P62701')"
"('P29353', 'P02533')"
"('Q9Y5K5', 'P51149')"
"('P15884', 'Q8TEK3')"
"('P02549', 'O15360')"
"('P61604', 'P10809')"
"('O43521', 'Q15370')"
"('Q9NPJ6', 'Q96EZ8')"
"('P38159', 'P33992')"
"('Q9P2K3', 'Q9P0W2')"
"('P46777', 'P30050')"
"('Q01469', 'Q01995')"
"('Q15051', 'P07355')"
"('Q9UBU9', 'Q86WR0')"
"('Q9UBV8', 'Q13618')"
"('Q01844', 'P11279')"
"('P78330', 'Q9NVP2')"
"('Q9Y250', 'Q96SQ5')"
"('P84022', 'O14640')"
"('Q6ZVL6', 'Q14157')"
"('P60709', 'P62328')"
"('Q8IYT8', 'Q9UGJ0')"
"('P62906', 'Q9NRC8')"
"('Q92569', 'Q8N5R6')"
"('Q9UNE7', 'Q9UQ80')"
"('Q8NHU6', 'Q00537')"
"('O95071', 'Q16864')"
"('O15520', 'P36888')"
"('Q6UWZ7', 'Q6ZW49')"
"('O43837', 'P05412')"
"('Q9BUJ2', 'Q13242')"
"('Q9Y4G8', 'P41743')"
"('P60411', 'Q92835')"
"('Q9NRC8', 'O94964')"
"('Q9Y6M7', 'Q6DKI2')"
"('O14656', 'Q5JU69')"
"('P02792', 'P62993')"
"('Q9BV57', 'P50281')"
"('Q9H2U2', 'Q9Y5K6')"
"('Q13315', 'P49454')"
"('Q13243', 'Q15717')"
"('O15344', 'P61077')"
"('Q66K89', 'Q8IVT5')"
"('P09497', 'Q9NQW6')"
"('P08581', 'Q68CZ2')"
"('Q96FZ5', 'Q96BA8')"
"('Q14103', 'O00422')"
"('O75665', 'Q9Y2D8')"
"('Q9H204', 'Q9ULK4')"
"('P46934', 'Q13616')"
"('Q9UBU9', 'Q9NTI7')"
"('O96017', 'O15151')"
"('Q6NSZ9', 'O14862')"
"('Q12901', 'P60411')"
"('P24941', 'Q9UKM9')"
"('P42677', 'Q71UM5')"
"('Q9Y572', 'P11217')"
"('Q92769', 'Q13547')"
"('Q9UBZ9', 'Q9BXW9')"
"('Q9NPJ6', 'Q5VT06')"
"('P53384', 'O95302')"
"('Q53SF7', 'Q9C073')"
"('Q9UNH7', 'P13798')"
"('Q9UKY7', 'Q15717')"
"('Q9BQ89', 'Q00536')"
"('P47914', 'P61927')"
"('P23771', 'Q6ZT12')"
"('P61927', 'Q9UNX3')"
"('P15313', 'O60341')"
"('Q96TC7', 'P27348')"
"('Q9NS69', 'P09661')"
"('Q13617', 'Q15369')"
"('Q13472', 'O60216')"
"('P50995', 'Q3LI66')"
"('P02768', 'Q9BXS5')"
"('Q99758', 'Q03431')"
"('Q9NR30', 'O00422')"
"('P49642', 'P62333')"
"('O43318', 'O43541')"
"('Q9Y6Q1', 'Q9H1Y0')"
"('O95182', 'Q9UI09')"
"('Q5T1M5', 'P49736')"
"('Q08426', 'P60709')"
"('Q8WYH8', 'P08670')"
"('O00221', 'O00743')"
"('Q8TES7', 'Q6P2H3')"
"('P51679', 'P04899')"
"('Q8N2U0', 'P06744')"
"('P62917', 'O95793')"
"('Q9UQN3', 'O43633')"
"('Q8NFQ8', 'Q9UNS2')"
"('Q9H1Y0', 'Q09028')"
"('Q5VWQ8', 'Q9Y5J5')"
"('Q8WWB5', 'Q9UBI1')"
"('P29803', 'Q15800')"
"('P06241', 'Q14315')"
"('P49407', 'Q8NG99')"
"('Q9Y6J0', 'P16298')"
"('Q15649', 'O43542')"
