negatives
"('Q5T0L3', 'Q14C86')"
"('P49459', 'O95071')"
"('Q9Y618', 'P06756')"
"('P01891', 'Q9Y4L1')"
"('Q15436', 'Q15819')"
"('P49792', 'P07550')"
"('Q8IYE0', 'Q8ND90')"
"('P33993', 'P20700')"
"('Q9BRP4', 'Q15008')"
"('P56199', 'O00214')"
"('P46934', 'P54756')"
"('P09493', 'P85037')"
"('Q13616', 'Q9NRD1')"
"('P29466', 'O14862')"
"('Q8N205', 'Q9NQ84')"
"('P14625', 'Q9NYU2')"
"('O95630', 'Q8NG27')"
"('Q12888', 'Q14566')"
"('Q96SB8', 'Q9H061')"
"('O95163', 'P00533')"
"('Q9BUV8', 'P17844')"
"('O75190', 'Q5JU00')"
"('O15247', 'P0DI81')"
"('Q12809', 'Q9GZQ8')"
"('Q9BRX5', 'Q14691')"
"('Q03181', 'O15198')"
"('Q15742', 'Q96GM5')"
"('P01106', 'Q8N3U4')"
"('P81274', 'P04899')"
"('Q9UBD0', 'Q969L2')"
"('Q96B97', 'P10721')"
"('Q9BVN2', 'Q9H0C1')"
"('Q8IZ21', 'Q96B97')"
"('Q9NVX0', 'Q96Q15')"
"('Q99496', 'Q02978')"
"('O00541', 'P58012')"
"('P63000', 'P46734')"
"('O00139', 'O60341')"
"('P15924', 'Q15154')"
"('P29475', 'Q16849')"
"('Q9BYD2', 'Q53S58')"
"('P11387', 'P16403')"
"('Q8WV44', 'Q3B820')"
"('Q8NBI5', 'P56377')"
"('P21246', 'Q9UGL9')"
"('P0DP24', 'P52888')"
"('Q8N668', 'O75461')"
"('P36897', 'Q96B97')"
"('Q8IWZ3', 'Q9C009')"
"('Q86WV6', 'O60828')"
"('Q9H8Y8', 'Q9NXV2')"
"('Q8IX15', 'Q08117')"
"('O75298', 'Q9UN42')"
"('Q6A163', 'P04264')"
"('Q9UKT5', 'P08238')"
"('P60033', 'Q99972')"
"('P06241', 'Q9UBS5')"
"('P60709', 'P20823')"
"('O94973', 'Q9NZ94')"
"('Q9NS71', 'Q9NSU2')"
"('P62241', 'P05362')"
"('Q4KMG9', 'P20340')"
"('Q9BYR9', 'Q9BYE3')"
"('P05023', 'Q9UBS0')"
"('Q13233', 'P17987')"
"('Q8WUA7', 'P31946')"
"('Q9HAT2', 'P55268')"
"('Q9UM73', 'P52948')"
"('P41218', 'O60832')"
"('O75360', 'P17931')"
"('Q96QG7', 'Q6IC98')"
"('Q9P2Y5', 'P35573')"
"('Q8IZD2', 'Q96ST3')"
"('Q02962', 'Q02363')"
"('Q16881', 'Q15393')"
"('Q8IWL3', 'Q14651')"
"('Q9NQ29', 'O14744')"
"('Q8TC76', 'Q96QZ7')"
"('Q0VDD7', 'Q9UFG5')"
"('Q9P244', 'Q08AD1')"
"('P13805', 'Q13595')"
"('Q15468', 'Q66K64')"
"('P61165', 'P39656')"
"('P18077', 'Q07020')"
"('P45880', 'P05023')"
"('O00159', 'Q504Q3')"
"('P19447', 'P24863')"
"('Q9UMD9', 'O60716')"
"('P49407', 'Q8NGZ4')"
"('O60762', 'Q96QT6')"
"('Q96EP5', 'O95166')"
"('P04629', 'P0C7T5')"
"('O15488', 'P54840')"
"('P62888', 'O60216')"
"('P23497', 'O75674')"
"('Q9Y6X2', 'Q15303')"
"('P27797', 'O60739')"
"('Q9UHC7', 'P61077')"
"('P62314', 'P68104')"
"('P11142', 'Q9NZN9')"
"('Q16531', 'A0JLT2')"
"('Q8TAG9', 'P49810')"
"('Q9GZW8', 'Q8N357')"
"('P35270', 'P14174')"
"('P10321', 'Q8NC67')"
"('P05000', 'Q01344')"
"('P38159', 'Q12986')"
"('P05067', 'Q96JC9')"
"('P41235', 'Q92786')"
"('O43187', 'P41273')"
"('Q8NEK8', 'Q6P1W5')"
"('O14981', 'P53602')"
"('Q14451', 'P09619')"
"('P04629', 'O15027')"
"('Q13619', 'Q92804')"
"('P04629', 'P12236')"
"('Q9C0E8', 'Q6NUS6')"
"('Q9H9Q2', 'Q93034')"
"('O75970', 'P47881')"
"('O43597', 'O14964')"
"('Q9H0A6', 'Q96FJ0')"
"('P04150', 'P40424')"
"('Q8WWY3', 'Q96LR2')"
"('P61421', 'O60663')"
"('Q8NCR3', 'Q7L5A3')"
"('Q08AM6', 'Q53EP0')"
"('P25106', 'P48047')"
"('O43390', 'Q9GZQ8')"
"('Q9NPF5', 'Q05BQ5')"
"('P23528', 'Q14914')"
"('Q92797', 'P35613')"
"('P34931', 'Q86VP6')"
"('P07306', 'Q9NRD1')"
"('O75122', 'Q15691')"
"('P01562', 'Q99650')"
"('Q9UM73', 'Q86WB0')"
"('Q9UK08', 'P51828')"
"('Q9BQG0', 'P62266')"
"('P41970', 'P62993')"
"('Q32MZ4', 'Q9Y3I0')"
"('O75558', 'Q5TZK3')"
"('Q06265', 'Q9NZZ3')"
"('P42694', 'P01106')"
"('P15927', 'Q14683')"
"('O00299', 'Q9NQX4')"
"('P82932', 'O75360')"
"('P35637', 'Q2TBA0')"
"('P62701', 'P42677')"
"('O60353', 'Q86X19')"
"('Q15323', 'P30305')"
"('P23458', 'P17252')"
"('Q04721', 'Q8NBJ4')"
"('Q04206', 'Q13263')"
"('P26447', 'Q56NI9')"
"('P14866', 'Q86V81')"
"('Q05086', 'P62191')"
"('O95166', 'P55209')"
"('P36873', 'P28749')"
"('Q04206', 'Q9ULX6')"
"('Q969Q1', 'P31930')"
"('P41002', 'P14635')"
"('O75787', 'P13987')"
"('Q9HA77', 'Q7L0Y3')"
"('O00628', 'Q5I0X4')"
"('Q13554', 'Q9UBU8')"
"('P41229', 'P30511')"
"('Q30KQ5', 'O75360')"
"('Q9H1K1', 'Q6A162')"
"('P30414', 'Q15717')"
"('Q96NT3', 'P46934')"
"('Q8N4J0', 'Q8IXM7')"
"('Q06609', 'O95073')"
"('O75208', 'Q6PI78')"
"('P62847', 'P24941')"
"('P10276', 'P17947')"
"('Q15906', 'Q96L91')"
"('Q6ZSG1', 'P61088')"
"('Q13501', 'P07197')"
"('Q00839', 'P14625')"
"('Q9H2S5', 'P62979')"
"('Q8NGD5', 'O60262')"
"('Q14703', 'O75956')"
"('Q5JTH9', 'O14744')"
"('P13569', 'P23284')"
"('P08727', 'P63279')"
"('Q9UHX1', 'Q96DG6')"
"('P32242', 'Q9BYQ6')"
"('O75509', 'O75558')"
"('O95816', 'O95817')"
"('Q8WUD4', 'Q9BRX9')"
"('O95684', 'P62495')"
"('Q04724', 'P55957')"
"('P05412', 'O95819')"
"('P01579', 'P49711')"
"('P23025', 'Q99856')"
"('Q02750', 'Q9Y297')"
"('P50613', 'P38398')"
"('Q9Y4K3', 'P20333')"
"('Q96BZ8', 'P05067')"
"('Q99733', 'Q9UJX2')"
"('P10124', 'P13611')"
"('Q15276', 'P17677')"
"('A6NC98', 'P40425')"
"('O75665', 'P34932')"
"('Q2WGJ6', 'Q99750')"
"('Q9UBW8', 'Q9Y4B6')"
"('Q16566', 'P15336')"
"('P31943', 'Q92905')"
"('O95947', 'P25788')"
"('Q68D86', 'Q9UKT9')"
"('Q16513', 'P37173')"
"('P51858', 'O00178')"
"('Q8WXS4', 'Q9UMX0')"
"('Q9Y399', 'Q9Y676')"
"('P62993', 'O14744')"
"('Q9Y2I6', 'Q9UGJ1')"
"('P23508', 'P35580')"
"('P14314', 'P11473')"
"('Q13214', 'Q9UIW2')"
"('P51114', 'Q5T6F2')"
"('Q96EV8', 'Q8NEY1')"
"('O75914', 'P53350')"
"('P49207', 'P27635')"
"('Q9BW61', 'P23258')"
"('P60510', 'P62714')"
"('P49792', 'P21675')"
"('Q86UV5', 'O94855')"
"('P22102', 'P09651')"
"('Q9H0C8', 'Q92750')"
"('O75159', 'P23458')"
"('Q6ZMY3', 'P36873')"
"('Q8TAS1', 'P00519')"
"('P19174', 'Q9NZT1')"
"('O15031', 'O75410')"
"('O60662', 'P62877')"
"('Q96NA2', 'Q9H270')"
"('P06400', 'P55211')"
"('P68036', 'Q5TC82')"
"('Q7Z3S9', 'Q9NQS3')"
"('P26373', 'Q12789')"
"('P05412', 'Q92793')"
"('O60711', 'Q05397')"
"('P19320', 'O75604')"
"('P62753', 'P18077')"
"('O95990', 'O95751')"
"('Q9UPN4', 'Q9NVX0')"
"('P03372', 'Q08752')"
"('Q9UMX0', 'P22352')"
"('P00533', 'P04114')"
"('Q9Y5B8', 'Q15025')"
"('Q9UQL6', 'P55884')"
"('O15212', 'Q9Y5L0')"
"('P06241', 'P50406')"
"('P50453', 'Q13432')"
"('Q96PV6', 'P09012')"
"('Q92905', 'P23246')"
"('Q9UBU9', 'O14787')"
"('O43318', 'P57059')"
"('Q9Y5Y0', 'P31785')"
"('O75528', 'Q86TJ2')"
"('Q9NRX5', 'Q9Y512')"
"('P14136', 'O00255')"
"('Q9H1A3', 'A0PK00')"
"('Q9Y3I0', 'P46108')"
"('Q10570', 'P46060')"
"('P26371', 'Q9BYQ4')"
"('O14640', 'Q15334')"
"('Q86XR8', 'Q9H3G5')"
"('Q92995', 'Q15386')"
"('P49005', 'O14980')"
"('O95751', 'O95990')"
"('Q99623', 'O15379')"
"('Q14469', 'Q70Z53')"
"('Q15029', 'Q15910')"
"('Q9UHD9', 'P24534')"
"('Q16851', 'Q6EMK4')"
"('Q6ICB0', 'Q9H0P0')"
"('Q9Y5V3', 'Q96GF1')"
"('Q29983', 'Q92820')"
"('Q96LZ7', 'Q16623')"
"('P39656', 'Q7Z6Z7')"
"('Q9NYJ8', 'P42677')"
"('O00233', 'P38398')"
"('O15230', 'P16070')"
"('Q9NPJ6', 'Q00403')"
"('Q6STE5', 'Q4VC05')"
"('P12956', 'Q00613')"
"('P25963', 'P34932')"
"('Q8N5M9', 'A2A2Y4')"
"('O60285', 'Q14558')"
"('Q15528', 'Q93074')"
"('Q9UEW8', 'Q9UHW9')"
"('A8MQ03', 'Q3LI77')"
"('Q9UBY8', 'P21926')"
"('Q14191', 'Q13315')"
"('P54577', 'P82979')"
"('P05067', 'Q5TZF3')"
"('Q9HCE1', 'Q99832')"
"('Q96S15', 'Q9HB90')"
"('Q8IU54', 'P42701')"
"('Q16543', 'P01023')"
"('Q9UQ90', 'Q8ND90')"
"('Q9UHY1', 'Q5JU00')"
"('P09497', 'Q9UHB6')"
"('Q9HCE3', 'P41229')"
"('Q14126', 'P21333')"
"('Q9H0C2', 'Q8IUH5')"
"('Q93008', 'P78318')"
"('P09234', 'Q3LI70')"
"('Q99801', 'O43255')"
"('Q92890', 'P00338')"
"('Q9BQE4', 'Q9NY99')"
"('P46778', 'Q02543')"
"('Q99963', 'Q96GM8')"
"('O15379', 'Q460N5')"
"('Q9NRD1', 'P38606')"
"('Q16772', 'P05067')"
"('P16455', 'P78527')"
"('Q04726', 'P53618')"
"('Q9BZI7', 'Q96Q15')"
"('P62714', 'Q5THK1')"
"('Q13115', 'Q16539')"
"('Q99627', 'Q13617')"
"('Q9H0F7', 'Q8IWZ6')"
"('O75746', 'P24588')"
"('Q13107', 'Q969Q1')"
"('P06241', 'P12830')"
"('Q9BUR5', 'P24941')"
"('Q5RKV6', 'Q07021')"
"('Q969K7', 'P10276')"
"('Q16763', 'Q9C0B7')"
"('O60306', 'Q13573')"
"('Q8NGS8', 'Q9P2W3')"
"('P31327', 'Q9UKV8')"
"('Q15323', 'P78385')"
"('Q8TF42', 'P48741')"
"('Q569H4', 'P46934')"
"('Q07960', 'Q9P0N5')"
"('Q9UNF0', 'P50222')"
"('Q9UHV2', 'Q9NX04')"
"('Q9UNZ2', 'Q6P996')"
"('P52306', 'Q9UMX0')"
"('P48039', 'Q14974')"
"('Q9GZL7', 'Q99816')"
"('P04632', 'P62879')"
"('O43318', 'Q8WWZ3')"
"('P50402', 'Q9H0K1')"
"('P31947', 'P61587')"
"('Q7Z7G1', 'O00746')"
"('P22694', 'Q8NHB1')"
"('P20936', 'P01111')"
"('Q8IXM6', 'Q16623')"
"('Q96EB6', 'P36956')"
"('Q6Y7W6', 'P50402')"
"('P08237', 'Q96M27')"
"('O94763', 'O43156')"
"('P43631', 'P05067')"
"('P62244', 'P62899')"
"('Q9Y4W6', 'P00533')"
"('Q96CV9', 'Q9Y3C5')"
"('P35580', 'P51572')"
"('Q9UBU9', 'Q14160')"
"('Q96CB8', 'P51648')"
"('Q15843', 'Q9H1Y0')"
"('O43169', 'Q9C002')"
"('Q5UIP0', 'Q96IR7')"
"('O75923', 'O43143')"
"('P12004', 'Q9H765')"
"('O94915', 'Q92585')"
"('P36873', 'Q9UHY1')"
"('O43633', 'Q9UQN3')"
"('P09234', 'Q9UBU9')"
"('Q6P5W5', 'Q9BRR3')"
"('Q9P0N5', 'P50402')"
"('P20226', 'Q9UNN4')"
"('O75821', 'P50222')"
"('P62834', 'P49815')"
"('P54821', 'P51687')"
"('P07237', 'P04179')"
"('Q9H1C3', 'P54289')"
"('O60684', 'Q14872')"
"('Q01844', 'Q9Y2K1')"
"('Q8IUR7', 'Q96S59')"
"('P25787', 'P26368')"
"('O95273', 'Q9P0T4')"
"('P0DP23', 'P20823')"
"('Q15365', 'Q01081')"
"('Q96EY7', 'Q9BV73')"
"('Q13158', 'Q9NPP4')"
"('Q8NHQ1', 'Q9H9D4')"
"('Q9H853', 'P68366')"
"('Q96QC0', 'Q9NYB0')"
"('P41227', 'P23508')"
"('Q02833', 'Q9P209')"
"('P25398', 'O15371')"
"('Q8IZU0', 'P32969')"
"('O14503', 'Q13895')"
"('Q8IYX8', 'Q96JP2')"
"('P26368', 'Q15366')"
"('Q9UJW3', 'Q15797')"
"('P19838', 'P49368')"
"('O00233', 'P19320')"
"('Q13137', 'P47897')"
"('P16104', 'O75943')"
"('Q9BVJ6', 'Q96DB2')"
"('Q8NGR3', 'Q9P2W3')"
"('Q99471', 'O95373')"
"('Q9H1Y0', 'P62249')"
"('O43196', 'Q5S007')"
"('P05412', 'Q66LE6')"
"('P25054', 'O14513')"
"('Q13045', 'P35249')"
"('Q09472', 'O15264')"
"('P62829', 'P49411')"
"('P13612', 'P31995')"
"('Q5VVX9', 'Q13263')"
"('O43847', 'P0C7P0')"
"('Q07812', 'P31947')"
"('Q9NYB0', 'Q99814')"
"('O43318', 'O15455')"
"('Q8N944', 'P25054')"
"('Q8NHC5', 'O60262')"
"('Q5VU43', 'Q5VTD9')"
"('Q5S007', 'P42679')"
"('P09211', 'P60411')"
"('O94782', 'P27482')"
"('P46060', 'P57740')"
"('P17612', 'Q8NH10')"
"('Q15717', 'Q86Y82')"
"('Q15418', 'Q86XI6')"
"('Q7L5Y6', 'P15408')"
"('Q01860', 'O15550')"
"('Q8IUQ4', 'Q9BVG8')"
"('Q99728', 'Q96I25')"
"('Q13330', 'Q15323')"
"('O75603', 'Q93062')"
"('P06241', 'P61221')"
"('Q6P1K2', 'Q9Y2X7')"
"('Q6UB98', 'Q92905')"
"('Q92781', 'Q15717')"
"('P05023', 'P11310')"
"('P10242', 'P14316')"
"('Q15323', 'P69905')"
"('Q14914', 'P00966')"
"('Q9NVW2', 'Q9C0B0')"
"('O75787', 'Q9P0V3')"
"('O14745', 'P07384')"
"('Q15773', 'Q16082')"
"('Q86WU2', 'Q93034')"
"('Q9UNH7', 'O00238')"
"('P08651', 'O00712')"
"('Q15370', 'O00400')"
"('Q9P0L1', 'Q969J2')"
"('O60341', 'Q9C0B0')"
"('P12830', 'Q13443')"
"('P61978', 'P03372')"
"('Q96HB5', 'Q68D86')"
"('Q9Y296', 'P0DI82')"
"('O14976', 'P53992')"
"('P27361', 'Q15742')"
"('Q14999', 'P84077')"
"('P04637', 'Q9Y2S7')"
"('Q15022', 'P36542')"
"('Q08830', 'P08572')"
"('O15197', 'P07900')"
"('P04275', 'P00451')"
"('Q86VN1', 'Q15717')"
"('P62258', 'O75122')"
"('Q9BVN2', 'Q96HA8')"
"('Q9UI15', 'P49773')"
"('P62979', 'Q6ICB0')"
"('P63151', 'Q01668')"
"('Q9BSJ1', 'P43364')"
"('Q12772', 'P55036')"
"('Q71SY5', 'O75448')"
"('Q6NXT1', 'P51451')"
"('P35544', 'Q7L5N1')"
"('P22626', 'Q13243')"
"('Q09013', 'P20073')"
"('Q8NBD8', 'Q96BA8')"
"('Q3KP44', 'Q8NBB4')"
"('Q8TAV3', 'Q9HCK0')"
"('P98160', 'Q969H0')"
"('Q8WXE9', 'P00519')"
"('P40692', 'P48454')"
"('O00267', 'Q14697')"
"('Q8N684', 'P39019')"
"('Q9NTJ4', 'Q96EQ0')"
"('O00459', 'O00212')"
"('Q9Y275', 'O75888')"
"('P20645', 'P98164')"
"('P63000', 'Q13177')"
"('Q8TBB1', 'Q6ZNE9')"
"('Q99466', 'P84022')"
"('P21860', 'Q9Y2Q9')"
"('Q9HC98', 'Q9NQU5')"
"('Q9HCM3', 'Q9NZM3')"
"('Q9UHK0', 'Q9P121')"
"('Q8WWW0', 'P13612')"
"('P05386', 'P11021')"
"('P09619', 'Q08431')"
"('P51587', 'P12004')"
"('Q96KQ7', 'Q15466')"
"('P50222', 'Q86XR7')"
"('P07355', 'Q9H040')"
"('O75223', 'Q02833')"
"('Q9NRD1', 'P28331')"
"('Q6NUN9', 'Q9NR28')"
"('Q13424', 'P11169')"
"('Q16518', 'Q13402')"
"('P06400', 'Q13107')"
"('O00743', 'Q8NHG8')"
"('P17600', 'P49418')"
"('Q96FW1', 'P84022')"
"('Q9P0I2', 'Q2MV58')"
"('Q9UJX6', 'P54764')"
"('Q8WW59', 'P06744')"
"('P62316', 'P62304')"
"('Q9NUP9', 'P47755')"
"('Q9NS56', 'P29590')"
"('O75477', 'P27105')"
"('Q9UBU9', 'Q9NZB2')"
"('P29401', 'P61960')"
"('Q13610', 'Q7L5N1')"
"('Q9UIF3', 'Q9BYB4')"
"('Q504Q3', 'P50548')"
"('P55854', 'Q92890')"
"('Q86VP1', 'O60260')"
"('P40763', 'Q9BT73')"
"('P61421', 'P23786')"
"('P04222', 'P26038')"
"('P49591', 'Q7Z5L2')"
"('Q9NR45', 'Q8IW45')"
"('P08865', 'P0DP23')"
"('Q6PJG9', 'A8MQ03')"
"('Q9BSV6', 'Q7Z6J9')"
"('P68402', 'P53367')"
"('Q96B02', 'Q9Y577')"
"('O43765', 'P19367')"
"('Q13131', 'O95822')"
"('Q6PF18', 'P55040')"
"('O15400', 'Q6UWR7')"
"('Q8WXF8', 'Q9BQY4')"
"('Q14209', 'Q6PL18')"
"('P78371', 'Q9NRD1')"
"('O15350', 'P49418')"
"('Q9P0L2', 'P10636')"
"('P17612', 'P54284')"
"('Q9NYL9', 'P62136')"
"('Q9NXR7', 'P25445')"
"('O94829', 'P63279')"
"('Q14112', 'Q5VX71')"
"('P82650', 'Q9UBS0')"
"('Q8TAU3', 'P26371')"
"('Q9HD45', 'Q92949')"
"('Q8ND82', 'P04626')"
"('Q6NUS6', 'Q8N2K0')"
"('P28482', 'Q13362')"
"('P04049', 'Q9UBG0')"
"('P25098', 'Q86Y56')"
"('P62993', 'O43293')"
"('P53365', 'P12830')"
"('O14764', 'Q9NQX3')"
"('P50552', 'O15162')"
"('Q92974', 'P00533')"
"('Q15884', 'P50443')"
"('Q15323', 'P21549')"
"('Q99732', 'Q86VP1')"
"('Q0PNE2', 'Q9UID6')"
"('P52272', 'Q6NUK1')"
"('Q8NEL9', 'Q53SF7')"
"('Q53ET0', 'P57059')"
"('P62191', 'O00487')"
"('Q15051', 'P48539')"
"('P04629', 'Q6YHU6')"
"('Q9H221', 'Q9H222')"
"('Q96SB8', 'P07686')"
"('O14543', 'Q14186')"
"('Q86VP6', 'Q9NZ01')"
"('P46782', 'Q9H2C0')"
"('P63000', 'P42704')"
"('P05129', 'Q96HC4')"
"('O75521', 'O43678')"
"('Q9NPI8', 'Q9BXW9')"
"('Q13887', 'Q92688')"
"('Q9Y3A3', 'P63167')"
"('Q9Y3A3', 'O95835')"
"('Q9Y620', 'O95400')"
"('Q9UDY2', 'Q9BQG2')"
"('Q15717', 'Q8N6D2')"
"('P16871', 'O15511')"
"('P46087', 'Q9BQG0')"
"('Q13509', 'Q14160')"
"('Q14676', 'P13010')"
"('Q9NQT8', 'Q9P2M7')"
"('P63215', 'P27361')"
"('P46781', 'P61326')"
"('P10276', 'Q13501')"
"('O43175', 'Q13243')"
"('P16220', 'Q01543')"
"('P61326', 'P18583')"
"('P02545', 'Q9Y5M8')"
"('Q01658', 'Q16649')"
"('Q96C86', 'Q9BRX5')"
"('Q8NDD1', 'O75643')"
"('P62714', 'P26651')"
"('Q8TD06', 'Q8IUC1')"
"('Q9Y664', 'Q9UGI8')"
"('Q5QJE6', 'Q71DI3')"
"('Q14206', 'O43708')"
"('Q8N556', 'P46940')"
"('Q14376', 'P11310')"
"('Q96H20', 'Q08AM6')"
"('Q8TD31', 'P19012')"
"('O43353', 'P0DP23')"
"('P42574', 'Q07817')"
"('Q9Y2X3', 'Q6NUN9')"
"('P78318', 'P63146')"
"('Q9NRM7', 'P35240')"
"('Q15695', 'A7MD48')"
"('P04049', 'O00141')"
"('Q5TFQ8', 'Q93062')"
"('O43353', 'Q13748')"
"('P34947', 'Q9HCG8')"
"('P32242', 'O76014')"
"('O15144', 'P55072')"
"('O95139', 'P51970')"
"('Q96FW1', 'P51965')"
"('P13236', 'Q9BRI3')"
"('P78406', 'P60520')"
"('Q9NS73', 'P51610')"
"('Q9Y6E2', 'P53041')"
"('Q96KV7', 'Q49A88')"
"('Q9HAQ2', 'Q9UBB9')"
"('P20036', 'Q86X52')"
"('P22392', 'P31939')"
"('O94979', 'Q13618')"
"('P26641', 'P67809')"
"('Q96DB2', 'O15027')"
"('P56385', 'P56381')"
"('Q9Y6F9', 'O60353')"
"('Q13464', 'P46531')"
"('Q5S007', 'Q8NFT6')"
"('P62807', 'Q13547')"
"('P62633', 'Q99873')"
"('P55774', 'P32248')"
"('Q00839', 'Q14674')"
"('Q92527', 'P04792')"
"('P10275', 'Q9Y5K2')"
"('P60033', 'Q14739')"
"('O43823', 'P09651')"
"('P02751', 'Q8WZ42')"
"('P36873', 'Q02930')"
"('Q8IZP1', 'Q71U36')"
"('P22735', 'Q5T7P3')"
"('Q96Q40', 'Q58FF7')"
"('Q9Y2T1', 'Q99728')"
"('Q9H6Z9', 'Q9NYV4')"
"('Q16629', 'Q14103')"
"('Q0VDF9', 'P31948')"
"('Q9H0R8', 'O75323')"
"('P27348', 'Q9BWT1')"
"('P17947', 'P23769')"
"('Q9NRD5', 'P78348')"
"('P24941', 'O15143')"
"('Q2KHN1', 'Q9BU76')"
"('Q13895', 'Q9C0F1')"
"('Q9Y277', 'P60842')"
"('P35606', 'P49798')"
"('Q9H8Y8', 'Q15363')"
"('Q8WTU0', 'P61086')"
"('Q9ULJ3', 'Q6IQ23')"
"('Q92837', 'O15162')"
"('P13928', 'Q9NYB0')"
"('O94806', 'P24386')"
"('Q93077', 'O43918')"
"('Q6P1W5', 'Q9UQM7')"
"('Q01968', 'O43795')"
"('P63104', 'Q5SW79')"
"('Q16666', 'P42696')"
"('Q99728', 'Q99708')"
"('O95299', 'O75306')"
"('Q5T5U3', 'O94986')"
"('Q8IWL3', 'Q9Y2W6')"
"('Q9H063', 'P48730')"
"('Q08378', 'P12830')"
"('Q14141', 'Q9UH03')"
"('P62308', 'Q13643')"
"('Q9Y5P6', 'Q8NBS9')"
"('P68431', 'Q12906')"
"('Q01469', 'P63151')"
"('Q9NRF8', 'P11362')"
"('P09466', 'A0FGR8')"
"('P62316', 'Q06124')"
"('Q13188', 'P19652')"
"('Q8TD86', 'Q32MK0')"
"('P01106', 'O60568')"
"('O95347', 'P45973')"
"('Q8N653', 'Q7KZF4')"
"('O95757', 'Q5SRE5')"
"('P35268', 'Q99558')"
"('P22304', 'Q9Y4K0')"
"('P60411', 'Q5TA82')"
"('P0DP23', 'P21579')"
"('Q13618', 'P48740')"
"('P14923', 'P49736')"
"('Q99814', 'P27540')"
"('Q8IWX8', 'Q15006')"
"('Q8IZH2', 'Q8IW35')"
"('Q8N490', 'Q13510')"
"('Q5T5X7', 'Q9UK80')"
"('Q09472', 'Q96KQ4')"
"('P12757', 'P15104')"
"('Q53HC5', 'P29972')"
"('P25787', 'Q9Y3I1')"
"('Q6IPR1', 'P99999')"
"('Q13158', 'Q9UKL3')"
"('O75531', 'Q13185')"
"('Q9NVP1', 'Q13895')"
"('Q9H2K2', 'Q93034')"
"('P15976', 'P12319')"
"('Q9GZQ8', 'P05771')"
"('P35268', 'Q9UNZ2')"
"('Q9NZV7', 'P78424')"
"('Q86XT4', 'Q9NZD8')"
"('P28288', 'Q9NX14')"
"('Q15714', 'Q9UQ10')"
"('Q9UJX2', 'Q8WWL7')"
"('P05362', 'Q92688')"
"('P30154', 'Q06432')"
"('P34897', 'Q9UHV5')"
"('P62993', 'Q14118')"
"('P22681', 'Q8N6P7')"
"('Q9UKX7', 'O15504')"
"('P29728', 'P05067')"
"('Q14566', 'Q9NY27')"
"('P55795', 'O60216')"
"('Q15717', 'O00629')"
"('P43631', 'Q9NX76')"
"('Q8NGK2', 'Q9P2W3')"
"('P78527', 'P62995')"
"('P35557', 'Q92934')"
"('P49755', 'O95759')"
"('Q14164', 'Q15078')"
"('O60568', 'Q9NRD1')"
"('O15294', 'O43151')"
"('Q15843', 'Q13618')"
"('Q8IW41', 'O60229')"
"('Q8TDR0', 'Q96LB3')"
"('Q15843', 'P28066')"
"('P51946', 'Q6ZYL4')"
"('Q6UWE0', 'Q6ZNA4')"
"('P09234', 'Q9GZT3')"
"('P48730', 'O00327')"
"('P31689', 'Q13042')"
"('P55072', 'Q53T59')"
"('Q92837', 'P01116')"
"('Q96MY1', 'Q96SB4')"
"('P62993', 'P08922')"
"('P20226', 'Q13127')"
"('Q15560', 'Q9NRD5')"
"('Q7Z6R9', 'Q3LI70')"
"('Q9NPF5', 'P12004')"
"('P62993', 'O43790')"
"('Q96QC0', 'P34932')"
"('O43889', 'Q969S6')"
"('Q8TAA9', 'Q16512')"
"('O15264', 'P48643')"
"('P15018', 'P19235')"
"('Q92696', 'P61758')"
"('Q04323', 'Q9BY41')"
"('Q9Y2X7', 'P49641')"
"('Q8IVT5', 'Q9H9E1')"
"('P15924', 'P05787')"
"('Q15365', 'Q8IY57')"
"('Q0VDF9', 'Q99728')"
"('P60520', 'Q9Y383')"
"('O00257', 'P23396')"
"('O15085', 'P60953')"
"('P49815', 'P14314')"
"('Q13503', 'Q15528')"
"('O00499', 'O15397')"
"('P18754', 'P49792')"
"('P61981', 'O76011')"
"('Q52LD8', 'O75360')"
"('Q96AJ9', 'Q9UNK0')"
"('P35626', 'O60403')"
"('P36941', 'Q9UQL6')"
"('Q00535', 'P30279')"
"('Q6UXN9', 'P58876')"
"('P36941', 'P0CJ78')"
"('P21741', 'P18827')"
"('P05981', 'O00526')"
"('P61619', 'Q9BZI7')"
"('Q16659', 'Q9UL46')"
"('Q9H0W5', 'P62070')"
"('Q99816', 'Q86YS3')"
"('Q9Y4C2', 'O95967')"
"('P62906', 'P62277')"
"('P62807', 'Q9UKK9')"
"('O60343', 'Q8NCE0')"
"('Q00839', 'P05388')"
"('Q00987', 'O95373')"
"('Q15181', 'Q9Y281')"
"('Q9NR12', 'Q8N3Z6')"
"('Q04446', 'P54753')"
"('Q9NZN8', 'Q92900')"
"('Q16821', 'P06400')"
"('P43353', 'Q16594')"
"('Q96B26', 'P42285')"
"('Q8TEW0', 'P61981')"
"('P15882', 'P61586')"
"('Q9P2P5', 'Q12986')"
"('P55061', 'P20963')"
"('Q9BYV2', 'Q8TES7')"
"('Q9BWF3', 'P15927')"
"('Q96TA2', 'Q9Y277')"
"('P53675', 'Q02878')"
"('P25098', 'Q8NGN2')"
"('Q15910', 'Q14774')"
"('Q99835', 'Q9UMX1')"
"('Q8IX15', 'Q15013')"
"('Q8N302', 'O43143')"
