negatives
"('O95429', 'Q6PL18')"
"('Q01130', 'P61978')"
"('P38398', 'Q03468')"
"('P01579', 'P17181')"
"('Q00536', 'O43896')"
"('Q8IU85', 'P18846')"
"('Q9H078', 'Q9BTZ2')"
"('P36404', 'P36405')"
"('Q08J23', 'P32121')"
"('P39019', 'P20042')"
"('P16278', 'P01023')"
"('Q13620', 'P05387')"
"('Q96EB6', 'Q9UK53')"
"('P25787', 'P35228')"
"('O14744', 'Q92561')"
"('Q9UIG4', 'O95994')"
"('P17612', 'Q96GE6')"
"('Q7L1Q6', 'P22413')"
"('Q9NVD7', 'P18564')"
"('Q13636', 'P50395')"
"('Q14157', 'P18206')"
"('P51654', 'O00755')"
"('Q9ULU8', 'P56279')"
"('P14923', 'P33151')"
"('O43889', 'Q6BDS2')"
"('Q9P0L0', 'Q9BTV4')"
"('Q96LB3', 'Q3SXY8')"
"('O94832', 'P01106')"
"('Q9UKJ0', 'Q06124')"
"('Q99750', 'Q8WWB5')"
"('P45880', 'A1L0T0')"
"('P38646', 'O95644')"
"('P51451', 'P56381')"
"('Q06187', 'P15498')"
"('Q92526', 'P49327')"
"('P12110', 'P56199')"
"('Q9H6U6', 'P23771')"
"('P38646', 'Q8NFJ5')"
"('Q9ULK5', 'Q16513')"
"('P15880', 'Q9BRU9')"
"('Q16082', 'P43360')"
"('P49368', 'Q9NRD1')"
"('P30260', 'Q9NS71')"
"('Q9H9S0', 'P49454')"
"('Q9NR30', 'P33993')"
"('Q14118', 'P11137')"
"('Q96SB4', 'P07900')"
"('A8MQ03', 'Q5T753')"
"('P12956', 'P53618')"
"('Q96PV6', 'Q8NDC0')"
"('Q92585', 'P51532')"
"('Q9NVI7', 'Q9NZC7')"
"('P38398', 'P18846')"
"('P78527', 'Q93034')"
"('Q12857', 'O14980')"
"('O95931', 'Q9BQE3')"
"('P05204', 'P09874')"
"('P05067', 'P42126')"
"('P53041', 'P56945')"
"('Q96EL2', 'Q6PF06')"
"('Q9H6Z9', 'O15379')"
"('Q6EMB2', 'O15350')"
"('O43772', 'Q9H2R5')"
"('P50552', 'O14744')"
"('P05106', 'P13612')"
"('Q8NI36', 'O00566')"
"('P19320', 'P06748')"
"('P23528', 'P62987')"
"('Q13469', 'O43463')"
"('O43865', 'O75312')"
"('P37198', 'P40425')"
"('Q8TCY5', 'Q01726')"
"('Q6P1K2', 'Q8N6Y0')"
"('O14818', 'Q92905')"
"('P60953', 'Q9NYL2')"
"('Q13618', 'P11387')"
"('P56556', 'P14854')"
"('Q16643', 'Q8IVT5')"
"('P16871', 'Q13885')"
"('Q8WXF0', 'Q5TCZ1')"
"('Q8TD19', 'Q96EA4')"
"('P82675', 'P21912')"
"('Q13490', 'P40937')"
"('O14558', 'Q3LI64')"
"('Q06830', 'Q96KR1')"
"('O15027', 'Q9BWF3')"
"('P26373', 'Q15910')"
"('P38398', 'Q06609')"
"('P18847', 'P15407')"
"('Q86VI4', 'Q9H6L5')"
"('Q9H5I1', 'Q5T6S3')"
"('Q96C55', 'Q8IV63')"
"('Q13547', 'P51608')"
"('P08134', 'Q13464')"
"('P08473', 'P15814')"
"('Q8TES7', 'Q96NL6')"
"('Q7Z3K3', 'P61956')"
"('Q9BT92', 'Q5JXC2')"
"('Q13794', 'P16220')"
"('Q9Y2B0', 'Q16665')"
"('P84085', 'P07195')"
"('P63092', 'P84996')"
"('P48735', 'O43837')"
"('P23229', 'P0DP23')"
"('O15400', 'Q16659')"
"('Q9BYR5', 'Q9P0T4')"
"('P19438', 'O15397')"
"('Q86T82', 'O75151')"
"('Q9UG63', 'O60832')"
"('P62841', 'P62277')"
"('P14314', 'O95707')"
"('Q96LB3', 'Q13099')"
"('P68104', 'P61019')"
"('P06493', 'Q9BPX3')"
"('Q8IZ21', 'P05067')"
"('Q86W33', 'P05067')"
"('O14936', 'Q9H2G4')"
"('Q8WWB5', 'Q8IVT2')"
"('O60216', 'O75807')"
"('Q9Y5R8', 'Q8N9M5')"
"('Q7L5A8', 'O43889')"
"('P04626', 'Q9P1Z9')"
"('Q8TCT0', 'Q9H0C8')"
"('Q6ICC9', 'P35638')"
"('Q9Y487', 'Q8NFB2')"
"('O75170', 'Q99471')"
"('A0JLT2', 'P06748')"
"('Q9ULV4', 'Q16643')"
"('P05091', 'P01861')"
"('Q9Y618', 'Q96T58')"
"('Q92499', 'O60568')"
"('P27348', 'P49796')"
"('Q86VX2', 'Q567U6')"
"('P00533', 'Q14683')"
"('O43638', 'P35226')"
"('P13385', 'P62699')"
"('Q9NV88', 'P30153')"
"('Q12904', 'Q9Y6D9')"
"('P40763', 'Q5VWN6')"
"('Q16543', 'Q13451')"
"('Q2M1V0', 'P07900')"
"('Q5H9J7', 'Q9P2W3')"
"('P35916', 'P27986')"
"('Q9NTX7', 'O14980')"
"('Q9ULV8', 'Q13490')"
"('Q13137', 'Q2TBE0')"
"('P78527', 'Q9H0E9')"
"('O14980', 'Q6UUV9')"
"('O14980', 'Q9HCN4')"
"('Q96L14', 'P61968')"
"('Q9ULR0', 'Q9UJV9')"
"('O43364', 'Q9NXR1')"
"('P67775', 'Q5THK1')"
"('Q5SXM8', 'Q9H936')"
"('P20248', 'Q9NR09')"
"('P30040', 'Q2MV58')"
"('P35244', 'Q96EP5')"
"('P49137', 'P05783')"
"('Q9UKF5', 'Q9NYB9')"
"('Q99853', 'Q9P0M9')"
"('O75716', 'P60411')"
"('Q15303', 'P62979')"
"('Q8WVZ9', 'P55317')"
"('Q15831', 'Q8NHU6')"
"('P49368', 'Q9H2J4')"
"('P20248', 'Q9Y243')"
"('P05067', 'Q02086')"
"('Q969S3', 'P41236')"
"('Q9UQM7', 'Q8N0Z6')"
"('O75688', 'P38919')"
"('Q9NR96', 'Q9Y4K3')"
"('Q9BYV6', 'Q16181')"
"('Q15831', 'Q9P1Z9')"
"('Q96BQ3', 'Q9Y2X8')"
"('Q92633', 'Q5U3C3')"
"('Q14315', 'P19320')"
"('C9JDP6', 'O00501')"
"('P63279', 'Q9BTX1')"
"('P51571', 'Q6ZMQ8')"
"('P50402', 'Q99963')"
"('P35998', 'P28066')"
"('Q15637', 'Q15022')"
"('P09486', 'P20908')"
"('B5ME19', 'P05362')"
"('P41134', 'P41223')"
"('O75604', 'Q86WV6')"
"('P17844', 'P62699')"
"('Q9NVH2', 'Q02297')"
"('Q9HD90', 'P18505')"
"('Q14995', 'Q9UJV3')"
"('Q15717', 'Q6AI12')"
"('O94826', 'P26599')"
"('Q9NPF7', 'P29460')"
"('Q5T653', 'Q12849')"
"('P16220', 'Q9GZX7')"
"('Q96JH7', 'Q8TAT6')"
"('Q969T4', 'Q96PU5')"
"('P50914', 'P02751')"
"('Q96GX1', 'Q16864')"
"('P28074', 'P20810')"
"('Q9H1A4', 'Q9NYG5')"
"('P62910', 'P24941')"
"('O75896', 'Q93062')"
"('O75531', 'Q16531')"
"('P52306', 'P60953')"
"('P34897', 'Q9ULR0')"
"('Q9ULX6', 'P42167')"
"('P78352', 'P15529')"
"('P61088', 'Q8NHG8')"
"('Q9Y2E5', 'Q9BYR7')"
"('O43852', 'P07237')"
"('O75787', 'P61224')"
"('O60313', 'Q15818')"
"('P51668', 'Q06587')"
"('Q12834', 'Q08554')"
"('P29475', 'P34932')"
"('P16234', 'Q07890')"
"('Q12904', 'Q9UQ80')"
"('P62306', 'Q9H9Z2')"
"('Q9P291', 'Q8NHQ1')"
"('Q9UKG1', 'O75153')"
"('Q05086', 'Q01064')"
"('Q9HAU5', 'Q9H1J1')"
"('Q9UMX0', 'P54105')"
"('O75460', 'Q13438')"
"('O14893', 'O60684')"
"('P38646', 'P61604')"
"('P53367', 'P84085')"
"('Q9Y4K3', 'Q9UK80')"
"('Q96RK0', 'Q969Y2')"
"('Q15717', 'P50750')"
"('Q96AP0', 'P09104')"
"('P35914', 'Q8IWL3')"
"('O60568', 'P04637')"
"('Q92561', 'Q96AD5')"
"('O14974', 'P46108')"
"('Q9NWW6', 'Q86VP1')"
"('Q16665', 'Q9UQL6')"
"('P46781', 'O60739')"
"('Q68CZ2', 'O14980')"
"('P34897', 'Q8NEY8')"
"('P01106', 'Q9Y2Q9')"
"('P46779', 'P62829')"
"('Q13367', 'Q96T51')"
"('Q15910', 'P40692')"
"('P62993', 'P46782')"
"('P25800', 'Q5VWN6')"
"('P16104', 'Q96HF1')"
"('Q9NPJ6', 'Q8N1G4')"
"('Q9UBX2', 'P21333')"
"('P56178', 'Q6ZQN5')"
"('Q9UBP6', 'O43399')"
"('A8MQ03', 'Q3LHN2')"
"('P18825', 'Q9Y2B0')"
"('Q9NVX0', 'Q8IY67')"
"('Q9NPI8', 'Q8IYD8')"
"('P31153', 'O00422')"
"('Q9BYQ4', 'Q96EP0')"
"('O43541', 'P36897')"
"('Q9HAU4', 'P98153')"
"('Q15393', 'P11308')"
"('P21217', 'Q96JW4')"
"('O60216', 'Q99613')"
"('P53350', 'Q92994')"
"('P68363', 'Q8NHW5')"
"('Q9H0H0', 'Q96SY0')"
"('P23258', 'O60934')"
"('P25398', 'O95817')"
"('Q6P531', 'Q969X1')"
"('Q9UJ83', 'P50542')"
"('P35609', 'Q96DF8')"
"('Q49AN0', 'O43143')"
"('P62837', 'Q9NQ86')"
"('P60484', 'Q92688')"
"('Q9BQY4', 'Q9NX55')"
"('Q01826', 'Q9BZS1')"
"('Q99459', 'Q9Y5B9')"
"('Q6P2D0', 'Q9BWT7')"
"('P05388', 'P18124')"
"('O43150', 'Q14289')"
"('O15198', 'Q92830')"
"('Q9NX01', 'Q96PV4')"
"('Q01968', 'Q10471')"
"('Q9BS26', 'O15067')"
"('Q13501', 'Q9Y6K9')"
"('Q16543', 'O94763')"
"('Q9BPW8', 'Q96RY7')"
"('Q15181', 'P32119')"
"('Q96EB6', 'O15516')"
"('Q5JTD7', 'Q9BUL9')"
"('P09622', 'Q14527')"
"('Q9Y2K6', 'O95292')"
"('P51965', 'Q9NVP2')"
"('Q96B02', 'Q86YT6')"
"('Q9UBD5', 'P49736')"
"('Q9UQ16', 'P50570')"
"('P03928', 'O75964')"
"('Q9BYX7', 'Q06187')"
"('Q99750', 'A8MQ11')"
"('Q96SU4', 'Q9H444')"
"('P05388', 'P60709')"
"('P28370', 'Q12952')"
"('P40925', 'P36871')"
"('Q13136', 'P48556')"
"('Q6UXA7', 'Q7L1I2')"
"('O60684', 'P13716')"
"('P08138', 'Q92569')"
"('Q9UI09', 'P03891')"
"('Q9BUF5', 'A6NHL2')"
"('Q96CV9', 'Q8WZ42')"
"('Q13309', 'Q9Y3Z3')"
"('Q7Z6J0', 'P51668')"
"('O00165', 'Q14195')"
"('P08575', 'P35590')"
"('O60684', 'Q9BUI4')"
"('Q9BV35', 'Q02297')"
"('P49368', 'P62714')"
"('P00734', 'P02675')"
"('P00441', 'Q13951')"
"('Q15633', 'Q92945')"
"('O95274', 'Q9BTE7')"
"('Q93009', 'Q68CJ9')"
"('Q96GS4', 'Q96FH0')"
"('Q7L0Q8', 'Q7Z465')"
"('Q9BYV6', 'Q8WZ42')"
"('P20226', 'P01584')"
"('Q13547', 'Q9H7L9')"
"('Q9NUQ8', 'Q96K37')"
"('Q9UJT2', 'P05067')"
"('P59665', 'P02746')"
"('O15259', 'P48634')"
"('Q00887', 'P36543')"
"('O43242', 'Q9C0F1')"
"('O60312', 'P49759')"
"('Q12986', 'Q9HCE1')"
"('P13489', 'Q9UHD9')"
"('O43638', 'P05067')"
"('P39687', 'Q01105')"
"('Q07812', 'Q03468')"
"('Q8TF05', 'P07195')"
"('Q13547', 'P62807')"
"('Q96GE6', 'Q13555')"
"('Q13043', 'O43175')"
"('O75306', 'Q86Y39')"
"('P26583', 'Q8N3V7')"
"('Q9NR30', 'Q00839')"
"('Q8IVP5', 'P07947')"
"('O95154', 'Q96HY6')"
"('P36507', 'P28482')"
"('Q8N490', 'Q9UPN7')"
"('P20929', 'P63267')"
"('Q99502', 'Q969H0')"
"('P43243', 'P24941')"
"('Q6UXG3', 'Q6L8G8')"
"('Q9NR55', 'Q16520')"
"('Q13547', 'Q8N8R5')"
"('Q9H0D6', 'O75882')"
"('A5PKW4', 'Q8WVB3')"
"('Q99598', 'P56537')"
"('Q9Y4K3', 'P12931')"
"('Q16891', 'Q9NRD1')"
"('O60341', 'Q7L2K0')"
"('Q8N140', 'Q13547')"
"('Q05397', 'Q08043')"
"('Q16666', 'Q92900')"
"('Q6A162', 'Q3SY00')"
"('Q9NRL3', 'P08243')"
"('Q15022', 'Q96QD9')"
"('O14497', 'O95644')"
"('Q9BYQ3', 'P49736')"
"('Q6ZSS3', 'P45973')"
"('Q8NB46', 'Q9H8S9')"
"('Q93009', 'P54253')"
"('O75376', 'Q16594')"
"('P55957', 'P20718')"
"('P49716', 'Q8N335')"
"('Q9BS34', 'Q8WV44')"
"('P07550', 'Q02978')"
"('Q13618', 'Q6PI47')"
"('Q8N0S2', 'Q96CS2')"
"('O95644', 'P57071')"
"('Q68CZ1', 'O60292')"
"('P30542', 'O95402')"
"('Q99759', 'P07437')"
"('Q8TD31', 'Q8N6Y0')"
"('O95983', 'P19012')"
"('Q9UL51', 'P55157')"
"('Q7Z7L7', 'Q9Y6A5')"
"('Q9H9F9', 'Q9P2P5')"
"('P67870', 'O00327')"
"('P50148', 'P12931')"
"('P46108', 'Q96GC5')"
"('Q15562', 'Q9NXE4')"
"('Q9BS26', 'P41134')"
"('Q07954', 'P01127')"
"('Q71DI3', 'Q92993')"
"('Q9NYY3', 'Q86SE9')"
"('P01106', 'Q6ZTN6')"
"('P60900', 'P61289')"
"('Q9UDY2', 'P61981')"
"('P46379', 'Q8NI51')"
"('P27824', 'Q07954')"
"('Q96QB1', 'P28749')"
"('Q5RKV6', 'Q13573')"
"('Q8WVJ2', 'O00488')"
"('P61956', 'P11388')"
"('P35523', 'Q92624')"
"('P16220', 'P52655')"
"('Q9Y3Z3', 'Q9P2N6')"
"('P05067', 'Q8NFG4')"
"('P10809', 'Q96DX5')"
"('P01133', 'P22681')"
"('Q9UQ80', 'Q9Y478')"
"('Q9UL03', 'P56537')"
"('P29972', 'O95273')"
"('O00567', 'Q12905')"
"('P42858', 'Q9Y4F4')"
"('P12931', 'P16070')"
"('Q9UBU6', 'Q9UBV2')"
"('Q15599', 'O60346')"
"('O75400', 'Q9NQ29')"
"('Q8NBR6', 'Q9UPT9')"
"('P49023', 'P53611')"
"('Q9H3U1', 'Q6ZU80')"
"('P42568', 'Q9BSM1')"
"('O60307', 'P54619')"
"('Q9H2G2', 'Q9UJV9')"
"('O00159', 'P35244')"
"('P61758', 'Q9Y297')"
"('P05067', 'Q9BW91')"
"('Q7Z460', 'Q9H2C0')"
"('O75364', 'P01591')"
"('P42166', 'P68431')"
"('Q93045', 'Q96AW1')"
"('O75438', 'O00217')"
"('Q13509', 'Q969X0')"
"('P48729', 'Q00610')"
"('Q9UJV3', 'Q14134')"
"('P50222', 'Q9P2T1')"
"('P68366', 'Q9H853')"
"('Q9NS91', 'O43502')"
"('P49407', 'Q96RB7')"
"('P15151', 'Q9BYR6')"
"('Q9Y680', 'P14316')"
"('O75147', 'Q9H0W5')"
"('Q9UK85', 'Q8WVM8')"
"('P0DML3', 'P38484')"
"('Q14155', 'Q13153')"
"('O43561', 'O43609')"
"('Q14161', 'O43482')"
"('Q8N5K1', 'P05067')"
"('Q8WYR1', 'P21912')"
"('O60260', 'Q9NX63')"
"('Q8NI60', 'P57078')"
"('P57076', 'Q9UNI6')"
"('Q06330', 'Q9UIS9')"
"('Q8TAP6', 'Q8N9N8')"
"('O43541', 'P46937')"
"('Q9BV73', 'P82650')"
"('Q9P086', 'Q15648')"
"('Q15393', 'Q9UQE7')"
"('Q13618', 'O60613')"
"('Q14204', 'P46782')"
"('O75489', 'P56556')"
"('Q9BW85', 'Q8WUD4')"
"('Q9Y3C4', 'Q96S44')"
"('P06744', 'P24941')"
"('Q9BYG3', 'Q8N567')"
"('P49910', 'Q8TAU3')"
"('Q5TEU4', 'O75489')"
"('Q08830', 'Q9H6E5')"
"('P56282', 'P52594')"
"('P35232', 'P55008')"
"('Q86YC2', 'Q9BX63')"
"('Q96S65', 'Q15717')"
"('P15336', 'Q16658')"
"('Q12933', 'Q15742')"
"('Q6PJT7', 'Q96FV9')"
"('O60313', 'O00115')"
"('Q9UQ90', 'P60369')"
"('Q99932', 'Q96NJ5')"
"('O14980', 'Q9UHR6')"
"('Q6GQQ9', 'P00533')"
"('Q99523', 'Q99547')"
"('Q9HB71', 'Q13188')"
"('P49792', 'Q92621')"
"('P50402', 'Q9NTW7')"
"('Q9BUJ2', 'P52948')"
"('Q12840', 'P42262')"
"('O60784', 'A1L0T0')"
"('P03901', 'Q86Y39')"
"('Q3ZCQ8', 'Q9HCE7')"
"('P62993', 'P07148')"
"('Q13542', 'O95817')"
"('P23511', 'P68400')"
"('Q14247', 'P31946')"
"('P16401', 'P14635')"
"('Q9BXC9', 'Q02962')"
"('P14635', 'P49815')"
"('Q14160', 'P81408')"
"('P10276', 'P30281')"
"('Q13523', 'P50914')"
"('Q02078', 'Q16644')"
"('P20020', 'O60260')"
"('P0DI81', 'O96006')"
"('Q92905', 'A6NHQ2')"
"('Q92569', 'Q06323')"
"('Q05519', 'Q9BUJ2')"
"('P28482', 'Q15596')"
"('P04004', 'Q12824')"
"('Q71U36', 'Q9UJM3')"
"('P61758', 'Q08209')"
"('Q99816', 'P49005')"
"('O95644', 'Q92769')"
"('Q66K74', 'O15355')"
"('P08559', 'Q9NWV8')"
"('Q9HB58', 'P20073')"
"('P49841', 'P31749')"
"('P07741', 'Q6DKK2')"
"('Q9ULW3', 'Q96JN2')"
"('Q96KQ7', 'Q99832')"
"('Q14164', 'O75608')"
"('Q6NUS6', 'Q9NXE4')"
"('P53611', 'O94955')"
"('Q12959', 'Q96KB5')"
"('Q9H8W4', 'O14558')"
"('O00255', 'Q96ST3')"
"('Q9H496', 'Q9Y6I4')"
"('Q9NX40', 'Q9UJZ1')"
"('Q13148', 'P62263')"
"('P55198', 'Q9C0F1')"
"('Q9Y2T2', 'O94986')"
"('Q14240', 'P08865')"
"('P56134', 'Q96HR8')"
"('Q86UX7', 'Q9HBI1')"
"('P04792', 'O00273')"
"('Q96G25', 'O75448')"
"('Q92835', 'P60369')"
"('Q9UJ41', 'O43482')"
"('Q7Z3S9', 'Q8IW45')"
"('Q9Y3I0', 'Q00839')"
"('O14757', 'Q9UK73')"
"('P0DP25', 'P34998')"
"('Q99829', 'Q13188')"
"('P62312', 'O15116')"
"('P28749', 'O00716')"
"('Q16531', 'P12270')"
"('Q8N8U2', 'Q9BUG6')"
"('P60410', 'Q96NS8')"
"('Q9NZI8', 'O95503')"
"('P60709', 'Q13618')"
"('Q9UHD9', 'Q9HB07')"
"('P02671', 'Q9H672')"
"('P15121', 'P15924')"
"('Q13618', 'Q99459')"
"('Q9UFF9', 'P09237')"
"('P46379', 'P60510')"
"('Q9Y2G8', 'Q6NUS6')"
"('P78324', 'O60936')"
"('Q16236', 'P36507')"
"('Q9BQ61', 'Q15428')"
"('Q8TAP6', 'P36508')"
"('Q9GZP0', 'P07333')"
"('O76011', 'A4QMS7')"
"('P35613', 'Q96A65')"
"('O43889', 'P51610')"
"('O75487', 'P60484')"
"('P02763', 'Q8N9F7')"
"('Q9Y6K9', 'Q969D9')"
"('Q8IY57', 'Q92769')"
"('P62328', 'Q16637')"
"('Q92754', 'P31751')"
"('Q01538', 'P14635')"
"('P60331', 'Q7Z3S9')"
"('P34896', 'Q96TA1')"
"('Q8NBF2', 'Q8TAP6')"
"('P02751', 'Q9UKM9')"
"('P24863', 'Q9NS73')"
"('O14543', 'P42229')"
"('Q9HCL0', 'Q9UMX0')"
"('Q9P2B4', 'P67775')"
"('P04792', 'Q8TD31')"
"('P63092', 'Q8WXD0')"
"('Q8N680', 'Q8TAF3')"
"('Q9UL15', 'P37840')"
"('Q7L590', 'Q49A88')"
"('P42331', 'P17081')"
"('Q9HC36', 'O00442')"
"('P26447', 'O95696')"
"('P62701', 'Q9H0W5')"
"('Q16288', 'P08238')"
"('O00267', 'O00469')"
"('P03372', 'P62277')"
"('O75380', 'Q9HCE1')"
"('O75410', 'O95359')"
"('Q70EL4', 'P10636')"
"('Q9Y597', 'Q96GG9')"
"('O15534', 'Q9Y6I9')"
"('Q04864', 'P34931')"
"('P12931', 'Q8IVP5')"
"('O14980', 'P35269')"
"('Q13387', 'Q8N488')"
"('O94906', 'Q9Y383')"
"('Q99572', 'P60709')"
"('Q9Y5J3', 'P15172')"
"('O75197', 'O15198')"
"('Q5TC82', 'Q9NQ29')"
"('Q3KNV8', 'P68400')"
"('Q03933', 'O14654')"
"('Q15836', 'P40337')"
"('P36896', 'P07900')"
"('Q5T7V8', 'Q96PU5')"
"('P68431', 'P16989')"
"('Q13136', 'Q13813')"
"('Q86WT1', 'Q9UG01')"
"('Q96MM7', 'Q13635')"
"('Q96J02', 'Q9ULV8')"
"('P43364', 'Q9GZM8')"
"('O95816', 'P07900')"
"('P52701', 'Q13573')"
"('P17612', 'Q8TEY5')"
"('P35609', 'Q6P0Q8')"
"('P21860', 'P82650')"
"('P42765', 'Q99798')"
"('Q9Y624', 'Q9NRD5')"
"('Q9Y613', 'P26639')"
"('P15880', 'P61353')"
"('P04637', 'Q9H9J4')"
"('P09919', 'O60674')"
"('Q6IQ23', 'P06748')"
"('P46109', 'O43294')"
"('Q9Y3U8', 'P39019')"
"('Q99496', 'Q8WTT2')"
"('Q01130', 'O43390')"
"('P61371', 'P84022')"
"('Q5MIZ7', 'O60610')"
"('Q9NP55', 'Q0VD86')"
"('O15372', 'P01889')"
"('Q15436', 'P43246')"
"('P49116', 'Q86VZ6')"
"('Q86Y39', 'O43674')"
"('Q13158', 'O15111')"
"('Q9NVM4', 'Q8NFH8')"
"('P00451', 'Q9H492')"
"('Q8IUQ4', 'P04406')"
"('Q9NRR5', 'P12268')"
"('Q00653', 'P46783')"
"('P08581', 'P09769')"
"('Q8TD19', 'P08238')"
"('P51532', 'P40763')"
"('Q05086', 'O00327')"
"('Q13554', 'A8MVW0')"
"('Q9H2H9', 'Q9Y277')"
"('P62807', 'Q15056')"
"('Q9Y6H1', 'P10606')"
"('Q6FHJ7', 'Q96QB1')"
"('Q14469', 'P47928')"
"('Q13485', 'O95274')"
"('P59768', 'Q8NFM4')"
"('Q86X19', 'P49069')"
"('Q9HCU5', 'Q9Y266')"
"('P36406', 'P08579')"
"('P11142', 'P30153')"
"('Q92905', 'Q9Y2R4')"
"('Q53RE8', 'O95817')"
"('Q9H8V3', 'Q9Y5Q8')"
"('Q13148', 'Q14498')"
"('P29317', 'P06756')"
"('A6NEM1', 'Q8TBE0')"
"('Q9UBU9', 'O00541')"
"('Q9Y5J5', 'Q9H3U1')"
"('P13798', 'Q9GZZ9')"
"('P37198', 'P49736')"
"('P04908', 'Q92769')"
"('Q93009', 'Q13867')"
"('P63027', 'Q8N6L0')"
"('P61106', 'O43493')"
"('Q9NX40', 'Q9C0B0')"
"('Q6I9Y2', 'Q6PJT7')"
"('Q9NZ94', 'Q00888')"
"('Q15389', 'P21802')"
"('P41002', 'O95067')"
"('Q8WU90', 'Q13769')"
"('P08758', 'P07437')"
"('P35226', 'P67809')"
"('Q9BT88', 'Q96HC4')"
"('Q9UK08', 'Q02156')"
"('O60308', 'Q8NHV4')"
"('P20936', 'O95999')"
"('Q15637', 'Q9NVA2')"
"('Q9UKB1', 'P09622')"
"('Q9Y4K3', 'Q92945')"
"('O75365', 'P40121')"
"('Q9NRG9', 'Q5SRE5')"
"('Q16821', 'O96017')"
"('Q99460', 'Q9UNE7')"
"('Q8TCS8', 'P46060')"
"('P53041', 'Q16543')"
"('Q92905', 'Q9H9Q2')"
"('Q9H211', 'P14635')"
"('Q15022', 'Q13573')"
"('O60936', 'P50552')"
"('P37231', 'P49716')"
"('A8MQ03', 'Q5T686')"
"('P62714', 'Q9Y5P8')"
"('A0AVF1', 'Q9NQC8')"
"('Q8WXB1', 'P11021')"
"('P13674', 'P58012')"
"('P50150', 'P48736')"
"('P59826', 'Q96HA8')"
"('O75147', 'P18583')"
"('O14686', 'P10275')"
"('Q9BYV2', 'Q9NU19')"
"('O00232', 'Q13200')"
"('Q0ZGT2', 'P0DP23')"
"('Q7L775', 'Q9NRG1')"
"('Q9NRA1', 'P14616')"
"('P61221', 'P17612')"
"('Q9UHD9', 'Q14055')"
"('Q7Z6V5', 'P05067')"
"('P10588', 'P55209')"
"('Q9NP55', 'Q96LI6')"
"('Q9HD42', 'Q99757')"
"('Q5K651', 'Q92922')"
"('P02751', 'P06756')"
"('Q9UHP3', 'Q8WZ19')"
"('P49917', 'Q8WX93')"
"('P16860', 'A8MQ03')"
"('Q01415', 'P09960')"
"('Q01813', 'Q99536')"
"('O43399', 'P55036')"
"('Q9P127', 'P46776')"
"('Q9BTL4', 'P30154')"
"('P17612', 'Q9Y6M4')"
"('Q7Z7A1', 'Q92900')"
"('P60369', 'P50539')"
"('P15924', 'P55318')"
"('P02751', 'P13671')"
"('Q14526', 'O95983')"
"('O95166', 'P67809')"
"('Q9UKX5', 'P23229')"
"('A0AVF1', 'Q8WYA0')"
"('Q9Y266', 'Q9UJT9')"
"('Q8IUQ4', 'Q86YD7')"
"('Q9P0N5', 'Q9H6L5')"
"('P07948', 'P08581')"
"('O75140', 'Q9HB90')"
"('P55851', 'P01036')"
"('Q6MZP7', 'Q13439')"
"('O60493', 'P06241')"
"('Q7Z7L7', 'P01563')"
"('P07954', 'P09622')"
"('Q99684', 'P16452')"
"('Q9Y6Y8', 'Q9BZL6')"
"('P15311', 'Q9NWX5')"
"('Q8N1B4', 'Q9BYD6')"
"('Q9HD34', 'Q9Y6H1')"
"('Q8WW18', 'Q2TAL6')"
"('Q99798', 'P24941')"
"('Q86Y82', 'Q96JG6')"
"('P47897', 'Q8TDD2')"
"('P62314', 'Q9Y383')"
"('O60504', 'O14641')"
"('Q14CZ7', 'P42126')"
"('Q13547', 'Q06330')"
"('Q14511', 'P16333')"
"('Q9Y3P9', 'P43631')"
"('Q9UNY4', 'Q99459')"
"('Q9NP92', 'Q9BYD6')"
"('O76071', 'P51784')"
"('Q9H040', 'P21796')"
"('P54274', 'Q14244')"
"('O43719', 'P32121')"
"('P78352', 'O43166')"
"('Q99714', 'Q9Y6E7')"
"('Q13200', 'Q8TAA3')"
"('P63104', 'Q04837')"
"('P51610', 'Q01167')"
"('O76064', 'P54132')"
"('Q08117', 'A1L4K1')"
"('P43657', 'Q9BZL3')"
"('P46060', 'A0JLT2')"
"('O60231', 'Q05655')"
"('P31994', 'Q8NHJ6')"
"('P60411', 'Q8TBZ8')"
"('Q13277', 'Q9UHD1')"
"('Q14919', 'O43399')"
"('Q9H2S5', 'Q15276')"
"('O75925', 'P10070')"
"('P49368', 'P50990')"
"('P27694', 'Q99638')"
"('Q13315', 'P13637')"
"('Q9UKX5', 'Q13683')"
"('P36969', 'Q9NS18')"
"('P62851', 'Q71UM5')"
"('Q8WXK1', 'P04406')"
"('O75558', 'Q9UKT9')"
"('P60174', 'P63104')"
"('P51668', 'Q86YT6')"
"('P43686', 'P48556')"
"('Q9HCM9', 'Q969T4')"
"('Q15910', 'Q08999')"
"('P04745', 'Q6ZTQ3')"
"('O60563', 'O95402')"
"('Q53TS8', 'Q8N1B4')"
"('Q9BUF5', 'Q13618')"
"('Q9UP83', 'P00533')"
"('Q96EY4', 'Q9NX58')"
"('Q9NQW6', 'O00159')"
"('P49407', 'Q9BQA1')"
"('P26038', 'P15121')"
"('Q99832', 'Q92993')"
"('Q01094', 'P42771')"
"('Q99873', 'O43390')"
"('Q12933', 'Q9NTX7')"
"('Q8TDG4', 'O43543')"
"('Q8N841', 'P05067')"
"('P60006', 'Q92738')"
