negatives
"('P26641', 'Q92905')"
"('O14579', 'Q96D09')"
"('P21912', 'P05412')"
"('P61328', 'O15264')"
"('P60896', 'P60604')"
"('Q14192', 'Q12778')"
"('P05067', 'O14874')"
"('Q5JUK2', 'Q5T4B2')"
"('O15078', 'P51572')"
"('P67775', 'Q14738')"
"('Q9BXW9', 'Q14676')"
"('Q3SY84', 'Q8N6Y0')"
"('Q9UBX0', 'Q04724')"
"('O75460', 'P11021')"
"('Q24JP5', 'Q9Y6Q9')"
"('P63261', 'Q14019')"
"('Q99750', 'Q96HZ7')"
"('P01106', 'O00767')"
"('P62330', 'Q12904')"
"('Q92520', 'Q6P531')"
"('Q96M27', 'P61586')"
"('P10145', 'Q9H1C0')"
"('Q2KJY2', 'O95819')"
"('Q9BYV2', 'Q96IV0')"
"('Q9NQ38', 'Q9Y337')"
"('P10242', 'P21333')"
"('P17066', 'Q96FW1')"
"('O14602', 'O75821')"
"('Q8IWZ3', 'Q16659')"
"('Q9H2P0', 'Q8WUI4')"
"('P30304', 'Q00535')"
"('Q14CW9', 'P35125')"
"('Q8N6T7', 'P68431')"
"('P50914', 'Q9H7E9')"
"('Q9P289', 'Q8N543')"
"('Q5U5Q3', 'P04439')"
"('P10916', 'P35580')"
"('P30101', 'P03372')"
"('Q9BPZ7', 'P17252')"
"('P35244', 'P63010')"
"('Q9P2R3', 'Q9BSB4')"
"('Q9H0E9', 'P04637')"
"('P24752', 'Q92905')"
"('Q92838', 'P38919')"
"('P07202', 'Q9HBE5')"
"('P54727', 'Q15942')"
"('Q8IV38', 'P49588')"
"('P02652', 'P02647')"
"('Q7Z3K3', 'Q14192')"
"('Q9NPD8', 'P35227')"
"('Q86T82', 'Q9UK61')"
"('Q13554', 'Q8NEB9')"
"('P19784', 'Q00613')"
"('Q4V328', 'Q15276')"
"('Q8TAI1', 'Q99750')"
"('P49841', 'Q12778')"
"('P60604', 'Q8IWL3')"
"('Q9NP79', 'P24863')"
"('O14746', 'Q969G3')"
"('Q08379', 'Q8IYE0')"
"('Q92624', 'Q9UIJ7')"
"('Q9UQE7', 'Q9Y2H6')"
"('Q6W2J9', 'P49716')"
"('P08621', 'Q99496')"
"('Q9HBX9', 'P63092')"
"('P20774', 'P46108')"
"('Q15287', 'O75558')"
"('P61981', 'A0MZ66')"
"('Q71UI9', 'Q86VP6')"
"('Q66K14', 'P49760')"
"('Q9Y3E0', 'Q92508')"
"('Q01130', 'P48643')"
"('P17812', 'Q9Y478')"
"('Q15904', 'O75469')"
"('P04626', 'Q14032')"
"('P55036', 'Q8NHQ8')"
"('P31150', 'Q9P258')"
"('Q15750', 'Q86SQ4')"
"('P60370', 'P10745')"
"('Q9Y2X9', 'P48431')"
"('Q9UNZ2', 'Q8IWV7')"
"('Q53EL6', 'Q9P2D0')"
"('Q9Y2T3', 'Q00796')"
"('P61586', 'O75116')"
"('O43513', 'Q9ULK4')"
"('O75955', 'P25705')"
"('Q15366', 'Q7L2J0')"
"('Q15025', 'Q9UHD2')"
"('P17936', 'P01116')"
"('Q92841', 'P10809')"
"('Q9H8W4', 'Q16718')"
"('P0CG39', 'P61326')"
"('P63104', 'O95382')"
"('P60709', 'Q68CP9')"
"('Q9NQZ2', 'P54257')"
"('Q8IYT4', 'Q3ZCM7')"
"('Q96I24', 'P13612')"
"('Q8N5C6', 'Q96ST8')"
"('Q93062', 'P54646')"
"('Q9NRD1', 'Q9UNS2')"
"('P07947', 'Q96KM6')"
"('O43482', 'P04049')"
"('P49006', 'Q9NX20')"
"('P60866', 'P46776')"
"('P23141', 'Q15139')"
"('Q13432', 'P20042')"
"('Q3B820', 'Q8N0Z3')"
"('P29322', 'Q92625')"
"('Q6VAB6', 'Q08554')"
"('P00966', 'Q8NBF2')"
"('P62136', 'Q99622')"
"('O43318', 'Q92830')"
"('P0DI81', 'Q9Y2L5')"
"('Q52LJ0', 'P61160')"
"('Q9NRC8', 'Q9UIA9')"
"('P54253', 'Q96I51')"
"('Q13191', 'Q9HBE5')"
"('Q15700', 'Q15303')"
"('P26641', 'O75530')"
"('P58400', 'Q8N0W4')"
"('Q9HA65', 'P48643')"
"('Q99661', 'Q9HCE1')"
"('P13805', 'P56192')"
"('P53778', 'P04637')"
"('P19532', 'Q8WUM4')"
"('O60826', 'O60504')"
"('Q86YB8', 'Q96HE7')"
"('Q9Y6Y0', 'P49736')"
"('O15355', 'Q9NQP4')"
"('P00519', 'P43403')"
"('P09211', 'P49736')"
"('Q9UI09', 'Q9H5H4')"
"('Q8NFA2', 'P13498')"
"('Q99720', 'Q14573')"
"('Q01968', 'Q86SQ0')"
"('Q9UN88', 'Q9H0R8')"
"('P14314', 'Q96P70')"
"('P47914', 'Q9BVI4')"
"('Q8NEM0', 'Q9UIL8')"
