negatives
"('P16401', 'P07288')"
"('O76071', 'Q16795')"
"('Q7Z6Z7', 'Q13620')"
"('Q9UPQ3', 'O43166')"
"('Q96HU8', 'P42858')"
"('Q15717', 'Q92575')"
"('Q9H1Q7', 'Q03135')"
"('P62266', 'P60520')"
"('P01106', 'Q15645')"
"('Q13887', 'P01106')"
"('P62906', 'P30050')"
"('Q9H9E1', 'Q9HC98')"
"('Q5TC79', 'Q9P0V3')"
"('Q14686', 'Q01844')"
"('Q9H7B4', 'P07900')"
"('P07741', 'O75608')"
"('P29274', 'P30542')"
"('Q07817', 'P51451')"
"('O15379', 'Q96ST3')"
"('Q01130', 'P84103')"
"('Q53SF7', 'Q92796')"
"('Q9UKG1', 'O75923')"
"('P49716', 'Q9UBT7')"
"('Q6PCB5', 'Q8TAT5')"
"('Q16665', 'P51532')"
"('P62330', 'Q969V3')"
"('Q9H2X6', 'P17096')"
"('Q96AP0', 'P60709')"
"('O95793', 'P38646')"
"('P08238', 'P50914')"
"('Q8TEC5', 'O96013')"
"('Q9UDY6', 'Q9UHD2')"
"('P14314', 'P49790')"
"('P11274', 'P13569')"
"('P36873', 'O95400')"
"('P31943', 'Q9BXF9')"
"('P63104', 'P31150')"
"('Q9Y6G3', 'Q8N5N7')"
"('P58107', 'Q14999')"
"('Q9P2G9', 'Q92905')"
"('Q99996', 'P43360')"
"('P24928', 'Q9GZU7')"
"('Q9BUK6', 'Q8IWF7')"
"('P67809', 'Q92615')"
"('Q8WWV3', 'Q6P1Q0')"
"('O14495', 'P55072')"
"('P42285', 'P55060')"
"('P62917', 'Q9BVJ7')"
"('Q969P0', 'P55084')"
"('O14980', 'Q13243')"
"('P18146', 'Q96A47')"
"('Q99873', 'P78330')"
"('P04637', 'Q15392')"
"('Q9NNW7', 'O75376')"
"('Q8WUK0', 'P14373')"
"('P62750', 'P32969')"
"('Q92793', 'Q92769')"
"('P30419', 'Q15813')"
"('Q8IV20', 'P02545')"
"('O75909', 'Q53H96')"
"('O00425', 'O95793')"
"('P04629', 'P27824')"
"('Q8IXL6', 'O14745')"
"('P63173', 'P39023')"
"('Q9HAU0', 'P30153')"
"('O15397', 'P62258')"
"('Q13671', 'Q15437')"
"('Q14653', 'O95786')"
"('Q15843', 'P62913')"
"('Q8N573', 'P29083')"
"('Q16254', 'Q14207')"
"('O60506', 'Q99496')"
"('P20700', 'P18848')"
"('P25105', 'O95837')"
"('O43298', 'Q15014')"
"('Q15562', 'Q9GZV5')"
"('O60341', 'Q96CN9')"
"('P48454', 'Q9UIK4')"
"('Q9NUQ6', 'Q01105')"
"('O75665', 'Q504Q3')"
"('O00206', 'P43405')"
"('P41219', 'P05412')"
"('Q8TAA3', 'P17861')"
"('Q9UHD2', 'Q15291')"
"('Q9NY93', 'P82663')"
"('P38398', 'P68036')"
"('Q16587', 'P08238')"
"('O00483', 'Q9Y697')"
"('O75925', 'P58012')"
"('P49407', 'Q96B67')"
"('Q9BWF3', 'O00142')"
"('P05412', 'P27694')"
"('Q9Y4K3', 'O95551')"
"('P13612', 'P50552')"
"('Q9UHB6', 'O95544')"
"('P18084', 'P23229')"
"('Q7Z3S9', 'Q9UBX3')"
"('P07948', 'Q9H9A5')"
"('P12110', 'Q16635')"
"('P22695', 'P21796')"
"('P01588', 'Q13651')"
"('O43688', 'O14494')"
"('O15062', 'O95429')"
"('Q9NRX1', 'P62847')"
"('Q9Y6E7', 'P05165')"
"('Q96SB4', 'P03372')"
"('P22626', 'Q8WXA9')"
"('Q9BY89', 'Q9Y4F3')"
"('P27694', 'Q9P127')"
"('Q16777', 'Q96A08')"
"('Q96Q05', 'Q8IYB1')"
"('P10606', 'Q7Z434')"
"('Q96RR1', 'P04637')"
"('P15336', 'Q9UP65')"
"('Q9Y5A6', 'Q9P0L1')"
"('O95619', 'P62805')"
"('P60896', 'O00232')"
"('A0AVF1', 'Q8NAF0')"
"('P55795', 'Q9NZB2')"
"('Q15750', 'Q15025')"
"('P63208', 'O60826')"
"('Q9HBE4', 'Q6UWB1')"
"('P52292', 'Q15637')"
"('Q9NRD1', 'Q13263')"
"('P30504', 'P61289')"
"('Q12996', 'Q96L14')"
"('O95817', 'Q13480')"
"('Q15777', 'P10588')"
"('Q08499', 'Q8N2W9')"
"('O14979', 'P49406')"
"('P51828', 'Q8WZA2')"
"('Q9H2H9', 'Q9P0N5')"
"('Q8TBE0', 'Q9UGI0')"
"('P57740', 'Q9C009')"
"('Q6P4I2', 'Q15714')"
"('Q5TCM9', 'Q9BYR8')"
"('P23634', 'P05023')"
"('Q9UJV3', 'Q8WV60')"
"('P24534', 'Q9HCE7')"
"('O15217', 'P08263')"
"('P28070', 'P40306')"
"('Q13573', 'P33981')"
"('O15265', 'P35555')"
"('Q9UKV5', 'Q96PD7')"
"('P37198', 'Q9UN86')"
"('P40692', 'Q9NVI7')"
"('Q13217', 'A5D8T8')"
"('P29353', 'P34931')"
"('Q9BPU9', 'Q8N163')"
"('Q9BYR9', 'Q5TA82')"
"('P61077', 'Q9BYV6')"
"('Q96DX7', 'P10914')"
"('Q14999', 'O43143')"
"('Q14289', 'P06241')"
"('O76064', 'Q92878')"
"('Q9P258', 'P46940')"
"('P60981', 'O00233')"
"('Q99640', 'Q658P3')"
"('P25786', 'Q8NC69')"
"('O94776', 'Q9BTC8')"
"('P02786', 'P03372')"
"('Q9Y6E7', 'Q92947')"
"('P03372', 'P24863')"
"('P06401', 'O43765')"
"('O75420', 'Q9NXE8')"
"('O43521', 'Q13323')"
"('Q8NGK2', 'P38405')"
"('Q9H0C1', 'P61968')"
"('P31040', 'Q7L5N1')"
"('P35222', 'P31947')"
"('P14373', 'P61086')"
"('O43741', 'Q9P246')"
"('Q7Z460', 'Q9H2C0')"
"('O00159', 'Q9HC98')"
"('A6NC98', 'Q6NYC8')"
"('Q9UBE0', 'P54652')"
"('P33176', 'Q14999')"
"('P61221', 'P14324')"
"('P32121', 'P68104')"
"('P43243', 'P01100')"
"('P63220', 'Q8NHW5')"
"('P22314', 'Q13490')"
"('P22670', 'P46531')"
"('O15344', 'O95210')"
"('Q5JR59', 'Q96BZ8')"
"('P78362', 'P62314')"
"('Q9NYZ3', 'P51784')"
"('P37023', 'Q15714')"
"('Q8TBB1', 'Q7Z6G3')"
"('O15121', 'Q9UL03')"
"('O95786', 'P61077')"
"('P10809', 'O76081')"
"('Q16666', 'Q9NXF1')"
"('Q9BS26', 'Q8NEZ4')"
"('P86479', 'Q15038')"
"('P20226', 'P17947')"
"('P07197', 'O60260')"
"('P31749', 'P43403')"
"('Q9Y4A5', 'Q05BQ5')"
"('Q9Y4K3', 'P61158')"
"('Q08AM6', 'Q9NV79')"
"('P62820', 'P05023')"
"('Q13286', 'Q9NVI1')"
"('Q15365', 'P17096')"
"('Q9NUQ7', 'Q8IWL3')"
"('P17661', 'Q8WWB5')"
"('P22102', 'Q9H492')"
"('P49910', 'P17028')"
"('Q6NSJ0', 'Q9UN42')"
"('P62312', 'O43172')"
"('P38398', 'Q15560')"
"('Q15139', 'P23141')"
"('A0AVT1', 'Q16763')"
"('P10276', 'P14921')"
"('P35680', 'Q6PEX3')"
"('P98171', 'Q9HBH0')"
"('Q8WXI9', 'Q9Y4H4')"
"('Q9BVX2', 'A2RU14')"
"('P02452', 'P98161')"
"('Q13618', 'Q96KR1')"
"('Q969Z4', 'Q9HCE1')"
"('P08473', 'P04792')"
"('Q13416', 'O00358')"
"('P15880', 'Q12789')"
"('Q9H0K4', 'Q8NB12')"
"('Q8NAP3', 'Q99575')"
"('P52333', 'P26992')"
"('Q9NRA1', 'P08581')"
"('Q3B820', 'Q8NBZ0')"
"('Q3SY84', 'Q92905')"
"('P40692', 'Q66LE6')"
"('P08237', 'Q9UK45')"
"('Q96B97', 'O15131')"
"('P07199', 'Q9UGN5')"
"('Q6P1J9', 'P14923')"
"('Q9Y4K3', 'O14920')"
"('Q08211', 'Q9Y6Y0')"
"('P47887', 'Q9P2W3')"
"('Q9C019', 'Q96MY7')"
"('Q96GD4', 'O14777')"
"('P57078', 'P30876')"
"('Q96RU3', 'Q15717')"
"('P26439', 'Q13285')"
"('P35249', 'P40938')"
"('O95831', 'P35228')"
"('Q8IWL3', 'P35250')"
"('Q96SW2', 'P43243')"
"('Q08379', 'Q6IPM2')"
"('Q99871', 'Q14203')"
"('O76071', 'P28340')"
"('O75604', 'Q14790')"
"('P62714', 'Q99832')"
"('O14802', 'Q9NWU5')"
"('P21359', 'O75044')"
"('Q93034', 'P42858')"
"('P37840', 'P63167')"
"('Q8IY92', 'P00738')"
"('P01100', 'Q9HD15')"
"('O60684', 'Q16576')"
"('O60260', 'P62851')"
"('Q9UBU9', 'P50221')"
"('Q07065', 'Q6P5W5')"
"('Q9BV86', 'Q15404')"
"('O00555', 'Q8IZP0')"
"('Q03933', 'Q9UM11')"
"('Q13435', 'P62241')"
"('Q14318', 'Q15008')"
"('Q9H6Z9', 'O75376')"
"('O95159', 'P56134')"
"('P68104', 'P05455')"
"('Q07955', 'Q9BTV4')"
"('Q00653', 'P33681')"
"('P17181', 'P49427')"
"('Q9BT40', 'Q15013')"
"('P37840', 'P42285')"
"('O94966', 'Q7L3B6')"
"('P19320', 'P46783')"
"('Q8IXJ6', 'Q9NQC3')"
"('Q06787', 'Q9NYF8')"
"('Q9HCE7', 'Q9H2K8')"
"('Q6NZI2', 'Q12906')"
"('Q9H4P4', 'P43403')"
"('O95503', 'P04908')"
"('Q96B01', 'Q8TAF3')"
"('Q96IK5', 'Q16543')"
"('P28562', 'Q09472')"
"('Q70CQ2', 'Q04323')"
"('O14920', 'Q07021')"
"('P04637', 'Q92466')"
"('Q9Y210', 'Q9HCX4')"
"('Q8TBE9', 'P10768')"
"('Q96JM3', 'Q96HQ2')"
"('P46108', 'Q8N488')"
"('Q96T55', 'Q86X29')"
"('Q9UQM7', 'P35367')"
"('P12830', 'O95425')"
"('P0DP23', 'P53355')"
"('P29474', 'P03372')"
"('Q9H853', 'P49736')"
"('Q9H461', 'Q2MKA7')"
"('Q14197', 'P24539')"
"('Q96GM5', 'Q9ULW8')"
"('P30154', 'Q00610')"
"('Q9UBU9', 'Q9C0E2')"
"('P30550', 'P30679')"
"('Q96DZ1', 'Q13438')"
"('P49841', 'P53396')"
"('P30793', 'Q9UKS6')"
"('O14980', 'O95782')"
"('Q9BUY5', 'O95967')"
"('Q9P2R7', 'Q6RW13')"
"('Q13263', 'P30504')"
"('Q8IZL2', 'Q92831')"
"('P06576', 'Q5TC12')"
"('P84022', 'Q05516')"
"('P23246', 'Q9UBS0')"
"('Q13618', 'Q9H078')"
"('Q9Y530', 'O75832')"
"('Q09472', 'Q16665')"
"('Q7Z4I7', 'P05067')"
"('Q9NP66', 'Q8TBB1')"
"('Q9HC52', 'Q9BRK4')"
"('P46934', 'P16234')"
"('O14964', 'O95954')"
"('P16333', 'P10721')"
"('P33240', 'Q9NRR5')"
"('Q9NXB0', 'Q6ZTW0')"
"('Q07955', 'Q13617')"
"('P16949', 'P40337')"
"('Q6ZVK8', 'O94972')"
"('Q9BVA1', 'Q71F23')"
"('P08579', 'Q14164')"
"('O75494', 'Q9BYV6')"
"('P29401', 'P35754')"
"('Q9BTE3', 'Q9C0B0')"
"('Q8NBJ4', 'O75955')"
"('Q96G75', 'Q9C0A6')"
"('Q03135', 'P67775')"
"('P62308', 'Q9UKR5')"
"('Q8N3V7', 'Q15149')"
"('O60563', 'Q13573')"
"('Q02539', 'P05362')"
"('Q02539', 'P49916')"
"('Q9Y261', 'P35453')"
"('P30154', 'O60359')"
"('Q8N5I4', 'P54253')"
"('P18031', 'P40763')"
"('Q96LR5', 'Q96FW1')"
"('Q86TW2', 'Q9Y6C9')"
"('Q03252', 'P20700')"
"('Q9H093', 'P08238')"
"('Q6N075', 'O43889')"
"('P05412', 'P38398')"
"('Q8IWL3', 'Q4G176')"
"('Q13618', 'O15027')"
"('P17302', 'Q6PEY2')"
"('Q9UL18', 'P46776')"
"('O60282', 'Q9Y664')"
"('Q15287', 'P14866')"
"('P09471', 'Q01968')"
"('Q9Y4D1', 'P12830')"
"('P53667', 'O15514')"
"('Q9UL46', 'Q16659')"
"('P55771', 'P31947')"
"('Q9BYG5', 'Q8IWV8')"
"('P61978', 'P67809')"
"('Q9ULH7', 'Q13643')"
"('P62805', 'P34897')"
"('Q5TCZ1', 'Q6PKG0')"
"('P46087', 'Q13616')"
"('Q14457', 'O15417')"
"('Q96GX9', 'Q9NXR1')"
"('P35219', 'Q8TBB1')"
"('Q8N2W9', 'P13473')"
"('P49736', 'P35908')"
"('Q15393', 'Q9C0B0')"
"('A8MVW5', 'Q9UI95')"
"('O95400', 'P52756')"
"('P61247', 'Q9UBX2')"
"('O14964', 'P15692')"
"('Q96ES7', 'A1L190')"
"('Q9UQB8', 'Q7L576')"
"('Q9NYW8', 'P63165')"
"('Q9UL18', 'Q9UPY3')"
"('Q96HA1', 'Q92621')"
"('P50281', 'Q9BQ16')"
"('P08779', 'P38919')"
"('Q13620', 'P36578')"
"('Q1KMD3', 'P41252')"
"('Q13535', 'Q8N5F7')"
"('Q9Y490', 'Q13573')"
"('P00519', 'Q13023')"
"('P61326', 'O75478')"
"('Q9Y285', 'Q5S007')"
"('P31276', 'O00358')"
"('Q13535', 'P55072')"
"('Q9UI14', 'Q13885')"
"('Q6IPU0', 'Q6P597')"
"('P22087', 'O75147')"
"('Q00994', 'Q92574')"
"('P20226', 'O15265')"
"('P35611', 'Q02363')"
"('Q8NAF0', 'P20936')"
"('P35658', 'P84098')"
"('P30953', 'P62873')"
"('P46934', 'Q96RR4')"
"('Q16563', 'Q8IWL3')"
"('Q9UKB1', 'Q9UGI0')"
"('P27797', 'Q8NI37')"
"('Q9GZT8', 'Q14CS0')"
"('Q9BVV7', 'Q9Y2R0')"
"('Q9NTG7', 'Q13884')"
"('P04083', 'P08758')"
"('A6NH52', 'P57086')"
"('Q08117', 'Q969R5')"
"('O75489', 'Q96RP9')"
"('P13010', 'Q9UBD5')"
"('P23258', 'Q76KD6')"
"('Q96BD5', 'Q9UKX3')"
"('O60260', 'P55072')"
"('Q96N46', 'Q9UQ35')"
"('P62942', 'P36896')"
"('Q12772', 'Q03431')"
"('Q6FI13', 'Q13547')"
"('P26842', 'Q8TBA6')"
"('Q9GZS3', 'P52789')"
"('Q6PEX3', 'O15496')"
"('Q0ZGT2', 'Q16643')"
"('Q99728', 'Q8WYH8')"
"('P62834', 'P46734')"
"('Q5JWF2', 'Q9UNF1')"
"('P25098', 'P37840')"
"('Q9UBV2', 'Q9Y679')"
"('P10809', 'P05412')"
"('Q9UJM3', 'Q9H714')"
"('Q9BQB6', 'Q9BXJ8')"
"('P28289', 'P47755')"
"('P46777', 'Q9GZR7')"
"('P43220', 'Q9H1E3')"
"('Q9NRC8', 'O75400')"
"('Q15022', 'P16220')"
"('Q13011', 'Q99807')"
"('Q13315', 'O14686')"
"('Q8IWL3', 'Q9BSH4')"
"('P62913', 'P62945')"
"('Q9NY26', 'P43115')"
"('Q96GG9', 'Q92905')"
"('Q9C086', 'Q969G2')"
"('O77932', 'Q92900')"
"('Q9Y679', 'Q9Y385')"
"('Q9BUJ2', 'Q14161')"
"('Q9UKY1', 'P16220')"
"('Q8NFZ4', 'Q15700')"
"('P15104', 'P01889')"
"('P27635', 'P62854')"
"('P61313', 'P04629')"
"('P05538', 'P01236')"
"('Q9BZD4', 'P52429')"
"('P61313', 'Q6EMK4')"
"('P23246', 'P19838')"
"('Q7L5A3', 'O00160')"
"('P18827', 'P08962')"
"('Q06187', 'P51617')"
"('Q9Y6W6', 'P62280')"
"('Q9Y4K3', 'Q9BXL7')"
"('P11926', 'Q02750')"
"('Q14CS0', 'Q9GZN1')"
"('P05113', 'P14921')"
"('P62899', 'P46778')"
"('P08865', 'P61247')"
"('P56545', 'Q96EP5')"
"('Q92901', 'P47914')"
"('Q9UKG1', 'Q86X19')"
"('P14735', 'Q8N3J5')"
"('Q96GD4', 'P08670')"
"('Q9NPA1', 'Q01668')"
"('Q96BP2', 'Q9H190')"
"('Q15149', 'Q71U36')"
"('P55199', 'Q03111')"
"('Q96B36', 'P63104')"
"('Q9BV81', 'O43889')"
"('Q92522', 'Q14684')"
"('P16070', 'Q15717')"
"('O15409', 'Q9H334')"
"('P51808', 'O43684')"
"('Q06250', 'Q3LI66')"
"('Q9GZP9', 'P55072')"
"('Q92572', 'Q14315')"
"('O15247', 'P0DI81')"
"('P25788', 'P23508')"
"('P13569', 'P40145')"
"('Q5T4S7', 'P46060')"
"('Q13424', 'P01589')"
"('Q9NSE4', 'P31942')"
"('O00635', 'Q8N3F0')"
"('Q8NGD1', 'O60262')"
"('Q9Y2L9', 'P04629')"
"('P05019', 'P48745')"
"('Q12906', 'Q9BRZ2')"
"('Q96AZ1', 'Q9UHV9')"
"('Q86VP6', 'P82663')"
"('P05067', 'Q9NX55')"
"('P42768', 'Q15811')"
"('O60244', 'O60885')"
"('Q13291', 'O43542')"
"('P62258', 'Q9BV40')"
"('Q9BWQ6', 'Q969F0')"
"('Q14457', 'O95229')"
"('P61916', 'Q7L523')"
"('O75771', 'Q8IYA8')"
"('O15524', 'Q9UHF4')"
"('P15882', 'Q07890')"
"('Q9BWT6', 'Q9P2W1')"
"('P25490', 'O00571')"
"('Q15042', 'Q9BSV6')"
"('Q92522', 'Q13148')"
"('Q9Y4K3', 'P22234')"
"('Q8WVZ9', 'Q8IV50')"
"('Q9HCT0', 'Q16620')"
"('Q969R5', 'Q7Z7K2')"
"('Q9Y6X4', 'P62807')"
"('Q7L8L6', 'Q92542')"
"('P84077', 'P18085')"
"('P57052', 'Q6PID6')"
"('Q99614', 'Q99961')"
"('Q9NWQ8', 'P42858')"
"('P13747', 'P52848')"
"('Q8N8Y5', 'O75096')"
"('P61077', 'Q76N89')"
"('O75841', 'Q9BXK5')"
"('P63104', 'Q8TE04')"
"('P42345', 'O43156')"
"('O95619', 'O95997')"
"('Q9NUX5', 'P05109')"
"('Q9Y2T4', 'Q96E09')"
"('P25787', 'P68104')"
"('Q969Q6', 'Q3B820')"
"('P62937', 'P62750')"
"('Q04837', 'P05412')"
"('Q17RB8', 'Q7L273')"
"('P32121', 'Q8NH41')"
"('Q5T3J3', 'O43379')"
"('Q86X19', 'P18031')"
"('P54852', 'Q96CS7')"
"('Q9BQY4', 'Q8WVV9')"
"('P29692', 'P41250')"
"('Q8TEQ6', 'O95466')"
"('P61026', 'Q9Y4K3')"
"('P54252', 'P01892')"
"('Q14676', 'Q96C36')"
"('P42766', 'Q9P127')"
"('Q9BRP8', 'P60866')"
"('P61247', 'P04179')"
"('Q5VUA4', 'Q8N344')"
"('Q9NRC8', 'O95573')"
"('Q96PN7', 'Q15717')"
"('P60981', 'P42226')"
"('Q9BXN2', 'Q9BSE2')"
"('O95405', 'O14964')"
"('P27348', 'Q9BYG5')"
"('Q9NZJ7', 'A1L0T0')"
"('Q9UQK1', 'Q9BS40')"
"('Q8TBF4', 'Q8N5P1')"
"('Q07020', 'P62888')"
"('Q8N0S2', 'Q3B820')"
"('P21589', 'Q96BM9')"
"('Q14103', 'O75923')"
"('Q9ULR3', 'Q9BPZ7')"
"('Q9BTC0', 'Q01081')"
"('O95229', 'Q9H814')"
"('Q86VX2', 'O15111')"
"('P22612', 'Q16795')"
"('Q9H3D4', 'P55072')"
"('P68366', 'Q13291')"
"('Q9NX70', 'Q9BUE0')"
"('Q9NUG6', 'P62140')"
"('Q9H6W3', 'Q9Y4A5')"
"('Q9HAV0', 'Q9UGJ0')"
"('Q9UBS0', 'P30450')"
"('O14745', 'P29992')"
"('P05129', 'P14867')"
"('P35580', 'P19438')"
"('Q9NRZ9', 'Q12952')"
"('O95995', 'Q96T60')"
"('P57775', 'Q9Y2H9')"
"('P55072', 'P20963')"
"('Q969M3', 'P14854')"
"('Q9UKV5', 'P60900')"
"('P36871', 'P37837')"
"('Q86UX2', 'O96017')"
"('P43243', 'O43251')"
"('Q03252', 'P28482')"
"('Q53S33', 'O43847')"
"('O75351', 'P61020')"
"('Q86VP6', 'Q9H814')"
"('P0C1H6', 'Q969S8')"
"('Q99877', 'P62993')"
"('Q09028', 'Q8WXI9')"
"('Q15648', 'P15976')"
"('Q9H9B1', 'Q16695')"
"('P35680', 'P78424')"
"('Q14011', 'Q13616')"
"('P27658', 'P48745')"
"('Q16611', 'O94915')"
"('P56539', 'Q969G5')"
"('P08238', 'Q01968')"
"('O43298', 'Q12933')"
"('P23760', 'P04628')"
"('Q8TBB1', 'Q05586')"
"('Q96GQ7', 'Q9H4L4')"
"('Q8ND82', 'Q13185')"
"('Q9Y242', 'Q08379')"
"('P36873', 'Q3B726')"
"('P35222', 'P29590')"
"('Q9NRG0', 'P15531')"
"('O60885', 'Q96FS4')"
"('Q86TM6', 'P14679')"
"('Q15819', 'P63146')"
"('Q99496', 'O43736')"
"('P62316', 'P62318')"
"('Q13546', 'O14980')"
"('Q03135', 'P35243')"
"('Q9Y5K6', 'P52907')"
"('P21333', 'Q71U36')"
"('Q5JSZ5', 'Q96KQ7')"
"('P78424', 'O43167')"
"('Q969P0', 'Q53EL6')"
"('P23760', 'Q15788')"
"('Q9NPJ6', 'Q96MT8')"
"('Q8WXI9', 'O14519')"
"('O43815', 'Q99832')"
"('Q9P2X7', 'Q13547')"
"('Q9NSE2', 'P23458')"
"('Q9H611', 'Q03933')"
"('O00151', 'P14136')"
"('P61981', 'Q6VAB6')"
"('Q9BWG6', 'Q9GZU7')"
"('P14868', 'P41250')"
"('Q9H4A9', 'Q9BTN0')"
"('Q96JG6', 'O95619')"
"('Q15415', 'Q8WTP8')"
"('P12931', 'O43613')"
"('P52292', 'Q9UKX7')"
"('O75354', 'Q8WVQ1')"
"('Q9UGH3', 'Q9GZY4')"
"('Q8IV13', 'P68366')"
"('Q13671', 'Q9BRK4')"
"('P23511', 'P18850')"
"('Q68E01', 'P15927')"
"('Q96CW1', 'Q13085')"
"('Q02539', 'Q15050')"
"('P24928', 'O43390')"
"('A0AVT1', 'Q9P267')"
"('P30044', 'P04040')"
"('P54920', 'P63027')"
"('Q08380', 'Q9Y6M0')"
"('P30480', 'Q3ZAQ7')"
"('Q9NXK8', 'Q9BQ95')"
"('P11717', 'P13010')"
"('O60318', 'P54132')"
"('P62318', 'Q92620')"
"('Q7Z406', 'Q9BPX7')"
"('Q13315', 'P04406')"
"('O14893', 'Q15717')"
"('P10145', 'O60885')"
"('O95273', 'Q9P0T4')"
"('P42694', 'Q2M3V2')"
"('O14776', 'O75530')"
"('P04637', 'P58005')"
"('P07858', 'Q9C0B0')"
"('Q9H0U4', 'P61019')"
"('Q9NRD1', 'O14657')"
"('Q9BPX5', 'Q99961')"
"('P83369', 'P62318')"
"('Q9BWF2', 'Q9NQC7')"
"('Q9NP31', 'Q6N069')"
"('P49736', 'Q92499')"
"('Q99471', 'Q9BV90')"
"('P0DPB6', 'P49023')"
"('P29590', 'Q13155')"
"('Q5JTW2', 'Q9HCE1')"
"('Q9HAU4', 'Q96AE4')"
"('Q8N5Y2', 'P78527')"
"('Q96LM6', 'O95416')"
"('P30939', 'O60262')"
"('P35626', 'Q8NG77')"
"('Q9BYQ4', 'P50222')"
"('Q06124', 'P62807')"
"('P02741', 'P19838')"
"('Q13084', 'P04629')"
"('Q9NYL9', 'Q96H55')"
"('O95166', 'Q8NAA4')"
"('P22681', 'P42336')"
"('O14980', 'Q8TAP8')"
"('A8MQ03', 'Q7L5A3')"
"('Q9H8T0', 'Q3ZCQ8')"
"('Q8TEJ3', 'Q9HCD6')"
"('Q15415', 'P09012')"
"('Q9UKB1', 'Q66K74')"
"('Q96KP1', 'Q8TEY7')"
"('P15884', 'P43115')"
"('P35637', 'Q14814')"
"('Q86UT5', 'Q13698')"
"('P35228', 'O75376')"
"('O95758', 'Q08945')"
"('Q9UGL1', 'O60902')"
"('Q96MF6', 'Q10713')"
"('P29350', 'Q8N1K5')"
"('Q8N6T3', 'P53621')"
"('Q13618', 'P61247')"
"('Q96GD3', 'P78364')"
"('O95751', 'P25786')"
"('Q9NXV2', 'Q9Y4G8')"
"('Q14764', 'Q04864')"
"('P10145', 'O15379')"
"('P42566', 'P60709')"
"('P15927', 'O00160')"
"('Q92900', 'P67870')"
"('Q9BUH8', 'O00391')"
"('P06733', 'Q9HBH0')"
"('Q8N8V4', 'Q5S007')"
"('Q9NX04', 'P50221')"
"('Q7Z6Z7', 'Q9Y383')"
"('P37802', 'Q14019')"
"('P62851', 'Q92901')"
"('Q96HR9', 'Q9NRS6')"
"('Q9Y376', 'P61088')"
"('O60610', 'P19320')"
"('P37231', 'Q9NQR1')"
"('Q13618', 'Q8IUF1')"
"('Q7L0Q8', 'Q494V2')"
"('Q8WUM4', 'P14136')"
"('P16220', 'Q12873')"
"('Q16543', 'Q70CQ1')"
"('Q9NQ50', 'Q9BYC8')"
"('P05067', 'Q9GZT4')"
"('Q8WXA3', 'Q15393')"
"('P20073', 'Q93063')"
"('Q9H4A5', 'P34897')"
"('Q9Y2L1', 'Q01780')"
"('P56539', 'P32418')"
"('Q5VTD9', 'P82094')"
"('Q96A26', 'P07900')"
"('Q96C36', 'Q13618')"
"('Q96H55', 'P50991')"
"('P37840', 'Q9H492')"
"('Q96E35', 'Q8N9I9')"
"('Q86YP4', 'P68431')"
"('Q9H7P6', 'A6NJ78')"
"('P17027', 'P54257')"
"('O94776', 'Q8IVT5')"
"('P01106', 'Q14571')"
"('P46108', 'O94856')"
"('Q00688', 'O94776')"
"('O75031', 'Q9UBU9')"
"('Q8NAV1', 'Q96CW1')"
"('P63313', 'Q86U90')"
"('O60749', 'Q9UBQ0')"
"('P47755', 'Q0JRZ9')"
"('O15111', 'Q13748')"
"('Q8TCJ0', 'P11586')"
"('P46087', 'Q15050')"
"('O15519', 'Q15583')"
"('P16591', 'Q16543')"
"('O95249', 'Q8WVM8')"
"('P07437', 'Q96GG9')"
"('Q9H845', 'O75616')"
"('Q13177', 'Q3V6T2')"
"('Q86V81', 'Q9H9S0')"
"('P51668', 'Q9Y297')"
"('P58340', 'P46821')"
"('Q96JN8', 'O95235')"
"('P53041', 'P23443')"
"('P61077', 'Q8ND25')"
"('Q01094', 'Q14680')"
"('O96006', 'P56282')"
"('Q9UKY4', 'Q13635')"
"('O00410', 'P26373')"
"('P49798', 'O00522')"
"('Q00839', 'P15313')"
"('P04629', 'Q15154')"
"('Q99571', 'Q13144')"
"('P61956', 'P42166')"
"('Q9Y2R0', 'P42704')"
"('Q5VUG0', 'Q01664')"
"('Q16222', 'Q15717')"
"('Q01844', 'Q99729')"
"('P26373', 'P20073')"
"('Q14839', 'P27694')"
"('P10415', 'P10301')"
"('P30154', 'P31751')"
"('Q12974', 'P49354')"
"('Q96GD4', 'Q9NQS7')"
"('Q9UKT9', 'P52597')"
"('P19447', 'P28715')"
"('P27105', 'Q8IWZ8')"
"('Q99814', 'Q92922')"
"('Q9Y263', 'O60939')"
"('Q15788', 'P23759')"
"('P17612', 'Q96RB7')"
"('O43295', 'Q92730')"
"('Q05952', 'P22612')"
"('Q7Z6Z7', 'Q14974')"
"('Q6IC98', 'Q96GM5')"
"('O43847', 'P67775')"
"('P48436', 'Q13285')"
"('P42704', 'Q9BRA0')"
"('P35579', 'P18206')"
"('O95863', 'Q14839')"
"('P50222', 'Q8NEX5')"
"('P28222', 'Q9NNX6')"
"('O75717', 'Q9Y5K6')"
"('P26038', 'P30504')"
"('P19447', 'Q15796')"
"('P62875', 'P19387')"
"('P17987', 'Q14164')"
"('Q7L2J0', 'P63261')"
"('P06899', 'Q9P0U4')"
"('P08253', 'P15692')"
"('P61587', 'O96013')"
"('Q5JRV8', 'P05067')"
"('P23771', 'Q96KQ7')"
"('Q9Y265', 'P60709')"
"('Q15648', 'P28069')"
