#tail	head	KSP index	path cost
P04626	P42224	1	7.50000e-01
P04626	P40763	2	7.50000e-01
P40189	P40763	3	7.50000e-01
P40189	P42224	4	7.50000e-01
P21860	P18146	5	7.33822e-01
P00533	P01100	6	5.62500e-01
P04626	P00533	6	5.62500e-01
O00459	P40763	7	5.62500e-01
P04626	O00459	7	5.62500e-01
O15524	P40763	8	5.62500e-01
P04626	O15524	8	5.62500e-01
O15524	P42224	9	5.62500e-01
O15524	P51692	10	5.62500e-01
O15524	Q04206	11	5.62500e-01
O60674	P40763	12	5.62500e-01
P04626	O60674	12	5.62500e-01
O60674	P42224	13	5.62500e-01
O60674	P51692	14	5.62500e-01
P00533	P40763	15	5.62500e-01
P00533	P42224	16	5.62500e-01
P00533	P51692	17	5.62500e-01
P04626	P06241	18	5.62500e-01
P06241	P40763	18	5.62500e-01
P07900	P40763	19	5.62500e-01
P04626	P07900	19	5.62500e-01
P09769	P40763	20	5.62500e-01
P04626	P09769	20	5.62500e-01
P04626	P12931	21	5.62500e-01
P12931	P40763	21	5.62500e-01
P12931	P42224	22	5.62500e-01
P14625	P40763	23	5.62500e-01
P04626	P14625	23	5.62500e-01
P23458	P40763	24	5.62500e-01
P04626	P23458	24	5.62500e-01
P23458	P42224	25	5.62500e-01
P23458	P51692	26	5.62500e-01
P27986	P40763	27	5.62500e-01
P04626	P27986	27	5.62500e-01
P08238	P42224	28	5.62500e-01
P04626	P08238	28	5.62500e-01
P43405	P40763	29	5.62500e-01
P04626	P43405	29	5.62500e-01
P48357	P40763	30	5.62500e-01
P04626	P48357	30	5.62500e-01
P04626	P00519	31	5.62500e-01
P00519	P51692	31	5.62500e-01
P00519	Q09472	32	5.62500e-01
P46108	P51692	33	5.62500e-01
P04626	P46108	33	5.62500e-01
P46109	P51692	34	5.62500e-01
P04626	P46109	34	5.62500e-01
P51813	P40763	35	5.62500e-01
P04626	P51813	35	5.62500e-01
P15941	Q04206	36	5.62500e-01
P04626	P15941	36	5.62500e-01
P16070	Q04206	37	5.62500e-01
P04626	P16070	37	5.62500e-01
Q05397	P40763	38	5.62500e-01
P04626	Q05397	38	5.62500e-01
Q05397	P42224	39	5.62500e-01
P04626	Q06124	40	5.62500e-01
Q06124	P40763	40	5.62500e-01
P06493	Q09472	41	5.62500e-01
P04626	P06493	41	5.62500e-01
P62993	Q09472	42	5.62500e-01
P04626	P62993	42	5.62500e-01
Q06124	P51692	43	5.62500e-01
Q13882	P51692	44	5.62500e-01
P04626	Q13882	44	5.62500e-01
Q14289	P40763	45	5.62500e-01
P04626	Q14289	45	5.62500e-01
Q15303	P51692	46	5.62500e-01
P04626	Q15303	46	5.62500e-01
Q9NSE2	P40763	47	5.62500e-01
P04626	Q9NSE2	47	5.62500e-01
Q9NSE2	P42224	48	5.62500e-01
Q9NSE2	P51692	49	5.62500e-01
P21860	O00459	50	5.62500e-01
P21860	O60674	51	5.62500e-01
P21860	P11362	54	5.62500e-01
P11362	P40763	54	5.62500e-01
P21860	P12931	55	5.62500e-01
P21860	P27986	57	5.62500e-01
P21860	P08238	58	5.62500e-01
P42336	P40763	59	5.62500e-01
P21860	P42336	59	5.62500e-01
P21860	P43405	60	5.62500e-01
P21860	P00519	61	5.62500e-01
P21860	P46108	63	5.62500e-01
P21860	P46109	64	5.62500e-01
