recall,precision
0.004381161007667032,0.8
0.00547645125958379,0.8333333333333334
0.09090909090909091,0.8556701030927835
0.0065717415115005475,0.8571428571428571
0.09200438116100766,0.8571428571428571
0.09309967141292443,0.8585858585858586
0.09419496166484119,0.86
0.09529025191675794,0.8613861386138614
0.10295728368017525,0.8623853211009175
0.0963855421686747,0.8627450980392157
0.08981380065717415,0.8631578947368421
0.0832420591456736,0.8636363636363636
0.10405257393209201,0.8636363636363636
0.09748083242059145,0.8640776699029126
0.10514786418400876,0.8648648648648649
0.08433734939759036,0.8651685393258427
0.09857612267250822,0.8653846153846154
0.10624315443592552,0.8660714285714286
0.08543263964950712,0.8666666666666667
0.09967141292442497,0.8666666666666667
0.10733844468784227,0.8672566371681416
0.06462212486308871,0.8676470588235294
0.050383351588170866,0.8679245283018868
0.10076670317634173,0.8679245283018868
0.08652792990142388,0.8681318681318682
0.10843373493975904,0.868421052631579
0.10186199342825848,0.8691588785046729
0.06571741511500548,0.8695652173913043
0.08762322015334063,0.8695652173913043
0.10952902519167579,0.8695652173913043
0.05147864184008762,0.8703703703703703
0.11062431544359255,0.8706896551724138
0.0887185104052574,0.8709677419354839
0.06681270536692223,0.8714285714285714
0.07447973713033954,0.8717948717948718
0.11171960569550932,0.8717948717948718
0.05257393209200438,0.8727272727272727
0.11281489594742607,0.8728813559322034
0.06790799561883899,0.8732394366197183
0.0755750273822563,0.8734177215189873
0.11391018619934283,0.8739495798319328
0.007667031763417305,0.875
0.05366922234392114,0.875
0.06900328587075576,0.875
0.07667031763417305,0.875
0.11500547645125958,0.875
0.11610076670317634,0.8760330578512396
0.07776560788608981,0.8765432098765432
0.0700985761226725,0.8767123287671232
0.1171960569550931,0.8770491803278688
0.054764512595837894,0.8771929824561403
0.14895947426067907,0.8774193548387097
0.07886089813800658,0.8780487804878049
0.11829134720700986,0.8780487804878049
0.15005476451259583,0.8782051282051282
0.07119386637458927,0.8783783783783784
0.06352683461117196,0.8787878787878788
0.1511500547645126,0.8789808917197452
0.11938663745892661,0.8790322580645161
0.05585980284775466,0.8793103448275862
0.07995618838992333,0.8795180722891566
0.15224534501642936,0.879746835443038
0.07228915662650602,0.88
0.12048192771084337,0.88
0.14457831325301204,0.88
0.1533406352683461,0.8805031446540881
0.1456736035049288,0.8807947019867549
0.08105147864184009,0.8809523809523809
0.12157721796276014,0.8809523809523809
0.056955093099671415,0.8813559322033898
0.07338444687842278,0.881578947368421
0.14676889375684557,0.881578947368421
0.12267250821467689,0.8818897637795275
0.08214676889375684,0.8823529411764706
0.14786418400876233,0.8823529411764706
0.12376779846659365,0.8828125
0.05805038335158817,0.8833333333333333
0.1248630887185104,0.8837209302325582
0.12595837897042717,0.8846153846153846
0.14348302300109528,0.8851351351351351
0.05914567360350493,0.8852459016393442
0.12705366922234393,0.8854961832061069
0.12814895947426067,0.8863636363636364
0.13691128148959475,0.8865248226950354
0.060240963855421686,0.8870967741935484
0.12924424972617743,0.8872180451127819
0.1380065717415115,0.8873239436619719
0.1303395399780942,0.8880597014925373
0.13910186199342825,0.8881118881118881
0.008762322015334063,0.8888888888888888
0.06133625410733844,0.8888888888888888
0.13143483023001096,0.8888888888888888
0.140197152245345,0.8888888888888888
0.14129244249726178,0.8896551724137931
0.13253012048192772,0.8897058823529411
0.14238773274917854,0.8904109589041096
0.13362541073384446,0.8905109489051095
0.0624315443592552,0.890625
0.13472070098576122,0.8913043478260869
0.13581599123767799,0.8920863309352518
0.009857612267250822,0.9
0.01095290251916758,0.9090909090909091
0.012048192771084338,0.9166666666666666
0.04819277108433735,0.9166666666666666
0.04928806133625411,0.9183673469387755
0.038335158817086525,0.9210526315789473
0.013143483023001095,0.9230769230769231
0.03943044906900329,0.9230769230769231
0.040525739320920046,0.925
0.0416210295728368,0.926829268292683
0.014238773274917854,0.9285714285714286
0.04271631982475356,0.9285714285714286
0.04381161007667032,0.9302325581395349
0.029572836801752465,0.9310344827586207
0.044906900328587074,0.9318181818181818
0.01533406352683461,0.9333333333333333
0.03066812705366922,0.9333333333333333
0.04600219058050383,0.9333333333333333
0.047097480832420595,0.9347826086956522
0.03176341730558598,0.9354838709677419
0.01642935377875137,0.9375
0.03285870755750274,0.9375
0.033953997809419496,0.9393939393939394
0.017524644030668127,0.9411764705882353
0.03504928806133625,0.9411764705882353
0.03614457831325301,0.9428571428571428
0.018619934282584884,0.9444444444444444
0.03723986856516977,0.9444444444444444
0.019715224534501644,0.9473684210526315
0.0208105147864184,0.95
0.02190580503833516,0.9523809523809523
0.023001095290251915,0.9545454545454546
0.024096385542168676,0.9565217391304348
0.025191675794085433,0.9583333333333334
0.02628696604600219,0.96
0.027382256297918947,0.9615384615384616
0.028477546549835708,0.9629629629629629
0.001095290251916758,1.0
0.002190580503833516,1.0
0.0032858707557502738,1.0
0.0,1.0
