negatives
"('P17947', 'P04150')"
"('P28065', 'Q9NX31')"
"('O75530', 'P62314')"
"('Q96D09', 'Q6NW34')"
"('P17252', 'O14745')"
"('O96017', 'Q8WXS3')"
"('P36873', 'O60927')"
"('Q9UBB6', 'P26367')"
"('Q5XKR4', 'O43924')"
"('O43293', 'Q9NQX4')"
"('Q92993', 'Q9HC52')"
"('Q9BQ70', 'Q9UL18')"
"('Q8IW50', 'Q9HCP0')"
"('P04075', 'Q9H867')"
"('Q96BD5', 'Q9HCH0')"
"('Q86Y13', 'Q5VVX9')"
"('Q8IUH5', 'Q9H172')"
"('P16234', 'O75955')"
"('P04818', 'P61086')"
"('Q9Y6X5', 'P48431')"
"('P01215', 'P01225')"
"('P00966', 'Q86YN1')"
"('P07550', 'Q9H6Z9')"
"('Q9GZM7', 'Q09472')"
"('O14641', 'P49815')"
"('O14867', 'Q9UBU9')"
"('Q96QR1', 'O95429')"
"('Q92886', 'Q06455')"
"('Q03164', 'P51825')"
"('P04629', 'Q96KG9')"
"('Q15637', 'Q92841')"
"('P05067', 'Q9HAW8')"
"('Q9NX24', 'Q9NY12')"
"('P25791', 'P60409')"
"('Q16666', 'O75525')"
"('P62258', 'Q9Y2U5')"
"('Q676U5', 'Q5SXM2')"
"('Q99714', 'Q9UI12')"
"('P07951', 'P31749')"
"('P11940', 'P55769')"
"('Q96CW1', 'P32121')"
"('Q8TBB1', 'Q9UJ70')"
"('Q96LB3', 'Q9BUN5')"
"('P04350', 'Q99759')"
"('Q9BYX2', 'O43683')"
"('P05067', 'O95229')"
"('Q6BDS2', 'Q8NHV4')"
"('Q9Y2Z0', 'O94889')"
"('P62263', 'Q9NRG4')"
"('P11171', 'Q9BQC6')"
"('P06493', 'P26368')"
"('P49407', 'Q8NGN4')"
"('Q15717', 'Q99439')"
"('Q9P0K8', 'Q9UHF7')"
"('Q96GM5', 'Q92785')"
"('P38919', 'P17844')"
"('Q12874', 'O75147')"
"('Q86V97', 'Q16670')"
"('Q13635', 'Q96QV1')"
"('Q16778', 'P24928')"
"('Q99880', 'Q9BTM1')"
"('P55072', 'P04234')"
"('P28838', 'O15294')"
"('P06733', 'Q92966')"
"('O43186', 'Q02446')"
"('P35226', 'Q86U42')"
"('Q8IWE4', 'P62877')"
"('Q8NEC5', 'Q5T753')"
"('Q9H6Z4', 'Q6STE5')"
"('P40337', 'Q86SE5')"
"('P28066', 'P54725')"
"('Q9UIF8', 'P48431')"
"('Q9P2P5', 'O96013')"
"('Q9BYM8', 'P19474')"
"('Q96BZ8', 'P36406')"
"('O00148', 'O14862')"
"('Q9BPY3', 'Q7LDG7')"
"('Q06203', 'O76071')"
"('P60369', 'Q86UN2')"
"('Q13077', 'Q8N448')"
"('Q504Q3', 'Q9BZF9')"
"('P18146', 'P36402')"
"('Q496J9', 'P21579')"
"('Q99996', 'Q96RU3')"
"('P00451', 'P01619')"
"('Q86X55', 'Q9H0R8')"
"('P20700', 'P18848')"
"('Q9Y6Q9', 'Q12888')"
"('Q8TB45', 'P35790')"
"('P63096', 'P27361')"
"('Q7L2J0', 'Q9NQ29')"
"('P16403', 'Q99496')"
"('Q9NZT1', 'Q15853')"
"('Q04864', 'P60568')"
"('P49901', 'Q9UGC6')"
"('Q02156', 'O95819')"
"('Q16538', 'Q9UMX0')"
"('P00533', 'O14787')"
"('P05388', 'Q15067')"
"('Q13595', 'Q9Y383')"
"('P26371', 'O60336')"
"('A4D161', 'O60749')"
"('P35520', 'Q8IV36')"
"('P63165', 'Q5T5X7')"
"('Q2M2I5', 'Q9NX04')"
"('P06733', 'Q13547')"
"('Q92530', 'Q13616')"
"('O60308', 'Q8IVD9')"
"('Q9UIK4', 'Q9ULC4')"
"('Q9NX58', 'P46783')"
"('P05412', 'Q9NVH6')"
"('Q96H12', 'Q8TAG5')"
"('Q9NQR4', 'Q9Y2Z9')"
"('Q9UKB1', 'P35637')"
"('Q86YM7', 'Q9UPX8')"
"('P09067', 'Q9H4L5')"
"('Q9UBI4', 'A8MQ03')"
"('P30153', 'P67870')"
"('P84103', 'Q15366')"
"('P35869', 'Q9HBZ2')"
"('Q15022', 'P55072')"
"('Q96DT6', 'P62195')"
"('O00571', 'P27348')"
"('P13747', 'P43627')"
"('Q13619', 'Q16576')"
"('Q16659', 'P10244')"
"('Q9H992', 'O14980')"
"('Q08AD1', 'P0C7T5')"
"('P49736', 'Q9P258')"
"('P13569', 'P53618')"
"('P11362', 'P12931')"
"('Q5VX71', 'Q13423')"
"('Q7Z3S9', 'Q52LG2')"
"('P28340', 'Q96S55')"
"('P46777', 'Q6NUN9')"
"('P48039', 'P31939')"
"('P10827', 'O43684')"
"('P43353', 'Q7Z3S9')"
"('P56385', 'O96008')"
"('O15105', 'P46934')"
"('Q9H0U4', 'Q6IAN0')"
"('Q9UJM3', 'P01133')"
"('Q9Y3Y2', 'P05067')"
"('Q15788', 'Q9ULH1')"
"('Q9UM54', 'P60953')"
"('P15336', 'P63279')"
"('P46776', 'P62891')"
"('P05198', 'P27816')"
"('Q8IUC1', 'O43609')"
"('P62910', 'Q9NX58')"
"('Q96NU1', 'P86480')"
"('Q9NQ29', 'Q99728')"
"('O43242', 'O75365')"
"('Q6ZW49', 'Q14690')"
"('Q16527', 'P35226')"
"('Q96IY1', 'Q9Y2Z0')"
"('Q92567', 'A5D8V6')"
"('Q9Y5L4', 'P53990')"
"('P83881', 'Q9UBN7')"
"('Q13277', 'Q9NY12')"
"('Q16666', 'Q9BYK8')"
"('Q92754', 'Q9H0F6')"
"('O43776', 'Q9NRC8')"
"('Q9NWM3', 'Q9HCE7')"
"('P63208', 'Q93034')"
"('Q16531', 'Q9BQ67')"
"('Q96K83', 'Q13547')"
"('P69905', 'P68871')"
"('Q9BWD1', 'P78396')"
"('P04626', 'P58340')"
"('Q5TB80', 'Q9UPN4')"
"('Q14568', 'Q9H6T3')"
"('Q10567', 'Q9BYX2')"
"('P29350', 'P16410')"
"('Q86YD7', 'Q4VC12')"
"('Q9P2K6', 'Q99471')"
"('O75575', 'Q9NVU0')"
"('Q969U6', 'P07900')"
"('Q9UI09', 'Q9C002')"
"('Q6P1M3', 'Q15637')"
"('P68104', 'P26368')"
"('P08195', 'P62330')"
"('Q68G74', 'P57682')"
"('Q01826', 'P63165')"
"('O95782', 'P32121')"
"('P27361', 'P30518')"
"('P17612', 'Q9UII2')"
"('P25098', 'P30954')"
"('P49736', 'O15371')"
"('P24941', 'Q96SQ9')"
"('Q92993', 'Q06330')"
"('P20333', 'Q07021')"
"('P33992', 'Q9BQG0')"
"('P07951', 'P62140')"
"('O94776', 'Q99459')"
"('Q8WUQ7', 'Q6IN85')"
"('Q9HAT0', 'O75969')"
"('Q9HCE1', 'Q7L4I2')"
"('P62314', 'Q15843')"
"('Q96P16', 'Q9BTE3')"
"('Q9H7E9', 'Q9UMY1')"
"('P01920', 'P20963')"
"('P82914', 'Q13595')"
"('P31930', 'Q9P0L0')"
"('O75593', 'Q03989')"
"('O60506', 'P35232')"
"('Q96BD6', 'P37173')"
"('P22681', 'Q92835')"
"('O00165', 'P22676')"
"('Q6R327', 'Q99496')"
"('Q99439', 'P02751')"
"('P34925', 'P35221')"
"('Q16695', 'P63010')"
"('P52926', 'O75475')"
"('P24593', 'P46379')"
"('Q9NQ29', 'Q9HC36')"
"('P22694', 'Q8NGP0')"
"('P55854', 'P55055')"
"('P11137', 'Q96L34')"
"('Q96CS3', 'Q03135')"
"('P06748', 'P68400')"
"('O43242', 'Q9UKV8')"
"('Q15796', 'Q01082')"
"('Q3LI66', 'P49639')"
"('Q8TEB9', 'P55072')"
"('Q9NX76', 'P48060')"
"('Q9NX58', 'Q8N9Q2')"
"('Q9Y5Q9', 'Q9H0R1')"
"('P35626', 'Q8NGN3')"
"('P11142', 'Q01860')"
"('A8MQ03', 'Q5W150')"
"('Q8N3X1', 'Q01844')"
"('Q9H9E1', 'P32119')"
"('P31946', 'Q6ICG6')"
"('P04150', 'O43294')"
"('P61981', 'Q9UJ41')"
"('P05141', 'P62266')"
"('Q9HCU4', 'Q86Y78')"
"('P58546', 'Q8N137')"
"('Q9BYR2', 'Q5TA76')"
"('Q96HC4', 'P60409')"
"('Q14012', 'O95813')"
"('Q86Y13', 'Q9UID3')"
"('P04075', 'P40692')"
"('P01106', 'Q8IWK6')"
"('O95416', 'Q96LM6')"
"('O43900', 'Q9NVH1')"
"('Q15139', 'Q99683')"
"('Q9Y2T1', 'P46060')"
"('O94813', 'P14921')"
"('Q9NVF7', 'Q99944')"
"('P60709', 'P13612')"
"('P49327', 'O15264')"
"('P35226', 'Q9NRR4')"
"('Q92736', 'P54274')"
"('P46109', 'O60496')"
"('O95166', 'Q9BQE3')"
"('Q9NXR8', 'P55055')"
"('Q15208', 'Q96KQ7')"
"('P50570', 'O76064')"
"('P49407', 'Q9H2C8')"
"('P61962', 'Q9Y463')"
"('P86790', 'Q9C0F1')"
"('Q8IYM1', 'Q92599')"
"('Q7Z3S9', 'P0CG20')"
"('Q86VP6', 'P63208')"
"('O95678', 'Q9H0R8')"
"('P26641', 'O75530')"
"('P60372', 'P17041')"
"('Q9ULJ3', 'Q9UQL6')"
"('Q7Z698', 'P62760')"
"('Q15427', 'P62316')"
"('P60896', 'Q75QN2')"
"('Q13616', 'Q9NRD1')"
"('P20585', 'P55317')"
"('Q9UI09', 'Q6UXV4')"
"('P67775', 'P78371')"
"('O14757', 'Q9GZR7')"
"('Q9HD33', 'Q16540')"
"('Q14103', 'Q9UKB1')"
"('Q96NS5', 'Q9NWT6')"
"('Q9BVN2', 'P55795')"
"('Q6L8G4', 'Q9BYR9')"
"('O14777', 'Q9P1Z2')"
"('P00533', 'Q9H223')"
"('P13591', 'P54253')"
"('P33981', 'Q9Y5T5')"
"('Q53SF7', 'O43847')"
"('O95801', 'O95433')"
"('P02751', 'P55072')"
"('Q99615', 'P78527')"
"('P28065', 'Q15596')"
"('P48163', 'Q14137')"
"('Q9HC52', 'Q8TDD1')"
"('P46940', 'P31689')"
"('O75376', 'Q07869')"
"('P63215', 'Q9Y478')"
"('Q96J02', 'P16234')"
"('Q16526', 'P67870')"
"('P51668', 'O75312')"
"('P19174', 'P29590')"
"('Q86V81', 'Q7L2J0')"
"('O43175', 'P54727')"
"('O95163', 'P04629')"
"('P62280', 'Q96BK5')"
"('Q9NRC8', 'Q5QJE6')"
"('Q8WUM4', 'O43865')"
"('Q15424', 'Q13641')"
"('O15264', 'P30281')"
"('Q9HCE1', 'P51959')"
"('O43291', 'Q9BUV8')"
"('Q99576', 'Q14790')"
"('O76081', 'Q8TBP0')"
"('Q16659', 'P50402')"
"('O60662', 'Q9UDY6')"
"('Q8N4H0', 'Q9Y2K1')"
"('Q9NZR1', 'Q9Y3D7')"
"('O60671', 'O60260')"
"('P07942', 'P05106')"
"('Q14764', 'Q6IQ23')"
"('Q15561', 'P21673')"
"('A2RUC4', 'P20036')"
"('Q13956', 'P78424')"
"('Q9Y2Q5', 'Q9UHA4')"
"('P53985', 'Q9C0B0')"
"('P04406', 'P24941')"
"('Q504Q3', 'Q8IUF1')"
"('Q9BWF2', 'Q9Y4K3')"
"('O95400', 'Q13247')"
"('P35637', 'Q05519')"
"('Q96B97', 'Q9H3F6')"
"('Q9Y2K9', 'O00161')"
"('Q9Y4K3', 'P06241')"
"('Q8N3D4', 'P19387')"
"('Q9NWQ8', 'Q9UER7')"
"('P09661', 'Q15427')"
"('P42574', 'P05067')"
"('Q9UMX0', 'P54252')"
"('P08237', 'O14964')"
"('P00533', 'O00522')"
"('Q9BYD6', 'Q8TAE8')"
"('Q15717', 'Q9Y4F3')"
"('P07910', 'P11308')"
"('Q96AJ1', 'Q3SYG4')"
"('P09651', 'P52655')"
"('P0DMV8', 'P07900')"
"('P25325', 'Q14232')"
"('Q8IZ21', 'O15259')"
"('P68133', 'P08670')"
"('Q10567', 'P15927')"
"('Q8WWY6', 'Q14839')"
"('P24752', 'Q9UNY4')"
"('P17029', 'Q86WU2')"
"('P60370', 'O95363')"
"('O14965', 'Q14203')"
"('Q6NUQ1', 'O43264')"
"('P13639', 'Q01995')"
"('P49366', 'O00194')"
"('Q13620', 'Q15291')"
"('Q16763', 'Q9UM11')"
"('O14936', 'O94868')"
"('Q9HCE1', 'Q13243')"
"('Q99619', 'O15013')"
"('Q8IVT5', 'O75694')"
"('P02686', 'P13533')"
"('P50897', 'Q9UJS0')"
"('Q9C0B5', 'Q8IYR6')"
"('P50750', 'Q15078')"
"('Q7L5N1', 'Q6PI47')"
"('P27694', 'Q9H8T0')"
"('Q9Y5X1', 'P50570')"
"('Q9NZJ9', 'Q14145')"
"('P35219', 'P49862')"
"('Q9HCE1', 'Q9ULK6')"
"('P01106', 'Q9NQH7')"
"('P38646', 'O75131')"
"('O95758', 'P29966')"
"('Q8WVY7', 'P26639')"
"('O00567', 'Q8NE71')"
"('P03952', 'P01042')"
"('P11142', 'P61326')"
"('P63104', 'Q96K21')"
"('O43586', 'Q9Y4Z0')"
"('P11142', 'P48728')"
"('Q8TAP6', 'P68400')"
"('P00338', 'P55263')"
"('Q16695', 'P13612')"
"('P50416', 'P49821')"
"('Q92956', 'P81605')"
"('P07686', 'P19367')"
"('Q96EB6', 'Q9NWK9')"
"('Q13310', 'Q13595')"
"('P62280', 'Q13148')"
"('Q86TG7', 'Q8N3C7')"
"('P35244', 'Q13469')"
"('Q9ULX9', 'Q9P1Z2')"
"('P31151', 'P35219')"
"('Q04724', 'P42773')"
"('P49591', 'P57078')"
"('P55884', 'O15371')"
"('Q969P0', 'Q9UJT0')"
"('P53396', 'O75147')"
"('P55795', 'Q96DH6')"
"('Q96AY4', 'Q8N960')"
"('P51665', 'P24385')"
"('P31946', 'Q6GQQ9')"
"('P62942', 'P00441')"
"('Q9BSV6', 'Q9UKB1')"
"('P46379', 'Q9H944')"
"('Q99081', 'Q6XD76')"
"('P46531', 'O95785')"
"('Q9UI95', 'Q9HCE1')"
"('Q13619', 'P14678')"
"('Q9NWB7', 'O75665')"
"('Q9NQW6', 'Q03001')"
"('Q15562', 'Q14683')"
"('P61165', 'Q14165')"
"('Q9BUJ2', 'Q08170')"
"('Q9H0W5', 'Q08380')"
"('Q8N344', 'Q13393')"
"('Q9NWU2', 'O60313')"
"('Q9BY12', 'Q08AG7')"
"('O15350', 'P43356')"
"('Q9UBE8', 'Q9NZN8')"
"('Q9UBS0', 'P62750')"
"('Q96HT8', 'Q8IYA8')"
"('O60826', 'P51805')"
"('Q92620', 'Q8WXK4')"
"('Q96LB3', 'Q9NPJ6')"
"('P35544', 'Q9UQ80')"
"('P46100', 'Q06609')"
"('Q9H9Z2', 'Q13610')"
"('Q7Z3S9', 'Q2WGJ6')"
"('Q9UJF2', 'Q07890')"
"('Q8IZD9', 'P62745')"
"('Q00839', 'P82933')"
"('Q8NH59', 'Q9P2W3')"
"('P61077', 'Q15386')"
"('Q01130', 'P14866')"
"('Q68CZ1', 'A6NKD9')"
"('Q5BKY6', 'P26371')"
"('Q8WUM4', 'P07437')"
"('Q9BS86', 'Q9UJM3')"
"('P22415', 'P51805')"
"('P08588', 'P21917')"
"('Q14697', 'O43776')"
"('Q5SW79', 'O76041')"
"('P28749', 'O15047')"
"('P02745', 'P02741')"
"('P62805', 'P38919')"
"('P46063', 'P61244')"
"('Q15038', 'P09234')"
"('Q14203', 'O95219')"
"('Q69YU3', 'Q96QF0')"
"('P68431', 'Q15208')"
"('P48509', 'P26715')"
"('Q9P212', 'P05771')"
"('P12643', 'P61160')"
"('O15524', 'Q13617')"
"('P51608', 'P35713')"
"('P11586', 'P31153')"
"('P61224', 'P14618')"
"('P50453', 'P04637')"
"('P60409', 'Q16670')"
"('Q99750', 'Q9GZV7')"
"('P51991', 'P51149')"
"('P49746', 'P57078')"
"('O15273', 'P25445')"
"('Q9NRC8', 'Q14974')"
"('Q53EL6', 'P55072')"
"('P25098', 'Q9P270')"
"('O75461', 'Q7Z4G1')"
"('P43220', 'Q96BI3')"
"('Q01167', 'Q9NZJ5')"
"('Q8IWL3', 'Q96D53')"
"('O75419', 'Q9HAW4')"
"('O75925', 'O43255')"
"('P04629', 'Q9UMX0')"
"('Q7Z6Z7', 'P43686')"
"('P22695', 'P27105')"
"('Q9NRL3', 'Q9HCE1')"
"('P13010', 'P14921')"
"('Q8IX90', 'Q6PCE3')"
"('Q9BQ52', 'Q8IWL3')"
"('P29965', 'P00739')"
"('Q86V48', 'P47755')"
"('P31942', 'P55795')"
"('P05089', 'P83916')"
"('Q7Z7H3', 'P60369')"
"('Q6DD87', 'Q99496')"
"('O43791', 'Q13618')"
"('Q9UDY2', 'Q96SB4')"
"('P14780', 'P16035')"
"('Q9H6Z9', 'P42224')"
"('P17612', 'Q8NGX1')"
"('Q13616', 'P00918')"
"('Q6L8H1', 'Q49AN0')"
"('P56524', 'Q09028')"
"('P42574', 'P08047')"
"('Q9Y3T9', 'Q8NAP3')"
"('P21333', 'Q9P2K2')"
"('Q96AG4', 'Q9Y4K3')"
"('Q86Y78', 'Q6UWP7')"
"('Q8N4C6', 'P04637')"
"('Q13428', 'P50897')"
"('P14373', 'Q8TES7')"
"('Q8IX90', 'Q8IYS2')"
"('Q13309', 'P50750')"
"('Q92572', 'Q9Y5E8')"
"('P49639', 'Q92608')"
"('Q86SQ0', 'O95544')"
"('P24844', 'P78356')"
"('Q92608', 'O75525')"
"('Q9NPD8', 'P32119')"
"('Q06330', 'Q9UEE9')"
"('O15105', 'Q09472')"
"('Q96CN7', 'Q66GS9')"
"('Q96B97', 'Q5R3I4')"
"('Q6MZM0', 'Q6K0P9')"
"('P60520', 'P51571')"
"('Q96ES7', 'Q8TBB1')"
"('P82921', 'O75306')"
"('Q04637', 'Q9C0B0')"
"('O95678', 'O75934')"
"('P35579', 'Q6WCQ1')"
"('Q16659', 'O94818')"
"('P13232', 'P26951')"
"('Q8NB12', 'Q8IX15')"
"('Q02539', 'Q7L3S4')"
"('Q6W2J9', 'Q06587')"
"('P48039', 'Q13585')"
"('P21673', 'P32119')"
"('P49406', 'Q969Q1')"
"('Q96CJ1', 'Q09028')"
"('Q7Z460', 'Q71U36')"
"('O14967', 'Q6NUS6')"
"('O95405', 'P01100')"
"('P57678', 'Q9NY27')"
"('Q5VSG8', 'P22304')"
"('P31944', 'P15923')"
"('P14373', 'Q9BYI3')"
"('Q8WWK9', 'O60308')"
"('Q8N6P7', 'P23458')"
"('P49757', 'Q96D71')"
"('P08754', 'P01112')"
"('O00214', 'Q92673')"
"('Q13148', 'Q8IUH3')"
"('P48553', 'Q8IYB1')"
"('O14508', 'Q15369')"
"('Q03014', 'O95967')"
"('P25098', 'Q8NGI8')"
"('Q13007', 'P40189')"
"('O95832', 'Q96HJ5')"
"('Q9NUX5', 'P12277')"
"('Q93008', 'P55196')"
"('P06400', 'Q9UM11')"
"('Q9Y6I3', 'Q9Y6Q5')"
"('P05067', 'P43628')"
"('P27695', 'Q9Y265')"
"('P46779', 'Q9UQ80')"
"('Q01844', 'Q93034')"
"('P54259', 'Q9NWB1')"
"('Q96CT2', 'Q9UNL2')"
"('Q9UQL6', 'Q13200')"
"('P19174', 'P29376')"
"('P50454', 'Q13363')"
"('Q9NRR5', 'Q9HAT8')"
"('Q12788', 'O60832')"
"('Q92890', 'Q15572')"
"('P22626', 'O95793')"
"('Q9ULV8', 'Q99062')"
"('Q96AY4', 'Q9NPJ6')"
"('Q13049', 'Q5VVX9')"
"('Q96NU1', 'A6ZKI3')"
"('A6NDL8', 'Q9P2W3')"
"('Q16589', 'Q15257')"
"('O94927', 'Q15154')"
"('P11021', 'Q04864')"
"('Q9C0D9', 'Q15717')"
"('P37198', 'Q16666')"
"('P40337', 'O60568')"
"('P05423', 'P0DPB6')"
"('E9PAV3', 'Q13618')"
"('O15111', 'Q969T4')"
"('Q15437', 'P55854')"
"('Q8N3K9', 'Q96EB6')"
"('O15344', 'Q5T7W0')"
"('Q13285', 'P38919')"
"('P30050', 'Q6ZW49')"
"('P21675', 'O14662')"
"('O60306', 'Q8TAD8')"
"('P0C0S5', 'P13631')"
"('O43290', 'Q8IY92')"
"('A2RU14', 'Q96HJ5')"
"('Q9UBE8', 'Q8N3Y7')"
"('Q8TED0', 'Q9UBN7')"
"('P62136', 'O15399')"
"('P45984', 'P19419')"
"('P55735', 'O75886')"
"('Q9Y561', 'O43291')"
"('Q2M2I5', 'Q13620')"
"('P61218', 'Q15560')"
"('O95295', 'O75923')"
"('P30520', 'P11172')"
"('P42224', 'P38398')"
"('Q96RU3', 'Q99996')"
"('P12074', 'Q8WYQ3')"
"('Q3KQV3', 'Q6A162')"
"('Q9H0C8', 'P22607')"
"('Q6NXG1', 'Q6ZRY4')"
"('P26717', 'Q13241')"
"('O95831', 'Q9UBS0')"
"('P11234', 'P61586')"
"('Q9UBU8', 'P63261')"
"('P10828', 'Q6P2C8')"
"('P60903', 'O75844')"
"('P19113', 'Q9Y6K9')"
"('O75323', 'P19367')"
"('Q8IWY8', 'Q9UBU9')"
"('Q6DCA0', 'P53609')"
"('Q9Y4K3', 'P58107')"
"('Q13105', 'Q13887')"
"('O00541', 'P01834')"
"('P06400', 'Q14209')"
"('Q8NBS9', 'Q9H3U1')"
"('O14980', 'Q96EZ8')"
"('Q70EL3', 'Q92621')"
"('Q8NFH3', 'Q99832')"
"('Q9NSK0', 'P50222')"
"('Q9P0V3', 'O43166')"
"('P01106', 'O15111')"
"('P35558', 'Q9H1R3')"
"('Q9NQP4', 'P21333')"
"('P80723', 'P62140')"
"('Q6NZI2', 'Q16543')"
"('Q96B26', 'Q8NDC4')"
"('P38398', 'Q15486')"
"('Q8WVC0', 'Q9Y6K1')"
"('O00410', 'Q96KN7')"
"('Q14137', 'O75146')"
"('O95817', 'A8MQ03')"
"('Q13233', 'P38398')"
"('Q7Z4H7', 'O94986')"
"('P08670', 'O15160')"
"('O60934', 'Q13315')"
"('Q13227', 'Q0VDD7')"
"('P10619', 'O95817')"
"('P35613', 'Q96A65')"
"('Q13315', 'Q9UKM9')"
"('Q9NVM6', 'Q7Z478')"
"('Q15323', 'P25786')"
"('Q13137', 'Q8TBZ8')"
"('Q6ZRS2', 'O43257')"
"('Q8N4V1', 'P55265')"
"('P98177', 'A8MYZ6')"
"('P53041', 'Q14344')"
"('P42696', 'Q8IY81')"
"('Q8IWZ3', 'Q9NS39')"
"('O14746', 'P54274')"
"('P46777', 'P62269')"
"('Q14011', 'P19320')"
"('Q15022', 'Q16891')"
"('P31749', 'O60437')"
"('P63244', 'P56537')"
"('Q8N726', 'O75496')"
"('O15119', 'Q96FF9')"
"('O95544', 'P61981')"
"('O15031', 'P60763')"
"('P14678', 'Q8N9N5')"
"('Q96QS3', 'Q8TCZ2')"
"('Q96T88', 'P68431')"
"('P45984', 'Q15648')"
"('Q99496', 'Q07666')"
"('Q8WXR4', 'P08238')"
"('P01112', 'Q8N726')"
"('Q9NVC6', 'Q9BTT4')"
"('P15927', 'Q9NX55')"
"('Q13618', 'Q9UNF1')"
"('P27361', 'P04637')"
"('Q06330', 'P55265')"
"('Q14183', 'P52306')"
"('Q9Y282', 'Q9UPQ8')"
"('P48539', 'Q8TD86')"
"('Q99523', 'O60506')"
"('Q9NR50', 'P09651')"
"('P62993', 'Q15532')"
"('Q02297', 'P51957')"
"('Q1A5X7', 'Q9UL45')"
"('Q8NBT2', 'Q96BD8')"
"('O76015', 'O14964')"
"('P38646', 'Q14643')"
