negatives
"('P07951', 'P23508')"
"('Q9Y3C0', 'O60383')"
"('P16104', 'Q96QK1')"
"('Q9Y4K3', 'O95373')"
"('Q5VTD9', 'Q9P2E2')"
"('Q92900', 'P62424')"
"('O60716', 'P61586')"
"('P16104', 'O60934')"
"('P01106', 'Q8NHJ6')"
"('O14744', 'Q9HCK5')"
"('Q15459', 'P49841')"
"('A0JLT2', 'P62314')"
"('Q8TDG2', 'P08588')"
"('Q9UBU3', 'Q9BXA5')"
"('Q92786', 'O15379')"
"('P26951', 'Q92569')"
"('P30304', 'P50750')"
"('Q13243', 'P51003')"
"('P12956', 'P25963')"
"('O00487', 'Q92905')"
"('P51617', 'O43353')"
"('P15884', 'Q06455')"
"('Q13535', 'P17066')"
"('Q9H7D0', 'P63000')"
"('Q8NFZ5', 'Q02763')"
"('Q15256', 'Q16539')"
"('P15260', 'P35228')"
"('P26927', 'Q12778')"
"('O95990', 'Q9Y2I6')"
"('O14543', 'Q14626')"
"('P08621', 'Q13573')"
"('Q01844', 'Q9H173')"
"('P02765', 'P55157')"
"('Q9Y478', 'Q13526')"
"('O00291', 'P56537')"
"('P12956', 'P46783')"
"('P55010', 'Q99613')"
"('P53621', 'P49286')"
"('Q14192', 'P05556')"
"('O00214', 'P02790')"
"('P51965', 'Q86UD3')"
"('Q9NR46', 'Q96JG8')"
"('Q93009', 'Q9Y230')"
"('P49207', 'P62910')"
"('Q15173', 'Q86YF9')"
"('Q14191', 'P39748')"
"('P51398', 'P62633')"
"('P16220', 'Q9H7Z6')"
"('O75956', 'Q9ULV5')"
"('Q5D0E6', 'P67870')"
"('Q96JC1', 'Q13485')"
"('Q9Y2Y6', 'Q7Z6M1')"
"('P61158', 'O60739')"
"('P63104', 'Q04837')"
"('Q8WWY3', 'P49756')"
"('Q8IVT5', 'P04049')"
"('P45983', 'Q07889')"
"('Q92547', 'O60343')"
"('Q9GZM8', 'P49454')"
"('O95405', 'Q8TD26')"
"('Q99567', 'Q96EE3')"
"('Q9NYL9', 'P62993')"
"('Q99624', 'Q7L5N1')"
"('P29353', 'P05783')"
"('Q9HAW4', 'Q92466')"
"('O14964', 'Q96QK1')"
"('P62993', 'P25705')"
"('Q13315', 'Q96PK6')"
"('P10144', 'P55211')"
"('P62750', 'P05388')"
"('Q6ZUM4', 'P60953')"
"('P01116', 'P55196')"
"('O00571', 'Q14164')"
"('Q9Y2X8', 'Q96PM5')"
"('Q9Y371', 'P10721')"
"('Q08945', 'Q96HA7')"
"('Q92835', 'P08581')"
"('Q96BN2', 'P68431')"
"('P01574', 'P26951')"
"('P24158', 'P84022')"
"('Q8IYW5', 'Q9Y3C5')"
"('O15169', 'Q15172')"
"('P01889', 'Q9H9B4')"
"('P36897', 'Q9NPB6')"
"('Q9P2H0', 'O00267')"
"('P62750', 'P50914')"
"('Q5T3J3', 'P17028')"
"('O14964', 'P42566')"
"('O95819', 'Q9Y265')"
"('P04049', 'P36873')"
"('Q06587', 'O00257')"
"('Q13123', 'Q96GM8')"
"('Q9NPA1', 'O60840')"
"('P62993', 'P23760')"
"('P01106', 'O00746')"
"('Q15256', 'P09619')"
"('Q9UKE5', 'Q01082')"
"('Q9NQX7', 'P18146')"
"('Q9BUL8', 'Q02556')"
"('Q9NR33', 'Q9ULM3')"
"('Q04206', 'Q969V6')"
"('P67775', 'Q4G163')"
"('P30086', 'O75477')"
"('Q96PM5', 'P62158')"
"('Q13247', 'Q86V81')"
"('Q9NRC1', 'O95405')"
"('Q9UKG9', 'Q8NFZ5')"
"('P45973', 'P29590')"
"('Q07889', 'P08134')"
"('Q5UIP0', 'O43657')"
"('P30154', 'Q06190')"
"('Q9UHD2', 'Q92844')"
"('P32780', 'P28715')"
"('O14745', 'P51790')"
"('O14867', 'P15559')"
"('Q8TBN0', 'Q6ZVK8')"
"('Q8WUY8', 'Q9NRH1')"
"('O75309', 'P18146')"
"('P63104', 'Q9Y4H2')"
"('Q9H981', 'Q96EZ8')"
"('P13725', 'Q99062')"
"('P56945', 'Q9Y6K9')"
"('P31749', 'Q8TAQ2')"
"('Q92901', 'Q02878')"
"('P01116', 'P48736')"
"('P41235', 'P26927')"
"('O00750', 'P27986')"
"('Q86Z02', 'O14640')"
"('P16471', 'P12931')"
"('Q00005', 'O75400')"
"('Q13114', 'Q8WYR1')"
"('Q8IWW6', 'P15153')"
"('P01106', 'Q14689')"
"('P52756', 'Q07955')"
"('P62993', 'Q14185')"
"('O00470', 'P12980')"
"('P19388', 'O15514')"
"('Q9Y617', 'P01889')"
"('Q00653', 'Q07325')"
"('P20701', 'P08575')"
"('Q99959', 'P31947')"
"('Q16254', 'O75385')"
"('P04183', 'P55084')"
"('O75970', 'P28223')"
"('P41743', 'P46527')"
"('P52797', 'P54764')"
"('P30154', 'P54284')"
"('Q15834', 'Q7Z3B3')"
"('P22694', 'Q8NFM4')"
"('P32121', 'Q8NG78')"
"('P35968', 'P27986')"
"('Q14839', 'Q13573')"
"('Q92904', 'Q15038')"
"('P62330', 'Q01813')"
"('O14512', 'Q9UHF4')"
"('P08697', 'P00747')"
"('O95049', 'P56750')"
"('P09341', 'P51681')"
"('Q9HCI7', 'P63104')"
"('P62158', 'Q04206')"
"('P17931', 'O60506')"
"('Q969Y2', 'Q6QNY1')"
"('P61254', 'Q9UNX3')"
"('P12532', 'P21281')"
"('Q8NFH3', 'Q04637')"
"('P35579', 'P10916')"
"('Q9Y5S8', 'Q07889')"
"('P02745', 'P26022')"
"('P38398', 'P61077')"
"('Q96HA1', 'P49790')"
"('P15121', 'P15924')"
"('Q14164', 'P61081')"
"('P17612', 'Q70SY1')"
"('Q9UBZ9', 'Q14192')"
"('P27361', 'Q9NRA0')"
"('Q01201', 'Q00610')"
"('P05997', 'Q13683')"
"('Q9UBM7', 'Q9UKV8')"
"('Q9NX58', 'Q9NSB4')"
"('O95816', 'O00221')"
"('Q8IZQ1', 'Q9H1Y0')"
"('Q8TAF3', 'P01889')"
"('Q15369', 'Q16665')"
"('P02652', 'P02654')"
"('P32881', 'P40238')"
"('Q9Y572', 'P08107')"
"('O75385', 'O75143')"
"('P51668', 'Q12899')"
"('Q8NHR9', 'P63261')"
"('Q8IZJ0', 'Q99665')"
"('P07858', 'Q9HBJ7')"
"('P00558', 'P08238')"
"('Q9H8E8', 'P51610')"
"('Q7L5N1', 'P13385')"
"('Q7Z434', 'Q9Y4K3')"
"('Q9BZZ5', 'Q13573')"
"('Q9BUQ8', 'O75554')"
"('O75815', 'P33176')"
"('Q8TAQ2', 'Q96GM5')"
"('P62851', 'Q9HCK5')"
"('O00255', 'P17535')"
"('Q12923', 'Q02556')"
"('Q14CB8', 'Q96SN8')"
"('Q05397', 'O14745')"
"('P80098', 'P49238')"
"('Q13526', 'P98177')"
"('Q15437', 'Q13573')"
"('P08107', 'O15164')"
"('Q15648', 'P28702')"
"('P62841', 'P39019')"
"('O95568', 'O96024')"
"('P30679', 'P25024')"
"('P23508', 'P48730')"
"('Q13216', 'Q15560')"
"('P04264', 'Q86UA6')"
"('P20783', 'Q16620')"
"('Q9P2M7', 'A7E2Y1')"
"('Q8IUQ4', 'Q15059')"
"('Q9Y6K9', 'Q96Q05')"
"('Q2TBC4', 'Q92997')"
"('Q9UJU5', 'O75751')"
"('Q9BYG4', 'Q05513')"
"('Q08211', 'P35637')"
"('Q15653', 'Q96A65')"
"('Q01543', 'O95551')"
"('Q9Y2Q3', 'Q9Y5M8')"
"('Q15796', 'O43187')"
"('P29034', 'P15514')"
"('P30480', 'O95831')"
"('Q16891', 'Q9H0I3')"
"('Q92747', 'P61160')"
"('P62633', 'P06748')"
"('Q9Y265', 'P01889')"
"('P30480', 'P11586')"
"('P62750', 'P32969')"
"('P37023', 'P10600')"
"('P36873', 'Q6UXN9')"
"('P02778', 'P51686')"
"('P06454', 'P08107')"
"('Q93077', 'Q99879')"
"('P38646', 'P19838')"
"('Q9Y4Y9', 'Q9Y333')"
"('P04406', 'Q5QNW6')"
"('P08581', 'P46109')"
"('Q99962', 'P01909')"
"('P09874', 'Q9NQB0')"
"('P63261', 'Q9UKX3')"
"('Q13153', 'Q15796')"
"('Q9Y490', 'P26012')"
"('P35222', 'P09651')"
"('Q9UKV8', 'Q12905')"
"('Q15428', 'Q9UKV3')"
"('Q9UIF7', 'P27695')"
"('P26641', 'Q9HAU4')"
"('P35626', 'Q8NH54')"
"('P16499', 'P18545')"
"('Q9NPB6', 'Q96MX6')"
"('P01106', 'Q9UK76')"
"('Q02763', 'Q12913')"
"('Q15544', 'Q15543')"
"('P62701', 'P25398')"
"('P01106', 'Q9UHI6')"
"('Q9UQP3', 'P31431')"
"('Q01151', 'Q15717')"
"('Q9Y5P8', 'P19429')"
"('Q8WWQ8', 'P62328')"
"('Q9NVP2', 'P78330')"
"('Q9H4P4', 'P04629')"
"('P62993', 'Q9Y230')"
"('P32121', 'P58170')"
"('P05231', 'Q99665')"
"('P30084', 'O60739')"
"('Q9HC52', 'Q15047')"
"('Q13557', 'P51828')"
"('P05783', 'P22681')"
"('Q07890', 'P84095')"
"('Q15428', 'O94906')"
"('Q07890', 'Q8IV61')"
"('O60861', 'P05388')"
"('P78396', 'Q14697')"
"('Q9BY41', 'Q6FI13')"
"('Q6P1J9', 'Q12996')"
"('Q13546', 'Q8IVM0')"
"('P26038', 'Q13464')"
"('P23508', 'P02786')"
"('P62310', 'Q13435')"
"('P40337', 'O60888')"
"('O00254', 'P06241')"
"('O76064', 'P62837')"
"('Q16181', 'O75909')"
"('P42575', 'Q13546')"
"('P02768', 'P35030')"
"('Q15796', 'O15198')"
"('Q12879', 'Q01668')"
"('P32121', 'Q6IF99')"
"('Q9NYG5', 'Q9NZH5')"
"('Q06455', 'Q99684')"
"('Q53TQ3', 'P0C1Z6')"
"('P04626', 'P01106')"
"('P41235', 'Q12955')"
"('O43353', 'P53779')"
"('P29972', 'Q99750')"
"('Q30154', 'P01730')"
"('Q15843', 'P68104')"
"('Q15788', 'P11473')"
"('Q9NRD5', 'Q9NRR5')"
"('O95084', 'O15530')"
"('Q13315', 'Q5QJE6')"
"('Q96K37', 'Q9GZU1')"
"('Q16513', 'P30305')"
"('P98175', 'O43143')"
"('Q96BN2', 'Q8NEM7')"
"('P84085', 'Q13573')"
"('Q9BQE3', 'P04350')"
"('Q01831', 'Q13111')"
"('Q9UL03', 'Q9HAU5')"
"('Q6P2Q9', 'Q15029')"
"('P20929', 'Q8WZ42')"
"('O00422', 'Q15287')"
"('Q9UER7', 'P27037')"
"('P59768', 'P35498')"
"('Q13427', 'Q15287')"
"('Q15843', 'P62917')"
"('Q96A72', 'Q9H1J1')"
"('P10600', 'Q04771')"
"('Q9H4B7', 'Q71U36')"
"('P23458', 'P42226')"
"('Q6FI13', 'Q92769')"
"('P52735', 'Q8WUB8')"
"('Q8TDY2', 'O94817')"
"('Q15834', 'Q9UJ04')"
"('P67775', 'Q08999')"
"('P54257', 'P31644')"
"('Q8NDV3', 'O60216')"
"('O95999', 'Q04206')"
"('P55084', 'Q00653')"
"('Q96GF1', 'P62256')"
"('A0JLT2', 'P61218')"
"('P13501', 'P10914')"
"('Q13007', 'P26992')"
"('O15198', 'Q13310')"
"('O15360', 'Q9NVI1')"
"('P84022', 'Q9Y483')"
"('Q03135', 'P29350')"
"('P30504', 'P00505')"
"('O95999', 'P58876')"
"('Q9ULM3', 'Q01658')"
"('P49757', 'Q8TBB1')"
"('Q13164', 'P40763')"
"('Q9NRF9', 'Q96ES7')"
"('O15198', 'Q9BRR9')"
"('Q14164', 'Q9P0I2')"
"('Q15428', 'P09661')"
"('Q16827', 'Q99961')"
"('P01112', 'Q04206')"
"('Q96QF0', 'Q16385')"
"('Q9HCM9', 'Q9HAC8')"
"('P10242', 'Q13813')"
"('Q8WXX0', 'P60520')"
"('Q12852', 'Q08116')"
"('P49336', 'O75448')"
"('P05129', 'P27361')"
"('Q15349', 'Q00987')"
"('P18146', 'P60484')"
"('P12314', 'P29353')"
"('P06746', 'P27695')"
"('Q00005', 'P30048')"
"('Q9H9Q2', 'P38936')"
"('P36897', 'O00238')"
"('P04792', 'O00422')"
"('P15692', 'P15884')"
"('P63279', 'Q9UKL3')"
"('Q13796', 'P63261')"
"('P08579', 'Q9Y675')"
"('Q92989', 'O94913')"
"('P51668', 'Q9Y577')"
"('Q9UIU6', 'O15550')"
"('P00519', 'Q96AC6')"
"('Q13243', 'Q05519')"
"('P36956', 'P51843')"
"('P80723', 'Q9Y572')"
"('P11142', 'Q9BXP5')"
"('Q13118', 'Q15717')"
"('P61006', 'P61026')"
"('Q9Y258', 'P51684')"
"('Q96T58', 'Q99459')"
"('O15357', 'Q9BX66')"
"('Q00005', 'Q9NWZ3')"
"('P05129', 'Q8TEY5')"
"('P62136', 'O60359')"
"('Q9Y5P4', 'Q13352')"
"('Q9Y613', 'Q13573')"
"('Q9UPY6', 'Q92747')"
"('Q9NYJ8', 'P31943')"
"('Q9BYX4', 'Q02556')"
"('P22455', 'P01112')"
"('P60866', 'P62241')"
"('Q86YP4', 'Q99459')"
"('Q9Y265', 'Q9C086')"
"('Q9P1U1', 'P61160')"
"('P19525', 'Q8IY81')"
"('Q01844', 'P62899')"
"('Q9H0J4', 'P52948')"
"('Q16555', 'Q14194')"
"('O75444', 'P02489')"
"('P00533', 'Q9NRV9')"
"('Q16594', 'Q92831')"
"('O75449', 'P18146')"
"('P06733', 'Q86T03')"
"('28934', 'P28749')"
"('P09234', 'Q9BQA1')"
"('Q9H1D9', 'Q96FK6')"
"('P46060', 'Q9HAT8')"
"('Q15102', 'P04637')"
"('Q9Y5J5', 'Q9HAV4')"
"('O95484', 'P56880')"
"('O95793', 'Q09161')"
"('P22694', 'P41181')"
"('Q96KG7', 'Q9NZM3')"
"('Q05397', 'Q06124')"
"('P11215', 'P51572')"
"('Q9H761', 'Q9Y383')"
"('Q13191', 'P38484')"
"('Q8IUC4', 'Q9UBN6')"
"('P63211', 'Q9HBW0')"
"('Q5TH69', 'P04156')"
"('P62993', 'P62857')"
"('Q14526', 'Q92858')"
"('Q9H7Z6', 'P11474')"
"('P30466', 'P43628')"
"('P23511', 'P04637')"
"('P05060', 'P20073')"
"('P31947', 'P61962')"
"('Q9HCK5', 'P46776')"
"('O14543', 'P08887')"
"('Q13573', 'Q9Y5Q9')"
"('Q13247', 'P52756')"
"('Q15388', 'P21796')"
"('P80188', 'P14780')"
"('O95477', 'Q15700')"
"('Q9UQL6', 'Q99878')"
"('P27361', 'P05412')"
"('Q13772', 'P01112')"
"('P18124', 'Q92901')"
"('P29590', 'O15379')"
"('Q96QU1', 'Q9Y6N9')"
"('Q9UBP6', 'P57081')"
"('P05455', 'Q99558')"
"('P07437', 'Q13573')"
"('Q92918', 'O95433')"
"('Q92734', 'Q00653')"
"('Q15831', 'Q14232')"
"('Q8WVM7', 'Q9UJ98')"
"('P58012', 'O00482')"
"('Q15287', 'P67870')"
"('P05387', 'Q9Y3U8')"
"('P48643', 'Q9HA65')"
"('Q8TF65', 'Q13432')"
"('P18146', 'P01344')"
"('Q9UJM3', 'O43586')"
"('Q9NYJ8', 'P45983')"
"('P47712', 'P12931')"
"('Q8IZJ0', 'P17181')"
"('Q9UK08', 'P53778')"
"('P39019', 'P62841')"
"('P08575', 'Q13224')"
"('P49023', 'Q05209')"
"('P84101', 'P61289')"
"('P26368', 'Q9UHR5')"
"('P49459', 'Q5T4S7')"
"('Q04206', 'P16581')"
"('P14210', 'P04626')"
"('Q13315', 'Q9UPN6')"
"('O60603', 'P49368')"
"('Q9UKF6', 'Q15366')"
"('P14921', 'P51692')"
"('Q9BX46', 'Q92879')"
"('P18084', 'P63261')"
"('724027', 'P11717')"
"('Q8WV19', 'Q8IUQ4')"
"('Q92574', 'Q15078')"
"('P20809', 'Q08334')"
"('P41235', 'P20823')"
"('P53680', 'Q15149')"
"('P62906', 'P62891')"
"('P30559', 'Q01668')"
"('P01106', 'Q9NTI5')"
"('Q03405', 'P18146')"
"('P84022', 'Q9NQ87')"
"('Q13177', 'Q8TEJ3')"
"('406908', 'Q15910')"
"('P07948', 'P43405')"
"('P17252', 'Q12802')"
"('P32121', 'Q8NH70')"
"('Q96KK5', 'O60814')"
"('O00716', 'P20248')"
"('Q9UBC3', 'Q15910')"
"('O75038', 'Q16512')"
"('Q9NYB9', 'Q9H013')"
"('Q16891', 'Q9NVH1')"
"('O15105', 'O15379')"
"('Q9Y2Q3', 'Q9H2M9')"
"('P52434', 'Q9P2G9')"
"('P49674', 'Q8TAM1')"
"('Q9Y6K9', 'P06576')"
"('P12956', 'P62324')"
"('Q02447', 'P49842')"
"('Q8NFF5', 'P41227')"
"('P78406', 'O15504')"
"('P0C5Y9', 'Q8WUI4')"
"('Q13794', 'Q07817')"
"('51639', 'O00442')"
"('P29590', 'O60934')"
"('P08581', 'P27986')"
"('P27797', 'Q13177')"
"('Q15750', 'Q8WUM4')"
"('P59535', 'A8MTJ3')"
"('P46531', 'O14920')"
"('P32519', 'P53539')"
"('Q9UGJ0', 'P54619')"
"('P63104', 'Q92905')"
"('P07900', 'P10275')"
"('P40763', 'P10415')"
"('Q9H467', 'O15111')"
"('P07949', 'P19174')"
"('Q99689', 'Q9Y3D7')"
"('P04637', 'Q92922')"
"('P01106', 'Q9NTJ3')"
"('P13987', 'P52735')"
"('P07437', 'Q04864')"
"('Q13131', 'O43741')"
"('P21918', 'P62166')"
"('P42772', 'Q00534')"
"('P12931', 'Q9BXN2')"
"('P08107', 'Q9Y239')"
"('P33176', 'P42263')"
"('P50616', 'Q8IY67')"
"('P46109', 'P49023')"
"('P01100', 'P04141')"
"('P05014', 'P10912')"
"('Q14494', 'P17275')"
"('Q5XUX0', 'Q13616')"
"('Q8NHQ1', 'P48552')"
"('P54132', 'P35244')"
"('Q9BTE0', 'Q16659')"
"('Q8WZ42', 'Q9UHX1')"
"('Q9GZM8', 'P21506')"
"('Q8IX90', 'Q00005')"
"('P62136', 'P62955')"
"('Q13509', 'O14576')"
"('P20671', 'Q86U86')"
"('O15444', 'P51679')"
"('P27348', 'P16144')"
"('Q9NPJ6', 'Q71F56')"
"('P61925', 'Q96RG2')"
"('P54753', 'Q15768')"
"('Q02094', 'P18146')"
"('Q99961', 'O15169')"
"('Q96B97', 'P27986')"
"('P22626', 'O75937')"
"('Q9NPF4', 'Q96EN9')"
"('Q9NYF0', 'O14641')"
"('Q01130', 'Q12986')"
"('P61006', 'P11171')"
"('P62241', 'P46783')"
"('P0C0S5', 'P0C1H6')"
"('Q8NEG5', 'P43364')"
"('Q15389', 'P35916')"
"('Q8IY92', 'P48594')"
"('P61313', 'Q9UL18')"
"('P05387', 'P84098')"
"('Q9Y2F9', 'Q9ULL4')"
"('O95819', 'P15104')"
"('Q5T5U3', 'Q07890')"
"('Q13469', 'O43353')"
"('P19235', 'Q12913')"
"('Q9H2X0', 'P16333')"
"('P22736', 'Q14802')"
"('P19320', 'P19878')"
"('Q15334', 'Q9BYG5')"
"('Q8TEW0', 'Q9BYG5')"
"('O75800', 'Q13489')"
"('P14780', 'P02452')"
"('Q6IFH4', 'P38405')"
"('Q9NR30', 'O43586')"
"('P12980', 'Q9NQV8')"
"('Q92561', 'Q8TAQ2')"
"('Q5VYV7', 'Q8IY92')"
"('O14576', 'Q13885')"
"('Q12789', 'P53779')"
"('Q92985', 'Q96A33')"
"('O75822', 'P41567')"
"('O60262', 'P48549')"
"('P53804', 'Q05086')"
"('P00167', 'P41235')"
"('P56199', 'P27658')"
"('O00233', 'P61289')"
"('P04908', 'Q969S8')"
"('P02747', 'P02647')"
"('P62158', 'P46020')"
"('Q13427', 'Q8NAV1')"
"('P52292', 'P07305')"
"('A0JLT2', 'P62487')"
"('Q9NZN5', 'P62745')"
"('Q9H816', 'P08107')"
"('Q9BQE4', 'Q9BUN8')"
"('P36897', 'Q96LT4')"
"('Q13547', 'Q01826')"
"('P24385', 'P12931')"
"('A6NIT4', 'Q08334')"
"('P51116', 'O60232')"
"('Q9NPH9', 'P38484')"
"('P27348', 'P35222')"
"('P26641', 'P31942')"
"('P01106', 'Q9ULJ1')"
"('O94832', 'Q13233')"
"('P27986', 'Q6ZUJ8')"
"('P31942', 'Q92841')"
"('P35268', 'P62945')"
"('P51817', 'P40145')"
"('P16520', 'Q01668')"
"('O15264', 'Q15233')"
"('P40337', 'P62330')"
"('O14904', 'P56705')"
"('Q6PCD5', 'P61088')"
"('Q15758', 'P19438')"
"('Q86YR5', 'Q8N6Y0')"
"('Q9UM63', 'P10275')"
"('Q53TS8', 'P16220')"
"('O14512', 'P52333')"
"('O15553', 'Q9NX02')"
"('P13569', 'Q9NZB2')"
"('P56880', 'P57739')"
"('O95777', 'P78347')"
"('P22694', 'Q07869')"
"('Q15185', 'Q9UET6')"
"('Q9Y6K9', 'Q9BWT7')"
"('O14556', 'P78549')"
"('Q15628', 'P25445')"
"('P12956', 'Q99643')"
"('Q9UKM9', 'Q92879')"
