negatives
"('Q9H0R6', 'P02775')"
"('Q9BXB1', 'Q6Y7W6')"
"('Q7L5N1', 'O95678')"
"('Q15717', 'Q92859')"
"('Q9HC07', 'P11586')"
"('Q9NY59', 'Q9Y3C7')"
"('Q9NR30', 'Q7Z2E3')"
"('Q9NZD8', 'O95214')"
"('P10721', 'P19174')"
"('Q13555', 'Q96FC9')"
"('O14980', 'Q96IU2')"
"('Q9P2Z0', 'P61289')"
"('Q96IZ0', 'Q13501')"
"('O95967', 'P60410')"
"('Q12906', 'P11233')"
"('A5D8V6', 'Q1A5X7')"
"('P67870', 'P48742')"
"('Q96SQ5', 'A1L4K1')"
"('Q96ED9', 'Q92530')"
"('Q96EK4', 'Q9NP66')"
"('Q9H4B6', 'P46934')"
"('P82933', 'O95478')"
"('P63104', 'P0DMV8')"
"('P19338', 'P27986')"
"('O75208', 'O75947')"
"('P22612', 'O76001')"
"('P01106', 'Q86VM9')"
"('Q9Y2W1', 'O95433')"
"('Q5TA82', 'P60370')"
"('P05388', 'P27694')"
"('P12694', 'P35609')"
"('Q86VQ0', 'Q9Y2D8')"
"('Q9NPF4', 'Q96S44')"
"('P07101', 'Q2T9J0')"
"('Q9HAU0', 'O60573')"
"('Q8N2W9', 'P12268')"
"('Q12931', 'Q9Y2C9')"
"('Q5RL73', 'P42773')"
"('O15260', 'P61221')"
"('O76003', 'P22301')"
"('P63218', 'P84996')"
"('P02545', 'P13984')"
"('Q2TAL8', 'A8MQ03')"
"('P12830', 'P78324')"
"('Q13618', 'Q9NXV6')"
"('Q16706', 'Q9BW91')"
"('P43304', 'P48553')"
"('Q9Y6K1', 'Q9BXA9')"
"('P61218', 'P30876')"
"('Q9H4K1', 'Q15834')"
"('P68371', 'Q9NXU5')"
"('P00338', 'Q9BSI4')"
"('Q9UIF7', 'Q96T76')"
"('P09622', 'Q6YN16')"
"('P60866', 'P62910')"
"('Q9BRX9', 'Q14980')"
"('Q9BQY4', 'Q9BUX1')"
"('P17252', 'P45379')"
"('Q9NUP9', 'Q13368')"
"('Q96KC9', 'P48553')"
"('Q9BZM6', 'Q9P2E8')"
"('P51451', 'Q96IX5')"
"('Q99816', 'Q8WUM4')"
"('Q14554', 'O43660')"
"('P50454', 'Q9NRC8')"
"('P43403', 'O75604')"
"('Q96QT4', 'P04083')"
"('P0CG08', 'Q9H6D8')"
"('P61353', 'P62750')"
"('Q16570', 'P13500')"
"('Q6UB99', 'Q13422')"
"('O00602', 'P48740')"
"('P33993', 'P35222')"
"('Q6P9A2', 'Q16635')"
"('Q8TDS5', 'P86480')"
"('Q14203', 'P62330')"
"('Q8TB72', 'Q9ULK4')"
"('O95817', 'P62195')"
"('Q9NP55', 'Q9BVN2')"
"('O00213', 'O00571')"
"('P40426', 'Q96DX7')"
"('P10415', 'O94817')"
"('P17612', 'O43749')"
"('Q6A162', 'P36508')"
"('O43172', 'P04629')"
"('O75901', 'Q15834')"
"('P53611', 'P10114')"
"('P42566', 'P21579')"
"('P33076', 'Q92769')"
"('P02533', 'P61326')"
"('Q8NCN4', 'P17812')"
"('P41235', 'O60244')"
"('Q9H361', 'Q8NEK8')"
"('P63215', 'P62873')"
"('Q9Y3C5', 'Q9NWF9')"
"('Q8IXL6', 'P01100')"
"('P12956', 'P07288')"
"('P07910', 'Q16629')"
"('P14598', 'P47712')"
"('P05023', 'Q7Z6Z7')"
"('Q9Y6E2', 'O15067')"
"('Q15276', 'O43395')"
"('P41218', 'P16104')"
"('P62508', 'Q15125')"
"('O00505', 'Q969V6')"
"('P08637', 'Q8N6C8')"
"('P04156', 'Q8NDX6')"
"('Q07002', 'Q8ND90')"
"('Q13148', 'P46777')"
"('P08670', 'Q8N3L3')"
"('P09874', 'Q9NYB0')"
"('O15198', 'P27540')"
"('Q9UMX1', 'Q9BV97')"
"('P17676', 'P33076')"
"('Q8IYA8', 'Q9Y2K6')"
"('P27540', 'O14980')"
"('P68431', 'P42167')"
"('P26640', 'Q99853')"
"('Q13315', 'O43164')"
"('Q8IWZ8', 'Q9H9S0')"
"('Q70CQ1', 'O95071')"
"('P23508', 'P42704')"
"('Q9Y5M8', 'Q93084')"
"('P06702', 'Q01844')"
"('Q15843', 'Q13616')"
"('P26640', 'Q09019')"
"('Q92499', 'P05198')"
"('O95470', 'Q9Y617')"
"('O75529', 'Q9H0E3')"
"('Q04760', 'Q9GZQ8')"
"('O75147', 'O60306')"
"('Q8IUH5', 'O95881')"
"('P49862', 'P01137')"
"('P05362', 'P05388')"
"('P56524', 'Q9P244')"
"('Q9NUL5', 'P43355')"
"('Q5T749', 'Q9Y3C6')"
"('O00399', 'Q9BTE1')"
"('P07948', 'A6PVS8')"
"('P31943', 'Q01130')"
"('Q9Y4K3', 'P41250')"
"('O95707', 'Q99575')"
"('Q9Y6M0', 'Q08380')"
"('Q9H9D4', 'F7VJQ1')"
"('P62280', 'P61513')"
"('Q9H0R8', 'O95486')"
"('Q92529', 'Q07889')"
"('Q6RW13', 'P43378')"
"('Q9UNL4', 'Q7Z3K3')"
"('O15503', 'O14818')"
"('Q9UHX1', 'P84243')"
"('P48547', 'Q96PR1')"
"('P18146', 'Q13207')"
"('Q9NTX7', 'Q9UGJ1')"
"('P80098', 'P41182')"
"('Q9H9T3', 'Q96PC2')"
"('Q15459', 'Q96PK6')"
"('P49674', 'Q9UJF2')"
"('Q92620', 'P52597')"
"('Q9UQ35', 'Q9UJV9')"
"('P56539', 'Q12791')"
"('P15153', 'Q9UQB8')"
"('O43592', 'O43252')"
"('P39023', 'P63000')"
"('P14136', 'Q8NI38')"
"('P16471', 'P61981')"
"('Q8N3J5', 'P11182')"
"('P06454', 'Q99426')"
"('P10644', 'Q9H9G7')"
"('Q9NPJ6', 'Q15058')"
"('Q13394', 'P40425')"
"('O95218', 'O43865')"
"('Q9Y573', 'P49917')"
"('Q9P0W2', 'P05067')"
"('Q6NUP7', 'P60510')"
"('P29692', 'P07550')"
"('O15409', 'Q9BZS1')"
"('Q8N6Y0', 'Q13515')"
"('Q9HCE7', 'Q15459')"
"('Q3B726', 'Q15717')"
"('P54764', 'P20036')"
"('O94955', 'P53611')"
"('P15692', 'O00257')"
"('P01877', 'P55851')"
"('Q16526', 'Q93009')"
"('Q11206', 'Q03405')"
"('Q71UI9', 'Q5QNW6')"
"('P46379', 'Q13371')"
"('Q86YD7', 'Q05516')"
"('P49756', 'P63279')"
"('Q9C035', 'O14980')"
"('P58546', 'P60520')"
"('Q9HBF4', 'Q92609')"
"('Q12774', 'P46109')"
"('O75208', 'Q3SXM5')"
"('Q96MH2', 'Q8IYX7')"
"('Q969M3', 'Q7Z6K3')"
"('Q92973', 'P46531')"
"('Q15418', 'P07195')"
"('Q4V328', 'Q9HCH0')"
"('Q03135', 'P05106')"
"('Q08170', 'Q6ZW49')"
"('Q92905', 'P22314')"
"('Q9H1C3', 'Q9NWS8')"
"('Q9H0A6', 'Q8TAG9')"
"('Q92610', 'Q8N1G0')"
"('Q06323', 'Q16543')"
"('Q9H816', 'P34932')"
"('P17480', 'P43115')"
"('P68036', 'Q16659')"
"('Q05193', 'Q9H1B7')"
"('O95425', 'P35749')"
"('Q8NC51', 'Q9UBS0')"
"('Q9UBS5', 'P27986')"
"('O43741', 'P61289')"
"('Q10713', 'Q9Y6H1')"
"('O95995', 'Q9UHB4')"
"('P06396', 'P02768')"
"('O60229', 'P01106')"
"('P50914', 'P11441')"
"('O95793', 'P36873')"
"('O76081', 'Q15773')"
"('P17844', 'Q96GG9')"
"('P11387', 'P19338')"
"('P00558', 'Q6K0P9')"
"('Q9P2I0', 'Q9H4L7')"
"('Q5XKE5', 'Q96EB6')"
"('O00567', 'Q9UL18')"
"('Q09472', 'P38936')"
"('P04629', 'P19525')"
"('O15027', 'O14829')"
"('Q9H0W5', 'P12931')"
"('Q5TCM9', 'Q6L8H2')"
"('P02766', 'P47897')"
"('Q9H553', 'Q5VWQ8')"
"('Q8IYT8', 'A8MW95')"
"('P49959', 'Q08211')"
"('Q7L0Y3', 'Q8TAP6')"
"('Q86XE5', 'Q5U5X0')"
"('Q14966', 'Q8WUY9')"
"('P62979', 'P49427')"
"('Q8N490', 'Q7RTS9')"
"('Q15436', 'P06703')"
"('Q9UBU9', 'Q68EM7')"
"('Q9UKX7', 'Q12769')"
"('Q96FZ7', 'Q6DKJ4')"
"('Q8WW24', 'O76011')"
"('Q92544', 'Q71UI9')"
"('P62917', 'P61326')"
"('Q08623', 'Q8IVS8')"
"('P34998', 'O95467')"
"('P08670', 'Q6P1J9')"
"('Q86VP6', 'P62269')"
"('P50991', 'P63104')"
"('Q9H1A4', 'P46531')"
"('Q96JB2', 'Q8IUH5')"
"('Q93034', 'Q96L50')"
"('Q13480', 'Q16827')"
"('P02775', 'P32246')"
"('P49459', 'Q6PD62')"
"('Q86TG7', 'Q01581')"
"('O75439', 'Q14CZ7')"
"('Q15291', 'Q96GM5')"
"('Q99549', 'Q96IR2')"
"('Q96GM1', 'Q9BRT2')"
"('Q08209', 'P62937')"
"('O76015', 'Q9NQL9')"
"('P18085', 'P60484')"
"('Q9UGI0', 'O43463')"
"('P55795', 'Q9UL18')"
"('Q7Z353', 'P62258')"
"('P68431', 'P78527')"
"('P18124', 'Q15050')"
"('Q13237', 'P20020')"
"('Q9HCM9', 'O15197')"
"('P0DP23', 'P40429')"
"('Q99496', 'O15164')"
"('Q13454', 'P46977')"
"('P50570', 'Q96HA8')"
"('Q9HAV0', 'Q92569')"
"('Q96HY6', 'Q96GX1')"
"('Q969P0', 'O95163')"
"('P35711', 'P25800')"
"('O43353', 'P63261')"
"('O75688', 'P41227')"
"('P42566', 'Q00610')"
"('Q8WWY3', 'O95785')"
"('P84022', 'P02787')"
"('P23193', 'Q96G46')"
"('O95466', 'O60292')"
"('P62745', 'Q13153')"
"('Q96A32', 'Q96GY3')"
"('P58107', 'Q06124')"
"('P62917', 'Q14999')"
"('Q9BSI4', 'Q9NRX4')"
"('Q10570', 'Q92797')"
"('O95678', 'O43809')"
"('Q8N7H5', 'Q03405')"
"('P24001', 'P11142')"
"('O43639', 'O96013')"
"('Q13439', 'Q14103')"
"('Q9UKV0', 'P45983')"
"('P25098', 'Q8NGQ6')"
"('Q16514', 'Q14CW9')"
"('P30153', 'P48741')"
"('P05141', 'P19320')"
"('P10632', 'Q13867')"
"('Q7L5N1', 'Q13190')"
"('Q13526', 'Q53EZ4')"
"('Q13315', 'Q9NZC7')"
"('P33240', 'O14980')"
"('Q86SE5', 'Q69YN2')"
"('Q96LB3', 'Q9P2H3')"
"('P25705', 'P21860')"
"('P30511', 'P10321')"
"('Q9Y5X1', 'Q13444')"
"('O43264', 'Q9Y5J5')"
"('Q9NQW6', 'Q9NVH2')"
"('P16333', 'Q13480')"
"('Q7L8L6', 'P14373')"
"('Q9Y2I6', 'O14639')"
"('Q9UNM6', 'Q8NE71')"
"('Q9BYC2', 'Q07021')"
"('Q01664', 'Q12830')"
"('O43439', 'Q8N680')"
"('O00401', 'P04629')"
"('Q53TS8', 'P54257')"
"('Q969S8', 'O75367')"
"('P50914', 'P40337')"
"('Q14190', 'Q13451')"
"('Q9H2G2', 'Q9H1R2')"
"('P49736', 'Q9BYR6')"
"('P18847', 'O75177')"
"('P14550', 'P37837')"
"('Q9UBN7', 'Q14469')"
"('P50222', 'Q8N3L3')"
"('P07900', 'Q14164')"
"('P68431', 'Q96T23')"
"('O15067', 'Q14145')"
"('P00519', 'P42566')"
"('Q93008', 'P50991')"
"('O43396', 'O75369')"
"('O14497', 'Q86U86')"
"('P61978', 'Q9NV56')"
"('Q9UBU9', 'Q7Z4S6')"
"('P35659', 'Q9Y2W1')"
"('Q6ZMT4', 'P10275')"
"('P63261', 'P47712')"
"('Q9Y4B4', 'Q92945')"
"('P10768', 'P05091')"
"('Q5U5Q3', 'O75175')"
"('P63279', 'Q15554')"
"('Q13505', 'P20036')"
"('Q9NUL5', 'P50222')"
"('P62993', 'Q9Y2R2')"
"('Q9NVP1', 'Q00839')"
"('P61160', 'Q9P1U1')"
"('Q9UKB1', 'Q765P7')"
"('Q9Y574', 'Q93034')"
"('P49792', 'Q15185')"
"('Q9H0W5', 'P13647')"
"('Q96N67', 'Q9H4E5')"
"('Q9Y619', 'O43913')"
"('P27216', 'Q96CW5')"
"('Q9UHB7', 'A5YKK6')"
"('Q8IWX8', 'Q96N46')"
"('P24394', 'O60674')"
"('P57740', 'Q8NFH3')"
"('O95297', 'Q2M1P5')"
"('O95402', 'Q96HR3')"
"('P16234', 'O95208')"
"('O75947', 'Q6UXV4')"
"('O00267', 'P29692')"
"('O75031', 'Q53TS8')"
"('Q5TBB1', 'O15511')"
"('P49368', 'P67775')"
"('Q9Y4W6', 'Q14457')"
"('A6NKD9', 'P12830')"
"('Q9Y2U8', 'Q9ULZ3')"
"('P19174', 'P10301')"
"('P49674', 'Q9P0K1')"
"('Q99836', 'O43255')"
"('Q92830', 'Q9NZJ0')"
"('Q9C0D3', 'Q9NQH7')"
"('P56750', 'O95471')"
"('P04629', 'P12270')"
"('O60341', 'P61371')"
"('Q6A162', 'P78324')"
"('P13804', 'P19838')"
"('O75208', 'O15091')"
"('Q08050', 'O43524')"
"('Q8WUA4', 'P33993')"
"('P49459', 'Q8WVC0')"
"('Q9Y577', 'Q9Y266')"
"('Q06547', 'Q7Z3K3')"
"('P51668', 'Q99714')"
"('Q9C035', 'O75800')"
"('P68036', 'Q9UNE7')"
"('Q9Y4L5', 'P46379')"
"('Q96EQ0', 'Q9BVT8')"
"('P04629', 'P36776')"
"('P12757', 'O95551')"
"('P08579', 'P13196')"
"('O00483', 'Q8N183')"
"('P46060', 'Q14686')"
"('Q13797', 'P46108')"
"('Q00653', 'Q9Y6K9')"
"('P61326', 'Q00839')"
"('P07437', 'Q9Y6G9')"
"('Q9Y508', 'Q9Y4K3')"
"('Q969R5', 'O75886')"
"('Q8NA72', 'P41208')"
"('P02749', 'P20648')"
"('Q14376', 'Q96GG9')"
"('Q9UHD2', 'P0DP24')"
"('Q96EY5', 'O75031')"
"('Q8TEQ6', 'Q13439')"
"('P36507', 'P05787')"
"('Q5H9L4', 'P21675')"
"('O15145', 'P50552')"
"('P01106', 'Q96SN8')"
"('Q8TE73', 'Q14240')"
"('P21333', 'Q9UGI8')"
"('P00533', 'Q96KP1')"
"('Q9NQC3', 'Q6UX53')"
"('O95398', 'P45984')"
"('A6NHQ4', 'Q15365')"
"('P56537', 'P62917')"
"('P62837', 'Q86TM6')"
"('Q9UJY4', 'O14964')"
"('P60520', 'Q8N1N4')"
"('Q14765', 'P23771')"
"('P25788', 'P28065')"
"('P05386', 'Q07020')"
"('P43034', 'P62316')"
"('Q8N5S1', 'P98082')"
"('P03372', 'P62487')"
"('P16989', 'P49770')"
"('Q9HAT0', 'O43687')"
"('P17535', 'P15407')"
"('Q8NI36', 'Q00839')"
"('P02786', 'P30480')"
"('Q04771', 'P36894')"
"('Q92769', 'O15105')"
"('B2RTY4', 'Q15154')"
"('P25705', 'Q7Z6Z7')"
"('O94776', 'Q96ST3')"
"('Q93075', 'Q9HCE1')"
"('Q8NCR6', 'O75934')"
"('Q14683', 'P52701')"
"('P49458', 'P57678')"
"('P68104', 'P61956')"
"('Q15645', 'Q5W111')"
"('Q9BRV8', 'Q9Y6E0')"
"('Q99877', 'Q969P0')"
"('Q96E35', 'Q15742')"
"('Q7Z434', 'Q9BQ95')"
"('Q9NZ08', 'Q15392')"
"('Q96S82', 'P04745')"
"('P46459', 'Q14974')"
"('O43900', 'O75901')"
"('P49682', 'O60674')"
"('Q4VCS5', 'P35240')"
"('Q9UPE1', 'P09234')"
"('Q96CS2', 'Q8N4C6')"
"('Q14242', 'P41161')"
"('Q8WUM0', 'Q7Z3B4')"
"('Q13526', 'P06576')"
"('P12980', 'O60641')"
"('Q14571', 'P35579')"
"('Q9BYC8', 'Q9Y6G3')"
"('P19013', 'O76015')"
"('Q96MT8', 'Q6ZU80')"
"('O95718', 'P57088')"
"('P06753', 'P13805')"
"('Q9Y2G2', 'Q9NX02')"
"('O75386', 'Q9HCG1')"
"('O60869', 'P68431')"
"('P27348', 'P56524')"
"('Q8IYB3', 'P67809')"
"('P12931', 'P09067')"
"('Q9GZV4', 'P49366')"
"('Q16891', 'Q9P2H0')"
"('P15927', 'Q9UHB6')"
"('Q13569', 'Q01831')"
"('Q9UPT8', 'Q9H1X1')"
"('Q9P0L0', 'Q9UJZ1')"
"('P28074', 'P28070')"
"('Q13867', 'Q9BQ95')"
"('Q9H6Z9', 'Q9H0I2')"
"('Q969S8', 'P11142')"
"('Q15645', 'O95630')"
"('Q09472', 'P16402')"
"('P38159', 'Q9Y5E9')"
"('O15397', 'Q68CZ1')"
"('Q09028', 'O43463')"
"('P35222', 'Q9H173')"
"('P43358', 'P30443')"
"('Q96ER3', 'Q96PV0')"
"('P28074', 'P35241')"
"('Q9BYB0', 'Q9Y566')"
"('P41743', 'Q07157')"
"('P61313', 'P62913')"
"('Q9NS23', 'P07437')"
"('Q6IPR1', 'Q9Y6M9')"
"('P61221', 'P21333')"
"('O95166', 'P48668')"
"('O76024', 'Q6NUS6')"
"('P68366', 'P42701')"
"('O14980', 'O95600')"
"('Q9BYN7', 'O43639')"
"('Q13535', 'Q9NZQ7')"
"('P14373', 'Q9Y6B2')"
"('Q86VP6', 'P62318')"
"('P41220', 'P12956')"
"('P35219', 'P01857')"
"('Q08379', 'Q9Y3Q8')"
"('Q9NV31', 'O60447')"
"('P09651', 'P35228')"
"('P30405', 'P60903')"
"('O60749', 'P34896')"
"('O75208', 'Q5RI15')"
"('P11802', 'P08236')"
"('P07355', 'Q8N6T7')"
"('Q8TEJ3', 'Q9HCD6')"
"('O95467', 'P00533')"
"('Q9BZK3', 'Q9NSA3')"
"('Q8N9I0', 'O43493')"
"('Q969W9', 'O14964')"
"('Q969F0', 'O75425')"
"('P31323', 'O43687')"
"('P18146', 'P49407')"
"('Q9UHV7', 'O60244')"
"('Q9Y266', 'Q9Y478')"
"('P55060', 'Q8IWV7')"
"('Q14696', 'Q15056')"
"('P35590', 'Q6A162')"
"('Q9BYR2', 'Q52LG2')"
"('O43889', 'P05412')"
"('O14981', 'Q15717')"
"('Q96KP4', 'P05387')"
"('O14976', 'O75146')"
"('P50552', 'Q9P2A4')"
"('Q9Y296', 'P30740')"
"('Q8N157', 'O75665')"
"('O15162', 'Q09472')"
"('Q9Y4G6', 'O60331')"
"('P80188', 'Q8IYX1')"
"('P38398', 'P63279')"
"('Q12772', 'Q09472')"
"('P17693', 'P43630')"
"('Q14566', 'Q96BY7')"
"('P30153', 'Q9Y2T4')"
"('Q5VZL5', 'O00358')"
"('O75431', 'O75478')"
"('P19320', 'P35580')"
"('P82650', 'P48431')"
"('Q9H4L7', 'Q9H1A4')"
"('P21781', 'P08069')"
"('Q9H4K1', 'P41227')"
"('Q9NQR1', 'Q14209')"
"('P17252', 'O14733')"
"('P27540', 'P29590')"
"('Q13557', 'P51116')"
"('P15880', 'Q02543')"
"('Q8NHV4', 'Q96EI5')"
"('P50570', 'P51149')"
"('P30044', 'Q9BRT9')"
"('Q9UBU9', 'O43823')"
"('O14933', 'Q9BZR9')"
"('Q13017', 'P49023')"
"('P17812', 'P18206')"
"('P63173', 'Q9UGJ1')"
"('Q15654', 'Q15468')"
"('P43686', 'Q9BRP4')"
"('O15297', 'O14757')"
"('P30837', 'Q15334')"
"('P23508', 'P78396')"
"('P48029', 'P21589')"
"('O95299', 'Q6PJG2')"
"('Q96EK5', 'Q96S44')"
"('O95721', 'Q01844')"
"('Q9Y4K3', 'P08069')"
"('Q9UHD8', 'O14980')"
"('Q9NRR5', 'Q8N5R6')"
"('O14908', 'Q8N1F7')"
"('P35453', 'P05412')"
"('O60504', 'Q9NX04')"
"('P51587', 'Q7Z589')"
"('Q9NR11', 'P45973')"
"('P20036', 'Q13459')"
"('P18085', 'P11310')"
"('O15294', 'P28838')"
"('Q14203', 'Q2NL82')"
"('Q9UHC1', 'O15457')"
"('Q13618', 'P78386')"
"('P04637', 'O95997')"
"('Q96HV5', 'Q7Z3S9')"
"('Q9NRR5', 'Q9BRR6')"
"('Q01082', 'P84022')"
"('Q13363', 'Q96EK4')"
"('P20020', 'O15259')"
"('P04350', 'O75449')"
"('P20674', 'O95278')"
"('Q12851', 'P22626')"
"('Q15633', 'Q9BQ39')"
"('O15269', 'Q16659')"
"('O95163', 'Q13509')"
"('Q8WY07', 'Q96J42')"
"('Q8NGB6', 'P62873')"
"('Q86T90', 'P25800')"
"('Q9GZR7', 'Q9BQ67')"
"('O43175', 'Q6EMK4')"
"('P07900', 'P49588')"
"('Q99459', 'Q14677')"
"('Q96I99', 'P53597')"
"('P19387', 'P46934')"
"('P62910', 'P83731')"
"('Q08211', 'Q92499')"
"('Q13405', 'Q9HD33')"
"('Q9NRM7', 'O95816')"
"('Q07864', 'Q5S007')"
"('P24941', 'P30281')"
"('Q9NP64', 'P78362')"
"('Q6UXT9', 'P21673')"
"('P67775', 'O43318')"
"('P57740', 'Q9NRG9')"
"('Q96FI4', 'P15927')"
"('O15145', 'P62993')"
"('O15231', 'Q6ZRT6')"
"('P33991', 'Q9HCE1')"
"('P61326', 'Q9UNX3')"
"('Q969H8', 'Q9UHD9')"
"('P84022', 'Q8N684')"
"('P20827', 'P08138')"
"('Q9UBK2', 'P41235')"
"('Q86UK5', 'Q86Y07')"
"('Q15717', 'O43248')"
"('Q12824', 'O15530')"
"('P08670', 'Q07157')"
"('Q9Y265', 'P34947')"
"('Q9NRX2', 'P33527')"
"('Q9H0I9', 'P08651')"
"('P08729', 'P53680')"
"('Q99741', 'P14635')"
"('Q93074', 'Q15528')"
"('Q8N490', 'Q13510')"
"('P49207', 'Q02543')"
"('Q86VM9', 'Q8WVC0')"
"('P80370', 'A2RU67')"
"('P23229', 'O60513')"
"('P01137', 'Q14689')"
"('O95273', 'Q9BT49')"
"('P01106', 'O43837')"
"('P46108', 'Q96ST8')"
"('P39748', 'Q6ZMI0')"
"('Q99575', 'O15357')"
"('P32121', 'P46779')"
"('Q16851', 'P05161')"
"('Q6DKI2', 'Q4KMQ2')"
"('Q9C0A0', 'Q9UPN3')"
"('P43353', 'P35228')"
"('O14744', 'Q12874')"
"('Q8IXJ6', 'P13807')"
"('P12956', 'O95816')"
"('P16144', 'Q9Y490')"
"('Q14012', 'P0DP24')"
"('Q08170', 'Q86U42')"
"('Q9UHV9', 'Q96BK5')"
"('Q7Z6R9', 'O95429')"
"('Q9UBB9', 'O75031')"
"('P62263', 'Q9NRC8')"
"('Q8IYX7', 'P45984')"
"('Q13017', 'P60953')"
"('Q08379', 'O75934')"
"('Q9H9H4', 'Q9UK41')"
"('Q9UGP5', 'P61077')"
"('Q9Y262', 'O14980')"
"('Q15046', 'P22314')"
"('O75554', 'O75533')"
"('Q16698', 'O95997')"
"('Q8IYH5', 'P51610')"
"('Q9UBK2', 'P10828')"
"('P21673', 'Q5RL73')"
"('Q96BA8', 'Q9Y6I9')"
"('Q99471', 'Q7L273')"
"('P05412', 'O14979')"
"('P10109', 'O43741')"
"('P42677', 'Q96GD4')"
"('Q10570', 'Q9NRC8')"
"('Q9NZJ0', 'Q16531')"
"('Q9Y221', 'P60228')"
"('Q93034', 'Q9Y575')"
"('O60885', 'O75448')"
"('P60709', 'Q68CP9')"
"('P35052', 'Q12841')"
"('Q92466', 'P48643')"
"('P51449', 'Q06520')"
"('P02686', 'P0DP25')"
"('Q96KG9', 'Q13127')"
"('P50402', 'Q13286')"
"('P13501', 'P01116')"
"('P24941', 'Q99741')"
"('Q13268', 'Q6P1J9')"
"('Q9BQA1', 'Q8IUE6')"
"('Q9NPE2', 'Q6XE24')"
"('Q8NC51', 'Q99873')"
"('Q14165', 'P07339')"
"('P02786', 'O95166')"
"('P17947', 'P12755')"
"('P98082', 'Q15811')"
"('Q9UNL4', 'Q6W2J9')"
"('P29033', 'O60493')"
"('Q9H2U1', 'Q9H9Z2')"
"('Q49AN0', 'P49674')"
"('Q01860', 'P52747')"
"('O43559', 'Q7Z6I5')"
"('Q92782', 'Q8NFD5')"
"('Q9H410', 'Q9NSC2')"
"('Q9HCK5', 'P07900')"
"('Q02080', 'P41182')"
"('P63104', 'Q13131')"
"('Q96RT1', 'Q9NYZ3')"
"('P15884', 'Q5JVL4')"
"('Q92542', 'Q01650')"
"('Q9NQC1', 'Q9NQX4')"
"('Q9UKX5', 'P23229')"
"('Q8NDV7', 'Q8IYS2')"
"('O95433', 'P55735')"
"('Q9NYZ3', 'P11717')"
"('Q9HDB5', 'Q8N2Q7')"
"('Q9UQ35', 'Q14566')"
"('Q5VV41', 'Q92556')"
"('Q6Y7W6', 'Q9BST9')"
"('P21246', 'Q9BPX7')"
"('Q15051', 'O94760')"
"('Q01664', 'Q9UKB1')"
"('Q9BQ65', 'P41223')"
"('Q9Y3P9', 'Q15672')"
"('Q6UXN8', 'Q00610')"
"('P14854', 'O95298')"
"('Q8IY81', 'Q96HE9')"
"('Q02539', 'Q9Y6F1')"
"('O94826', 'P26599')"
"('P62987', 'Q92793')"
"('P21333', 'Q5VV17')"
"('Q8WYQ3', 'P48047')"
"('Q06830', 'P60953')"
"('P43121', 'P34931')"
"('Q9NVW2', 'O00151')"
"('P61106', 'Q9H1K0')"
"('Q9NUD5', 'Q6ZN17')"
"('Q9P0N5', 'Q9NQC3')"
"('Q9UKM9', 'P61289')"
"('Q9UBS0', 'P26641')"
"('P49336', 'Q5VZ89')"
"('O15049', 'Q9H0I2')"
"('P51148', 'Q96TC7')"
"('P50539', 'Q6XUX3')"
"('P60484', 'P10599')"
"('Q9H0U4', 'Q7Z434')"
"('Q9H3Y0', 'A8MQ03')"
"('Q86YW9', 'P49336')"
"('P03915', 'P49917')"
"('P60033', 'P84103')"
"('O00338', 'P54274')"
"('Q15819', 'O75436')"
"('Q8NFP7', 'O75031')"
"('P41212', 'Q02556')"
"('Q6PIV2', 'Q9UBN7')"
"('P23921', 'Q5TBB1')"
"('O43251', 'Q9Y3I1')"
"('P15927', 'P06748')"
"('P04843', 'Q9H3S7')"
"('Q8WVZ9', 'P07900')"
"('Q13618', 'Q96GD4')"
"('P21673', 'Q15561')"
"('P04629', 'Q9UH99')"
"('Q03164', 'P63172')"
"('P41238', 'Q9UBS4')"
"('P19320', 'Q99848')"
"('Q8N6T7', 'P17987')"
"('Q13547', 'Q96PU4')"
"('Q7Z6J0', 'Q14517')"
"('P11274', 'P19784')"
"('Q15025', 'Q9Y3C5')"
"('P19838', 'Q03468')"
"('P05771', 'Q13393')"
"('P20930', 'O94782')"
"('Q9UBD9', 'Q8N6P7')"
"('Q32P28', 'O14974')"
"('Q96CS3', 'Q9Y263')"
"('Q15257', 'P24864')"
"('P40337', 'P07237')"
"('P0DML2', 'Q6UXL0')"
"('Q92620', 'Q96RS6')"
"('P36873', 'P10415')"
"('O15118', 'Q9NRD1')"
"('P35244', 'Q13310')"
"('O95741', 'P20073')"
"('Q96KV7', 'Q15691')"
"('Q9H668', 'A2RU48')"
"('Q96IX9', 'Q6A162')"
"('P11441', 'Q53GQ0')"
"('Q9Y394', 'Q9HBU9')"
"('Q16666', 'Q969X6')"
"('P30041', 'Q06830')"
"('P24941', 'Q9NR30')"
"('P27797', 'Q08J23')"
"('O43353', 'P04049')"
"('O75489', 'Q15526')"
"('O14757', 'Q9NQT8')"
"('P27348', 'Q9Y6X8')"
"('O15015', 'Q13976')"
"('Q96KN7', 'Q92834')"
"('O75190', 'Q8IXJ6')"
"('Q9NRG1', 'P56279')"
"('Q9H967', 'P09429')"
"('P17066', 'P16871')"
"('Q96EP5', 'P63000')"
"('Q9H3P2', 'P18615')"
"('Q9NX63', 'Q9BQ66')"
"('Q9Y5Q8', 'Q12962')"
"('P01241', 'P24752')"
