negatives
"('Q9NU39', 'Q3LI66')"
"('P54253', 'Q9NTN9')"
"('Q86V24', 'P55061')"
"('Q9BT49', 'P48454')"
"('P05067', 'Q8N5C7')"
"('Q9HB71', 'P29372')"
"('Q7Z6Z7', 'P40227')"
"('Q9Y2L1', 'P22392')"
"('Q00534', 'P09936')"
"('P55265', 'P05412')"
"('Q9HAV0', 'Q02156')"
"('Q9ULW0', 'Q86UK7')"
"('P31321', 'P22694')"
"('Q14498', 'Q92997')"
"('Q13705', 'P43026')"
"('P19022', 'Q99569')"
"('P05412', 'Q9BZJ0')"
"('Q9UL18', 'P35226')"
"('Q9UGI0', 'Q96C24')"
"('Q99757', 'Q9BXL8')"
"('P04843', 'Q6T4R5')"
"('P53041', 'Q9BRX5')"
"('Q99523', 'P06493')"
"('O60341', 'Q13330')"
"('Q5TC82', 'Q96A35')"
"('P55316', 'Q5UIP0')"
"('Q9GZS1', 'P61218')"
"('Q8WXG6', 'P13747')"
"('Q15274', 'Q07627')"
"('Q01664', 'Q9ULM3')"
"('Q4LE39', 'Q8IV20')"
"('P11940', 'O60716')"
"('Q13617', 'Q14974')"
"('Q9UBS5', 'O75899')"
"('O60674', 'P0DP23')"
"('O95696', 'P16104')"
"('P17612', 'Q8NHC4')"
"('Q09472', 'P12931')"
"('Q9UBP6', 'Q96FX7')"
"('Q9Y2I6', 'Q8WX93')"
"('P02675', 'Q9H672')"
"('O43318', 'Q9UKE5')"
"('Q13573', 'Q8NB90')"
"('P26715', 'Q96E93')"
"('P56181', 'O75380')"
"('O94986', 'Q8NHV4')"
"('Q6ZW49', 'Q6F5E8')"
"('P20290', 'P62913')"
"('Q16644', 'P01111')"
"('P19012', 'Q4VCS5')"
"('P26038', 'O95757')"
"('Q01726', 'Q8N543')"
"('P09012', 'Q06547')"
"('P78345', 'P28074')"
"('P01857', 'P02768')"
"('P46777', 'P63244')"
"('P49411', 'P27824')"
"('P06400', 'Q06710')"
"('Q9H3M0', 'Q15560')"
"('Q9NWB1', 'P63162')"
"('Q13620', 'P08621')"
"('Q9UBU9', 'O43242')"
"('O75153', 'Q96QE5')"
"('Q9NV96', 'Q9HAT2')"
"('Q8TF42', 'Q0VD86')"
"('P25713', 'P02766')"
"('P62191', 'Q05086')"
"('Q9GZY0', 'P05067')"
"('Q99873', 'Q9Y3Y2')"
"('P06493', 'Q53EZ4')"
"('Q15645', 'Q8N3Y1')"
"('Q5JU00', 'Q9NP97')"
"('O75164', 'P52739')"
"('Q92692', 'Q16659')"
"('Q15645', 'Q8TBB1')"
"('P29372', 'P25788')"
"('O60412', 'P63167')"
"('Q6UVK1', 'Q9H832')"
"('Q6UX41', 'Q8NC67')"
"('P05386', 'P62854')"
"('Q15311', 'Q14790')"
"('Q96BT3', 'Q5EE01')"
"('Q53GL0', 'Q9HCE7')"
"('P05060', 'P15153')"
"('P06280', 'P32456')"
"('O43189', 'Q5T686')"
"('A6NHQ4', 'Q15369')"
"('O60716', 'Q7Z6J6')"
"('O15259', 'Q9UPV0')"
"('P56748', 'Q9BZL3')"
"('P33316', 'O60927')"
"('Q9P031', 'P05067')"
"('O95402', 'O15514')"
"('Q4V328', 'Q96M91')"
"('P03372', 'O00559')"
"('O94762', 'P0CAP1')"
"('O14763', 'P15311')"
"('P05412', 'P23769')"
"('Q8WUM4', 'Q16659')"
"('Q9BZD6', 'P46937')"
"('P36402', 'P46937')"
"('P09001', 'Q9BYC9')"
"('Q9Y4I1', 'Q504Q3')"
"('P41218', 'Q9NUL3')"
"('P48431', 'Q3ZCM7')"
"('Q14204', 'P49736')"
"('Q96HA7', 'Q16695')"
"('P62241', 'P68104')"
"('P04629', 'Q9Y6W3')"
"('Q5T653', 'Q9BZE4')"
"('Q9NRD1', 'P01023')"
"('Q86VP6', 'P62318')"
"('Q9H492', 'P19784')"
"('Q9BZI7', 'Q9P2P5')"
"('O95429', 'Q03933')"
"('Q9Y2N7', 'P07900')"
"('Q14242', 'P26038')"
"('O15297', 'P46777')"
"('P60409', 'P05067')"
"('P63165', 'Q9UKY1')"
"('Q8N5S9', 'P05067')"
"('P62140', 'Q96T49')"
"('P22612', 'Q8NGX6')"
"('P49336', 'Q9H0M0')"
"('P06748', 'P43686')"
"('Q9HC98', 'Q9Y5L0')"
"('Q09028', 'P12956')"
"('P30043', 'P02763')"
"('P12755', 'P27708')"
"('Q8WTR2', 'Q9ULV4')"
"('Q16623', 'O75150')"
"('Q2MV58', 'Q9Y2T2')"
"('Q8WWY3', 'P49756')"
"('O43464', 'O15392')"
"('Q14764', 'P00738')"
"('P62249', 'Q7L2Z9')"
"('Q9UK41', 'P02751')"
"('Q14966', 'Q9NPJ6')"
"('Q6AZY7', 'Q13433')"
"('P26599', 'Q14103')"
"('Q9H213', 'P08138')"
"('Q8NGE5', 'Q9P2W3')"
"('Q86SE5', 'Q9Y3X0')"
"('P41219', 'P20700')"
"('P51148', 'P17568')"
"('Q00987', 'P26599')"
"('Q9Y2W1', 'Q9UJV9')"
"('Q9NYF3', 'Q13114')"
"('Q9Y3L5', 'Q9UHB6')"
"('Q9UNE7', 'Q9Y2U5')"
"('Q96SQ5', 'O76015')"
"('Q6VAB6', 'Q9Y230')"
"('P14209', 'P49286')"
"('P11441', 'Q96EL3')"
"('Q8NHB1', 'O60262')"
"('P35398', 'Q9BZS1')"
"('P31260', 'O00358')"
"('Q9HCE1', 'Q9HC52')"
"('P45984', 'Q16621')"
"('Q15233', 'Q13573')"
"('O00746', 'Q7Z7G1')"
"('Q08830', 'Q08J23')"
"('P0DMV9', 'Q92630')"
"('Q8N3Z6', 'Q5T753')"
"('Q99814', 'Q01844')"
"('P62380', 'P20226')"
"('Q8NCM8', 'Q15233')"
"('Q96A65', 'Q96KP1')"
"('Q9BYU1', 'Q9NX04')"
"('Q15831', 'P03891')"
"('Q14498', 'Q04206')"
"('O00254', 'P00519')"
"('O15160', 'P51531')"
"('P62081', 'Q02878')"
"('Q8NB25', 'Q13404')"
"('P35222', 'Q15691')"
"('P11387', 'O75367')"
"('Q86XF7', 'Q7Z698')"
"('P24539', 'Q9NPJ6')"
"('P62993', 'P62937')"
"('Q9Y281', 'P07195')"
"('P50613', 'Q8N163')"
"('P49407', 'Q8N0Y5')"
"('P84103', 'Q15434')"
"('Q9BYD6', 'Q9HD33')"
"('P21579', 'Q8NBJ4')"
"('Q01650', 'Q9BW83')"
"('Q14330', 'P42357')"
"('P15924', 'P04004')"
"('P27695', 'P05067')"
"('P51790', 'P04792')"
"('Q8IYB3', 'P09234')"
"('P25787', 'P60900')"
"('Q9UHD4', 'Q5EB52')"
"('Q12788', 'P04629')"
"('Q9H5X1', 'Q07864')"
"('P24723', 'Q9HBA0')"
"('Q03431', 'P49407')"
"('P0C0E4', 'Q12829')"
"('Q05932', 'Q8WWY8')"
"('Q12829', 'Q13643')"
"('Q96C55', 'A6NEM1')"
"('O43768', 'Q96SI1')"
"('Q9UBN7', 'Q8TAM1')"
"('O15116', 'Q96C01')"
"('Q96LD4', 'Q9ULA0')"
"('Q8IX90', 'Q49A88')"
"('Q24JP5', 'Q9NWB6')"
"('Q92956', 'Q9Y3U8')"
"('Q6UWE0', 'Q9UPY3')"
"('Q6A162', 'Q567U6')"
"('P55769', 'P62701')"
"('O75528', 'P12956')"
"('Q9UM00', 'P08574')"
"('P42772', 'Q9P2H0')"
"('P53618', 'P30450')"
"('Q9Y3B2', 'Q8TF46')"
"('P09651', 'P80188')"
"('Q96H55', 'Q14247')"
"('Q13616', 'P09234')"
"('Q9BW27', 'P26641')"
"('Q13823', 'P41218')"
"('O75626', 'P26010')"
"('Q06190', 'Q01668')"
"('Q99733', 'Q6W2J9')"
"('P62263', 'Q13148')"
"('P17947', 'Q92793')"
"('P40225', 'P40189')"
"('P49760', 'Q9P2I0')"
"('Q96FW1', 'P06454')"
"('Q86Y26', 'P09913')"
"('Q05048', 'Q12996')"
"('Q3LI66', 'Q7L5A3')"
"('Q6NUS6', 'O95674')"
"('Q7Z6Z7', 'P48643')"
"('Q9UKR5', 'Q96SN8')"
"('Q5VVQ6', 'P55072')"
"('P05067', 'O43665')"
"('Q00613', 'Q9Y4E8')"
"('Q9NVS9', 'P05067')"
"('Q03014', 'Q7Z3S9')"
"('Q08379', 'Q9Y3Q8')"
"('Q9UGP4', 'Q13501')"
"('Q8N0S2', 'Q9Y3C0')"
"('Q9H6X4', 'Q9BQB6')"
"('Q9ULX3', 'P0DPB5')"
"('O75152', 'Q9NRC8')"
"('P06239', 'P16284')"
"('O75676', 'P15336')"
"('P49407', 'P45985')"
"('P63211', 'Q8WYR1')"
"('O75293', 'Q15717')"
"('Q9NXR8', 'Q8IYF3')"
"('P38159', 'Q15287')"
"('Q96SW2', 'P35523')"
"('Q01081', 'P18583')"
"('O00422', 'Q86Y56')"
"('P16152', 'P03372')"
"('Q14135', 'Q9NYB0')"
"('Q13418', 'Q9H583')"
"('Q9Y3B2', 'Q9NQT5')"
"('Q9UBB9', 'P04264')"
"('P49427', 'P28562')"
"('O95793', 'P07195')"
"('Q99459', 'Q9UPN3')"
"('Q13277', 'O14763')"
"('P62701', 'P46782')"
"('P41236', 'Q9BRT9')"
"('P25116', 'O95837')"
"('Q8IWL3', 'Q99873')"
"('Q9H0H0', 'O60341')"
"('Q9Y337', 'Q04721')"
"('Q9UHD0', 'Q01113')"
"('Q15907', 'P55072')"
"('O94868', 'P55822')"
"('O14788', 'Q6UX06')"
"('Q01968', 'P35580')"
"('O00625', 'Q9NR45')"
"('Q16820', 'P02751')"
"('Q9BU64', 'Q9BS16')"
"('Q9Y281', 'P04040')"
"('Q9HC38', 'Q96NL6')"
"('P42229', 'P10276')"
"('Q8N0Z3', 'Q8WVK7')"
"('P0DML3', 'P01589')"
"('O43741', 'Q9NVI1')"
"('O95292', 'Q96FQ6')"
"('P60568', 'Q13469')"
"('O15379', 'O43439')"
"('Q9GZP9', 'Q9UBP5')"
"('Q8NBT0', 'Q5JXC2')"
"('Q9UBS0', 'P26196')"
"('P04406', 'Q5QNW6')"
"('P07476', 'Q96AP0')"
"('Q9UBI1', 'Q7Z3J2')"
"('O96019', 'Q92526')"
"('P04637', 'Q00987')"
"('Q9Y6E2', 'P38646')"
"('P62316', 'O14893')"
"('Q70JA7', 'Q03405')"
"('P30048', 'Q9BTZ2')"
"('O14980', 'Q9HAU4')"
"('Q92520', 'Q10471')"
"('Q9NSB8', 'Q04323')"
"('Q9Y2X8', 'Q13233')"
"('Q9UDV7', 'Q14314')"
"('Q9NUP9', 'Q9NS91')"
"('Q9Y6X3', 'Q6ZRS2')"
"('P30939', 'P62873')"
"('Q9ULU4', 'P05771')"
"('P62807', 'Q562F6')"
"('Q96RU8', 'Q14149')"
"('Q9UQL6', 'Q92616')"
"('Q8TC21', 'P60900')"
"('P18085', 'Q8WXJ9')"
"('P62820', 'Q53GQ0')"
"('O75446', 'O75182')"
"('Q92844', 'Q9Y4K3')"
"('Q92764', 'Q9GZV7')"
"('O95229', 'Q92841')"
"('P28288', 'Q13627')"
"('Q8N5N7', 'Q5T653')"
"('P16144', 'O95136')"
"('P18464', 'P61769')"
"('P52757', 'Q9H4E5')"
"('Q5S007', 'Q15149')"
"('P42858', 'O43248')"
"('Q15276', 'Q13573')"
"('Q6IQ23', 'Q9UKF6')"
"('P60568', 'P78552')"
"('P04637', 'Q13263')"
"('Q9UKU6', 'P0DPB3')"
"('Q9H9S0', 'P82673')"
"('P41223', 'Q9UMS4')"
"('P05388', 'P62854')"
"('O15111', 'Q9ULW0')"
"('Q8TAP6', 'Q8N9N8')"
"('Q14192', 'Q00987')"
"('P10599', 'Q9GZQ8')"
"('O94993', 'Q01543')"
"('Q96BR9', 'P54725')"
"('Q9HBY8', 'P20823')"
"('Q96K80', 'Q96LM6')"
"('O60437', 'P42858')"
"('O43639', 'Q16513')"
"('Q96GX1', 'Q5VV42')"
"('O95684', 'Q6ZU80')"
"('P41250', 'P47897')"
"('P53350', 'Q13625')"
"('P38398', 'Q9BX63')"
"('P43405', 'Q9UKW4')"
"('Q9Y6Y8', 'O94830')"
"('Q93098', 'Q9ULV1')"
"('P62701', 'Q13557')"
"('Q9BQ95', 'P03886')"
"('O15067', 'P63104')"
"('P18206', 'P15259')"
"('Q03518', 'Q8IVS2')"
"('Q9NPJ6', 'Q96AY4')"
"('P20339', 'P26374')"
"('Q4KWH8', 'P05129')"
"('Q9UBU9', 'O94829')"
"('Q9Y265', 'P62136')"
"('Q8IVQ6', 'P03372')"
"('P46781', 'O95166')"
"('P21802', 'Q9UJM3')"
"('O75191', 'P35237')"
"('Q96JQ0', 'P61956')"
"('O00267', 'P62875')"
"('P22612', 'Q14524')"
"('Q15717', 'P30530')"
"('O00233', 'O95400')"
"('P15923', 'P12235')"
"('P23258', 'Q5S007')"
"('P34897', 'Q8IXQ3')"
"('Q8WVK2', 'Q96DI7')"
"('Q96EB6', 'Q8TEK3')"
"('O00743', 'O43318')"
"('P22309', 'Q14164')"
"('Q9NZJ0', 'Q96GD4')"
"('O75376', 'Q14995')"
"('Q9BV40', 'P62258')"
"('O00459', 'Q07890')"
"('Q13162', 'O95166')"
"('Q15287', 'P57721')"
"('O14640', 'P41208')"
"('Q53TQ3', 'P0C1Z6')"
"('P20339', 'Q9BUB5')"
"('P60709', 'Q92882')"
"('Q32P44', 'O95834')"
"('Q9BYV6', 'Q9NY65')"
"('Q92508', 'P51148')"
"('Q96BY7', 'Q96DB2')"
"('Q16526', 'Q96CW1')"
"('P60484', 'Q15717')"
"('Q9Y5K6', 'P12830')"
"('P24941', 'Q16555')"
"('Q9H4L7', 'Q12789')"
"('Q9UPU5', 'Q9H4E5')"
"('O75478', 'Q5W150')"
"('Q9NP81', 'Q9UMR5')"
"('P30480', 'P20618')"
"('P27635', 'Q13148')"
"('Q15561', 'P50552')"
"('Q8IX01', 'Q99853')"
"('Q969S0', 'Q6NUS6')"
"('P28070', 'Q9BZS1')"
"('Q7KZI7', 'P98161')"
"('Q8NHQ1', 'Q92993')"
"('P49759', 'Q6IN85')"
"('Q15262', 'O15031')"
"('Q7Z4G4', 'O15350')"
"('Q13492', 'P05556')"
"('Q9Y4E8', 'Q9UBU9')"
"('O43918', 'P09874')"
"('Q6DD88', 'P55884')"
"('Q5RL73', 'Q9H6L4')"
"('Q8NB12', 'Q03989')"
"('P27694', 'Q02543')"
"('P0C7W6', 'Q9H1K1')"
"('Q71UM5', 'Q9UL18')"
"('Q9UPQ4', 'P61086')"
"('O15479', 'P46779')"
"('Q01130', 'P20290')"
"('P09038', 'P31260')"
"('Q02252', 'P48739')"
"('P35244', 'O00571')"
"('Q00535', 'Q14094')"
"('P05787', 'P11532')"
"('P13164', 'Q00978')"
"('Q02548', 'Q6ISB3')"
"('Q96DH6', 'Q7Z4S6')"
"('P31689', 'Q9GZX7')"
"('P12272', 'P49407')"
"('P46776', 'Q8WZA2')"
"('Q9NTJ3', 'Q92572')"
"('P32121', 'Q92499')"
"('Q6NT76', 'P26367')"
"('P56747', 'Q07157')"
"('Q15773', 'Q13398')"
"('Q9Y606', 'Q9UKB1')"
"('A8MQ03', 'A5D8T8')"
"('Q07912', 'O14976')"
"('Q9UMS4', 'Q9NZJ7')"
"('Q9P127', 'Q9NYF8')"
"('P35080', 'P50552')"
"('P62136', 'P28749')"
"('Q9H8K7', 'P05067')"
"('Q92731', 'Q86WR7')"
"('Q14781', 'O75592')"
"('Q9UBP0', 'P55072')"
"('P35250', 'P78527')"
"('Q14978', 'Q14839')"
"('O14980', 'Q9Y3F4')"
"('Q8NA56', 'Q9P2R3')"
"('P41162', 'Q9BZ95')"
"('Q7Z6G8', 'P43364')"
"('Q5TA78', 'P49639')"
"('P27797', 'Q96FW1')"
"('P49901', 'P59990')"
"('Q8N0Z2', 'O94929')"
"('Q9H0C8', 'O14733')"
"('O76041', 'Q9HAU4')"
"('Q5HYI8', 'Q9Y3E0')"
"('P20020', 'Q86X19')"
"('Q9NRY5', 'Q05329')"
"('Q9UN86', 'Q15717')"
"('P61289', 'O00221')"
"('Q96FW1', 'Q04771')"
"('Q99612', 'Q9NRX1')"
"('Q8N137', 'P56134')"
"('P43250', 'P46094')"
"('O75381', 'O15228')"
"('P55769', 'Q15427')"
"('Q06830', 'Q13618')"
"('Q00535', 'O94811')"
"('P18124', 'P05141')"
"('Q16566', 'P08238')"
"('P11274', 'O43639')"
"('P37288', 'P63092')"
"('P06734', 'P41182')"
"('P40424', 'P13569')"
"('Q03113', 'P35558')"
"('Q96ID5', 'P04792')"
"('P00915', 'Q16659')"
"('Q02413', 'P23258')"
"('P98170', 'P62837')"
"('Q9UM11', 'Q96BY2')"
"('Q9UJW0', 'Q8ND90')"
"('P05067', 'Q9H4T2')"
"('Q9NUQ3', 'Q8N0Z3')"
"('Q13438', 'Q9H6Z9')"
"('Q99496', 'P51116')"
"('Q6ZNJ1', 'O00472')"
"('O75530', 'Q01130')"
"('Q15653', 'Q9Y2U5')"
"('O43242', 'Q9UNM6')"
"('P50990', 'Q9Y3A3')"
"('Q9UL15', 'Q8IY92')"
"('O75530', 'P51531')"
"('Q9UQB9', 'Q96PU5')"
"('P06748', 'Q15853')"
"('P30443', 'Q5JWF2')"
"('Q8TAP6', 'O95983')"
"('Q9UDY2', 'P25205')"
"('Q16520', 'P10176')"
"('Q0D2K3', 'Q9H4R4')"
"('P00533', 'P51692')"
"('Q8TAK5', 'Q9NWT6')"
"('P62136', 'Q16204')"
"('Q86VS8', 'Q96PV4')"
"('O43293', 'Q05513')"
"('P61353', 'Q8NHW5')"
"('O75553', 'Q3SYF9')"
"('P01106', 'Q16587')"
"('Q16643', 'P32121')"
"('Q13618', 'Q8NC51')"
"('P63244', 'Q92731')"
"('Q9NUQ2', 'Q96BA8')"
"('O95456', 'P21399')"
"('O14497', 'O00471')"
"('P06748', 'P35232')"
"('Q92845', 'Q15545')"
"('Q9NPJ3', 'O75521')"
"('Q92597', 'P54105')"
"('Q16560', 'Q12851')"
"('Q16543', 'Q6P1N0')"
"('Q96EB6', 'Q9P013')"
"('Q9BPX5', 'Q96H55')"
"('Q9Y6E7', 'Q9ULA0')"
"('P09651', 'Q13617')"
"('P60033', 'P09651')"
"('Q9Y2I6', 'O60293')"
"('Q14938', 'Q06330')"
"('Q15717', 'Q9Y624')"
"('Q9ULZ3', 'Q96P20')"
"('O43291', 'Q9Y2G8')"
"('P43308', 'Q86WV6')"
"('O95714', 'Q96JN8')"
"('Q9GZQ8', 'Q5XPI4')"
"('Q08257', 'P40261')"
"('Q8N0Z6', 'Q13885')"
"('Q8TCG1', 'O14980')"
"('P49771', 'Q16620')"
"('Q6P158', 'P60371')"
"('P49662', 'Q04323')"
"('Q14197', 'Q7Z7F7')"
"('P25705', 'Q07020')"
"('P63211', 'P35414')"
"('Q8WWI1', 'P55196')"
"('O96019', 'P49773')"
"('P01031', 'Q96IY4')"
"('P11142', 'P11441')"
"('Q92878', 'P49959')"
"('Q01814', 'Q9BRK5')"
"('Q9UHL9', 'Q58WW2')"
"('Q9Y2J4', 'O76015')"
"('Q9NS91', 'Q99816')"
"('Q96A72', 'O75558')"
"('Q13023', 'P13569')"
"('Q9BSJ2', 'Q8IZT6')"
"('Q13148', 'Q9H2U1')"
"('Q4G0J3', 'Q9H5N1')"
"('Q71U36', 'P25963')"
"('Q12873', 'Q9UBU9')"
"('Q92913', 'P16234')"
"('P08684', 'P17676')"
"('Q9BYP7', 'O95198')"
"('Q86VP6', 'Q5F1R6')"
"('Q9Y623', 'P35609')"
"('P21580', 'Q04917')"
"('P08621', 'O15198')"
"('Q9H0W8', 'Q12933')"
"('Q15047', 'P02766')"
"('Q99623', 'Q15022')"
"('Q9HCE1', 'Q96Q05')"
"('Q16643', 'Q5R372')"
"('O00743', 'Q96LK0')"
"('P55209', 'Q09472')"
"('Q86VP1', 'Q9HA65')"
"('O75689', 'P48729')"
"('P21980', 'O14562')"
"('P19174', 'Q13480')"
"('Q14980', 'Q12888')"
"('Q9NY27', 'P25786')"
"('Q9H0R8', 'Q14257')"
"('Q9Y266', 'P30480')"
"('Q9UNS2', 'P04629')"
"('P59901', 'Q10589')"
"('Q16787', 'Q14118')"
"('Q99963', 'Q15052')"
"('Q9H492', 'Q8IXT5')"
"('Q8WUZ0', 'Q8TAQ2')"
"('Q9Y2W1', 'Q96FV9')"
"('P22105', 'P26012')"
"('P09417', 'Q92506')"
"('P24863', 'Q9Y3C7')"
"('O15350', 'Q9GZV5')"
"('Q9UBU9', 'Q5T7W0')"
"('Q92905', 'Q9P1Y6')"
"('P08575', 'Q99569')"
"('Q9H8V3', 'Q9UIS9')"
"('O00148', 'Q6V0I7')"
"('O75083', 'Q16576')"
"('Q92665', 'Q9Y6A4')"
"('Q13796', 'P16333')"
"('Q9BWG6', 'Q8N448')"
"('Q96SI9', 'O75530')"
"('P22612', 'Q14432')"
"('P01730', 'P09651')"
"('P49917', 'Q12888')"
"('Q96AQ6', 'P55854')"
"('P54253', 'P41222')"
"('Q14203', 'Q13573')"
"('Q6Y7W6', 'Q9UKV8')"
"('Q9NRI5', 'Q07343')"
"('P17661', 'P15924')"
"('O75533', 'O43809')"
"('P42858', 'Q9H1J1')"
"('Q6DT37', 'P60953')"
"('Q15543', 'Q16594')"
"('P05089', 'P04629')"
"('P35998', 'Q9BRP4')"
"('Q9UNS1', 'Q8WXE1')"
"('P22557', 'P62993')"
"('P50991', 'P40337')"
"('P18031', 'P61421')"
"('Q9Y5V3', 'Q8WU79')"
"('O75530', 'Q00987')"
"('Q6Y7W6', 'Q92600')"
"('Q8N1B4', 'P54646')"
"('P40692', 'Q96EB6')"
"('Q16659', 'Q9H6Z9')"
"('Q8IWF2', 'P78527')"
"('P11441', 'P61978')"
"('P60033', 'Q9Y3Z3')"
"('P05067', 'P06748')"
"('P09455', 'Q13620')"
"('Q92905', 'Q08211')"
"('O15084', 'Q96MU7')"
"('P62263', 'P04637')"
"('P05067', 'Q9Y5U2')"
"('P17066', 'Q8NHY2')"
"('P01137', 'O95863')"
"('Q9NV70', 'Q92989')"
"('Q9BT81', 'Q99717')"
"('Q8N9T8', 'P41218')"
"('O14980', 'Q641Q2')"
"('Q9ULJ6', 'P01106')"
"('P46977', 'Q8N6L1')"
"('P04155', 'Q12824')"
"('Q9BZV1', 'P49257')"
"('Q9NPJ6', 'O43805')"
"('Q9Y478', 'O43709')"
"('P05141', 'P11441')"
"('Q01844', 'Q9NQ32')"
"('Q02878', 'P62899')"
"('Q9BYR5', 'Q9NRQ2')"
"('Q15678', 'Q14966')"
"('Q8N668', 'P35670')"
"('Q9H5F2', 'P49639')"
"('P54652', 'P09651')"
"('Q8WUP2', 'O14980')"
"('Q93008', 'P04629')"
"('P55157', 'Q9H0X9')"
"('P23396', 'Q9NQ39')"
"('Q8TAP6', 'P46781')"
"('Q96FV9', 'Q99873')"
"('P15923', 'Q8NI77')"
"('Q9BQ39', 'Q9UL18')"
"('O95573', 'P05067')"
"('Q99972', 'P01834')"
"('O60749', 'P00533')"
"('Q9BUB4', 'Q9UBU9')"
"('O43559', 'P60410')"
"('Q70EL2', 'Q8IY92')"
"('Q9P270', 'O75592')"
"('Q6L8H2', 'Q5T749')"
"('P62807', 'Q86U44')"
"('P08173', 'Q99962')"
"('Q9BRT8', 'Q15390')"
"('Q06124', 'Q6GTX8')"
"('P78362', 'Q13618')"
"('O95872', 'Q12933')"
"('Q9P2K6', 'Q9BYV2')"
"('Q14242', 'P15311')"
"('P40692', 'Q86UC2')"
"('O75528', 'Q12962')"
"('A8K8P3', 'Q99459')"
"('P62807', 'Q96ES7')"
"('Q9NY93', 'Q13601')"
"('Q9NR96', 'P19419')"
"('O60341', 'O75530')"
"('P00558', 'P27348')"
"('Q9C086', 'P60410')"
"('P41250', 'P17980')"
