#tail	head	KSP index	path cost
O14640	Q01974	1	3.74850e-01
Q15797	O14640	1	3.74850e-01
P98082	O75581	2	3.74408e-01
O94907	O75581	3	3.50002e-01
P35222	O94907	3	3.50002e-01
P0CG48	O75581	4	3.31167e-01
P35222	P98177	4	3.31167e-01
P98177	P0CG48	4	3.31167e-01
P35222	Q15796	5	3.28778e-01
P62987	O75581	5	3.28778e-01
Q15796	P62987	5	3.28778e-01
Q9HAU4	P0CG48	6	3.27351e-01
P98082	Q9HAU4	6	3.27351e-01
O94907	O75197	7	3.16398e-01
P15884	Q15796	8	3.14367e-01
P46531	P62987	9	3.07441e-01
Q9UJU2	P46531	9	3.07441e-01
P04628	Q9UP38	10	2.96237e-01
P46531	P04628	10	2.96237e-01
P04637	P0CG48	11	2.87347e-01
Q9NQB0	Q9Y265	11	2.87347e-01
Q9Y265	P04637	11	2.87347e-01
P15923	P09874	12	2.84482e-01
P09874	P0CG48	12	2.84482e-01
O43318	Q01974	13	2.77139e-01
P98082	O43318	13	2.77139e-01
Q15797	P46531	14	2.76826e-01
P35222	P09874	15	2.69348e-01
O15151	P0CG48	16	2.67039e-01
P31947	O15151	16	2.67039e-01
P25054	P31947	16	2.67039e-01
Q9UJU2	P84022	17	2.66916e-01
P84022	P0CG48	17	2.66916e-01
P15923	Q9Y265	19	2.65238e-01
P21333	Q01974	20	2.64774e-01
P98082	P06241	20	2.64774e-01
P06241	P21333	20	2.64774e-01
O15169	O14641	21	2.63776e-01
P35222	O15169	21	2.63776e-01
O14641	Q01974	21	2.63776e-01
P25054	O15169	22	2.56467e-01
Q9H160	Q9HAU4	23	2.55823e-01
Q15797	Q9H160	23	2.55823e-01
P15884	Q9UER7	24	2.53340e-01
Q9UER7	O15151	24	2.53340e-01
P98082	O15169	25	2.52449e-01
P15884	Q09472	26	2.52292e-01
Q09472	P46531	26	2.52292e-01
P18146	O14641	27	2.50737e-01
Q13469	P18146	27	2.50737e-01
Q9HAU4	Q9Y3C5	28	2.49192e-01
Q9Y3C5	P62987	28	2.49192e-01
O15111	P21580	29	2.48117e-01
P35222	O15111	29	2.48117e-01
P21580	P0CG48	29	2.48117e-01
P84022	P04637	30	2.47876e-01
P37231	Q09472	31	2.47008e-01
O15169	O14640	32	2.46549e-01
P11142	P0CG48	33	2.46309e-01
P35222	P11142	33	2.46309e-01
Q9Y4K3	P62987	34	2.44371e-01
P06241	Q9Y4K3	34	2.44371e-01
Q9Y2T1	O14640	36	2.41563e-01
P35222	Q9Y2T1	36	2.41563e-01
P49840	Q01974	37	2.40889e-01
P25054	P49840	37	2.40889e-01
Q9NYN1	Q9HAU4	38	2.40039e-01
Q15797	Q9NYN1	38	2.40039e-01
P27448	P0CG48	39	2.39780e-01
P63104	P27448	39	2.39780e-01
P25054	P63104	39	2.39780e-01
P63104	O15151	41	2.38815e-01
P63104	P62906	42	2.38015e-01
P62906	P62987	42	2.38015e-01
P62979	Q15303	44	2.37952e-01
Q15797	P62979	44	2.37952e-01
Q15303	P62987	44	2.37952e-01
P62979	P25963	45	2.37730e-01
P25963	P0CG48	45	2.37730e-01
P84022	P98177	47	2.35231e-01
Q9NYN1	Q15796	48	2.34172e-01
P63104	P21580	49	2.31773e-01
P49790	Q15796	50	2.31575e-01
P25054	P49790	50	2.31575e-01
Q16236	P0CG48	51	2.30635e-01
Q92793	Q16236	51	2.30635e-01
Q9NQB0	Q92793	51	2.30635e-01
P35222	Q92793	52	2.30596e-01
O15169	Q9Y4X0	53	2.27484e-01
Q9Y4X0	O75581	53	2.27484e-01
P04628	O00144	54	2.27119e-01
P35222	Q12778	55	2.25139e-01
O00744	Q9NPG1	55	2.25139e-01
Q12778	O00744	55	2.25139e-01
Q15797	Q13501	56	2.25132e-01
Q13501	Q16236	56	2.25132e-01
O15111	P51617	57	2.25082e-01
P51617	P0CG48	57	2.25082e-01
P31947	Q9Y4K3	58	2.23383e-01
Q13469	Q15306	59	2.22888e-01
Q15306	Q9Y4K3	59	2.22888e-01
P62979	P04637	60	2.22703e-01
Q9NQB0	P09874	61	2.22096e-01
P35222	Q9Y230	62	2.21679e-01
Q9Y230	P04637	62	2.21679e-01
O15169	O75581	64	2.20410e-01
Q13485	P0CG48	65	2.19998e-01
P84022	Q13485	65	2.19998e-01
Q9H160	P12757	67	2.16322e-01
P12757	Q07954	67	2.16322e-01
Q15796	Q9HAU4	68	2.15667e-01
Q9Y265	Q9Y4K3	70	2.11483e-01
Q13469	P48729	71	2.11439e-01
P48729	P49840	71	2.11439e-01
O00744	Q14332	72	2.11414e-01
P13569	P21333	73	2.11099e-01
P98082	P13569	73	2.11099e-01
P05106	P21333	75	2.10800e-01
P25054	P49023	75	2.10800e-01
P49023	P05106	75	2.10800e-01
P58335	P0CG48	76	2.10317e-01
