recall,precision
0.0027472527472527475,0.16
0.003434065934065934,0.18518518518518517
0.07211538461538461,0.1926605504587156
0.0782967032967033,0.19322033898305085
0.07486263736263736,0.1936056838365897
0.07280219780219781,0.19378427787934185
0.07348901098901099,0.19384057971014493
0.07554945054945054,0.19400352733686066
0.07898351648351648,0.19458544839255498
0.07417582417582418,0.19494584837545126
0.07623626373626374,0.1954225352112676
0.07967032967032966,0.19594594594594594
0.07142857142857142,0.19622641509433963
0.08035714285714286,0.19696969696969696
0.07760989010989011,0.19755244755244755
0.08516483516483517,0.1984
0.08173076923076923,0.19966442953020133
0.08585164835164835,0.19968051118210864
0.08653846153846154,0.2
0.0885989010989011,0.2006220839813375
0.08722527472527472,0.20063191153238547
0.08241758241758242,0.20100502512562815
0.09409340659340659,0.2011747430249633
0.09478021978021978,0.20145985401459854
0.08997252747252747,0.20153846153846153
0.08928571428571429,0.20155038759689922
0.08791208791208792,0.2015748031496063
0.11881868131868131,0.20186697782963828
0.0831043956043956,0.20234113712374582
0.0989010989010989,0.20253164556962025
0.09546703296703296,0.20262390670553937
0.09065934065934066,0.20276497695852536
0.11950549450549451,0.20279720279720279
0.10027472527472528,0.20305980528511822
0.09958791208791208,0.20336605890603085
0.09752747252747253,0.2034383954154728
0.08379120879120878,0.2036727879799666
0.09134615384615384,0.20367534456355282
0.1201923076923077,0.20372526193247964
0.09615384615384616,0.20378457059679767
0.10164835164835165,0.20413793103448277
0.10096153846153846,0.20416666666666666
0.09821428571428571,0.2042857142857143
0.10851648351648352,0.20466321243523317
0.09271978021978022,0.20485584218512898
0.09203296703296704,0.20489296636085627
0.09684065934065934,0.20494186046511628
0.08447802197802198,0.205
0.11675824175824176,0.20506634499396864
0.12225274725274725,0.20506912442396313
0.10233516483516483,0.20523415977961432
0.12156593406593406,0.20533642691415313
0.12293956043956043,0.20598388952819333
0.11744505494505494,0.20602409638554217
0.10302197802197802,0.20604395604395603
0.09340659340659341,0.20606060606060606
0.10714285714285714,0.20607661822985468
0.10989010989010989,0.20618556701030927
0.12362637362637363,0.20618556701030927
0.10370879120879122,0.20684931506849316
0.10782967032967034,0.20685111989459815
0.11057692307692307,0.2069408740359897
0.11813186813186813,0.2069795427196149
0.1043956043956044,0.20708446866485014
0.12431318681318682,0.20709382151029748
0.11126373626373626,0.2076923076923077
0.10645604395604395,0.20777479892761394
0.125,0.208
0.10508241758241758,0.20816326530612245
0.11195054945054946,0.2081736909323116
0.10576923076923077,0.2086720867208672
0.12568681318681318,0.2089041095890411
0.11263736263736264,0.20918367346938777
0.12637362637362637,0.20980615735461802
0.11332417582417582,0.21019108280254778
0.12774725274725274,0.21040723981900453
0.12706043956043955,0.21070615034168566
0.13804945054945056,0.2111344537815126
0.11401098901098901,0.21119592875318066
0.12843406593406592,0.21129943502824858
0.13873626373626374,0.21174004192872117
0.13942307692307693,0.21212121212121213
0.12912087912087913,0.21218961625282168
0.11469780219780219,0.2121982210927573
0.1401098901098901,0.2125
0.14217032967032966,0.21296296296296297
0.12980769230769232,0.21307779030439683
0.14285714285714285,0.21311475409836064
0.11538461538461539,0.2131979695431472
0.14148351648351648,0.21325051759834368
0.1407967032967033,0.2133194588969823
0.11607142857142858,0.213653603034134
0.14354395604395603,0.21392016376663256
0.1304945054945055,0.21396396396396397
0.1311813186813187,0.2141255605381166
0.004120879120879121,0.21428571428571427
0.14423076923076922,0.21428571428571427
0.13186813186813187,0.21452513966480447
0.14491758241758243,0.21508664627930682
0.13255494505494506,0.21540178571428573
0.14560439560439561,0.2158859470468432
0.13324175824175824,0.21627647714604237
0.0673076923076923,0.2163355408388521
0.1462912087912088,0.21668362156663276
0.13392857142857142,0.21714922048997773
0.13667582417582416,0.21724890829694324
0.14697802197802198,0.21747967479674796
0.06799450549450549,0.2175824175824176
0.1346153846153846,0.21802002224694106
0.14766483516483517,0.21805273833671399
0.13736263736263737,0.21810250817884405
0.14835164835164835,0.21818181818181817
0.1353021978021978,0.21840354767184036
0.06456043956043957,0.2186046511627907
0.14903846153846154,0.21875
0.06868131868131869,0.2188183807439825
0.13598901098901098,0.21902654867256638
0.14972527472527472,0.21909547738693466
0.15728021978021978,0.2195589645254075
0.06524725274725275,0.2199074074074074
0.06936813186813187,0.2205240174672489
0.1510989010989011,0.22066198595787362
0.15865384615384615,0.22105263157894736
0.06593406593406594,0.22119815668202766
0.15178571428571427,0.22144288577154309
0.15934065934065933,0.22179732313575526
0.07005494505494506,0.2222222222222222
0.15247252747252749,0.2222222222222222
0.06662087912087912,0.22247706422018348
0.16002747252747251,0.22254059216809932
0.15315934065934067,0.223
0.061126373626373624,0.22305764411027568
0.16071428571428573,0.22328244274809161
0.15384615384615385,0.22355289421157684
0.07074175824175824,0.22391304347826088
0.15521978021978022,0.22398414271555997
0.1614010989010989,0.22402287893231648
0.15453296703296704,0.22432701894317048
0.1559065934065934,0.22475247524752476
0.1620879120879121,0.22476190476190477
0.0625,0.22524752475247525
0.16277472527472528,0.2252851711026616
0.1565934065934066,0.22551928783382788
0.16414835164835165,0.22654028436018958
0.06318681318681318,0.2271604938271605
0.16483516483516483,0.22727272727272727
0.16552197802197802,0.228003784295175
0.1662087912087912,0.22873345935727787
0.06387362637362637,0.229064039408867
0.16689560439560439,0.22946175637393768
0.16758241758241757,0.2297551789077213
0.16826923076923078,0.23026315789473684
0.16895604395604397,0.2303370786516854
0.16964285714285715,0.23041044776119404
0.17032967032967034,0.23048327137546468
0.17101648351648352,0.23119777158774374
0.1717032967032967,0.23169601482854496
0.18269230769230768,0.23211169284467714
0.1723901098901099,0.23219241443108232
0.17307692307692307,0.23225806451612904
0.17376373626373626,0.23232323232323232
0.17445054945054944,0.23302752293577983
0.18406593406593408,0.23324630113141862
0.17513736263736263,0.23373052245646195
0.18475274725274726,0.23391304347826086
0.17582417582417584,0.2342177493138152
0.17651098901098902,0.23427529626253418
0.18543956043956045,0.234375
0.1820054945054945,0.2345132743362832
0.17925824175824176,0.23492349234923493
0.1771978021978022,0.23497267759562843
0.1813186813186813,0.2350845948352627
0.17994505494505494,0.23518850987432674
0.1778846153846154,0.23545454545454544
0.18681318681318682,0.23570190641247835
0.18063186813186813,0.2358744394618834
